,Concept_ID,ru,ga
62,Magen::N,желудок,goile
63,Leber::N,печень,ae
64,Atem::N,дух,anáil
65,Atem::N,дыхание,anáil
66,Hunger::N,голод,ocras
67,Träne::N,слеза,deoir
68,Geschmack::N,вкус,blas
69,Geruch::N,запах,boladh
70,Schlaf::N,сон,suan
71,Schlaf::N,сон,codladh
72,Traum::N,сновидение,taibhreamh
73,Himmel::N,небо,spéir
74,Sonne::N,солнце,grian
75,Mond::N,луна,ré
76,Mond::N,луна,gealach
77,Stern::N,звезда,rinn
78,Stern::N,звезда,réalta
79,Luft::N,воздух,aer
80,Wind::N,ветер,gaoth
81,Welle::N,волна,tonn
82,Wasser::N,вода,uisce
83,Stein::N,камень,cloch
84,Boden::N,почва,talamh
85,Erde::N,земля,cré
86,Erde::N,земля,ithir
87,Staub::N,пыль,dusta
88,Staub::N,пыль,deannach
89,Rauch::N,дым,toit
90,Rauch::N,дым,deatach
91,Funke::N,искра,drithle
92,Feuer::N,огонь,tine
93,Licht::N,свет,solas
94,Schatten::N,тень,scáth
95,Wetter::N,погода,aimsir
96,Nebel::N,туман,ceo
97,Wolke::N,облако,néal
98,Wolke::N,облако,scamall
99,Regen::N,дождь,báisteach
100,Regen::N,дождь,fearthainn
101,Schnee::N,снег,sneachta
102,Eis::N,лед,oighear
103,Frost::N,мороз,sioc
104,Kälte::N,холод,fuacht
105,Hitze::N,жара,teas
106,Hitze::N,жара,teocht
107,Raureif::N,иней,sioc bán
108,Regenbogen::N,радуга,stua ceatha
109,Regenbogen::N,радуга,bogha báistí
110,Donner::N,гром,toirneach
111,Strömung::N,течение,sruth
112,Tropfen::N,капля,deoir
113,Schaum::N,пена,cúr
114,Schmutz::N,грязь,salachar
115,See::N,озеро,loch
116,Sumpf::N,топь,portach
117,Moor::N,болото,caorán
118,Moor::N,болото,móinteán
119,Wiese::N,луг,cluain
120,Wiese::N,луг,móinéar
121,Wald::N,лес,coill
122,Wald::N,лес,foraois
123,Hügel::N,холм,ard
124,Anhöhe::N,возвышенность,ard
125,Anhöhe::N,возвышенность,ardán
126,Berg::N,гора,sliabh
127,Gipfel::N,вершина,barr
128,Gipfel::N,вершина,mullach
129,Höhle::N,пещера,uaimh
130,Höhle::N,пещера,pluais
131,Abhang::N,склон,fána
132,Quelle::N,источник,foinse
133,Bach::N,ручей,sruthán
134,Fluss::N,река,abhainn
135,Ufer::N,берег,bruach
136,Küste::N,побережье,cósta
137,Küste::N,побережье,cladach
138,Festland::N,суша,míntír
139,Meer::N,море,muir
140,Meer::N,море,farraige
141,Bucht::N,бухта,bá
142,Bucht::N,бухта,cuan
143,Insel::N,остров,inis
144,Insel::N,остров,oileán
145,Blume::N,цветок,bláth
146,Gras::N,трава,féar
147,Wurzel::N,корень,rúta
148,Wurzel::N,корень,fréamh
149,Baum::N,дерево,crann
150,Stamm::N,ствол,stoc
151,Stamm::N,ствол,tamhan
152,Rinde::N,кора,coirt
153,Rinde::N,кора,craiceann
154,Ast::N,сук,géag
155,Zweig::N,ветвь,géag
156,Zweig::N,ветвь,craobh
157,Blatt::N,лист,duille
158,Blatt::N,лист,duilleog
159,Birke::N,береза,beith
160,Birke::N,береза,crann beithe
161,Kiefer[Baum]::N,сосна,péine
162,Weide[Baum]::N,ива,saileach
163,Tanne::N,ель,giúis
164,Horn::N,рог,adharc
165,Feder::N,перо,cleite
166,Fell::N,шкура,clúmh
167,Flügel::N,крыло,eite
168,Flügel::N,крыло,sciathán
169,Klaue::N,коготь,crúb
170,Klaue::N,коготь,crobh
171,Kralle::N,лапа,crobh
172,Schwanz::N,хвост,eireaball
173,Ei::N,яйцо,ubh
174,Nest::N,гнездо,nead
175,Bau::N,нора,brocais
176,Tier::N,животное,ainmhí
177,Tier::N,животное,beithíoch
178,Herde::N,стадо,tréad
179,Kuh::N,корова,bó
180,Bulle::N,бык,tarbh
181,Pferd::N,лошадь,each
182,Pferd::N,лошадь,capall
183,Schaf::N,овца,caora
184,Schwein::N,свинья,muc
185,Hund::N,собака,madra
186,Katze::N,кошка,cat
187,Bär::N,медведь,béar
188,Eichhörnchen::N,белка,iora
189,Elch::N,лось,eilc
190,Fuchs::N,лиса,sionnach
191,Fuchs::N,лиса,madra rua
192,Hase::N,заяц,giorria
193,Maus::N,мышь,luch
194,Wolf::N,волк,mac tíre
195,Vogel::N,птица,éan
196,Schwarm::N,стая,saithe
197,Huhn::N,курица,cearc
198,Hahn::N,петух,coileach
199,Gans::N,гусь,gé
200,Adler::N,орел,iolar
201,Ente::N,утка,lacha
202,Eule::N,сова,ulchabhán
203,Kranich::N,журавль,grús
204,Krähe::N,ворона,caróg
205,Krähe::N,ворона,préachán
206,Kuckuck::N,кукушка,cuach
207,Schwan::N,лебедь,eala
208,Fisch::N,рыба,iasc
209,Barsch::N,окунь,péirse
210,Hecht::N,щука,liús
211,Schlange[Tier]::N,змея,nathair
212,Wurm::N,червяк,péist
213,Spinne::N,паук,damhán alla
214,Ameise::N,муравей,seangán
215,Laus::N,вошь,míol
216,Mücke::N,комар,muiscít
217,Mücke::N,комар,corrmhíol
218,Fliege::N,муха,cuil
219,Fliege::N,муха,cuileog
220,Schmetterling::N,бабочка,féileacán
221,Beere::N,ягода,caor
222,Apfel::N,яблоко,úll
223,Pilz::N,гриб,beacán
224,Pilz::N,гриб,muisiriún
225,Zwiebel::N,луковица,oinniún
226,Saat::N,семя,síol
227,Korn::N,зерно,gráinne
228,Heu::N,сено,féar
229,Schale::N,шелуха,scaimh
230,Grube::N,яма,poll
231,Falle::N,ловушка,gaiste
232,Schlinge::N,силок,sealán
233,Spur::N,след,rian
234,Asche::N,зола,luaith
235,Asche::N,пепел,luaith
236,Dreck::N,грязь,salachar
237,Eisen::N,железо,iarann
238,Gold::N,золото,ór
239,Silber::N,серебро,airgead
240,Kohle::N,уголь,gual
241,Glas::N,стекло,gloine
242,Lehm::N,глина,cré
243,Sand::N,песок,gaineamh
244,Mensch::N,человек,duine
245,Mann::N,мужчина,fear
246,Frau::N,женщина,bean
247,Kind::N,ребенок,gasúr
248,Kind::N,ребенок,páiste
249,Junge::N,мальчик,buachaill
250,Mädchen::N,девочка,cailín
251,Familie::N,семья,teaghlach
252,Familie::N,семья,comhluadar
253,Großvater::N,дедушка,seanathair
254,Großmutter::N,бабушка,seanmháthair
255,Eltern::N,родители,tuismitheoirí
256,Vater::N,отец,athair
257,Mutter::N,мать,máthair
258,Sohn::N,сын,mac
259,Tochter::N,дочь,iníon
260,Bruder::N,брат,deartháir
261,Schwester::N,сестра,deirfiúr
262,Onkel::N,дядя,uncail
263,Tante::N,тетя,aintín
264,Ehemann::N,муж,fear céile
265,Ehefrau::N,жена,bean chéile
266,Freude::N,радость,áthas
267,Gelächter::N,смех,gáire
268,Glück::N,счастье,séan
269,Glück::N,счастье,sonas
270,Kummer::N,горе,brón
271,Kummer::N,горе,buairt
272,Wunsch::N,желание,guí
273,Wunsch::N,желание,achainí
274,Lust::N,влечение,fonn
275,Geist::N,дух,meon
276,Geist::N,дух,spiorad
277,Gedanke::N,мысль,smaoineamh
278,Gedächtnis::N,память,cuimhne
279,Verstand::N,ум,ciall
280,Verstand::N,ум,intinn
281,Sinn::N,смысл,brí
282,Sinn::N,смысл,ciall
283,Grund::N,повод,fáth
284,Wahrheit::N,правда,fírinne
285,Gespräch::N,беседа,comhrá
286,Märchen::N,сказка,scéal
287,Erzählung::N,рассказ,scéal
288,Nachricht::N,сообщение,teachtaireacht
289,Neuigkeit::N,новость,scéala
290,Name::N,имя,ainm
291,Rätsel::N,загадка,tomhas
292,Rede::N,речь,óráid
293,Rede::N,речь,aitheasc
294,Sprache::N,язык,teanga
295,Stimme::N,голос,guth
296,Wort::N,слово,focal
297,Zeichen::N,знак,comhartha
298,Ruf::N,зов,glaoch
299,Lärm::N,шум,torann
300,Laut::N,звук,fuaim
301,Ton::N,звучание,ton
302,Lied::N,песня,amhrán
303,Ruhe::N,покой,suaimhneas
304,Leute::N,люди,muintir
305,Volk::N,народ,pobal
306,Arbeit::N,работа,obair
307,Gast::N,гость,aoi
308,Geschenk::N,подарок,féirín
309,Geschenk::N,подарок,bronntanas
310,Spiel::N,игра,cluiche
311,Gesellschaft::N,общество,comhluadar
312,Hilfe::N,помощь,cúnamh
313,Hilfe::N,помощь,cabhair
314,Freund::N,друг,cara
315,Kamerad::N,приятель,comrádaí
316,Angelegenheit::N,дело,ábhar
317,Anzahl::N,количество,líon
318,Art::N,вид,sórt
319,Art::N,вид,saghas
320,Stück::N,кусок,píosa
321,Teil::N,часть,cuid
322,Teil::N,часть,páirt
323,Hälfte::N,половина,leath
324,Kreis::N,круг,ciorcal
325,Kreuz::N,крест,cros
326,Linie::N,линия,líne
327,Strich::N,черта,stríoc
328,Abstand::N,промежуток,achar
329,Entfernung::N,расстояние,fad
330,Gegend::N,местность,ceantar
331,Platz::N,пространство,áit
332,Platz::N,пространство,spás
333,Ort::N,место,áit
334,Seite::N,сторона,taobh
335,Mitte::N,середина,lár
336,Gegenstand::N,предмет,ball
337,Gegenstand::N,предмет,ábhar
338,Sache::N,вещь,ní
339,Sache::N,вещь,rud
340,Rand::N,край,imeall
341,Rand::N,край,ciumhais
342,Kante::N,ребро,corr
343,Kante::N,ребро,colbha
344,Ecke::N,угол,coirnéal
345,Spitze::N,кончик,gob
346,Spitze::N,кончик,barr
347,Ende::N,конец,ceann
348,Ende::N,конец,foirceann
349,Loch::N,дыра,poll
350,Winkel::N,угол,cúinne
351,Winkel::N,угол,uillinn
352,Muster::N,узор,patrún
353,Größe::N,размер,méid
354,Größe::N,размер,toise
355,Länge::N,длина,fad
356,Höhe::N,высота,airde
357,Gewicht::N,вес,meáchan
358,Menge::N,количество,méid
359,Haufen::N,куча,cnap
360,Reihe::N,ряд,líne
361,Reihe::N,ряд,sraith
362,Boot::N,лодка,bád
363,Ruder::N,весло,rámh
364,Ruder::N,весло,maide rámha
365,Schlitten::N,сани,carr sleamhnáin
366,Ski::N,лыжа,scí
367,Lagerfeuer::N,костер,tine champa
368,Last::N,тяжесть,ualach
369,Gang::N,ход,siúlóid
370,Schritt::N,шаг,céim
371,Schritt::N,шаг,coiscéim
372,Norden::N,север,tuaisceart
373,Süden::N,юг,deisceart
374,Westen::N,запад,iarthar
375,Osten::N,восток,oirthear
376,Holz::N,древесина,adhmad
377,Brett::N,доска,clár
378,Platte::N,плита,leac
379,Stütze::N,подпорка,taca
380,Stange::N,жердь,polla
381,Stange::N,жердь,cuaille
382,Stock::N,палка,bata
383,Stock::N,палка,maide
384,Stab::N,шест,maide
385,Stab::N,шест,bachall
386,Rohr::N,труба,píopa
387,Haus::N,дом,teach
388,Heim::N,дом,baile
389,Ofen::N,печь,sornóg
390,Fußboden::N,пол,urlár
391,Tisch::N,стол,bord
392,Tisch::N,стол,tábla
393,Stuhl::N,стул,cathaoir
394,Wiege::N,колыбель,cliabhán
395,Bett::N,постель,leaba
396,Regal::N,полка,seilf
397,Kiste::N,ящик,bosca
398,Fenster::N,окно,fuinneoig
399,Tür::N,дверь,doras
400,Tor::N,ворота,geata
401,Zaun::N,забор,fál
402,Zaun::N,забор,claí
403,Dach::N,крыша,díon
404,Leiter::N,лестница,dréimire
405,Besen::N,метла,scuab
406,Spaten::N,лопата,spád
407,Spaten::N,лопата,rámhainn
408,Schaufel::N,совок,sluasaid
409,Gabel::N,вилка,forc
410,Gabel::N,вилка,gabhlóg
411,Löffel::N,ложка,spúnóg
412,Messer::N,нож,scian
413,Nagel::N,гвоздь,tairne
414,Netz::N,сеть,líon
415,Netz::N,сеть,eangach
416,Haken::N,крюк,croch
417,Griff::N,ручка,cos
418,Griff::N,ручка,hanla
419,Schloss::N,замок,glas
420,Bild::N,картина,pictiúr
421,Figur::N,фигура,fíor
422,Puppe::N,кукла,bábóg
423,Beutel::N,мешок,mála
424,Beutel::N,мешок,mealbhóg
425,Bündel::N,связка,beart
426,Tasche::N,сумка,mála
427,Eimer::N,ведро,buicéad
428,Deckel::N,крышка,clár
429,Deckel::N,крышка,claibín
430,Geschirr::N,посуда,soithí
431,Geschirr::N,посуда,gréithe
432,Sack::N,мешок,sac
433,Sack::N,мешок,mála
434,Tasse::N,чашка,cupán
435,Topf::N,кастрюля,pota
436,Kessel::N,котел,citeal
437,Essen::N,еда,béile
438,Nahrung::N,пища,bia
439,Speise::N,блюдо,mias
440,Speise::N,кушанье,mias
441,Fleisch::N,мясо,feoil
442,Getreide::N,хлеб,grán
443,Getreide::N,хлеб,arbhar
444,Brei::N,каша,brúitín
445,Brot::N,хлеб,arán
446,Scheibe::N,ломоть,píosa
447,Scheibe::N,ломоть,slisne
448,Fett::N,жир,saill
449,Fett::N,жир,méathras
450,Butter::N,масло,im
451,Öl::N,масло,ola
452,Salz::N,соль,salann
453,Suppe::N,суп,sú
454,Suppe::N,суп,anraith
455,Honig::N,мед,mil
456,Milch::N,молоко,bainne
457,Tee::N,чай,tae
458,Leder::N,кожа,leathar
459,Wolle::N,шерсть,olann
460,Stoff::N,ткань,éadach
461,Nadel::N,игла,snáthaid
462,Faden::N,нитка,snáth
463,Knopf::N,пуговица,cnaipe
464,Knoten::N,узел,snaidhm
465,Farbe::N,краска,péint
466,Kleidung::N,одежда,éadaí
467,Hemd::N,рубашка,léine
468,Kragen::N,воротник,bóna
469,Ärmel::N,рукав,muinchille
470,Hose::N,брюки,bríste
471,Hose::N,брюки,treabhsar
472,Gürtel::N,пояс,crios
473,Mütze::N,шапка,caipín
474,Schuh::N,ботинок,bróg
475,Stiefel::N,сапог,buatais
476,Ring::N,кольцо,fáinne
477,Band::N,лента,ribín
478,Kamm::N,расческа,cíor
479,Spiegel::N,зеркало,scáthán
480,Riemen::N,ремень,iall
481,Riemen::N,ремень,strapa
482,Schnur::N,веревка,téad
483,Schnur::N,веревка,sreangán
484,Leine::N,поводок,iall
485,Decke::N,одеяло,pluid
486,Decke::N,одеяло,blaincéad
487,Kissen::N,подушка,piliúr
488,Kissen::N,подушка,adhartán
489,Tuch::N,платок,scaif
490,Handtuch::N,полотенце,tuáille
491,Kraft::N,сила,fórsa
492,Stärke::N,крепость,neart
493,Gesundheit::N,здоровье,sláinte
494,Krankheit::N,болезнь,tinneas
495,Krankheit::N,болезнь,breoiteacht
496,Schmerz::N,боль,pian
497,Wunde::N,рана,goin
498,Fieber::N,лихорадка,fiabhras
499,Fieber::N,температура,fiabhras
500,Arznei::N,лекарство,cógas
501,Brücke::N,мост,droichead
502,Brunnen::N,колодец,tobar
503,Weide::N,пастбище,féarach
504,Pfad::N,тропа,cosán
505,Pfad::N,тропа,conair
506,Weg::N,путь,slí
507,Weg::N,путь,bealach
508,Weg::N,дорога,slí
509,Weg::N,дорога,bealach
510,Straße::N,улица,bóthar
511,Straße::N,дорога,bóthar
512,Dorf::N,деревня,sráidbhaile
513,Stadt::N,город,baile
514,Stadt::N,город,cathair
515,Brief::N,письмо,litir
516,Buch::N,книга,cín
517,Buch::N,книга,leabhar
518,Buchstabe::N,буква,litir
519,Zeitung::N,газета,nuachtán
520,Leben::N,жизнь,saol
521,Leben::N,жизнь,beatha
522,Tod::N,смерть,bás
523,Grab::N,могила,uaigh
524,Kirche::N,церковь,eaglais
525,Sünde::N,грех,peaca
526,Gott::N,бог,dia
527,Arbeiter::N,рабочий,oibrí
528,Chef::N,начальник,saoiste
529,Chef::N,начальник,ceannasaí
530,Meister::N,мастер,máistir
531,Arzt::N,врач,lia
532,Arzt::N,врач,dochtúir
533,Lehrer::N,учитель,oide
534,Lehrer::N,учитель,múinteoir
535,Geld::N,деньги,airgead
536,Geschäft::N,занятие,gnó
537,Laden::N,магазин,siopa
538,Preis::N,цена,praghas
539,Ware::N,товар,earra
540,Nutzen::N,выгода,tairbhe
541,Reichtum::N,богатство,rachmas
542,Reichtum::N,богатство,saibhreas
543,Welt::N,мир,domhan
544,Land::N,страна,tír
545,Staat::N,государство,stát
546,König::N,король,rí
547,Macht::N,власть,cumhacht
548,Grenze::N,граница,críoch
549,Grenze::N,граница,teorainn
550,Krieg::N,война,cogadh
551,Feind::N,враг,namhaid
552,Gewalt::N,насилие,foréigean
553,Kampf::N,борьба,troid
554,Bogen[Waffe]::N,лук,bogha
555,Pfeil::N,стрела,saighead
556,Gewehr::N,ружье,gunna
557,Fehler::N,ошибка,botún
558,Fehler::N,ошибка,meancóg
559,Lüge::N,ложь,bréag
560,Lüge::N,ложь,éitheach
561,Schaden::N,вред,dochar
562,Schaden::N,вред,damáiste
563,Unglück::N,беда,drochrath
564,Schuld::N,вина,locht
565,Schuld::N,вина,milleán
566,Alter::N,возраст,aois
567,Schluss::N,окончание,deireadh
568,Zeit::N,время,am
569,Zeit::N,время,aimsir
570,Tag::N,день,lá
571,Morgen::N,утро,maidin
572,Mittag::N,полдень,nóin
573,Abend::N,вечер,tráthnóna
574,Nacht::N,ночь,oíche
575,Woche::N,неделя,seachtain
576,Monat::N,месяц,mí
577,Jahr::N,год,bliain
578,Frühling::N,весна,earrach
579,Sommer::N,лето,samhradh
580,Herbst::N,осень,fómhar
581,Winter::N,зима,geimhreadh
582,Januar::N,январь,Eanáir
583,Februar::N,февраль,Feabhra
584,März::N,март,Márta
585,April::N,апрель,Aibreán
586,Mai::N,май,Bealtaine
587,Juni::N,июнь,Meitheamh
588,Juli::N,июль,Iúil
589,August::N,август,Lúnasa
590,September::N,сентябрь,Meán Fómhair
591,Oktober::N,октябрь,Deireadh Fómhair
592,November::N,ноябрь,Samhain
593,November::N,ноябрь,Mí na Samhna
594,Dezember::N,декабрь,Mí na Nollag
595,Montag::N,понедельник,Luan
596,Montag::N,понедельник,Dé Luain
597,Dienstag::N,вторник,Máirt
598,Dienstag::N,вторник,Dé Máirt
599,Mittwoch::N,среда,Céadaoin
600,Mittwoch::N,среда,Dé Céadaoin
601,Donnerstag::N,четверг,Déardaoin
602,Freitag::N,пятница,Aoine
603,Freitag::N,пятница,Dé hAoine
604,Samstag::N,суббота,Satharn
605,Samstag::N,суббота,Dé Sathairn
606,Sonntag::N,воскресенье,Domhnach
607,Sonntag::N,воскресенье,Dé Domhnaigh
608,groß::A,большой,mór
609,klein::A,маленький,beag
610,lang::A,длинный,fada
611,kurz::A,короткий,gearr
612,kurz::A,короткий,gairid
613,breit::A,широкий,leathan
614,breit::A,широкий,fairsing
615,schmal::A,узкий,cúng
616,dicht::A,густой,dlúth
617,dick[Gegenstand]::A,толстый,tiubh
618,dünn::A,тонкий,caol
619,dünn::A,тонкий,tanaí
620,fein::A,тонкий,scáinte
621,fein::A,тонкий,fíneálta
622,fest::A,крепкий,daingean
623,flach::A,плоский,cothrom
624,glatt::A,гладкий,mín
625,glatt::A,гладкий,sleamhain
626,hart::A,твердый,crua
627,weich::A,мягкий,bog
628,rund::A,круглый,cruinn
629,spitz::A,остроконечный,gobach
630,spitz::A,остроконечный,biorach
631,scharf::A,острый,géar
632,scharf::A,острый,faobhrach
633,stumpf::A,тупой,maol
634,schwer::A,тяжелый,trom
635,schön::A,красивый,álainn
636,heiß::A,жаркий,te
637,warm::A,теплый,te
638,kalt::A,холодный,fuar
639,kühl::A,прохладный,fionnuar
640,frisch::A,свежий,úr
641,frisch::A,свежий,friseáilte
642,feucht::A,влажный,tais
643,nass::A,мокрый,fliuch
644,trocken::A,сухой,tirim
645,voll::A,полный,lán
646,voll::A,наполненный,lán
647,leer::A,пустой,folamh
648,offen::A,открытый,oscailte
649,geschlossen::A,закрытый,dúnta
650,geschlossen::A,закрытый,druidte
651,sauber::A,чистый,glan
652,schmutzig::A,грязный,salach
653,roh::A,сырой,amh
654,reif::A,зрелый,aibí
655,lecker::A,вкусный,blasta
656,süß::A,сладкий,milis
657,bitter::A,горький,searbh
658,sauer::A,кислый,géar
659,sauer::A,кислый,searbh
660,hell::A,светлый,geal
661,hell::A,светлый,soilseach
662,dunkel::A,темный,dorcha
663,schwarz::A,черный,dubh
664,weiß::A,белый,bán
665,rot::A,красный,dearg
666,gelb::A,желтый,buí
667,blau::A,синий,gorm
668,grün::A,зеленый,glas
669,grün::A,зеленый,uaine
670,grau::A,серый,liath
671,bunt::A,пестрый,ildathach
672,bunt::A,пестрый,dathannach
673,billig::A,дешевый,saor
674,teuer::A,дорогой,daor
675,teuer::A,дорогой,costasach
676,wertvoll::A,ценный,luachmhar
677,blind::A,слепой,dall
678,blind::A,слепой,caoch
679,taub::A,глухой,bodhar
680,kräftig::A,могучий,cumhachtach
681,stark::A,сильный,tréan
682,stark::A,сильный,láidir
683,schwach::A,слабый,lag
684,schwach::A,слабый,fann
685,fett::A,жирный,ramhar
686,schlank::A,стройный,caol
687,schlank::A,стройный,seang
688,hübsch::A,прелестный,álainn
689,hübsch::A,прелестный,dathúil
690,böse::A,злой,olc
691,dumm::A,глупый,dúr
692,dumm::A,глупый,amaideach
693,faul::A,ленивый,falsa
694,faul::A,ленивый,leisciúil
695,fleißig::A,прилежный,dícheallach
696,geizig::A,жадный,barainneach
697,geizig::A,жадный,sprionlaithe
698,klug::A,умный,cliste
699,geschickt::A,искусный,oilte
700,geschickt::A,искусный,ealaíonta
701,lieb::A,милый,dil
702,lieb::A,милый,dílis
703,lustig::A,веселый,aerach
704,lustig::A,веселый,meidhreach
705,sanft::A,нежный,bog
706,sanft::A,нежный,séimh
707,hungrig::A,голодный,ocrach
708,krank::A,больной,tinn
709,krank::A,больной,breoite
710,nackt::A,голый,nocht
711,traurig::A,грустный,brónach
712,lebendig::A,живой,beo
713,gut::A,хороший,maith
714,schlecht::A,плохой,dona
715,schlecht::A,плохой,droch-
716,richtig::A,правильный,ceart
717,schlimm::A,отвратительный,gránna
718,schlimm::A,отвратительный,tubaisteach
719,schlimm::A,мерзкий,gránna
720,schlimm::A,мерзкий,tubaisteach
721,wahr::A,настоящий,fíor
722,alt::A,старый,sean
723,neu::A,новый,úr
724,neu::A,новый,nua
725,ehemalig::A,бывший,iar-
726,ehemalig::A,бывший,sean-
727,alt[Lebewesen]::A,пожилой,sean
728,alt[Lebewesen]::A,пожилой,aosta
729,jung::A,молодой,óg
730,arm::A,бедный,bocht
731,reich::A,богатый,saibhir
732,reich::A,богатый,rachmasach
733,bekannt::A,знакомый,atá eolas air
734,berühmt::A,знаменитый,cailiúil
735,berühmt::A,знаменитый,clúiteach
736,fremd::A,чужой,coimhthíoch
737,verschieden::A,разный,éagsúil
738,verschieden::A,разный,difriúil
739,nah::A,близкий,gar
740,nah::A,близкий,deas
741,fern::A,далекий,i bhfad uainn
742,fern::A,далекий,i bhfad i gcéin
743,linker::A,левый,clé
744,rechter::A,правый,deas
745,anderer::A,другой,eile
746,erster::A,первый,céad
747,zweiter::A,второй,dóú
748,zweiter::A,второй,dara
749,dritter::A,третий,tríú
750,dritter::A,третий,treas
751,letzter::A,последний,déanach
752,letzter::A,последний,deireanach
753,allein::ADV,один,i d'aonar
754,auf einmal::ADV,сразу,ag an am céanna
755,zusammen::ADV,вместе,le chéile
756,zusammen::ADV,вместе,in eineacht
757,lange::ADV,долго,fada
758,plötzlich::ADV,вдруг,go tobann
759,plötzlich::ADV,вдруг,i dtobainne
760,sofort::ADV,тотчас,ar an toirt
761,sofort::ADV,тотчас,ar an bpointe
762,später::ADV,позже,níos déanaí
763,jetzt::ADV,сейчас,anois
764,heute::ADV,сегодня,inniu
765,morgen::ADV,завтра,amárach
766,bald::ADV,скоро,go luath
767,bald::ADV,скоро,gan mhoill
768,dann::ADV,потом,ansin
769,gestern::ADV,вчера,inné
770,einst::ADV,однажды,tráth
771,einst::ADV,однажды,uair amháin
772,damals::ADV,тогда,ag an am
773,damals::ADV,тогда,an t-am sin
774,danach::ADV,затем,ina dhiaidh sin
775,vorher::ADV,раньше,cheana
776,vorher::ADV,раньше,roimhe sin
777,zuerst::ADV,сперва,ar dtús
778,einmal::ADV,раз,uair amháin
779,manchmal::ADV,иногда,uaireanta
780,oft::ADV,часто,minic
781,immer::ADV,всегда,i gcónaí
782,niemals::ADV,никогда,riamh
783,hier::ADV,здесь,anseo
784,hierhin::ADV,сюда,anseo
785,von hier::ADV,отсюда,an áit seo
786,dort::ADV,там,ann
787,dort::ADV,там,ansin
788,dorthin::ADV,туда,ann
789,dorthin::ADV,туда,ansin
790,geradeaus::ADV,прямо,ar aghaidh
791,vorwärts::ADV,вперед,
792,rückwärts::ADV,назад,siar
793,zurück::ADV,обратно,ar ais
794,unten::ADV,внизу,thíos
795,hinab::ADV,вниз,síos
796,oben::ADV,наверху,thuas
797,hinauf::ADV,вверх,suas
798,überall::ADV,везде,i ngach áit
799,überall::ADV,везде,ar fud na háite
800,nicht::ADV,не,ní
801,nicht::ADV,не,cha
802,ein wenig::ADV,немного,beagán
803,kaum::ADV,едва,ar éigean
804,sehr::ADV,очень,an-
805,so::ADV,так,chomh
806,so::ADV,так,mar sin
807,noch::ADV,еще,fós
808,noch::ADV,еще,go fóill
809,nur::ADV,только,amháin
810,nur::ADV,только,níl ach
811,schon::ADV,уже,cheana
812,schon::ADV,уже,cheana féin
813,wieder::ADV,опять,arís
814,wieder::ADV,опять,athuair
815,vergebens::ADV,напрасно,amú
816,vergebens::ADV,напрасно,in aisce
817,vor::PRP,перед,ar thosach
818,hinter::PRP,за,laistiar de
819,hinter::PRP,за,taobh thiar de
820,hinter::PRP,позади,laistiar de
821,hinter::PRP,позади,taobh thiar de
822,unter::PRP,под,faoi
823,durch::PRP,сквозь,trí
824,neben::PRP,возле,taobh le
825,neben::PRP,возле,in aice le
826,zwischen::PRP,между,idir
827,wegen::PRP,из-за,de bharr
828,wegen::PRP,из-за,mar gheall ar
829,dies::PRN,это,seo
830,das::PRN,то,sin
831,alles::PRN,все,gach rud
