,Concept_ID,hy,bn
93,Regenbogen::N,ծիածան,রামধনু
94,Donner::N,որոտ,বজ্রধ্বনি
95,Strömung::N,հոսանք,স্রোত
96,Tropfen::N,կաթիլ,ফোঁটা
97,Schaum::N,փրփուր,ফেনা
98,Schmutz::N,կեղտ,ধুলা
99,See::N,լիճ,হ্রদ
100,Sumpf::N,ճահիճ,জলা
101,Moor::N,ճահիճ,মাঠ
102,Wiese::N,մարգագետին,তৃণভূমি
103,Wald::N,անտառ,বন
104,Hügel::N,բլուր,পাহাড়
105,Anhöhe::N,բարձունք,টিলা
106,Berg::N,լեռ,পর্বত
107,Gipfel::N,գագաթ,শীর্ষ
108,Gipfel::N,կատար,শীর্ষ
109,Höhle::N,քարայր,গুহা
110,Abhang::N,լանջ,ঢাল
111,Abhang::N,զառիվայր,ঢাল
112,Quelle::N,աղբյուր,উৎস
113,Bach::N,վտակ,ক্ষুদ্র নদী
114,Fluss::N,գետ,নদী
115,Ufer::N,ծովափ,উপকূল
116,Küste::N,ափ,তীর
117,Küste::N,ծովափ,তীর
118,Festland::N,ցամաք,ভূমি
119,Meer::N,ծով,সমুদ্র
120,Bucht::N,հաչիւն,উপসাগর
121,Insel::N,վղզի,দ্বীপ
122,Blume::N,ծաղիկ,ফুল
123,Gras::N,խոտ,ঘাস
124,Wurzel::N,արմատ,শিকড়
125,Baum::N,ծառ,গাছ
126,Stamm::N,իրան,স্কন্ধ
127,Rinde::N,կեղեւ,বল্কল
128,Rinde::N,հաչոց,বল্কল
129,Ast::N,ճյուղ,শাখা
130,Zweig::N,ճյուղ,ডাল
131,Blatt::N,տերեւ,পর্ণ
132,Birke::N,ցարասի,ভুর্জ
133,Kiefer[Baum]::N,սոճի,পাইন গাছ
134,Weide[Baum]::N,ուռենի,উইলো
135,Tanne::N,եղեւին,দেবদারূ গাছ
136,Feder::N,փետուր,পালক
137,Fell::N,մորթի,রোম
138,Flügel::N,թեւ,ডানা
139,Klaue::N,չանչ,নখর
140,Kralle::N,ճանկ,নখর
141,Schwanz::N,պոչ,লেজ
142,Ei::N,ձու,ডিম
143,Nest::N,բույն,কুলায়
144,Bau::N,որջ,ডেরা
145,Bau::N,բայոց,ডেরা
146,Tier::N,կենդանի,জন্তু
147,Herde::N,հոտ,ঝাঁক
148,Kuh::N,կով,গোরু
149,Bulle::N,ցուլ,বৃষ
150,Pferd::N,ձի,ঘোড়া
151,Schaf::N,ոչխար,ভেড়া
152,Schwein::N,խոզ,শূকর
153,Hund::N,շուն,কুকুর
154,Katze::N,կատու,বেড়াল
155,Bär::N,արջ,ভল্লুক
156,Eichhörnchen::N,սկյուռ,কাঠবিড়াল
157,Elch::N,հիւսիսային եղջերու,হরিণবিশেষ
158,Fuchs::N,աղվես,পাঁতিশিয়াল
159,Hase::N,նապաստակ,শশক
160,Maus::N,մուկ,নেংটি ইঁদুর
161,Wolf::N,գայլ,নেকড়ে
162,Vogel::N,թռչուն,পক্ষী
163,Schwarm::N,երամ,ঝাঁক
164,Huhn::N,հավ,মোরগ
165,Hahn::N,աքաղաղ,কুক্কুট
166,Gans::N,սագ,হংসী
167,Adler::N,արծիվ,ইগল
168,Ente::N,բադ,হংসী
169,Eule::N,բու,পেচক
170,Kranich::N,կռունկ,সারস
171,Krähe::N,ագռավ,কাক
172,Kuckuck::N,կուկու,কোকিল
173,Schwan::N,կարապ,মরাল
174,Fisch::N,ձուկ,মাছ
175,Barsch::N,պերկես,মৎন্যবিশেষ
176,Hecht::N,գայլաձուկ,বানমাছ
177,Schlange[Tier]::N,օձ,সর্প
178,Wurm::N,որդ,কীট
179,Wurm::N,ճիճու,কীট
180,Spinne::N,սարդ,মাকড়সা
181,Ameise::N,միջյուն,পিপীলিকা
182,Laus::N,ոջիլ,উকুন
183,Mücke::N,մժղուկ,মশা
184,Fliege::N,ճանճ,মাছি
185,Schmetterling::N,թիթեռ,প্রজাপতি
186,Beere::N,հատապտուղ,বেরি
187,Apfel::N,խնձոր,আপেল
188,Pilz::N,սունկ,ছত্রক
189,Zwiebel::N,սոխ,পিয়াজ
190,Saat::N,սերմ,বীজ
191,Korn::N,հատիկ,শস্য
192,Heu::N,խոտ,খড়
193,Schale::N,կեղեւ,খোসা
194,Grube::N,փոս,গর্ত
195,Falle::N,ծուղակ,ফাঁদ
196,Schlinge::N,խեղդան,পাশ
197,Spur::N,հետք,চিহ্ন
198,Asche::N,մոխիր,ভস্ম
199,Dreck::N,աղտ,ময়লা
200,Eisen::N,երկաթ,লোহা
201,Gold::N,ոսկի,স্বর্ণ
202,Silber::N,արծաթ,রৌপ্য
203,Kohle::N,քարածուխ,অঙ্গার
204,Glas::N,ապակի,কাচ
205,Lehm::N,կավ,মৃত্তিকা
206,Sand::N,ավազ,বালি
207,Mensch::N,մարդ,নর
208,Mensch::N,մարդ,মানুষ
209,Mann::N,մարդ,মানুষ
210,Mann::N,տղամարդ,মানুষ
211,Frau::N,կին,নারী
212,Kind::N,զավակ,বাচ্চা
213,Junge::N,տղա,ছেলে
214,Mädchen::N,աղջիկ,মেয়ে
215,Familie::N,ընտանիք,পরিবার
216,Großvater::N,պապ,মাতামহ
217,Großmutter::N,տատ,মাতামহী
218,Eltern::N,ծնողներ,মাতাপিতা
219,Vater::N,հայր,পিতা
220,Mutter::N,մայր,মাতা
221,Sohn::N,որդի,ছেলে
222,Tochter::N,աղջիկ,মেয়ে
223,Tochter::N,դուստր,মেয়ে
224,Bruder::N,եղբայր,দাদা
225,Schwester::N,քույր,বোন
226,Schwester::N,քույր,দিদি
227,Onkel::N,քեռի,মামা
228,Onkel::N,հորեղբայր,মামা
229,Tante::N,մորաքույր,মাসী
230,Ehemann::N,մարդ,স্বামী
231,Ehemann::N,ամուսին,স্বামী
232,Ehefrau::N,կին ամուսին,পত্নী
233,Freude::N,ուրախություն,উল্লাস
234,Gelächter::N,ծիծաղ,হাসি
235,Glück::N,երջանկություն,সুখ
236,Kummer::N,վիշտ,দুঃখ
237,Wunsch::N,ցանկություն,আকাঙ্ক্ষা
238,Lust::N,փափագ,বাসনা
239,Lust::N,իղձ,বাসনা
240,Geist::N,ոգի,আত্না
241,Gedanke::N,միտք,চিন্তা
242,Gedächtnis::N,հիշողություն,স্মরণশক্তি
243,Verstand::N,խելք,মন
244,Sinn::N,իմաստ,পদার্থ
245,Grund::N,պատճառ,কারণ
246,Wahrheit::N,ճշմարտություն,সত্য
247,Gespräch::N,զրույց,কথাবার্তা
248,Märchen::N,պայիկի պատմություն,রূপকথা
249,Erzählung::N,պատմվածք,গল্প
250,Erzählung::N,պատմություն,গল্প
251,Nachricht::N,հաղորդագրություն,তথ্য
252,Neuigkeit::N,լուր,খবরাখবর
253,Neuigkeit::N,նորություն,খবরাখবর
254,Name::N,անուն,নাম
255,Rätsel::N,բարդ խնդիր,ধাঁধা
256,Rede::N,ճառ,বক্তৃতা
257,Rede::N,ելույթ,বক্তৃতা
258,Sprache::N,լեզու,ভাষা
259,Stimme::N,ձայն,স্বর
260,Wort::N,բառ,শব্দ
261,Zeichen::N,նշան,প্রতীক
262,Ruf::N,կոչ,ডাক
263,Ruf::N,կանչ,ডাক
264,Lärm::N,աղմուկ,হৈচৈ
265,Laut::N,հնչյուն,ধ্বনি
266,Laut::N,ձայն,ধ্বনি
267,Ton::N,տոն,স্বর
268,Lied::N,երգ,গান
269,Ruhe::N,անդորրություն,শান্তি
270,Leute::N,մարդիկ,প্রজাপুঞ্জ
271,Volk::N,ազգ,জাতি
272,Arbeit::N,գործ,চাকরি
273,Arbeit::N,աշխատանք,চাকরি
274,Gast::N,հյուր,অতিথি
275,Geschenk::N,նվեր,উপহার
276,Spiel::N,խաղ,খেলা
277,Gesellschaft::N,ընկերություն,সঙ্গিগণ
278,Hilfe::N,օգնությթուն,সাহায্য
279,Freund::N,ընկեր,বন্ধু
280,Freund::N,բարեկամ,বন্ধু
281,Kamerad::N,ուղեկից,সঙ্গী
282,Angelegenheit::N,բան,বিষয়
283,Angelegenheit::N,գործ,বিষয়
284,Anzahl::N,քանակ,পরিমাণ
285,Anzahl::N,գումար,পরিমাণ
286,Art::N,տեսակ,রকম
287,Stück::N,կտոր,টুকরো
288,Teil::N,մաս,অংশ
289,Hälfte::N,կես,অর্ধেক
290,Kreis::N,շիջանակ,বৃত্ত
291,Kreuz::N,խաչ,ক্রুশ
292,Linie::N,գիծ,রেখা
293,Strich::N,գիծ,কষি
294,Abstand::N,անջրպետ,ফাঁক
295,Entfernung::N,հեռավորություն,ব্যবধান
296,Gegend::N,շրջան,ক্ষেত্র
297,Platz::N,տարածություն,জায়গা
298,Ort::N,տեղ,স্থান
299,Ort::N,վայր,স্থান
300,Seite::N,կողմ,পার্শ্ব
301,Mitte::N,մեջտեղ,মধ্য
302,Gegenstand::N,առարկա,জিনিস
303,Sache::N,բան,বস্তু
304,Rand::N,վերջք,কানা
305,Kante::N,եզր,ধার
306,Ecke::N,անկյուն,কোণ
307,Spitze::N,ծայր,ডগা
308,Ende::N,ծայր,প্রান্ত
309,Loch::N,անցք,গর্ত
310,Winkel::N,անկյուն,কোণ
311,Muster::N,օրինակ,নমুন্
312,Größe::N,մեծություն,আয়তন
313,Länge::N,երկարություն,দৈর্ঘ্য
314,Höhe::N,բարձրություն,উচ্চতা
315,Gewicht::N,կշիռ,ওজন
316,Menge::N,քանակ,পরিমাণ
317,Haufen::N,դեզ,পুঞ্জ
318,Haufen::N,կույտ,পুঞ্জ
319,Reihe::N,շարք,শ্রেণী
320,Reihe::N,կարգ,শ্রেণী
321,Boot::N,նավակ,নৌকা
322,Ruder::N,թի,দাঁড়
323,Ruder::N,թիակ,দাঁড়
324,Schlitten::N,բալխիր,স্নেজ্-গাড়ি
325,Ski::N,դահուկ,শী
326,Lagerfeuer::N,բացօդեայ կրակ,অগ্নি
327,Last::N,բեռ,বোঝা
328,Gang::N,զբոսանք,হণ্টন
329,Schritt::N,քայլ,পদ
330,Norden::N,հյուսիս,উত্তরদিক্
331,Süden::N,հարավ,দক্ষিণদিক
332,Westen::N,արեւմուտք,পশ্চিমদিক্
333,Osten::N,արեւելք,পূর্বদিক
334,Holz::N,փայտ,কাঠ
335,Brett::N,տախտակ,তক্তা
336,Platte::N,թիթեղ,ফলক
337,Stütze::N,նեցուկ,নাগদণ্ড
338,Stange::N,ձող,দণ্ড
339,Stock::N,փայտ,ছড়ি
340,Stab::N,ցուպ,যষ্টি
341,Stab::N,գավազան,যষ্টি
342,Rohr::N,խողովակ,নল
343,Haus::N,տուն,ঘর
344,Heim::N,տուն,বাসা
345,Ofen::N,վառարան,স্টোভ্
346,Fußboden::N,հատակ,গহতল
347,Tisch::N,սեղան,মেজ
348,Tisch::N,սեղան,টেবিল
349,Stuhl::N,աթոռ,চেয়ার
350,Stuhl::N,աթոռ,কেদারা
351,Wiege::N,օրորոց,দোলনা
352,Bett::N,անկողին,শয্যা
353,Regal::N,դարակ,তাক
354,Kiste::N,տուփ,বাক্স
355,Fenster::N,պատուհան,জানালা
356,Tür::N,դուռ,দ্বার
357,Tor::N,դարպաս,দ্বার
358,Zaun::N,ցանկապատ,বেড়া
359,Dach::N,տանիք,ছাদ
360,Dach::N,կտուր,ছাদ
361,Leiter::N,սանդուղք,মই
362,Besen::N,ավել,গুল্মবিশেষ
363,Spaten::N,բահ,কোদাল
364,Schaufel::N,թի,বেলচা
365,Gabel::N,պատառաքաղ,কাঁটা
366,Löffel::N,գդալ,চামচ
367,Messer::N,դանակ,ছুরি
368,Nagel::N,մեխ,পেরেক
369,Netz::N,ցանց,জাল
370,Haken::N,կարթ,কাচি
371,Griff::N,կոթ,হাতল
372,Griff::N,բռնակ,হাতল
373,Schloss::N,կողպեք,তালা
374,Bild::N,նկար,ছবি
375,Bild::N,նկար,চিত্র
376,Bild::N,պատկեր,ছবি
377,Bild::N,պատկեր,চিত্র
378,Figur::N,քանդակ,আকার
379,Figur::N,պատկեր,আকার
380,Puppe::N,տիկնիկ,পুতুল
381,Beutel::N,տոպրակ,বটুয়া
382,Bündel::N,կապոց,আঁটি
383,Tasche::N,պայուսակ,থলি
384,Eimer::N,դույլ,বাল্তি
385,Deckel::N,կափարիչ,আবরণ
386,Geschirr::N,ամանեղեն,থালা-বাসন
387,Sack::N,պարկ,বস্তা
388,Sack::N,տոպրակ,বস্তা
389,Tasse::N,թաս,কাপ
390,Tasse::N,գավաթ,কাপ
391,Topf::N,անոթ,পাত্র
392,Kessel::N,կաթսա,কেটলি
393,Essen::N,կերակուր,আহার
394,Nahrung::N,ուտելիք,খাদ্য
395,Speise::N,խորտիկ,খাদ্য
396,Speise::N,կերակուր,খাদ্য
397,Fleisch::N,միս,মাংস
398,Getreide::N,հացահատիկ,শস্য
399,Brei::N,լանդակ,মণ্ড
400,Brot::N,հաց,রুটি
401,Scheibe::N,կտոր,ফালি
402,Scheibe::N,պատառ,ফালি
403,Fett::N,ճարպ,মেদ
404,Butter::N,կարագ,মাখন
405,Öl::N,ձեթ,তৈল
406,Salz::N,աղ,নুন
407,Suppe::N,սուպ,শুরুয়া
408,Suppe::N,ապուր,শুরুয়া
409,Honig::N,մեղր,মধু
410,Milch::N,կաթ,দুধ
411,Tee::N,թեյ,চা
412,Leder::N,կաշի,পাকা চামড়া
413,Wolle::N,բուրդ,পশম
414,Stoff::N,գործվածք,বস্ত্র
415,Nadel::N,ասեղ,সুচ
416,Faden::N,թել,সূত্র
417,Knopf::N,կոճակ,বোতাম
418,Knoten::N,հանգույց,গিঁট
419,Farbe::N,ներկ,রং
420,Kleidung::N,հագուստ,কাপড়
421,Hemd::N,վերնաշապիկ,শার্ট
422,Kragen::N,օձիք,গলবন্ধ
423,Ärmel::N,թեւք,আস্তিন্
424,Hose::N,շալվար,ট্রাউজার
425,Gürtel::N,գոտի,কটিবন্ধ
426,Mütze::N,կեպի,টুপি
427,Schuh::N,կոշիկ,জুতো
428,Stiefel::N,երկարաճիթ կոշիկ,বুট
429,Ring::N,զնգալ,আংটি
430,Band::N,ժապավեն,ফিতা
431,Kamm::N,սանր,চিরুনি
432,Spiegel::N,հայելի,আয়না
433,Riemen::N,փոկ,চাবুক
434,Schnur::N,լար,দড়ি
435,Leine::N,փոկ,শিকল
436,Decke::N,վերմակ,কম্বল
437,Kissen::N,բարձ,উপাধান
438,Tuch::N,թաշկինակ,বস্ত্র
439,Handtuch::N,սրբիչ,তোয়ালে
440,Kraft::N,ուժ,জোর
441,Stärke::N,պնդություն,শক্তি
442,Stärke::N,ամրություն,শক্তি
443,Gesundheit::N,առողջություն,স্বাস্থ্য
444,Krankheit::N,ախտ,অসুখ
445,Krankheit::N,ախտ,ব্যামো
446,Krankheit::N,հիվանդություն,অসুখ
447,Krankheit::N,հիվանդություն,ব্যামো
448,Schmerz::N,ցավ,যন্ত্রণা
449,Schmerz::N,տանջանք,যন্ত্রণা
450,Wunde::N,վերք,ক্ষত
451,Fieber::N,տենդ,জ্বর
452,Arznei::N,դեղ,ঔষধ
453,Brücke::N,կամուրջ,সেতু
454,Brunnen::N,հոր,কূপ
455,Brunnen::N,ջրհոր,কূপ
456,Weide::N,արոտավայր,পশুচারণভূমি
457,Pfad::N,արահետ,পথ
458,Weg::N,ուղի,পথ
459,Straße::N,ճանապարհ,রাস্তা
460,Dorf::N,գյուղ,গ্রাম
461,Stadt::N,քաղաք,শহর
462,Brief::N,նամակ,চিঠি
463,Buch::N,գիրք,বই
464,Buchstabe::N,տառ,অক্ষর
465,Buchstabe::N,գիր,অক্ষর
466,Zeitung::N,լրագիր,সংবাদপত্র
467,Leben::N,կյանք,জীবন
468,Tod::N,մահ,মৃত্যু
469,Grab::N,գերեզման,কবর
470,Kirche::N,եկեղեցի,গির্জা
471,Sünde::N,մեղք,পাপ
472,Gott::N,աստված,দেবতা
473,Arbeiter::N,բանվոր,শ্রমিক
474,Arbeiter::N,աշխատող,শ্রমিক
475,Chef::N,տեր,নেতা
476,Meister::N,վարպետ,ব্যক্তি
477,Arzt::N,բժիշկ,চিকিৎসক
478,Lehrer::N,ուսուցիչ,অধ্যাপক
479,Geld::N,փող,মুদ্রা
480,Geld::N,փող,টাকাপয়সা
481,Geschäft::N,գործ,ব্যস্ততা
482,Geschäft::N,աշխատանք,ব্যস্ততা
483,Laden::N,կրպակ,দোকান
484,Laden::N,խանութ,দোকান
485,Preis::N,գին,মূল্য
486,Ware::N,ապրանք,পণ্যদ্রব্য
487,Nutzen::N,օգուտ,সুবিধা
488,Reichtum::N,հարստություն,ধনদৌলত
489,Welt::N,աշխարհ,জগৎ
490,Land::N,երկիր,খেত
491,Staat::N,պետություն,রাষ্ট্র
492,König::N,արքա,রাজা
493,König::N,թագավոր,রাজা
494,Macht::N,իշխանություն,প্রভাব
495,Grenze::N,սահման,সীমা
496,Krieg::N,պատերազմ,যুদ্ধ
497,Feind::N,թշնամի,শত্রু
498,Gewalt::N,բռնություն,জোর
499,Gewalt::N,սաստկություն,জোর
500,Kampf::N,մարտ,লড়াই
501,Bogen[Waffe]::N,աղեղ,ধনুক
502,Pfeil::N,նետ,বাণ
503,Gewehr::N,հրացան,বন্দুক
504,Fehler::N,սխալ,ভুল
505,Lüge::N,սուտ,মিথ্যা
506,Schaden::N,վնաս,ক্ষতি
507,Unglück::N,դժբախտություն,দুর্ভাগ্য
508,Schuld::N,պակասություն,অপরাধ
509,Alter::N,հասակ,আয়ু
510,Schluss::N,վերջ,শেষ
511,Schluss::N,վախճան,শেষ
512,Zeit::N,ժամանակ,সময়
513,Tag::N,օր,দিন
514,Morgen::N,առավոտ,সকাল
515,Mittag::N,կեսօր,মধ্যাহু
516,Abend::N,երեկո,সন্ধ্যা
517,Nacht::N,գիշեր,রাত্রি
518,Woche::N,շաբաթ,সপ্তাহ
519,Monat::N,ամիս,মাস
520,Jahr::N,տարի,সৌরবর্ষ
521,Frühling::N,գարուն,বসন্তকাল
522,Sommer::N,ամառ,গ্রীষ্মকাল
523,Herbst::N,աշուն,শরংঋতু
524,Winter::N,ձմեռ,শীতকাল
525,Januar::N,հունվար,জানুয়ারী
526,Februar::N,փետրվար,ফেব্রুয়ারী
527,März::N,մարտ,মার্চ
528,April::N,ապրիլ,এপ্রিল
529,Mai::N,մայիս,মে
530,Juni::N,հունիս,জুন
531,Juli::N,հուլիս,জুলাই
532,August::N,օգոստոս,অগাস্ট
533,September::N,սեպտեմբեր,সেপ্টেম্বর
534,Oktober::N,հոկտեմբեր,অক্টোবর
535,November::N,նոյեմբեր,নভেম্বর
536,Dezember::N,դեկտեմբեր,ডিসেম্বর
537,Montag::N,երկուշաբթի,সোমবার
538,Dienstag::N,երեքշաբթի,মঙ্গলবার
539,Mittwoch::N,չորեքշաբթի,বুধবার
540,Donnerstag::N,հինգշաբթի,বৃহম্পতিবার
541,Freitag::N,ուրբաթ,শুক্রবার
542,Samstag::N,շաբաթ,শনিবার
543,Sonntag::N,կիրակի,রবিবার
544,groß::A,մեծ,বৃহৎ
545,groß::A,խոշոր,বৃহৎ
546,klein::A,պստիկ,ছোট
547,klein::A,փոքրիկ,ছোট
548,lang::A,երկար,দীর্ঘ
549,kurz::A,կարճ,খর্ব
550,kurz::A,կարճ,হ্রস্ব
551,breit::A,լայն,চওড়া
552,schmal::A,նեղ,সরু
553,dicht::A,խիտ,ঘন
554,dick[Gegenstand]::A,հաստ,পুরু
555,dünn::A,բարակ,কৃশ
556,fein::A,նուրբ,সূক্ষ্ম
557,fest::A,ամուր,দৃঢ়
558,fest::A,պինդ,দৃঢ়
559,flach::A,տափակ,সমতল
560,glatt::A,հարթ,মসৃণ
561,hart::A,կարծր,শক্ত
562,weich::A,մեղմ,নরম
563,weich::A,փափուկ,নরম
564,rund::A,կլոր,গোলাকার
565,spitz::A,սրածայր,তীক্ষ্ন
566,scharf::A,սուր,শাণিত
567,stumpf::A,գուլ,ভোঁতা
568,schwer::A,ծանր,ভারী
569,schön::A,սիրուն,সুন্দর
570,schön::A,գեղեցիկ,সুন্দর
571,heiß::A,թեժ,গরম
572,warm::A,տաք,ঈষদুষ্ণ
573,warm::A,ջերմ,ঈষদুষ্ণ
574,kalt::A,ցուրտ,ঠাণ্ডা
575,kühl::A,զով,শীতল
576,frisch::A,թարմ,তাজা
577,feucht::A,ղոնավ,ভিজা
578,nass::A,թաց,ভিজা
579,trocken::A,ցամաք,শুষ্ক
580,voll::A,լի,পূর্ণ
581,voll::A,լիքը,পূর্ণ
582,leer::A,դատարկ,খালি
583,offen::A,բաց,খোলা
584,geschlossen::A,գոց,বন্ধ
585,sauber::A,մաքուր,নির্মল
586,schmutzig::A,կեղտոտ,নোংরা
587,roh::A,հում,কাঁচা
588,reif::A,հասած,পাকা
589,reif::A,հասուն,পাকা
590,lecker::A,համեղ,সুস্বাদ
591,süß::A,անուշ,মিষ্ট
592,bitter::A,կծու,তিক্ত
593,sauer::A,թթու,টক
594,sauer::A,թթված,টক
595,hell::A,պայծառ,উজ্জ্বল
596,hell::A,խելամիտ,উজ্জ্বল
597,dunkel::A,մութ,অন্ধকারময়
598,schwarz::A,սեւ,কালো
599,weiß::A,սպիտակ,সাদা
600,rot::A,կարմիր,লাল
601,gelb::A,դեղին,হলদে
602,blau::A,կապույտ,নীল
603,grün::A,կանաչ,সবুজ
604,grau::A,գորշ,ছাই-রঙা
605,bunt::A,գոյնզգոյն,রঙিন
606,billig::A,էժան,সস্তা
607,teuer::A,թանկ,আক্রা
608,wertvoll::A,թանկարժեք,মহার্ঘ
609,blind::A,կույր,কানা
610,taub::A,խուլ,বধির
611,kräftig::A,հզոր,বিশাল
612,stark::A,ուժեղ,শক্তিশালী
613,schwach::A,տկար,দুর্বল
614,schwach::A,թույլ,দুর্বল
615,fett::A,գեր,মোটা
616,schlank::A,նիհար,কৃশ
617,hübsch::A,գրավիչ,সুন্দর
618,hübsch::A,սիրունիկ,সুন্দর
619,böse::A,չար,খারাপ
620,dumm::A,հիմար,মূর্খ
621,faul::A,ծույլ,শ্রমবিমুখ
622,fleißig::A,ջանասեր,পরিশ্রমী
623,fleißig::A,փութաջան,পরিশ্রমী
624,geizig::A,ագահ,ব্যয়কুণ্ঠ
625,geizig::A,կծծի,ব্যয়কুণ্ঠ
626,klug::A,խելոք,দক্ষ
627,klug::A,ընդունակ,দক্ষ
628,geschickt::A,ճարտար,পটু
629,lieb::A,սիրելի,প্রেয়
630,lustig::A,զվարթ,প্রফুল্ল
631,sanft::A,հեզ,নম্র
632,hungrig::A,քաղցած,ক্ষুধার্ত
633,krank::A,հիվանդ,অসুস্থ
634,nackt::A,մերկ,উলঙ্গ
635,traurig::A,տխուր,দুঃখিত
636,lebendig::A,կենդանի,জীবিত
637,gut::A,լավ,ভালো
638,schlecht::A,վատ,মন্দ
639,richtig::A,ձիշտ,ঠিক
640,schlimm::A,լղրճուկ,কদর্য
641,wahr::A,ճիշտ,বাস্তব
642,wahr::A,իրական,বাস্তব
643,alt::A,հին,পুরাতন
644,neu::A,նոր,নব
645,neu::A,նոր,নূতন
646,ehemalig::A,նախկին,পূর্বকালীন
647,alt[Lebewesen]::A,ծեր,বৃদ্ধ
648,alt[Lebewesen]::A,պառավ,বৃদ্ধ
649,jung::A,մատաղ,তরুণ
650,arm::A,աղքատ,ক্ষুদ্র
651,reich::A,հարուստ,ধনবান্
652,bekannt::A,ծանոթ,সুপরিচিত
653,berühmt::A,հայտնի,বিখ্যাত
654,berühmt::A,հռչակավոր,বিখ্যাত
655,fremd::A,օտար,বিদেশি
656,verschieden::A,տարբեր,বিসদৃশ
657,nah::A,մոտ,নিকটবতী
658,nah::A,մերձ,নিকটবতী
659,fern::A,հեռավոր,দুরবতী
660,linker::A,ձախ,বাম
661,rechter::A,աջ,ডান
662,rechter::A,աջ,ডাইন
663,anderer::A,այլ,অন্যতর
664,anderer::A,ուրիշ,অন্যতর
665,erster::A,առաջին,প্রথম
666,zweiter::A,երկրորդ,দ্বিতীয়
