,Concept_ID,sl,kn
1095,wissen::V,védeti,ಅರಿ
1096,sich erinnern an::V,spómniti se,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1097,vergessen::V,pozábiti,ಮರೆತುವಿಡು
1098,messen::V,mériti,ಅಳೆ
1099,zählen::V,štéti,ಗಣಿಸು
1100,rechnen::V,račúnati,ಲೆಕ್ಕ ಹಾಕು
1101,lesen::V,bráti,ಓದು
1102,lesen::V,čítati,ಓದು
1103,malen::V,slíkati,ಬಿಡಿಸು
1104,zeichnen::V,rísati,ಬಿಡಿಸು
1105,schreiben::V,písati,ಬರೆ
1106,besitzen::V,iméti,ಒಡೆಯನಾಗಿರು
1107,kaufen::V,kupíti,ಕೊಳ್ಳು
1108,verkaufen::V,prodáti,ಕೊಡು
1109,bezahlen::V,pláčati,ಬೆಲೆತೆರು
1110,zahlen::V,plačeváti,ಹಣವನ್ನುಕೊಡು
1111,beherrschen::V,obvládati,ಅಧಿಕಾರ ನಡೆಸು
1112,ertragen::V,prenêsti,ಸಹಿಸು
1113,Verstand::N,,ಮನಸ್ಸು
