,Concept_ID,be,te
232,Verstand::N,розум,మనస్సు
233,Sinn::N,сэнс,అర్థము
234,Grund::N,зачэпка,కారణము
235,Wahrheit::N,праўда,సత్యము
236,Gespräch::N,размова,పంభాషణ
237,Märchen::N,казка,అద్భుతకథ
238,Erzählung::N,расказ,కథ
239,Erzählung::N,апавяданне,కథ
240,Nachricht::N,вестка,వార్త
241,Nachricht::N,паведамленне,వార్త
242,Neuigkeit::N,навіна,వార్త
243,Name::N,імя,పేరు
244,Rätsel::N,загадка,చిక్కు
245,Rede::N,прамова,ఉపన్యాసము
246,Sprache::N,мова,భాష
247,Stimme::N,голас,కంరథ్సని
248,Wort::N,слова,మాట
249,Zeichen::N,знак,గుర్తు
250,Ruf::N,кліч,పిలువు
251,Lärm::N,шум,సందడి
252,Laut::N,гук,ధ్వని
253,Ton::N,гучанне,స్వరము
254,Lied::N,песня,పాట
255,Ruhe::N,спакой,గాలిలేమి
256,Leute::N,людзі,జనులు
257,Volk::N,народ,జాతి
258,Arbeit::N,праца,పని
259,Arbeit::N,работа,పని
260,Gast::N,госць,అతిధి
261,Geschenk::N,падарунак,దానము
262,Spiel::N,гульня,ఆట
263,Gesellschaft::N,таварыства,జట్టు
264,Hilfe::N,дапамога,సాహాయ్యము
265,Freund::N,друг,స్నేహితుడు
266,Freund::N,сябар,స్నేహితుడు
267,Kamerad::N,прыяцель,చెలికాడు
268,Angelegenheit::N,справа,విషయము
269,Anzahl::N,колькасць,లెక్క
270,Art::N,від,జాతి
271,Stück::N,кусок,తునుక
272,Stück::N,кавалак,తునుక
273,Teil::N,частка,భాగము
274,Hälfte::N,палова,సగము
275,Hälfte::N,палавіна,సగము
276,Kreis::N,круг,వృత్తము
277,Kreuz::N,крыж,సిలువ
278,Linie::N,лінія,గీత
279,Strich::N,рыса,గీత
280,Abstand::N,прамежак,సందు
281,Entfernung::N,адлегласць,దూరము
282,Gegend::N,мясцовасць,విస్తీర్ణము
283,Platz::N,месца,ఎడము
284,Ort::N,месца,స్థలము
285,Seite::N,бок,ప్రక్క
286,Mitte::N,сярэдзіна,నడిమి
287,Gegenstand::N,прадмет,పద్దు
288,Sache::N,рэч,వస్తువు
289,Rand::N,край,అంచు
290,Kante::N,руб,అంచు
291,Kante::N,кант,అంచు
292,Ecke::N,вугал,మూల
293,Spitze::N,кончык,మొన
294,Ende::N,канец,కొన
295,Loch::N,дзірка,రంధ్రము
296,Winkel::N,вугал,కోణము
297,Muster::N,узор,మాదిరి
298,Größe::N,памер,పరిమాణము
299,Länge::N,даўжыня,పొడుగు
300,Höhe::N,вышыня,పొడుగు
301,Gewicht::N,вага,భారము
302,Menge::N,колькасць,మొత్తము
303,Haufen::N,куча,రాశి
304,Reihe::N,рад,వరుస
305,Boot::N,лодка,పడవ
306,Ruder::N,вясло,అడక
307,Schlitten::N,сані,సరవండ్లు
308,Ski::N,лыжа,స్కీ
309,Lagerfeuer::N,вогнішча,నెగడు
310,Last::N,цяжар,బరువు
311,Gang::N,ход,నడక
312,Schritt::N,шаг,అడుగు
313,Schritt::N,крок,అడుగు
314,Norden::N,поўнач,ఉత్తరదిక్కు
315,Süden::N,поўдзень,దక్షిణము
316,Westen::N,захад,పడమర
317,Osten::N,усход,తూర్పు
318,Holz::N,дрэва,కొయ్య
319,Holz::N,драўніна,కొయ్య
320,Brett::N,дошка,పలక
321,Platte::N,пліта,పలక
322,Stütze::N,падпорка,వాల్సేడ్లు
323,Stange::N,жэрдка,స్తంభము
324,Stock::N,палка,కఱ్ఱ
325,Stab::N,шост,కఱ్ఱ
326,Rohr::N,труба,గొట్టము
327,Haus::N,дом,ఇల్లు
328,Heim::N,дом,స్వగృహము
329,Heim::N,хата,స్వగృహము
330,Ofen::N,печ,పొయ్యి
331,Fußboden::N,падлога,నేల
332,Tisch::N,стол,మేజా
333,Stuhl::N,стул,కుర్చీ
334,Stuhl::N,крэсла,కుర్చీ
335,Wiege::N,калыска,ఉయ్యాల
336,Bett::N,ложак,పడక
337,Bett::N,ложак,మంచం
338,Bett::N,пасцель,పడక
339,Bett::N,пасцель,మంచం
340,Regal::N,паліца,అటక
341,Kiste::N,скрынка,వెట్టె
342,Fenster::N,акно,కిటికి
343,Tür::N,дзверы,ద్వారము
344,Tor::N,вароты,ద్వారము
345,Zaun::N,агароджа,కంచె
346,Dach::N,дах,ఇంటివైకప్పు
347,Leiter::N,лесвіца,నిచ్చెన
348,Besen::N,мятла,చీపురుకట్ట
349,Spaten::N,лапата,పాఱ
350,Spaten::N,жалязняк,పాఱ
351,Schaufel::N,шуфлік,పాఱ
352,Schaufel::N,лапатка,పాఱ
353,Gabel::N,відэлец,ముండ్లగరిటె
354,Löffel::N,лыжка,గరిటె
355,Messer::N,нож,కత్తి
356,Nagel::N,цвік,మేకు
357,Netz::N,сетка,వల
358,Haken::N,крук,కొక్కెము
359,Griff::N,ручка,పిడి
360,Schloss::N,замок,తాళము
361,Bild::N,карціна,చిత్రము
362,Figur::N,фігура,రూపము
363,Puppe::N,лялька,బొమ్మ
364,Beutel::N,мяшок,సంచి
365,Bündel::N,вязка,మూట
366,Tasche::N,торба,సంచి
367,Eimer::N,вядро,చేద
368,Deckel::N,накрыўка,మూత
369,Geschirr::N,пасуда,వంటకాలు
370,Sack::N,мех,గోనెసంచి
371,Tasse::N,кубак,గిన్నె
372,Topf::N,каструля,కుండ
373,Kessel::N,кацёл,నీరుకాచుపాత్ర
374,Essen::N,ежа,ఆహారము
375,Nahrung::N,харч,ఆహారము
376,Speise::N,страва,ఆహారము
377,Fleisch::N,мяса,మాంసము
378,Getreide::N,збожжа,ధాన్యము
379,Brei::N,каша,గుజ్జు
380,Brot::N,хлеб,రొట్టె
381,Scheibe::N,луста,బద్ద
382,Scheibe::N,скібка,బద్ద
383,Fett::N,тлушч,క్రొవ్వు
384,Butter::N,масла,వెన్న
385,Öl::N,алей,నూనె
386,Salz::N,соль,ఉప్పు
387,Suppe::N,суп,చారు
388,Honig::N,мёд,తెనె
389,Milch::N,малако,పాలు
390,Tee::N,чай,తేనీరు
391,Tee::N,гарбата,తేనీరు
392,Leder::N,скура,బాగుచేసివతోలు
393,Wolle::N,воўна,ఉన్ని
394,Stoff::N,тканіна,బట్ట
395,Nadel::N,іголка,సూది
396,Faden::N,нітка,దారము
397,Knopf::N,гузік,బొత్తాము
398,Knoten::N,вузел,ముడి
399,Farbe::N,фарба,రంగు
400,Kleidung::N,адзенне,బట్టలు
401,Hemd::N,кашуля,చొక్కాయ
402,Kragen::N,каўнер,మాల
403,Ärmel::N,рукаў,చొక్కాయచెయ్యి
404,Hose::N,штаны,ఇజారు
405,Gürtel::N,пояс,పటకా
406,Mütze::N,шапка,టోపి
407,Schuh::N,чаравік,పాదరక్ష
408,Stiefel::N,бот,బూటు
409,Ring::N,кольца,ఉంగరము
410,Band::N,стужка,నాడా
411,Kamm::N,расчоска,దువ్వెన
412,Spiegel::N,люстра,అద్దము
413,Riemen::N,рэмень,వాడా
414,Schnur::N,вяроўка,దారము
415,Leine::N,павадок,వారు
416,Decke::N,коўдра,కంబళి
417,Kissen::N,падушка,తలగడ
418,Tuch::N,хустка,బట్ట
419,Handtuch::N,ручнік,తువాలు
420,Kraft::N,сіла,బలము
421,Stärke::N,моц,శక్తి
422,Gesundheit::N,здароўе,ఆరోగ్యము
423,Krankheit::N,хвароба,రోగము
424,Schmerz::N,боль,నొప్పి
425,Wunde::N,рана,గాయము
426,Fieber::N,гарачка,జ్వరము
427,Fieber::N,ліхаманка,జ్వరము
428,Arznei::N,лекі,మందు
429,Brücke::N,мост,వంతెన
430,Brunnen::N,калодзеж,బావి
431,Brunnen::N,калодзеж,కూపము
432,Brunnen::N,калодзеж,నుయ్యి
433,Weide::N,паша,పచ్చికబయలు
434,Pfad::N,сцежка,కాలిత్రోవ
435,Weg::N,шлях,మార్గము
436,Weg::N,дарога,మార్గము
437,Straße::N,вуліца,బాట
438,Dorf::N,вёска,గ్రామము
439,Stadt::N,горад,పట్టణము
440,Brief::N,ліст,జాబు
441,Brief::N,пісьмо,జాబు
442,Buch::N,кніга,పుస్తకము
443,Buchstabe::N,літара,అక్షరము
444,Zeitung::N,газета,వార్తాపత్రిక
445,Leben::N,жыццё,ప్రాణము
446,Tod::N,смерць,మరణము
447,Grab::N,магіла,సమాధి
448,Kirche::N,касцёл,క్రెస్తవులగుడి
449,Kirche::N,царква,క్రెస్తవులగుడి
450,Sünde::N,грэх,పాపము
451,Gott::N,бог,దేవుడు
452,Arbeiter::N,рабочы,పనిపాటుచేశేవాడు
453,Chef::N,начальнік,యజమానుడు
454,Meister::N,майстар,కళాకారుడు
455,Arzt::N,урач,వైద్యుడు
456,Lehrer::N,настаўнік,ఉపాధ్యాయుడు
457,Geld::N,грошы,ద్రవ్యము
458,Geschäft::N,заняцце,వ్యాపారము
459,Laden::N,крама,అంగడి
460,Laden::N,магазін,అంగడి
461,Preis::N,цана,వెల
462,Ware::N,тавар,సరకులు
463,Nutzen::N,выгада,ప్రయోజనము
464,Reichtum::N,багацце,ధనము
465,Welt::N,свет,ప్రపంచము
466,Land::N,краіна,దేశము
467,Staat::N,дзяржава,రాజ్యము
468,König::N,кароль,రాజు
469,Macht::N,улада,అధికారము
470,Grenze::N,граніца,సరిహద్దు
471,Krieg::N,вайна,యుద్ధము
472,Feind::N,вораг,శత్రువు
473,Gewalt::N,насілле,దౌర్జన్యము
474,Kampf::N,барацьба,పోట్లాట
475,Bogen[Waffe]::N,лук,విల్లు
476,Pfeil::N,страла,బాణము
477,Gewehr::N,ружжо,తుపాకి
478,Fehler::N,памылка,తప్ప
479,Lüge::N,хлусня,అసత్యము
480,Schaden::N,шкода,నష్టము
481,Unglück::N,ліха,దురదృష్టము
482,Unglück::N,бядота,దురదృష్టము
483,Schuld::N,віна,తప్పు
484,Alter::N,узрост,వయస్సు
485,Schluss::N,канец,ముగింపు
486,Zeit::N,час,కాలము
487,Tag::N,дзень,దినము
488,Morgen::N,ранак,ఉదయము
489,Morgen::N,раніца,ఉదయము
490,Mittag::N,паўдня,మధ్యాహ్నము
491,Mittag::N,поўдзень,మధ్యాహ్నము
492,Abend::N,вечар,సాయంకాలము
493,Nacht::N,ноч,రత్రి
494,Woche::N,тыдзень,వారము
495,Monat::N,месяц,నెల
496,Jahr::N,год,సంవత్సరము
497,Frühling::N,вясна,వసంతకాలము
498,Sommer::N,лета,వేసవికాము
499,Herbst::N,восень,ఆకురాలుకాలము
500,Winter::N,зіма,శీతకాలము
501,Januar::N,студзень,జనవరి
502,Februar::N,люты,ఫిబ్రవరి
503,März::N,сакавік,మార్చి
504,April::N,красавік,ఏప్రిలు
505,Mai::N,май,మే
506,Mai::N,травень,మే
507,Juni::N,чэрвень,జూన్
508,Juli::N,ліпень,జూలై
509,August::N,жнівень,ఆగస్టు
510,September::N,верасень,సెప్ఠెంబరు
511,Oktober::N,кастрычнік,అక్టోబరు
512,November::N,лістапад,నవంబరు
513,Dezember::N,снежань,డిసెంబర్
514,Montag::N,панядзелак,సోమవారము
515,Dienstag::N,аўторак,మంగళవారము
516,Mittwoch::N,серада,బుధవారము
517,Donnerstag::N,чацвер,గురువారము
518,Freitag::N,пятніца,శుక్రవారము
519,Samstag::N,субота,శనివారము
520,Sonntag::N,нядзеля,ఆదివారము
521,groß::A,вялікі,గొప్పైన
522,klein::A,маленькі,చిన్న
523,lang::A,доўгі,పొడుగాటి
524,kurz::A,кароткі,పొట్టి
525,breit::A,шырокі,వెడల్పైన
526,schmal::A,вузкі,ఇఱుకైన
527,dicht::A,густы,దట్టమైన
528,dick[Gegenstand]::A,тоўсты,దట్టమైన
529,dünn::A,тонкі,పలుచని
530,fein::A,тонкі,నాజాకైన
531,fest::A,моцны,దృడమైవ
532,flach::A,плоскі,చదువైన
533,glatt::A,гладкі,నున్నని
534,hart::A,цвёрды,కఠినమైన
535,weich::A,мяккі,మృదువైన
536,rund::A,круглы,గుండ్రని
537,spitz::A,спічасты,మొనగల
538,spitz::A,востраканцовы,మొనగల
539,scharf::A,востры,పదనైన
540,stumpf::A,тупы,వాడిలేని
541,schwer::A,цяжкі,బరువ్తెన
542,schön::A,прыгожы,సుందరమైన
543,heiß::A,гарачы,వేడియైన
544,warm::A,цёплы,వెచ్చని
545,kalt::A,холадны,చల్లని
546,kühl::A,халаднаваты,చల్లని
547,frisch::A,свежы,తాజాయైన
548,feucht::A,вільготны,చెమ్మగానున్న
549,nass::A,мокры,తడిగామన్న
550,trocken::A,сухі,ఎండిన
551,voll::A,поўны,నిండు
552,leer::A,пусты,శూన్యమైన
553,offen::A,адкрыты,తెఱచియున్న
554,offen::A,адчынены,తెఱచియున్న
555,geschlossen::A,закрыты,మూసిన
556,geschlossen::A,зачынены,మూసిన
557,sauber::A,чысты,పరిశుద్ధమైన
558,schmutzig::A,брудны,ముఱికియైన
559,roh::A,сыры,పచ్చి
560,reif::A,спелы,పండివ
561,lecker::A,смачны,రుచి గల
562,süß::A,салодкі,తియ్యని
563,bitter::A,горкі,చేదైన
564,sauer::A,кіслы,పుల్లని
565,hell::A,светлы,కాంతిగల
566,dunkel::A,цёмны,చీకటియైన
567,schwarz::A,чорны,నల్లని
568,weiß::A,белы,తెలుపు
569,rot::A,чырвоны,ఎఱ్ఱని
570,gelb::A,жоўты,పసుపు పచ్చ
571,blau::A,сіні,నీలవర్ణము
572,grün::A,зялёны,ఆకుపచ్చని
573,grau::A,шэры,నెరిసిన
574,bunt::A,пяресты,రంగేలీ
575,billig::A,танны,చౌకయైన
576,teuer::A,дарагі,వెలపొడుగైన
577,wertvoll::A,цэнны,విలుప్తెన
578,wertvoll::A,каштоўны,విలుప్తెన
579,blind::A,сляпы,గ్రుడ్డి
580,taub::A,глухі,చెవిటి
581,kräftig::A,магутны,శక్తి గల
582,stark::A,сільны,బలమైన
583,schwach::A,слабы,బలహీనమైన
584,fett::A,тлусты,క్రొవ్విన
585,schlank::A,стройны,సన్నని
586,hübsch::A,чароўны,సాగప్తెన
587,böse::A,злы,చెడ్డ
588,dumm::A,дурны,తెలివిలేని
589,faul::A,лянівы,సోమరియైన
590,fleißig::A,руплівы,శ్రద్దగల
591,geizig::A,прагны,పిసినారియైన
592,klug::A,разумны,తెలివిగల
593,geschickt::A,умелы,నిపుణతగల
594,lieb::A,мілы,ప్రియమైన
595,lustig::A,вясёлы,ఉల్లాసము గల
596,sanft::A,ласкавы,సాధువైన
597,hungrig::A,галодны,ఆకలిగొనిన
598,krank::A,хворы,వ్యాధిగల
599,nackt::A,голы,దిగంబరమైన
600,traurig::A,сумны,విచారముగల
601,lebendig::A,жывы,ప్రాణముతో నున్న
602,gut::A,добры,మంచి
603,schlecht::A,кепскі,చెడ్డ
604,richtig::A,правільны,సరియైన
605,schlimm::A,агідны,అసహ్యమైన
606,wahr::A,сапраўдны,నిజమైన
607,alt::A,стары,ముసలి
608,neu::A,новы,క్రొత్త
609,ehemalig::A,былы,పూర్వపు
610,alt[Lebewesen]::A,стары,ముసలి
611,jung::A,малады,పసి
612,arm::A,бедны,బీద
613,reich::A,багаты,ధనవంతుడైన
614,bekannt::A,знаёмы,తెలిసిన
615,berühmt::A,славуты,ప్రపిద్దికెక్కివ
616,fremd::A,чужы,అన్యమైన
617,verschieden::A,розны,భేదమైన
618,nah::A,блізкі,దగ్గఱనున్న
619,fern::A,далёкі,దూరమందున్న
620,linker::A,левы,ఎడమప్రక్కగ
621,rechter::A,правы,కుడి
622,anderer::A,іншы,వేఱ్తెన
623,anderer::A,другі,వేఱ్తెన
624,erster::A,першы,మొదటి
625,zweiter::A,другі,రెండన
626,dritter::A,трэці,మూడో
627,letzter::A,апошні,కడపటి
628,allein::ADV,сам,ఒంటిగా
629,allein::ADV,адзін,ఒంటిగా
630,auf einmal::ADV,адразу,హరాత్తుగ
631,zusammen::ADV,разам,కలిసి
632,lange::ADV,доўга,బహుకాలము
633,plötzlich::ADV,раптам,హరాత్తుగ
634,sofort::ADV,зараз,తక్షణము
635,später::ADV,пазней,ఇటీవలి
636,jetzt::ADV,цяпер,ఇప్పుడు
637,heute::ADV,сёння,నేడు
638,morgen::ADV,заўтра,ఱేపు
639,bald::ADV,хутка,శీఘ్రముగ
640,bald::ADV,неўзабаве,శీఘ్రముగ
641,dann::ADV,потым,అప్పుడు
642,gestern::ADV,учора,నిన్నటి దినము
643,einst::ADV,аднойчы,పూర్వమొకప్పుడు
644,damals::ADV,тады,అప్పుడు
645,danach::ADV,затым,అప్పుడు
646,vorher::ADV,раней,ఎదుట
647,zuerst::ADV,спярша,మొదటిలో
648,zuerst::ADV,спачатку,మొదటిలో
649,einmal::ADV,адзін раз,ఒకసారి
650,manchmal::ADV,часам,అప్పటప్పటికి
651,oft::ADV,часта,తఱచుగా
652,immer::ADV,заўсёды,ఎల్లప్పుడు
653,niemals::ADV,ніколі,ఎప్పుడునులేదు
654,hier::ADV,тут,ఇక్కడ
655,hierhin::ADV,сюды,ఇక్కడకు
656,von hier::ADV,адсюль,ఇక్కడనుండి
657,von hier::ADV,адгэтуль,ఇక్కడనుండి
658,dort::ADV,там,అక్కడ
659,dorthin::ADV,туды,అక్కడికి
660,geradeaus::ADV,прама,సూటిగా
661,vorwärts::ADV,наперад,ముందుకు
662,rückwärts::ADV,назад,వెనుకకు
663,zurück::ADV,назад,వెనుకభాగము
664,unten::ADV,унізе,క్రింద
665,hinab::ADV,уніз,కిందికి
666,oben::ADV,угары,మీద
667,oben::ADV,наверсе,మీద
668,hinauf::ADV,угару,పైకి
669,überall::ADV,усюды,అంతటా
670,nicht::ADV,не,కాదు
671,ein wenig::ADV,трошкі,కొంచెము
672,kaum::ADV,ледзьве,చాలిచాలక
673,sehr::ADV,вельмі,చాల
674,so::ADV,так,ఆలాగున
675,noch::ADV,яшчэ,ఇప్పటికిని
676,nur::ADV,толькі,మాత్రము
677,schon::ADV,ужо,ఇదివఱకే
678,wieder::ADV,зноў,తిరిగి
679,vergebens::ADV,дарма,నిష్ఫలముగా
680,vergebens::ADV,дарэмна,నిష్ఫలముగా
681,vor::PRP,перад,ముందు
682,hinter::PRP,за,వెనుక
683,hinter::PRP,ззаду,వెనుక
684,unter::PRP,пад,క్రింద
685,durch::PRP,праз,ద్వారా
686,neben::PRP,каля,దగ్గెర
687,zwischen::PRP,між,మధ్య
688,zwischen::PRP,паміж,మధ్య
689,wegen::PRP,з-за,కారణంగా
690,dies::PRN,гэта,ఇది
691,das::PRN,тое,అది
692,alles::PRN,усё,సకలము
693,ich::PRN,я,నేను
