,Concept_ID,sk,hr
67,Stern::N,hviezda,zvijezda
68,Luft::N,vzduch,zrak
69,Wind::N,vietor,vjetar
70,Welle::N,vlna,val
71,Welle::N,vlna,talas
72,Wasser::N,voda,voda
73,Stein::N,kameň,kamen
74,Boden::N,zem,tlo
75,Boden::N,zem,zemlja
76,Boden::N,pôda,tlo
77,Boden::N,pôda,zemlja
78,Erde::N,zem,zemlja
79,Staub::N,prach,prah
80,Staub::N,prach,prašina
81,Rauch::N,dym,dim
82,Funke::N,iskra,iskra
83,Funke::N,iskra,varnica
84,Feuer::N,oheň,vatra
85,Licht::N,svetlo,svjetlo
86,Schatten::N,tieň,hlad
87,Schatten::N,tieň,sjena
88,Wetter::N,počasie,vrijeme
89,Nebel::N,hmla,magla
90,Wolke::N,oblak,oblak
91,Wolke::N,mračno,oblak
92,Regen::N,dážď,kiša
93,Schnee::N,sneh,snijeg
94,Eis::N,ľad,led
95,Frost::N,mráz,mraz
96,Kälte::N,zima,studen
97,Kälte::N,zima,hladnoća
98,Kälte::N,chlad,studen
99,Kälte::N,chlad,hladnoća
100,Hitze::N,horúčava,vrućina
101,Raureif::N,srieň,inje
102,Raureif::N,inovať,inje
103,Regenbogen::N,dúha,duga
104,Donner::N,hrom,grom
105,Donner::N,hrom,grmljavina
106,Strömung::N,prúdenie,struja
107,Strömung::N,prúdenie,strujanje
108,Tropfen::N,kvapka,kap
109,Tropfen::N,kvapka,kaplja
110,Schaum::N,pena,pjena
111,Schmutz::N,špina,nečistoća
112,Schmutz::N,špina,prljavština
113,Schmutz::N,nečistota,nečistoća
114,Schmutz::N,nečistota,prljavština
115,See::N,jazero,jezero
116,Sumpf::N,bahno,bara
117,Moor::N,močiar,močvara
118,Wiese::N,lúka,livada
119,Wald::N,les,šuma
120,Wald::N,hora,šuma
121,Hügel::N,vŕšok,brijeg
122,Hügel::N,vŕšok,brežuljak
123,Anhöhe::N,výšina,uzvišica
124,Anhöhe::N,vyvýšenina,uzvišica
125,Berg::N,hora,brdo
126,Gipfel::N,vrchol,vrh
127,Höhle::N,jaskyňa,pećina
128,Höhle::N,jaskyňa,spilja
129,Abhang::N,úbočie,obronak
130,Abhang::N,úbočie,nizbrdica
131,Quelle::N,prameň,izvor
132,Quelle::N,prameň,vrelo
133,Bach::N,potok,potok
134,Fluss::N,rieka,rijeka
135,Ufer::N,breh,obala
136,Küste::N,pobrežie,obala
137,Küste::N,pobrežie,morska obala
138,Festland::N,pevnina,kopno
139,Meer::N,more,more
140,Bucht::N,záliv,zaliv
141,Bucht::N,zátoka,zaliv
142,Insel::N,ostrov,ada
143,Insel::N,ostrov,otok
144,Blume::N,kvet,cvijet
145,Blume::N,kvetina,cvijet
146,Gras::N,tráva,trava
147,Wurzel::N,koreň,korijen
148,Baum::N,strom,drvo
149,Baum::N,strom,stablo
150,Stamm::N,kmeň,deblo
151,Stamm::N,kmeň,stablo
152,Rinde::N,kôra,kora
153,Ast::N,konár,grana
154,Zweig::N,vetva,grana
155,Blatt::N,list,list
156,Birke::N,breza,breza
157,Kiefer[Baum]::N,sosna,bor
158,Kiefer[Baum]::N,borovica,bor
159,Weide[Baum]::N,vŕba,iva
160,Weide[Baum]::N,vŕba,vŕba
161,Tanne::N,jedľa,jela
162,Horn::N,roh,rog
163,Feder::N,pero,pero
164,Fell::N,koža,koža
165,Fell::N,kožušina,koža
166,Flügel::N,krídlo,krilo
167,Klaue::N,paznecht,papak
168,Kralle::N,pazúr,pandža
169,Schwanz::N,chvost,rep
170,Ei::N,vajce,jaje
171,Ei::N,vajíčko,jaje
172,Nest::N,hniezdo,gnijezdo
173,Bau::N,nora,jazbina
174,Tier::N,zviera,životinja
175,Herde::N,stádo,krdo
176,Herde::N,stádo,stado
177,Kuh::N,krava,krava
178,Bulle::N,býk,bik
179,Pferd::N,kôň,konj
180,Schaf::N,ovca,ovca
181,Schwein::N,sviňa,svinja
182,Hund::N,pes,pas
183,Hund::N,pes,pseto
184,Katze::N,mačka,mačka
185,Bär::N,medveď,medvjed
186,Eichhörnchen::N,veverička,vjeverica
187,Elch::N,los,los
188,Fuchs::N,líška,lisica
189,Hase::N,zajac,zec
190,Maus::N,myš,miš
191,Wolf::N,vlk,vuk
192,Wolf::N,vlk,kurjak
193,Vogel::N,vták,ptica
194,Schwarm::N,roj,roj
195,Schwarm::N,roj,jato
196,Huhn::N,kurča,kokoš
197,Huhn::N,sliepka,kokoš
198,Hahn::N,kohút,kokot
199,Hahn::N,kohút,pijevac
200,Gans::N,hus,guska
201,Adler::N,orol,orao
202,Ente::N,kačka,patka
203,Ente::N,kačica,patka
204,Eule::N,sova,sova
205,Kranich::N,žeriav,ždral
206,Krähe::N,vrana,vrana
207,Kuckuck::N,kukučka,kukavica
208,Schwan::N,labuť,labud
209,Fisch::N,ryba,riba
210,Barsch::N,ostriež,grgeč
211,Hecht::N,šťuka,štuka
212,Schlange[Tier]::N,had,guja
213,Schlange[Tier]::N,had,zmija
214,Wurm::N,červ,crv
215,Spinne::N,pavúk,pauk
216,Ameise::N,mravec,mrav
217,Laus::N,voš,uš
218,Mücke::N,komár,komarac
219,Fliege::N,mucha,muha
220,Schmetterling::N,motýľ,leptir
221,Beere::N,bobuľa,boba
222,Beere::N,bobuľa,bobica
223,Apfel::N,jablko,jabuka
224,Pilz::N,hríb,pečurka
225,Zwiebel::N,cibuľa,luk
226,Zwiebel::N,cibuľa,kapula
227,Saat::N,osivo,sjemenje
228,Korn::N,zrno,zrno
229,Heu::N,seno,sijeno
230,Schale::N,šupa,kora
231,Schale::N,šupa,ljuska
232,Schale::N,škrupina,kora
233,Schale::N,škrupina,ljuska
234,Grube::N,jama,jama
235,Falle::N,pasca,zamka
236,Falle::N,pasca,klopka
237,Falle::N,klepec,zamka
238,Falle::N,klepec,klopka
239,Schlinge::N,slučka,uzao
240,Schlinge::N,slučka,petlja
241,Spur::N,stopa,trag
242,Spur::N,stopa,slijed
243,Asche::N,popol,pepeo
244,Dreck::N,kal,blato
245,Dreck::N,blato,blato
246,Eisen::N,železo,željezo
247,Gold::N,zlato,zlato
248,Silber::N,striebro,srebro
249,Kohle::N,uhlie,ugalj
250,Kohle::N,uhlie,ugljen
251,Glas::N,sklo,staklo
252,Lehm::N,íl,glina
253,Lehm::N,íl,ilovača
254,Lehm::N,hlina,glina
255,Lehm::N,hlina,ilovača
256,Sand::N,piesok,pijesak
257,Mensch::N,človek,čovjek
258,Mann::N,muž,muškarac
259,Mann::N,chlap,muškarac
260,Frau::N,žena,žena
261,Kind::N,dieťa,čedo
262,Kind::N,dieťa,dijete
263,Junge::N,chlapec,momče
264,Junge::N,chlapec,dječak
265,Mädchen::N,dievka,djevojka
266,Mädchen::N,dievka,djevojčica
267,Familie::N,rodina,obitelj
268,Familie::N,rodina,porodica
269,Großvater::N,dedo,djed
270,Großvater::N,starý otec,djed
271,Großmutter::N,babička,baka
272,Großmutter::N,stará mať,baka
273,Eltern::N,rodičia,roditelji
274,Vater::N,otec,otac
275,Mutter::N,mať,majka
276,Mutter::N,matka,majka
277,Sohn::N,syn,sin
278,Tochter::N,dcéra,kći
279,Tochter::N,dcéra,kćerka
280,Bruder::N,brat,brat
281,Schwester::N,sestra,sestra
282,Onkel::N,ujo,čika
283,Onkel::N,ujo,ujak
284,Onkel::N,strýko,čika
285,Onkel::N,strýko,ujak
286,Tante::N,teta,ujna
287,Tante::N,teta,tetka
288,Tante::N,tetka,ujna
289,Tante::N,tetka,tetka
290,Ehemann::N,muž,muž
291,Ehemann::N,muž,suprug
292,Ehemann::N,manžel,muž
293,Ehemann::N,manžel,suprug
294,Ehefrau::N,žena,žena
295,Ehefrau::N,žena,supruga
296,Ehefrau::N,manželka,žena
297,Ehefrau::N,manželka,supruga
298,Freude::N,radosť,radost
299,Gelächter::N,smiech,grohot
300,Glück::N,šťastie,sreća
301,Kummer::N,žiaľ,jad
302,Kummer::N,žiaľ,briga
303,Kummer::N,zármutok,jad
304,Kummer::N,zármutok,briga
305,Wunsch::N,prianie,želja
306,Lust::N,chuť,volja
307,Geist::N,duch,duh
308,Gedanke::N,myšlienka,misao
309,Gedächtnis::N,pamäť,pamćenje
310,Verstand::N,rozum,um
311,Verstand::N,rozum,razum
312,Sinn::N,zmysel,smisao
313,Sinn::N,zmysel,značenje
314,Grund::N,dôvod,razlog
315,Grund::N,príčina,razlog
316,Wahrheit::N,pravda,istina
317,Gespräch::N,reč,razgovor
318,Gespräch::N,rozhovor,razgovor
319,Märchen::N,rozprávka,bajka
320,Erzählung::N,poviedka,priča
321,Erzählung::N,poviedka,pripovijest
322,Nachricht::N,správa,vijest
323,Neuigkeit::N,novinka,novost
324,Name::N,meno,ime
325,Rätsel::N,záhada,zagonetka
326,Rätsel::N,hádanka,zagonetka
327,Rede::N,reč,govor
328,Rede::N,reč,besjeda
329,Sprache::N,reč,jezik
330,Sprache::N,jazyk,jezik
331,Stimme::N,hlas,glas
332,Wort::N,slovo,riječ
333,Zeichen::N,znak,znak
334,Ruf::N,volanie,povik
335,Ruf::N,volanie,poklik
336,Ruf::N,zavolanie,povik
337,Ruf::N,zavolanie,poklik
338,Lärm::N,hluk,buka
339,Lärm::N,hluk,galama
340,Lärm::N,hurhaj,buka
341,Lärm::N,hurhaj,galama
342,Laut::N,zvuk,zvuk
343,Ton::N,tón,ton
344,Ton::N,zvuk,ton
345,Lied::N,pieseň,pjesma
346,Ruhe::N,pokoj,tišina
347,Ruhe::N,pokoj,počinak
348,Leute::N,ľudia,ljudi
349,Volk::N,ľud,puk
350,Volk::N,ľud,narod
351,Volk::N,národ,puk
352,Volk::N,národ,narod
353,Arbeit::N,práca,rad
354,Arbeit::N,práca,posao
355,Arbeit::N,robota,rad
356,Arbeit::N,robota,posao
357,Gast::N,hosť,gost
358,Geschenk::N,dar,dar
359,Geschenk::N,dar,poklon
360,Spiel::N,hra,igra
361,Gesellschaft::N,spoločnosť,društvo
362,Gesellschaft::N,spoločnosť,kompanija
363,Hilfe::N,pomoc,pomoć
364,Freund::N,priateľ,prijatelj
365,Kamerad::N,kamarát,drug
366,Kamerad::N,kamarát,drugar
367,Angelegenheit::N,vec,posao
368,Angelegenheit::N,záležitosť,posao
369,Anzahl::N,počet,broj
370,Anzahl::N,počet,brojnost
371,Anzahl::N,množstvo,broj
372,Anzahl::N,množstvo,brojnost
373,Art::N,druh,vid
374,Art::N,druh,vrst
375,Stück::N,kus,komad
376,Stück::N,kúsok,komad
377,Teil::N,časť,dio
378,Hälfte::N,polka,polovina
379,Hälfte::N,polovica,polovina
380,Kreis::N,kruh,krug
381,Kreuz::N,kríž,križ
382,Linie::N,línia,crta
383,Strich::N,čiara,crta
384,Abstand::N,vzdialenosť,razmak
385,Abstand::N,vzdialenosť,odstojanje
386,Entfernung::N,vzdialenosť,udaljenost
387,Gegend::N,kraj,kraj
388,Gegend::N,kraj,predeo
389,Gegend::N,krajina,kraj
390,Gegend::N,krajina,predeo
391,Platz::N,miesto,mjesto
392,Ort::N,miesto,mjesto
393,Seite::N,bok,bok
394,Seite::N,bok,strana
395,Seite::N,strana,bok
396,Seite::N,strana,strana
397,Mitte::N,stred,sredina
398,Gegenstand::N,predmet,predmet
399,Sache::N,vec,posao
400,Rand::N,kraj,rub
401,Rand::N,kraj,kraj
402,Rand::N,okraj,rub
403,Rand::N,okraj,kraj
404,Kante::N,hrana,brid
405,Kante::N,hrana,ivica
406,Ecke::N,roh,ugao
407,Spitze::N,hrot,vrh
408,Spitze::N,hrot,šiljak
409,Spitze::N,špička,vrh
410,Spitze::N,špička,šiljak
411,Ende::N,koniec,konac
412,Loch::N,diera,rupa
413,Winkel::N,kút,kut
414,Winkel::N,kút,ugao
415,Muster::N,vzor,uzor
416,Muster::N,vzorka,uzor
417,Größe::N,veľkosť,veličina
418,Länge::N,dĺžka,duljina
419,Höhe::N,výška,visina
420,Gewicht::N,váha,težina
421,Menge::N,množstvo,mnoštvo
422,Menge::N,množstvo,količina
423,Haufen::N,hŕba,hrpa
424,Haufen::N,hŕba,gomila
425,Reihe::N,rad,red
426,Boot::N,čln,čun
427,Boot::N,čln,čamac
428,Ruder::N,veslo,veslo
429,Schlitten::N,sane,saone
430,Ski::N,lyža,ski
431,Ski::N,lyža,smučka
432,Lagerfeuer::N,táborák,logorska vatra
433,Last::N,ťarcha,tovar
434,Last::N,bremeno,tovar
435,Gang::N,chôdza,hod
436,Schritt::N,krok,korak
437,Norden::N,sever,sjever
438,Süden::N,juh,jug
439,Westen::N,západ,zapad
440,Osten::N,východ,istok
441,Holz::N,drevo,drvo
442,Brett::N,doska,daska
443,Platte::N,doska,ploča
444,Platte::N,platňa,ploča
445,Stütze::N,opora,potpora
446,Stange::N,tyč,motka
447,Stock::N,palica,štap
448,Stock::N,palica,palica
449,Stab::N,palica,štap
450,Stab::N,palica,šipka
451,Rohr::N,rúra,cijev
452,Haus::N,dom,kuća
453,Heim::N,domov,dom
454,Ofen::N,pec,peć
455,Ofen::N,kachle,peć
456,Fußboden::N,dlážka,pod
457,Fußboden::N,podlaha,pod
458,Tisch::N,stôl,stol
459,Tisch::N,stôl,trpeza
460,Stuhl::N,stolička,stolac
461,Stuhl::N,stolička,stolica
462,Wiege::N,kolíska,kolijevka
463,Bett::N,lôžko,krevet
464,Bett::N,lôžko,postelja
465,Bett::N,posteľ,krevet
466,Bett::N,posteľ,postelja
467,Regal::N,regál,polica
468,Regal::N,polica,polica
469,Kiste::N,debna,sanduk
470,Fenster::N,okno,prozor
471,Fenster::N,oblok,prozor
472,Tür::N,dvere,vrata
473,Tor::N,vráta,vrata
474,Tor::N,vráta,kapija
475,Zaun::N,plot,plot
476,Zaun::N,plot,ograda
477,Zaun::N,ohrada,plot
478,Zaun::N,ohrada,ograda
479,Dach::N,krov,krov
480,Dach::N,strecha,krov
481,Leiter::N,rebrík,ljestve
482,Leiter::N,rebrík,ljestvice
483,Leiter::N,rebrina,ljestve
484,Leiter::N,rebrina,ljestvice
485,Besen::N,metla,metla
486,Spaten::N,rýľ,ašov
487,Schaufel::N,lopata,lopata
488,Gabel::N,vidlička,viljuška
489,Löffel::N,lyžica,žlica
490,Messer::N,nôž,nož
491,Nagel::N,klinec,čavao
492,Netz::N,sieť,mreža
493,Haken::N,hák,kuka
494,Haken::N,háčik,kuka
495,Griff::N,rukoväť,držak
496,Griff::N,rukoväť,ručica
497,Schloss::N,zámka,brava
498,Bild::N,obraz,slika
499,Figur::N,figúra,figura
500,Puppe::N,bábka,lutka
501,Puppe::N,bábika,lutka
502,Beutel::N,vrece,kesa
503,Beutel::N,vrecko,kesa
504,Bündel::N,uzlík,snop
505,Bündel::N,uzlík,svežanj
506,Bündel::N,zväzok,snop
507,Bündel::N,zväzok,svežanj
508,Tasche::N,taška,torba
509,Tasche::N,taška,taška
510,Tasche::N,kabelka,torba
511,Tasche::N,kabelka,taška
512,Eimer::N,vedro,kabao
513,Deckel::N,vrchnák,poklopac
514,Deckel::N,pokrývka,poklopac
515,Geschirr::N,nádoba,suđe
516,Geschirr::N,nádoba,posuđe
517,Sack::N,mech,džak
518,Sack::N,mech,vreća
519,Sack::N,vrece,džak
520,Sack::N,vrece,vreća
521,Tasse::N,šálka,šalica
522,Topf::N,hrniec,lonac
523,Kessel::N,kotol,kazan
524,Essen::N,jedlo,obrok
525,Nahrung::N,strava,hrana
526,Nahrung::N,potrava,hrana
527,Speise::N,jedlo,jelo
528,Fleisch::N,mäso,meso
529,Getreide::N,obilie,žito
530,Getreide::N,obilie,žitarice
531,Brei::N,kaša,kaša
532,Brot::N,chlieb,kruh
533,Scheibe::N,kotúč,kriška
534,Scheibe::N,krajec,kriška
535,Fett::N,tuk,mast
536,Fett::N,tuk,salo
537,Fett::N,masť,mast
538,Fett::N,masť,salo
539,Butter::N,maslo,buter
540,Butter::N,maslo,maslac
541,Öl::N,olej,ulje
542,Salz::N,soľ,sol
543,Suppe::N,polievka,supa
544,Honig::N,med,med
545,Milch::N,mlieko,mlijeko
546,Tee::N,čaj,čaj
547,Leder::N,koža,koža
548,Wolle::N,vlna,vuna
549,Stoff::N,súkno,štof
550,Stoff::N,súkno,tkanina
551,Nadel::N,ihla,igla
552,Faden::N,niť,nit
553,Faden::N,niť,konac
554,Faden::N,vlákno,nit
555,Faden::N,vlákno,konac
556,Knopf::N,gombík,dugme
557,Knoten::N,uzol,čvor
558,Knoten::N,uzol,uzao
559,Farbe::N,farba,farba
560,Kleidung::N,šaty,odjeća
561,Kleidung::N,šatstvo,odjeća
562,Hemd::N,košeľa,košulja
563,Kragen::N,golier,ovratnik
564,Ärmel::N,rukáv,rukav
565,Hose::N,nohavice,hlače
566,Gürtel::N,pás,pas
567,Gürtel::N,pás,pojas
568,Gürtel::N,opasok,pas
569,Gürtel::N,opasok,pojas
570,Mütze::N,čiapka,kapa
571,Schuh::N,obuv,cipela
572,Schuh::N,topánka,cipela
573,Stiefel::N,čižma,čizma
574,Ring::N,prsteň,prsten
575,Band::N,stuha,vrpca
576,Kamm::N,hrebeň,češalj
577,Spiegel::N,zrkadlo,zrcalo
578,Spiegel::N,zrkadlo,ogledalo
579,Riemen::N,remeň,kaiš
580,Riemen::N,remeň,remen
581,Schnur::N,šnúra,vrpca
582,Leine::N,vodidlo,uzica
583,Decke::N,deka,ćebe
584,Decke::N,deka,pokrivač
585,Decke::N,prikrývka,ćebe
586,Decke::N,prikrývka,pokrivač
587,Kissen::N,poduška,jastuk
588,Tuch::N,šatka,rubac
589,Tuch::N,šatka,marama
590,Handtuch::N,uterák,ručnik
591,Kraft::N,moc,snaga
592,Stärke::N,sila,jakost
593,Gesundheit::N,zdravie,zdravlje
594,Krankheit::N,nemoc,bolest
595,Krankheit::N,choroba,bolest
596,Schmerz::N,bolesť,bol
597,Wunde::N,rana,rana
598,Fieber::N,horúčka,groznica
599,Arznei::N,liek,lijek
600,Brücke::N,most,most
601,Brücke::N,most,ćuprija
602,Brunnen::N,studňa,bunar
603,Brunnen::N,studňa,zdenac
604,Weide::N,pastva,paša
605,Weide::N,pastva,pašnjak
606,Pfad::N,chodník,staza
607,Weg::N,cesta,put
608,Straße::N,hradská,drum
609,Straße::N,hradská,cesta
610,Dorf::N,dedina,selo
611,Stadt::N,mesto,grad
612,Stadt::N,mesto,varoš
613,Brief::N,list,list
614,Brief::N,list,pismo
615,Buch::N,kniha,knjiga
616,Buchstabe::N,litera,slovo
617,Buchstabe::N,písmeno,slovo
618,Zeitung::N,noviny,novine
619,Leben::N,život,život
620,Tod::N,smrť,smrt
621,Grab::N,hrob,raka
622,Kirche::N,kostol,crkva
623,Sünde::N,hriech,grijeh
624,Gott::N,boh,bog
625,Arbeiter::N,robotník,radnik
626,Arbeiter::N,pracnovík,radnik
627,Chef::N,šéf,šef
628,Chef::N,riaditeľ,šef
629,Meister::N,majster,majstor
630,Arzt::N,lekár,liječnik
631,Lehrer::N,učiteľ,učitelj
632,Geld::N,peniaze,novac
633,Geschäft::N,obchod,posao
634,Geschäft::N,obchod,trgovina
635,Laden::N,obchod,dućan
636,Preis::N,cena,cijena
637,Ware::N,tovar,roba
638,Nutzen::N,osoh,korist
639,Nutzen::N,úžitok,korist
640,Reichtum::N,bohatstvo,bogatstvo
641,Welt::N,svet,svijet
642,Land::N,územie,zemlja
643,Land::N,krajina,zemlja
644,Staat::N,štát,država
645,König::N,kráľ,kralj
646,Macht::N,moc,moć
647,Macht::N,moc,vlast
648,Macht::N,mocnosť,moć
649,Macht::N,mocnosť,vlast
650,Grenze::N,hranica,granica
651,Krieg::N,vojna,rat
652,Feind::N,nepriateľ,neprijatelj
653,Gewalt::N,násilie,sila
654,Gewalt::N,násilie,nasilje
655,Kampf::N,boj,boj
656,Kampf::N,boj,borba
657,Bogen[Waffe]::N,luk,luk
658,Pfeil::N,šíp,strijela
659,Pfeil::N,strela,strijela
660,Gewehr::N,puška,puška
661,Fehler::N,omyl,pogreška
662,Fehler::N,omyl,griješka
663,Fehler::N,chyba,pogreška
664,Fehler::N,chyba,griješka
665,Lüge::N,lož,laž
666,Schaden::N,ujma,šteta
667,Schaden::N,škoda,šteta
668,Unglück::N,nešťastie,nesreća
669,Schuld::N,vina,krivnja
670,Schuld::N,previnenie,krivnja
671,Alter::N,vek,dob
672,Schluss::N,záver,kraj
673,Schluss::N,záver,konac
674,Schluss::N,koniec,kraj
675,Schluss::N,koniec,konac
676,Zeit::N,čas,doba
677,Zeit::N,čas,vrijeme
678,Tag::N,deň,dan
679,Morgen::N,ráno,jutro
680,Mittag::N,poludnie,podne
681,Abend::N,večer,veče
682,Abend::N,večer,večer
683,Nacht::N,noc,noć
684,Woche::N,týždeň,sedmica
685,Monat::N,mesiac,mjesec
686,Jahr::N,rok,godina
687,Frühling::N,jar,proljeće
688,Sommer::N,leto,ljeto
689,Herbst::N,jeseň,jesen
690,Winter::N,zima,zima
691,Januar::N,január,januar
692,Januar::N,január,siječanj
693,Februar::N,február,veljača
694,Februar::N,február,februar
695,März::N,marec,mart
696,März::N,marec,ožujak
697,April::N,apríl,april
698,April::N,apríl,travanj
699,Mai::N,máj,maj
700,Mai::N,máj,svibanj
701,Juni::N,jún,juni
702,Juni::N,jún,lipanj
703,Juli::N,júl,juli
704,Juli::N,júl,srpanj
705,August::N,august,august
706,August::N,august,kolovoz
707,September::N,september,rujan
708,September::N,september,septembar
709,Oktober::N,október,oktobar
710,Oktober::N,október,listopad
711,November::N,november,studeni
712,November::N,november,novembar
713,Dezember::N,december,prosinac
714,Montag::N,pondelok,ponedjeljak
715,Montag::N,pondelok,ponedjeljnik
716,Dienstag::N,utorok,utorak
717,Dienstag::N,utorok,utornik
718,Mittwoch::N,streda,srijeda
719,Donnerstag::N,štvrtok,četvrtak
720,Freitag::N,piatok,petak
721,Samstag::N,sobota,subota
722,Sonntag::N,nedeľa,nedjelja
723,groß::A,veľký,velik
724,klein::A,malý,mali
725,klein::A,malý,malen
726,lang::A,dlhý,dug
727,lang::A,dlhý,dugačak
728,kurz::A,krátky,kratak
729,breit::A,široký,širok
730,schmal::A,úzky,uski
731,schmal::A,úzky,uzak
732,dicht::A,hustý,gust
733,dick[Gegenstand]::A,tlstý,debeo
734,dünn::A,tenký,tanak
735,fein::A,jemný,fin
736,fein::A,jemný,tanak
737,fest::A,pevný,čvrst
738,flach::A,rovný,ravan
739,flach::A,rovný,plosnat
740,flach::A,plochý,ravan
741,flach::A,plochý,plosnat
742,glatt::A,hladký,gladak
743,hart::A,tvrdý,tvrd
744,weich::A,mäkký,mek
745,weich::A,mäkký,mekan
746,rund::A,guľatý,okrugao
747,rund::A,okrúhly,okrugao
748,spitz::A,končitý,oštar
749,spitz::A,končitý,šiljast
750,scharf::A,ostrý,oštar
751,scharf::A,ostrý,bridak
752,stumpf::A,tupý,tup
753,schwer::A,ťažký,težak
754,schön::A,pekný,krasan
755,schön::A,krásny,krasan
756,heiß::A,horúci,vruć
757,warm::A,teplý,topao
758,kalt::A,studený,hladan
759,kühl::A,chladný,hladan
760,frisch::A,svieži,svjež
761,feucht::A,vlhký,vlažan
762,feucht::A,zvlhnutý,vlažan
763,nass::A,mokrý,mokar
764,trocken::A,suchý,suh
765,voll::A,plný,pun
766,leer::A,prázdny,prazan
767,offen::A,otvorený,otvoren
768,geschlossen::A,zavretý,zatvoren
769,sauber::A,čistý,čist
770,schmutzig::A,špinavý,nečist
771,schmutzig::A,špinavý,blatan
772,roh::A,surový,sirov
773,reif::A,zrelý,zreo
774,lecker::A,chutný,tečan
775,lecker::A,chutný,ukusan
776,süß::A,sladký,sladak
777,bitter::A,horký,gorak
778,sauer::A,kyslý,kiseo
779,hell::A,jasný,vedar
780,hell::A,jasný,svijetao
781,hell::A,svetlý,vedar
782,hell::A,svetlý,svijetao
783,dunkel::A,temný,taman
784,schwarz::A,čierny,crn
785,weiß::A,biely,bio
786,weiß::A,biely,bijel
787,rot::A,červený,crven
788,gelb::A,žltý,žut
789,blau::A,modrý,plav
790,blau::A,modrý,modar
791,blau::A,belasý,plav
792,blau::A,belasý,modar
793,grün::A,zelený,zelen
794,grau::A,šedý,siv
795,bunt::A,pestrý,šaren
796,billig::A,lacný,jeftin
797,teuer::A,drahý,skup
798,wertvoll::A,cenný,vrijedan
799,wertvoll::A,cenný,dragocjen
800,blind::A,slepý,slijep
801,taub::A,hluchý,gluh
802,kräftig::A,silný,snažan
803,stark::A,silný,jak
804,stark::A,silný,snažan
805,schwach::A,slabý,slab
806,schwach::A,bezvládny,slab
807,fett::A,tučný,pretio
808,schlank::A,štíhly,vitak
809,hübsch::A,šumný,zgodan
810,hübsch::A,švárny,zgodan
811,böse::A,zlý,zao
812,böse::A,zlý,opak
813,dumm::A,hlúpy,glup
814,faul::A,lenivý,lijen
815,fleißig::A,snaživý,radin
816,fleißig::A,snaživý,marljiv
817,fleißig::A,usilovný,radin
818,fleißig::A,usilovný,marljiv
819,geizig::A,skupý,škrt
820,geizig::A,lakomý,škrt
821,klug::A,múdry,razborit
822,klug::A,bystrý,razborit
823,geschickt::A,zručný,vješt
824,geschickt::A,šikovný,vješt
825,lieb::A,milý,drag
826,lustig::A,veselý,veseo
827,sanft::A,nežný,blag
828,hungrig::A,lačný,gladan
829,hungrig::A,hladný,gladan
830,krank::A,chorý,bolestan
831,krank::A,nemocný,bolestan
832,nackt::A,nahý,nag
833,traurig::A,smutný,tužan
834,traurig::A,smutný,žalostan
835,lebendig::A,živý,živ
836,gut::A,dobrý,dobar
837,schlecht::A,zlý,loš
838,schlecht::A,zlý,rđav
839,richtig::A,správny,tačan
