,Concept_ID,ga,en
866,zwanzig::NUM,fiche,twenty
867,dreißig::NUM,tríocha,thirty
868,vierzig::NUM,daichead,forty
869,vierzig::NUM,ceathracha,forty
870,fünfzig::NUM,caoga,fifty
871,sechzig::NUM,seasca,sixty
872,siebzig::NUM,seachtó,seventy
873,achtzig::NUM,ochtó,eighty
874,neunzig::NUM,nócha,ninety
875,hundert::NUM,céad,a hundred
876,tausend::NUM,míle,a thousand
877,und::CNJ,agus,and
878,oder::CNJ,nó,or
879,stehen::V,seas,stand
880,sitzen::V,suigh,sit
881,liegen::V,luigh,lie
882,hängen::V,tá crochta,hang
883,werden::V,éirigh,become
884,passieren::V,tarlaigh,happen
885,beginnen::V,tosaigh,begin
886,enden::V,críochnaigh,end
887,wechseln::V,athraigh,change
888,aufgehen[Sonne]::V,éirigh,rise
889,untergehen[Sonne]::V,fuin,set
890,untergehen[Sonne]::V,téigh faoi,set
891,scheinen[Sonne]::V,taitin,shine
892,scheinen[Sonne]::V,soilsigh,shine
893,donnern::V,tá toirneach ann,thunder
894,wehen::V,séid,blow
895,strömen::V,sil,stream
896,fließen::V,rith,flow
897,fließen::V,snigh,flow
898,sich drehen::V,cas,revolve
899,sich drehen::V,imrothlaigh,revolve
900,schwanken::V,luasc,sway
901,schwingen::V,luasc,swing
902,fallen::V,tit,fall
903,brennen::V,dóigh,burn
904,rauchen::V,plúch toite,smoke
905,regnen::V,báistigh,rain
906,regnen::V,tá ag cur báistí,rain
907,gefrieren::V,sioc,freeze
908,gefrieren::V,reoigh,freeze
909,tauen::V,leáigh,thaw
910,tauen::V,coscair,thaw
911,schmelzen::V,leáigh,melt
912,trocknen::V,triomaigh,dry
913,sieden::V,fiuch,boil
914,sieden::V,beirigh,boil
915,faulen::V,lobh,rot
916,faulen::V,dreoigh,rot
917,verfaulen::V,lobh,decay
918,verfaulen::V,feoigh,decay
919,reißen::V,bris,snap
920,versinken::V,téigh síos,sink
921,vergehen::V,téigh thart,pass
922,erscheinen::V,tar,appear
923,verschwinden::V,imigh,disappear
924,sinken::V,tit,drop
925,sinken::V,ísligh,drop
926,abnehmen::V,maolaigh,decrease
927,abnehmen::V,laghdaigh,decrease
928,zunehmen::V,méadaigh,increase
929,steigen::V,éirigh,rise
930,wachsen::V,fás,grow
931,glänzen::V,lonraigh,shine
932,funkeln::V,drithligh,sparkle
933,lärmen::V,tóg callán,be noisy
934,läuten::V,buail,chime
935,klingeln::V,buail,ring
936,klirren::V,cling,tinkle
937,brausen::V,búir,roar
938,rauschen::V,tá ag siosarnach,rustle
939,klingen::V,tá glór ag,sound
940,bellen::V,amhastraigh,bark
941,heulen::V,glam,howl
942,blasen::V,séid,blow
943,pfeifen::V,lig fead,whistle
944,schreien::V,béic,shout
945,schreien::V,glaoigh,shout
946,stöhnen::V,lig cnead,groan
947,zittern::V,crith,tremble
948,zittern::V,creathnaigh,tremble
949,leben::V,mair,be alive
950,geboren werden::V,rugadh,be born
951,atmen::V,análaigh,breathe
952,trinken::V,ól,drink
953,essen::V,ith,eat
954,schlucken::V,slog,swallow
955,müde werden::V,tuirsigh,get tired
956,einschlafen::V,tit ina chodladh,fall asleep
957,schlafen::V,codail,sleep
958,aufwachen::V,múscail,wake up
959,aufstehen::V,éirigh,get up
960,sich erholen::V,lig scíth,relax
961,krank werden::V,éirigh tinn,fall ill
962,krank sein::V,tá tinn,be ill
963,schmerzen::V,tá pian i,ache
964,husten::V,déan casacht,cough
965,genesen::V,téarnaigh,recover
966,sterben::V,éag,die
967,sterben::V,faigh bás,die
968,umkommen::V,caill,perish
969,sich bewegen::V,bog,move
970,sich bewegen::V,gluais,move
971,sich rühren::V,corraigh,budge
972,sich erheben::V,seas suas,stand up
973,sich setzen::V,suigh,sit down
974,hinfallen::V,tit,tumble
975,laufen::V,siúil,walk
976,schreiten::V,siúil,pace
977,spazierengehen::V,téigh ag spaisteoireacht,go for a walk
978,eilen::V,deifrigh,rush
979,eilen::V,brostaigh,rush
980,sich beeilen::V,deifrigh,hurry
981,sich beeilen::V,déan deifir,hurry
982,sausen::V,luathaigh,dash
983,rennen::V,rith,run
984,springen::V,léim,jump
985,klettern::V,dreap,climb
986,schaukeln::V,téigh ar an maide corrach,seesaw
987,kriechen::V,snámh,creep
988,schwimmen::V,snámh,swim
989,tauchen::V,tum,dive
990,rudern::V,iomair,row
991,rudern::V,rámhaigh,row
992,fahren::V,tiomáin,drive
993,fliegen::V,eitil,fly
994,gehen::V,téigh,go
995,weggehen::V,imigh,go away
996,abfahren::V,imigh,depart
997,anhalten::V,stad,stop
998,hineingehen::V,téigh isteach,go in
999,eintreten::V,téigh isteach,enter
1000,kommen::V,tar,come
1001,ankommen::V,tar,arrive
1002,zurückkommen::V,fill,come back
1003,bleiben::V,fan,stay
1004,warten::V,fan,wait
1005,erwarten::V,tá ag súil le,wait for
1006,erwarten::V,tá ag dréim le,wait for
1007,suchen::V,lorg,seek
1008,suchen::V,lorg,look for
1009,finden::V,faigh,find
1010,finden::V,aimsigh,find
1011,versuchen::V,triail,try
1012,vorbereiten::V,réitigh,prepare
1013,lieben::V,gráigh,love
1014,mögen::V,taitin le,like
1015,mögen::V,is maith le,like
1016,lachen::V,gáir,laugh
1017,rühren::V,téigh i bhfeidhm ar,move
1018,weinen::V,goil,weep
1019,weinen::V,caoin,weep
1020,schimpfen::V,tá ag clamhsán,grumble
1021,sich ärgern::V,tá corraithe,be annoyed
1022,sich fürchten::V,tá eagla ar,be afraid
1023,fürchten::V,tá eagla ar,be afraid of
1024,fliehen::V,teith,flee
1025,flüchten::V,éalaigh,escape
1026,sehen::V,feic,see
1027,anschauen::V,dearc,look at
1028,anschauen::V,féach ar,look at
1029,ansehen::V,breathnaigh,watch
1030,hören::V,cluin,hear
1031,zuhören::V,éist,listen
1032,probieren::V,bliais,taste
1033,riechen::V,bolaigh,smell
1034,fühlen::V,braith,feel
1035,fühlen::V,mothaigh,feel
1036,scheinen::V,tá an chuma ar,seem
1037,zu sehen sein::V,tá le feiceáil,show
1038,vernehmen::V,clois,hear
1039,frieren::V,tá fuar,be cold
1040,tun::V,déan,do
1041,können::V,féad,can
1042,können::V,is féidir le,can
1043,wollen::V,tá ag iarraidh,want
1044,anfangen::V,tosaigh,start
1045,anfangen::V,cuir tús le,start
1046,beenden::V,críochnaigh,finish
1047,beenden::V,cuir deireadh le,finish
1048,aufhören::V,stad,stop
1049,gelingen::V,éirigh le,succeed
1050,geraten::V,tá deireadh ar,turn out
1051,öffnen::V,oscail,open
1052,schließen::V,dún,close
1053,schließen::V,iaigh,close
1054,stellen::V,cuir,put
1055,setzen::V,cuir,place
1056,setzen::V,socraigh,place
1057,legen::V,cuir,lay
1058,berühren::V,teagmhaigh le,touch
1059,verbinden::V,ceangail,connect
1060,bedecken::V,clúdaigh,cover
1061,bedecken::V,cumhdaigh,cover
1062,aufhängen::V,croch,hang up
1063,anzünden::V,las,light
1064,anzünden::V,adhain,light
1065,aufheben::V,tóg,pick up
1066,aufheben::V,ardaigh,pick up
1067,zurücklassen::V,fág,leave
1068,verlieren::V,caill,lose
1069,fallen lassen::V,lig uait,drop
1070,fallen lassen::V,caith uait,drop
1071,machen::V,déan,make
1072,machen::V,réitigh,make
1073,herstellen::V,táirg,produce
1074,bauen::V,tóg,build
1075,reparieren::V,deisigh,mend
1076,verbessern::V,feabhsaigh,improve
1077,ändern::V,athraigh,alter
1078,graben::V,tochail,dig
1079,beugen::V,crom,bow
1080,biegen::V,lúb,bend
1081,drehen::V,cas,spin
1082,wenden::V,tiontaigh,turn
1083,umdrehen::V,iompaigh,turn around
1084,umdrehen::V,tiontaigh,turn around
1085,heben::V,ardaigh,raise
1086,hochheben::V,tóg,lift
1087,ergreifen::V,beir ar,seize
1088,halten::V,coimeád,hold
1089,halten::V,coinnigh,hold
1090,drücken::V,brúigh,press
1091,schieben::V,brúigh,push
1092,kratzen::V,scríob,scrape
1093,lecken::V,ligh,lick
1094,lecken::V,leadhb,lick
1095,beißen::V,bain greim as,bite
1096,abreißen::V,stróic,tear off
1097,abreißen::V,tarraing,tear off
1098,abschneiden::V,scoith,cut off
1099,binden::V,ceangail,tie
1100,stecken::V,sáigh,stick
1101,brechen::V,bris,break
1102,klopfen::V,cnag,knock
1103,hauen::V,buail,hit
1104,kleben::V,gliúáil,glue
1105,reiben::V,cuimil,rub
1106,streichen::V,leath,spread
1107,schleifen::V,líomh,grind
1108,schneiden::V,gearr,cut
1109,rütteln::V,croith,jolt
1110,schütteln::V,croith,shake
1111,schwenken::V,luasc,swing
1112,schütten::V,doirt,pour
1113,füllen::V,líon,fill
1114,einwickeln::V,cuach,wrap
1115,einwickeln::V,clúdaigh,wrap
1116,tragen::V,iompair,carry
1117,schleppen::V,tarraing,drag
1118,ziehen::V,tarraing,pull
1119,aufbewahren::V,coinnigh,keep
1120,werfen::V,caith,throw
1121,fangen::V,ceap,catch
1122,packen::V,beir ar,grab
1123,verstecken::V,folaigh,hide
1124,verstecken::V,cuir i bhfolach,hide
1125,teilen::V,roinn,divide
1126,schicken::V,seol,send
1127,bringen::V,beir,bring
1128,bringen::V,tabhair,bring
1129,hinzufügen::V,cuir le,add
1130,bekommen::V,faigh,get
1131,erhalten::V,faigh,receive
1132,nehmen::V,tóg,take
1133,nehmen::V,glac,take
1134,wählen::V,pioc,choose
1135,wählen::V,roghnaigh,choose
1136,auswählen::V,roghnaigh,select
1137,bewahren::V,caomhnaigh,preserve
1138,behindern::V,cuir bac ar,hinder
1139,verderben::V,mill,spoil
1140,beschädigen::V,loit,damage
1141,beschädigen::V,déan damáiste do,damage
1142,zerbrechen::V,bris,break
1143,zerreißen::V,stiall,tear
1144,zerstören::V,mill,destroy
1145,zerstören::V,scrios,destroy
1146,verbrennen::V,las,burn
1147,verbrennen::V,dóigh,burn
1148,geben::V,tabhair,give
1149,reichen::V,sín,hand
1150,reichen::V,cuir,hand
1151,schenken::V,bronn,give
1152,schenken::V,tabhair,give
1153,versprechen::V,geall,promise
1154,wünschen::V,guigh,wish
1155,loben::V,mol,praise
1156,küssen::V,póg,kiss
1157,wiegen::V,bog,rock
1158,wiegen::V,luasc,rock
1159,zudecken::V,clúdaigh,cover
1160,wecken::V,dúisigh,wake
1161,zeigen::V,taispeáin,show
1162,führen::V,treoraigh,guide
1163,lehren::V,múin,teach
1164,lehren::V,teagasc,teach
1165,unterrichten::V,múin,instruct
1166,unterrichten::V,teagasc,instruct
1167,aufziehen::V,tóg,bring up
1168,leiten::V,tá i gceannas ar,lead
1169,antreiben::V,gríosaigh,urge
1170,lassen::V,cuir ag,let
1171,einladen::V,cuir cuireadh ar,invite
1172,vereinigen::V,aontaigh,unite
1173,besuchen::V,tabhair cuairt ar,visit
1174,treffen::V,cas ar,meet
1175,treffen::V,buail le,meet
1176,sich versammeln::V,bailigh,assemble
1177,sich versammeln::V,cruinnigh,assemble
1178,spielen::V,imir,play
1179,spielen::V,tá ag spraoi,play
1180,singen::V,can,sing
1181,tanzen::V,rinc,dance
1182,tanzen::V,damhsaigh,dance
1183,sich trennen::V,scar,separate
1184,verlassen::V,fág,leave
1185,retten::V,tarrtháil,rescue
1186,bewachen::V,cosain,guard
1187,bewachen::V,gardáil,guard
1188,schützen::V,cosain,protect
1189,verteidigen::V,cosain,defend
1190,sich schlagen::V,tá ag bruíon,brawl
1191,schießen::V,caith,shoot
1192,schießen::V,scaoil,shoot
1193,siegen::V,bain,win
1194,siegen::V,buaigh,win
1195,ärgern::V,cuir isteach ar,annoy
1196,schlagen::V,buail,beat
1197,treten::V,ciceáil,kick
1198,stechen::V,sáigh,sting
1199,stoßen::V,brúigh,shove
1200,stoßen::V,soncáil,shove
1201,stehlen::V,goid,steal
1202,stören::V,cuir isteach ar,disturb
1203,belästigen::V,cuir as do,bother
1204,verbergen::V,ceil,conceal
1205,täuschen::V,cuir dallamullóg ar,deceive
1206,betrügen::V,déan calaois ar,cheat
1207,töten::V,maraigh,kill
1208,wohnen::V,cuir faoi,dwell
1209,wohnen::V,tá ina chónaí,dwell
1210,arbeiten::V,oibrigh,work
1211,sammeln::V,bailigh,gather
1212,sammeln::V,cruinnigh,gather
1213,pflücken::V,pioc,pick
1214,jagen::V,seilg,hunt
1215,fischen::V,iasc,fish
1216,fassen::V,beir ar,catch
1217,hüten::V,aoirigh,herd
1218,treiben::V,seol,drive
1219,treiben::V,tiomáin,drive
1220,anbinden::V,ceangail,tie up
1221,füttern::V,cothaigh,feed
1222,füttern::V,beathaigh,feed
1223,melken::V,bligh,milk
1224,melken::V,crúigh,milk
1225,hacken::V,gearr,chop
1226,gießen::V,uiscigh,water
1227,reifen::V,aibigh,ripen
1228,zubereiten::V,cócaráil,cook
1229,kochen::V,bruith,boil
1230,kochen::V,beirigh,boil
1231,backen::V,bácáil,bake
1232,braten::V,róst,fry
1233,braten::V,frioch,fry
1234,umrühren::V,measc,stir
1235,stricken::V,cniotáil,knit
1236,nähen::V,fuaigh,sew
1237,färben::V,dathaigh,dye
1238,reinigen::V,glan,clean
1239,waschen::V,nigh,wash
1240,abwischen::V,glan,wipe
1241,spülen::V,sruthlaigh,rinse
1242,fegen::V,scuab,sweep
1243,kehren::V,scuab,sweep
1244,baden::V,folc,bath
1245,sich waschen::V,nigh é féin,wash
1246,ausziehen::V,bain de,take off
1247,anziehen::V,cuir ar,put on
1248,sich anziehen::V,gléas é féin,get dressed
1249,kämmen::V,cíor,comb
1250,schmücken::V,maisigh,decorate
1251,sagen::V,abair,say
1252,sprechen::V,labhair,speak
1253,reden::V,caintigh,talk
1254,sich unterhalten::V,caintigh,chat
1255,sich unterhalten::V,tá ag comhrá,chat
1256,fragen::V,fiafraigh,ask
1257,fragen::V,cuir ceist,ask
1258,bitten::V,iarr,request
1259,erzählen::V,inis,tell
1260,erzählen::V,eachtraigh,tell
1261,mitteilen::V,aithris,convey
1262,mitteilen::V,cuir in iúl,convey
1263,nennen::V,ainmnigh,name
1264,rufen::V,glaoigh,call
1265,prahlen::V,maígh,brag
1266,übersetzen::V,aistrigh,translate
1267,denken::V,síl,think
1268,denken::V,ceap,think
1269,glauben::V,creid,believe
1270,bemerken::V,tabhair faoi deara,notice
1271,erkennen::V,aithin,recognize
1272,begreifen::V,tuig,grasp
1273,verstehen::V,tuig,understand
1274,lernen::V,foghlaim,learn
1275,wissen::V,tá a fhios ag,know
1276,sich erinnern an::V,cuimhnigh ar,remember
1277,sich erinnern an::V,is cuimhne ar,remember
1278,vergessen::V,dearmad,forget
1279,messen::V,tomhais,measure
1280,zählen::V,cuntais,count
1281,rechnen::V,ríomh,calculate
1282,rechnen::V,áirigh,calculate
1283,lesen::V,léigh,read
1284,malen::V,péinteáil,paint
1285,zeichnen::V,línigh,draw
1286,zeichnen::V,tarraing,draw
1287,schreiben::V,scríobh,write
1288,besitzen::V,is le,own
1289,kaufen::V,ceannaigh,buy
1290,verkaufen::V,díol,sell
1291,bezahlen::V,íoc as,pay for
1292,zahlen::V,íoc,pay
1293,beherrschen::V,rialaigh,rule
1294,ertragen::V,seas,endure
1295,ertragen::V,fulaing,endure
1296,ertragen::V,foighnigh,endure
1297,Ader::N,,vein
1298,vorwärts::ADV,,forward
