,Concept_ID,sl,az
165,Maus::N,mìš,siçan
166,Wolf::N,vólk,qurd
167,Vogel::N,ptìč,quş
168,Vogel::N,ptíca,quş
169,Schwarm::N,játa,sürü
170,Huhn::N,kokóš,toyuq
171,Hahn::N,petêlin,xoruz
172,Gans::N,gós,qaz
173,Adler::N,ôrel,qartal
174,Adler::N,ôrel,qaraquş
175,Ente::N,ráca,ördək
176,Eule::N,sôva,bayquş
177,Kranich::N,žerjàv,durna
178,Krähe::N,vrána,qarğa
179,Kuckuck::N,kúkavica,ququ
180,Schwan::N,labód,qu quşu
181,Fisch::N,ríba,balıq
182,Barsch::N,ostríž,tar
183,Hecht::N,ščúka,durnabalığı
184,Schlange[Tier]::N,káča,ilan
185,Wurm::N,čr̀v,qurd
186,Wurm::N,glísta,qurd
187,Spinne::N,pájek,hörümçək
188,Ameise::N,mrávlja,qarışqa
189,Laus::N,úš,bit
190,Mücke::N,komár,ağcaqanad
191,Fliege::N,múha,milçək
192,Schmetterling::N,metúlj,kəpənək
193,Beere::N,jágoda,gilə
194,Apfel::N,jábolko,alma
195,Pilz::N,góba,göbələk
196,Zwiebel::N,čebúla,soğan
197,Saat::N,séme,əkin
198,Korn::N,zŕno,taxıl
199,Heu::N,senó,quru ot
200,Schale::N,lupína,qabıq
201,Grube::N,jáma,çuxur
202,Falle::N,pást,tələ
203,Falle::N,pást,duzaq
204,Schlinge::N,zánka,ilmək
205,Schlinge::N,pêtlja,ilmək
206,Spur::N,sléd,iz
207,Asche::N,pepél,kül
208,Dreck::N,bláto,kir
209,Eisen::N,želézo,dəmir
210,Gold::N,zlató,altun
211,Silber::N,srebró,gümüş
212,Kohle::N,ógel,kömür
213,Glas::N,stêklo,şüşə
214,Lehm::N,ílo,gil
215,Lehm::N,ílo,palçıq
216,Sand::N,pések,qum
217,Mensch::N,člôvek,adam
218,Mensch::N,člôvek,insan
219,Mann::N,móž,kişi
220,Mann::N,môški,kişi
221,Frau::N,gospá,qadın
222,Frau::N,žénska,qadın
223,Kind::N,déte,uşaq
224,Kind::N,otròk,uşaq
225,Junge::N,fànt,oğlan
226,Junge::N,déček,oğlan
227,Mädchen::N,deklè,qız
228,Mädchen::N,déklica,qız
229,Familie::N,družína,ailə
230,Großvater::N,dèd,baba
231,Großvater::N,dédek,baba
232,Großmutter::N,bábica,nənə
233,Eltern::N,stárši,valideyn
234,Vater::N,ôče,ata
235,Mutter::N,máma,ana
236,Sohn::N,sín,oğul
237,Tochter::N,hčí,qız
238,Tochter::N,hčérka,qız
239,Bruder::N,bràt,qardaş
240,Schwester::N,sêstra,bacı
241,Onkel::N,újec,əmi
242,Onkel::N,újec,dayı
243,Onkel::N,stríc,əmi
244,Onkel::N,stríc,dayı
245,Tante::N,têta,bibi
246,Tante::N,strína,bibi
247,Ehemann::N,móž,ər
248,Ehemann::N,sopróg,ər
249,Ehefrau::N,žêna,arvad
250,Ehefrau::N,sopróga,arvad
251,Freude::N,rádost,nəşə
252,Freude::N,rádost,sevinc
253,Freude::N,vesêlje,nəşə
254,Freude::N,vesêlje,sevinc
255,Gelächter::N,sméh,gülüş
256,Gelächter::N,sméh,qəhqəhə
257,Gelächter::N,grohòt,gülüş
258,Gelächter::N,grohòt,qəhqəhə
259,Glück::N,sréča,səadət
260,Glück::N,sréča,xoşbəxtlik
261,Kummer::N,gorjé,qəm
262,Kummer::N,gorjé,kədər
263,Wunsch::N,žêlja,arzu
264,Lust::N,poželênje,həvəs
265,Geist::N,dúša,ruh
266,Gedanke::N,mísel,fikir
267,Gedanke::N,mísel,düşüncə
268,Gedächtnis::N,pámet,xatir
269,Gedächtnis::N,pámet,hafizə
270,Sinn::N,pomèn,məna
271,Sinn::N,smísel,məna
272,Grund::N,vzròk,səbəb
273,Wahrheit::N,resníca,haqq
274,Wahrheit::N,resníca,doğruluq
275,Gespräch::N,pogóvor,söhbət
276,Gespräch::N,pogóvor,qonuşma
277,Märchen::N,právljica,nağıl
278,Erzählung::N,povést,hekayə
279,Nachricht::N,sporočílo,xəbər
280,Neuigkeit::N,novóst,xəbər
281,Neuigkeit::N,novóst,yenilik
282,Name::N,imé,ad
283,Rätsel::N,ugánka,tapmaca
284,Rede::N,góvor,nitq
285,Sprache::N,jêzik,dil
286,Stimme::N,glás,səs
287,Wort::N,beséda,söz
288,Wort::N,beséda,kəlmə
289,Zeichen::N,znák,nişan
290,Ruf::N,klíc,çığırtı
291,Lärm::N,hrúp,gurultu
292,Lärm::N,trúšč,gurultu
293,Laut::N,glás,səs
294,Ton::N,tón,ton
295,Lied::N,pésem,mahnı
296,Ruhe::N,pokòj,sakitlik
297,Leute::N,ljudjé,xalq
298,Volk::N,národ,millət
299,Arbeit::N,délo,iş
300,Arbeit::N,délo,əmək
301,Gast::N,gòst,qonaq
302,Gast::N,gòst,müsafir
303,Geschenk::N,darílo,hədiyyə
304,Spiel::N,ígra,oyun
305,Spiel::N,ígra,tamaşa
306,Gesellschaft::N,drúžba,cəmiyyet
307,Hilfe::N,pomóč,kömək
308,Hilfe::N,pomóč,yardım
309,Freund::N,prijátelj,dost
310,Kamerad::N,továriš,yoldaş
311,Angelegenheit::N,zadéva,iş
312,Anzahl::N,števílo,say
313,Art::N,vŕsta,çeşid
314,Stück::N,kós,dənə
315,Stück::N,kós,parça
316,Teil::N,dél,qisim
317,Hälfte::N,polovíca,yarım
318,Kreis::N,króg,dairə
319,Kreis::N,kolobár,dairə
320,Kreuz::N,kríž,xaç
321,Linie::N,próga,xətt
322,Strich::N,čŕta,cızıq
323,Abstand::N,preslédek,məsafə
324,Entfernung::N,oddáljenost,məsafə
325,Entfernung::N,oddáljenost,uzaqlıq
326,Gegend::N,kràj,bölgə
327,Gegend::N,dežêla,bölgə
328,Platz::N,prôstor,yer
329,Ort::N,mésto,yer
330,Seite::N,bòk,yan
331,Seite::N,bòk,tərəf
332,Seite::N,strán,yan
333,Seite::N,strán,tərəf
334,Mitte::N,sredína,orta
335,Gegenstand::N,prédmet,şey
336,Sache::N,réč,şey
337,Sache::N,stvár,şey
338,Rand::N,kràj,kənar
339,Kante::N,rób,tiyə
340,Kante::N,rób,kənar
341,Ecke::N,vogál,bucaq
342,Spitze::N,óst,uc
343,Ende::N,kônec,son
344,Ende::N,kônec,axır
345,Loch::N,lúknja,deşik
346,Winkel::N,kót,guşə
347,Muster::N,vzórec,ülgü
348,Größe::N,veličína,böyüklük
349,Länge::N,dolžína,uzunluq
350,Höhe::N,vršína,yüksəklik
351,Gewicht::N,téža,çəki
352,Gewicht::N,téža,ağırlıq
353,Menge::N,količína,miqdar
354,Haufen::N,kùp,yığın
355,Haufen::N,kopíca,yığın
356,Reihe::N,níz,səf
357,Reihe::N,níz,sıra
358,Reihe::N,vŕsta,səf
359,Reihe::N,vŕsta,sıra
360,Boot::N,čóln,qayıq
361,Ruder::N,vêslo,kürək
362,Schlitten::N,saní,kirşə
363,Ski::N,smučí,xizək
364,Lagerfeuer::N,táborni ôgenj,düşərgə tonqalı
365,Last::N,tôvor,yük
366,Gang::N,hòd,yeriş
367,Schritt::N,korák,addım
368,Norden::N,séver,şimal
369,Süden::N,júg,cənub
370,Westen::N,zapàd,qərb
371,Osten::N,vzhòd,şərq
372,Holz::N,lés,ağac
373,Holz::N,lés,taxta
374,Brett::N,deskà,taxta
375,Platte::N,plôča,lövhə
376,Stütze::N,opóra,dayaq
377,Stütze::N,opóra,dəstək
378,Stütze::N,zaslómba,dayaq
379,Stütze::N,zaslómba,dəstək
380,Stange::N,gréd,şüvül
381,Stock::N,pálica,dəyənək
382,Stab::N,pálica,əsa
383,Stab::N,pálica,şüvül
384,Rohr::N,cév,boru
385,Rohr::N,cév,truba
386,Haus::N,híša,ev
387,Heim::N,dóm,ev
388,Ofen::N,péč,peç
389,Ofen::N,péč,soba
390,Fußboden::N,pòd,döşəmə
391,Tisch::N,míza,masa
392,Stuhl::N,stòl,stul
393,Wiege::N,zíbel,beşik
394,Bett::N,póstelja,yataq
395,Regal::N,políca,rəf
396,Kiste::N,zabòj,yeşik
397,Kiste::N,zabòj,sandıq
398,Fenster::N,ôkno,pəncərə
399,Tür::N,vráta,qapı
400,Tor::N,velíka vráta,darvaza
401,Zaun::N,ográja,çəpər
402,Dach::N,stréha,dam
403,Leiter::N,léstev,nərdivan
404,Besen::N,mêtla,süpürgə
405,Spaten::N,lopáta,kürək
406,Schaufel::N,lopáta,kürək
407,Gabel::N,vílice,çəngəl
408,Löffel::N,žlíca,qaşıq
409,Messer::N,nòž,bıçaq
410,Nagel::N,žebèlj,mıx
411,Netz::N,mréža,tor
412,Haken::N,kljúka,çəngəl
413,Griff::N,ročáj,qulp
414,Griff::N,ročáj,tutacaq
415,Griff::N,oprijèm,qulp
416,Griff::N,oprijèm,tutacaq
417,Schloss::N,ključávnica,qıfıl
418,Bild::N,slíka,rəsm
419,Figur::N,figúra,şəkil
420,Figur::N,figúra,heykəl
421,Figur::N,postáva,şəkil
422,Figur::N,postáva,heykəl
423,Puppe::N,lútka,kukla
424,Puppe::N,lútka,gəlincik
425,Beutel::N,môšnja,kisə
426,Beutel::N,môšnja,torba
427,Bündel::N,cúla,bağlama
428,Bündel::N,svéženj,bağlama
429,Tasche::N,tórba,çanta
430,Tasche::N,tobôlec,çanta
431,Eimer::N,vêdro,vedrə
432,Eimer::N,vêdro,çəllək
433,Deckel::N,pokròv,qapaq
434,Deckel::N,poklópec,qapaq
435,Geschirr::N,posóda,qab-qazan
436,Sack::N,vréča,çuval
437,Tasse::N,skodélica,fincan
438,Topf::N,lônec,qazan
439,Kessel::N,kôtel,qazan
440,Essen::N,hrána,yemək
441,Nahrung::N,živílo,qida
442,Speise::N,jéd,xörək
443,Fleisch::N,mesó,ət
444,Getreide::N,žíto,taxıl
445,Brei::N,káša,aş
446,Brei::N,káša,sıyıq
447,Brot::N,krùh,çörək
448,Scheibe::N,réženj,dilim
449,Fett::N,mást,yağ
450,Fett::N,maščôba,yağ
451,Butter::N,máslo,kərə yağı
452,Öl::N,ólje,yağ
453,Salz::N,sól,duz
454,Suppe::N,júha,şorba
455,Honig::N,méd,bal
456,Milch::N,mléko,süd
457,Tee::N,čáj,çay
458,Leder::N,úsnje,dəri
459,Wolle::N,vólna,yun
460,Stoff::N,blagó,qumaş
461,Nadel::N,ígla,iynə
462,Faden::N,nít,sap
463,Knopf::N,gúmb,düymə
464,Knoten::N,vôzel,düyün
465,Farbe::N,bárva,boya
466,Kleidung::N,obléka,geyim
467,Hemd::N,srájca,köynək
468,Kragen::N,ovrátnik,yaxa
469,Ärmel::N,rokáv,qol
470,Hose::N,hláče,şalvar
471,Gürtel::N,pás,kəmər
472,Mütze::N,kápa,şapka
473,Mütze::N,čépica,şapka
474,Schuh::N,čévelj,tufli
475,Schuh::N,čévelj,ayaqqabı
476,Stiefel::N,škórenj,çəkmə
477,Ring::N,pŕstan,üzük
478,Band::N,trák,lent
479,Kamm::N,glavník,daraq
480,Spiegel::N,zrcálo,güzgü
481,Spiegel::N,ogledálo,güzgü
482,Riemen::N,jêrmen,qayış
483,Schnur::N,vŕvca,ip
484,Leine::N,konôpec,kəmsik
485,Decke::N,odéja,ədyal
486,Decke::N,odéja,yorğan
487,Kissen::N,blazína,yastıq
488,Tuch::N,pŕt,şarf
489,Tuch::N,pŕt,kaşne
490,Tuch::N,rúta,şarf
491,Tuch::N,rúta,kaşne
492,Handtuch::N,brisáča,dəsmal
493,Kraft::N,síla,güc
494,Stärke::N,jákost,qüvvət
495,Gesundheit::N,zdrávje,sağlamlıq
496,Krankheit::N,bolézen,xəstəlik
497,Schmerz::N,ból,ağrı
498,Schmerz::N,ból,sancı
499,Schmerz::N,bolečína,ağrı
500,Schmerz::N,bolečína,sancı
501,Wunde::N,rána,yara
502,Fieber::N,vročína,isitmə
503,Fieber::N,vročína,qızdırma
504,Arznei::N,lék,ilaç
505,Arznei::N,lék,dərman
506,Arznei::N,zdravílo,ilaç
507,Arznei::N,zdravílo,dərman
508,Brücke::N,móst,körpü
509,Brunnen::N,vodnják,quyu
510,Weide::N,páša,otlaq
511,Pfad::N,stezà,cığır
512,Weg::N,pót,yol
513,Straße::N,césta,küçə
514,Dorf::N,vás,kənd
515,Stadt::N,mésto,şəhər
516,Brief::N,písmo,məktub
517,Buch::N,knjíga,kitab
518,Buchstabe::N,čŕka,hərf
519,Zeitung::N,čásnik,qəzet
520,Leben::N,življênje,həyat
521,Tod::N,smŕt,ölüm
522,Grab::N,gròb,qəbir
523,Kirche::N,cérkev,kilsə
524,Sünde::N,gréh,günah
525,Gott::N,bóg,tanrı
526,Arbeiter::N,délavec,işçi
527,Chef::N,šéf,şef
528,Chef::N,šéf,rəis
529,Meister::N,mójster,usta
530,Arzt::N,zdravník,həkim
531,Arzt::N,zdravník,doktor
532,Lehrer::N,učítelj,müəllim
533,Geld::N,denár,pul
534,Geschäft::N,kupčíja,ticarət
535,Laden::N,trgovína,dükan
536,Preis::N,céna,qiymət
537,Ware::N,róba,mal
538,Nutzen::N,príd,fayda
539,Reichtum::N,bogástvo,zənginlik
540,Welt::N,svét,aləm
541,Welt::N,svét,dünya
542,Land::N,dežêla,ölkə
543,Staat::N,držáva,dövlət
544,König::N,králj,kral
545,König::N,králj,məlik
546,Macht::N,oblást,qüdrət
547,Grenze::N,mêja,hüdud
548,Grenze::N,mêja,sərhət
549,Krieg::N,vôjna,hərb
550,Krieg::N,vôjna,müharibə
551,Feind::N,sovrážnik,düşmən
552,Gewalt::N,nasílje,cəbr
553,Kampf::N,bòj,savaş
554,Kampf::N,bórba,savaş
555,Bogen[Waffe]::N,lók,yay
556,Pfeil::N,puščíca,ox
557,Gewehr::N,púška,tüfəng
558,Fehler::N,zmóta,xəta
559,Lüge::N,láž,yalan
560,Schaden::N,okvára,ziyan
561,Unglück::N,nesréča,bəla
562,Schuld::N,krívda,təqsir
563,Alter::N,dôba,yaş
564,Schluss::N,kônec,son
565,Zeit::N,čàs,vaxt
566,Zeit::N,čàs,zaman
567,Tag::N,dán,gün
568,Morgen::N,jútro,sabah
569,Mittag::N,póldan,günorta
570,Abend::N,večér,axşam
571,Nacht::N,nóč,gecə
572,Woche::N,téden,həftə
573,Monat::N,mésec,ay
574,Jahr::N,léto,il
575,Frühling::N,pomlád,yaz
576,Frühling::N,pomlád,bahar
577,Sommer::N,polétje,yay
578,Herbst::N,jesén,payız
579,Winter::N,zíma,qış
580,Januar::N,jánuar,Janvar
581,Februar::N,fébruar,Fevral
582,März::N,márec,Mart
583,April::N,apríl,Aprel
584,Mai::N,máj,May
585,Juni::N,júnij,İyun
586,Juli::N,júlij,İyul
587,August::N,avgúst,Avqust
588,September::N,septêmber,Sentyabr
589,Oktober::N,október,Oktyabr
590,November::N,novêmber,Noyabr
591,Dezember::N,decémber,Dekabr
592,Montag::N,ponedéljek,bazar ertəsi
593,Dienstag::N,tôrek,çərşənbə axşamı
594,Mittwoch::N,sréda,çərşənbə
595,Donnerstag::N,četŕtek,cüme axşamı
596,Freitag::N,pétek,cüme
597,Samstag::N,sobóta,şənbə
598,Sonntag::N,nedélja,bazar
599,groß::A,vêlik,böyük
600,klein::A,májhen,kiçik
601,lang::A,dólg,uzun
602,kurz::A,krátek,qısa
603,breit::A,širòk,enli
604,breit::A,širòk,geniş
605,schmal::A,ózek,dar
606,dicht::A,góst,sıx
607,dick[Gegenstand]::A,dêbel,qalın
608,dünn::A,tánek,nazik
609,fein::A,drôben,incə
610,fest::A,tŕden,bərk
611,fest::A,tŕden,möhkəm
612,flach::A,plán,düz
613,flach::A,plòsk,düz
614,glatt::A,gládek,hamar
615,hart::A,tŕd,sərt
616,weich::A,mehák,yumşaq
617,rund::A,okrógel,yuvarlaq
618,spitz::A,šílast,uclu
619,spitz::A,šílast,sivri
620,scharf::A,óster,kəskin
621,stumpf::A,tóp,küt
622,stumpf::A,skŕhan,küt
623,schwer::A,têžek,ağır
624,schön::A,lép,gözəl
625,schön::A,lép,gəşəng
626,schön::A,krásen,gözəl
627,schön::A,krásen,gəşəng
628,heiß::A,vròč,isti
629,warm::A,tôpel,ilıq
630,kalt::A,mŕzel,soyuq
631,kalt::A,hláden,soyuq
632,kühl::A,hláden,sərin
633,frisch::A,svéž,təzə
634,feucht::A,vlážen,nəm
635,nass::A,móker,yaş
636,trocken::A,súh,quru
637,voll::A,póln,dolu
638,leer::A,prázen,boş
639,offen::A,odpŕt,açıq
640,geschlossen::A,zapŕt,qapalı
641,sauber::A,číst,təmiz
642,sauber::A,líčen,təmiz
643,schmutzig::A,umázan,kirli
644,roh::A,suròv,çiy
645,reif::A,zrèl,yetişmiş
646,lecker::A,okúsen,dadlı
647,lecker::A,okúsen,ləzzətli
648,süß::A,sládek,şirin
649,bitter::A,grenák,acı
650,sauer::A,kísel,turş
651,hell::A,svetèl,aydın
652,dunkel::A,temèn,qaranlıq
653,schwarz::A,čŕn,qara
654,weiß::A,bél,ağ
655,rot::A,rdèč,qırmızı
656,gelb::A,žólt,sarı
657,gelb::A,rumèn,sarı
658,blau::A,móder,göy
659,blau::A,móder,mavi
660,grün::A,zelèn,yaşıl
661,grau::A,sív,boz
662,bunt::A,písan,əlvan
663,bunt::A,písan,rəngli
664,billig::A,pocéni,ucuz
665,teuer::A,drág,bahalı
666,wertvoll::A,dragocén,qiymətli
667,blind::A,slép,kor
668,taub::A,glúh,kar
669,kräftig::A,močán,güclü
670,stark::A,ják,qüvvətli
671,schwach::A,šíbek,zəif
672,schwach::A,šíbek,gücsüz
673,fett::A,dêbel,şişman
674,schlank::A,vítek,zərif
675,hübsch::A,lép,göyçək
676,böse::A,zèl,fəna
677,böse::A,hudôben,fəna
678,dumm::A,glúp,axmaq
679,dumm::A,bédast,axmaq
680,faul::A,lén,tənbəl
681,fleißig::A,marljív,çalışqan
682,geizig::A,škŕt,xəsis
683,klug::A,pámeten,ağıllı
684,geschickt::A,spréten,bacarıqlı
685,lieb::A,míl,əziz
686,lieb::A,míl,sevimli
687,lieb::A,ljúb,əziz
688,lieb::A,ljúb,sevimli
689,lustig::A,vesél,məzəli
690,lustig::A,vesél,gülməli
691,sanft::A,láhek,mülayim
692,hungrig::A,láčen,ac
693,krank::A,bolán,xəstə
694,nackt::A,nág,çılpaq
695,traurig::A,túžen,qəmgin
696,traurig::A,túžen,kədərli
697,lebendig::A,žív,canlı
698,gut::A,dóber,yaxşı
699,schlecht::A,malopríden,pis
700,richtig::A,pravílen,doğru
701,schlimm::A,húd,fəna
702,wahr::A,resníčen,gərçək
703,alt::A,stàr,əski
704,alt::A,stàr,köhnə
705,neu::A,nòv,yeni
706,ehemalig::A,nekdánji,əvvəlki
707,alt[Lebewesen]::A,stàr,qoca
708,jung::A,mlád,gənc
709,arm::A,ubóg,kasıb
710,arm::A,ubóg,yoxsul
711,arm::A,réven,kasıb
712,arm::A,réven,yoxsul
713,reich::A,bogàt,zəngin
714,bekannt::A,znán,tanış
715,berühmt::A,sláven,məşhur
716,berühmt::A,znamenít,məşhur
717,fremd::A,túj,yad
718,verschieden::A,razlíčen,dürlü
719,nah::A,blížnji,yaxın
720,fern::A,dáleč,uzaq
721,linker::A,lévi,sol
722,rechter::A,désni,sağ
723,anderer::A,drúgi,başqa
724,erster::A,pŕvi,birinci
725,zweiter::A,drúgi,ikinci
726,dritter::A,trétji,üçüncü
727,letzter::A,poslédnji,sonuncu
728,letzter::A,poslédnji,axırıncı
729,allein::ADV,sám,tək
730,allein::ADV,sám,yalqız
731,auf einmal::ADV,obênem,birdən
732,zusammen::ADV,skúpaj,birlikdə
733,lange::ADV,dólgo,uzun
734,plötzlich::ADV,náglo,qəfildən
735,plötzlich::ADV,nenádoma,qəfildən
736,sofort::ADV,prècej,həmən
737,sofort::ADV,prècej,dərhal
738,später::ADV,poznêje,sonra
739,jetzt::ADV,zdàj,indi
740,heute::ADV,dánes,bugün
741,morgen::ADV,jútri,sabah
742,bald::ADV,kmálu,yaxında
743,bald::ADV,kmálu,tezliklə
744,dann::ADV,nató,onda
745,gestern::ADV,včéraj,dünən
746,einst::ADV,nékdaj,əvvəllər
747,damals::ADV,tedàj,o vaxt
748,damals::ADV,takràt,o vaxt
749,danach::ADV,potèm,sonra
750,vorher::ADV,poprèj,qabaqcadan
751,zuerst::ADV,spŕva,əvvəl
752,einmal::ADV,ênkrat,bir dəfə
753,manchmal::ADV,včásih,hərdənbir
754,oft::ADV,pogósto,tez-tez
755,oft::ADV,pogósto,çox vaxt
756,immer::ADV,védno,daimi
757,immer::ADV,védno,həmişə
758,immer::ADV,zméraj,daimi
759,immer::ADV,zméraj,həmişə
760,niemals::ADV,nikdàr,əsla
761,niemals::ADV,nikdàr,heç bir zaman
762,hier::ADV,tù,bura
763,hier::ADV,tù,burada
764,hier::ADV,túkaj,bura
765,hier::ADV,túkaj,burada
766,hierhin::ADV,sèmkaj,buraya
767,von hier::ADV,od tú,buradan
768,dort::ADV,tàm,ora
769,dort::ADV,tàm,orada
770,dorthin::ADV,tjà,oraya
771,geradeaus::ADV,rávno napréj,düz
772,vorwärts::ADV,napréj,irəli
773,rückwärts::ADV,zádaj,geri
774,zurück::ADV,nazáj,geriyə
775,unten::ADV,dôli,aşağıda
776,unten::ADV,spôdaj,aşağıda
777,hinab::ADV,dôl,aşağı
778,oben::ADV,gôri,yuxarıda
779,oben::ADV,zgôraj,yuxarıda
780,hinauf::ADV,gôr,yuxarı
781,überall::ADV,povsód,hər yerdə
782,nicht::ADV,ne,-ma-
783,ein wenig::ADV,málo,bir az
784,kaum::ADV,kómaj,güclə
785,sehr::ADV,zeló,çox
786,so::ADV,takó,belə
787,noch::ADV,še,hələ
788,nur::ADV,samó,yalnız
789,schon::ADV,žè,artıq
790,wieder::ADV,spét,yenə
791,vergebens::ADV,zamàn,boş yerə
792,vergebens::ADV,zastónj,boş yerə
793,vor::PRP,pred,önündə
794,hinter::PRP,za,arxasında
795,unter::PRP,pod,altında
796,durch::PRP,skózi,içindən
797,neben::PRP,kràj,yanında
798,neben::PRP,póleg,yanında
799,zwischen::PRP,med,arasında
800,zwischen::PRP,izmed,arasında
