,Concept_ID,ko,en
883,drücken::V,누르다,press
884,schieben::V,밀다,push
885,kratzen::V,긁다,scrape
886,lecken::V,핥다,lick
887,beißen::V,물다,bite
888,abschneiden::V,귾어내다,cut off
889,binden::V,매다,tie
890,stecken::V,찌르다,stick
891,brechen::V,금,break
892,klopfen::V,치다,knock
893,hauen::V,때리다,hit
894,kleben::V,들러붙다,glue
895,reiben::V,문지르다,rub
896,streichen::V,쓰다듬다,spread
897,schleifen::V,갈다,grind
898,schneiden::V,베다,cut
899,rütteln::V,흔들다,jolt
900,schütteln::V,흔들다,shake
901,schwenken::V,흔들다,swing
902,schütten::V,따르다,pour
903,füllen::V,담다,fill
904,einwickeln::V,싸다,wrap
905,tragen::V,지우다,carry
906,schleppen::V,끌다,drag
907,ziehen::V,당기다,pull
908,aufbewahren::V,간직하다,keep
909,werfen::V,던지다,throw
910,fangen::V,밥다,catch
911,packen::V,쥐다,grab
912,verstecken::V,숨기다,hide
913,teilen::V,나누다,divide
914,schicken::V,보내다,send
915,bringen::V,가겨,bring
916,hinzufügen::V,부가하다,add
917,bekommen::V,얻다,get
918,erhalten::V,지니다,receive
919,nehmen::V,잡다,take
920,wählen::V,선거하다,choose
921,auswählen::V,선출하다,select
922,bewahren::V,저장보종,preserve
923,behindern::V,훼방하다,hinder
924,verderben::V,못쓰게 되다,spoil
925,beschädigen::V,상하게하다,damage
926,zerbrechen::V,깨뜨리다,break
927,zerreißen::V,잡아쫓다,tear
928,zerstören::V,파괴하다,destroy
929,verbrennen::V,소실하다,burn
930,geben::V,주다,give
931,reichen::V,내일다,hand
932,schenken::V,주다,give
933,versprechen::V,약속하다,promise
934,wünschen::V,바라다,wish
935,loben::V,칭찬하다,praise
936,küssen::V,키스하다,kiss
937,wiegen::V,어르다,rock
938,zudecken::V,뚜꺼을하다,cover
939,wecken::V,깨우다,wake
940,zeigen::V,보이다,show
941,führen::V,가게하다,guide
942,lehren::V,가르치다,teach
943,unterrichten::V,가르지다,instruct
944,aufziehen::V,사육하다,bring up
945,leiten::V,이끌다,lead
946,antreiben::V,몰다,urge
947,lassen::V,내버려두다,let
948,einladen::V,초청하다,invite
949,vereinigen::V,하나로하다,unite
950,besuchen::V,방문하다,visit
951,treffen::V,만나다,meet
952,sich versammeln::V,조립하다,assemble
953,spielen::V,눌다,play
954,singen::V,노래하다,sing
955,tanzen::V,춤추하다,dance
956,sich trennen::V,가르다,separate
957,verlassen::V,버림받은,leave
958,retten::V,구조하다,rescue
959,bewachen::V,치키다,guard
960,schützen::V,보호하다,protect
961,verteidigen::V,막다,defend
962,sich schlagen::V,치다,brawl
963,schießen::V,쏘다,shoot
964,siegen::V,이기다,win
965,ärgern::V,성을내게하다,annoy
966,schlagen::V,치다,beat
967,treten::V,디디다,kick
968,stechen::V,찌르다,sting
969,stoßen::V,찌르다,shove
970,stehlen::V,훔치다,steal
971,stören::V,움직이다,disturb
972,belästigen::V,괴롭히다,bother
973,verbergen::V,숨기다,conceal
974,täuschen::V,속이다,deceive
975,betrügen::V,속이다,cheat
976,töten::V,죽이다,kill
977,wohnen::V,실다,dwell
978,arbeiten::V,일하다,work
979,sammeln::V,모으다,gather
980,pflücken::V,꿔다,pick
981,jagen::V,사냥하다,hunt
982,fischen::V,고기를잡다,fish
983,fassen::V,움켜쥐다,catch
984,hüten::V,망보다,herd
985,treiben::V,몰아세우다,drive
986,anbinden::V,묶다,tie up
987,füttern::V,사료를주다,feed
988,melken::V,젖을짜다,milk
989,hacken::V,자르다,chop
990,gießen::V,물을대다,water
991,reifen::V,성숙하다,ripen
992,zubereiten::V,조제하다,cook
993,kochen::V,요리하다,boil
994,backen::V,쿱다,bake
995,braten::V,굽다,fry
996,umrühren::V,교반하다,stir
997,stricken::V,뜨개질하다,knit
998,nähen::V,꿰매다,sew
999,färben::V,채색하다,dye
1000,reinigen::V,청소하다,clean
1001,waschen::V,씻다,wash
1002,abwischen::V,닦다,wipe
1003,spülen::V,씻다,rinse
1004,fegen::V,소체하다,sweep
1005,kehren::V,청소하다,sweep
1006,baden::V,감다,bath
1007,sich waschen::V,모믈 씻다,wash
1008,ausziehen::V,벗다,take off
1009,anziehen::V,끌어움직이다,put on
1010,kämmen::V,빗다,comb
1011,schmücken::V,치레하다,decorate
1012,sagen::V,말하다,say
1013,sprechen::V,말하다,speak
1014,reden::V,이야기하다,talk
1015,fragen::V,질문하다,ask
1016,bitten::V,원하다,request
1017,erzählen::V,이야기하다,tell
1018,mitteilen::V,이야기하다,convey
1019,nennen::V,부르다,name
1020,rufen::V,불러내다,call
1021,prahlen::V,자랑하다,brag
1022,übersetzen::V,번역하다,translate
1023,denken::V,생각하다,think
1024,glauben::V,믿다,believe
1025,bemerken::V,인자하다,notice
1026,erkennen::V,인식하다,recognize
1027,begreifen::V,파악하다,grasp
1028,verstehen::V,이해하다,understand
1029,lernen::V,배우다,learn
1030,wissen::V,알다,know
1031,sich erinnern an::V,상기하다,remember
1032,vergessen::V,잊다,forget
1033,messen::V,측정하다,measure
1034,zählen::V,세다,count
1035,rechnen::V,게산하다,calculate
1036,lesen::V,읽다,read
1037,malen::V,그리다,paint
1038,zeichnen::V,소묘하다,draw
1039,schreiben::V,쓰다,write
1040,besitzen::V,소유하다,own
1041,kaufen::V,사다,buy
1042,verkaufen::V,팔다,sell
1043,bezahlen::V,지불하다,pay for
1044,zahlen::V,치르다,pay
1045,beherrschen::V,지배하다,rule
1046,ertragen::V,참다,endure
1047,Raureif::N,,hoarfrost
1048,Grube::N,,pit
1049,Lust::N,,desire
1050,Nachricht::N,,message
1051,klug::A,,clever
1052,von hier::ADV,,hence
1053,müde werden::V,,get tired
1054,krank werden::V,,fall ill
1055,krank sein::V,,be ill
1056,abreißen::V,,tear off
1057,sich anziehen::V,,get dressed
1058,sich unterhalten::V,,chat
