,Concept_ID,ady,zh
711,sich drehen::V,зыгъэчэрэгъу́н,转动
712,schwanken::V,хъые́н,摇摆
713,schwingen::V,зыгъэхъые́н,摇
714,fallen::V,къефэхы́н,坠落
715,brennen::V,стын,燃烧
716,rauchen::V,ӏугъо къикӏын,冒烟
717,regnen::V,къещхы́н,下雨
718,gefrieren::V,дыкъын,结冰
719,tauen::V,жъун,融化
720,schmelzen::V,ткӏун,溶化
721,trocknen::V,гъушъы́н,变干
722,trocknen::V,чъэпхъу́н,变干
723,sieden::V,жъон,煮
724,faulen::V,шъун,腐烂
725,verfaulen::V,шъун,腐烂
726,reißen::V,зэӏэтхъы́н,撕
727,versinken::V,чӏихьан,下沉
728,vergehen::V,блэкӏы́н,流逝
729,erscheinen::V,къэлъэгъон,出现
730,verschwinden::V,кӏодыжьы́н,消失
731,abnehmen::V,къыкӏичын,减少
732,zunehmen::V,хэхъо́н,增加
733,steigen::V,къежьэн,上升
734,wachsen::V,хэхъо́н,生长
735,wachsen::V,къэкӏы́н,生长
736,glänzen::V,цӏыу́н,发光
737,funkeln::V,жъыу́н,闪烁
738,lärmen::V,бырсыры́н,吵闹
739,läuten::V,теон,响
740,klingeln::V,теон,按铃
741,brausen::V,шъуин,疾驶
742,rauschen::V,макъэ гъэӏун,
743,klingen::V,къыхэӏукӏын,听起来
744,bellen::V,хьакъу́н,吠
745,heulen::V,быун,嗥
746,blasen::V,епщэ́н,吹
747,pfeifen::V,шъуин,吹口哨
748,schreien::V,куо́н,叫喊
749,schreien::V,кӏыи́н,叫喊
750,stöhnen::V,щэӏун,呻吟
751,zittern::V,кӏэзэзын,颤抖
752,leben::V,псэу́н,生存
753,geboren werden::V,къэхъун,出生
754,atmen::V,жьы къэщэ́н,呼吸
755,trinken::V,ешъо́н,喝
756,essen::V,шхын,吃
757,schlucken::V,бдырыин,咽
758,müde werden::V,пшъын,疲倦
759,einschlafen::V,хэчъыен,入睡
760,schlafen::V,чъые́н,睡觉
761,aufwachen::V,къэущы́н,睡醒
762,aufstehen::V,уцу́н,起床
763,sich erholen::V,зыгъэпсэфын,休养
764,krank werden::V,сымаджэ́ хъун,生病
765,krank sein::V,сымэджэ́н,生病
766,schmerzen::V,сымэджэ́н,疼痛
767,husten::V,пскэ́н,咳
768,genesen::V,хъужьын,痊愈
769,sterben::V,лӏэн,死
770,umkommen::V,хэкӏодэн,丧命
771,sich bewegen::V,хъые́н,移动
772,sich rühren::V,хъые́н,动弹
773,sich erheben::V,къэтэджын,站起
774,sich setzen::V,тӏысы́н,坐
775,hinfallen::V,ебэджы́н,跌倒
776,laufen::V,кӏон,步行
777,schreiten::V,кӏон,迈步
778,spazierengehen::V,къэкӏухьэн,散步
779,eilen::V,гузэжъон,急忙
780,sich beeilen::V,гуӏэ́н,赶快
781,sausen::V,псынкӏэ́у чъэн,疾驰
782,rennen::V,чъэн,奔跑
783,springen::V,пкӏэн,跳
784,klettern::V,дэцохъоен,攀缘
785,schaukeln::V,уешӏэн,荡秋千
786,kriechen::V,цохъо́н,爬行
787,schwimmen::V,есы́н,游泳
788,tauchen::V,зычӏэгъэо́н,潜水
789,rudern::V,къошъо бэщкӏэ фын,划船
790,fahren::V,кӏон,行驶
791,fliegen::V,быбы́н,飞
792,gehen::V,кӏон,走
793,weggehen::V,ӏукӏын,离去
794,abfahren::V,ежьэн,出发
795,anhalten::V,къэуцу́н,停住
796,hineingehen::V,ихьан,进去
797,eintreten::V,чӏэхьан,进入
798,kommen::V,къэкӏо́н,来
799,ankommen::V,къэсы́н,到达
800,zurückkommen::V,гъэзэжьын,回来
801,bleiben::V,къэнэ́н,停留
802,warten::V,пэплъэ́н,等
803,erwarten::V,ежэн,等候
804,suchen::V,лъыхъу́н,找
805,finden::V,къэгъоты́н,找到
806,finden::V,къыхэгъэщы́н,找到
807,versuchen::V,пылъы́н,尝试
808,vorbereiten::V,гъэхьазыры́н,预备
809,lieben::V,шӏу плъэгъу́н,爱
810,mögen::V,шӏу плъэгъу́н,喜欢
811,lachen::V,щхын,笑
812,rühren::V,гур гъэузын,
813,weinen::V,гъын,哭
814,schimpfen::V,хъонэн,骂
815,sich ärgern::V,губжы́н,生气
816,sich fürchten::V,щынэ́н,害怕
817,fürchten::V,щынэ́н,害怕
818,sehen::V,льэгъу́н,看
819,anschauen::V,плъэн,注视
820,anschauen::V,еплъы́н,注视
821,ansehen::V,плъэн,注视
822,hören::V,зэхэхын,听
823,zuhören::V,дэӏо́н,倾听
824,probieren::V,хэӏэн,尝
825,riechen::V,пэмэ́н,闻
826,fühlen::V,зэхэпшӏэн,感到
827,scheinen::V,уащыхъу́н,照耀
828,scheinen::V,уашӏошӏы́н,照耀
829,zu sehen sein::V,зэрэлъэгъу́н,可以看到
830,vernehmen::V,зэхэхын,审讯
831,frieren::V,дыкъын,觉得冷
832,frieren::V,пӏыкӏэн,觉得冷
833,frieren::V,чъыӏэ́ лӏэн,觉得冷
834,tun::V,шӏын,作
835,können::V,лъэкӏы́н,能
836,wollen::V,фэе́н,要
837,anfangen::V,ублэн,开始
838,beenden::V,ухы́н,结束
839,aufhören::V,щыгъэтын,停止
840,gelingen::V,хъун,成功
841,öffnen::V,ӏухы́н,打开
842,schließen::V,игъэсэн,关
843,stellen::V,бгъэуцун,放
844,setzen::V,гъэтӏысы́н,放
845,legen::V,хэлъхьа́н,摆
846,berühren::V,эӏэн,触
847,berühren::V,нэсын,触
848,verbinden::V,зэхэпхэ́н,联结
849,verbinden::V,пхын,联结
850,bedecken::V,техъо́н,覆盖
851,aufhängen::V,пылъэ́н,挂
852,anzünden::V,хэгъэнэ́н,点
853,zurücklassen::V,къэгъэнэ́н,遗留
854,verlieren::V,чӏэ́нэн,丧失
855,verlieren::V,шӏокӏоды́н,丧失
856,fallen lassen::V,чӏэунэн,让掉下
857,fallen lassen::V,пӏэпызын,让掉下
858,machen::V,шӏын,做
859,herstellen::V,шӏы́н,生产
860,bauen::V,шӏы́н,建造
861,reparieren::V,дыжьы́н,修理
862,verbessern::V,нахьышӏу пшӏын,改进
863,verbessern::V,нахь дэгъу пшӏын,改进
864,ändern::V,зэблэхъу́н,改变
865,graben::V,тӏын,挖
866,biegen::V,уфэн,弯
867,drehen::V,гъэчэрегъу́,转动
868,wenden::V,пӏонтӏэн,转动
869,wenden::V,бгъэзэн,转动
870,wenden::V,уӏубын,转动
871,heben::V,ӏэты́н,举起
872,hochheben::V,ӏэты́н,抬高
873,ergreifen::V,къэубыты́н,抓住
874,halten::V,ӏыгъы́н,拿着
875,drücken::V,тэӏункӏэн,压
876,schieben::V,уеӏункӏын,推
877,schieben::V,уетӏыргун,推
878,kratzen::V,цӏэнтхъун,搔
879,lecken::V,бзэи́н,舔
880,beißen::V,ецэкъэ́н,咬
881,abreißen::V,къичын,撕下
882,abreißen::V,пытхъын,撕下
883,abschneiden::V,пыупкӏын,切断
884,abschneiden::V,гобзыкӏын,切断
885,binden::V,епхын,捆
886,stecken::V,хэсэн,插
887,brechen::V,зэпыпкӏын,断裂
888,klopfen::V,теон,敲
889,hauen::V,теон,揍
890,kleben::V,щхэн,粘
891,reiben::V,пӏотын,摩擦
892,streichen::V,щыфэн,涂
893,schleifen::V,гъэчаны́н,拖曳
894,schleifen::V,кӏэлыкӏы́н,拖曳
895,schneiden::V,бзын,切
896,rütteln::V,гъэсысын,颠簸
897,schütteln::V,гъэсысын,摇动
898,schwenken::V,ӏэ шӏын,摇动
899,schütten::V,икӏэ́н,倒
900,füllen::V,из шӏын,填满
901,einwickeln::V,кӏоцӏыщыхьа́н,包
902,tragen::V,хьын,提
903,schleppen::V,пхьын,扛
904,schleppen::V,плъэшъун,扛
905,ziehen::V,пкъудыин,拉
906,ziehen::V,пщэн,拉
907,ziehen::V,плъэшъун,拉
908,aufbewahren::V,пӏыгъын,保存
909,aufbewahren::V,уухъумэн,保存
910,werfen::V,дзын,扔
911,fangen::V,къэубыты́н,捕捉
912,packen::V,къэубыты́н,抓住
913,verstecken::V,бгъэбылъын,藏
914,teilen::V,гощы́н,分
915,schicken::V,гъахьы́н,派遣
916,bringen::V,къэхьы́н,带来
917,hinzufügen::V,хэгъэхъо́н,添加
918,nehmen::V,къытехы́н,拿
919,wählen::V,къыхэхы́н,挑选
920,auswählen::V,къыхэхы́н,选择
921,bewahren::V,къэухъумэн,保持
922,behindern::V,пэрыохъу хъун,防碍
923,verderben::V,къутэн,败坏
924,beschädigen::V,къутэн,损坏
925,zerbrechen::V,къутэн,破碎
926,zerreißen::V,зэӏэтхъы́н,撕碎
927,zerstören::V,къутэ́н,毁坏
928,verbrennen::V,гъэсты́н,燃烧
929,geben::V,еты́н,给
930,reichen::V,еты́н,递给
931,schenken::V,еты́н,赠送
932,versprechen::V,гъэгугъэ́н,许诺
933,wünschen::V,шӏоигъо́н,祝
934,loben::V,щытхъун,表扬
935,küssen::V,ебэу́н,亲
936,wiegen::V,гъэхъыен,轻摇
937,zudecken::V,техъо́н,盖上
938,wecken::V,къэгъэущы́н,唤起
939,zeigen::V,гъэлъэгъо́н,指
940,führen::V,щэн,带领
941,lehren::V,егъэджэ́н,教
942,lehren::V,егъэшӏэн,教
943,unterrichten::V,егъэджэ́н,讲课
944,aufziehen::V,пӏун,抚养
945,leiten::V,гъэзекӏон,领导
946,antreiben::V,къепфылӏэн,催促
947,lassen::V,еты́н,让
948,einladen::V,къегъэблэгъэн,邀请
949,vereinigen::V,зэгогъэхьан,统一
950,besuchen::V,щыӏэ́н,参观
951,treffen::V,ӏукӏэ́н,会面
952,treffen::V,пэгъокӏы́н,会面
953,sich versammeln::V,зэхэхьан,聚集
954,spielen::V,джэгу́н,玩
955,singen::V,орэ́д къэӏо́н,唱歌
956,tanzen::V,къэшъо́н,跳舞
957,sich trennen::V,зэгокӏыжьы́ных,分别
958,verlassen::V,бгынэн,离开
959,verlassen::V,хэкӏыжьын,离开
960,retten::V,къыхэпхыжьын,救
961,retten::V,къэбгъэнэжьын,救
962,bewachen::V,къэгъэгъунэн,守卫
963,schützen::V,ухъумэ́н,保护
964,verteidigen::V,къэухъумэн,保卫
965,sich schlagen::V,эзэон,打架
966,schießen::V,он,射击
967,siegen::V,текӏо́н,获胜
968,ärgern::V,бгъэгубжын,激怒
969,schlagen::V,ео́н,打
970,stechen::V,хэӏун,刺
971,stoßen::V,тӏыро́н,撞
972,stoßen::V,уеӏункӏын,撞
973,stehlen::V,тыгъу́н,盗窃
974,stören::V,бгъэгумэкӏын,干扰
975,belästigen::V,бгъэгумэкӏын,打搅
976,verbergen::V,ушъэфын,隐藏
977,täuschen::V,гъэпцӏэ́н,欺骗
978,betrügen::V,гъэпцӏэ́н,欺骗
979,töten::V,уикӏын,杀
980,wohnen::V,дэсын,居住
981,arbeiten::V,лэжьэ́н,工作
982,sammeln::V,угъои́н,收集
983,pflücken::V,къыпычы́н,采
984,jagen::V,шэкӏон,打猎
985,jagen::V,ешэкӏон,打猎
986,fischen::V,пцэжъые уешэн,捕鱼
987,fassen::V,къэубыты́н,捉住
988,hüten::V,хэхъо́н,守护
989,treiben::V,пфын,漂
990,anbinden::V,епхын,拴
991,füttern::V,гъэшхэ́н,喂
992,melken::V,щын,挤奶
993,hacken::V,упкӏэтэн,剁细
994,gießen::V,тепкӏэн,浇
995,reifen::V,игъо хъун,成熟
996,zubereiten::V,бгъэхьазырын,
997,kochen::V,шӏы́н,煮
998,backen::V,гъэжъэ́н,烤
999,braten::V,гъэжъэ́н,煎
1000,umrühren::V,зэхэгъэкӏухьан,搅拌
1001,stricken::V,хъын,织
1002,nähen::V,дэн,缝
1003,färben::V,бгъэлэн,染色
1004,reinigen::V,укъэбзы́н,清洁
1005,waschen::V,бгыкӏын,洗
1006,abwischen::V,лъэкӏы́н,擦掉
1007,spülen::V,дэгъэчъыхьан,清洗
1008,fegen::V,пхъэнкӏы́н,扫
1009,kehren::V,пхъэнкӏы́н,打扫
1010,baden::V,зыгъэпскӏын,给...洗澡
1011,sich waschen::V,зытхьакӏы́н,洗澡
1012,ausziehen::V,къытехы́н,脱
1013,anziehen::V,щылъэ́н,穿
1014,sich anziehen::V,зыфэпэн,穿衣
1015,kämmen::V,жьын,梳
1016,schmücken::V,гъэдэхэ́н,装饰
1017,sagen::V,къэӏон,说
1018,sprechen::V,псэлъэ́н,说
1019,reden::V,гущыӏэ́н,讲
1020,sich unterhalten::V,зэдэгущыӏэн,聊天
1021,fragen::V,упчӏэ́н,问
1022,bitten::V,лъэӏо́н,请
1023,erzählen::V,къэпӏотэ́н,叙述
1024,mitteilen::V,макъэ егъэӏун,通知
1025,nennen::V,цӏэ фэусы́н,叫做
1026,rufen::V,джэн,叫
1027,prahlen::V,узыщытхъужьы́н,吹牛
1028,übersetzen::V,бгъэкӏотэн,翻译
1029,denken::V,егупшысэ́н,想
1030,glauben::V,уивыхъэ́ телъы́н,以为
1031,bemerken::V,гу лъыптэ́н,发觉
1032,erkennen::V,зэхэпхын,识别
1033,erkennen::V,зэбгъэшӏэн,识别
1034,begreifen::V,гурыӏо́н,理解
1035,verstehen::V,зэхэхын,明白
1036,lernen::V,еджэ́н,学
1037,wissen::V,шӏэн,知道
1038,sich erinnern an::V,къэшӏэжьын,回忆
1039,vergessen::V,пщыгъупшэжьы́н,忘记
1040,messen::V,шын,测量
1041,zählen::V,плъытэ́н,数
1042,rechnen::V,плъытэ́н,计算
1043,rechnen::V,угугъэ́н,计算
1044,lesen::V,еджэ́н,读
1045,malen::V,шӏын,画
1046,zeichnen::V,шӏын,绘制
1047,schreiben::V,тхын,写
1048,besitzen::V,иӏэн,占有
1049,kaufen::V,щэфы́н,买
1050,verkaufen::V,щэн,卖
1051,bezahlen::V,птын,付钱
1052,bezahlen::V,лъыптын,付钱
1053,bezahlen::V,птыжьы́н,付钱
1054,zahlen::V,птын,支付
1055,zahlen::V,лъыптын,支付
1056,beherrschen::V,иунаеу иӏэн,统治
1057,ertragen::V,щэчы́н,忍耐
1058,Schnurrbart::N,,髭须
1059,Nabel::N,,肚脐
1060,Wetter::N,,天气
1061,Frost::N,,霜冻
1062,Raureif::N,,霜
1063,Adler::N,,鹰
1064,Schwan::N,,天鹅
1065,Ton::N,,声音
1066,Sache::N,,物
1067,Schlitten::N,,雪橇
1068,Last::N,,负担
1069,Figur::N,,人像
1070,Bündel::N,,捆
1071,Schuh::N,,鞋
1072,Arzt::N,,医生
1073,lebendig::A,,活
1074,zuerst::ADV,,首先
1075,manchmal::ADV,,有时
1076,niemals::ADV,,从未
1077,hier::ADV,,这里
1078,hierhin::ADV,,到这里
1079,von hier::ADV,,由此
1080,schon::ADV,,已经
1081,sinken::V,,下降
1082,fliehen::V,,逃走
1083,flüchten::V,,逃跑
1084,geraten::V,,陷于
1085,aufheben::V,,拾起
1086,beugen::V,,弯下
1087,umdrehen::V,,转动
1088,bekommen::V,,得到
1089,erhalten::V,,接到
1090,treten::V,,踢
