,Concept_ID,ce,kn
62,Wasser::N,хи,ನೀರು
63,Stein::N,тӏулг,ಕಲ್ಲು
64,Boden::N,цӏенкъа,ನೆಲ
65,Erde::N,латта,ಭೂಮಿ
66,Staub::N,чан,ದೂಳು
67,Rauch::N,кӏур,ಹೊಗೆ
68,Funke::N,суй,ಕಿಡಿ
69,Feuer::N,цӏе,ಬೆಂಕಿ
70,Licht::N,серло,ಬೆಳಕು
71,Schatten::N,ӏиндагӏ,ನೆರಳು
72,Wetter::N,хенан хӏоттам,ಹವ
73,Nebel::N,дохк,ಮಂಜು
74,Wolke::N,марха,ಮೋಡ
75,Regen::N,догӏа,ಮಳೆ
76,Schnee::N,ло,ಹಿಮ
77,Eis::N,ша,ಮಂಜುಗಡ್ಡೆ
78,Frost::N,шело,ಮಂಜು
79,Kälte::N,шело,ಹಿಮ
80,Hitze::N,йовхо,ಉಷ್ಣ
81,Raureif::N,йис,ಇಬ್ಬನಿ
82,Regenbogen::N,стелаӏад,ಇಂದ್ರಚಾಪ
83,Donner::N,ткъес,ಗುಡುಗು
84,Strömung::N,дӏаэхар,ಪ್ರವಾಹ
85,Strömung::N,дӏасалелар,ಪ್ರವಾಹ
86,Tropfen::N,тӏадам,ತೊಟ್ಟು
87,Schaum::N,чопа,ನೊರೆ
88,Schmutz::N,хатт,ಕಸ
89,See::N,ӏам,ಸರೋವರ
90,Sumpf::N,уьшал,ಜೌಗುಸ್ಥಳ
91,Moor::N,уьшал,ಬಂಜರು ಭೂಮಿ
92,Wiese::N,бай,ಹುಲ್ಲುಗಾವಲು
93,Wald::N,хьун,ಕಾಡು
94,Hügel::N,гу,ಗುಡ್ಡೆ
95,Hügel::N,шу,ಗುಡ್ಡೆ
96,Hügel::N,барз,ಗುಡ್ಡೆ
97,Anhöhe::N,акъари,ದಿಬ್ಬ
98,Berg::N,лам,ಮಲೆ
99,Berg::N,лам,ಪರ್ವತ
100,Gipfel::N,бохь,ಶೃಂಗ
101,Höhle::N,хьех,ಗುಹೆ
102,Abhang::N,басе,ಇಳಿಜಾರು
103,Quelle::N,шовда,ಮೂಲ
104,Bach::N,татол,ತೊರೆ
105,Fluss::N,хи,ನದಿ
106,Ufer::N,хийист,ತೀರ
107,Küste::N,йист,ದಂಡೆ
108,Festland::N,латта,ಭೂಮಿ
109,Meer::N,xӏорд,ಕಡಲು
110,Bucht::N,чож,ಖಾರಿ
111,Insel::N,гӏайре,ದ್ವೀಪ
112,Blume::N,зезаг,ಸುಮ
113,Gras::N,буц,ಹುಲ್ಲು
114,Wurzel::N,орам,ಬೇರು
115,Baum::N,дитт,ಮರ
116,Stamm::N,гӏад,ಕಾಂಡ
117,Stamm::N,тайпа,ಕಾಂಡ
118,Rinde::N,кевстиг,ತೂಗಟಿ
119,Ast::N,га,ಶಾಖೆ
120,Zweig::N,га,ರೆಂಬೆ
121,Blatt::N,гӏа,ಎಲೆ
122,Birke::N,дакх,ಬರ್ಚ್ ಮರ
123,Kiefer[Baum]::N,бага,ದೇವದಾರು ಮರ
124,Weide[Baum]::N,дак,ವಿಲೋಮರ
125,Tanne::N,база,ಭದ್ರದಾರು
126,Horn::N,маӏа,ಕೊಂಬು
127,Feder::N,пелаг,ಪುಕ್ಕ
128,Fell::N,цӏока,ರೋಮ
129,Flügel::N,тӏам,ರೆಕ್ಕೆ
130,Klaue::N,мӏара,ಪಂಜ
131,Kralle::N,тlод,ಉಗುರು
132,Schwanz::N,цӏога,ಬಾಲ
133,Ei::N,xӏoa,ಮೊಟ್ಟೆ
134,Nest::N,бен,ಗೂಡು
135,Bau::N,lуьрг,ಅಡಗುದಾಣ
136,Tier::N,дийнат,ಪ್ರಾಣಿ
137,Herde::N,жа,ಗುಂಪು
138,Kuh::N,етт,ಹಸು
139,Bulle::N,сту,ಗೂಳಿ
140,Pferd::N,говр,ಕುದುರೆ
141,Schaf::N,жий,ಕುರಿ
142,Schaf::N,уьстагӏ,ಕುರಿ
143,Schwein::N,хьакха,ಹಂದಿ
144,Hund::N,жӏаьла,ನಾಯಿ
145,Katze::N,цициг,ಬೆಕ್ಕು
146,Bär::N,ча,ಕರಡಿ
147,Eichhörnchen::N,тарсал,ಉಡುತೆ
148,Elch::N,сай,ಕಡವೆ
149,Fuchs::N,цхьогал,ನರಿ
150,Hase::N,пхьагал,ಮೊಲ
151,Maus::N,дахка,ಇಲಿ
152,Wolf::N,борз,ತೋಳ
153,Vogel::N,олхазар,ಪಕ್ಷಿ
154,Huhn::N,котам,ಚಿಕ್
155,Hahn::N,нӏаьна,ಹುಂಜ
156,Hahn::N,боргӏал,ಹುಂಜ
157,Gans::N,гӏаз,ವರಟೆ
158,Adler::N,aьрзу,ಗರುಡ
159,Ente::N,бад,ಬಾತು
160,Eule::N,бухӏа,ಗೂಬೆ
161,Kranich::N,гӏаргӏули,ಕೊಕ್ಕರ
162,Krähe::N,къиг,ಕಾಗೆ
163,Kuckuck::N,aттйокх,ಕೋಗಿಲೆ
164,Schwan::N,гӏургӏаз,ಹಂಸಪಕ್ಷಿ
165,Fisch::N,чӏара,ಮೀನು
166,Barsch::N,окунь,ಪರ್ಚ್ ಮೀನು
167,Hecht::N,гӏазкхийн чӏара,ಪೈಕ್ ಮೀನು
168,Schlange[Tier]::N,лаьхьа,ಹಾವು
169,Wurm::N,нӏаьна,ಹುಳು
170,Spinne::N,гезг,ಊರ್ಣನಾಭ
171,Ameise::N,зингат,ಇರುವೆ
172,Laus::N,меза,ಹೇನು
173,Laus::N,гӏениг,ಹೇನು
174,Mücke::N,чуьрк,ಸೊಳ್ಳೆ
175,Fliege::N,моза,ನೊಣ
176,Schmetterling::N,полла,ಪತಂಗ
177,Beere::N,цӏазам,ನಯವಣ್ಣು
178,Apfel::N,ӏаж,ಸೇಬು
179,Pilz::N,жӏаьлин нускал,ಅಣಬೆ
180,Zwiebel::N,xох,ನೀರುಳ್ಳಿ
181,Saat::N,чlу,ಬಿತ್ತ
182,Korn::N,буьртиг,ಬೀಜ
183,Heu::N,йол,ಕರಡ
184,Schale::N,пардо,ಹೊಟ್ಟು
185,Grube::N,ор,ಗುಂಡಿ
186,Falle::N,кӏело,ಬೋನು
187,Spur::N,лар,ಜಾಡು
188,Asche::N,чим,ಬೂದಿ
189,Dreck::N,мода,ಹೊಲಸು
190,Eisen::N,эчиг,ಕಬ್ಬಿಣ
191,Gold::N,деши,ಚಿನ್ನ
192,Silber::N,дети,ಬೆಳ್ಳಿ
193,Kohle::N,кӏора,ಕಲ್ಲಿದ್ದಲು
194,Glas::N,aнгали,ಗಾಜು
195,Lehm::N,поппар,ಜೇಡಿಮಣ್ಣು
196,Sand::N,гӏум,ಮರಳು
197,Mensch::N,адам,ಪುರುಷ
198,Mann::N,майра,ಆಳು
199,Frau::N,зуда,ಹೆಣ್ಣು
200,Kind::N,бер,ಮಗು
201,Junge::N,жимха,ಹುಡುಗ
202,Mädchen::N,жима йоӏ,ಹುಡುಗಿ
203,Familie::N,доьзал,ಕುಟುಂಬ
204,Großvater::N,ненада,ಅಜ್ಜ
205,Großmutter::N,денана,ಅಮ್ಮ
206,Eltern::N,да-нана,ಹೆತ್ತವರು
207,Vater::N,да,ತಂದೆ
208,Mutter::N,нана,ಅಮ್ಮ
209,Sohn::N,кӏант,ಮಗ 
210,Tochter::N,йоӏ,ಮಗಳು
211,Bruder::N,ваша,ತಮ್ಮ
212,Schwester::N,йиша,ತಂಗಿ
213,Onkel::N,деваша,ಸೋದರಮಾವ
214,Onkel::N,деваша,ದೊಡ್ಡಪ್ಪ
215,Tante::N,дейиша,ಚಿಕ್ಕಮ್ಮ
216,Ehemann::N,майра,ಗಂಡ
217,Ehefrau::N,зуда,ಹೆಂಡತಿ
218,Freude::N,самукъа,ನಲಿವು
219,Freude::N,хазахетар,ನಲಿವು
220,Gelächter::N,белам,ನಗೆ
221,Glück::N,ирс,ಆನಂದ
222,Kummer::N,бала,ದುಃಖ
223,Wunsch::N,лаам,ಬಯಕೆ
224,Lust::N,лаам,ಇಷ್ಟ
225,Geist::N,са,ಆತ್ಮ
226,Gedanke::N,ойла,ಯೋಚನೆ
227,Gedächtnis::N,диццадалар,ಸ್ಮರಣೆ
228,Verstand::N,хьекъал,ಮನಸ್ಸು
229,Sinn::N,маьӏна,ಅರ್ಥ
230,Grund::N,бахьана,ಕಾರಣ
231,Wahrheit::N,бакъдерг,ಸತ್ಯ
232,Gespräch::N,къамел,ಸಂಭಾಷಣೆ
233,Märchen::N,туьйра,ಸುಳ್ಳು ಕಥೆ
234,Erzählung::N,дийцар,ಕಥೆ
235,Nachricht::N,хаам,ಸಂದೇಶ
236,Neuigkeit::N,керланиг,ಸುದ್ದಿ
237,Name::N,цӏе,ಹೆಸರು
238,Rätsel::N,хӏетал-метал,ಒಗಟು
239,Rede::N,къамел,ಮಾತು
240,Sprache::N,мотт,ಭಾಷೆ
241,Stimme::N,aз,ಧ್ವನಿ
242,Wort::N,дош,ಮಾತು
243,Zeichen::N,билгало,ಗುರುತು
244,Ruf::N,кхайкхар,ಕೂಗು
245,Lärm::N,гӏовгӏа,ಸದ್ದು
246,Laut::N,аз,ಶಬ್ದ
247,Ton::N,aз,ನಾದ
248,Lied::N,илли,ಗಾನ
249,Ruhe::N,тийналла,ಶಾಂತಿ
250,Leute::N,нах,ಮಂದಿ
251,Volk::N,халкъ,ಜನಾಂಗ
252,Arbeit::N,болх,ಕೆಲಸ
253,Gast::N,хьаша,ಅತಿಥಿ
254,Geschenk::N,совгӏат,ಕಾಣಿಕೆ
255,Spiel::N,ловзар,ಆಟ
256,Gesellschaft::N,юкъаралла,ಸಂಗ
257,Hilfe::N,гӏо,ಸಹಾಯ
258,Freund::N,доттагl,ಸ್ನೇಹಿತ
259,Kamerad::N,накъост,ಜೊತೆಗಾರ
260,Angelegenheit::N,гӏуллакх,ವಿಚಾರ
261,Anzahl::N,терахь,ಎಣಿಕೆ
262,Stück::N,юьхк,ತುಂಡು
263,Teil::N,дакъа,ಭಾಗ
264,Hälfte::N,ах,ಅರ್ಧ
265,Kreis::N,го,ವೃತ್ತ
266,Kreuz::N,жӏара,ಶಿಲುಬೆ
267,Linie::N,сиз,ರೀಖೆ
268,Strich::N,сиз,ಗೀಟು
269,Abstand::N,юкъ,ಅಂತರ
270,Gegend::N,мeттиг,ವಿಸ್ತೀರ್ಣ
271,Platz::N,майда,ಅಂತರ
272,Ort::N,меттиг,ಸ್ಥಳ
273,Seite::N,aгӏo,ಪಕ್ಷ
274,Mitte::N,юкъ,ನಡು
275,Gegenstand::N,хӏума,ವಸ್ತು
276,Sache::N,хӏума,ವಸ್ತು
277,Rand::N,йист,ಅಂಚು
278,Kante::N,йист,ಅಂಚು
279,Ecke::N,са,ಮೂಲೆ
280,Spitze::N,ралла,ತುದಿ
281,Ende::N,юьхьиг,ಕೊನೆ
282,Loch::N,ӏуьрг,ತೂತು
283,Winkel::N,са,ಕೋನ
284,Muster::N,дагар,ನಮೂನೆ
285,Muster::N,тӏамар,ನಮೂನೆ
286,Größe::N,барам,ಪ್ರಮಾಣ
287,Länge::N,йохалла,ಉದ್ದ
288,Höhe::N,локхалла,ಎತ್ತರ
289,Gewicht::N,йозалла,ತೂಕ
290,Menge::N,дукхалла,ಮೊತ್ತ
291,Haufen::N,сал,ರಾಶಿ
292,Haufen::N,оьла,ರಾಶಿ
293,Reihe::N,рагӏ,ಸಾಲು
294,Reihe::N,могӏа,ಸಾಲು
295,Boot::N,кема,ದೋಣಿ
296,Ruder::N,пийсиг,ಹುಟ್ಟು
297,Schlitten::N,салаз,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
298,Ski::N,когсалаз,ಜಾರುಪಟ್ಟಿ
299,Lagerfeuer::N,цӏе,ಶಿಬಿರಾಗ್ನಿ
300,Last::N,дукъ,ಹೊರೆ
301,Gang::N,лелар,ತಿರುಗಾಟ
302,Schritt::N,гӏулч,ಹೆಜ್ಜೆ
303,Norden::N,къилбаседе,ಉತ್ತರ
304,Süden::N,къилбе,ದಕ್ಷಿಣ
305,Westen::N,малхбузе,ಪಶ್ಚಿಮ
306,Osten::N,малхбале,ಮೂಡಲು
307,Holz::N,дечиг,ಚೌಬೀನೆ
308,Brett::N,у,ಹಲಗೆ
309,Platte::N,у,ಹಲಗೆ
310,Stütze::N,гӏopтоp,ಆಸರೆ
311,Stange::N,гӏуркх,ಕಂಬ
312,Stock::N,ӏаса,ಕೋಲು
313,Stab::N,гӏаж,ದೊಣ್ಣೆ
314,Rohr::N,биргӏа,ನಳಿಕೆ
315,Haus::N,цӏа,ಮನೆ
316,Heim::N,кхерч,ಗೃಹ
317,Ofen::N,кхерч,ಒಲೆ
318,Fußboden::N,цӏенкъа,ನೆಲ
319,Tisch::N,шун,ಮೇಜು
320,Stuhl::N,гӏант,ಕುರ್ಚಿ
321,Wiege::N,ага,ತೊಟ್ಟಿಲು
322,Bett::N,маьнга,ಹಾಸಿಗೆ
323,Regal::N,терхи,ಬೀರು
324,Kiste::N,яьшка,ಪಟ್ಟಿಗೆ
325,Fenster::N,кор,ಕಿಟಕಿ
326,Tür::N,неӏ,ಬಾಗಿಲು
327,Tor::N,ков,ಹೆಬ್ಬಾಗಿಲು
328,Zaun::N,керт,ಬೇಲಿ
329,Dach::N,тхов,ಮಾಳಿಗೆ
330,Leiter::N,лами,ಏಣಿ
331,Besen::N,нуй,ಪೊರಕೆ
332,Spaten::N,бел,ಗುದ್ದಲಿ
333,Schaufel::N,аьшкал,ಸನಿಕೆ
334,Gabel::N,мӏара,ಕವಲು
335,Löffel::N,ӏайг,ಚಮಚ
336,Messer::N,урс,ಚಾಕು
337,Nagel::N,хьостам,ಆಣಿ
338,Netz::N,бой,ಬಲೆ
339,Haken::N,мӏара,ಕೊಂಡಿ
340,Schloss::N,чӏега,ವೀಗ
341,Bild::N,сурт,ಚಿತ್ರ
342,Puppe::N,тайниг,ಗೊಂಬೆ
343,Beutel::N,гали,ಸಂಚಿ
344,Bündel::N,кочар,ಕಟ್ಟು
345,Tasche::N,тӏоьрмиг,ಚೀಲ
346,Eimer::N,чийлик,ಬಾನೆ
347,Deckel::N,негӏар,ಮುಚ್ಚಳ
348,Geschirr::N,пхьегӏа,ಭಕ್ಷ್ಯಗಳು
349,Sack::N,гали,ಮೂಟೆ
350,Tasse::N,кад,ಬಟ್ಟಲು
351,Topf::N,яй,ಮಡಕೆ
352,Kessel::N,яй,ಕೆಟಲ್
353,Essen::N,юург,ಊಟ
354,Nahrung::N,кхача,ಆಹಾರ
355,Speise::N,юург,ಊಟ
356,Fleisch::N,жижиг,ಮಾಂಸ
357,Getreide::N,буьртиг,ಧಾನ್ಯ
358,Brei::N,xудар,ಗಂಜಿ
359,Brot::N,бепиг,ರೊಟ್ಟಿ
360,Brot::N,кхаллар,ರೊಟ್ಟಿ
361,Scheibe::N,цастар,ಹೋಳು
362,Fett::N,мохь,ಕೊಬ್ಬು
363,Butter::N,налха,ಬೆಣ್ಣೆ
364,Öl::N,даьтта,ಎಣ್ಣೆ
365,Salz::N,туьха,ಉಪ್ಪು
366,Suppe::N,чорпа,ಎಸರು
367,Honig::N,моз,ಮಧು
368,Milch::N,шура,ಹಾಲು
369,Tee::N,чай,ಚಹ
370,Leder::N,цӏока,ಚಕ್ಕಳ
371,Wolle::N,тӏapгӏa,ಉಣ್ಣೆ
372,Stoff::N,кӏади,ಬಟ್ಟೆ
373,Nadel::N,маха,ಸೂಜಿ
374,Faden::N,тай,ದಾರ
375,Knopf::N,нуьйда,ಗುಂಡು
376,Knoten::N,шад,ಗಂಟು
377,Farbe::N,сир,ಬಣ್ಣ
378,Farbe::N,басар,ಬಣ್ಣ
379,Kleidung::N,бедар,ಅರಿವೆ
380,Hemd::N,коч,ಅಂಗಿ
381,Kragen::N,кач,ಕುತ್ತಿಗೆಪಟ್ಟಿ
382,Ärmel::N,пхьош,ತೋಳು
383,Hose::N,хеча,ಇಜಾರ
384,Gürtel::N,доьхка,ಬೆಲ್ಟು
385,Mütze::N,куй,ಟೋಪಿ
386,Schuh::N,мача,ಪಾದರಕ್ಷೆ
387,Stiefel::N,этка,ಬೂಟು
388,Ring::N,чӏуг,ಉಂಗುರ
389,Band::N,лента,ರಿಬ್ಬನ್
390,Kamm::N,ехк,ಹಣಿಗೆ
391,Spiegel::N,куьзга,ಕನ್ನಡಿ
392,Riemen::N,доьхка,ಬಾರು
393,Schnur::N,муш,ಹುರಿ
394,Leine::N,кочатосу доьхка,ಹಗ್ಗ
395,Decke::N,юргӏа,ಕಂಬಳಿ
396,Kissen::N,гIайба,ದಿಂಬು
397,Tuch::N,исхар,ಕೊರಳ ಬಟ್ಟೆ
398,Handtuch::N,гата,ಚೌಕ
399,Kraft::N,гӏора,ಬಲ
400,Stärke::N,гӏап,ಶಕ್ತಿ
401,Gesundheit::N,могашалла,ಆರೋಗ್ಯ
402,Krankheit::N,цамгар,ರೋಗ
403,Schmerz::N,лазар,ನೋವು
404,Wunde::N,чов,ಗಾಯ
405,Fieber::N,xорша,ಜ್ವರ
406,Arznei::N,молха,ಔಷಧ
407,Brücke::N,тӏай,ಸೇತುವೆ
408,Brunnen::N,гӏу,ಬಾವಿ
409,Weide::N,дак,ಗೋಮಾಳ
410,Pfad::N,тача,ದಾರಿ
411,Weg::N,некъ,ಹಾದಿ
412,Straße::N,урам,ರಸ್ತೆ
413,Dorf::N,юрт,ಹಳ್ಳಿ
414,Stadt::N,гӏала,ಪಟ್ಟಣ
415,Brief::N,кехат,ಕಾಗದ
416,Buch::N,жайна,ಪುಸ್ತಕ
417,Buchstabe::N,элп,ಅಕ್ಷರ
418,Zeitung::N,газет,ವಾರ್ತಾಪತ್ರಿಕೆ
419,Leben::N,дахар,ಜೀವನ
420,Tod::N,далар,ಮರಣ
421,Tod::N,ӏожалла,ಮರಣ
422,Grab::N,каш,ಗೋರಿ
423,Kirche::N,килс,ಚರ್ಚು
424,Sünde::N,къа,ಪಾಪ
425,Gott::N,дела,ದೇವರು
426,Arbeiter::N,белхало,ಕೆಲಸಗಾರ
427,Chef::N,хьаькам,ದಣಿ
428,Meister::N,говзанча,ಶಿಕ್ಷಕ
429,Arzt::N,лор,ವೈದ್ಯ
430,Lehrer::N,хьехархо,ಉಪಾಧ್ಯಾಯ
431,Geld::N,aхча,ಹಣ
432,Geschäft::N,туька,ವಾಣಿಜ್ಯ
433,Laden::N,туька,ಅಂಗಡಿ
434,Preis::N,мах,ಬೆಲೆ
435,Ware::N,хlума,ಸರಕು
436,Nutzen::N,пайда,ಲಾಭ
437,Reichtum::N,хьал,ಸಂಪತ್ತು
438,Welt::N,дуьне,ಭೂಲೋಕ
439,Land::N,мохк,ದೇಶ
440,Staat::N,пачхьалкх,ರಾಜ್ಯ
441,König::N,паччахь,ರಾಜ
442,Macht::N,ӏедал,ಅಧಿಕಾರ
443,Grenze::N,доза,ಗಡಿ
444,Krieg::N,тӏом,ಯುದ್ಧ
445,Feind::N,мостагӏ,ಶತ್ರು
446,Gewalt::N,гӏело,ಹಿಂಸೆ
447,Kampf::N,къийсам,ಹೋರಾಟ
448,Pfeil::N,пха,ಅಂಬು
449,Gewehr::N,топ,ಬಂದೂಕು
450,Fehler::N,гӏалат,ತಪ್ಪು
451,Lüge::N,аьшпаш,ಸುಳ್ಳು
452,Schaden::N,зен,ಹಾನಿ
453,Unglück::N,бала,ಅಪಾಯ
454,Schuld::N,бехк,ದೋಷ
455,Alter::N,хан,ಮುಪ್ಪು
456,Schluss::N,чакхе,ಮುಕ್ತಾಯ
457,Zeit::N,хан,ಕಾಲ
458,Tag::N,де,ದಿನ
459,Morgen::N,ӏуьйре,ಮುಂಜಾನೆ
460,Mittag::N,делкъе,ನಡುಹಗಲು
461,Abend::N,суьйре,ಸಂಜೆ
462,Nacht::N,буьйса,ರಾತ್ರಿ
463,Woche::N,кӏира,ವಾರ
464,Monat::N,бутт,ತಿಂಗಳು
465,Jahr::N,шо,ಸಂವತ್ಸರ
466,Frühling::N,бӏаьсте,ವಸಂತ
467,Sommer::N,аьхке,ಬಿಸಿಲುಕಾಲ
468,Herbst::N,гуьйре,ಶರತ್ಕಾಲ
469,Winter::N,ӏа,ಚಳಿಗಾಲ
470,Januar::N,январь,ನಾಲ್ಚಳಿ
471,Februar::N,февраль,ಅಯ್ಚಳಿ
472,März::N,март,ಮೊಬ್ಬೇಸಿಗೆ
473,April::N,апрель,ಇಬ್ಬೇಸಿಗೆ
474,Mai::N,май,ಮುಬ್ಬೇಸಿಗೆ
475,Juni::N,июнь,ಮೊಮ್ಮಳೆ
476,Juli::N,июль,ಇಮ್ಮಳೆ
477,August::N,август,ಮುಮ್ಮಳೆ
478,September::N,сентябрь,ನಾಲ್ಮಳೆ
479,Oktober::N,октябрь,ಮೊಚ್ಚಳಿ
480,November::N,ноябрь,ಇಚ್ಚಳಿ
481,Dezember::N,декабрь,ಮುಚ್ಚಳಿ
482,Montag::N,оршот,ಸೋಮುವಾರ
483,Dienstag::N,шинара,ಮಂಗಳವಾರ
484,Mittwoch::N,кхаара,ಬುಧವಾರ
485,Donnerstag::N,еара,ಗುರುವಾರ
486,Freitag::N,пӏераска,ಶುಕ್ರವಾರ
487,Samstag::N,шот,ಶನಿವಾರ
488,Sonntag::N,кӏиранде,ಭಾನುವಾರ
489,groß::A,доккха,ದೊಡ್ಡ
490,klein::A,кегий,ಪುಟ್ಟ
491,lang::A,еха,ದೀರ್ಘ
492,kurz::A,доца,ಚಕ್ಕ
493,breit::A,шуьйра,ಅಗಲವಾದ
494,schmal::A,готта,ಇಕ್ಕಟ್ಟಾದ
495,dicht::A,луьста,ದಟ್ಟ
496,dick[Gegenstand]::A,стомма,ದಟ್ಟ
497,dünn::A,дуткъа,ತೆಳು
498,fein::A,ховха,ಕೋಮಲ
499,fest::A,чӏогӏа,ಘನ
500,flach::A,чӏапа,ಚಪ್ಪಟೆ
501,glatt::A,шера,ನಯ
502,hart::A,чӏогӏa,ಗಟ್ಟಿ
503,weich::A,кӏеда,ಮೃದುವಾದ
504,rund::A,горга,ವರ್ತುಳ
505,spitz::A,ира,ಮೊನಚಾದ
506,scharf::A,ира,ತೀಕ್ಷ್ಣ
507,stumpf::A,аьртa,ಮೊಂಡು
508,schwer::A,деза,ಭಾರಿ
509,schön::A,хаза,ಸುಂದರ
510,heiß::A,довха,ಬಿಸಿ
511,warm::A,довха,ಬಿಸಿ
512,kalt::A,шийла,ತಣ್ಣನೆಯ
513,kühl::A,шийла,ತಂಪಾದ
514,frisch::A,керла,ನಿರ್ಮಲ
515,feucht::A,тӏуьна,ಒದ್ದೆಯಾದ
516,nass::A,тӏеда,ಒದ್ದೆಯಾದ
517,trocken::A,eкъа,ಶುಷ್ಕ
518,voll::A,дуьзна,ತುಂಬಿದ
519,leer::A,яьсса,ಖಾಲಿ
520,offen::A,диллина,ಮುಚ್ಚಲ್ಲದ
521,geschlossen::A,дӏакъевлина,ಮುಚ್ಚಿದ
522,geschlossen::A,дӏачӏагӏдина,ಮುಚ್ಚಿದ
523,sauber::A,цӏена,ಶುದ್ಧ
524,schmutzig::A,боьха,ಅಶುದ್ಧ
525,roh::A,буьйда,ಹಸಿ
526,reif::A,хилла,ಹಣ್ಣಾದ
527,lecker::A,чоме,ಗುಚಿಕರ
528,süß::A,мерза,ಸಿಹಿ
529,bitter::A,къаьхьа,ಕಹಿ
530,sauer::A,муьста,ಹುಳಿಯಾದ
531,hell::A,сирла,ಹೊಳೆಯುವ
532,dunkel::A,бодане,ಮಬ್ಬಾದ
533,schwarz::A,ӏаьржа,ಕಪ್ಪು
534,weiß::A,кӏайн,ಬಿಳಿಯ
535,rot::A,цӏен,ಕೆಂಪು
536,gelb::A,можа,ಹಳದಯ
537,blau::A,сийна,ನೀಲ
538,grün::A,баьццара,ಕಾಯಾದ
539,grau::A,cира,ಬೂದುಬಣ್ಣದ
540,grau::A,мокха,ಬೂದುಬಣ್ಣದ
541,bunt::A,къорза,ವರ್ಣರಂಜಿತ
542,billig::A,дораха,ಅಗ್ಗ
543,teuer::A,деза,ದುಬಾರಿಯಾದ
544,wertvoll::A,мехала,ಅಮೂಲ್ಯ
545,blind::A,бӏаьрзе,ಅಂಧ
546,taub::A,къора,ಕಿವುಡಾದ
547,kräftig::A,нуьцкъала,ಪ್ರಬಲ
548,stark::A,зоьртала,ಶಕ್ತಿವಂತ
549,stark::A,нуьцкъала,ಶಕ್ತಿವಂತ
550,schwach::A,гӏорасиза,ದುರ್ಬಲ
551,fett::A,дерстана,ಕೊಬ್ಬಿದ
552,schlank::A,куц долу,ತೆಳ್ಳಗಿನ
553,hübsch::A,хаза,ಅಂದವಾದ
554,böse::A,вон,ಕೆಟ್ಟ
