,Concept_ID,lbe,nl
357,Schritt::N,ша,stap
358,Schritt::N,ша,schrede
359,Norden::N,ухссав,noorden
360,Norden::N,ухссавнил чулухалу,noorden
361,Süden::N,кьилва,zuiden
362,Westen::N,баргълагавал,westen
363,Westen::N,баргълагавал чул,westen
364,Osten::N,баргъбуккай чулухалу,oosten
365,Holz::N,тӏама,hout
366,Brett::N,тахта,plank
367,Platte::N,гъуни,plaat
368,Stütze::N,гьалакӏу,stut
369,Stütze::N,гьалакӏу,steun
370,Stange::N,къазихъ,stang
371,Stock::N,ттархь,stok
372,Stab::N,ччантӏакъу,staf
373,Rohr::N,бургъу,pijp
374,Haus::N,къатта,huis
375,Heim::N,къатта,tehuis
376,Ofen::N,пач,kachel
377,Fußboden::N,чӏанкъатта,vloer
378,Tisch::N,усттул,tafel
379,Stuhl::N,кӏану,stoel
380,Wiege::N,оьрчӏал кӏану,wieg
381,Bett::N,тах,bed
382,Regal::N,чӏаму,rek
383,Kiste::N,яшикӏ,kist
384,Kiste::N,къурши,kist
385,Fenster::N,чӏавахьулу,raam
386,Fenster::N,чӏавахьулу,venster
387,Tür::N,нуз,deur
388,Tür::N,нузкьун,deur
389,Tor::N,къапу,poort
390,Tor::N,дарваза,poort
391,Zaun::N,дайгьузанну,omheining
392,Dach::N,магъи,dak
393,Dach::N,цӏиялу,dak
394,Leiter::N,чуртту,ladder
395,Besen::N,чӏатлу,bezem
396,Spaten::N,бил,schop
397,Schaufel::N,чӏатӏа,schep
398,Gabel::N,гьиссилу,vork
399,Löffel::N,къуса,lepel
400,Messer::N,чӏила,mes
401,Nagel::N,мяр,spijker
402,Netz::N,къери,net
403,Haken::N,къича,haak
404,Griff::N,куяму,handvat
405,Schloss::N,кьункьула,slot
406,Bild::N,сурат,beeld
407,Puppe::N,ссихьу,pop
408,Beutel::N,чантай,zak
409,Beutel::N,чантай,buidel
410,Bündel::N,гьи,pak
411,Bündel::N,гьи,bundel
412,Bündel::N,къар,pak
413,Bündel::N,къар,bundel
414,Eimer::N,бадра,emmer
415,Deckel::N,къапаза,deksel
416,Geschirr::N,пюрунчӏул,vaatwerk
417,Geschirr::N,тӏахӏникӏичӏу,vaatwerk
418,Sack::N,къап,zak
419,Sack::N,дарваг,zak
420,Tasse::N,пижан,kop
421,Tasse::N,пинжан,kop
422,Tasse::N,инкираччатӏи,kop
423,Tasse::N,цинцилттал бушкъап,kop
424,Topf::N,кӏункӏур,pan
425,Kessel::N,чаг,ketel
426,Kessel::N,кӏункӏур,ketel
427,Essen::N,дукия,eten
428,Essen::N,дукин,eten
429,Nahrung::N,дукра,voedsel
430,Speise::N,дукра,spijs
431,Fleisch::N,дикӏ,vlees
432,Getreide::N,къама,graan
433,Brei::N,ккурч,pap
434,Brei::N,ккурч,brij
435,Brot::N,ччатӏ,brood
436,Scheibe::N,парча,plak
437,Scheibe::N,парча,snede
438,Fett::N,аьгъушиву,vet
439,Butter::N,нагь,boter
440,Butter::N,лагаву,boter
441,Salz::N,цӏву,zout
442,Suppe::N,накь,soep
443,Honig::N,ницӏ,honing
444,Milch::N,накӏ,melk
445,Tee::N,чяй,thee
446,Leder::N,бурчу,leer
447,Leder::N,бурчу,leder
448,Wolle::N,ппал,wol
449,Stoff::N,янна,stof
450,Nadel::N,ххалаххи,naald
451,Faden::N,ххал,draad
452,Knopf::N,банд,knoop
453,Knoten::N,къурхъ,knoop
454,Farbe::N,сир,verf
455,Kleidung::N,янна,kledij
456,Kleidung::N,янна,kleding
457,Kleidung::N,лаххия,kledij
458,Kleidung::N,лаххия,kleding
459,Hemd::N,гьухъа,hemd
460,Kragen::N,дарвач,kraag
461,Ärmel::N,кахха,mouw
462,Hose::N,хӏажак,broek
463,Hose::N,хӏажак,pantalon
464,Gürtel::N,мухӏлу,riem
465,Gürtel::N,мухӏлу,gordel
466,Mütze::N,кьяпа,muts
467,Stiefel::N,чакма,laars
468,Ring::N,кӏисса,ring
469,Band::N,линт,lint
470,Kamm::N,ттарал,kam
471,Spiegel::N,дагьани,spiegel
472,Riemen::N,эн,riem
473,Schnur::N,хьхьа,koord
474,Decke::N,виргъан,deken
475,Kissen::N,кӏаралу,kussen
476,Tuch::N,карщи,doek
477,Handtuch::N,калихьу,handdoek
478,Handtuch::N,лажинлихьу,handdoek
479,Kraft::N,эллаж,kracht
480,Stärke::N,гуж,sterkte
481,Gesundheit::N,цӏуллу-сагъшиву,gezondheid
482,Krankheit::N,къашайшиву,ziekte
483,Schmerz::N,къюву,pijn
484,Wunde::N,щаву,wond
485,Fieber::N,кӏиришиву,koorts
486,Arznei::N,дару,medicament
487,Arznei::N,дару,geneesmiddel
488,Brücke::N,ламу,brug
489,Brunnen::N,къуй,put
490,Brunnen::N,къуй,bron
491,Weide::N,бизантту,wei
492,Weide::N,бизантту,weide
493,Pfad::N,жегъир ххуллу,pad
494,Weg::N,ххуллу,weg
495,Straße::N,ххуллу,baan
496,Straße::N,ххуллу,straat
497,Dorf::N,щар,dorp
498,Dorf::N,шяравалу,dorp
499,Stadt::N,шагьру,stad
500,Brief::N,чагъар,brief
501,Buch::N,лу,boek
502,Buchstabe::N,хӏарп,letter
503,Zeitung::N,кказит,krant
504,Zeitung::N,кказит,dagblad
505,Leben::N,оьрму,leven
506,Tod::N,ажал,dood
507,Tod::N,бивкӏу,dood
508,Tod::N,ивчӏаву,dood
509,Grab::N,гьав,graf
510,Kirche::N,килиса,kerk
511,Sünde::N,бунагъ,zonde
512,Gott::N,зал,god
513,Arbeiter::N,зузала,arbeider
514,Chef::N,ялувма,chef
515,Meister::N,усттар,meester
516,Arzt::N,хӏакин,arts
517,Arzt::N,хӏакин,dokter
518,Lehrer::N,учитель,leraar
519,Lehrer::N,учитель,onderwijzer
520,Geld::N,арцу,geld
521,Geschäft::N,даву,zaak
522,Laden::N,ттучан,winkel
523,Preis::N,багъа,prijs
524,Ware::N,хъус,waar
525,Nutzen::N,хайр,nut
526,Nutzen::N,хайр,voordeel
527,Nutzen::N,мюнпат,nut
528,Nutzen::N,мюнпат,voordeel
529,Reichtum::N,давлат,rijkdom
530,Reichtum::N,аваданшиву,rijkdom
531,Welt::N,дуниял,wereld
532,Land::N,билаят,land
533,Staat::N,паччахӏлугъ,staat
534,Macht::N,власть,macht
535,Grenze::N,дазу,grens
536,Krieg::N,дяъви,oorlog
537,Feind::N,душман,vijand
538,Gewalt::N,къия,geweld
539,Kampf::N,лачӏуи уккаву,strijd
540,Kampf::N,лачӏуи уккаву,gevecht
541,Bogen[Waffe]::N,ккуртта,boog
542,Pfeil::N,чӏатӏаракӏ,pijl
543,Gewehr::N,ттупанг,geweer
544,Fehler::N,гъалатӏ,fout
545,Lüge::N,щялмахъ,leugen
546,Schaden::N,зарал,schade
547,Unglück::N,бала,tegenspoed
548,Schuld::N,тахсир,schuld
549,Alter::N,оьрму,leeftijd
550,Schluss::N,ахир,slot
551,Zeit::N,чӏун,tijd
552,Tag::N,кьини,dag
553,Morgen::N,кӏюрх,morgen
554,Morgen::N,кӏюрх,ochtend
555,Mittag::N,ахттайн,middag
556,Mittag::N,дяахттайн,middag
557,Mittag::N,ахттайн чӏун,middag
558,Abend::N,маркӏачӏан,avond
559,Nacht::N,хьхьу,nacht
560,Woche::N,нюжмар,week
561,Monat::N,барз,maand
562,Jahr::N,шин,jaar
563,Frühling::N,инт,lente
564,Frühling::N,инт,voorjaar
565,Sommer::N,гъи,zomer
566,Herbst::N,ссут,herfst
567,Winter::N,кӏи,winter
568,Januar::N,цалчинмур барз,januari
569,Februar::N,кӏилчинмур барз,februari
570,März::N,шамилчинмур барз,maart
571,April::N,апрель,april
572,April::N,мукьилчинмур барз,april
573,Mai::N,май,mei
574,Mai::N,ххюлчинмур барз,mei
575,Juni::N,июнь,juni
576,Juni::N,ряххилчинмур барз,juni
577,Juli::N,июль,juli
578,Juli::N,Арулчинмур барз,juli
579,August::N,мяйлчинмур барз,augustus
580,September::N,урчӏилчинмур барз,september
581,Oktober::N,ацӏилчинмур барз,oktober
582,November::N,ацӏния цалчинмур барз,november
583,Dezember::N,ацӏния кӏилчинмур барз,december
584,Montag::N,итин,maandag
585,Montag::N,итин кьини,maandag
586,Dienstag::N,тталат,dinsdag
587,Dienstag::N,тталат кьини,dinsdag
588,Mittwoch::N,арвахӏ,woensdag
589,Donnerstag::N,хамис,donderdag
590,Freitag::N,нюжмар,vrijdag
591,Freitag::N,нюжмар кьини,vrijdag
592,Samstag::N,ххуллун,zaterdag
593,Samstag::N,ххуллун кьини,zaterdag
594,Sonntag::N,алхӏат,zondag
595,Sonntag::N,алхӏат кьини,zondag
596,groß::A,бугъарасса,groot
597,klein::A,чӏивисса,klein
598,lang::A,лахъисса,lang
599,kurz::A,кутӏасса,kort
600,breit::A,уттасса,breed
601,schmal::A,уттакӏюласса,smal
602,dicht::A,ццунсса,dicht
603,dick[Gegenstand]::A,ганзсса,dik
604,dünn::A,кӏюласса,dun
605,fest::A,цӏакьсса,vast
606,fest::A,кьянкьасса,vast
607,flach::A,баягъисса,plat
608,flach::A,цӏубакъасса,plat
609,flach::A,куртӏ дакъасса,plat
610,glatt::A,дюрчӏусса,glad
611,hart::A,кьянкьасса,hard
612,weich::A,кӏукӏлусса,week
613,rund::A,ккурккисса,rond
614,spitz::A,ярксса,spits
615,spitz::A,ярксса,puntig
616,spitz::A,дайлсса,spits
617,spitz::A,дайлсса,puntig
618,spitz::A,мицӏ бусса,spits
619,spitz::A,мицӏ бусса,puntig
620,scharf::A,ярксса,scherp
621,scharf::A,дайлсса,scherp
622,scharf::A,мицӏ бусса,scherp
623,stumpf::A,къуркъасса,stomp
624,schwer::A,кӏусса,zwaar
625,schön::A,аьнтӏикӏасса,mooi
626,schön::A,аьнтӏикӏасса,fraai
627,heiß::A,кӏирисса,heet
628,warm::A,гъелисса,warm
629,kalt::A,дяркъусса,koud
630,kühl::A,дюхлулсса,koel
631,frisch::A,цӏусса,fris
632,feucht::A,атилсса,vochtig
633,feucht::A,хъавтусса,vochtig
634,nass::A,атилсса,nat
635,nass::A,хъавтусса,nat
636,trocken::A,кьавкьсса,droog
637,trocken::A,кьакьан бувсса,droog
638,voll::A,бувцӏусса,vol
639,leer::A,бачӏвасса,leeg
640,offen::A,тӏивтӏусса,open
641,geschlossen::A,лавкьусса,gesloten
642,sauber::A,марцӏсса,net
643,sauber::A,марцӏсса,schoon
644,schmutzig::A,чапалсса,vuil
645,roh::A,шакъавхьсса,rauw
646,reif::A,дирсса,rijp
647,lecker::A,нахӏусса,lekker
648,lecker::A,тӏааьнсса,lekker
649,süß::A,нацӏусса,zoet
650,bitter::A,кьурчӏисса,bitter
651,sauer::A,туршсса,zuur
652,hell::A,чаннасса,licht
653,hell::A,чаннасса,helder
654,dunkel::A,цӏансса,donker
655,schwarz::A,лухӏисса,zwart
656,weiß::A,кӏяласса,wit
657,rot::A,ятӏулсса,rood
658,gelb::A,хъахъисса,geel
659,blau::A,някӏсса,blauw
660,grün::A,щюлисса,groen
661,grau::A,оьрусса,grijs
662,bunt::A,оьрчӏикӏурисса,bont
663,billig::A,кьювкьусса,goedkoop
664,teuer::A,ххирасса,duur
665,wertvoll::A,багьасса,kostbaar
666,wertvoll::A,багьасса,waardevol
667,blind::A,мурчӏисса,blind
668,taub::A,къюкӏсса,doof
669,kräftig::A,гужсса,krachtig
670,stark::A,кьянкьасса,sterk
671,schwach::A,заэвсса,zwak
672,fett::A,бучсса,vet
673,schlank::A,бювхъусса,slank
674,hübsch::A,янусса,leuk
675,böse::A,оьсса,kwaad
676,dumm::A,ахӏмакьсса,dom
677,faul::A,танмалсса,lui
678,faul::A,курчӏилсса,lui
679,fleißig::A,хӏарачат бусса,vlijtig
680,geizig::A,янттарцӏансса,gierig
681,klug::A,аькьлу бусса,slim
682,klug::A,аькьлу бусса,schrander
683,klug::A,аькьлу бусса,verstandig
684,geschickt::A,паргалсса,handig
685,geschickt::A,паргалсса,vaardig
686,lieb::A,аьзизсса,lief
687,lustig::A,тяхъасса,vrolijk
688,sanft::A,иминсса,zacht
689,hungrig::A,ккашилсса,hongerig
690,krank::A,къашавайсса,ziek
691,nackt::A,кӏачӏасса,naakt
692,traurig::A,пашмансса,treurig
693,traurig::A,пашмансса,bedroefd
694,lebendig::A,уттавасса,levend
695,gut::A,ххуйсса,goed
696,schlecht::A,оьккисса,slecht
697,richtig::A,саргъунсса,juist
698,schlimm::A,оьккисса,erg
699,schlimm::A,оьккисса,kwaad
700,wahr::A,хӏакьсса,waar
701,alt::A,кугьнасса,oud
702,neu::A,цӏусса,nieuw
703,ehemalig::A,хъхъичӏвасса,voormalig
704,alt[Lebewesen]::A,агьилсса,oud
705,jung::A,чӏавасса,jong
706,jung::A,жагьилсса,jong
707,arm::A,мискинсса,arm
708,reich::A,авадансса,rijk
709,bekannt::A,дусъсса,bekend
710,berühmt::A,машгьурсса,beroemd
711,fremd::A,чил,vreemd
712,verschieden::A,личӏи-личӏисса,verscheiden
713,verschieden::A,личӏи-личӏисса,verschillend
714,nah::A,гъансса,nabij
715,nah::A,гъансса,nabijgelegen
716,fern::A,архсса,ver
717,linker::A,кияхсса,linker
718,linker::A,кюччахсса,linker
719,rechter::A,урчӏахсса,rechter
720,anderer::A,цамур,andere
721,erster::A,цалчинмур,eerste
722,erster::A,цалчиннсса,eerste
723,zweiter::A,кӏилчиимур,tweede
724,dritter::A,шамулчинмур,derde
725,letzter::A,махъва-махъмур,laatste
726,allein::ADV,ялгъузну,alleen
727,zusammen::ADV,цачӏу,samen
728,zusammen::ADV,цачӏу,bijeen
729,zusammen::ADV,архӏал,samen
730,zusammen::ADV,архӏал,bijeen
731,lange::ADV,батӏи къабуклай,lang
732,lange::ADV,хъунмасса хӏаллай,lang
733,plötzlich::ADV,цакуну,eensklaps
734,plötzlich::ADV,цакуну,plotsklaps
735,sofort::ADV,мугьлат бакъа,terstond
736,sofort::ADV,мугьлат бакъа,aanstonds
737,sofort::ADV,мугьлат бакъа,onmiddelijk
738,später::ADV,махъ,later
739,jetzt::ADV,утти,nu
740,jetzt::ADV,утти,nou
741,jetzt::ADV,утти,thans
742,jetzt::ADV,цӏана,nu
743,jetzt::ADV,цӏана,nou
744,jetzt::ADV,цӏана,thans
745,heute::ADV,хӏакьину,heden
746,heute::ADV,хӏакьину,vandaag
747,morgen::ADV,гьуит,morgen
748,morgen::ADV,гьунттий,morgen
749,dann::ADV,яла,dan
750,dann::ADV,яла,toen
751,gestern::ADV,лахьхьу,gisteren
752,damals::ADV,та чӏумал,toen
753,damals::ADV,та чӏумал,destijds
754,danach::ADV,яла,daarna
755,vorher::ADV,хьхьнчӏ,vooraf
756,vorher::ADV,хьхьнчӏ,van tevoren
757,vorher::ADV,хьхьичӏва,vooraf
758,vorher::ADV,хьхьичӏва,van tevoren
759,zuerst::ADV,бакӏрай,eerst
760,zuerst::ADV,бакӏрай,het eerst
