,Concept_ID,te,ru
201,Frau::N,ఆడుది,женщина
202,Kind::N,బిడ్డ,ребенок
203,Junge::N,బాలుడు,мальчик
204,Mädchen::N,బాలిక,девочка
205,Familie::N,కుటుంబము,семья
206,Großvater::N,తాత,дедушка
207,Großmutter::N,అయ్యమ్మ,бабушка
208,Eltern::N,తల్లితండ్రులు,родители
209,Vater::N,తండ్రి,отец
210,Mutter::N,తల్లి,мать
211,Sohn::N,కొడుకు,сын
212,Tochter::N,కూతురు,дочь
213,Bruder::N,పోదరుడు,брат
214,Schwester::N,సోదరి,сестра
215,Onkel::N,మేనమామ,дядя
216,Tante::N,మేనత్త,тетя
217,Tante::N,పినతల్లి,тетя
218,Ehemann::N,భర్త,муж
219,Ehefrau::N,భార్య,жена
220,Freude::N,సంతోషము,радость
221,Gelächter::N,నవ్వు,смех
222,Glück::N,సంతోషము,счастье
223,Kummer::N,దుఃఖము,горе
224,Wunsch::N,కోరిక,желание
225,Lust::N,కోరిక,влечение
226,Geist::N,ఆత్మ,дух
227,Gedanke::N,ఆలోచన,мысль
228,Gedächtnis::N,జ్ఞాపకము,память
229,Verstand::N,మనస్సు,ум
230,Sinn::N,అర్థము,смысл
231,Grund::N,కారణము,повод
232,Wahrheit::N,సత్యము,правда
233,Gespräch::N,పంభాషణ,беседа
234,Märchen::N,అద్భుతకథ,сказка
235,Erzählung::N,కథ,рассказ
236,Nachricht::N,వార్త,сообщение
237,Neuigkeit::N,వార్త,новость
238,Name::N,పేరు,имя
239,Rätsel::N,చిక్కు,загадка
240,Rede::N,ఉపన్యాసము,речь
241,Sprache::N,భాష,язык
242,Stimme::N,కంరథ్సని,голос
243,Wort::N,మాట,слово
244,Zeichen::N,గుర్తు,знак
245,Ruf::N,పిలువు,зов
246,Lärm::N,సందడి,шум
247,Laut::N,ధ్వని,звук
248,Ton::N,స్వరము,звучание
249,Lied::N,పాట,песня
250,Ruhe::N,గాలిలేమి,покой
251,Leute::N,జనులు,люди
252,Volk::N,జాతి,народ
253,Arbeit::N,పని,работа
254,Gast::N,అతిధి,гость
255,Geschenk::N,దానము,подарок
256,Spiel::N,ఆట,игра
257,Gesellschaft::N,జట్టు,общество
258,Hilfe::N,సాహాయ్యము,помощь
259,Freund::N,స్నేహితుడు,друг
260,Kamerad::N,చెలికాడు,приятель
261,Angelegenheit::N,విషయము,дело
262,Anzahl::N,లెక్క,количество
263,Art::N,జాతి,вид
264,Stück::N,తునుక,кусок
265,Teil::N,భాగము,часть
266,Hälfte::N,సగము,половина
267,Kreis::N,వృత్తము,круг
268,Kreuz::N,సిలువ,крест
269,Linie::N,గీత,линия
270,Strich::N,గీత,черта
271,Abstand::N,సందు,промежуток
272,Entfernung::N,దూరము,расстояние
273,Gegend::N,విస్తీర్ణము,местность
274,Platz::N,ఎడము,пространство
275,Ort::N,స్థలము,место
276,Seite::N,ప్రక్క,сторона
277,Mitte::N,నడిమి,середина
278,Gegenstand::N,పద్దు,предмет
279,Sache::N,వస్తువు,вещь
280,Rand::N,అంచు,край
281,Kante::N,అంచు,ребро
282,Ecke::N,మూల,угол
283,Spitze::N,మొన,кончик
284,Ende::N,కొన,конец
285,Loch::N,రంధ్రము,дыра
286,Winkel::N,కోణము,угол
287,Muster::N,మాదిరి,узор
288,Größe::N,పరిమాణము,размер
289,Länge::N,పొడుగు,длина
290,Höhe::N,పొడుగు,высота
291,Gewicht::N,భారము,вес
292,Menge::N,మొత్తము,количество
293,Haufen::N,రాశి,куча
294,Reihe::N,వరుస,ряд
295,Boot::N,పడవ,лодка
296,Ruder::N,అడక,весло
297,Schlitten::N,సరవండ్లు,сани
298,Ski::N,స్కీ,лыжа
299,Lagerfeuer::N,నెగడు,костер
300,Last::N,బరువు,тяжесть
301,Gang::N,నడక,ход
302,Schritt::N,అడుగు,шаг
303,Norden::N,ఉత్తరదిక్కు,север
304,Süden::N,దక్షిణము,юг
305,Westen::N,పడమర,запад
306,Osten::N,తూర్పు,восток
307,Holz::N,కొయ్య,древесина
308,Brett::N,పలక,доска
309,Platte::N,పలక,плита
310,Stütze::N,వాల్సేడ్లు,подпорка
311,Stange::N,స్తంభము,жердь
312,Stock::N,కఱ్ఱ,палка
313,Stab::N,కఱ్ఱ,шест
314,Rohr::N,గొట్టము,труба
315,Haus::N,ఇల్లు,дом
316,Heim::N,స్వగృహము,дом
317,Ofen::N,పొయ్యి,печь
318,Fußboden::N,నేల,пол
319,Tisch::N,మేజా,стол
320,Stuhl::N,కుర్చీ,стул
321,Wiege::N,ఉయ్యాల,колыбель
322,Bett::N,పడక,постель
323,Bett::N,మంచం,постель
324,Regal::N,అటక,полка
325,Kiste::N,వెట్టె,ящик
326,Fenster::N,కిటికి,окно
327,Tür::N,ద్వారము,дверь
328,Tor::N,ద్వారము,ворота
329,Zaun::N,కంచె,забор
330,Dach::N,ఇంటివైకప్పు,крыша
331,Leiter::N,నిచ్చెన,лестница
332,Besen::N,చీపురుకట్ట,метла
333,Spaten::N,పాఱ,лопата
334,Schaufel::N,పాఱ,совок
335,Gabel::N,ముండ్లగరిటె,вилка
336,Löffel::N,గరిటె,ложка
337,Messer::N,కత్తి,нож
338,Nagel::N,మేకు,гвоздь
339,Netz::N,వల,сеть
340,Haken::N,కొక్కెము,крюк
341,Griff::N,పిడి,ручка
342,Schloss::N,తాళము,замок
343,Bild::N,చిత్రము,картина
344,Figur::N,రూపము,фигура
345,Puppe::N,బొమ్మ,кукла
346,Beutel::N,సంచి,мешок
347,Bündel::N,మూట,связка
348,Tasche::N,సంచి,сумка
349,Eimer::N,చేద,ведро
350,Deckel::N,మూత,крышка
351,Geschirr::N,వంటకాలు,посуда
352,Sack::N,గోనెసంచి,мешок
353,Tasse::N,గిన్నె,чашка
354,Topf::N,కుండ,кастрюля
355,Kessel::N,నీరుకాచుపాత్ర,котел
356,Essen::N,ఆహారము,еда
357,Nahrung::N,ఆహారము,пища
358,Speise::N,ఆహారము,блюдо
359,Speise::N,ఆహారము,кушанье
360,Fleisch::N,మాంసము,мясо
361,Getreide::N,ధాన్యము,хлеб
362,Brei::N,గుజ్జు,каша
363,Brot::N,రొట్టె,хлеб
364,Scheibe::N,బద్ద,ломоть
365,Fett::N,క్రొవ్వు,жир
366,Butter::N,వెన్న,масло
367,Öl::N,నూనె,масло
368,Salz::N,ఉప్పు,соль
369,Suppe::N,చారు,суп
370,Honig::N,తెనె,мед
371,Milch::N,పాలు,молоко
372,Tee::N,తేనీరు,чай
373,Leder::N,బాగుచేసివతోలు,кожа
374,Wolle::N,ఉన్ని,шерсть
375,Stoff::N,బట్ట,ткань
376,Nadel::N,సూది,игла
377,Faden::N,దారము,нитка
378,Knopf::N,బొత్తాము,пуговица
379,Knoten::N,ముడి,узел
380,Farbe::N,రంగు,краска
381,Kleidung::N,బట్టలు,одежда
382,Hemd::N,చొక్కాయ,рубашка
383,Kragen::N,మాల,воротник
384,Ärmel::N,చొక్కాయచెయ్యి,рукав
385,Hose::N,ఇజారు,брюки
386,Gürtel::N,పటకా,пояс
387,Mütze::N,టోపి,шапка
388,Schuh::N,పాదరక్ష,ботинок
389,Stiefel::N,బూటు,сапог
390,Ring::N,ఉంగరము,кольцо
391,Band::N,నాడా,лента
392,Kamm::N,దువ్వెన,расческа
393,Spiegel::N,అద్దము,зеркало
394,Riemen::N,వాడా,ремень
395,Schnur::N,దారము,веревка
396,Leine::N,వారు,поводок
397,Decke::N,కంబళి,одеяло
398,Kissen::N,తలగడ,подушка
399,Tuch::N,బట్ట,платок
400,Handtuch::N,తువాలు,полотенце
401,Kraft::N,బలము,сила
402,Stärke::N,శక్తి,крепость
403,Gesundheit::N,ఆరోగ్యము,здоровье
404,Krankheit::N,రోగము,болезнь
405,Schmerz::N,నొప్పి,боль
406,Wunde::N,గాయము,рана
407,Fieber::N,జ్వరము,лихорадка
408,Fieber::N,జ్వరము,температура
409,Arznei::N,మందు,лекарство
410,Brücke::N,వంతెన,мост
411,Brunnen::N,బావి,колодец
412,Brunnen::N,కూపము,колодец
413,Brunnen::N,నుయ్యి,колодец
414,Weide::N,పచ్చికబయలు,пастбище
415,Pfad::N,కాలిత్రోవ,тропа
416,Weg::N,మార్గము,путь
417,Weg::N,మార్గము,дорога
418,Straße::N,బాట,улица
419,Straße::N,బాట,дорога
420,Dorf::N,గ్రామము,деревня
421,Stadt::N,పట్టణము,город
422,Brief::N,జాబు,письмо
423,Buch::N,పుస్తకము,книга
424,Buchstabe::N,అక్షరము,буква
425,Zeitung::N,వార్తాపత్రిక,газета
426,Leben::N,ప్రాణము,жизнь
427,Tod::N,మరణము,смерть
428,Grab::N,సమాధి,могила
429,Kirche::N,క్రెస్తవులగుడి,церковь
430,Sünde::N,పాపము,грех
431,Gott::N,దేవుడు,бог
432,Arbeiter::N,పనిపాటుచేశేవాడు,рабочий
433,Chef::N,యజమానుడు,начальник
434,Meister::N,కళాకారుడు,мастер
435,Arzt::N,వైద్యుడు,врач
436,Lehrer::N,ఉపాధ్యాయుడు,учитель
437,Geld::N,ద్రవ్యము,деньги
438,Geschäft::N,వ్యాపారము,занятие
439,Laden::N,అంగడి,магазин
440,Preis::N,వెల,цена
441,Ware::N,సరకులు,товар
442,Nutzen::N,ప్రయోజనము,выгода
443,Reichtum::N,ధనము,богатство
444,Welt::N,ప్రపంచము,мир
445,Land::N,దేశము,страна
446,Staat::N,రాజ్యము,государство
447,König::N,రాజు,король
448,Macht::N,అధికారము,власть
449,Grenze::N,సరిహద్దు,граница
450,Krieg::N,యుద్ధము,война
451,Feind::N,శత్రువు,враг
452,Gewalt::N,దౌర్జన్యము,насилие
453,Kampf::N,పోట్లాట,борьба
454,Bogen[Waffe]::N,విల్లు,лук
455,Pfeil::N,బాణము,стрела
456,Gewehr::N,తుపాకి,ружье
457,Fehler::N,తప్ప,ошибка
458,Lüge::N,అసత్యము,ложь
459,Schaden::N,నష్టము,вред
460,Unglück::N,దురదృష్టము,беда
461,Schuld::N,తప్పు,вина
462,Alter::N,వయస్సు,возраст
463,Schluss::N,ముగింపు,окончание
464,Zeit::N,కాలము,время
465,Tag::N,దినము,день
466,Morgen::N,ఉదయము,утро
467,Mittag::N,మధ్యాహ్నము,полдень
468,Abend::N,సాయంకాలము,вечер
469,Nacht::N,రత్రి,ночь
470,Woche::N,వారము,неделя
471,Monat::N,నెల,месяц
472,Jahr::N,సంవత్సరము,год
473,Frühling::N,వసంతకాలము,весна
474,Sommer::N,వేసవికాము,лето
475,Herbst::N,ఆకురాలుకాలము,осень
476,Winter::N,శీతకాలము,зима
477,Januar::N,జనవరి,январь
478,Februar::N,ఫిబ్రవరి,февраль
479,März::N,మార్చి,март
480,April::N,ఏప్రిలు,апрель
481,Mai::N,మే,май
482,Juni::N,జూన్,июнь
483,Juli::N,జూలై,июль
484,August::N,ఆగస్టు,август
485,September::N,సెప్ఠెంబరు,сентябрь
486,Oktober::N,అక్టోబరు,октябрь
487,November::N,నవంబరు,ноябрь
488,Dezember::N,డిసెంబర్,декабрь
489,Montag::N,సోమవారము,понедельник
490,Dienstag::N,మంగళవారము,вторник
491,Mittwoch::N,బుధవారము,среда
492,Donnerstag::N,గురువారము,четверг
493,Freitag::N,శుక్రవారము,пятница
494,Samstag::N,శనివారము,суббота
495,Sonntag::N,ఆదివారము,воскресенье
496,groß::A,గొప్పైన,большой
497,klein::A,చిన్న,маленький
498,lang::A,పొడుగాటి,длинный
499,kurz::A,పొట్టి,короткий
500,breit::A,వెడల్పైన,широкий
501,schmal::A,ఇఱుకైన,узкий
502,dicht::A,దట్టమైన,густой
503,dick[Gegenstand]::A,దట్టమైన,толстый
504,dünn::A,పలుచని,тонкий
505,fein::A,నాజాకైన,тонкий
506,fest::A,దృడమైవ,крепкий
507,flach::A,చదువైన,плоский
508,glatt::A,నున్నని,гладкий
509,hart::A,కఠినమైన,твердый
510,weich::A,మృదువైన,мягкий
511,rund::A,గుండ్రని,круглый
512,spitz::A,మొనగల,остроконечный
513,scharf::A,పదనైన,острый
514,stumpf::A,వాడిలేని,тупой
515,schwer::A,బరువ్తెన,тяжелый
516,schön::A,సుందరమైన,красивый
517,heiß::A,వేడియైన,жаркий
518,warm::A,వెచ్చని,теплый
519,kalt::A,చల్లని,холодный
520,kühl::A,చల్లని,прохладный
521,frisch::A,తాజాయైన,свежий
522,feucht::A,చెమ్మగానున్న,влажный
523,nass::A,తడిగామన్న,мокрый
524,trocken::A,ఎండిన,сухой
525,voll::A,నిండు,полный
526,voll::A,నిండు,наполненный
527,leer::A,శూన్యమైన,пустой
528,offen::A,తెఱచియున్న,открытый
529,geschlossen::A,మూసిన,закрытый
530,sauber::A,పరిశుద్ధమైన,чистый
531,schmutzig::A,ముఱికియైన,грязный
532,roh::A,పచ్చి,сырой
533,reif::A,పండివ,зрелый
534,lecker::A,రుచి గల,вкусный
535,süß::A,తియ్యని,сладкий
536,bitter::A,చేదైన,горький
537,sauer::A,పుల్లని,кислый
538,hell::A,కాంతిగల,светлый
539,dunkel::A,చీకటియైన,темный
540,schwarz::A,నల్లని,черный
541,weiß::A,తెలుపు,белый
542,rot::A,ఎఱ్ఱని,красный
543,gelb::A,పసుపు పచ్చ,желтый
544,blau::A,నీలవర్ణము,синий
545,grün::A,ఆకుపచ్చని,зеленый
546,grau::A,నెరిసిన,серый
547,bunt::A,రంగేలీ,пестрый
548,billig::A,చౌకయైన,дешевый
549,teuer::A,వెలపొడుగైన,дорогой
550,wertvoll::A,విలుప్తెన,ценный
551,blind::A,గ్రుడ్డి,слепой
552,taub::A,చెవిటి,глухой
553,kräftig::A,శక్తి గల,могучий
554,stark::A,బలమైన,сильный
555,schwach::A,బలహీనమైన,слабый
556,fett::A,క్రొవ్విన,жирный
557,schlank::A,సన్నని,стройный
558,hübsch::A,సాగప్తెన,прелестный
559,böse::A,చెడ్డ,злой
560,dumm::A,తెలివిలేని,глупый
561,faul::A,సోమరియైన,ленивый
562,fleißig::A,శ్రద్దగల,прилежный
563,geizig::A,పిసినారియైన,жадный
564,klug::A,తెలివిగల,умный
565,geschickt::A,నిపుణతగల,искусный
566,lieb::A,ప్రియమైన,милый
567,lustig::A,ఉల్లాసము గల,веселый
568,sanft::A,సాధువైన,нежный
569,hungrig::A,ఆకలిగొనిన,голодный
570,krank::A,వ్యాధిగల,больной
571,nackt::A,దిగంబరమైన,голый
572,traurig::A,విచారముగల,грустный
573,lebendig::A,ప్రాణముతో నున్న,живой
574,gut::A,మంచి,хороший
575,schlecht::A,చెడ్డ,плохой
576,richtig::A,సరియైన,правильный
577,schlimm::A,అసహ్యమైన,отвратительный
578,schlimm::A,అసహ్యమైన,мерзкий
579,wahr::A,నిజమైన,настоящий
580,alt::A,ముసలి,старый
581,neu::A,క్రొత్త,новый
582,ehemalig::A,పూర్వపు,бывший
583,alt[Lebewesen]::A,ముసలి,пожилой
584,jung::A,పసి,молодой
585,arm::A,బీద,бедный
586,reich::A,ధనవంతుడైన,богатый
587,bekannt::A,తెలిసిన,знакомый
588,berühmt::A,ప్రపిద్దికెక్కివ,знаменитый
589,fremd::A,అన్యమైన,чужой
590,verschieden::A,భేదమైన,разный
591,nah::A,దగ్గఱనున్న,близкий
592,fern::A,దూరమందున్న,далекий
593,linker::A,ఎడమప్రక్కగ,левый
594,rechter::A,కుడి,правый
595,anderer::A,వేఱ్తెన,другой
596,erster::A,మొదటి,первый
597,zweiter::A,రెండన,второй
598,dritter::A,మూడో,третий
599,letzter::A,కడపటి,последний
600,allein::ADV,ఒంటిగా,один
601,auf einmal::ADV,హరాత్తుగ,сразу
602,zusammen::ADV,కలిసి,вместе
603,lange::ADV,బహుకాలము,долго
604,plötzlich::ADV,హరాత్తుగ,вдруг
605,sofort::ADV,తక్షణము,тотчас
606,später::ADV,ఇటీవలి,позже
607,jetzt::ADV,ఇప్పుడు,сейчас
608,heute::ADV,నేడు,сегодня
609,morgen::ADV,ఱేపు,завтра
610,bald::ADV,శీఘ్రముగ,скоро
611,dann::ADV,అప్పుడు,потом
612,gestern::ADV,నిన్నటి దినము,вчера
613,einst::ADV,పూర్వమొకప్పుడు,однажды
614,damals::ADV,అప్పుడు,тогда
615,danach::ADV,అప్పుడు,затем
616,vorher::ADV,ఎదుట,раньше
617,zuerst::ADV,మొదటిలో,сперва
618,einmal::ADV,ఒకసారి,раз
619,manchmal::ADV,అప్పటప్పటికి,иногда
620,oft::ADV,తఱచుగా,часто
621,immer::ADV,ఎల్లప్పుడు,всегда
622,niemals::ADV,ఎప్పుడునులేదు,никогда
623,hier::ADV,ఇక్కడ,здесь
624,hierhin::ADV,ఇక్కడకు,сюда
625,von hier::ADV,ఇక్కడనుండి,отсюда
626,dort::ADV,అక్కడ,там
627,dorthin::ADV,అక్కడికి,туда
628,geradeaus::ADV,సూటిగా,прямо
629,vorwärts::ADV,ముందుకు,вперед
630,rückwärts::ADV,వెనుకకు,назад
631,zurück::ADV,వెనుకభాగము,обратно
632,unten::ADV,క్రింద,внизу
633,hinab::ADV,కిందికి,вниз
634,oben::ADV,మీద,наверху
635,hinauf::ADV,పైకి,вверх
636,überall::ADV,అంతటా,везде
637,nicht::ADV,కాదు,не
638,ein wenig::ADV,కొంచెము,немного
639,kaum::ADV,చాలిచాలక,едва
640,sehr::ADV,చాల,очень
641,so::ADV,ఆలాగున,так
642,noch::ADV,ఇప్పటికిని,еще
643,nur::ADV,మాత్రము,только
644,schon::ADV,ఇదివఱకే,уже
645,wieder::ADV,తిరిగి,опять
646,vergebens::ADV,నిష్ఫలముగా,напрасно
647,vor::PRP,ముందు,перед
648,hinter::PRP,వెనుక,за
649,hinter::PRP,వెనుక,позади
650,unter::PRP,క్రింద,под
651,durch::PRP,ద్వారా,сквозь
652,neben::PRP,దగ్గెర,возле
653,zwischen::PRP,మధ్య,между
654,wegen::PRP,కారణంగా,из-за
655,dies::PRN,ఇది,это
656,das::PRN,అది,то
657,alles::PRN,సకలము,все
658,ich::PRN,నేను,я
659,du::PRN,నీవు,ты
660,er::PRN,అతడు,он
661,wir::PRN,మనము,мы
662,ihr::PRN,మీరు,вы
663,sie::PRN,వారు,они
664,was::FPRN,ఏమి,что
665,wer::FPRN,ఎవడు,кто
666,wo::FADV,ఎక్కడ,где
667,wohin::FADV,ఎందుకు,куда
668,wie::FADV,ఎట్టు,как
669,warum::FADV,ఏల,почему
670,wieviel::FNUM,ఎంత,сколько
671,eins::NUM,ఒకటి,один
672,zwei::NUM,రెండు,два
673,drei::NUM,మూడు,три
674,vier::NUM,నాలుగు,четыре
675,fünf::NUM,అయిదు,пять
676,sechs::NUM,ఆఱు,шесть
677,sieben::NUM,ఏరు,семь
678,acht::NUM,ఎనిమదు,восемь
679,neun::NUM,తొమ్మిది,девять
680,zehn::NUM,పది,десять
681,elf::NUM,పదునొకొండు,одиннадцать
682,zwölf::NUM,పండ్రండు,двенадцать
683,zwanzig::NUM,ఇరుపది,двадцать
684,dreißig::NUM,ముప్పది,тридцать
685,vierzig::NUM,నలువది,сорок
686,fünfzig::NUM,ఏబది,пятьдесят
687,sechzig::NUM,అరుపది,шестьдесят
688,siebzig::NUM,డెబ్బది,семьдесят
689,achtzig::NUM,ఎనుబది,восемьдесят
690,neunzig::NUM,తొంబది,девяносто
691,hundert::NUM,నూఱు,сто
692,tausend::NUM,వేయి,тысяча
693,und::CNJ,మఱియు,и
694,oder::CNJ,లేక,или
695,oder::CNJ,లేక,либо
696,stehen::V,నిలుచు,стоять
697,sitzen::V,కూర్చుండు,сидеть
698,liegen::V,పండుకొనుట,лежать
699,hängen::V,వ్రేలాడదీయు,висеть
700,werden::V,అగు,стать
701,passieren::V,సంభవించు,случиться
702,beginnen::V,ఆరంభించు,начаться
703,enden::V,తీరుట,кончиться
704,wechseln::V,మార్చు,меняться
705,aufgehen[Sonne]::V,ఉదయించు,взойти
706,untergehen[Sonne]::V,అస్తమించు,зайти
707,scheinen[Sonne]::V,ప్రకాశించు,светить
