,Concept_ID,ar,cy
222,Gold::N,ذهب,aur
223,Silber::N,فضة,arian
224,Kohle::N,فحم,glo
225,Glas::N,زجاج,gwydr
226,Lehm::N,طين,clai
227,Sand::N,رمل,tywod
228,Mensch::N,إنسان,dyn
229,Mann::N,رجل,dyn
230,Frau::N,امرأة,merch
231,Frau::N,امرأة,gwraig
232,Kind::N,طفل,plentyn
233,Junge::N,ولد,hogyn
234,Junge::N,ولد,bachgen
235,Mädchen::N,بنت,merch
236,Mädchen::N,بنت,geneth
237,Familie::N,عائلة,teulu
238,Familie::N,عائلة,tylwyth
239,Großvater::N,جد,taid
240,Großvater::N,جد,tad-cu
241,Großmutter::N,جدة,nain
242,Großmutter::N,جدة,mam-gu
243,Eltern::N,أبوان,rhieni
244,Eltern::N,والدان,rhieni
245,Vater::N,أب,tad
246,Mutter::N,أم,mam
247,Sohn::N,إبن,mab
248,Tochter::N,بنت,merch
249,Tochter::N,إبنة,merch
250,Bruder::N,أخ,brawd
251,Bruder::N,شقيق,brawd
252,Schwester::N,أخت,chwaer
253,Onkel::N,عم,ewythr
254,Tante::N,عمة,modryb
255,Ehemann::N,زوج,gŵr
256,Ehefrau::N,زوجة,gwraig
257,Freude::N,فرح,gorfoledd
258,Freude::N,سرور,gorfoledd
259,Gelächter::N,قهقهة,chwerthin
260,Glück::N,سعادة,hapusrwydd
261,Kummer::N,غم,galar
262,Wunsch::N,منية,dymuniad
263,Lust::N,شهوة,chwant
264,Geist::N,روح,ysbryd
265,Gedanke::N,فكرة,meddwl
266,Gedächtnis::N,ذاكرة,cof
267,Verstand::N,عقل,meddwl
268,Sinn::N,معنى,ystyr
269,Grund::N,سبب,achos
270,Grund::N,سبب,rheswm
271,Wahrheit::N,حقيقة,gwir
272,Wahrheit::N,حقيقة,gwirionedd
273,Gespräch::N,محادثة,sgwrs
274,Märchen::N,خرافة,chwedl werin
275,Erzählung::N,قصة,stori
276,Erzählung::N,حكاية,stori
277,Nachricht::N,خبر,neges
278,Neuigkeit::N,خبر جديد,newydd
279,Name::N,اسم,enw
280,Rätsel::N,لغز,pos
281,Rede::N,خطبة,araith
282,Sprache::N,لغة,iaith
283,Stimme::N,صوت,llais
284,Wort::N,كلمة,gair
285,Zeichen::N,رمز,arwydd
286,Zeichen::N,إشارة,arwydd
287,Ruf::N,نداء,galwad
288,Lärm::N,صخب,trwst
289,Lärm::N,ضجة,trwst
290,Laut::N,صوت,sain
291,Ton::N,نغمة,tôn
292,Lied::N,أغنية,cân
293,Ruhe::N,هدوء,tawelwch
294,Leute::N,ناس,pobl
295,Volk::N,شعب,pobl
296,Arbeit::N,عمل,gwaith
297,Gast::N,ضيف,gwestai
298,Geschenk::N,هدية,rhodd
299,Geschenk::N,هدية,anrheg
300,Spiel::N,لعب,chwarae
301,Gesellschaft::N,صحبة,cwmni
302,Hilfe::N,عون,cymorth
303,Hilfe::N,مساعدة,cymorth
304,Freund::N,صديق,cyfaill
305,Kamerad::N,زميل,cydymaith
306,Angelegenheit::N,أمر,pwnc
307,Angelegenheit::N,شأن,pwnc
308,Anzahl::N,عدد,cyfrif
309,Art::N,نوع,bath
310,Stück::N,قطعة,darn
311,Teil::N,قسم,rhan
312,Hälfte::N,نصف,hanner
313,Kreis::N,دائرة,cylch
314,Kreuz::N,صليب,croes
315,Linie::N,خط,llinell
316,Strich::N,شرطة,strôc
317,Strich::N,شرطة,trawiad
318,Abstand::N,مسافة,bwlch
319,Abstand::N,مسافة,pellter
320,Entfernung::N,بعد,pellter
321,Gegend::N,ناحية,cylch
322,Platz::N,فراغ,lle
323,Ort::N,مكان,lle
324,Seite::N,جانب,ochr
325,Mitte::N,وسط,canol
326,Gegenstand::N,موضوع,eitem
327,Sache::N,شيء,peth
328,Rand::N,حافة,cwr
329,Rand::N,حافة,ymyl
330,Kante::N,حافة,min
331,Kante::N,حافة,ymyl
332,Ecke::N,ركن,cornel
333,Spitze::N,سن,blaen
334,Ende::N,طرف,pen
335,Loch::N,ثقب,twll
336,Winkel::N,زاوية,congl
337,Muster::N,عينة,patrwm
338,Größe::N,حجم,maint
339,Größe::N,حجم,maintioli
340,Länge::N,طول,hyd
341,Höhe::N,علو,uchder
342,Höhe::N,ارتفاع,uchder
343,Gewicht::N,وزن,pwysau
344,Menge::N,كمية,swm
345,Menge::N,كمية,maint
346,Haufen::N,كوم,pentwr
347,Reihe::N,صف,rhes
348,Boot::N,قارب,cwch
349,Boot::N,زورق,cwch
350,Ruder::N,مجذاف,rhwyf
351,Schlitten::N,مزلقة,sled
352,Schlitten::N,مزلقة,car llusg
353,Ski::N,زلاجة,sgi
354,Lagerfeuer::N,نار المخيم,coelcerth
355,Last::N,حمل,llwyth
356,Gang::N,مشية,tro
357,Schritt::N,خطوة,cam
358,Norden::N,شمال,gogledd
359,Süden::N,جنوب,de
360,Westen::N,غرب,gorllewin
361,Osten::N,شرق,dwyrain
362,Holz::N,خشب,pren
363,Brett::N,لوح,bwrdd
364,Brett::N,لوح,astell
365,Platte::N,صفيحة,llech
366,Stütze::N,سند,ateg
367,Stütze::N,سند,cynhalydd
368,Stütze::N,دعامة,ateg
369,Stütze::N,دعامة,cynhalydd
370,Stange::N,عود,polyn
371,Stock::N,عصا,ffon
372,Stock::N,عصا,brigyn
373,Stab::N,قضيب,ffon
374,Rohr::N,أنبوبة,pibell
375,Haus::N,دار,tŷ
376,Haus::N,بيت,tŷ
377,Heim::N,بيت,cartref
378,Heim::N,مسكن,cartref
379,Ofen::N,مدفأة,stof
380,Fußboden::N,أرضية,llawr
381,Tisch::N,مائدة,bwrdd
382,Stuhl::N,كرسي,cadair
383,Wiege::N,مهد,crud
384,Bett::N,سرير,gwely
385,Regal::N,رف,silff
386,Kiste::N,صندوق,bocs
387,Kiste::N,صندوق,blwch
388,Fenster::N,شباك,ffenestr
389,Fenster::N,نافذة,ffenestr
390,Tür::N,باب,drws
391,Tor::N,بوابة,porth
392,Zaun::N,سياج,ffens
393,Dach::N,سطح,to
394,Leiter::N,سلم,ysgol
395,Besen::N,مكنسة,ysgub
396,Spaten::N,مسحاة,rhaw
397,Schaufel::N,مجرفة,rhaw
398,Gabel::N,شوكة,fforc
399,Löffel::N,ملعقة,llwy
400,Messer::N,سكين,cyllell
401,Nagel::N,مسمار,hoel
402,Netz::N,شبكة,gwe
403,Netz::N,شبكة,rhwyd
404,Haken::N,خطاف,bach
405,Haken::N,صنارة,bach
406,Griff::N,قبضة,carn
407,Schloss::N,قفل,clo
408,Bild::N,صورة,llun
409,Bild::N,صورة,pictiwr
410,Figur::N,تمثال,ffigur
411,Puppe::N,دمية,dol
412,Beutel::N,كيس,cwd
413,Bündel::N,ربطة,bwndel
414,Bündel::N,ربطة,coflaid
415,Tasche::N,شنطة,cod
416,Tasche::N,محفظة,cod
417,Eimer::N,سطل,bwced
418,Eimer::N,سطل,cunnog
419,Eimer::N,جردل,bwced
420,Eimer::N,جردل,cunnog
421,Deckel::N,سداد,caead
422,Geschirr::N,أوان,llestri
423,Sack::N,زكيبة,sach
424,Tasse::N,فنجان,cwpan
425,Topf::N,قدر,pot
426,Topf::N,قدر,crochan
427,Topf::N,طنجرة,pot
428,Topf::N,طنجرة,crochan
429,Kessel::N,قدر,tegell
430,Kessel::N,غلاية,tegell
431,Essen::N,طعام,pryd o fwyd
432,Nahrung::N,غذاء,bwyd
433,Speise::N,أكل,saig
434,Fleisch::N,لحم,cig
435,Getreide::N,حبوب,ŷd
436,Getreide::N,حبوب,llafur
437,Brei::N,عصيدة,uwd
438,Brot::N,خبز,bara
439,Scheibe::N,شريحة,tafell
440,Fett::N,سمن,saim
441,Fett::N,سمن,braster
442,Butter::N,زبدة,ymenyn
443,Öl::N,زيت,olew
444,Salz::N,ملح,halen
445,Suppe::N,حساء,cawl
446,Suppe::N,شربة,cawl
447,Honig::N,عسل,mêl
448,Milch::N,حليب,llaeth
449,Milch::N,حليب,llefrith
450,Tee::N,شاي,te
451,Leder::N,جلد,lledr
452,Wolle::N,صوف,gwlân
453,Stoff::N,قماش,lliain
454,Stoff::N,قماش,brethyn
455,Nadel::N,إبرة,nodwydd
456,Faden::N,خيط,edau
457,Faden::N,خيط,edefyn
458,Knopf::N,زر,botwm
459,Knoten::N,عقدة,cwlwm
460,Farbe::N,صبغة,paent
461,Kleidung::N,ملابس,dillad
462,Kleidung::N,ملابس,gwisgoedd
463,Hemd::N,قميص,crys
464,Kragen::N,ياقة,coler
465,Ärmel::N,كم,llawes
466,Hose::N,سروال,trowsus
467,Hose::N,بنطلون,trowsus
468,Gürtel::N,حزام,gwregys
469,Mütze::N,طاقية,cap
470,Schuh::N,حذاء,esgid
471,Stiefel::N,جزمة,botasen
472,Stiefel::N,حذاء طويل,botasen
473,Ring::N,حلقة,modrwy
474,Band::N,شريط,rhuban
475,Kamm::N,مشط,crib
476,Spiegel::N,مرآة,drych
477,Riemen::N,سير,strap
478,Schnur::N,حبل,llinyn
479,Schnur::N,دوبارة,llinyn
480,Leine::N,قيد,tennyn
481,Decke::N,بطانية,blanced
482,Decke::N,بطانية,gwrthban
483,Kissen::N,وسادة,clustog
484,Kissen::N,وسادة,gobennydd
485,Tuch::N,منديل,sgarff
486,Handtuch::N,فوطة,tywel
487,Handtuch::N,فوطة,lliain sychu
488,Handtuch::N,منشفة,tywel
489,Handtuch::N,منشفة,lliain sychu
490,Kraft::N,قدرة,grym
491,Stärke::N,قوة,nerth
492,Stärke::N,قوة,cryfder
493,Gesundheit::N,صحة,iechyd
494,Krankheit::N,مرض,afiechyd
495,Krankheit::N,مرض,anhwylder
496,Schmerz::N,ألم,poen
497,Schmerz::N,ألم,gwayw
498,Schmerz::N,وجع,poen
499,Schmerz::N,وجع,gwayw
500,Wunde::N,جرح,clwyf
501,Fieber::N,حمى,twymyn
502,Arznei::N,دواء,meddyginiaeth
503,Brücke::N,جسر,pont
504,Brunnen::N,بئر,ffynnon
505,Weide::N,مرعى,porfa
506,Pfad::N,درب,llwybr
507,Weg::N,سكة,ffordd
508,Straße::N,طريق,heol
509,Straße::N,طريق,ffordd
510,Dorf::N,قرية,pentref
511,Stadt::N,مدينة,tref
512,Brief::N,خطاب,llythyr
513,Brief::N,مكتوب,llythyr
514,Buch::N,كتاب,llyfr
515,Buchstabe::N,حرف,llythyren
516,Zeitung::N,جريدة,papur newydd
517,Leben::N,عيش,bywyd
518,Leben::N,حياة,bywyd
519,Tod::N,موت,marwolaeth
520,Tod::N,وفاة,marwolaeth
521,Grab::N,قبر,bedd
522,Kirche::N,كنيسة,eglwys
523,Sünde::N,خطيئة,pechod
524,Gott::N,إله,duw
525,Arbeiter::N,عامل,gweithiwr
526,Chef::N,رئيس,pennaeth
527,Meister::N,أسطى,meistr
528,Arzt::N,طبيب,meddyg
529,Lehrer::N,مدرس,athro
530,Geld::N,نقود,pres
531,Geld::N,نقود,arian
532,Geschäft::N,صفقة,busnes
533,Laden::N,دكان,siop
534,Preis::N,سعر,pris
535,Ware::N,بضاعة,nwydd
536,Nutzen::N,فائدة,elw
537,Nutzen::N,فائدة,budd
538,Reichtum::N,غنى,cyfoeth
539,Reichtum::N,ثروة,cyfoeth
540,Welt::N,عالم,byd
541,Welt::N,دنيا,byd
542,Land::N,بلد,gwlad
543,Staat::N,دولة,gwladwriaeth
544,König::N,ملك,brenin
545,Macht::N,سلطة,grym
546,Macht::N,سلطة,awdurdod
547,Grenze::N,حدود,ffin
548,Grenze::N,حدود,goror
549,Krieg::N,حرب,rhyfel
550,Feind::N,عدو,gelyn
551,Gewalt::N,عنف,ffyrnigrwydd
552,Kampf::N,قتال,brwydr
553,Bogen[Waffe]::N,قوس,bwa
554,Pfeil::N,سهم,saeth
555,Gewehr::N,بندقية,dryll
556,Fehler::N,خطأ,gwall
557,Fehler::N,خطأ,camgymeriad
558,Lüge::N,كذب,celwydd
559,Lüge::N,كذب,anwiredd
560,Schaden::N,تلف,niwed
561,Schaden::N,تلف,difrod
562,Unglück::N,نحس,anffawd
563,Schuld::N,ذنب,bai
564,Alter::N,سن,oed
565,Alter::N,عمر,oed
566,Schluss::N,ختام,diwedd
567,Schluss::N,نهاية,diwedd
568,Zeit::N,وقت,amser
569,Tag::N,يوم,dydd
570,Tag::N,يوم,diwrnod
571,Morgen::N,صباح,bore
572,Mittag::N,ظهر,nawn
573,Abend::N,مساء,noswaith
574,Nacht::N,ليلة,nos
575,Woche::N,أسبوع,wythnos
576,Monat::N,شهر,mis
577,Jahr::N,عام,blwyddyn
578,Jahr::N,سنة,blwyddyn
579,Frühling::N,ربيع,gwanwyn
580,Sommer::N,صيف,haf
581,Herbst::N,خريف,hydref
582,Winter::N,شتاء,gaeaf
583,Januar::N,يناير,Ionawr
584,Januar::N,كانون الثاني,Ionawr
585,Februar::N,شباط,Chwefror
586,Februar::N,فبراير,Chwefror
587,März::N,آذار,Mawrth
588,März::N,مارس,Mawrth
589,April::N,نيسان,Ebrill
590,Mai::N,مايو,Mai
591,Juni::N,يونيو,Mehefin
592,Juni::N,حزيران,Mehefin
593,Juli::N,تموز,Gorffennaf
594,Juli::N,يوليو,Gorffennaf
595,August::N,آب,Awst
596,August::N,أغسطس,Awst
597,September::N,أيلول,Medi
598,September::N,سبتمبر,Medi
599,Oktober::N,أكتوبر,Hydref
600,Oktober::N,تشرين الأول,Hydref
601,November::N,نوفمبر,Tachwedd
602,November::N,تشرين الثاني,Tachwedd
603,Dezember::N,ديسمبر,Rhagfyr
604,Dezember::N,كانون الأول,Rhagfyr
605,Montag::N,يوم الاثنين,dydd Llun
606,Dienstag::N,يوم الثلاثاء,dydd Mawrth
607,Mittwoch::N,يوم الأربعاء,dydd Mercher
608,Donnerstag::N,يوم الخميس,dydd Iau
609,Freitag::N,يوم الجمعة,dydd Gwener
610,Samstag::N,يوم السبت,dydd Sadwrn
611,Sonntag::N,يوم الأحد,dydd Sul
612,groß::A,كبير,mawr
613,klein::A,صغير,bach
614,lang::A,طويل,hir
615,kurz::A,قصير,byr
616,kurz::A,قصير,cwta
617,breit::A,واسع,llydan
618,schmal::A,ضيق,cul
619,dicht::A,كث,dwys
620,dicht::A,كثيف,dwys
621,dick[Gegenstand]::A,غليظ,trwchus
622,dünn::A,رفيع,tenau
623,fein::A,رقيق,main
624,fest::A,متين,cadarn
625,flach::A,سهل,gwastad
626,flach::A,منبسط,gwastad
627,glatt::A,ناعم,llyfn
628,hart::A,صلب,caled
629,hart::A,جامد,caled
630,weich::A,لين,meddal
631,rund::A,مستدير,crwn
632,spitz::A,مدبب,pigfain
633,scharf::A,حاد,miniog
634,stumpf::A,ثالم,pŵl
635,schwer::A,ثقيل,trwm
636,schön::A,جميل,teg
637,schön::A,جميل,hardd
638,schön::A,جميل,prydferth
639,heiß::A,حار,poeth
640,heiß::A,ساخن,poeth
641,warm::A,دافئ,twym
642,warm::A,دافئ,cynnes
643,kalt::A,بارد,oer
644,kühl::A,قر,oeraidd
645,frisch::A,طازج,iach
646,feucht::A,رطب,llaith
647,nass::A,مبلول,gwlyb
648,trocken::A,جاف,sych
649,voll::A,ملء,llawn
650,leer::A,خال,gwag
651,leer::A,فارغ,gwag
652,offen::A,مفتوح,agored
653,geschlossen::A,مغلق,caead
654,geschlossen::A,مغلق,caeëdig
655,sauber::A,نظيف,glân
656,schmutzig::A,قذر,budr
657,schmutzig::A,قذر,brwnt
658,roh::A,نيء,amrwd
659,reif::A,ناضج,aeddfed
660,lecker::A,لذيذ,blasus
661,lecker::A,لذيذ,danteithiol
662,süß::A,حلو,melys
663,bitter::A,مر,chwerw
664,sauer::A,حامض,sur
665,hell::A,نير,disglair
666,dunkel::A,مظلم,tywyll
667,schwarz::A,أسود,du
668,weiß::A,أبيض,gwyn
669,rot::A,أحمر,coch
670,gelb::A,أصفر,melyn
671,blau::A,أزرق,glas
672,grün::A,أخضر,gwyrdd
673,grau::A,رمادي,llwyd
674,bunt::A,ملوب,lliwgar
675,billig::A,رخيص,rhad
676,teuer::A,غال,drud
677,wertvoll::A,ثمين,gwerthfawr
678,blind::A,أعمى,dall
679,taub::A,أصم,byddar
680,taub::A,أطرش,byddar
681,kräftig::A,قوي,nerthol
682,kräftig::A,قوي,grymus
683,stark::A,قوي,cryf
684,stark::A,قوي,cadarn
685,schwach::A,ضعيف,gwan
686,fett::A,سمين,tew
687,schlank::A,أهيف,main
688,hübsch::A,جميل,tlws
689,böse::A,رديء,drwg
690,dumm::A,أبله,twp
691,dumm::A,أحمق,twp
692,faul::A,كسلان,diog
693,fleißig::A,مجتهد,dyfal
694,geizig::A,بخيل,crintach
695,geizig::A,بخيل,cybyddlyd
696,klug::A,ذكي,deallus
697,klug::A,عاقل,deallus
698,geschickt::A,ماهر,medrus
699,geschickt::A,ماهر,deheuig
700,lieb::A,عزيز,hoff
701,lieb::A,عزيز,annwyl
702,lustig::A,مرح,llon
703,sanft::A,حليم,mwyn
704,hungrig::A,جائع,newynog
705,krank::A,مريض,sâl
706,krank::A,مريض,gwael
707,nackt::A,عار,noeth
708,traurig::A,حزين,trist
709,lebendig::A,حي,yn fyw
710,gut::A,جيد,da
711,schlecht::A,سيء,drwg
712,schlecht::A,سيء,gwael
713,richtig::A,صحيح,cywir
714,schlimm::A,خبيث,enbyd
715,wahr::A,حق,gwir
716,alt::A,قديم,hen
717,neu::A,جديد,newydd
718,ehemalig::A,سابق,blaenorol
719,alt[Lebewesen]::A,مسن,oedrannus
720,jung::A,شاب,ifanc
721,jung::A,صغير,ifanc
722,arm::A,فقير,tlawd
723,reich::A,غني,cyfoethog
724,bekannt::A,معلوم,cynefin
725,bekannt::A,معلوم,cyfarwydd
726,berühmt::A,مشهور,enwog
727,fremd::A,أجنبي,estron
728,verschieden::A,مختلف,gwahanol
729,nah::A,قريب,agos
730,fern::A,بعيد,pell
731,linker::A,يسار,aswy
732,linker::A,يسار,chwith
733,rechter::A,يمين,de
734,rechter::A,يمين,deau
735,anderer::A,آخر,arall
736,erster::A,أول,cyntaf
737,zweiter::A,ثان,ail
738,dritter::A,ثالث,trydydd
739,letzter::A,أخير,olaf
740,allein::ADV,وحده,unig
741,allein::ADV,وحده,ar ei ben ei hun
742,auf einmal::ADV,بالمرة,ar yr un pryd
743,zusammen::ADV,معا,ynghyd
744,zusammen::ADV,معا,gyda'i gilydd
745,lange::ADV,مدة طويلة,amser hir
746,plötzlich::ADV,فجأة,yn sydyn
747,sofort::ADV,حالا,ar unwaith
748,sofort::ADV,فورا,ar unwaith
749,später::ADV,فيما بعد,yn ddiweddarach
750,jetzt::ADV,الآن,yn awr
751,jetzt::ADV,حاليا,yn awr
752,heute::ADV,اليوم,heddiw
753,morgen::ADV,غدا,yfory
754,bald::ADV,قريبا,yn fuan
755,bald::ADV,قريبا,gyda hyn
756,dann::ADV,ثم,yna
757,dann::ADV,ثم,y pryd hwnnw
758,gestern::ADV,أمس,ddoe
759,gestern::ADV,البارحة,ddoe
760,einst::ADV,قديما,gynt
761,damals::ADV,حينئذ,ar y pryd
762,damals::ADV,حينئذ,bryd hynny
763,danach::ADV,ثم,wedyn
764,danach::ADV,بعد ذلك,wedyn
765,vorher::ADV,من قبل,o'r blaen
766,vorher::ADV,قبل ذلك,o'r blaen
767,zuerst::ADV,أولا,yn gyntaf
768,einmal::ADV,مرة,unwaith
769,manchmal::ADV,أحيانا,weithiau
770,manchmal::ADV,أحيانا,ar brydiau
771,oft::ADV,كثيرا,yn aml
772,oft::ADV,كثيرا,yn fynych
773,immer::ADV,دائما,bob amser
774,niemals::ADV,لا أبدا,ni ... byth
775,niemals::ADV,لا أبدا,ni ... erioed
776,hier::ADV,هنا,yma
777,hierhin::ADV,إلى هنا,hyd yma
778,von hier::ADV,من هنا,oddi yma
779,dort::ADV,هناك,acw
780,dorthin::ADV,إلى هناك,tuag yno
781,geradeaus::ADV,إلى الأمام,syth ymlaen
782,vorwärts::ADV,إلى الأمام,ymlaen
