,Concept_ID,se,uk
188,Handfläche::N,ǩiõttǩeä´m'men,долоня
189,Handfläche::N,ко̄а̄ллдэгк,долоня
190,Handfläche::N,кӣдткоалдэгк,долоня
191,Finger::N,soerme,палець
192,Finger::N,tjuvdde,палець
193,Finger::N,suorbma,палець
194,Finger::N,čuvde,палець
195,Finger::N,suor'mâ,палець
196,Finger::N,suõrmm,палець
197,Finger::N,це̄ххп,палець
198,Fingernagel::N,gadtse,ніготь
199,Fingernagel::N,guehpere,ніготь
200,Fingernagel::N,gadtsa,ніготь
201,Fingernagel::N,gazza,ніготь
202,Fingernagel::N,kozzâ,ніготь
203,Fingernagel::N,kõʒʒ,ніготь
204,Fingernagel::N,кэ̄ннц,ніготь
205,Nagel[Anatomie]::N,gadtse,ніготь
206,Nagel[Anatomie]::N,guehpere,ніготь
207,Nagel[Anatomie]::N,gadtsa,ніготь
208,Nagel[Anatomie]::N,gazza,ніготь
209,Nagel[Anatomie]::N,kozzâ,ніготь
210,Nagel[Anatomie]::N,kõʒʒ,ніготь
211,Nagel[Anatomie]::N,кэ̄ннц,ніготь
212,Zeh::N,tjiehtjere,палець на нозі
213,Zeh::N,juolggetjuvdde,палець на нозі
214,Zeh::N,juolgesuorbma,палець на нозі
215,Zeh::N,jyel'gisuor'mâ,палець на нозі
216,Zeh::N,jue´lǧǧsuõrmm,палець на нозі
217,Zeh::N,ю̄лльк-це̄һп,палець на нозі
218,Fuß::N,juelkie,нога
219,Fuß::N,juolgge,нога
220,Fuß::N,juolgi,нога
221,Fuß::N,jyel'gi,нога
222,Fuß::N,jue´lǧǧ,нога
223,Fuß::N,ла̄бпь,нога
224,Ferse::N,båetskie,п’ятка
225,Ferse::N,boasske,п’ятка
226,Ferse::N,šušmi,п’ятка
227,Ferse::N,šušme,п’ятка
228,Ferse::N,jue´lǧǧkädd,п’ятка
229,Ferse::N,ка̄ннт,п’ятка
230,Knie::N,boelve,коліно
231,Knie::N,buolvva,коліно
232,Knie::N,čibbi,коліно
233,Knie::N,veaŋki,коліно
234,Knie::N,iidâ,коліно
235,Knie::N,puõlvv,коліно
236,Knie::N,пуллв,коліно
237,Oberschenkel::N,ruaksja,стегно
238,Oberschenkel::N,tjibbe,стегно
239,Oberschenkel::N,gassaváhkká,стегно
240,Oberschenkel::N,badjeváhkáa,стегно
241,Oberschenkel::N,čuár'bpeeḷi,стегно
242,Oberschenkel::N,če´bb,стегно
243,Oberschenkel::N,чуаррбе̄лль,стегно
244,Bein::N,juelkie,нога
245,Bein::N,juolgge,нога
246,Bein::N,juolgi,нога
247,Bein::N,jyel'gi,нога
248,Bein::N,jue´lǧǧ,нога
249,Bein::N,ю̄лльк,нога
250,Körper::N,kråahpe,тіло
251,Körper::N,rumáj,тіло
252,Körper::N,rumaš,тіло
253,Körper::N,ruumâš,тіло
254,Körper::N,rå´pp,тіло
255,Körper::N,лышшьк,тіло
256,Körper::N,роаӈӈьк,тіло
257,Haut::N,njaltja,шкіра
258,Haut::N,lijkke,шкіра
259,Haut::N,tjuobma,шкіра
260,Haut::N,liiki,шкіра
261,Haut::N,liške,шкіра
262,Haut::N,le´šǩǩ,шкіра
263,Haut::N,лышшьк,шкіра
264,Blut::N,vïrre,кров
265,Blut::N,maelie,кров
266,Blut::N,varra,кров
267,Blut::N,varra,кров
268,Blut::N,vorrâ,кров
269,Blut::N,võrr,кров
270,Blut::N,вэ̄рр,кров
271,Ader::N,åerie,вена
272,Ader::N,aajroe,вена
273,Ader::N,suodna,вена
274,Ader::N,varrasuotna,вена
275,Ader::N,suoṇâ,вена
276,Ader::N,suõnn,вена
277,Ader::N,сӯнн,вена
278,Sehne::N,soene,сухожилля
279,Sehne::N,gåårtenje,сухожилля
280,Sehne::N,suodna,сухожилля
281,Sehne::N,suotna,сухожилля
282,Sehne::N,suoṇâ,сухожилля
283,Sehne::N,suõnn,сухожилля
284,Sehne::N,сӯнн,сухожилля
285,Knochen::N,måara,кістка
286,Knochen::N,måaroe,кістка
287,Knochen::N,dákte,кістка
288,Knochen::N,dákti,кістка
289,Knochen::N,tähti,кістка
290,Knochen::N,tä´htt,кістка
291,Knochen::N,та̄ххт,кістка
292,Knochen::N,та̄ффьт,кістка
293,Gehirn::N,aajla,мозок
294,Gehirn::N,vuojŋam,мозок
295,Gehirn::N,vuoigŋašat,мозок
296,Gehirn::N,vuoi'ŋâšeh,мозок
297,Gehirn::N,vuo'ivâšneh,мозок
298,Gehirn::N,vuõivâšn,мозок
299,Gehirn::N,вуэййвэшна,мозок
300,Herz::N,vaajmoe,серце
301,Herz::N,tsåhke,серце
302,Herz::N,váibmu,серце
303,Herz::N,váimu,серце
304,Herz::N,čââ´đ,серце
305,Herz::N,кӯттҌк,серце
306,Magen::N,tjåejjie,шлунок
307,Magen::N,tjoajvve,шлунок
308,Magen::N,čoavji,шлунок
309,Magen::N,čuáv'ji,шлунок
310,Magen::N,čåu´jj,шлунок
311,Magen::N,чо̄ввьй,шлунок
312,Leber::N,mueksie,печінка
313,Leber::N,librre,печінка
314,Leber::N,vuoivvas,печінка
315,Leber::N,vuoivâs,печінка
316,Leber::N,vuõivâs,печінка
317,Leber::N,вуйвас,печінка
318,Atem::N,voejngehtasse,дихання
319,Atem::N,båssånis,дихання
320,Atem::N,vuojŋadahka,дихання
321,Atem::N,vuoiŋŋahat,дихання
322,Atem::N,vuo'iŋâstim,дихання
323,Atem::N,jiõg'g,дихання
324,Atem::N,вӯйнас,дихання
325,Atem::N,вӯййнмушш,дихання
326,Hunger::N,nielkie,голод
327,Hunger::N,nielgge,голод
328,Hunger::N,nealgi,голод
329,Hunger::N,nelgi,голод
330,Hunger::N,neä´lǧǧ,голод
331,Hunger::N,не̄лльк,голод
332,Träne::N,gïknjele,сльоза
333,Träne::N,ganjál,сльоза
334,Träne::N,ganjal,сльоза
335,Träne::N,koonjâl,сльоза
336,Träne::N,kõõnjâl,сльоза
337,Träne::N,кэ̄нял,сльоза
338,Geschmack::N,aelmie,смак
339,Geschmack::N,muosse,смак
340,Geschmack::N,smáhkka,смак
341,Geschmack::N,máhku,смак
342,Geschmack::N,smáhkka,смак
343,Geschmack::N,mááhu,смак
344,Geschmack::N,smakkâ,смак
345,Geschmack::N,njõõd,смак
346,Geschmack::N,smääkk,смак
347,Geschmack::N,ня̄лльк,смак
348,Geruch::N,haaje,запах
349,Geruch::N,habjja,запах
350,Geruch::N,hádja,запах
351,Geruch::N,opsâ,запах
352,Geruch::N,haajâ,запах
353,Geruch::N,õpss,запах
354,Geruch::N,haajj,запах
355,Geruch::N,апс,запах
356,Geruch::N,лэ̄гк,запах
357,Schlaf::N,nahkerh,сон
358,Schlaf::N,nahkerh,сплячка
359,Schlaf::N,nager,сон
360,Schlaf::N,nager,сплячка
361,Schlaf::N,oados,сон
362,Schlaf::N,oados,сплячка
363,Schlaf::N,nagir,сон
364,Schlaf::N,nagir,сплячка
365,Schlaf::N,naṿer,сон
366,Schlaf::N,naṿer,сплячка
367,Schlaf::N,nââ´er,сон
368,Schlaf::N,nââ´er,сплячка
369,Schlaf::N,нагерь,сон
370,Schlaf::N,нагерь,сплячка
371,Traum::N,nahkere,сон
372,Traum::N,niehko,сон
373,Traum::N,niehku,сон
374,Traum::N,naṿer,сон
375,Traum::N,nââ´er,сон
376,Traum::N,нагерь,сон
377,Himmel::N,elmie,небо
378,Himmel::N,almme,небо
379,Himmel::N,albmi,небо
380,Himmel::N,alme,небо
381,Himmel::N,â´lmm,небо
382,Himmel::N,алльм,небо
383,Sonne::N,biejjie,сонце
384,Sonne::N,bæjvásj,сонце
385,Sonne::N,beaivváš,сонце
386,Sonne::N,peivi,сонце
387,Sonne::N,piäiváš,сонце
388,Sonne::N,pei´vv,сонце
389,Sonne::N,пе̄ййв,сонце
390,Mond::N,aske,місяць
391,Mond::N,mánno,місяць
392,Mond::N,mánnu,місяць
393,Mond::N,máánu,місяць
394,Mond::N,mään,місяць
395,Mond::N,ма̄нн,місяць
396,Stern::N,daasta,зірка
397,Stern::N,naestie,зірка
398,Stern::N,násste,зірка
399,Stern::N,násti,зірка
400,Stern::N,täsni,зірка
401,Stern::N,tä´snn,зірка
402,Stern::N,та̄ссьт,зірка
403,Luft::N,elmie,повітря
404,Luft::N,ájmmo,повітря
405,Luft::N,áibmu,повітря
406,Luft::N,áimu,повітря
407,Luft::N,šõŋŋ,повітря
408,Luft::N,вӯйнас,повітря
409,Wind::N,bïegke,вітер
410,Wind::N,biegga,вітер
411,Wind::N,biegga,вітер
412,Wind::N,pieg'gâ,вітер
413,Wind::N,piõg'g,вітер
414,Wind::N,пӣӈӈк,вітер
415,Welle::N,baaroe,хвиля
416,Welle::N,bárro,хвиля
417,Welle::N,bárru,хвиля
418,Welle::N,pááṛu,хвиля
419,Welle::N,päärr,хвиля
420,Welle::N,нэ̄ммп,хвиля
421,Wasser::N,tjaetsie,вода
422,Wasser::N,tjáhtje,вода
423,Wasser::N,čáhci,вода
424,Wasser::N,čääci,вода
425,Wasser::N,čää´cc,вода
426,Wasser::N,ча̄дзь,вода
427,Stein::N,gierkie,камінь
428,Stein::N,giergge,камінь
429,Stein::N,geađgi,камінь
430,Stein::N,keđgi,камінь
431,Stein::N,ǩeä´dǧǧ,камінь
432,Stein::N,ке̄ддҌк,камінь
433,Boden::N,betnie,ґрунт
434,Boden::N,ednam,ґрунт
435,Boden::N,bodni,ґрунт
436,Boden::N,vuođđu,ґрунт
437,Boden::N,ponne,ґрунт
438,Boden::N,vuáđ̣u,ґрунт
439,Boden::N,vuâđđ,ґрунт
440,Boden::N,лаввьн,ґрунт
441,Boden::N,е̄ммьне,ґрунт
442,Erde::N,jåarta,земля
443,Erde::N,mueltie,земля
444,Erde::N,ednam,земля
445,Erde::N,mållde,земля
446,Erde::N,eana,земля
447,Erde::N,eennâm,земля
448,Erde::N,mädd,земля
449,Erde::N,jânnam,земля
450,Erde::N,е̄ммьне,земля
451,Staub::N,heblie,пил
452,Staub::N,tsumhtsie,пил
453,Staub::N,dubme,пил
454,Staub::N,dopmu,пил
455,Staub::N,kovjâ,пил
456,Staub::N,põõ´l,пил
457,Staub::N,кэ̄ббьй,пил
458,Rauch::N,soeve,дим
459,Rauch::N,suovva,дим
460,Rauch::N,suovva,дим
461,Rauch::N,suoṿâ,дим
462,Rauch::N,suõvv,дим
463,Rauch::N,сӯвв,дим
464,Funke::N,naestie,іскра
465,Funke::N,tjuonam,іскра
466,Funke::N,čuotnan,іскра
467,Funke::N,čuođâlm,іскра
468,Funke::N,iiskâr,іскра
469,Funke::N,čuõzzâm,іскра
470,Funke::N,чӯссэм,іскра
471,Feuer::N,dålle,вогонь
472,Feuer::N,dållå,вогонь
473,Feuer::N,dolla,вогонь
474,Feuer::N,tullâ,вогонь
475,Feuer::N,toll,вогонь
476,Feuer::N,то̄лл,вогонь
477,Licht::N,tjoevke,світло
478,Licht::N,tjuovgga,світло
479,Licht::N,čuovga,світло
480,Licht::N,čuovggas,світло
481,Licht::N,čuoṿâ,світло
482,Licht::N,toll,світло
483,Licht::N,čuõvv,світло
484,Licht::N,то̄лл,світло
485,Schatten::N,skugkie,тінь
486,Schatten::N,soejvene,тінь
487,Schatten::N,irkes,тінь
488,Schatten::N,sieges,тінь
489,Schatten::N,itku,тінь
490,Schatten::N,suoivâ,тінь
491,Schatten::N,õõtt,тінь
492,Schatten::N,ǩeeu´niǩ,тінь
493,Schatten::N,кывьнэхь,тінь
494,Wetter::N,vïerhtse,погода
495,Wetter::N,dálkke,погода
496,Wetter::N,dálki,погода
497,Wetter::N,šoŋŋâ,погода
498,Wetter::N,šõŋŋ,погода
499,Wetter::N,шэ̄ӈӈ,погода
500,Nebel::N,såavla,туман
501,Nebel::N,mearhka,туман
502,Nebel::N,murkko,туман
503,Nebel::N,mierkká,туман
504,Nebel::N,mierká,туман
505,Nebel::N,miär'kká,туман
506,Nebel::N,oṃo,туман
507,Nebel::N,sue´lnn,туман
508,Nebel::N,цӣгк,туман
509,Nebel::N,сулльн,туман
510,Wolke::N,balve,хмара
511,Wolke::N,balvva,хмара
512,Wolke::N,balva,хмара
513,Wolke::N,polvâ,хмара
514,Wolke::N,põlvv,хмара
515,Wolke::N,пэллв,хмара
516,Regen::N,ebrie,дощ
517,Regen::N,harvve,дощ
518,Regen::N,arvi,дощ
519,Regen::N,arve,дощ
520,Regen::N,â´brr,дощ
521,Regen::N,аббьр,дощ
522,Schnee::N,lopme,сніг
523,Schnee::N,moehtege,сніг
524,Schnee::N,muohta,сніг
525,Schnee::N,muohta,сніг
526,Schnee::N,muotâ,сніг
527,Schnee::N,muõtt,сніг
528,Schnee::N,вэ̄дз,сніг
529,Schnee::N,куэллт,сніг
530,Eis::N,jïenge,лід
531,Eis::N,jiegŋa,лід
532,Eis::N,jiekŋa,лід
533,Eis::N,jieŋ̣â,лід
534,Eis::N,jiõŋŋ,лід
535,Eis::N,ӣӈӈ,лід
536,Frost::N,baajkoe,мороз
537,Frost::N,tjoasskem,мороз
538,Frost::N,buolaš,мороз
539,Frost::N,puolâš,мороз
540,Frost::N,puõlâš,мороз
541,Frost::N,мӯнь,мороз
542,Kälte::N,jueskie,холод
543,Kälte::N,tjåetskeme,холод
544,Kälte::N,tjoasskem,холод
545,Kälte::N,čoaskin,холод
546,Kälte::N,ko'lmâsvuotâ,холод
547,Kälte::N,ijss,холод
548,Kälte::N,čuä´cǩǩem,холод
549,Kälte::N,tuârggnjõs,холод
550,Kälte::N,кэ̄лмас,холод
551,Hitze::N,baahke,жар
552,Hitze::N,báhkka,жар
553,Hitze::N,báhkka,жар
554,Hitze::N,pakkâ,жар
555,Hitze::N,kuṃe,жар
556,Hitze::N,paašt,жар
557,Hitze::N,жоарр,жар
558,Raureif::N,jyjse,іній
559,Raureif::N,ridne,іній
560,Raureif::N,goarre,іній
561,Raureif::N,ritni,іній
562,Raureif::N,suhči,іній
563,Raureif::N,riṇe,іній
564,Raureif::N,ай,іній
565,Regenbogen::N,aatjan goengere,райдуга
566,Regenbogen::N,aatjan joekse,райдуга
567,Regenbogen::N,ádjájuoksa,райдуга
568,Regenbogen::N,arvedávgi,райдуга
569,Regenbogen::N,bajándávgi,райдуга
570,Regenbogen::N,äijihtävgi,райдуга
571,Regenbogen::N,teârmmazjohss,райдуга
572,Regenbogen::N,тӣрмесью̄ккс,райдуга
573,Donner::N,raejrie,грім
574,Donner::N,átjek,грім
575,Donner::N,átjárájdde,грім
576,Donner::N,áddjá,грім
577,Donner::N,baján,грім
578,Donner::N,juuṛâ,грім
579,Donner::N,tie´rmes,грім
580,Donner::N,тӣрмесь,грім
581,Donner::N,ча̄ркнэгк,грім
582,Strömung::N,njuvvie,струмина
583,Strömung::N,ájggedáhpe,струмина
584,Strömung::N,rávdnji,струмина
585,Strömung::N,virde,струмина
586,Strömung::N,ve´rdd,струмина
587,Strömung::N,выррьт,струмина
588,Tropfen::N,gåajhkohts,крапля
589,Tropfen::N,gåjkudis,крапля
590,Tropfen::N,goaikkanas,крапля
591,Tropfen::N,čalme,крапля
592,Tropfen::N,čâ´lmm,крапля
593,Tropfen::N,ча̄лльм,крапля
594,Schaum::N,sapte,піна
595,Schaum::N,såpptå,піна
596,Schaum::N,sokta,піна
597,Schaum::N,suptâ,піна
598,Schaum::N,soptt,піна
599,Schaum::N,со̄ппт,піна
600,Schmutz::N,haaskoe,бруд
601,Schmutz::N,duolvva,бруд
602,Schmutz::N,duolva,бруд
603,Schmutz::N,durdi,бруд
604,Schmutz::N,stänži,бруд
605,Schmutz::N,sähss,бруд
606,Schmutz::N,са̄ккьс,бруд
607,Schmutz::N,не̄шшь,бруд
608,See::N,jaevrie,озеро
609,See::N,jávrre,озеро
610,See::N,jávri,озеро
611,See::N,jävri,озеро
612,See::N,jâu´rr,озеро
613,See::N,я̄ввьр,озеро
614,Sumpf::N,pluevie,драговина
615,Sumpf::N,áhpe,драговина
616,Sumpf::N,sæmssa,драговина
617,Sumpf::N,jeaggi,драговина
618,Sumpf::N,jeggi,драговина
619,Sumpf::N,jeä´ǧ'ǧ,драговина
620,Sumpf::N,ла̄ммьп,драговина
621,Moor::N,pluevie,болото
622,Moor::N,jiegge,болото
623,Moor::N,suotnju,болото
624,Moor::N,karrii,болото
625,Moor::N,kä´rev,болото
626,Moor::N,veättaǩ,болото
627,Moor::N,ла̄ммьп,болото
628,Wiese::N,ïentje,луг
629,Wiese::N,ïentje,лука
630,Wiese::N,giedde,луг
631,Wiese::N,giedde,лука
632,Wiese::N,gieddi,луг
633,Wiese::N,gieddi,лука
634,Wiese::N,nijtto,луг
635,Wiese::N,nijtto,лука
636,Wiese::N,пуэшенҍ,луг
637,Wiese::N,пуэшенҍ,лука
638,Wald::N,skåake,ліс
639,Wald::N,skåajje,ліс
640,Wald::N,miehtsie,ліс
641,Wald::N,vuovdde,ліс
642,Wald::N,miehttse,ліс
643,Wald::N,vuovdi,ліс
644,Wald::N,meahcci,ліс
645,Wald::N,mecci,ліс
646,Wald::N,vyemi,ліс
647,Wald::N,vue´mm,ліс
648,Wald::N,meä´c'c,ліс
649,Wald::N,ля̄ммт,ліс
650,Hügel::N,deava,горб
651,Hügel::N,dievvá,горб
652,Hügel::N,dievvá,горб
653,Hügel::N,čummâ,горб
654,Hügel::N,pä´rcc,горб
655,Hügel::N,teä´rmm,горб
656,Hügel::N,ка̄ннҌт,горб
657,Anhöhe::N,deava,височина
658,Anhöhe::N,jalladahke,височина
659,Anhöhe::N,dievásj,височина
660,Anhöhe::N,aláš,височина
661,Anhöhe::N,luohkká,височина
662,Anhöhe::N,tiävá,височина
663,Anhöhe::N,poorááš,височина
664,Anhöhe::N,ču´lpp,височина
665,Anhöhe::N,škâu´ŋŋ,височина
666,Anhöhe::N,ка̄ннҌт,височина
667,Berg::N,bïerje,гора
668,Berg::N,várre,гора
669,Berg::N,várri,гора
670,Berg::N,vääṛi,гора
671,Berg::N,vää´rr,гора
672,Berg::N,те̄ррьм,гора
673,Gipfel::N,dalvese,вершина
674,Gipfel::N,tjåhkkå,вершина
675,Gipfel::N,čohkka,вершина
676,Gipfel::N,čokke,вершина
677,Gipfel::N,čå´ǩǩ,вершина
678,Gipfel::N,ла̄ддҍв,вершина
679,Höhle::N,beajoe,печера
680,Höhle::N,rájgge,печера
681,Höhle::N,sluoggo,печера
682,Höhle::N,biedju,печера
683,Höhle::N,kuovđâšm,печера
684,Höhle::N,skuõrr,печера
685,Höhle::N,вуэӈӈк,печера
686,Abhang::N,boelte,схил
687,Abhang::N,brijrie,схил
688,Abhang::N,bállte,схил
689,Abhang::N,vielti,схил
690,Abhang::N,luohkká,схил
691,Abhang::N,viel'tti,схил
692,Abhang::N,vie´ltt,схил
693,Abhang::N,луэххк,схил
694,Quelle::N,aajege,джерело
695,Quelle::N,gaaltije,джерело
696,Quelle::N,ája,джерело
697,Quelle::N,ája,джерело
698,Quelle::N,gáldu,джерело
699,Quelle::N,aajâ,джерело
700,Quelle::N,käldee,джерело
701,Quelle::N,lädd,джерело
702,Quelle::N,käivv,джерело
703,Quelle::N,ка̄ййв,джерело
704,Bach::N,johketje,струмок
705,Bach::N,jåhkå,струмок
706,Bach::N,jågåsj,струмок
707,Bach::N,jogaš,струмок
708,Bach::N,aajâ,струмок
709,Bach::N,vuäjj,струмок
710,Bach::N,вуэйй,струмок
711,Fluss::N,johke,річка
712,Fluss::N,ædno,річка
713,Fluss::N,jåhkå,річка
714,Fluss::N,johka,річка
715,Fluss::N,juuhâ,річка
716,Fluss::N,jokk,річка
717,Fluss::N,jeänn,річка
718,Fluss::N,ё̄гк,річка
719,Ufer::N,beala,берег
720,Ufer::N,gádde,берег
721,Ufer::N,gáddi,берег
722,Ufer::N,riddo,берег
723,Ufer::N,redd,берег
724,Ufer::N,рыннт,берег
725,Küste::N,mïere,узбережжя
726,Küste::N,gaedtie,узбережжя
727,Küste::N,merragádde,узбережжя
728,Küste::N,merraguovllo,узбережжя
729,Küste::N,gáddi,узбережжя
730,Küste::N,riddo,узбережжя
731,Küste::N,miârr'redd,узбережжя
732,Küste::N,рыннт,узбережжя
733,Festland::N,gaedtie,суша
734,Festland::N,gádde,суша
735,Festland::N,nannán,суша
736,Festland::N,kušknjâs,суша
737,Festland::N,eennâm,суша
738,Festland::N,jânnam,суша
739,Festland::N,ма̄ннтэр,суша
740,Meer::N,mearoe,море
741,Meer::N,merra,море
742,Meer::N,nuorre,море
743,Meer::N,áhpi,море
744,Meer::N,mearra,море
745,Meer::N,meeṛâ,море
746,Meer::N,miârr,море
747,Meer::N,ме̄рр,море
748,Bucht::N,loekte,бухта
749,Bucht::N,loekte,затока
750,Bucht::N,oagge,бухта
751,Bucht::N,oagge,затока
752,Bucht::N,luokta,бухта
