,Concept_ID,mrj,ab
1302,reden::V,шайышташ,аицәажәара
1303,sich unterhalten::V,хытыраш,аицәажәара
1304,sich unterhalten::V,хытыргаш,аицәажәара
1305,fragen::V,ядаш,азҵаара
1306,bitten::V,ядаш,аҳəара
1307,erzählen::V,келесӓш,аҳəара
1308,mitteilen::V,попаш,азыцҳара
1309,mitteilen::V,увертӓш,азыцҳара
1310,mitteilen::V,увертӓрӓш,азыцҳара
1311,nennen::V,лӹмдӓш,ахьӡҵара
1312,rufen::V,ӱжӓш,азҿыҭра
1313,prahlen::V,хайзаш,аҽхəара
1314,prahlen::V,шаргаланаш,аҽхəара
1315,übersetzen::V,вашташ,аиҭагара
1316,denken::V,машанаш,азхəыцра
1317,glauben::V,ӹнянӓш,ахаҵара
1318,bemerken::V,цаклаш,агəаҭара
1319,erkennen::V,пӓлӓш,адырра
1320,begreifen::V,ынгылаш,аилкаара
1321,verstehen::V,ынгылаш,аҳара
1322,lernen::V,тыменяш,аҵара
1323,wissen::V,пӓлӓш,адырра
1324,sich erinnern an::V,ышештӓрӓш,агəаларшəара
1325,vergessen::V,монден кодаш,ахашҭра
1326,messen::V,висӓш,ашəара
1327,zählen::V,шотаяш,аҧхьаӡара
1328,rechnen::V,шотаяш,аҳасабра
1329,lesen::V,лыдаш,аҧхьара
1330,malen::V,рисуяш,
1331,zeichnen::V,ыдырка́лаш,
1332,schreiben::V,вазаш,
1333,besitzen::V,кы́чаш,амазаара
1334,kaufen::V,нӓлӓш,Аахəара
1335,verkaufen::V,выжалаш,аҭира
1336,bezahlen::V,тӱлӓш,ахҭынҵара
1337,bezahlen::V,тӱлӓш,ашəара
1338,zahlen::V,тӱлӓш,ашəара
1339,beherrschen::V,кы́чаш,
1340,ertragen::V,цӹтӓш,ачҳара
1341,Linie::N,,аицтәар
1342,Strich::N,,ацəаҳəа
1343,jetzt::ADV,,уажәы
1344,hinzufügen::V,,ацҵара
