,Concept_ID,xal,lt
274,Neuigkeit::N,зәңг,naujiena
275,Name::N,нерн,vardas
276,Rätsel::N,тәәлвртә тууль,mįslė
277,Rede::N,келлһн,kalba
278,Sprache::N,келн,kalba
279,Stimme::N,дун,balsas
280,Wort::N,үг,žodis
281,Zeichen::N,темдг,žymė
282,Zeichen::N,темдг,ženklas
283,Ruf::N,дуудлһн,šauksmas
284,Lärm::N,шууган,triukšmas
285,Laut::N,ә,garsas
286,Ton::N,дун,tonas
287,Ton::N,дун,garsas
288,Lied::N,дун,daina
289,Lied::N,дун,giesmė
290,Ruhe::N,амулң,ramybė
291,Ruhe::N,амулң,ramumas
292,Leute::N,әмтн,žmonės
293,Volk::N,улс,tauta
294,Arbeit::N,көдлмш,darbas
295,Arbeit::N,көдлмш,triūsas
296,Gast::N,гиич,svečias
297,Geschenk::N,белг,dovana
298,Spiel::N,наадн,žaismas
299,Spiel::N,наадн,žaidimas
300,Gesellschaft::N,олн,draugija
301,Gesellschaft::N,олн,kompanija
302,Hilfe::N,нөкд,pagalba
303,Freund::N,иньг,draugas
304,Freund::N,иньг,bičiulis
305,Kamerad::N,үр,draugas
306,Angelegenheit::N,керг,dalykas
307,Angelegenheit::N,керг,reikalas
308,Anzahl::N,то,kiekis
309,Anzahl::N,то,skaičius
310,Art::N,зүүл,rūšis
311,Stück::N,хусг,gabalas
312,Teil::N,хүв,dalis
313,Hälfte::N,өрәл,pusė
314,Kreis::N,төгрг,ratas
315,Kreis::N,төгрг,apskritis
316,Kreis::N,төгрг,apskritimas
317,Kreuz::N,кирс,kryžius
318,Linie::N,зурасн,linija
319,Strich::N,татасн,brėžis
320,Strich::N,татасн,brūkšnys
321,Abstand::N,зә,atstumas
322,Entfernung::N,һазр,atstumas
323,Gegend::N,һазр,vietovė
324,Platz::N,зә,vieta
325,Ort::N,бәәрн,vieta
326,Ort::N,бәәрн,vietovė
327,Seite::N,тал,pusė
328,Seite::N,тал,šonas
329,Seite::N,хаҗу,pusė
330,Seite::N,хаҗу,šonas
331,Seite::N,хәврһ,pusė
332,Seite::N,хәврһ,šonas
333,Mitte::N,дунд,vidurys
334,Gegenstand::N,юмн,dalykas
335,Sache::N,юмн,daiktas
336,Rand::N,зах,kraštas
337,Rand::N,зах,pakraštys
338,Kante::N,ирмәг,kraštas
339,Ecke::N,өнцг,kertė
340,Ecke::N,өнцг,kampas
341,Spitze::N,үзүр,priekis
342,Spitze::N,үзүр,priešakys
343,Ende::N,үзүр,galas
344,Loch::N,хаһрха,skylė
345,Winkel::N,булң,kampas
346,Winkel::N,булң,kampelis
347,Muster::N,намч,raštas
348,Größe::N,кемҗән,dydis
349,Größe::N,кемҗән,didumas
350,Länge::N,ут,ilgis
351,Länge::N,ут,ilgumas
352,Höhe::N,өндр,aukštis
353,Höhe::N,өндр,aukštuma
354,Gewicht::N,күнд,svoris
355,Gewicht::N,күнд,svarstis
356,Gewicht::N,чиңнүр,svoris
357,Gewicht::N,чиңнүр,svarstis
358,Menge::N,ик,kiekis
359,Menge::N,ик,daugybė
360,Haufen::N,ова,krūva
361,Haufen::N,ова,šūsnis
362,Reihe::N,зерг,greta
363,Reihe::N,зерглән,greta
364,Boot::N,оңһц,valtis
365,Boot::N,оңһц,laivelis
366,Ruder::N,хәәв,irklas
367,Schlitten::N,цан,rogės
368,Schlitten::N,цан,rogutės
369,Ski::N,лыҗ,slidė
370,Lagerfeuer::N,костёр,laužas
371,Last::N,күнд,našta
372,Last::N,күнд,nešulys
373,Gang::N,йовлһн,eisena
374,Schritt::N,ишкм,žingsnis
375,Norden::N,ар үзг,šiaurė
376,Norden::N,ар үзг,žiemiai
377,Süden::N,өмн,pietūs
378,Süden::N,өмн үзг,pietūs
379,Westen::N,барун,vakarai
380,Westen::N,барун үзг,vakarai
381,Osten::N,зүн,rytai
382,Osten::N,зүн үзг,rytai
383,Holz::N,модн,mediena
384,Brett::N,харһа,lenta
385,Platte::N,хавтха чолун,plokštė
386,Stütze::N,тулг,atrama
387,Stütze::N,тулг,atspara
388,Stange::N,уньн,lazda
389,Stange::N,уньн,kartis
390,Stock::N,модн,lazda
391,Stab::N,шуург,kartis
392,Rohr::N,турва,vamzdis
393,Haus::N,гер,namas
394,Heim::N,гер-бул,namai
395,Ofen::N,беш,krosnis
396,Fußboden::N,девскр,grindys
397,Tisch::N,ширә,stalas
398,Stuhl::N,стул,kėdė
399,Wiege::N,өлгә,lopšys
400,Wiege::N,дүүҗң,lopšys
401,Bett::N,орн,lova
402,Bett::N,орн,patalai
403,Bett::N,орндг,lova
404,Bett::N,орндг,patalai
405,Regal::N,таг,lentyna
406,Regal::N,тәвц,lentyna
407,Kiste::N,яршг,dėžė
408,Fenster::N,терз,langas
409,Tür::N,үүдн,durys
410,Tor::N,үүдн,vartai
411,Tor::N,өргн үүдн,vartai
412,Tor::N,хашан үүдн,vartai
413,Zaun::N,хаша,tvora
414,Dach::N,деевр,stogas
415,Leiter::N,шат,kopėčios
416,Leiter::N,давшур,kopėčios
417,Besen::N,сәвүр,šluota
418,Spaten::N,күрз,lopeta
419,Spaten::N,күрз,kastuvas
420,Schaufel::N,совг,semtuvas
421,Gabel::N,серә,šakutė
422,Löffel::N,ухр,šaukštas
423,Messer::N,утх,peilis
424,Nagel::N,хадасн,vinis
425,Netz::N,гөлм,tinklas
426,Haken::N,дегә,vagis
427,Haken::N,дегә,kablys
428,Griff::N,иш,kotas
429,Griff::N,иш,rankena
430,Griff::N,бәрүл,kotas
431,Griff::N,бәрүл,rankena
432,Schloss::N,оньс,spyna
433,Schloss::N,оньс,užraktas
434,Bild::N,зург,paveikslas
435,Figur::N,фигур,figūra
436,Puppe::N,наадһа,lėlė
437,Beutel::N,мишг,krepšys
438,Beutel::N,мишг,maišelis
439,Bündel::N,багла,ryšulys
440,Bündel::N,боодһа,ryšulys
441,Tasche::N,сумк,krepšelis
442,Eimer::N,суулһ,kibiras
443,Deckel::N,бүркәсн,dangtis
444,Geschirr::N,сав,indai
445,Geschirr::N,сав-сарх,indai
446,Sack::N,мишг,maišas
447,Tasse::N,ааһ,puodukas
448,Topf::N,кастрюль,puodas
449,Kessel::N,хәәсн,katilas
450,Essen::N,зоогллһн,valgis
451,Nahrung::N,теҗәл,penas
452,Nahrung::N,теҗәл,maistas
453,Speise::N,хот,patiekalas
454,Fleisch::N,махн,mėsa
455,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,javai
456,Brei::N,хаш,košė
457,Brot::N,өдмг,duona
458,Scheibe::N,зүсм,riekė
459,Fett::N,өөкн,taukai
460,Fett::N,өөкн,riebalai
461,Butter::N,тосн,sviestas
462,Öl::N,тосн,aliejus
463,Salz::N,давсн,druska
464,Suppe::N,шөлн,sriuba
465,Honig::N,бал,medus
466,Milch::N,үсн,pienas
467,Tee::N,цә,arbata
468,Leder::N,арсн,oda
469,Wolle::N,утцн,vilna
470,Wolle::N,эд,vilna
471,Stoff::N,эд,audeklas
472,Nadel::N,зүн,adata
473,Faden::N,утцн,gija
474,Faden::N,утцн,siūlas
475,Knopf::N,товч,saga
476,Knoten::N,зәңгдә,mazgas
477,Farbe::N,будг,dažai
478,Kleidung::N,хувцн,rūbai
479,Kleidung::N,хувцн,drabužiai
480,Kleidung::N,хувц-хунр,rūbai
481,Kleidung::N,хувц-хунр,drabužiai
482,Hemd::N,киилг,marškiniai
483,Kragen::N,зах,apykaklė
484,Ärmel::N,ханцн,rankovė
485,Hose::N,шалвур,kelnės
486,Gürtel::N,бүс,juosta
487,Gürtel::N,бүс,diržas
488,Mütze::N,махла,kepurė
489,Schuh::N,башмгуд,batas
490,Stiefel::N,һосн,auliniai batai
491,Ring::N,билцг,žiedas
492,Band::N,лент,kaspinas
493,Kamm::N,сам,šukos
494,Spiegel::N,толь,veidrodis
495,Riemen::N,бүс,diržas
496,Schnur::N,деесн,virvė
497,Leine::N,бурнтг,pavadėlis
498,Leine::N,нохан көтлвр,pavadėlis
499,Decke::N,көнҗл,antklodė
500,Kissen::N,дер,pagalvė
501,Kissen::N,дер,priegalvis
502,Tuch::N,альчур,skarelė
503,Handtuch::N,полотенц,rankšluostis
504,Handtuch::N,һар-нүүрин альчур,rankšluostis
505,Kraft::N,күчн,jėga
506,Stärke::N,чидл,stiprumas
507,Gesundheit::N,эрүл-менд,sveikata
508,Krankheit::N,өвчн,liga
509,Schmerz::N,өвдлһн,skausmas
510,Wunde::N,шав,žaizda
511,Fieber::N,безг,karštis
512,Arznei::N,эм,vaistas
513,Brücke::N,тагт,tiltas
514,Brunnen::N,худг,šulinys
515,Weide::N,малын идг,ganykla
516,Weide::N,малын идг,gluosnis
517,Pfad::N,цувг,takas
518,Weg::N,хаалһ,kelias
519,Straße::N,зам,gatvė
520,Dorf::N,хотн,kaimas
521,Dorf::N,хотн,sodžius
522,Stadt::N,балһсн,miestas
523,Brief::N,бичг,laiškas
524,Buch::N,дегтр,knyga
525,Buchstabe::N,үзг,raidė
526,Zeitung::N,газет,laikraštis
527,Leben::N,җирһл,gyvybė
528,Leben::N,җирһл,gyvenimas
529,Tod::N,үкл,mirtis
530,Tod::N,өңгрлһн,mirtis
531,Grab::N,оршалһна нүкн,kapas
532,Kirche::N,чонҗ,bažnyčia
533,Sünde::N,нүл,nuodėmė
534,Sünde::N,нүл,nusidėjimas
535,Sünde::N,килнц,nuodėmė
536,Sünde::N,килнц,nusidėjimas
537,Gott::N,бурхн,dievas
538,Arbeiter::N,көдлмшч,darbininkas
539,Chef::N,толһач,šefas
540,Chef::N,толһач,vadovas
541,Chef::N,толһач,viršininkas
542,Meister::N,урн,meistras
543,Arzt::N,эмч,gydytojas
544,Lehrer::N,багш,mokytojas
545,Geld::N,мөңгн,pinigai
546,Geschäft::N,көдлмш,biznis
547,Laden::N,лавк,krautuvė
548,Laden::N,лавк,parduotuvė
549,Preis::N,үн,kaina
550,Ware::N,эд-тавр,prekė
551,Nutzen::N,олз,nauda
552,Nutzen::N,олз,pelnas
553,Reichtum::N,зөөр,turtas
554,Welt::N,орчлң,pasaulis
555,Welt::N,делкә,pasaulis
556,Land::N,орн-нутг,žemė
557,Land::N,орн-нутг,šalis
558,Staat::N,государств,valstija
559,König::N,хан,karalius
560,Macht::N,йосн,galia
561,Macht::N,йосн,valdžia
562,Grenze::N,меҗә,riba
563,Grenze::N,меҗә,siena
564,Krieg::N,дән,karas
565,Feind::N,дәәсн,priešas
566,Gewalt::N,күч һарһлһн,jėga
567,Gewalt::N,күч һарһлһн,smurtas
568,Gewalt::N,күч һарһлһн,prievarta
569,Kampf::N,ноолдан,kova
570,Kampf::N,бәрлдлһн,kova
571,Bogen[Waffe]::N,саадг,lankas
572,Pfeil::N,сумн,strėlė
573,Gewehr::N,бу,šautuvas
574,Fehler::N,алдг,klaida
575,Lüge::N,худл,melas
576,Schaden::N,хорлт,nuostolis
577,Schaden::N,хорлт,apgadinimas
578,Unglück::N,гүрм,nelaimė
579,Schuld::N,гем,kaltė
580,Schuld::N,буру,kaltė
581,Alter::N,насн,amžius
582,Schluss::N,чилгч,pabaiga
583,Zeit::N,цаг,laikas
584,Tag::N,өдр,diena
585,Morgen::N,өрүн,rytas
586,Mittag::N,үд,vidurdienis
587,Abend::N,асхн,vakaras
588,Nacht::N,сө,naktis
589,Woche::N,долан хонг,savaitė
590,Monat::N,сар,mėnuo
591,Jahr::N,җил,metai
592,Frühling::N,хавр,pavasaris
593,Sommer::N,зун,vasara
594,Herbst::N,намр,ruduo
595,Winter::N,үвл,žiema
596,Januar::N,январь,sausis
597,Februar::N,февраль,vasaris
598,März::N,март,kovas
599,März::N,моһа сар,kovas
600,April::N,апрель,balandis
601,Mai::N,май,gegužė
602,Juni::N,июнь,birželis
603,Juni::N,мөчн сар,birželis
604,Juli::N,июль,liepa
605,August::N,август,rugpjūtis
606,September::N,һаха сар,rugsėjis
607,Oktober::N,октябрь,spalis
608,November::N,ноябрь,lapkritis
609,November::N,үкр сар,lapkritis
610,Dezember::N,бар сар,gruodis
611,Montag::N,понедельник,pirmadienis
612,Dienstag::N,вторник,antradienis
613,Mittwoch::N,среда,trečiadienis
614,Mittwoch::N,үлмҗ өдр,trečiadienis
615,Donnerstag::N,четверг,ketvirtadienis
616,Donnerstag::N,пүрвә өдр,ketvirtadienis
617,Freitag::N,пятниц,penktadienis
618,Samstag::N,суббот,šeštadienis
619,Sonntag::N,нарн өдр,sekmadienis
620,Sonntag::N,воскресень,sekmadienis
621,groß::A,ик,didis
622,groß::A,ик,didelis
623,klein::A,бичкн,mažas
624,lang::A,ут,ilgas
625,kurz::A,оһтр,trumpas
626,breit::A,өргн,platus
627,schmal::A,уутьхн,smulkus
628,dicht::A,нигт,tankus
629,dick[Gegenstand]::A,зузан,storas
630,dünn::A,нимгн,plonas
631,fein::A,нәрхн,smulkus
632,fest::A,бат,kietas
633,fest::A,бат,tvirtas
634,flach::A,хавтха,lėkštas
635,flach::A,хавтха,plokščias
636,glatt::A,тегш,slidus
637,glatt::A,тиньгр,slidus
638,hart::A,хату,kietas
639,weich::A,җөөлн,minkštas
640,weich::A,җөөлкн,minkštas
641,rund::A,төгрг,apvalus
642,rund::A,төгрг,apskritas
643,spitz::A,шовһр,aštrus
644,spitz::A,шовһр,smailus
645,scharf::A,хурц,aštrus
646,stumpf::A,мука,bukas
647,stumpf::A,мука,atšipęs
648,schwer::A,күнд,sunkus
649,schön::A,сәәхн,gražus
650,heiß::A,халун,karštas
651,warm::A,дулан,šiltas
652,kalt::A,киитн,šaltas
653,kühl::A,серүн,vėsus
654,kühl::A,серүн,bejausmis
655,frisch::A,серүн,šviežias
656,feucht::A,чиигтә,drėgnas
657,nass::A,чиигтә,šlapias
658,trocken::A,хагсу,sausas
659,voll::A,дүүрң,pilnas
660,leer::A,сул,tuščias
661,leer::A,хоосн,tuščias
662,offen::A,секәтә,atviras
663,geschlossen::A,хаалһата,uždaras
664,geschlossen::A,хаалһата,uždarytas
665,sauber::A,цевр,švarus
666,schmutzig::A,киртә,nešvarus
667,schmutzig::A,киртә,purvinas
668,roh::A,түүкә,žalias
669,reif::A,болсн,prinokęs
670,reif::A,болсн,pribrendęs
671,lecker::A,әмтәхн,gardus
672,süß::A,әмтәхн,saldus
673,bitter::A,һашун,kartus
674,bitter::A,һашута,kartus
675,sauer::A,ишклң,gižus
676,sauer::A,ишклң,rūgštus
677,hell::A,герлтә,šviesus
678,hell::A,герлтә,skaistus
679,dunkel::A,харңһу,tamsus
680,schwarz::A,хар,juodas
681,weiß::A,цаһан,baltas
682,rot::A,улан,raudonas
683,gelb::A,шар,geltonas
684,blau::A,көк,mėlynas
685,grün::A,көк,žalias
686,grau::A,бор,pilkas
687,bunt::A,алг,margas
688,bunt::A,алг,spalvotas
689,bunt::A,эрәтә,margas
690,bunt::A,эрәтә,spalvotas
691,billig::A,кимд,pigus
692,teuer::A,үнтә,brangus
693,wertvoll::A,үнтә,vertingas
694,wertvoll::A,эрднь,vertingas
695,blind::A,сохр,aklas
696,taub::A,дүлә,kurčias
697,kräftig::A,күчтә,stiprus
698,stark::A,чаңһ,stiprus
699,schwach::A,күчн тату,silpnas
700,fett::A,тарһн,riebus
701,schlank::A,эццн,laibas
702,schlank::A,эццн,lieknas
703,hübsch::A,көркхн,gražus
704,böse::A,уурта,blogas
705,dumm::A,тенг,paikas
706,dumm::A,тенг,kvailas
707,faul::A,залху,tingus
708,fleißig::A,кинән,stropus
709,fleißig::A,кинән,kruopštus
710,fleißig::A,кинмһә,stropus
711,fleißig::A,кинмһә,kruopštus
712,geizig::A,ховдг,šykštus
713,klug::A,ухата,sumanus
714,klug::A,ухата,protingas
715,geschickt::A,чадмг,apsukrus
716,lieb::A,эңкр,mielas
717,lustig::A,сергмҗтә,smagus
718,lustig::A,сергмҗтә,linksmas
719,lustig::A,җирһлтә,smagus
720,lustig::A,җирһлтә,linksmas
721,sanft::A,номһн,švelnus
722,sanft::A,номһн,minkštas
723,hungrig::A,өлн,alkanas
724,hungrig::A,харһнсн,alkanas
725,krank::A,өвчтә,ligotas
726,krank::A,өвчтә,sergantis
727,krank::A,шалтгта,ligotas
728,krank::A,шалтгта,sergantis
729,nackt::A,нүцкн,nuogas
730,traurig::A,һундлта,liūdnas
731,lebendig::A,әмд,gyvas
732,gut::A,сән,geras
733,schlecht::A,му,blogas
734,schlecht::A,му,prastas
735,richtig::A,зөвтә,tikras
736,richtig::A,зөвтә,teisingas
737,schlimm::A,җигшүртә,blogas
738,schlimm::A,җигшүртә,prastas
739,wahr::A,үнн,tikras
740,wahr::A,мөн,tikras
741,alt::A,хуучн,senas
742,neu::A,шин,naujas
743,ehemalig::A,хуучн,buvęs
744,alt[Lebewesen]::A,көгшн,pagyvenęs
745,jung::A,баһ,jaunas
746,arm::A,угатя,neturtingas
747,reich::A,байн,turtingas
748,bekannt::A,таньл,žinomas
749,bekannt::A,таньл,pažįstamas
750,bekannt::A,таньдг,žinomas
751,bekannt::A,таньдг,pažįstamas
752,berühmt::A,туурсн,žymus
753,berühmt::A,туурсн,garsus
754,fremd::A,күүнә,svetimas
755,verschieden::A,әдл биш,įvairus
756,verschieden::A,йилһәтә,įvairus
757,nah::A,өөрхн,artimas
758,fern::A,хол,tolimas
759,linker::A,зүн,kairys
760,rechter::A,барун,dešinys
761,anderer::A,талдан,kitas
762,erster::A,негдгч,pirmas
763,zweiter::A,хойрдгч,antras
764,dritter::A,һурвдгч,trečias
765,letzter::A,отхн,paskutinis
766,allein::ADV,һанцарн,vienas
767,auf einmal::ADV,нег дәкҗ,iš karto
768,zusammen::ADV,хамдан,kartu
769,zusammen::ADV,хамдан,drauge
770,lange::ADV,удан,ilgai
771,plötzlich::ADV,генткн,staiga
