,Concept_ID,ro,ta
148,Fell::N,piele,மென்முடி
149,Flügel::N,aripă,இறக்கை
150,Klaue::N,gheară,நகம்
151,Kralle::N,labă,நகம்
152,Kralle::N,gheară,நகம்
153,Schwanz::N,coadă,வால்
154,Ei::N,ou,முட்டை
155,Nest::N,cuib,கூடு
156,Bau::N,bârlog,குகை
157,Bau::N,vizuină,குகை
158,Tier::N,animal,விலங்கு
159,Herde::N,turmă,கூட்டம்
160,Herde::N,cireadă,கூட்டம்
161,Kuh::N,vacă,பசு
162,Bulle::N,taur,காளை
163,Pferd::N,cal,குதிரை
164,Schaf::N,oaie,செம்மறிஆடு
165,Schwein::N,porc,பன்றி
166,Hund::N,câine,நாய்
167,Katze::N,pisică,பூனை
168,Bär::N,urs,கரடி
169,Eichhörnchen::N,veveriță,அணில்
170,Elch::N,elan,கடம்பை
171,Fuchs::N,vulpe,நரி
172,Hase::N,iepure,முயல்
173,Maus::N,șoarece,எலி
174,Wolf::N,lup,ஓநாய்
175,Vogel::N,pasăre,பறவை
176,Schwarm::N,cârd,தொகுதி
177,Huhn::N,găină,கோழிக்குஞசு
178,Hahn::N,cocoș,சேவல்
179,Gans::N,gâscă,பெண் வாத்து
180,Adler::N,vultur,பருநது
181,Ente::N,rață,வாத்து
182,Eule::N,bufniță,ஆந்தை
183,Kranich::N,cocor,நாரை
184,Krähe::N,cioară,காகம்
185,Kuckuck::N,cuc,குயில்
186,Schwan::N,lebădă,அன்னம்
187,Fisch::N,pește,மீன்
188,Barsch::N,biban,பேர்ச்
189,Hecht::N,știucă,கோலாச்சி மீன்
190,Schlange[Tier]::N,șarpe,பாம்பு
191,Wurm::N,vierme,புழு
192,Spinne::N,păianjen,சிலந்தி
193,Ameise::N,furnică,எறும்பு
194,Laus::N,păduche,பேன்
195,Mücke::N,țânțar,கொசுவினப்பூச்சி
196,Fliege::N,muscă,ஈ
197,Schmetterling::N,fluture,வண்ணத்துப்பூச்சி
198,Beere::N,boabă,சதைப்பழம்
199,Apfel::N,măr,ஆப்பிள பழம்
200,Pilz::N,burete,காளான்
201,Pilz::N,ciupercă,காளான்
202,Zwiebel::N,ceapă,வெங்காயம்
203,Saat::N,semănătură,விதை
204,Korn::N,grâu,தானியம்
205,Heu::N,fân,வைக்கோல்
206,Schale::N,coajă,தோல்
207,Grube::N,groapă,குழி
208,Falle::N,cursă,பொறி
209,Falle::N,capcană,பொறி
210,Schlinge::N,laț,கண்ணி
211,Spur::N,dâră,சுவடு
212,Asche::N,cenușă,சாம்பல்
213,Dreck::N,noroi,அழுக்கு
214,Dreck::N,murdărie,அழுக்கு
215,Eisen::N,fier,இரும்பு
216,Gold::N,aur,தங்கம்
217,Silber::N,argint,வெள்ளி
218,Kohle::N,cărbune,நிலக்கரி
219,Glas::N,sticlă,கண்ணாடி
220,Lehm::N,lut,களிமண்
221,Lehm::N,humă,களிமண்
222,Sand::N,nisip,மணல்
223,Mensch::N,om,மனிதர்கள்
224,Mensch::N,persoană,மனிதர்கள்
225,Mann::N,om,மனிதன்
226,Mann::N,bărbat,மனிதன்
227,Frau::N,femeie,பெண்
228,Kind::N,copil,குழந்தை
229,Junge::N,băiat,பையன்
230,Junge::N,flăcău,பையன்
231,Mädchen::N,fată,சிறுமி
232,Familie::N,familie,குடும்பம்
233,Großvater::N,bunic,தாத்தா
234,Großvater::N,tată mare,தாத்தா
235,Großmutter::N,bunică,பாட்டி
236,Großmutter::N,mamă mare,பாட்டி
237,Eltern::N,părinți,பெற்றோர்
238,Vater::N,tată,தந்தை
239,Vater::N,părinte,தந்தை
240,Mutter::N,mamă,தாய்
241,Sohn::N,fiu,மகன்
242,Sohn::N,fecior,மகன்
243,Tochter::N,fiică,மகள்
244,Bruder::N,frate,சகோதரன்
245,Schwester::N,soră,அக்கா
246,Onkel::N,unchi,தாய் மாமன்
247,Tante::N,mătușă,அத்தை
248,Ehemann::N,soț,கணவன்
249,Ehemann::N,bărbat,கணவன்
250,Ehefrau::N,soție,மனைவி
251,Freude::N,bucurie,கொண்டாட்டம்
252,Gelächter::N,râset,சிரிப்பு
253,Glück::N,fericire,மகிழ்ச்சி
254,Kummer::N,mâhnire,துயரம்
255,Wunsch::N,dorință,விருப்பம்
256,Wunsch::N,deziderat,விருப்பம்
257,Lust::N,poftă,விருப்பம்
258,Lust::N,înclinare,விருப்பம்
259,Geist::N,duh,ஆன்மா
260,Geist::N,minte,ஆன்மா
261,Geist::N,suflet,ஆன்மா
262,Gedanke::N,gând,எண்ணம்
263,Gedanke::N,cuget,எண்ணம்
264,Gedächtnis::N,memorie,ஞாபகம்
265,Verstand::N,minte,மனம்
266,Verstand::N,intelect,மனம்
267,Sinn::N,sens,அர்த்தம்
268,Sinn::N,înțeles,அர்த்தம்
269,Grund::N,cauză,காரணம்
270,Grund::N,pricină,காரணம்
271,Wahrheit::N,adevăr,உண்நை
272,Gespräch::N,convorbire,பெசு
273,Gespräch::N,conversație,பெசு
274,Märchen::N,basm,நம்பத்தகாத கதை
275,Märchen::N,poveste,நம்பத்தகாத கதை
276,Erzählung::N,poveste,கதை
277,Nachricht::N,veste,செய்தி
278,Neuigkeit::N,noutate,செய்தி
279,Neuigkeit::N,actualitate,செய்தி
280,Name::N,nume,பெயர்
281,Rätsel::N,ghicitoare,புதிர்
282,Rede::N,discurs,பேச்சு
283,Sprache::N,limbă,மொழி
284,Sprache::N,limbaj,மொழி
285,Stimme::N,glas,குரல்
286,Wort::N,cuvânt,வார்த்தை
287,Zeichen::N,semn,குறி
288,Zeichen::N,semnal,குறி
289,Ruf::N,chemare,அழைப்பு
290,Lärm::N,zgomot,சத்தம்
291,Lärm::N,tărăboi,சத்தம்
292,Laut::N,sunet,ஒலி
293,Ton::N,ton,குரல்
294,Lied::N,cântec,பாட்டு
295,Ruhe::N,odihnă,அமைதி
296,Ruhe::N,liniște,அமைதி
297,Leute::N,lume,மக்கள்
298,Leute::N,oameni,மக்கள்
299,Volk::N,popor,மக்கள்
300,Volk::N,națiune,மக்கள்
301,Arbeit::N,lucru,வேலை
302,Gast::N,musafir,விருந்தாளி
303,Geschenk::N,dar,பரிசுப் பொருள்
304,Geschenk::N,cadou,பரிசுப் பொருள்
305,Spiel::N,joc,விளையாட்டு
306,Gesellschaft::N,societate,சமுதாயம்
307,Hilfe::N,ajutor,உதவி
308,Freund::N,amic,நண்பன்
309,Freund::N,prieten,நண்பன்
310,Kamerad::N,tovarăș,உடனிருப்பவன்
311,Angelegenheit::N,afacere,செய்தி
312,Anzahl::N,număr,எண்ணிக்கை
313,Anzahl::N,cantitate,எண்ணிக்கை
314,Art::N,fel,வகை
315,Art::N,specie,வகை
316,Stück::N,bucată,துண்டம்
317,Teil::N,parte,பகுதி
318,Teil::N,porție,பகுதி
319,Hälfte::N,jumătate,பாதி
320,Kreis::N,cerc,வட்டம்
321,Kreuz::N,cruce,சிலுவை
322,Linie::N,linie,கோடு
323,Strich::N,linie,வாத நோய்
324,Strich::N,trăsătură,வாத நோய்
325,Abstand::N,distanță,இடைவெளி
326,Abstand::N,depărtare,இடைவெளி
327,Entfernung::N,distanță,தூரம்
328,Entfernung::N,depărtare,தூரம்
329,Gegend::N,regiune,வட்டாரம்
330,Platz::N,loc,வெற்றிடம்
331,Ort::N,loc,இடம்
332,Seite::N,latură,பக்கம்
333,Mitte::N,centru,இடைப்பகுதி
334,Gegenstand::N,obiect,உருப்படி
335,Sache::N,lucru,பொருள்
336,Sache::N,chestie,பொருள்
337,Rand::N,bordură,தொங்கு
338,Kante::N,muchie,விளிம்பு
339,Kante::N,bordură,விளிம்பு
340,Ecke::N,colț,மூலை
341,Spitze::N,vârf,முனை
342,Spitze::N,creștet,முனை
343,Ende::N,capăt,முடிவு
344,Loch::N,gaură,துளை
345,Winkel::N,colț,கோணம்
346,Muster::N,desen,பாங்கு
347,Größe::N,mărime,அளவு
348,Länge::N,lungime,நீளம்
349,Höhe::N,înălțime,உயரம்
350,Gewicht::N,greutate,எடை
351,Menge::N,cantitate,தொகை
352,Haufen::N,grămadă,குவியல்
353,Reihe::N,șir,வரிசை
354,Reihe::N,rând,வரிசை
355,Boot::N,barcă,படகு
356,Boot::N,luntre,படகு
357,Ruder::N,vâslă,துடுப்பு
358,Ruder::N,lopată,துடுப்பு
359,Schlitten::N,sanie,சகடையிலா வண்டி
360,Ski::N,schi,பனிச் சறுக்கல்
361,Lagerfeuer::N,foc de tabără,மூட்டம்
362,Last::N,povară,பாரம்
363,Last::N,sarcină,பாரம்
364,Gang::N,mers,நடை
365,Gang::N,umblet,நடை
366,Schritt::N,pas,காலடி
367,Norden::N,nord,வடக்கு
368,Norden::N,miazănoapte,வடக்கு
369,Süden::N,sud,தெற்கு
370,Süden::N,miazăzi,தெற்கு
371,Westen::N,apus,மேற்கு திசை
372,Osten::N,est,கிழக்கு
373,Osten::N,răsărit,கிழக்கு
374,Holz::N,lemn,மரக்கட்டை
375,Brett::N,scândură,பலகை
376,Platte::N,placă,பலகம்
377,Stütze::N,proptea,அடைப்புகன்
378,Stange::N,bară,கம்பம்
379,Stange::N,prăjină,கம்பம்
380,Stock::N,băț,குச்சி
381,Stock::N,baston,குச்சி
382,Stab::N,baston,கம்பு
383,Stab::N,prăjină,கம்பு
384,Rohr::N,tub,குழாய்
385,Rohr::N,țeavă,குழாய்
386,Haus::N,casă,வீடு
387,Heim::N,casă,வீடு
388,Heim::N,cămin,வீடு
389,Ofen::N,sobă,அடுப்பு
390,Fußboden::N,podea,தரை
391,Fußboden::N,dușumea,தரை
392,Tisch::N,masă,மேசை
393,Stuhl::N,scaun,நாற்காலி
394,Wiege::N,leagăn,தொட்டில்
395,Bett::N,pat,படுக்கை
396,Regal::N,rafturi,அலமாரி
397,Kiste::N,ladă,பெட்டி
398,Kiste::N,cutie,பெட்டி
399,Fenster::N,fereastră,சாளரம்
400,Tür::N,ușă,கதவு
401,Tor::N,poartă,வாசற்கதவு
402,Zaun::N,gard,வேலி
403,Dach::N,acoperiș,கூரை
404,Leiter::N,scară,ஏணி
405,Besen::N,mătură,விளக்குமாறு
406,Spaten::N,cazma,மண்வெட்டி
407,Spaten::N,hârleț,மண்வெட்டி
408,Schaufel::N,lopată,அடிதண்டா
409,Gabel::N,furculiță,முட்கரண்டி
410,Löffel::N,lingură,கரண்டி
411,Messer::N,cuțit,கத்தி
412,Nagel::N,cui,ஆணி
413,Netz::N,plasă,வலை
414,Haken::N,cârlig,கொக்கி
415,Griff::N,mâner,கைப்பிடி
416,Schloss::N,lacăt,பூட்டு
417,Bild::N,tablou,படம்
418,Bild::N,imagine,படம்
419,Figur::N,chip,எண்ணிக்கை
420,Figur::N,figură,எண்ணிக்கை
421,Puppe::N,păpușă,பொம்மை
422,Beutel::N,pungă,பை
423,Beutel::N,săculeț,பை
424,Bündel::N,mănunchi,பொதி
425,Tasche::N,geantă,பை
426,Eimer::N,găleată,வாளி
427,Deckel::N,capac,உறை
428,Geschirr::N,vase,பாத்திரம்
429,Geschirr::N,tacâmuri,பாத்திரம்
430,Sack::N,sac,பை
431,Tasse::N,ceașcă,கிண்ணம்
432,Topf::N,oală,பானை
433,Kessel::N,cazan,கெண்டி
434,Kessel::N,căldare,கெண்டி
435,Essen::N,mâncare,உணவருந்துதல்
436,Nahrung::N,hrană,உணவு
437,Nahrung::N,aliment,உணவு
438,Speise::N,bucate,உணவு வகை
439,Speise::N,fel de bucate,உணவு வகை
440,Fleisch::N,carne,இறைச்சி
441,Getreide::N,cereale,மக்காச்சோளம்
442,Brei::N,pireu,கஞ்சி
443,Brot::N,pâine,ரொட்டி
444,Scheibe::N,felie,துண்டு
445,Scheibe::N,bucată,துண்டு
446,Fett::N,untură,கொழுப்பு
447,Fett::N,grăsime,கொழுப்பு
448,Butter::N,unt,வெண்ணெய்
449,Öl::N,ulei,எண்ணெய்
450,Salz::N,sare,உப்பு
451,Suppe::N,supă,ரசம்
452,Suppe::N,ciorbă,ரசம்
453,Honig::N,miere,தேன்
454,Milch::N,lapte,பால்
455,Tee::N,ceai,தெனீர்
456,Leder::N,piele,பதம் செய்யப்பட்ட தோல்
457,Wolle::N,lână,கம்பளி
458,Stoff::N,stofă,துணி
459,Nadel::N,ac,ஊசி
460,Faden::N,ață,நூல்
461,Knopf::N,buton,பொத்தான்
462,Knoten::N,nod,முடிச்சு
463,Farbe::N,vopsea,வண்ணக் குழம்பு
464,Kleidung::N,haine,ஆடைகள்
465,Kleidung::N,îmbrăcăminte,ஆடைகள்
466,Hemd::N,cămașă,சட்டை
467,Kragen::N,guler,கழுத்துப் பட்டை
468,Ärmel::N,mânecă,சட்டைக்கை
469,Hose::N,pantaloni,கால்சட்டை
470,Gürtel::N,cordon,பெல்ட்
471,Mütze::N,șapcă,தொப்பி
472,Schuh::N,gheată,காலணி
473,Stiefel::N,cizmă,காலணி
474,Ring::N,inel,மோதிரம்
475,Ring::N,verigă,மோதிரம்
476,Band::N,panglică,நாடா
477,Band::N,șiret,நாடா
478,Kamm::N,pieptene,கீப்பு
479,Spiegel::N,oglindă,ஆடி
480,Spiegel::N,oglindă,கண்ணாடி
481,Riemen::N,curea,வார்
482,Schnur::N,funie,கயிறு
483,Schnur::N,sfoară,கயிறு
484,Leine::N,lesă,தோல்வார்
485,Leine::N,curea,தோல்வார்
486,Decke::N,pătură,போர்வை
487,Kissen::N,pernă,தலையணை
488,Tuch::N,batic,துணி
489,Handtuch::N,prosop,தண்டு
490,Handtuch::N,ștergar,தண்டு
491,Kraft::N,forță,நிர்பந்தம்
492,Kraft::N,putere,நிர்பந்தம்
493,Stärke::N,tărie,பலம்
494,Stärke::N,vigoare,பலம்
495,Gesundheit::N,sănătate,ஆரோக்கியம்
496,Krankheit::N,boală,நோய்
497,Krankheit::N,maladie,நோய்
498,Schmerz::N,durere,வலி
499,Wunde::N,rană,காயம்
500,Fieber::N,febră,காய்ச்சல்
501,Arznei::N,leac,மருந்து
502,Arznei::N,medicament,மருந்து
503,Brücke::N,pod,பாலம்
504,Brücke::N,punte,பாலம்
505,Brunnen::N,puț,கேணி
506,Weide::N,izlaz,மேய்ச்சல் நிலம்
507,Weide::N,pășune,மேய்ச்சல் நிலம்
508,Pfad::N,cărare,நடை வழி
509,Weg::N,drum,வழி
510,Straße::N,cale,சாலை
511,Straße::N,stradă,சாலை
512,Dorf::N,sat,கிராமம்
513,Stadt::N,oraș,நகரம்
514,Brief::N,scrisoare,கடிதம்
515,Buch::N,carte,புத்தகம்
516,Buchstabe::N,literă,எழத்து
517,Buchstabe::N,caracter,எழத்து
518,Zeitung::N,ziar,செய்தித்தாள்
519,Zeitung::N,gazetă,செய்தித்தாள்
520,Leben::N,viață,வாழ்க்கை
521,Tod::N,moarte,மரணம்
522,Grab::N,groapă,சமாதி
523,Grab::N,mormânt,சமாதி
524,Kirche::N,biserică,தேவாலயம்
525,Sünde::N,păcat,பாவம்
526,Gott::N,zeu,கடவுள்
527,Arbeiter::N,muncitor,தொழிலாளி
528,Chef::N,șef,மேலாளர்
529,Meister::N,meșter,தலைவன்
530,Meister::N,maestru,தலைவன்
531,Arzt::N,medic,மருத்துவர்
532,Arzt::N,doctor,மருத்துவர்
533,Lehrer::N,profesor,ஆசிரியர்
534,Lehrer::N,învățător,ஆசிரியர்
535,Geld::N,bani,பணம்
536,Geld::N,parale,பணம்
537,Geschäft::N,treabă,வாணிபம்
538,Geschäft::N,afacere,வாணிபம்
539,Laden::N,magazin,கடை
540,Laden::N,prăvălie,கடை
541,Preis::N,preț,விலை
542,Ware::N,marfă,சாமன்கள்
543,Nutzen::N,folos,இலாபம்
544,Nutzen::N,profit,இலாபம்
545,Reichtum::N,avuție,சொத்து
546,Reichtum::N,bogăție,சொத்து
547,Welt::N,lume,உலகம்
548,Land::N,țară,நாடு
549,Staat::N,stat,நாடு
550,König::N,rege,அரசன்
551,Macht::N,putere,அதிகாரம்
552,Macht::N,putință,அதிகாரம்
553,Grenze::N,hotar,எல்லை
554,Grenze::N,graniță,எல்லை
555,Grenze::N,frontieră,எல்லை
556,Krieg::N,război,போர்
557,Feind::N,dușman,எதிரி
558,Gewalt::N,violență,வன்முறை
559,Kampf::N,luptă,போராட்டம்
560,Bogen[Waffe]::N,arc,வில்
561,Pfeil::N,săgeată,அம்பு
562,Gewehr::N,armă,துப்பாக்கி
563,Gewehr::N,pușcă,துப்பாக்கி
564,Fehler::N,eroare,தவறு
565,Fehler::N,greșeală,தவறு
566,Lüge::N,minciună,பொய்
567,Schaden::N,daună,சேதாரம்
568,Schaden::N,pagubă,சேதாரம்
569,Unglück::N,nenorocire,இடையூறு
570,Schuld::N,vină,குற்றம்
571,Alter::N,etate,வயது
572,Alter::N,vârstă,வயது
573,Schluss::N,sfârșit,முடிவு
574,Zeit::N,timp,காலம்
575,Zeit::N,vreme,காலம்
576,Tag::N,zi,நாள்
577,Morgen::N,dimineață,காலை நேரம்
578,Mittag::N,prânz,மதியம்
579,Mittag::N,amiază,மதியம்
580,Abend::N,seară,மாலைப் பொழுது
581,Nacht::N,noapte,இரவு
582,Woche::N,săptămână,வாரம்
583,Monat::N,lună,மாதம்
584,Jahr::N,an,வருடம்
585,Frühling::N,primăvară,வசந்தம்
586,Sommer::N,vară,கோடை
587,Herbst::N,toamnă,இலையுதிர் காலம்
588,Winter::N,iarnă,குளிர்காலம்
589,Januar::N,ianuarie,ஜனவரி
590,Februar::N,februarie,பிபரவரி மாதம்
591,März::N,martie,மார்ச் மாதம்
592,April::N,aprilie,ஏப்ரல் மாதம்
593,Mai::N,mai,மே மாதம்
594,Juni::N,iunie,ஜூன் மாதம்
595,Juli::N,iulie,ஜூலை மாதம்
596,August::N,august,ஆகஸ்ட் மாதம்
597,September::N,septembrie,செப்டம்பர் மாதம்
598,Oktober::N,octombrie,அக்டோபர் மாதம்
599,November::N,noiembrie,நவம்பர் மாதம்
600,Dezember::N,decembrie,டிசம்பர்
601,Montag::N,luni,திங்கட் கிழமை
602,Dienstag::N,marți,செவ்வாய்க்கிழமை
603,Mittwoch::N,miercuri,புதன் கிழமை
604,Donnerstag::N,joi,வியாழக் கிழமை
605,Freitag::N,vineri,வெள்ளிக்கிழமை
606,Samstag::N,sâmbătă,சனிக்கிழமை
607,Sonntag::N,duminică,ஞாயிறுக் கிழமை
608,groß::A,mare,பெரிய
609,klein::A,mic,சிறிய
610,lang::A,lung,நீண்ட
611,kurz::A,scurt,குட்டையான
612,breit::A,lat,அகலமான
613,breit::A,larg,அகலமான
614,schmal::A,strâmt,குறுகலான
615,dicht::A,des,அடர்த்தியான
616,dick[Gegenstand]::A,gros,தடித்த
617,dünn::A,subțire,சன்னமான
618,fein::A,fin,மெல்லிய
619,fein::A,subțire,மெல்லிய
620,fest::A,tare,உறுதியாள
621,fest::A,solid,உறுதியாள
622,flach::A,șes,தட்டையான
623,flach::A,plan,தட்டையான
624,glatt::A,lins,வழுவழுப்பான
625,hart::A,dur,கடினமான
626,weich::A,moale,மென்மையான
627,rund::A,rotund,உருண்டையான
628,rund::A,circular,உருண்டையான
629,spitz::A,ascuțit,திகந்தமாக
630,scharf::A,tăios,கூரான
631,scharf::A,ascuțit,கூரான
632,stumpf::A,tocit,உளம் திறந்த
633,schwer::A,greu,கனமான
634,schön::A,frumos,அழகான
635,heiß::A,cald,சூடான
636,heiß::A,fierbinte,சூடான
637,warm::A,cald,இதமான
638,warm::A,fierbinte,இதமான
639,kalt::A,rece,குளிர்ச்சியான
640,kühl::A,rece,குளிர்ச்சியான
641,kühl::A,răcoros,குளிர்ச்சியான
642,frisch::A,răcoros,சுத்தமான
643,frisch::A,proaspăt,சுத்தமான
644,feucht::A,umed,ஈரமான
645,feucht::A,jilav,ஈரமான
646,nass::A,ud,ஈரமான
647,trocken::A,sec,உலர்ந்த
648,trocken::A,uscat,உலர்ந்த
649,voll::A,plin,நிரம்பிய
650,leer::A,gol,காலியான
651,offen::A,deschis,திறந்த
652,geschlossen::A,închis,மூடப்பட்ட
653,sauber::A,curat,சுத்தமான
654,schmutzig::A,murdar,அழக்கான
655,roh::A,crud,கச்சா
656,reif::A,copt,பழுத்த
657,lecker::A,gustos,சுவைமிக்க
658,süß::A,dulce,இனிப்பான
659,bitter::A,amar,கசப்பான
660,sauer::A,acru,புளிப்பாக
661,hell::A,clar,பளபளப்பான
662,hell::A,luminos,பளபளப்பான
663,dunkel::A,obscur,கருமையான
664,dunkel::A,întunecos,கருமையான
665,schwarz::A,negru,கருப்பு வண்ண
666,weiß::A,alb,வெண்மையன
667,rot::A,roșu,சிவப்பு
668,gelb::A,galben,மஞ்சள் வண்ணம்
669,blau::A,albastru,நீல வண்ண
670,grün::A,verde,பச்சை வண்ண
671,grau::A,gri,சாம்பல் நிற
672,grau::A,cenușiu,சாம்பல் நிற
673,bunt::A,colorat,வண்ண மயமான
674,billig::A,ieftin,மலிவான
675,teuer::A,scump,விலை அதிகமான
676,wertvoll::A,prețios,மதிப்புள்ள
677,blind::A,orb,பார்வையற்ற
678,taub::A,surd,செவிடான
679,kräftig::A,tare,வலிமையான
680,kräftig::A,forte,வலிமையான
681,kräftig::A,robust,வலிமையான
682,stark::A,viguros,பலமான
683,stark::A,puternic,பலமான
684,schwach::A,slab,பலவீனமான
685,schwach::A,debil,பலவீனமான
686,fett::A,gras,பருமனாக
687,schlank::A,zvelt,ஒல்லியான
688,hübsch::A,drăguț,அழகிய
689,böse::A,rău,கேடு விளைவிக்கும்
690,böse::A,răutăcios,கேடு விளைவிக்கும்
691,dumm::A,nerod,முட்டாள்தனமான
692,dumm::A,tâmpit,முட்டாள்தனமான
693,faul::A,leneș,சோம்பலான
694,fleißig::A,harnic,ஊக்கந்தளராத
695,fleißig::A,sârguincios,ஊக்கந்தளராத
696,geizig::A,calic,கஞேசத்தனமான
697,geizig::A,zgârcit,கஞேசத்தனமான
698,klug::A,isteț,சாதுரியமான
699,klug::A,deștept,சாதுரியமான
700,geschickt::A,dibaci,திறமையள்ள
701,lieb::A,drag,அன்புக்குரிய
