,Concept_ID,eu,xal
478,Fleisch::N,okela,махн
479,Fleisch::N,haragi,махн
480,Getreide::N,labore,хот болҗ эдлгддг цецгүдтә урһмл
481,Brei::N,ahi,хаш
482,Brei::N,pure,хаш
483,Brot::N,ogi,өдмг
484,Scheibe::N,xerra,зүсм
485,Scheibe::N,pirripita,зүсм
486,Fett::N,urin,өөкн
487,Fett::N,koipe,өөкн
488,Butter::N,gurin,тосн
489,Öl::N,olio,тосн
490,Salz::N,gatz,давсн
491,Suppe::N,zopa,шөлн
492,Suppe::N,salda,шөлн
493,Honig::N,ezti,бал
494,Milch::N,esne,үсн
495,Tee::N,te,цә
496,Leder::N,larru,арсн
497,Wolle::N,artile,утцн
498,Wolle::N,artile,эд
499,Stoff::N,ehun,эд
500,Nadel::N,orratz,зүн
501,Nadel::N,jostorratz,зүн
502,Faden::N,hari,утцн
503,Knopf::N,botoi,товч
504,Knoten::N,korapilo,зәңгдә
505,Farbe::N,pintura,будг
506,Kleidung::N,arropa,хувцн
507,Kleidung::N,arropa,хувц-хунр
508,Kleidung::N,jantziak,хувцн
509,Kleidung::N,jantziak,хувц-хунр
510,Hemd::N,atorra,киилг
511,Hemd::N,alkandora,киилг
512,Kragen::N,idun,зах
513,Ärmel::N,mahuka,ханцн
514,Hose::N,prakak,шалвур
515,Hose::N,galtzak,шалвур
516,Gürtel::N,gerriko,бүс
517,Mütze::N,txano,махла
518,Mütze::N,txapel,махла
519,Schuh::N,oski,башмгуд
520,Schuh::N,oinetako,башмгуд
521,Stiefel::N,bota,һосн
522,Ring::N,uztai,билцг
523,Band::N,zinta,лент
524,Band::N,xingola,лент
525,Kamm::N,orrazi,сам
526,Spiegel::N,mirail,толь
527,Riemen::N,uhal,бүс
528,Schnur::N,lokailu,деесн
529,Leine::N,lotura,бурнтг
530,Leine::N,lotura,нохан көтлвр
531,Decke::N,burusi,көнҗл
532,Kissen::N,kuxin,дер
533,Tuch::N,zapi,альчур
534,Tuch::N,oihal,альчур
535,Handtuch::N,eskuzapi,полотенц
536,Handtuch::N,eskuzapi,һар-нүүрин альчур
537,Handtuch::N,eskuoihal,полотенц
538,Handtuch::N,eskuoihal,һар-нүүрин альчур
539,Kraft::N,indar,күчн
540,Stärke::N,indar,чидл
541,Gesundheit::N,osasun,эрүл-менд
542,Krankheit::N,eritasun,өвчн
543,Krankheit::N,gaixotasun,өвчн
544,Schmerz::N,min,өвдлһн
545,Wunde::N,zauri,шав
546,Fieber::N,sukar,безг
547,Arznei::N,osagai,эм
548,Arznei::N,sendagai,эм
549,Brücke::N,zubi,тагт
550,Brunnen::N,putzu,худг
551,Weide::N,alha,малын идг
552,Weide::N,bazkaleku,малын идг
553,Pfad::N,zidor,цувг
554,Pfad::N,bidexka,цувг
555,Weg::N,bide,хаалһ
556,Straße::N,errepide,зам
557,Dorf::N,herri,хотн
558,Stadt::N,hiri,балһсн
559,Brief::N,gutun,бичг
560,Brief::N,eskutitz,бичг
561,Buch::N,liburu,дегтр
562,Buchstabe::N,hizki,үзг
563,Zeitung::N,egunkari,газет
564,Leben::N,bizi,җирһл
565,Leben::N,bizitza,җирһл
566,Tod::N,herio,үкл
567,Tod::N,herio,өңгрлһн
568,Tod::N,heriotza,үкл
569,Tod::N,heriotza,өңгрлһн
570,Grab::N,hobi,оршалһна нүкн
571,Grab::N,hilobi,оршалһна нүкн
572,Kirche::N,eliza,чонҗ
573,Sünde::N,hoben,нүл
574,Sünde::N,hoben,килнц
575,Sünde::N,bekatu,нүл
576,Sünde::N,bekatu,килнц
577,Gott::N,jainko,бурхн
578,Arbeiter::N,langile,көдлмшч
579,Arbeiter::N,behargin,көдлмшч
580,Chef::N,nagusi,толһач
581,Meister::N,maisu,урн
582,Arzt::N,osagile,эмч
583,Arzt::N,sendagile,эмч
584,Lehrer::N,irakasle,багш
585,Geld::N,diru,мөңгн
586,Geschäft::N,negozio,көдлмш
587,Laden::N,denda,лавк
588,Laden::N,saltegi,лавк
589,Preis::N,prezio,үн
590,Preis::N,salneurri,үн
591,Ware::N,salgai,эд-тавр
592,Nutzen::N,onura,олз
593,Nutzen::N,probetxu,олз
594,Reichtum::N,aberastasun,зөөр
595,Welt::N,ludi,орчлң
596,Welt::N,ludi,делкә
597,Welt::N,mundu,орчлң
598,Welt::N,mundu,делкә
599,Land::N,herrialde,орн-нутг
600,Staat::N,estatu,государств
601,König::N,errege,хан
602,Macht::N,botere,йосн
603,Grenze::N,muga,меҗә
604,Krieg::N,guda,дән
605,Feind::N,etsai,дәәсн
606,Feind::N,arerio,дәәсн
607,Gewalt::N,bortxa,күч һарһлһн
608,Gewalt::N,bortizkeria,күч һарһлһн
609,Kampf::N,gudu,ноолдан
610,Kampf::N,gudu,бәрлдлһн
611,Kampf::N,auska,ноолдан
612,Kampf::N,auska,бәрлдлһн
613,Bogen[Waffe]::N,arku,саадг
614,Pfeil::N,gezi,сумн
615,Gewehr::N,fusil,бу
616,Fehler::N,huts,алдг
617,Fehler::N,hutsegin,алдг
618,Lüge::N,gezur,худл
619,Schaden::N,kalte,хорлт
620,Unglück::N,zoritxar,гүрм
621,Unglück::N,zorigaitz,гүрм
622,Schuld::N,erru,гем
623,Schuld::N,erru,буру
624,Alter::N,adin,насн
625,Schluss::N,bukaera,чилгч
626,Zeit::N,aldi,цаг
627,Zeit::N,denbora,цаг
628,Tag::N,egun,өдр
629,Morgen::N,goiz,өрүн
630,Mittag::N,eguerdi,үд
631,Abend::N,arrats,асхн
632,Nacht::N,gau,сө
633,Woche::N,aste,долан хонг
634,Monat::N,hil,сар
635,Jahr::N,urte,җил
636,Frühling::N,udalehen,хавр
637,Sommer::N,uda,зун
638,Herbst::N,udazken,намр
639,Herbst::N,neguantz,намр
640,Winter::N,negu,үвл
641,Januar::N,urtarril,январь
642,Februar::N,otsail,февраль
643,März::N,martxo,март
644,März::N,martxo,моһа сар
645,April::N,apiril,апрель
646,Mai::N,maiatz,май
647,Juni::N,ekain,июнь
648,Juni::N,ekain,мөчн сар
649,Juli::N,uztail,июль
650,August::N,abuztu,август
651,September::N,irail,һаха сар
652,Oktober::N,urri,октябрь
653,November::N,azaro,ноябрь
654,November::N,azaro,үкр сар
655,Dezember::N,abendu,бар сар
656,Montag::N,astelehen,понедельник
657,Dienstag::N,astearte,вторник
658,Mittwoch::N,asteazken,среда
659,Mittwoch::N,asteazken,үлмҗ өдр
660,Donnerstag::N,ostegun,четверг
661,Donnerstag::N,ostegun,пүрвә өдр
662,Freitag::N,ostiral,пятниц
663,Samstag::N,larunbat,суббот
664,Sonntag::N,igande,нарн өдр
665,Sonntag::N,igande,воскресень
666,groß::A,handi,ик
667,klein::A,txiki,бичкн
668,lang::A,luze,ут
669,kurz::A,labur,оһтр
670,breit::A,zabal,өргн
671,schmal::A,mehar,уутьхн
672,dicht::A,sarri,нигт
673,dicht::A,trinko,нигт
674,dick[Gegenstand]::A,lodi,зузан
675,dünn::A,mehe,нимгн
676,fein::A,fin,нәрхн
677,fest::A,tinko,бат
678,flach::A,lau,хавтха
679,flach::A,ordoki,хавтха
680,glatt::A,leun,тегш
681,glatt::A,leun,тиньгр
682,hart::A,gogor,хату
683,weich::A,bigun,җөөлн
684,weich::A,bigun,җөөлкн
685,weich::A,beratz,җөөлн
686,weich::A,beratz,җөөлкн
687,rund::A,biribil,төгрг
688,spitz::A,puntadun,шовһр
689,scharf::A,zorrotz,хурц
690,stumpf::A,kamuts,мука
691,schwer::A,astun,күнд
692,schwer::A,pisutsu,күнд
693,schön::A,eder,сәәхн
694,heiß::A,bero,халун
695,heiß::A,oso bero,халун
696,warm::A,bero,дулан
697,kalt::A,hotz,киитн
698,kühl::A,hotzil,серүн
699,frisch::A,fresko,серүн
700,frisch::A,hozkirri,серүн
701,feucht::A,heze,чиигтә
702,nass::A,busti,чиигтә
703,trocken::A,siku,хагсу
704,trocken::A,lehor,хагсу
705,voll::A,bete,дүүрң
706,leer::A,huts,сул
707,leer::A,huts,хоосн
708,offen::A,ireki,секәтә
709,geschlossen::A,itxita,хаалһата
710,sauber::A,xahu,цевр
711,sauber::A,garbi,цевр
712,schmutzig::A,lohi,киртә
713,schmutzig::A,zikin,киртә
714,roh::A,gordin,түүкә
715,reif::A,umo,болсн
716,reif::A,heldu,болсн
717,lecker::A,goxo,әмтәхн
718,süß::A,goxo,әмтәхн
719,bitter::A,karmin,һашун
720,bitter::A,karmin,һашута
721,bitter::A,garratz,һашун
722,bitter::A,garratz,һашута
723,sauer::A,mingots,ишклң
724,hell::A,argi,герлтә
725,dunkel::A,ilun,харңһу
726,schwarz::A,beltz,хар
727,weiß::A,zuri,цаһан
728,rot::A,gorri,улан
729,gelb::A,hori,шар
730,blau::A,urdin,көк
731,grün::A,berde,көк
732,grün::A,musker,көк
733,grau::A,urdin,бор
734,grau::A,urdinabar,бор
735,bunt::A,koloretsu,алг
736,bunt::A,koloretsu,эрәтә
737,billig::A,merke,кимд
738,teuer::A,garesti,үнтә
739,wertvoll::A,baliotsu,үнтә
740,wertvoll::A,baliotsu,эрднь
741,blind::A,itsu,сохр
742,taub::A,gor,дүлә
743,kräftig::A,kementsu,күчтә
744,stark::A,bizkor,чаңһ
745,stark::A,indartsu,чаңһ
746,schwach::A,ahul,күчн тату
747,schwach::A,indargabe,күчн тату
748,fett::A,gizen,тарһн
749,schlank::A,lerden,эццн
750,hübsch::A,polit,көркхн
751,böse::A,tzar,уурта
752,böse::A,gaizto,уурта
753,dumm::A,lelo,тенг
754,dumm::A,pello,тенг
755,faul::A,nagi,залху
756,faul::A,alfer,залху
757,fleißig::A,maratz,кинән
758,fleißig::A,maratz,кинмһә
759,fleißig::A,lanzale,кинән
760,fleißig::A,lanzale,кинмһә
761,geizig::A,zeken,ховдг
762,geizig::A,zikoitz,ховдг
763,klug::A,zuhur,ухата
764,geschickt::A,trebe,чадмг
765,geschickt::A,antzetsu,чадмг
766,lieb::A,maite,эңкр
767,lieb::A,laztan,эңкр
768,lustig::A,alaitsu,сергмҗтә
769,lustig::A,alaitsu,җирһлтә
770,sanft::A,eme,номһн
771,sanft::A,ezti,номһн
772,hungrig::A,gose,өлн
773,hungrig::A,gose,харһнсн
774,krank::A,eri,өвчтә
775,krank::A,eri,шалтгта
776,krank::A,gaixo,өвчтә
777,krank::A,gaixo,шалтгта
778,nackt::A,biluzi,нүцкн
779,traurig::A,itun,һундлта
780,traurig::A,betilun,һундлта
781,lebendig::A,bizirik,әмд
782,gut::A,on,сән
783,schlecht::A,txar,му
784,richtig::A,zuzen,зөвтә
785,schlimm::A,larri,җигшүртә
786,wahr::A,egiazko,үнн
787,wahr::A,egiazko,мөн
788,alt::A,zahar,хуучн
789,neu::A,berri,шин
790,ehemalig::A,lehengo,хуучн
791,alt[Lebewesen]::A,adindun,көгшн
792,jung::A,gazte,баһ
793,arm::A,txiro,угатя
794,arm::A,behartsu,угатя
795,reich::A,dirudun,байн
796,bekannt::A,ezagun,таньл
