,Concept_ID,de,kn
45,Herz::N,Herz,ಹೃದಯ
46,Magen::N,Magen,ಉದರ
47,Leber::N,Leber,ಯಕೃತ್ತು
48,Atem::N,Atem,ಉಸಿರು
49,Hunger::N,Hunger,ಹಸಿವು
50,Träne::N,Träne,ಕಣ್ಣೀರು
51,Geschmack::N,Geschmack,ರುಚಿ
52,Geruch::N,Geruch,ವಾಸನೆ
53,Schlaf::N,Schlaf,ನಿದ್ರೆ
54,Traum::N,Traum,ಕನಸು
55,Himmel::N,Himmel,ಬಾನು
56,Sonne::N,Sonne,ಸೂರ್ಯ
57,Mond::N,Mond,ಚಂದ್ರ
58,Stern::N,Stern,ಚುಕ್ಕಿ
59,Luft::N,Luft,ವಾಯು
60,Wind::N,Wind,ಗಾಳಿ
61,Welle::N,Welle,ಅಲೆ
62,Wasser::N,Wasser,ನೀರು
63,Stein::N,Stein,ಕಲ್ಲು
64,Boden::N,Boden,ನೆಲ
65,Erde::N,Erde,ಭೂಮಿ
66,Staub::N,Staub,ದೂಳು
67,Rauch::N,Rauch,ಹೊಗೆ
68,Funke::N,Funke,ಕಿಡಿ
69,Feuer::N,Feuer,ಬೆಂಕಿ
70,Licht::N,Licht,ಬೆಳಕು
71,Schatten::N,Schatten,ನೆರಳು
72,Wetter::N,Wetter,ಹವ
73,Nebel::N,Nebel,ಮಂಜು
74,Wolke::N,Wolke,ಮೋಡ
75,Regen::N,Regen,ಮಳೆ
76,Schnee::N,Schnee,ಹಿಮ
77,Eis::N,Eis,ಮಂಜುಗಡ್ಡೆ
78,Frost::N,Frost,ಮಂಜು
79,Kälte::N,Kälte,ಹಿಮ
80,Hitze::N,Hitze,ಉಷ್ಣ
81,Raureif::N,Raureif,ಇಬ್ಬನಿ
82,Regenbogen::N,Regenbogen,ಇಂದ್ರಚಾಪ
83,Donner::N,Donner,ಗುಡುಗು
84,Strömung::N,Strömung,ಪ್ರವಾಹ
85,Tropfen::N,Tropfen,ತೊಟ್ಟು
86,Schaum::N,Schaum,ನೊರೆ
87,Schmutz::N,Schmutz,ಕಸ
88,See::N,See,ಸರೋವರ
89,Sumpf::N,Sumpf,ಜೌಗುಸ್ಥಳ
90,Moor::N,Moor,ಬಂಜರು ಭೂಮಿ
91,Wiese::N,Wiese,ಹುಲ್ಲುಗಾವಲು
92,Wald::N,Wald,ಕಾಡು
93,Hügel::N,Hügel,ಗುಡ್ಡೆ
94,Anhöhe::N,Anhöhe,ದಿಬ್ಬ
95,Berg::N,Berg,ಮಲೆ
96,Berg::N,Berg,ಪರ್ವತ
97,Gipfel::N,Gipfel,ಶೃಂಗ
98,Höhle::N,Höhle,ಗುಹೆ
99,Abhang::N,Abhang,ಇಳಿಜಾರು
100,Quelle::N,Quelle,ಮೂಲ
101,Bach::N,Bach,ತೊರೆ
102,Fluss::N,Fluss,ನದಿ
103,Ufer::N,Ufer,ತೀರ
104,Küste::N,Küste,ದಂಡೆ
105,Festland::N,Festland,ಭೂಮಿ
106,Meer::N,Meer,ಕಡಲು
107,Bucht::N,Bucht,ಖಾರಿ
108,Insel::N,Insel,ದ್ವೀಪ
109,Blume::N,Blume,ಸುಮ
110,Gras::N,Gras,ಹುಲ್ಲು
111,Wurzel::N,Wurzel,ಬೇರು
112,Baum::N,Baum,ಮರ
113,Stamm::N,Stamm,ಕಾಂಡ
114,Rinde::N,Rinde,ತೂಗಟಿ
115,Ast::N,Ast,ಶಾಖೆ
116,Zweig::N,Zweig,ರೆಂಬೆ
117,Blatt::N,Blatt,ಎಲೆ
118,Birke::N,Birke,ಬರ್ಚ್ ಮರ
119,Kiefer[Baum]::N,Kiefer,ದೇವದಾರು ಮರ
120,Weide[Baum]::N,Weide,ವಿಲೋಮರ
121,Tanne::N,Tanne,ಭದ್ರದಾರು
122,Horn::N,Horn,ಕೊಂಬು
123,Feder::N,Feder,ಪುಕ್ಕ
124,Fell::N,Fell,ರೋಮ
125,Flügel::N,Flügel,ರೆಕ್ಕೆ
126,Klaue::N,Klaue,ಪಂಜ
127,Kralle::N,Kralle,ಉಗುರು
128,Schwanz::N,Schwanz,ಬಾಲ
129,Ei::N,Ei,ಮೊಟ್ಟೆ
130,Nest::N,Nest,ಗೂಡು
131,Bau::N,Bau,ಅಡಗುದಾಣ
132,Tier::N,Tier,ಪ್ರಾಣಿ
133,Herde::N,Herde,ಗುಂಪು
134,Kuh::N,Kuh,ಹಸು
135,Bulle::N,Bulle,ಗೂಳಿ
136,Pferd::N,Pferd,ಕುದುರೆ
137,Schaf::N,Schaf,ಕುರಿ
138,Schwein::N,Schwein,ಹಂದಿ
139,Hund::N,Hund,ನಾಯಿ
140,Katze::N,Katze,ಬೆಕ್ಕು
141,Bär::N,Bär,ಕರಡಿ
142,Eichhörnchen::N,Eichhörnchen,ಉಡುತೆ
143,Elch::N,Elch,ಕಡವೆ
144,Fuchs::N,Fuchs,ನರಿ
145,Hase::N,Hase,ಮೊಲ
146,Maus::N,Maus,ಇಲಿ
147,Wolf::N,Wolf,ತೋಳ
148,Vogel::N,Vogel,ಪಕ್ಷಿ
149,Schwarm::N,Schwarm,ಗುಂಪು
150,Huhn::N,Huhn,ಚಿಕ್
151,Hahn::N,Hahn,ಹುಂಜ
152,Gans::N,Gans,ವರಟೆ
153,Adler::N,Adler,ಗರುಡ
154,Ente::N,Ente,ಬಾತು
155,Eule::N,Eule,ಗೂಬೆ
156,Kranich::N,Kranich,ಕೊಕ್ಕರ
157,Krähe::N,Krähe,ಕಾಗೆ
158,Kuckuck::N,Kuckuck,ಕೋಗಿಲೆ
159,Schwan::N,Schwan,ಹಂಸಪಕ್ಷಿ
160,Fisch::N,Fisch,ಮೀನು
161,Barsch::N,Barsch,ಪರ್ಚ್ ಮೀನು
162,Hecht::N,Hecht,ಪೈಕ್ ಮೀನು
163,Schlange[Tier]::N,Schlange,ಹಾವು
164,Wurm::N,Wurm,ಹುಳು
165,Spinne::N,Spinne,ಊರ್ಣನಾಭ
166,Ameise::N,Ameise,ಇರುವೆ
167,Laus::N,Laus,ಹೇನು
168,Mücke::N,Mücke,ಸೊಳ್ಳೆ
169,Fliege::N,Fliege,ನೊಣ
170,Schmetterling::N,Schmetterling,ಪತಂಗ
171,Beere::N,Beere,ನಯವಣ್ಣು
172,Apfel::N,Apfel,ಸೇಬು
173,Pilz::N,Pilz,ಅಣಬೆ
174,Zwiebel::N,Zwiebel,ನೀರುಳ್ಳಿ
175,Saat::N,Saat,ಬಿತ್ತ
176,Korn::N,Korn,ಬೀಜ
177,Heu::N,Heu,ಕರಡ
178,Schale::N,Schale,ಹೊಟ್ಟು
179,Grube::N,Grube,ಗುಂಡಿ
180,Falle::N,Falle,ಬೋನು
181,Schlinge::N,Schlinge,ಉರುಲು
182,Spur::N,Spur,ಜಾಡು
183,Asche::N,Asche,ಬೂದಿ
184,Dreck::N,Dreck,ಹೊಲಸು
185,Eisen::N,Eisen,ಕಬ್ಬಿಣ
186,Gold::N,Gold,ಚಿನ್ನ
187,Silber::N,Silber,ಬೆಳ್ಳಿ
188,Kohle::N,Kohle,ಕಲ್ಲಿದ್ದಲು
189,Glas::N,Glas,ಗಾಜು
190,Lehm::N,Lehm,ಜೇಡಿಮಣ್ಣು
191,Sand::N,Sand,ಮರಳು
192,Mensch::N,Mensch,ಪುರುಷ
193,Mann::N,Mann,ಆಳು
194,Frau::N,Frau,ಹೆಣ್ಣು
195,Kind::N,Kind,ಮಗು
196,Junge::N,Junge,ಹುಡುಗ
197,Mädchen::N,Mädchen,ಹುಡುಗಿ
198,Familie::N,Familie,ಕುಟುಂಬ
199,Großvater::N,Großvater,ಅಜ್ಜ
200,Großmutter::N,Großmutter,ಅಮ್ಮ
201,Eltern::N,Eltern,ಹೆತ್ತವರು
202,Vater::N,Vater,ತಂದೆ
203,Mutter::N,Mutter,ಅಮ್ಮ
204,Sohn::N,Sohn,ಮಗ 
205,Tochter::N,Tochter,ಮಗಳು
206,Bruder::N,Bruder,ತಮ್ಮ
207,Schwester::N,Schwester,ತಂಗಿ
208,Onkel::N,Onkel,ಸೋದರಮಾವ
209,Onkel::N,Onkel,ದೊಡ್ಡಪ್ಪ
210,Tante::N,Tante,ಚಿಕ್ಕಮ್ಮ
211,Ehemann::N,Ehemann,ಗಂಡ
212,Ehefrau::N,Ehefrau,ಹೆಂಡತಿ
213,Freude::N,Freude,ನಲಿವು
214,Gelächter::N,Gelächter,ನಗೆ
215,Glück::N,Glück,ಆನಂದ
216,Kummer::N,Kummer,ದುಃಖ
217,Wunsch::N,Wunsch,ಬಯಕೆ
218,Lust::N,Lust,ಇಷ್ಟ
219,Geist::N,Geist,ಆತ್ಮ
220,Gedanke::N,Gedanke,ಯೋಚನೆ
221,Gedächtnis::N,Gedächtnis,ಸ್ಮರಣೆ
222,Verstand::N,Verstand,ಮನಸ್ಸು
223,Sinn::N,Sinn,ಅರ್ಥ
224,Grund::N,Grund,ಕಾರಣ
225,Wahrheit::N,Wahrheit,ಸತ್ಯ
226,Gespräch::N,Gespräch,ಸಂಭಾಷಣೆ
227,Märchen::N,Märchen,ಸುಳ್ಳು ಕಥೆ
228,Erzählung::N,Erzählung,ಕಥೆ
229,Nachricht::N,Nachricht,ಸಂದೇಶ
230,Neuigkeit::N,Neuigkeit,ಸುದ್ದಿ
231,Name::N,Name,ಹೆಸರು
232,Rätsel::N,Rätsel,ಒಗಟು
233,Rede::N,Rede,ಮಾತು
234,Sprache::N,Sprache,ಭಾಷೆ
235,Stimme::N,Stimme,ಧ್ವನಿ
236,Wort::N,Wort,ಮಾತು
237,Zeichen::N,Zeichen,ಗುರುತು
238,Ruf::N,Ruf,ಕೂಗು
239,Lärm::N,Lärm,ಸದ್ದು
240,Laut::N,Laut,ಶಬ್ದ
241,Ton::N,Ton,ನಾದ
242,Lied::N,Lied,ಗಾನ
243,Ruhe::N,Ruhe,ಶಾಂತಿ
244,Leute::N,Leute,ಮಂದಿ
245,Volk::N,Volk,ಜನಾಂಗ
246,Arbeit::N,Arbeit,ಕೆಲಸ
247,Gast::N,Gast,ಅತಿಥಿ
248,Geschenk::N,Geschenk,ಕಾಣಿಕೆ
249,Spiel::N,Spiel,ಆಟ
250,Gesellschaft::N,Gesellschaft,ಸಂಗ
251,Hilfe::N,Hilfe,ಸಹಾಯ
252,Freund::N,Freund,ಸ್ನೇಹಿತ
253,Kamerad::N,Kamerad,ಜೊತೆಗಾರ
254,Angelegenheit::N,Angelegenheit,ವಿಚಾರ
255,Anzahl::N,Anzahl,ಎಣಿಕೆ
256,Art::N,Art,ತರ
257,Stück::N,Stück,ತುಂಡು
258,Teil::N,Teil,ಭಾಗ
259,Hälfte::N,Hälfte,ಅರ್ಧ
260,Kreis::N,Kreis,ವೃತ್ತ
261,Kreuz::N,Kreuz,ಶಿಲುಬೆ
262,Linie::N,Linie,ರೀಖೆ
263,Strich::N,Strich,ಗೀಟು
264,Abstand::N,Abstand,ಅಂತರ
265,Entfernung::N,Entfernung,ದೂರ
266,Gegend::N,Gegend,ವಿಸ್ತೀರ್ಣ
267,Platz::N,Platz,ಅಂತರ
268,Ort::N,Ort,ಸ್ಥಳ
269,Seite::N,Seite,ಪಕ್ಷ
270,Mitte::N,Mitte,ನಡು
271,Gegenstand::N,Gegenstand,ವಸ್ತು
272,Sache::N,Sache,ವಸ್ತು
273,Rand::N,Rand,ಅಂಚು
274,Kante::N,Kante,ಅಂಚು
275,Ecke::N,Ecke,ಮೂಲೆ
276,Spitze::N,Spitze,ತುದಿ
277,Ende::N,Ende,ಕೊನೆ
278,Loch::N,Loch,ತೂತು
279,Winkel::N,Winkel,ಕೋನ
280,Muster::N,Muster,ನಮೂನೆ
281,Größe::N,Größe,ಪ್ರಮಾಣ
282,Länge::N,Länge,ಉದ್ದ
283,Höhe::N,Höhe,ಎತ್ತರ
284,Gewicht::N,Gewicht,ತೂಕ
285,Menge::N,Menge,ಮೊತ್ತ
286,Haufen::N,Haufen,ರಾಶಿ
287,Reihe::N,Reihe,ಸಾಲು
288,Boot::N,Boot,ದೋಣಿ
289,Ruder::N,Ruder,ಹುಟ್ಟು
290,Schlitten::N,Schlitten,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
291,Ski::N,Ski,ಜಾರುಪಟ್ಟಿ
292,Lagerfeuer::N,Lagerfeuer,ಶಿಬಿರಾಗ್ನಿ
293,Last::N,Last,ಹೊರೆ
294,Gang::N,Gang,ತಿರುಗಾಟ
295,Schritt::N,Schritt,ಹೆಜ್ಜೆ
296,Norden::N,Norden,ಉತ್ತರ
297,Süden::N,Süden,ದಕ್ಷಿಣ
298,Westen::N,Westen,ಪಶ್ಚಿಮ
299,Osten::N,Osten,ಮೂಡಲು
300,Holz::N,Holz,ಚೌಬೀನೆ
301,Brett::N,Brett,ಹಲಗೆ
302,Platte::N,Platte,ಹಲಗೆ
303,Stütze::N,Stütze,ಆಸರೆ
304,Stange::N,Stange,ಕಂಬ
305,Stock::N,Stock,ಕೋಲು
306,Stab::N,Stab,ದೊಣ್ಣೆ
307,Rohr::N,Rohr,ನಳಿಕೆ
308,Haus::N,Haus,ಮನೆ
309,Heim::N,Heim,ಗೃಹ
310,Ofen::N,Ofen,ಒಲೆ
311,Fußboden::N,Fußboden,ನೆಲ
312,Tisch::N,Tisch,ಮೇಜು
313,Stuhl::N,Stuhl,ಕುರ್ಚಿ
314,Wiege::N,Wiege,ತೊಟ್ಟಿಲು
315,Bett::N,Bett,ಹಾಸಿಗೆ
316,Regal::N,Regal,ಬೀರು
317,Kiste::N,Kiste,ಪಟ್ಟಿಗೆ
318,Fenster::N,Fenster,ಕಿಟಕಿ
319,Tür::N,Tür,ಬಾಗಿಲು
320,Tor::N,Tor,ಹೆಬ್ಬಾಗಿಲು
321,Zaun::N,Zaun,ಬೇಲಿ
322,Dach::N,Dach,ಮಾಳಿಗೆ
323,Leiter::N,Leiter,ಏಣಿ
324,Besen::N,Besen,ಪೊರಕೆ
325,Spaten::N,Spaten,ಗುದ್ದಲಿ
326,Schaufel::N,Schaufel,ಸನಿಕೆ
327,Gabel::N,Gabel,ಕವಲು
328,Löffel::N,Löffel,ಚಮಚ
329,Messer::N,Messer,ಚಾಕು
330,Nagel::N,Nagel,ಆಣಿ
331,Netz::N,Netz,ಬಲೆ
332,Haken::N,Haken,ಕೊಂಡಿ
333,Griff::N,Griff,ಹಿಡಿ
334,Schloss::N,Schloss,ವೀಗ
335,Bild::N,Bild,ಚಿತ್ರ
336,Figur::N,Figur,ಆಕಾರ
337,Puppe::N,Puppe,ಗೊಂಬೆ
338,Beutel::N,Beutel,ಸಂಚಿ
339,Bündel::N,Bündel,ಕಟ್ಟು
340,Tasche::N,Tasche,ಚೀಲ
341,Eimer::N,Eimer,ಬಾನೆ
342,Deckel::N,Deckel,ಮುಚ್ಚಳ
343,Geschirr::N,Geschirr,ಭಕ್ಷ್ಯಗಳು
344,Sack::N,Sack,ಮೂಟೆ
345,Tasse::N,Tasse,ಬಟ್ಟಲು
346,Topf::N,Topf,ಮಡಕೆ
347,Kessel::N,Kessel,ಕೆಟಲ್
348,Essen::N,Essen,ಊಟ
349,Nahrung::N,Nahrung,ಆಹಾರ
350,Speise::N,Speise,ಊಟ
351,Fleisch::N,Fleisch,ಮಾಂಸ
352,Getreide::N,Getreide,ಧಾನ್ಯ
353,Brei::N,Brei,ಗಂಜಿ
354,Brot::N,Brot,ರೊಟ್ಟಿ
355,Scheibe::N,Scheibe,ಹೋಳು
356,Fett::N,Fett,ಕೊಬ್ಬು
357,Butter::N,Butter,ಬೆಣ್ಣೆ
358,Öl::N,Öl,ಎಣ್ಣೆ
359,Salz::N,Salz,ಉಪ್ಪು
360,Suppe::N,Suppe,ಎಸರು
361,Honig::N,Honig,ಮಧು
362,Milch::N,Milch,ಹಾಲು
363,Tee::N,Tee,ಚಹ
364,Leder::N,Leder,ಚಕ್ಕಳ
365,Wolle::N,Wolle,ಉಣ್ಣೆ
366,Stoff::N,Stoff,ಬಟ್ಟೆ
367,Nadel::N,Nadel,ಸೂಜಿ
368,Faden::N,Faden,ದಾರ
369,Knopf::N,Knopf,ಗುಂಡು
370,Knoten::N,Knoten,ಗಂಟು
371,Farbe::N,Farbe,ಬಣ್ಣ
372,Kleidung::N,Kleidung,ಅರಿವೆ
373,Hemd::N,Hemd,ಅಂಗಿ
374,Kragen::N,Kragen,ಕುತ್ತಿಗೆಪಟ್ಟಿ
375,Ärmel::N,Ärmel,ತೋಳು
376,Hose::N,Hose,ಇಜಾರ
377,Gürtel::N,Gürtel,ಬೆಲ್ಟು
378,Mütze::N,Mütze,ಟೋಪಿ
379,Schuh::N,Schuh,ಪಾದರಕ್ಷೆ
380,Stiefel::N,Stiefel,ಬೂಟು
381,Ring::N,Ring,ಉಂಗುರ
382,Band::N,Band,ರಿಬ್ಬನ್
383,Kamm::N,Kamm,ಹಣಿಗೆ
384,Spiegel::N,Spiegel,ಕನ್ನಡಿ
385,Riemen::N,Riemen,ಬಾರು
386,Schnur::N,Schnur,ಹುರಿ
387,Leine::N,Leine,ಹಗ್ಗ
388,Decke::N,Decke,ಕಂಬಳಿ
389,Kissen::N,Kissen,ದಿಂಬು
390,Tuch::N,Tuch,ಕೊರಳ ಬಟ್ಟೆ
391,Handtuch::N,Handtuch,ಚೌಕ
392,Kraft::N,Kraft,ಬಲ
393,Stärke::N,Stärke,ಶಕ್ತಿ
394,Gesundheit::N,Gesundheit,ಆರೋಗ್ಯ
395,Krankheit::N,Krankheit,ರೋಗ
396,Schmerz::N,Schmerz,ನೋವು
397,Wunde::N,Wunde,ಗಾಯ
398,Fieber::N,Fieber,ಜ್ವರ
399,Arznei::N,Arznei,ಔಷಧ
400,Brücke::N,Brücke,ಸೇತುವೆ
401,Brunnen::N,Brunnen,ಬಾವಿ
402,Weide::N,Weide,ಗೋಮಾಳ
403,Pfad::N,Pfad,ದಾರಿ
404,Weg::N,Weg,ಹಾದಿ
405,Straße::N,Straße,ರಸ್ತೆ
406,Dorf::N,Dorf,ಹಳ್ಳಿ
407,Stadt::N,Stadt,ಪಟ್ಟಣ
408,Brief::N,Brief,ಕಾಗದ
409,Buch::N,Buch,ಪುಸ್ತಕ
410,Buchstabe::N,Buchstabe,ಅಕ್ಷರ
411,Zeitung::N,Zeitung,ವಾರ್ತಾಪತ್ರಿಕೆ
412,Leben::N,Leben,ಜೀವನ
413,Tod::N,Tod,ಮರಣ
414,Grab::N,Grab,ಗೋರಿ
415,Kirche::N,Kirche,ಚರ್ಚು
416,Sünde::N,Sünde,ಪಾಪ
417,Gott::N,Gott,ದೇವರು
418,Arbeiter::N,Arbeiter,ಕೆಲಸಗಾರ
419,Chef::N,Chef,ದಣಿ
420,Meister::N,Meister,ಶಿಕ್ಷಕ
421,Arzt::N,Arzt,ವೈದ್ಯ
422,Lehrer::N,Lehrer,ಉಪಾಧ್ಯಾಯ
423,Geld::N,Geld,ಹಣ
424,Geschäft::N,Geschäft,ವಾಣಿಜ್ಯ
425,Laden::N,Laden,ಅಂಗಡಿ
426,Preis::N,Preis,ಬೆಲೆ
427,Ware::N,Ware,ಸರಕು
428,Nutzen::N,Nutzen,ಲಾಭ
429,Reichtum::N,Reichtum,ಸಂಪತ್ತು
430,Welt::N,Welt,ಭೂಲೋಕ
431,Land::N,Land,ದೇಶ
432,Staat::N,Staat,ರಾಜ್ಯ
433,König::N,König,ರಾಜ
434,Macht::N,Macht,ಅಧಿಕಾರ
435,Grenze::N,Grenze,ಗಡಿ
436,Krieg::N,Krieg,ಯುದ್ಧ
437,Feind::N,Feind,ಶತ್ರು
438,Gewalt::N,Gewalt,ಹಿಂಸೆ
439,Kampf::N,Kampf,ಹೋರಾಟ
440,Bogen[Waffe]::N,Bogen,ಬಿಲ್ಲು
441,Pfeil::N,Pfeil,ಅಂಬು
442,Gewehr::N,Gewehr,ಬಂದೂಕು
443,Fehler::N,Fehler,ತಪ್ಪು
444,Lüge::N,Lüge,ಸುಳ್ಳು
445,Schaden::N,Schaden,ಹಾನಿ
446,Unglück::N,Unglück,ಅಪಾಯ
447,Schuld::N,Schuld,ದೋಷ
448,Alter::N,Alter,ಮುಪ್ಪು
449,Schluss::N,Schluss,ಮುಕ್ತಾಯ
450,Zeit::N,Zeit,ಕಾಲ
451,Tag::N,Tag,ದಿನ
452,Morgen::N,Morgen,ಮುಂಜಾನೆ
453,Mittag::N,Mittag,ನಡುಹಗಲು
454,Abend::N,Abend,ಸಂಜೆ
455,Nacht::N,Nacht,ರಾತ್ರಿ
456,Woche::N,Woche,ವಾರ
457,Monat::N,Monat,ತಿಂಗಳು
458,Jahr::N,Jahr,ಸಂವತ್ಸರ
459,Frühling::N,Frühling,ವಸಂತ
460,Sommer::N,Sommer,ಬಿಸಿಲುಕಾಲ
461,Herbst::N,Herbst,ಶರತ್ಕಾಲ
462,Winter::N,Winter,ಚಳಿಗಾಲ
463,Januar::N,Januar,ನಾಲ್ಚಳಿ
464,Februar::N,Februar,ಅಯ್ಚಳಿ
465,März::N,März,ಮೊಬ್ಬೇಸಿಗೆ
466,April::N,April,ಇಬ್ಬೇಸಿಗೆ
467,Mai::N,Mai,ಮುಬ್ಬೇಸಿಗೆ
468,Juni::N,Juni,ಮೊಮ್ಮಳೆ
469,Juli::N,Juli,ಇಮ್ಮಳೆ
470,August::N,August,ಮುಮ್ಮಳೆ
471,September::N,September,ನಾಲ್ಮಳೆ
472,Oktober::N,Oktober,ಮೊಚ್ಚಳಿ
473,November::N,November,ಇಚ್ಚಳಿ
474,Dezember::N,Dezember,ಮುಚ್ಚಳಿ
475,Montag::N,Montag,ಸೋಮುವಾರ
476,Dienstag::N,Dienstag,ಮಂಗಳವಾರ
477,Mittwoch::N,Mittwoch,ಬುಧವಾರ
478,Donnerstag::N,Donnerstag,ಗುರುವಾರ
479,Freitag::N,Freitag,ಶುಕ್ರವಾರ
480,Samstag::N,Samstag,ಶನಿವಾರ
481,Sonntag::N,Sonntag,ಭಾನುವಾರ
482,groß::A,groß,ದೊಡ್ಡ
483,klein::A,klein,ಪುಟ್ಟ
484,lang::A,lang,ದೀರ್ಘ
485,kurz::A,kurz,ಚಕ್ಕ
486,breit::A,breit,ಅಗಲವಾದ
487,schmal::A,schmal,ಇಕ್ಕಟ್ಟಾದ
488,dicht::A,dicht,ದಟ್ಟ
489,dick[Gegenstand]::A,dick,ದಟ್ಟ
490,dünn::A,dünn,ತೆಳು
491,fein::A,fein,ಕೋಮಲ
492,fest::A,fest,ಘನ
493,flach::A,flach,ಚಪ್ಪಟೆ
494,glatt::A,glatt,ನಯ
495,hart::A,hart,ಗಟ್ಟಿ
496,weich::A,weich,ಮೃದುವಾದ
497,rund::A,rund,ವರ್ತುಳ
498,spitz::A,spitz,ಮೊನಚಾದ
499,scharf::A,scharf,ತೀಕ್ಷ್ಣ
500,stumpf::A,stumpf,ಮೊಂಡು
501,schwer::A,schwer,ಭಾರಿ
502,schön::A,schön,ಸುಂದರ
503,heiß::A,heiß,ಬಿಸಿ
504,warm::A,warm,ಬಿಸಿ
505,kalt::A,kalt,ತಣ್ಣನೆಯ
506,kühl::A,kühl,ತಂಪಾದ
507,frisch::A,frisch,ನಿರ್ಮಲ
508,feucht::A,feucht,ಒದ್ದೆಯಾದ
509,nass::A,nass,ಒದ್ದೆಯಾದ
510,trocken::A,trocken,ಶುಷ್ಕ
511,voll::A,voll,ತುಂಬಿದ
512,leer::A,leer,ಖಾಲಿ
513,offen::A,offen,ಮುಚ್ಚಲ್ಲದ
514,geschlossen::A,geschlossen,ಮುಚ್ಚಿದ
515,sauber::A,sauber,ಶುದ್ಧ
516,schmutzig::A,schmutzig,ಅಶುದ್ಧ
517,roh::A,roh,ಹಸಿ
518,reif::A,reif,ಹಣ್ಣಾದ
519,lecker::A,lecker,ಗುಚಿಕರ
520,süß::A,süß,ಸಿಹಿ
521,bitter::A,bitter,ಕಹಿ
522,sauer::A,sauer,ಹುಳಿಯಾದ
523,hell::A,hell,ಹೊಳೆಯುವ
524,dunkel::A,dunkel,ಮಬ್ಬಾದ
525,schwarz::A,schwarz,ಕಪ್ಪು
526,weiß::A,weiß,ಬಿಳಿಯ
527,rot::A,rot,ಕೆಂಪು
528,gelb::A,gelb,ಹಳದಯ
529,blau::A,blau,ನೀಲ
530,grün::A,grün,ಕಾಯಾದ
531,grau::A,grau,ಬೂದುಬಣ್ಣದ
532,bunt::A,bunt,ವರ್ಣರಂಜಿತ
533,billig::A,billig,ಅಗ್ಗ
534,teuer::A,teuer,ದುಬಾರಿಯಾದ
535,wertvoll::A,wertvoll,ಅಮೂಲ್ಯ
536,blind::A,blind,ಅಂಧ
537,taub::A,taub,ಕಿವುಡಾದ
538,kräftig::A,kräftig,ಪ್ರಬಲ
539,stark::A,stark,ಶಕ್ತಿವಂತ
540,schwach::A,schwach,ದುರ್ಬಲ
541,fett::A,fett,ಕೊಬ್ಬಿದ
542,schlank::A,schlank,ತೆಳ್ಳಗಿನ
543,hübsch::A,hübsch,ಅಂದವಾದ
544,böse::A,böse,ಕೆಟ್ಟ
545,dumm::A,dumm,ಮಂದ
546,faul::A,faul,ಆಲಸ
547,fleißig::A,fleißig,ಕಡಗುವ
548,geizig::A,geizig,ಜುಗ್ಗ
549,klug::A,klug,ಚತುರ
550,geschickt::A,geschickt,ದಕ್ಷ
551,lieb::A,lieb,ಪ್ರಿಯ
552,lustig::A,lustig,ಖುಷಿಯಾದ
553,sanft::A,sanft,ಸೌಮ್ಯ
554,hungrig::A,hungrig,ಹಸಿದ
