,Concept_ID,el,uz
146,Horn::N,κέρατο,mugiz
147,Feder::N,φτερό,par
148,Fell::N,δέρμα,mo'yna
149,Fell::N,τομάρι,mo'yna
150,Flügel::N,πτερύγιο,qanot
151,Klaue::N,κουλό,tirnoq
152,Kralle::N,νύχι,tirnoq
153,Schwanz::N,ουρά,quyruq
154,Ei::N,αβγό,tuxum
155,Nest::N,φωλιά,oshyon
156,Bau::N,φωλιά,o'pqon
157,Tier::N,ζώο,hayvon
158,Herde::N,κοπάδι,gala
159,Kuh::N,αγελάδα,inak
160,Bulle::N,ταύρος,ho'kiz
161,Pferd::N,άλογο,ot
162,Schaf::N,πρόβατο,qo'y
163,Schwein::N,γουρούνι,cho'chqa
164,Hund::N,σκυλί,it
165,Hund::N,σκύλος,it
166,Katze::N,γάτα,mushuk
167,Bär::N,άρκτος,ayiq
168,Bär::N,αρκούδα,ayiq
169,Eichhörnchen::N,βερβερίτσα,tiyin
170,Elch::N,άλκη,los
171,Fuchs::N,αλεπού,tulki
172,Hase::N,λαγός,kuyon
173,Maus::N,ποντικός,sichqon
174,Wolf::N,λύκος,bo'ri
175,Vogel::N,πουλί,qush
176,Schwarm::N,σμήνος,to'da
177,Huhn::N,κότα,tovuq
178,Huhn::N,όρνιθα,tovuq
179,Hahn::N,πετεινός,xo'roz
180,Gans::N,χήνα,g'oz
181,Adler::N,αετός,burgut
182,Ente::N,πάπια,o'rdak
183,Eule::N,κουκουβάγια,boyo'g'li
184,Kranich::N,γερανός,turna
185,Krähe::N,καρακάξα,qarg'a
186,Kuckuck::N,κούκος,kakku
187,Schwan::N,κύκνος,oqkush
188,Fisch::N,ψάρι,baliq
189,Barsch::N,πέρκα,olabug'a
190,Hecht::N,λούτσος,cho'rtan
191,Schlange[Tier]::N,φίδι,ilon
192,Wurm::N,σκουλήκι,qurt
193,Spinne::N,αράχνη,o'rgimchak
194,Ameise::N,μυρμήγκι,chumoli
195,Laus::N,ψείρα,bit
196,Mücke::N,κουνούπι,chivin
197,Fliege::N,μύγα,pashsha
198,Schmetterling::N,πεταλούδα,kapalak
199,Beere::N,ρόγα,meva
200,Apfel::N,μήλο,olma
201,Pilz::N,μανιτάρι,qo'ziqorin
202,Zwiebel::N,κρεμμύδι,piyoz
203,Saat::N,σπόρος,äkin
204,Korn::N,σπυρί,zarra
205,Heu::N,σανός,xashak
206,Schale::N,τσόφλι,po'choq
207,Grube::N,λάκκος,co'ra
208,Falle::N,παγίδα,qopqon
209,Schlinge::N,θηλειά,sirtmoq
210,Spur::N,ίχνος,iz
211,Asche::N,στάχτη,kul
212,Dreck::N,βρωμιά,kir
213,Eisen::N,σίδερο,temir
214,Gold::N,μάλαμα,tilla
215,Gold::N,χρυσάφι,tilla
216,Silber::N,ασήμι,kumush
217,Silber::N,άργυρος,kumush
218,Kohle::N,κάρβουνο,ko'mir
219,Glas::N,γυαλί,oyna
220,Lehm::N,πηλός,loy
221,Sand::N,άμμος,qum
222,Mensch::N,άνθρωπος,odam
223,Mann::N,άνδρας,ärkak
224,Frau::N,γυναίκα,ayol
225,Kind::N,παιδί,bola
226,Kind::N,παιδί,kichkintoy
227,Junge::N,αγόρι,bola
228,Mädchen::N,κοπέλα,qiz
229,Mädchen::N,κορίτσι,qiz
230,Familie::N,οικογένεια,oila
231,Großvater::N,παππούς,buva
232,Großvater::N,παππούς,katta ota
233,Großmutter::N,γιαγιά,buvi
234,Großmutter::N,γιαγιά,katta oyi
235,Eltern::N,γονείς,ota-ona
236,Vater::N,πατέρας,ota
237,Mutter::N,μητέρα,ona
238,Sohn::N,γιος,o'g'il
239,Tochter::N,κόρη,qiz
240,Bruder::N,αδελφός,og'a
241,Bruder::N,αδελφός,uka
242,Schwester::N,αδελφή,opa
243,Schwester::N,αδελφή,singil
244,Onkel::N,θείος,amaki
245,Tante::N,θεία,amma
246,Tante::N,θεία,xola
247,Ehemann::N,σύζυγος,är
248,Ehefrau::N,σύζυγος,rafiqa
249,Freude::N,χαρά,ayish
250,Gelächter::N,γέλια,kulgi
251,Glück::N,ευτυχία,saodat
252,Kummer::N,έγνοια,g'am
253,Wunsch::N,επιθυμία,orzu
254,Lust::N,όρεξη,rag'bat
255,Geist::N,πνέυμα,ruh
256,Gedanke::N,σκέψη,fikr
257,Gedächtnis::N,μνήμη,äs
258,Verstand::N,νους,aql
259,Sinn::N,νόημα,ma'ni
260,Grund::N,λόγος,sabab
261,Wahrheit::N,αλήθεια,haq
262,Gespräch::N,συνομιλία,gap
263,Märchen::N,παραμύθι,ärtak
264,Erzählung::N,διήγημα,rivoyat
265,Nachricht::N,είδηση,xabar
266,Neuigkeit::N,νέο,yangilik
267,Name::N,όνομα,ot
268,Rätsel::N,αίνιγμα,topishmoq
269,Rede::N,λόγος,nutq
270,Rede::N,ομιλία,nutq
271,Sprache::N,γλώσσα,til
272,Stimme::N,φωνή,ovoz
273,Wort::N,λέξη,so'z
274,Zeichen::N,σημείο,alomat
275,Ruf::N,κραυγή,chaqiriq
276,Lärm::N,θόρυβος,taraq
277,Laut::N,ήχος,tovush
278,Ton::N,ήχος,un
279,Ton::N,τόνος,un
280,Lied::N,τραγούδι,ashula
281,Ruhe::N,ησυχία,tinchlik
282,Leute::N,κόσμος,xaloyiq
283,Leute::N,άνθρωποι,xaloyiq
284,Volk::N,λαός,xalq
285,Arbeit::N,εργασία,ish
286,Gast::N,επισκέπτης,mehmon
287,Geschenk::N,δώρο,hadya
288,Spiel::N,παιχνίδι,o'yin
289,Gesellschaft::N,κοινωνία,jamiyat
290,Hilfe::N,βοήθεια,yordam
291,Freund::N,φίλος,do'st
292,Kamerad::N,σύντροφος,yo'ldosh
293,Angelegenheit::N,υπόθεση,daxl
294,Anzahl::N,αριθμός,son
295,Art::N,είδος,tur
296,Stück::N,κομμάτι,parcha
297,Teil::N,μέρος,bo'lak
298,Hälfte::N,μισό,yarim
299,Kreis::N,κύκλος,aylana
300,Kreuz::N,σταυρός,xoch
301,Linie::N,γραμμή,liniya
302,Strich::N,γραμμή,chiziq
303,Abstand::N,απόσταση,oralik
304,Entfernung::N,απόσταση,uzoqlik
305,Gegend::N,περιοχή,yer
306,Gegend::N,τοποθεσία,yer
307,Platz::N,χώρος,oralig
308,Ort::N,τόπος,joy
309,Seite::N,πλευρά,yon
310,Mitte::N,μέση,o'rta
311,Gegenstand::N,αντικείμενο,ashyo
312,Sache::N,πράγμα,buyum
313,Rand::N,άκρη,chek
314,Rand::N,χείλος,chek
315,Kante::N,άκρη,tig'
316,Ecke::N,γωνιά,burchak
317,Spitze::N,μύτη,uch
318,Ende::N,άκρη,oxir
319,Loch::N,τρύπα,teshik
320,Winkel::N,γωνία,go'sha
321,Muster::N,σχέδιο,nusha
322,Größe::N,μέγεθος,kattalik
323,Länge::N,μήκος,uzunlik
324,Höhe::N,ύψος,yuksaklik
325,Gewicht::N,βάρος,solmoq
326,Menge::N,ποσότητα,miqdor
327,Haufen::N,σωρός,uyum
328,Reihe::N,αράδα,saf
329,Boot::N,βάρκα,qayiq
330,Ruder::N,κουπί,äshkak
331,Schlitten::N,έλκηθρο,chana
332,Ski::N,σκι,chang'i
333,Lagerfeuer::N,φωτιά,gulxan
334,Last::N,φορτίο,yuk
335,Gang::N,δρόμος,yurish
336,Schritt::N,βήμα,qadam
337,Norden::N,βορράς,shimol
338,Süden::N,νότος,janub
339,Westen::N,δύση,g'arb
340,Osten::N,ανατολή,sharq
341,Holz::N,ξύλο,yog'och
342,Brett::N,σανίδι,taxta
343,Platte::N,πλάκα,tabaqa
344,Stütze::N,στήριγμα,tayanchi
345,Stange::N,ραβδί,qo'noq
346,Stange::N,κοντός,qo'noq
347,Stock::N,ξύλο,tayoq
348,Stock::N,μπαστούνι,tayoq
349,Stab::N,ραβδί,gavron
350,Rohr::N,σωλήνας,tarnov
351,Haus::N,σπίτι,uy
352,Heim::N,σπίτι,makon
353,Ofen::N,σόμπα,pechka
354,Ofen::N,θερμάστρα,pechka
355,Fußboden::N,πάτωμα,pol
356,Tisch::N,τραπέζι,mosa
357,Stuhl::N,καρέκλα,o'rindiq
358,Wiege::N,κούνια,beshik
359,Bett::N,κρεβάτι,yotoq
360,Regal::N,ράφι,tokcha
361,Kiste::N,κιβώτιο,sandiq
362,Fenster::N,παράθυρο,deraza
363,Tür::N,πόρτα,äshik
364,Tor::N,πύλη,darvoza
365,Zaun::N,φράχτης,panjara
366,Dach::N,στέγη,tom
367,Leiter::N,σκάλα,narvon
368,Leiter::N,κλίμακα,narvon
369,Besen::N,σκούπα,supurgi
370,Spaten::N,φτυάρι,bel
371,Schaufel::N,φτυάρι,kurak
372,Gabel::N,πιρούνι,bilka
373,Löffel::N,κουτάλι,qoshiq
374,Messer::N,μαχαίρι,pichoq
375,Nagel::N,καρφί,mix
376,Netz::N,δίχτυ,to'r
377,Haken::N,γάντζος,ilgak
378,Haken::N,αγκίστρι,ilgak
379,Griff::N,λαβή,sop
380,Griff::N,λαβή,tutqich
381,Schloss::N,κλειδαριά,qulf
382,Bild::N,εικόνα,rasm
383,Figur::N,ανάστημα,shakl
384,Puppe::N,κούκλα,ko'g'irchoq
385,Beutel::N,πουγγί,to'rva
386,Bündel::N,δεμάτι,bog'lam
387,Tasche::N,τσάντα,kissa
388,Eimer::N,κουβάς,chelak
389,Deckel::N,καπάκι,qopqoq
390,Geschirr::N,σκεύη,idish
391,Sack::N,σάκος,qop
392,Tasse::N,φλιτζάνι,piyola
393,Topf::N,χύτρα,tuvak
394,Kessel::N,καζάνι,qozon
395,Essen::N,φαγητό,tomoq
396,Nahrung::N,τροφή,emak
397,Speise::N,φαγητό,taom
398,Fleisch::N,κρέας,go'sht
399,Getreide::N,σιτάρι,g'alla
400,Brei::N,χυλός,bo'tqa
401,Brot::N,ψωμί,non
402,Brot::N,άρτος,non
403,Scheibe::N,φέτα,disk
404,Fett::N,πάχος,moy
405,Butter::N,βούτυρο,yog'
406,Öl::N,λάδι,moy
407,Salz::N,αλάτι,tuz
408,Suppe::N,σούπα,sho'rva
409,Honig::N,μέλι,asal
410,Milch::N,γάλα,sut
411,Tee::N,τσάι,choy
412,Leder::N,πετσί,charm
413,Wolle::N,μαλλί,jun
414,Stoff::N,ύφασμα,mato
415,Nadel::N,βελόνα,igna
416,Faden::N,κλωστή,ip
417,Knopf::N,κουμπί,tugma
418,Knoten::N,κόμπος,tugun
419,Farbe::N,μπογιά,bo'yok
420,Kleidung::N,ρούχα,kiyim
421,Kleidung::N,ενδυμασία,kiyim
422,Hemd::N,πουκάμισο,ko'ylak
423,Kragen::N,κολάρο,yoqa
424,Ärmel::N,μανίκι,yeng
425,Hose::N,πανταλόνι,shim
426,Gürtel::N,ζώνη,tasma
427,Mütze::N,σκούφος,shapka
428,Schuh::N,παπούτσι,but
429,Stiefel::N,μπότα,botinka
430,Ring::N,δαχτυλίδι,yuzuk
431,Band::N,κορδέλα,rishta
432,Kamm::N,χτένα,taroq
433,Spiegel::N,καθρέφτης,ko'zgu
434,Riemen::N,λουρί,qayish
435,Schnur::N,κορδόνι,bog'ich
436,Leine::N,σχοινί,etak
437,Decke::N,κουβέρτα,odyol
438,Kissen::N,μαξιλάρι,yostiq
439,Tuch::N,πανί,gazlama
440,Tuch::N,μαντήλι,gazlama
441,Handtuch::N,πετσέτα,sochiq
442,Kraft::N,δύναμη,kuch
443,Stärke::N,ισχύς,quvvat
444,Stärke::N,δύναμη,quvvat
445,Gesundheit::N,υγεία,sog'lik
446,Krankheit::N,αρρώστια,kasallik
447,Schmerz::N,πόνος,og'riq
448,Wunde::N,πληγή,yara
449,Fieber::N,πυρετός,bezgak
450,Arznei::N,φάρμακο,dori
451,Brücke::N,γέφυρα,ko'prik
452,Brunnen::N,πηγάδι,buloq
453,Weide::N,βοσκή,yaylov
454,Pfad::N,μονοπάτι,dorojka
455,Weg::N,δρόμος,yo'l
456,Straße::N,οδός,ko'cha
457,Straße::N,δρόμος,ko'cha
458,Dorf::N,χωριό,ovul
459,Stadt::N,πόλη,shahar
460,Brief::N,γράμμα,maktub
461,Brief::N,επιστολή,maktub
462,Buch::N,βιβλίο,kitob
463,Buchstabe::N,γράμμα,harf
464,Zeitung::N,εφημερίδα,gazet
465,Leben::N,ζωή,hayot
466,Leben::N,βίος,hayot
467,Tod::N,θάνατος,o'lim
468,Grab::N,τάφος,go'r
469,Kirche::N,εκκλησία,cherkov
470,Sünde::N,αμαρτία,gunoh
471,Gott::N,θεός,olloh
472,Arbeiter::N,εργάτης,ishchi
473,Chef::N,προϊστάμενος,rais
474,Meister::N,μάστορας,usta
475,Meister::N,αρχιτεχνίτης,usta
476,Arzt::N,γιατρός,hakim
477,Lehrer::N,δάσκαλος,muallim
478,Geld::N,λεφτά,pul
479,Geld::N,χρήματα,pul
480,Geschäft::N,συναλλαγή,savdo
481,Laden::N,μαγαζί,do'kon
482,Laden::N,κατάστημα,do'kon
483,Preis::N,τιμή,baho
484,Ware::N,εμπόρευμα,mol
485,Nutzen::N,όφελος,foyda
486,Reichtum::N,πλούτος,boylik
487,Welt::N,κόσμος,olam
488,Land::N,χώρα,o'lka
489,Staat::N,κράτος,davlat
490,Staat::N,πολιτεία,davlat
491,König::N,βασιλιάς,qirol
492,Macht::N,εξουσία,iqtidor
493,Grenze::N,σύνορα,chegara
494,Krieg::N,πόλεμος,harb
495,Feind::N,εχθρός,dushman
496,Gewalt::N,βία,zo'rlik
497,Kampf::N,αγώνας,kurash
498,Bogen[Waffe]::N,τόξο,yoy
499,Pfeil::N,σαΐτα,o'q
500,Gewehr::N,τουφέκι,vintovka
501,Fehler::N,λάθος,xato
502,Fehler::N,σφάλμα,xato
503,Lüge::N,ψέμα,yolg'on
504,Lüge::N,ψεύδος,yolg'on
505,Schaden::N,ζημία,ziyon
506,Unglück::N,δυστυχία,balo
507,Schuld::N,ενοχή,ayb
508,Schuld::N,φταίξιμο,ayb
509,Alter::N,ηλικία,yosh
510,Schluss::N,τέλος,tamom
511,Zeit::N,χρόνος,vaqt
512,Tag::N,μέρα,kun
513,Tag::N,ημέρα,kun
514,Morgen::N,πρωί,saboh
515,Mittag::N,μεσημέρι,kun tushlik
516,Abend::N,βράδυ,oqshom
517,Nacht::N,νύχτα,tun
518,Woche::N,εβδομάδα,hafta
519,Monat::N,μήνας,oy
520,Jahr::N,έτος,yil
521,Jahr::N,χρόνος,yil
522,Frühling::N,άνοιξη,bahor
523,Sommer::N,καλοκαίρι,yoz
524,Herbst::N,φθινόπωρο,kuz
525,Herbst::N,φθινόπωρο,xazon
526,Winter::N,χειμώνας,qish
527,Januar::N,Ιανουάριος,yanvar'
528,Februar::N,Φεβρουάριος,fevral'
529,März::N,Μάρτιος,mart
530,April::N,Απρίλιος,aprel'
531,Mai::N,Μάιος,may
532,Juni::N,Ιούνιος,iyun'
533,Juli::N,Ιούλιος,iyul'
534,August::N,Αύγουστος,avgust
535,September::N,Σεπτέμβριος,sentyabr'
536,Oktober::N,Οκτώβριος,oktyabr'
537,November::N,Νοέμβριος,noyabr'
538,Dezember::N,Δεκέμβριος,dekabr'
539,Montag::N,Δευτέρα,dushanba
540,Dienstag::N,Τρίτη,seshanba
541,Mittwoch::N,Τετάρτη,chorshanba
542,Donnerstag::N,Πέμπτη,payshanba
543,Freitag::N,Παρασκευή,juma
544,Samstag::N,Σάββατο,shanba
545,Sonntag::N,Κυριακή,yakshanba
546,groß::A,μεγάλος,buyuk
547,klein::A,μικρός,kichik
548,lang::A,μακρύς,uzun
549,kurz::A,κοντός,qisqa
550,breit::A,φαρδύς,keng
551,schmal::A,στενός,änsiz
552,dicht::A,πυκνός,quyuq
553,dick[Gegenstand]::A,παχύς,qalin
554,dick[Gegenstand]::A,χοντρός,qalin
555,dünn::A,ψιλός,ingichka
556,dünn::A,λεπτός,ingichka
557,fein::A,ψιλός,mayin
558,fest::A,στερεός,qattiq
559,flach::A,επίπεδος,yalpoq
560,glatt::A,λείος,tekis
561,glatt::A,ομαλός,tekis
562,hart::A,σκληρός,qattiq
563,weich::A,μαλακός,yumshoq
564,rund::A,στρογγυλός,yumaloq
565,spitz::A,μυτερός,uchli
566,scharf::A,κοφτερός,keskir
567,stumpf::A,αμβλύς,to'mtoq
568,schwer::A,βαρύς,salmoqli
569,schön::A,ωραίος,go'zal
570,schön::A,όμορφος,go'zal
571,heiß::A,ζεστός,qiziq
572,warm::A,θερμός,issiq
573,kalt::A,κρύος,sovuq
574,kalt::A,ψυχρός,sovuq
575,kühl::A,δροσερός,salqin
576,frisch::A,νωπός,toza
577,frisch::A,φρέσκος,toza
578,feucht::A,υγρός,namli
579,nass::A,βρεγμένος,nam
580,trocken::A,ξηρός,quruq
581,trocken::A,στεγνός,quruq
582,voll::A,γεμάτος,to'la
583,leer::A,άδειος,puch
584,offen::A,ανοιχτός,ochiq
585,geschlossen::A,κλειστός,berk
586,sauber::A,καθαρός,ozoda
587,schmutzig::A,βρώμικος,kir
588,schmutzig::A,λερωμένος,kir
589,roh::A,ωμός,xom
590,reif::A,ώριμος,pishiq
591,lecker::A,νόστιμος,shirin
592,süß::A,γλυκός,shirin
593,bitter::A,πικρός,achchiq
594,sauer::A,ξινός,achchiq
595,hell::A,φωτεινός,yorug'
596,dunkel::A,σκοτεινός,qorong'i
597,schwarz::A,μαύρος,qora
598,schwarz::A,μελανός,qora
599,weiß::A,άσπρος,oq
600,rot::A,κόκκινος,qizil
601,gelb::A,κίτρινος,sariq
602,blau::A,μπλε,zangori
603,blau::A,γαλανός,zangori
604,grün::A,πράσινος,yashil
605,grau::A,γκρίζος,bo'z
606,bunt::A,ποικιλόχρωπος,ola
607,billig::A,φτηνός,arzon
608,teuer::A,ακριβός,qimmat
609,wertvoll::A,πολύτιμος,qimmat
610,blind::A,τυφλός,ko'r
611,taub::A,κουφός,garang
612,kräftig::A,δυνατός,kuchli
613,stark::A,γερός,quvvatli
614,schwach::A,αδύνατος,kuchsiz
615,fett::A,παχύς,semiz
616,schlank::A,λεπτός,ingichka
617,schlank::A,λυγερός,ingichka
618,hübsch::A,όμορφος,ko'rkam
619,hübsch::A,χαριτωμένος,ko'rkam
620,böse::A,κακός,yovuz
621,dumm::A,κουτός,aqlsiz
622,dumm::A,ανόητος,aqlsiz
623,faul::A,τεμπέλης,ärinchak
624,fleißig::A,εργατικός,ishchan
625,geizig::A,τσιγγούνης,qurumsoq
626,klug::A,έξυπνος,oqil
627,geschickt::A,επιδέξιος,äpchil
628,lieb::A,φίλος,aziz
629,lieb::A,αγαπητός,aziz
630,lustig::A,εύθυμος,chaqchaq
631,lustig::A,χαρούμενος,chaqchaq
632,sanft::A,ήπιος,asta
633,hungrig::A,πεινασμένος,och
634,krank::A,άρρωστος,kasal
635,nackt::A,γυμνός,yalang
636,traurig::A,λυπημένος,xafa
637,lebendig::A,ζωντανός,hayotiy
638,gut::A,καλός,soz
639,schlecht::A,κακός,yomon
640,richtig::A,σωστός,rost
641,schlimm::A,άσχημος,yovuz
642,wahr::A,αληθής,haqiqiy
643,wahr::A,αληθινός,haqiqiy
644,alt::A,παλιός,äski
645,neu::A,νέος,yangi
646,neu::A,καινούργιος,yangi
647,ehemalig::A,παλιός,sobiq
648,alt[Lebewesen]::A,γέρος,qari
649,jung::A,νέος,navqiron
650,arm::A,φτωχός,abgor
651,reich::A,πλούσιος,boy
652,bekannt::A,γνωστός,ma'lum
653,berühmt::A,περίφημος,mashhur
654,berühmt::A,ξακουσμένος,mashhur
655,fremd::A,ξένος,yot
656,verschieden::A,διαφορετικός,turli
657,nah::A,κοντινός,yaqindagi
658,fern::A,μακριά,uzoq
659,linker::A,αριστερός,so'l
660,rechter::A,δεξιός,o'ng
661,anderer::A,άλλος,boshqa
662,erster::A,πρώτος,birinchi
663,zweiter::A,δεύτερος,ikkinchi
664,dritter::A,τρίτος,uchinchi
665,letzter::A,τελευταίος,oxirgi
666,allein::ADV,μόνος,o'zicha
667,auf einmal::ADV,εφάπαξ,varakay
668,zusammen::ADV,μαζί,barobar
669,lange::ADV,πολύν καιρό,uzoq
670,plötzlich::ADV,έξαφνα,qo'qqisdan
671,sofort::ADV,αμέσως,darrov
672,später::ADV,αργότερα,so'ngra
673,jetzt::ADV,τώρα,hozirgina
674,heute::ADV,σήμερα,bugun
675,morgen::ADV,αύριο,ärta
676,bald::ADV,σε λίγο,toz
677,bald::ADV,εντός ολίγου,toz
678,dann::ADV,ύστερα,keyin
679,gestern::ADV,χτες,kecha
680,einst::ADV,ποτέ,avvallari
681,einst::ADV,άλλοτε,avvallari
682,damals::ADV,τότε,ugal
683,danach::ADV,μετά,so'ngra
684,danach::ADV,ύστερα,so'ngra
685,vorher::ADV,πριν,avval
686,vorher::ADV,προηγουμένως,avval
687,zuerst::ADV,πρώτα,avval
688,einmal::ADV,μία φορά,bir marta
689,manchmal::ADV,κάποτε,onda-sonda
690,oft::ADV,συχνά,tez-tez
691,oft::ADV,πολλές φορές,tez-tez
692,immer::ADV,πάντα,har vaqt
693,immer::ADV,πάντοτε,har vaqt
694,niemals::ADV,ποτέ,hargiz
695,hier::ADV,εδώ,shu erda
696,hierhin::ADV,εδώ,beri
697,von hier::ADV,από δω,shu erdan
698,dort::ADV,εκεί,ana
699,dorthin::ADV,προς τα κει,u yerga
700,geradeaus::ADV,κατευθείαν,to'g'ri
701,vorwärts::ADV,εμπρός,ilgari
702,rückwärts::ADV,πίσω,qoloq
703,zurück::ADV,πίσω,orqada
704,unten::ADV,κάτω,pastda
705,hinab::ADV,προς τα κάτω,tubanga
706,oben::ADV,πάνω,ustida
707,oben::ADV,επάνω,ustida
708,hinauf::ADV,προς τα πάνω,yuqorida
709,überall::ADV,παντού,har erda
710,nicht::ADV,δεν,ämas
711,ein wenig::ADV,λιγάκι,biroz
712,kaum::ADV,μόλις,arang
713,sehr::ADV,πολύ,ancha
714,so::ADV,έτσι,shunday
715,noch::ADV,ακόμα,hali
716,nur::ADV,μόνο,yolg'iz
717,schon::ADV,ήδη,endi
718,schon::ADV,κιόλας,endi
719,wieder::ADV,ξανά,yana
720,vergebens::ADV,μάταια,bekorga
721,vor::PRP,μπροστά σε,burun
722,vor::PRP,μπροστά από,burun
723,hinter::PRP,πίσω από ,ketida
