,Concept_ID,kv,ta
91,Wiese::N,видз,பசும் புல்தரை
92,Wald::N,вӧр,காடு
93,Hügel::N,мыльк,குன்று
94,Anhöhe::N,вывтас,பதுக்கை
95,Anhöhe::N,вылынін,பதுக்கை
96,Berg::N,керӧс,மலை
97,Gipfel::N,йыв,உச்சி மாநாடு
98,Höhle::N,нора,குகை
99,Abhang::N,покат,சரிவு
100,Quelle::N,больган,மூலம்
101,Bach::N,шор,ஓடை
102,Fluss::N,ю,ஆறு
103,Ufer::N,берег,நீர்க்கரை
104,Küste::N,берег,கடற்கரை
105,Festland::N,му,நிலம்
106,Meer::N,море,கடல்
107,Bucht::N,курья,சிறுகுடா
108,Blume::N,цветок,பூ
109,Gras::N,турун,புல்தரை
110,Wurzel::N,вуж,வேர்
111,Baum::N,пу,மரம்
112,Stamm::N,мыр,அடிமரம்
113,Stamm::N,кер,அடிமரம்
114,Rinde::N,кач,பட்டை
115,Rinde::N,кач,மரப்பட்டை
116,Ast::N,ув,கினை
117,Zweig::N,ув,குச்சி
118,Blatt::N,лист,இலை
119,Birke::N,кыдз,பிர்ச் மரம்
120,Kiefer[Baum]::N,пожум,தேவதாரு மரம்
121,Weide[Baum]::N,бадь,மர வகைகளுள் ஒன்று
122,Tanne::N,кӧз,சாதிக்கய்
123,Horn::N,сюр,கொம்பு
124,Feder::N,гӧн,இறகு
125,Fell::N,кучик,மென்முடி
126,Flügel::N,борд,இறக்கை
127,Klaue::N,гыж,நகம்
128,Kralle::N,кабыр,நகம்
129,Schwanz::N,бӧж,வால்
130,Ei::N,кольть,முட்டை
131,Nest::N,поз,கூடு
132,Bau::N,осьта,குகை
133,Bau::N,нора,குகை
134,Tier::N,зверь,விலங்கு
135,Herde::N,гурт,கூட்டம்
136,Kuh::N,мӧс,பசு
137,Bulle::N,ӧшка,காளை
138,Pferd::N,вӧв,குதிரை
139,Schaf::N,баля,செம்மறிஆடு
140,Schwein::N,порсь,பன்றி
141,Hund::N,пон,நாய்
142,Katze::N,кань,பூனை
143,Bär::N,ош,கரடி
144,Eichhörnchen::N,ур,அணில்
145,Elch::N,вӧр мӧс,கடம்பை
146,Fuchs::N,руч,நரி
147,Hase::N,кӧч,முயல்
148,Maus::N,шыр,எலி
149,Wolf::N,кӧин,ஓநாய்
150,Vogel::N,кай,பறவை
151,Schwarm::N,стая,தொகுதி
152,Schwarm::N,чукӧр,தொகுதி
153,Huhn::N,курӧг,கோழிக்குஞசு
154,Hahn::N,петух,சேவல்
155,Hahn::N,ай курӧг,சேவல்
156,Gans::N,дзодзог,பெண் வாத்து
157,Adler::N,куч,பருநது
158,Adler::N,кутш,பருநது
159,Ente::N,утка,வாத்து
160,Eule::N,тупка,ஆந்தை
161,Kranich::N,тури,நாரை
162,Krähe::N,рака,காகம்
163,Kuckuck::N,кӧк,குயில்
164,Schwan::N,юсь,அன்னம்
165,Fisch::N,чери,மீன்
166,Barsch::N,ёкыш,பேர்ச்
167,Hecht::N,сирпинь,கோலாச்சி மீன்
168,Schlange[Tier]::N,змей,பாம்பு
169,Wurm::N,номыр,புழு
170,Spinne::N,черань,சிலந்தி
171,Ameise::N,кӧдзывкар,எறும்பு
172,Laus::N,ляпа той,பேன்
173,Mücke::N,ном,கொசுவினப்பூச்சி
174,Fliege::N,гут,ஈ
175,Schmetterling::N,бабыв,வண்ணத்துப்பூச்சி
176,Beere::N,ягӧд,சதைப்பழம்
177,Apfel::N,яблоко,ஆப்பிள பழம்
178,Pilz::N,тшак,காளான்
179,Zwiebel::N,грез,வெங்காயம்
180,Saat::N,кӧдзыс,விதை
181,Korn::N,сю,தானியம்
182,Heu::N,турун,வைக்கோல்
183,Schale::N,кыш,தோல்
184,Schale::N,киль,தோல்
185,Grube::N,яма,குழி
186,Falle::N,нальк,பொறி
187,Falle::N,кляпча,பொறி
188,Schlinge::N,лӧч,கண்ணி
189,Spur::N,туй,சுவடு
190,Asche::N,пӧим,சாம்பல்
191,Dreck::N,нять,அழுக்கு
192,Eisen::N,кӧрт,இரும்பு
193,Gold::N,зарни,தங்கம்
194,Silber::N,язісь,வெள்ளி
195,Kohle::N,шом,நிலக்கரி
196,Kohle::N,уголь,நிலக்கரி
197,Glas::N,стекло,கண்ணாடி
198,Lehm::N,сёй,களிமண்
199,Sand::N,лыа,மணல்
200,Mensch::N,морт,மனிதர்கள்
201,Mann::N,мужик,மனிதன்
202,Frau::N,инька,பெண்
203,Kind::N,кага,குழந்தை
204,Junge::N,зонка,பையன்
205,Mädchen::N,нывкаок,சிறுமி
206,Familie::N,семья,குடும்பம்
207,Großvater::N,дед,தாத்தா
208,Großmutter::N,баб,பாட்டி
209,Eltern::N,ай-мам,பெற்றோர்
210,Vater::N,ай,தந்தை
211,Mutter::N,мам,தாய்
212,Sohn::N,зон,மகன்
213,Tochter::N,ныв,மகள்
214,Bruder::N,вон,சகோதரன்
215,Schwester::N,сой,அக்கா
216,Onkel::N,дядь,தாய் மாமன்
217,Tante::N,айӧлӧн сой,அத்தை
218,Tante::N,ичинь,அத்தை
219,Ehemann::N,жӧник,கணவன்
220,Ehefrau::N,инь,மனைவி
221,Freude::N,гаж,கொண்டாட்டம்
222,Freude::N,радъялӧм,கொண்டாட்டம்
223,Gelächter::N,сералӧм,சிரிப்பு
224,Glück::N,мичлун,மகிழ்ச்சி
225,Kummer::N,шог,துயரம்
226,Wunsch::N,мӧдӧм,விருப்பம்
227,Wunsch::N,охотитӧм,விருப்பம்
228,Lust::N,охота,விருப்பம்
229,Geist::N,лов,ஆன்மா
230,Gedanke::N,дума,எண்ணம்
231,Gedächtnis::N,тӧдвыв,ஞாபகம்
232,Verstand::N,вежӧр,மனம்
233,Sinn::N,ылӧс,அர்த்தம்
234,Grund::N,мог,காரணம்
235,Wahrheit::N,правда,உண்நை
236,Gespräch::N,сёрни,பெசு
237,Märchen::N,сказка,நம்பத்தகாத கதை
238,Erzählung::N,висьт,கதை
239,Nachricht::N,юӧр,செய்தி
240,Nachricht::N,висьталӧм,செய்தி
241,Neuigkeit::N,новость,செய்தி
242,Name::N,ним,பெயர்
243,Rätsel::N,загадка,புதிர்
244,Rede::N,сёрни,பேச்சு
245,Sprache::N,кыв,மொழி
246,Stimme::N,голос,குரல்
247,Wort::N,кыв,வார்த்தை
248,Zeichen::N,пас,குறி
249,Ruf::N,чуксӧм,அழைப்பு
250,Ruf::N,чукӧстӧм,அழைப்பு
251,Lärm::N,шум,சத்தம்
252,Laut::N,шы,ஒலி
253,Ton::N,гор,குரல்
254,Lied::N,сьыланкыв,பாட்டு
255,Ruhe::N,спокой,அமைதி
256,Leute::N,йӧз,மக்கள்
257,Volk::N,йӧз,மக்கள்
258,Volk::N,народ,மக்கள்
259,Arbeit::N,удж,வேலை
260,Gast::N,гӧсь,விருந்தாளி
261,Geschenk::N,гӧснеч,பரிசுப் பொருள்
262,Geschenk::N,подарок,பரிசுப் பொருள்
263,Spiel::N,орсӧм,விளையாட்டு
264,Gesellschaft::N,компания,சமுதாயம்
265,Hilfe::N,отсӧт,உதவி
266,Freund::N,модз,நண்பன்
267,Freund::N,дружок,நண்பன்
268,Kamerad::N,тӧдса,உடனிருப்பவன்
269,Angelegenheit::N,дело,செய்தி
270,Anzahl::N,лыд,எண்ணிக்கை
271,Art::N,пӧлӧс,வகை
272,Stück::N,тор,துண்டம்
273,Teil::N,юкӧм,பகுதி
274,Hälfte::N,джын,பாதி
275,Kreis::N,круг,வட்டம்
276,Kreuz::N,перна,சிலுவை
277,Linie::N,визь,கோடு
278,Strich::N,кырӧв,வாத நோய்
279,Abstand::N,колас,இடைவெளி
280,Entfernung::N,ылына,தூரம்
281,Gegend::N,места,வட்டாரம்
282,Platz::N,места,வெற்றிடம்
283,Ort::N,места,இடம்
284,Seite::N,ладор,பக்கம்
285,Mitte::N,шӧр,இடைப்பகுதி
286,Gegenstand::N,тор,உருப்படி
287,Sache::N,тор,பொருள்
288,Rand::N,дор,தொங்கு
289,Kante::N,ордлы,விளிம்பு
290,Ecke::N,пельӧс,மூலை
291,Spitze::N,йыв,முனை
292,Ende::N,йыв,முடிவு
293,Loch::N,осьта,துளை
294,Winkel::N,пельӧс,கோணம்
295,Muster::N,сер,பாங்கு
296,Größe::N,ыжда,அளவு
297,Länge::N,кузя,நீளம்
298,Höhe::N,сувда,உயரம்
299,Höhe::N,вылына,உயரம்
300,Gewicht::N,сьӧкта,எடை
301,Haufen::N,куча,குவியல்
302,Reihe::N,лёдз,வரிசை
303,Boot::N,пыж,படகு
304,Ruder::N,пелыс,துடுப்பு
305,Schlitten::N,додь,சகடையிலா வண்டி
306,Ski::N,лямпа,பனிச் சறுக்கல்
307,Lagerfeuer::N,бипур,மூட்டம்
308,Last::N,тягота,பாரம்
309,Gang::N,мунӧм,நடை
310,Schritt::N,вожмӧв,காலடி
311,Norden::N,ой,வடக்கு
312,Süden::N,лун,தெற்கு
313,Westen::N,рытвыв,மேற்கு திசை
314,Osten::N,асыв,கிழக்கு
315,Holz::N,пу,மரக்கட்டை
316,Brett::N,пӧв,பலகை
317,Platte::N,плита,பலகம்
318,Stütze::N,пика,அடைப்புகன்
319,Stange::N,зор,கம்பம்
320,Stange::N,потш,கம்பம்
321,Stock::N,бедь,குச்சி
322,Stab::N,шест,கம்பு
323,Rohr::N,труба,குழாய்
324,Haus::N,керку,வீடு
325,Heim::N,керку,வீடு
326,Ofen::N,пӧжавны,அடுப்பு
327,Fußboden::N,джодж,தரை
328,Tisch::N,пызан,மேசை
329,Stuhl::N,стул,நாற்காலி
330,Wiege::N,зыбка,தொட்டில்
331,Bett::N,кровать,படுக்கை
332,Regal::N,джадж,அலமாரி
333,Kiste::N,ящик,பெட்டி
334,Fenster::N,ӧшын,சாளரம்
335,Tür::N,ыбӧс,கதவு
336,Tor::N,ворота,வாசற்கதவு
337,Zaun::N,забор,வேலி
338,Dach::N,крыша,கூரை
339,Leiter::N,лиснич,ஏணி
340,Besen::N,рос,விளக்குமாறு
341,Spaten::N,зыр,மண்வெட்டி
342,Schaufel::N,зыр,அடிதண்டா
343,Gabel::N,вила,முட்கரண்டி
344,Löffel::N,пань,கரண்டி
345,Messer::N,пурт,கத்தி
346,Nagel::N,кӧрттув,ஆணி
347,Netz::N,кыйӧт,வலை
348,Haken::N,ем,கொக்கி
349,Griff::N,пу,கைப்பிடி
350,Schloss::N,замок,பூட்டு
351,Bild::N,картина,படம்
352,Figur::N,мыгӧр,எண்ணிக்கை
353,Puppe::N,акань,பொம்மை
354,Beutel::N,мешӧк,பை
355,Bündel::N,нин,பொதி
356,Tasche::N,сумка,பை
357,Eimer::N,ведра,வாளி
358,Deckel::N,вевт,உறை
359,Geschirr::N,доз,பாத்திரம்
360,Geschirr::N,бекӧрпань,பாத்திரம்
361,Sack::N,мешӧк,பை
362,Tasse::N,бекӧр,கிண்ணம்
363,Topf::N,кастрюля,பானை
364,Kessel::N,пӧрт,கெண்டி
365,Essen::N,сёйӧм,உணவருந்துதல்
366,Nahrung::N,вердан,உணவு
367,Speise::N,сёян,உணவு வகை
368,Fleisch::N,яй,இறைச்சி
369,Getreide::N,сю,மக்காச்சோளம்
370,Brei::N,каша,கஞ்சி
371,Brot::N,нянь,ரொட்டி
372,Scheibe::N,шӧрӧм,துண்டு
373,Fett::N,гос,கொழுப்பு
374,Butter::N,ви,வெண்ணெய்
375,Öl::N,ви,எண்ணெய்
376,Salz::N,сов,உப்பு
377,Suppe::N,шыд,ரசம்
378,Honig::N,ма,தேன்
379,Milch::N,йӧв,பால்
380,Tee::N,чай,தெனீர்
381,Leder::N,кучик,பதம் செய்யப்பட்ட தோல்
382,Wolle::N,гӧн,கம்பளி
383,Stoff::N,дӧра,துணி
384,Nadel::N,ем,ஊசி
385,Faden::N,сунис,நூல்
386,Knopf::N,кизь,பொத்தான்
387,Knoten::N,узӧв,முடிச்சு
388,Knoten::N,гӧрӧд,முடிச்சு
389,Farbe::N,краска,வண்ணக் குழம்பு
390,Kleidung::N,паськӧм,ஆடைகள்
391,Hemd::N,йӧрнӧс,சட்டை
392,Kragen::N,воротник,கழுத்துப் பட்டை
393,Ärmel::N,сос,சட்டைக்கை
394,Hose::N,вешьян,கால்சட்டை
395,Gürtel::N,йи,பெல்ட்
396,Mütze::N,шапка,தொப்பி
397,Schuh::N,ботинки,காலணி
398,Stiefel::N,сапог,காலணி
399,Ring::N,чунькытш,மோதிரம்
400,Band::N,ленточка,நாடா
401,Kamm::N,сынан,கீப்பு
402,Spiegel::N,зеркало,ஆடி
403,Spiegel::N,зеркало,கண்ணாடி
404,Riemen::N,ремень,வார்
405,Schnur::N,гез,கயிறு
406,Leine::N,повод,தோல்வார்
407,Decke::N,одеяло,போர்வை
408,Kissen::N,подушка,தலையணை
409,Tuch::N,чышьян,துணி
410,Handtuch::N,чышкӧт,தண்டு
411,Kraft::N,прак,நிர்பந்தம்
412,Stärke::N,вын,பலம்
413,Gesundheit::N,здоровье,ஆரோக்கியம்
414,Krankheit::N,шог,நோய்
415,Schmerz::N,зубыт,வலி
416,Wunde::N,рана,காயம்
417,Fieber::N,лёк тресся,காய்ச்சல்
418,Fieber::N,кынтан шогӧт,காய்ச்சல்
419,Arznei::N,лекарство,மருந்து
420,Brücke::N,пос,பாலம்
421,Brunnen::N,колодец ,கேணி
422,Weide::N,пода йирсян,மேய்ச்சல் நிலம்
423,Pfad::N,туй,நடை வழி
424,Weg::N,туй,வழி
425,Straße::N,туй,சாலை
426,Dorf::N,деревня,கிராமம்
427,Stadt::N,город,நகரம்
428,Brief::N,гижӧт,கடிதம்
429,Buch::N,книга,புத்தகம்
430,Buchstabe::N,буква,எழத்து
431,Zeitung::N,газета,செய்தித்தாள்
432,Leben::N,олан,வாழ்க்கை
433,Tod::N,кулӧм,மரணம்
434,Grab::N,гу,சமாதி
435,Kirche::N,вичку,தேவாலயம்
436,Sünde::N,грек,பாவம்
437,Gott::N,ен,கடவுள்
438,Arbeiter::N,уджалiсь,தொழிலாளி
439,Chef::N,начальник,மேலாளர்
440,Meister::N,мастер,தலைவன்
441,Arzt::N,врач,மருத்துவர்
442,Lehrer::N,велӧтісь,ஆசிரியர்
443,Geld::N,деньга,பணம்
444,Geschäft::N,удж,வாணிபம்
445,Laden::N,магазин,கடை
446,Preis::N,дон,விலை
447,Ware::N,товар,சாமன்கள்
448,Nutzen::N,путь,இலாபம்
449,Reichtum::N,богатство,சொத்து
450,Welt::N,му,உலகம்
451,Land::N,страна,நாடு
452,Staat::N,государство,நாடு
453,König::N,кан,அரசன்
454,Macht::N,власть,அதிகாரம்
455,Grenze::N,граница,எல்லை
456,Krieg::N,война,போர்
457,Feind::N,враг,எதிரி
458,Kampf::N,нярасьӧм,போராட்டம்
459,Kampf::N,вермасьӧм,போராட்டம்
460,Bogen[Waffe]::N,лук,வில்
461,Pfeil::N,ньӧв,அம்பு
462,Gewehr::N,ружьё,துப்பாக்கி
463,Fehler::N,ошибка,தவறு
464,Lüge::N,ылӧтӧм,பொய்
465,Lüge::N,пӧрьялӧм,பொய்
466,Schaden::N,лёк,சேதாரம்
467,Unglück::N,пик,இடையூறு
468,Unglück::N,оказзё,இடையூறு
469,Schuld::N,вина,குற்றம்
470,Schluss::N,ком,முடிவு
471,Zeit::N,кад,காலம்
472,Tag::N,лун,நாள்
473,Morgen::N,асыв,காலை நேரம்
474,Mittag::N,луншӧр кад,மதியம்
475,Abend::N,рыт,மாலைப் பொழுது
476,Nacht::N,ой,இரவு
477,Woche::N,неделя,வாரம்
478,Monat::N,тӧлicь,மாதம்
479,Jahr::N,год,வருடம்
480,Frühling::N,тулыс,வசந்தம்
481,Sommer::N,гожум,கோடை
482,Herbst::N,ар,இலையுதிர் காலம்
483,Winter::N,тӧв,குளிர்காலம்
484,Januar::N,январ,ஜனவரி
485,Februar::N,февраль,பிபரவரி மாதம்
486,März::N,март,மார்ச் மாதம்
487,April::N,апрель,ஏப்ரல் மாதம்
488,Mai::N,май,மே மாதம்
489,Juni::N,юнь,ஜூன் மாதம்
490,Juli::N,юль,ஜூலை மாதம்
491,August::N,август,ஆகஸ்ட் மாதம்
492,September::N,сентяб,செப்டம்பர் மாதம்
493,Oktober::N,октяб,அக்டோபர் மாதம்
494,November::N,нояб,நவம்பர் மாதம்
495,Dezember::N,декаб,டிசம்பர்
496,Montag::N,вильлун,திங்கட் கிழமை
497,Dienstag::N,мӧдӧдзлун,செவ்வாய்க்கிழமை
498,Mittwoch::N,шӧрлун,புதன் கிழமை
499,Donnerstag::N,нёльӧдзлун,வியாழக் கிழமை
500,Freitag::N,витӧдзлун,வெள்ளிக்கிழமை
501,Samstag::N,пывсянлун,சனிக்கிழமை
502,Sonntag::N,кресення,ஞாயிறுக் கிழமை
503,groß::A,ыджыт,பெரிய
504,klein::A,учӧтик,சிறிய
505,lang::A,кузь,நீண்ட
506,kurz::A,дженыт,குட்டையான
507,breit::A,ота,அகலமான
508,schmal::A,векнит,குறுகலான
509,dicht::A,тшӧк,அடர்த்தியான
510,dick[Gegenstand]::A,кыз,தடித்த
511,dünn::A,вӧснит,சன்னமான
512,fein::A,вӧснит,மெல்லிய
513,fest::A,крепыт,உறுதியாள
514,flach::A,лапкӧса,தட்டையான
515,glatt::A,волькыт,வழுவழுப்பான
516,hart::A,чӧрыт,கடினமான
517,weich::A,небыт,மென்மையான
518,rund::A,гӧгрӧса,உருண்டையான
519,spitz::A,ёся,திகந்தமாக
520,scharf::A,лэчыт,கூரான
521,stumpf::A,ныж,உளம் திறந்த
522,schwer::A,сьӧкыт,கனமான
523,schön::A,басӧк,அழகான
524,heiß::A,жар,சூடான
525,warm::A,шоныт,இதமான
526,kalt::A,кӧдзыт,குளிர்ச்சியான
527,kühl::A,сайкыт,குளிர்ச்சியான
528,frisch::A,виль,சுத்தமான
529,feucht::A,вакодь,ஈரமான
530,nass::A,ва,ஈரமான
531,trocken::A,кӧс,உலர்ந்த
532,voll::A,тыра,நிரம்பிய
533,leer::A,тыртӧм,காலியான
534,offen::A,оссьӧм,திறந்த
535,geschlossen::A,игана,மூடப்பட்ட
536,geschlossen::A,пӧдана,மூடப்பட்ட
537,sauber::A,сӧдз,சுத்தமான
538,sauber::A,сӧстӧм,சுத்தமான
539,schmutzig::A,нятьӧсь,அழக்கான
540,roh::A,путӧм,கச்சா
541,reif::A,кисьмалӧм,பழுத்த
542,lecker::A,кӧра ,சுவைமிக்க
543,süß::A,чӧскыт,இனிப்பான
544,bitter::A,курыт,கசப்பான
545,sauer::A,шӧма ,புளிப்பாக
546,hell::A,югыт,பளபளப்பான
547,dunkel::A,пемыт,கருமையான
548,schwarz::A,сьӧд,கருப்பு வண்ண
549,weiß::A,чочком,வெண்மையன
550,rot::A,гӧрд,சிவப்பு
551,gelb::A,веж,மஞ்சள் வண்ணம்
552,blau::A,лӧз,நீல வண்ண
553,grün::A,веж,பச்சை வண்ண
554,grau::A,руд,சாம்பல் நிற
555,grau::A,бусӧй,சாம்பல் நிற
556,bunt::A,быдрӧма,வண்ண மயமான
557,billig::A,донтӧм,மலிவான
558,teuer::A,дона,விலை அதிகமான
559,wertvoll::A,дона,மதிப்புள்ள
560,blind::A,синтӧм,பார்வையற்ற
561,taub::A,пельтӧм,செவிடான
562,kräftig::A,вына,வலிமையான
563,stark::A,вына,பலமான
564,schwach::A,некодя,பலவீனமான
565,fett::A,госа,பருமனாக
566,schlank::A,статя,ஒல்லியான
567,hübsch::A,басӧк,அழகிய
568,böse::A,лёк,கேடு விளைவிக்கும்
569,dumm::A,бӧбӧв,முட்டாள்தனமான
570,dumm::A,вежӧртӧм,முட்டாள்தனமான
571,faul::A,дыш,சோம்பலான
572,fleißig::A,уджалicь,ஊக்கந்தளராத
573,geizig::A,жикмӧра,கஞேசத்தனமான
574,geizig::A,горшаліcь,கஞேசத்தனமான
575,klug::A,авья,சாதுரியமான
576,klug::A,вежӧра,சாதுரியமான
577,geschickt::A,кипода,திறமையள்ள
578,lieb::A,муса,அன்புக்குரிய
579,lieb::A,дзулиньӧй,அன்புக்குரிய
580,lustig::A,гажа,களிப்புமிக்க
581,sanft::A,лебезнӧй,சாதுவான
582,hungrig::A,тшыг,பசியுடன்
583,krank::A,шогалiсь,நோயுற்று
584,nackt::A,куш,ஆடையற்ற
585,traurig::A,жугыль,சோகமான
586,lebendig::A,ловья,பிழைப்பு
587,gut::A,бур,நல்ல
588,schlecht::A,умӧль,கெட்ட
589,schlimm::A,нештӧм,அருவருப்பான
590,alt::A,важ,பழைய
591,neu::A,виль,புதிய
592,ehemalig::A,вӧвлӧм,முன்நாள்
593,alt[Lebewesen]::A,года,வயதான
594,alt[Lebewesen]::A,годдэза,வயதான
595,jung::A,том,இளமையான
596,arm::A,гов,ஏழ்மையான
597,arm::A,беднӧй,ஏழ்மையான
598,reich::A,эма,செல்வம் படைத்த
599,bekannt::A,тӧдса,பழக்கப்பட்ட
600,fremd::A,чужӧй,அயல் நாட்டு
601,verschieden::A,быдкодь,வித்தியாசமான
602,nah::A,матiсь,பக்கத்தில் உள்ள
603,fern::A,ылicь,தொலை தூரத்தில்
604,linker::A,шульга,மீந்திருக்கும்
605,rechter::A,веськытланись,வலதுபக்கம்
606,anderer::A,мукӧд,மற்ற
607,erster::A,медодзза,முதனமையான
608,zweiter::A,кыкӧт,இரண்டாவது
609,dritter::A,куимӧт,மூன்றாவது
610,dritter::A,куимӧдз,மூன்றாவது
611,letzter::A,бӧрья,கடைசி
612,letzter::A,мёдбӧрья,கடைசி
613,auf einmal::ADV,тшӧтш,தடீரென்று
614,zusammen::ADV,ӧтлаын,சேர்ந்து
615,lange::ADV,дыр,அதிக நோம்
616,plötzlich::ADV,друг,தடீரென்று
617,sofort::ADV,тшӧтш,உடனடியாக
618,später::ADV,медбӧрын,பிறகு
619,jetzt::ADV,ӧні,இப்பொழது
620,heute::ADV,талун,இன்று
621,morgen::ADV,ашын,நாளைக்கு
622,bald::ADV,чожа,சீக்கிரம்
623,dann::ADV,сыбӧрын,அப்பொழுது
624,gestern::ADV,тӧн,நேற்று
625,einst::ADV,ӧтпыр,ஒரே முறை
626,damals::ADV,сэк,அப்பொழுது
627,damals::ADV,сэки,அப்பொழுது
628,danach::ADV,сэсся,பிற்பாடு
629,vorher::ADV,одзжык,முன்பாக
630,zuerst::ADV,наперво,முதலில்
631,einmal::ADV,ӧтпыр,ஒரே முறை
632,manchmal::ADV,мукӧдпыр,சில நேரங்களில்
633,oft::ADV,-лы-,அடிக்கடி
634,immer::ADV,быдпыр,எப்பொழுதும்
635,immer::ADV,быдпырся,எப்பொழுதும்
636,niemals::ADV,некӧр,ஒருபோதும் இல்லை
637,hier::ADV,татӧн,இங்கே
638,hierhin::ADV,татчӧ,இவ்விடத்திற்கு
639,von hier::ADV,тасянь,இனி
640,dort::ADV,сэтӧн,அங்கே
641,dorthin::ADV,сэтчин,அவ்விடத்திற்கு
642,geradeaus::ADV,веськыта,முன்னாலிருக்கும்
643,vorwärts::ADV,одзӧ,முன்புறமாக
644,rückwärts::ADV,бӧр,பின்னோக்கி
645,zurück::ADV,бӧр,பின்பக்கம்
646,unten::ADV,увтын,கீழாக
647,hinab::ADV,увтас,கீழ் நோக்கி
648,oben::ADV,вевдӧрас,மேலே
649,hinauf::ADV,вывлань,மேலே
650,hinauf::ADV,вывланьӧ,மேலே
651,überall::ADV,быдлан,எல்லா இடத்திலும்
652,nicht::ADV,ог,இல்லை
653,ein wenig::ADV,-ышт,கொஞ்சம்
654,ein wenig::ADV,невна,கொஞ்சம்
655,kaum::ADV,ӧдва,அரிதாக
656,sehr::ADV,вывтi,மிக்க
657,so::ADV,сiдз,மிகவும்
658,noch::ADV,эшӧ,இப்பொழுதும்
659,nur::ADV,только,மட்டும்
660,schon::ADV,ни,ஏற்கனவே
661,wieder::ADV,бӧра,மறுபடியும்
662,vergebens::ADV,весись,வீண்
663,vor::PRP,одзас,முன்
664,hinter::PRP,бӧрӧ,பின்பக்கம்
665,unter::PRP,увтын,கீழே
666,durch::PRP,пыр,ஊடே
667,neben::PRP,бокам,அடுத்து
668,neben::PRP,боксиным,அடுத்து
669,zwischen::PRP,коласас,இடையில்
