,Concept_ID,ar,tt
122,Ufer::N,ضفة,су кырые
123,Küste::N,ساحل,яр буе
124,Festland::N,بر,коры җир
125,Meer::N,بحر,диңгез
126,Bucht::N,خليج,бухта
127,Bucht::N,خليج,култык
128,Insel::N,جزيرة,атау
129,Insel::N,جزيرة,утрау
130,Blume::N,زهرة,чәчкә
131,Gras::N,حشيش,үлән
132,Wurzel::N,أصل,тамыр
133,Baum::N,شجرة,агач
134,Stamm::N,جذع,кәүсә
135,Rinde::N,قشرة,кабык
136,Ast::N,فرع,ботак
137,Zweig::N,غصن,ботак
138,Zweig::N,غصن,тармак
139,Blatt::N,ورقة,яфрак
140,Birke::N,قضبان,каен
141,Kiefer[Baum]::N,صنوبرة,нарат
142,Weide[Baum]::N,صفصاف,тал
143,Tanne::N,شوح,чыршы
144,Tanne::N,تبوب,чыршы
145,Horn::N,قرن,мөгез
146,Feder::N,ريشة,йон
147,Fell::N,فرو,тире
148,Flügel::N,جناح,канат
149,Klaue::N,مخلب,тырнак
150,Kralle::N,مخلب,тырнак
151,Schwanz::N,ذيل,койрык
152,Ei::N,بيض,күкәй
153,Ei::N,بيض,йомырка
154,Nest::N,عش,оя
155,Bau::N,جحر,өн
156,Tier::N,حيوان,хайван
157,Herde::N,قطيع,көтү
158,Kuh::N,بقرة,сыер
159,Bulle::N,ثور,үгез
160,Pferd::N,خيل,ат
161,Schaf::N,شاة,сарык
162,Schwein::N,خنزير,дуңгыз
163,Hund::N,كلب,эт
164,Katze::N,قطة,песи
165,Bär::N,دب,аю
166,Eichhörnchen::N,سنجاب,тиен
167,Elch::N,موظ,поши
168,Fuchs::N,ثعلب,төлке
169,Hase::N,أرنب,куян
170,Maus::N,فأرة,тычкан
171,Wolf::N,ذئب,бүре
172,Vogel::N,طير,кош
173,Schwarm::N,سرب,көтү
174,Huhn::N,دجاجة,тавык
175,Hahn::N,ديك,әтәч
176,Gans::N,وزة,каз
177,Adler::N,نسر,каракош
178,Ente::N,بطة,үрдәк
179,Eule::N,بوم,ябалак
180,Kranich::N,كركي,торна
181,Krähe::N,غراب,карга
182,Kuckuck::N,وقواق,күке
183,Kuckuck::N,وقواق,кәккүк
184,Schwan::N,إوز عراقي,аккош
185,Fisch::N,سمك,балык
186,Barsch::N,فرخ أوربي,алабуга
187,Hecht::N,سمك الكراكي,чуртан
188,Schlange[Tier]::N,حية,елан
189,Schlange[Tier]::N,ثعبان,елан
190,Wurm::N,دودة,корт
191,Spinne::N,عنكبوت,үрмәкүч
192,Ameise::N,نملة,кырмыска
193,Laus::N,قملة,бет
194,Mücke::N,ناموسة,черки
195,Mücke::N,ناموسة,озынборын
196,Fliege::N,ذبابة,чебен
197,Schmetterling::N,فراشة,күбәләк
198,Beere::N,حبة,җиләк
199,Apfel::N,تفاح,алма
200,Pilz::N,فطر,гөмбә
201,Zwiebel::N,بصل,суган
202,Zwiebel::N,بصل,суганбаш
203,Saat::N,زرع,орлык
204,Korn::N,حبة,иген
205,Korn::N,حبة,орлык
206,Heu::N,دريس,печән
207,Schale::N,قشرة,кабык
208,Grube::N,نقرة,баз
209,Grube::N,نقرة,чокыр
210,Falle::N,فخ,тозак
211,Falle::N,فخ,капкын
212,Falle::N,مصيدة,тозак
213,Falle::N,مصيدة,капкын
214,Schlinge::N,عروة,элмәк
215,Spur::N,أثر,эз
216,Asche::N,رماد,көл
217,Dreck::N,قذر,пычрак
218,Eisen::N,حديد,тимер
219,Gold::N,ذهب,алтын
220,Silber::N,فضة,көмеш
221,Kohle::N,فحم,күмер
222,Glas::N,زجاج,пыяла
223,Lehm::N,طين,балчык
224,Sand::N,رمل,ком
225,Mensch::N,إنسان,адәм
226,Mensch::N,إنسان,инсан
227,Mann::N,رجل,ир
228,Frau::N,امرأة,хатын
229,Kind::N,طفل,бала
230,Junge::N,ولد,малай
231,Mädchen::N,بنت,кыз
232,Familie::N,عائلة,гаилә
233,Großvater::N,جد,бабай
234,Großmutter::N,جدة,әби
235,Eltern::N,أبوان,ата-ана
236,Eltern::N,والدان,ата-ана
237,Vater::N,أب,ата
238,Mutter::N,أم,ана
239,Sohn::N,إبن,ул
240,Tochter::N,بنت,кыз
241,Tochter::N,إبنة,кыз
242,Bruder::N,أخ,кардәш
243,Bruder::N,شقيق,кардәш
244,Schwester::N,أخت,апа
245,Schwester::N,أخت,сеңел
246,Onkel::N,عم,дәдә
247,Onkel::N,عم,дәдәй
248,Tante::N,عمة,түти
249,Tante::N,عمة,тәтәй
250,Ehemann::N,زوج,ир
251,Ehefrau::N,زوجة,хатын
252,Freude::N,فرح,сөенеч
253,Freude::N,سرور,сөенеч
254,Gelächter::N,قهقهة,көлү
255,Gelächter::N,قهقهة,көлеш
256,Glück::N,سعادة,бәхет
257,Kummer::N,غم,хәсрәт
258,Wunsch::N,منية,теләк
259,Lust::N,شهوة,теләк
260,Lust::N,شهوة,теләү
261,Geist::N,روح,рух
262,Gedanke::N,فكرة,уй
263,Gedanke::N,فكرة,фикер
264,Gedächtnis::N,ذاكرة,хәтер
265,Verstand::N,عقل,акыл
266,Sinn::N,معنى,мәгънә
267,Grund::N,سبب,сәбәп
268,Wahrheit::N,حقيقة,хак
269,Gespräch::N,محادثة,әңгәмә
270,Märchen::N,خرافة,әкият
271,Erzählung::N,قصة,хикәя
272,Erzählung::N,حكاية,хикәя
273,Nachricht::N,خبر,хәбәр
274,Neuigkeit::N,خبر جديد,яңалык
275,Name::N,اسم,исем
276,Rätsel::N,لغز,табышмак
277,Rede::N,خطبة,нотык
278,Sprache::N,لغة,тел
279,Stimme::N,صوت,тавыш
280,Wort::N,كلمة,сүз
281,Zeichen::N,رمز,ишарә
282,Zeichen::N,إشارة,ишарә
283,Ruf::N,نداء,дәшү
284,Lärm::N,صخب,шау
285,Lärm::N,ضجة,шау
286,Laut::N,صوت,аваз
287,Ton::N,نغمة,шалтырату
288,Lied::N,أغنية,җыр
289,Ruhe::N,هدوء,тынлык
290,Leute::N,ناس,халык
291,Volk::N,شعب,халык
292,Arbeit::N,عمل,эш
293,Arbeit::N,عمل,хезмәт
294,Gast::N,ضيف,кунак
295,Geschenk::N,هدية,бүләк
296,Spiel::N,لعب,уен
297,Gesellschaft::N,صحبة,җәмгыять
298,Hilfe::N,عون,ярдәм
299,Hilfe::N,عون,булышлык
300,Hilfe::N,مساعدة,ярдәм
301,Hilfe::N,مساعدة,булышлык
302,Freund::N,صديق,дус
303,Kamerad::N,زميل,иптәш
304,Angelegenheit::N,أمر,эш
305,Angelegenheit::N,شأن,эш
306,Anzahl::N,عدد,микъдар
307,Art::N,نوع,төр
308,Stück::N,قطعة,кисәк
309,Teil::N,قسم,өлеш
310,Hälfte::N,نصف,ярым
311,Kreis::N,دائرة,түгәрәк
312,Kreuz::N,صليب,хач
313,Kreuz::N,صليب,тәре
314,Linie::N,خط,сызык
315,Strich::N,شرطة,сызык
316,Abstand::N,مسافة,ара
317,Entfernung::N,بعد,ераклык
318,Gegend::N,ناحية,урын
319,Platz::N,فراغ,бушлык
320,Ort::N,مكان,урын
321,Seite::N,جانب,як
322,Mitte::N,وسط,урта
323,Gegenstand::N,موضوع,нәрсә
324,Sache::N,شيء,нәрсә
325,Rand::N,حافة,чит
326,Kante::N,حافة,кырый
327,Ecke::N,ركن,почмак
328,Spitze::N,سن,оч
329,Ende::N,طرف,азак
330,Loch::N,ثقب,тишек
331,Winkel::N,زاوية,почмак
332,Muster::N,عينة,парча
333,Größe::N,حجم,зурлык
334,Länge::N,طول,озынлык
335,Höhe::N,علو,биеклек
336,Höhe::N,ارتفاع,биеклек
337,Gewicht::N,وزن,авырлык
338,Menge::N,كمية,микъдар
339,Haufen::N,كوم,өем
340,Reihe::N,صف,рәт
341,Boot::N,قارب,каек
342,Boot::N,قارب,көймә
343,Boot::N,زورق,каек
344,Boot::N,زورق,көймә
345,Ruder::N,مجذاف,ишкәк
346,Schlitten::N,مزلقة,чана
347,Ski::N,زلاجة,чаңгы
348,Lagerfeuer::N,نار المخيم,костёр
349,Last::N,حمل,йөк
350,Gang::N,مشية,йөреш
351,Schritt::N,خطوة,адым
352,Norden::N,شمال,төньяк
353,Süden::N,جنوب,көньяк
354,Westen::N,غرب,көнбатыш
355,Osten::N,شرق,шәрык
356,Osten::N,شرق,көнчыгыш
357,Holz::N,خشب,агач
358,Brett::N,لوح,такта
359,Platte::N,صفيحة,плитә
360,Stütze::N,سند,таяу
361,Stütze::N,دعامة,таяу
362,Stange::N,عود,колга
363,Stock::N,عصا,таяк
364,Stab::N,قضيب,таяк
365,Rohr::N,أنبوبة,торба
366,Haus::N,دار,өй
367,Haus::N,دار,йорт
368,Haus::N,بيت,өй
369,Haus::N,بيت,йорт
370,Heim::N,بيت,гаилә
371,Heim::N,بيت,нәсел
372,Heim::N,مسكن,гаилә
373,Heim::N,مسكن,нәсел
374,Ofen::N,مدفأة,мич
375,Fußboden::N,أرضية,идән
376,Tisch::N,مائدة,өстәл
377,Stuhl::N,كرسي,утыргыч
378,Wiege::N,مهد,бишек
379,Bett::N,سرير,ятак
380,Bett::N,سرير,урын-җир
381,Regal::N,رف,киштә
382,Regal::N,رف,шүрлек
383,Kiste::N,صندوق,әрҗә
384,Fenster::N,شباك,тәрәзә
385,Fenster::N,نافذة,тәрәзә
386,Tür::N,باب,ишек
387,Tor::N,بوابة,капка
388,Zaun::N,سياج,койма
389,Dach::N,سطح,түбә
390,Leiter::N,سلم,баскыч
391,Besen::N,مكنسة,себерке
392,Spaten::N,مسحاة,көрәк
393,Schaufel::N,مجرفة,көрәк
394,Gabel::N,شوكة,чәннечке
395,Löffel::N,ملعقة,кашык
396,Messer::N,سكين,пычак
397,Nagel::N,مسمار,кадак
398,Netz::N,شبكة,челтәр
399,Haken::N,خطاف,ыргак
400,Haken::N,صنارة,ыргак
401,Griff::N,قبضة,тотка
402,Schloss::N,قفل,йозак
403,Bild::N,صورة,рәсем
404,Bild::N,صورة,картина
405,Figur::N,تمثال,сын
406,Figur::N,تمثال,фигура
407,Puppe::N,دمية,курчак
408,Beutel::N,كيس,луза
409,Bündel::N,ربطة,бәйләм
410,Tasche::N,شنطة,букча
411,Tasche::N,محفظة,букча
412,Eimer::N,سطل,чиләк
413,Eimer::N,جردل,чиләк
414,Deckel::N,سداد,капкач
415,Geschirr::N,أوان,савыт-саба
416,Geschirr::N,أوان,кашык-аяк
417,Sack::N,زكيبة,капчык
418,Tasse::N,فنجان,чынаяк
419,Topf::N,قدر,чүлмәк
420,Topf::N,طنجرة,чүлмәк
421,Kessel::N,قدر,казан
422,Kessel::N,غلاية,казан
423,Essen::N,طعام,ашау
424,Nahrung::N,غذاء,азык
425,Nahrung::N,غذاء,тәгам
426,Nahrung::N,غذاء,ашамлык
427,Speise::N,أكل,ризык
428,Fleisch::N,لحم,ит
429,Getreide::N,حبوب,ашлык
430,Brei::N,عصيدة,ботка
431,Brot::N,خبز,ипи
432,Brot::N,خبز,икмәк
433,Scheibe::N,شريحة,телем
434,Fett::N,سمن,май
435,Butter::N,زبدة,май
436,Öl::N,زيت,май
437,Salz::N,ملح,тоз
438,Suppe::N,حساء,шулпа
439,Suppe::N,شربة,шулпа
440,Honig::N,عسل,бал
441,Milch::N,حليب,сөт
442,Tee::N,شاي,чәй
443,Leder::N,جلد,күн
444,Wolle::N,صوف,йон
445,Stoff::N,قماش,тукыма
446,Nadel::N,إبرة,энә
447,Faden::N,خيط,җеп
448,Knopf::N,زر,төймә
449,Knoten::N,عقدة,төен
450,Farbe::N,صبغة,буяу
451,Kleidung::N,ملابس,кием
452,Hemd::N,قميص,күлмәк
453,Kragen::N,ياقة,яка
454,Ärmel::N,كم,җиң
455,Hose::N,سروال,чалбар
456,Hose::N,بنطلون,чалбар
457,Gürtel::N,حزام,билбау
458,Mütze::N,طاقية,бүрек
459,Schuh::N,حذاء,башмак
460,Stiefel::N,جزمة,итек
461,Stiefel::N,حذاء طويل,итек
462,Ring::N,حلقة,балдак
463,Band::N,شريط,тасма
464,Kamm::N,مشط,тарак
465,Spiegel::N,مرآة,көзге
466,Riemen::N,سير,каеш
467,Schnur::N,حبل,бау
468,Schnur::N,دوبارة,бау
469,Leine::N,قيد,тезген
470,Decke::N,بطانية,юрган
471,Kissen::N,وسادة,мендәр
472,Tuch::N,منديل,яулык
473,Handtuch::N,فوطة,сөлгә
474,Handtuch::N,منشفة,сөлгә
475,Kraft::N,قدرة,егәр
476,Kraft::N,قدرة,дәрман
477,Stärke::N,قوة,көч
478,Stärke::N,قوة,дәрман
479,Gesundheit::N,صحة,саулык
480,Krankheit::N,مرض,чир
481,Krankheit::N,مرض,хаста
482,Krankheit::N,مرض,сырхау
483,Schmerz::N,ألم,авырту
484,Schmerz::N,وجع,авырту
485,Wunde::N,جرح,яра
486,Wunde::N,جرح,җәрәхәт
487,Fieber::N,حمى,бизгәк
488,Arznei::N,دواء,дару
489,Brücke::N,جسر,күпер
490,Brunnen::N,بئر,кое
491,Weide::N,مرعى,утлавык
492,Pfad::N,درب,сукмак
493,Weg::N,سكة,юл
494,Straße::N,طريق,урам
495,Dorf::N,قرية,авыл
496,Stadt::N,مدينة,шәһәр
497,Brief::N,خطاب,хат
498,Brief::N,مكتوب,хат
499,Buch::N,كتاب,китап
500,Buchstabe::N,حرف,хәреф
501,Zeitung::N,جريدة,газет
502,Zeitung::N,جريدة,газета
503,Leben::N,عيش,гомер
504,Leben::N,عيش,тормыш
505,Leben::N,عيش,тереклек
506,Leben::N,حياة,гомер
507,Leben::N,حياة,тормыш
508,Leben::N,حياة,тереклек
509,Tod::N,موت,үлем
510,Tod::N,وفاة,үлем
511,Grab::N,قبر,гүр
512,Grab::N,قبر,кабер
513,Kirche::N,كنيسة,чиркәү
514,Sünde::N,خطيئة,язык
515,Sünde::N,خطيئة,гөнаһ
516,Gott::N,إله,алла
517,Gott::N,إله,ходай
518,Arbeiter::N,عامل,эшче
519,Chef::N,رئيس,башлык
520,Meister::N,أسطى,оста
521,Arzt::N,طبيب,врач
522,Arzt::N,طبيب,табиб
523,Lehrer::N,مدرس,укытучы
524,Lehrer::N,مدرس,мөгаллим
525,Geld::N,نقود,акча
526,Geschäft::N,صفقة,эш
527,Laden::N,دكان,кибет
528,Laden::N,دكان,магазин
529,Preis::N,سعر,бәя
530,Preis::N,سعر,бәһа
531,Ware::N,بضاعة,товар
532,Nutzen::N,فائدة,файда
533,Reichtum::N,غنى,байлык
534,Reichtum::N,ثروة,байлык
535,Welt::N,عالم,дөнья
536,Welt::N,دنيا,дөнья
537,Land::N,بلد,ил
538,Staat::N,دولة,дәүләт
539,König::N,ملك,патша
540,Macht::N,سلطة,хакимият
541,Grenze::N,حدود,чик
542,Krieg::N,حرب,сугыш
543,Feind::N,عدو,дошман
544,Gewalt::N,عنف,көчләү
545,Kampf::N,قتال,көрәш
546,Bogen[Waffe]::N,قوس,җәя
547,Pfeil::N,سهم,ук
548,Gewehr::N,بندقية,мылтык
549,Fehler::N,خطأ,хата
550,Lüge::N,كذب,ялган
551,Schaden::N,تلف,зыян
552,Schaden::N,تلف,зарар
553,Unglück::N,نحس,бәла
554,Schuld::N,ذنب,гаеп
555,Alter::N,سن,яшь
556,Alter::N,عمر,яшь
557,Schluss::N,ختام,ахыр
558,Schluss::N,نهاية,ахыр
559,Zeit::N,وقت,заман
560,Tag::N,يوم,көн
561,Morgen::N,صباح,иртә
562,Mittag::N,ظهر,өйлә
563,Abend::N,مساء,кич
564,Nacht::N,ليلة,төн
565,Woche::N,أسبوع,атна
566,Monat::N,شهر,ай
567,Jahr::N,عام,ел
568,Jahr::N,سنة,ел
569,Frühling::N,ربيع,яз
570,Sommer::N,صيف,җәй
571,Herbst::N,خريف,көз
572,Winter::N,شتاء,кыш
573,Januar::N,يناير,гыйнвар
574,Januar::N,كانون الثاني,гыйнвар
575,Februar::N,شباط,февраль
576,Februar::N,فبراير,февраль
577,März::N,آذار,март
578,März::N,مارس,март
579,April::N,نيسان,апрель
580,Mai::N,مايو,май
581,Juni::N,يونيو,июнь
582,Juni::N,حزيران,июнь
583,Juli::N,تموز,июль
584,Juli::N,يوليو,июль
585,August::N,آب,август
586,August::N,أغسطس,август
587,September::N,أيلول,сентябрь
588,September::N,سبتمبر,сентябрь
589,Oktober::N,أكتوبر,октябрь
590,Oktober::N,تشرين الأول,октябрь
591,November::N,نوفمبر,ноябрь
592,November::N,تشرين الثاني,ноябрь
593,Dezember::N,ديسمبر,декабрь
594,Dezember::N,كانون الأول,декабрь
595,Montag::N,يوم الاثنين,дүшәмбе
596,Dienstag::N,يوم الثلاثاء,сишәмбе
597,Mittwoch::N,يوم الأربعاء,чәршәмбе
598,Donnerstag::N,يوم الخميس,атнакич
599,Donnerstag::N,يوم الخميس,пәнҗешәмбе
600,Freitag::N,يوم الجمعة,җомга
601,Samstag::N,يوم السبت,шимбә
602,Sonntag::N,يوم الأحد,якшәмбе
603,groß::A,كبير,зур
604,klein::A,صغير,кечкенә
605,lang::A,طويل,озын
606,kurz::A,قصير,кыска
607,breit::A,واسع,киң
608,schmal::A,ضيق,кысык
609,dicht::A,كث,куе
610,dicht::A,كثيف,куе
611,dick[Gegenstand]::A,غليظ,калын
612,dünn::A,رفيع,нечкә
613,fein::A,رقيق,нәзакәтле
614,fest::A,متين,нык
615,flach::A,سهل,яссы
616,flach::A,سهل,ялпак
617,flach::A,منبسط,яссы
618,flach::A,منبسط,ялпак
619,glatt::A,ناعم,шома
620,hart::A,صلب,каты
621,hart::A,جامد,каты
622,weich::A,لين,йомшак
623,rund::A,مستدير,түгәрәк
624,spitz::A,مدبب,очлы
625,scharf::A,حاد,үткен
626,stumpf::A,ثالم,үтмәс
627,schwer::A,ثقيل,салмак
628,schön::A,جميل,гүзәл
629,heiß::A,حار,эссе
630,heiß::A,ساخن,эссе
631,warm::A,دافئ,җылы
632,kalt::A,بارد,суык
633,kalt::A,بارد,салкын
634,kühl::A,قر,салкынча
635,frisch::A,طازج,салкынча
636,feucht::A,رطب,юеш
637,nass::A,مبلول,дымлы
638,trocken::A,جاف,коры
639,voll::A,ملء,тулы
640,leer::A,خال,буш
641,leer::A,فارغ,буш
642,offen::A,مفتوح,ачык
643,geschlossen::A,مغلق,йомык
644,sauber::A,نظيف,пакь
645,sauber::A,نظيف,чиста
646,schmutzig::A,قذر,керле
647,schmutzig::A,قذر,пычрак
648,roh::A,نيء,чи
649,reif::A,ناضج,өлгергән
650,lecker::A,لذيذ,тәмле
651,süß::A,حلو,татлы
652,bitter::A,مر,ачы
653,sauer::A,حامض,әче
654,hell::A,نير,якты
655,dunkel::A,مظلم,кара
656,schwarz::A,أسود,кара
657,weiß::A,أبيض,ак
658,rot::A,أحمر,кызыл
659,gelb::A,أصفر,сары
660,blau::A,أزرق,күк
661,grün::A,أخضر,яшел
662,grau::A,رمادي,соры
663,bunt::A,ملوب,чуар
664,billig::A,رخيص,арзан
665,teuer::A,غال,хаклы
666,wertvoll::A,ثمين,кыйммәтле
667,blind::A,أعمى,сукыр
668,blind::A,أعمى,күзсез
669,taub::A,أصم,чукрак
670,taub::A,أصم,саңгырау
671,taub::A,أطرش,чукрак
672,taub::A,أطرش,саңгырау
673,kräftig::A,قوي,егәрле
674,stark::A,قوي,нык
675,stark::A,قوي,базык
676,schwach::A,ضعيف,зәгыйфь
677,fett::A,سمين,симез
678,schlank::A,أهيف,нәзек
679,hübsch::A,جميل,чибәр
680,böse::A,رديء,усал
681,dumm::A,أبله,акылсыз
682,dumm::A,أحمق,акылсыз
683,faul::A,كسلان,ялкау
684,faul::A,كسلان,иренчәк
685,fleißig::A,مجتهد,тырыш
686,fleißig::A,مجتهد,тырышучан
687,geizig::A,بخيل,саран
688,klug::A,ذكي,акыллы
689,klug::A,عاقل,акыллы
690,geschickt::A,ماهر,маһир
691,lieb::A,عزيز,сөекле
692,lustig::A,مرح,күңелле
693,sanft::A,حليم,басынкы
694,hungrig::A,جائع,ач
695,krank::A,مريض,чирле
696,krank::A,مريض,сырхау
697,nackt::A,عار,шәрә
698,traurig::A,حزين,ямансу
699,lebendig::A,حي,тере
700,gut::A,جيد,яхшы
701,schlecht::A,سيء,начар
702,richtig::A,صحيح,дөрес
703,schlimm::A,خبيث,әшәкә
704,wahr::A,حق,чып-чын
705,alt::A,قديم,иске
706,neu::A,جديد,яңа
707,ehemalig::A,سابق,элекке
708,alt[Lebewesen]::A,مسن,карт
709,jung::A,شاب,яшь
710,jung::A,صغير,яшь
711,arm::A,فقير,фәкыйрь
712,reich::A,غني,бай
713,bekannt::A,معلوم,таныш
714,berühmt::A,مشهور,атаклы
715,fremd::A,أجنبي,ят
716,verschieden::A,مختلف,төрле
717,nah::A,قريب,якын
718,fern::A,بعيد,ерак
719,linker::A,يسار,сул
720,rechter::A,يمين,уң
721,anderer::A,آخر,бүтән
722,erster::A,أول,беренче
723,zweiter::A,ثان,икенче
724,dritter::A,ثالث,өченче
725,letzter::A,أخير,ахыргы
726,allein::ADV,وحده,ялгыз
727,auf einmal::ADV,بالمرة,бердән
728,zusammen::ADV,معا,бергә
729,lange::ADV,مدة طويلة,озак
730,plötzlich::ADV,فجأة,искәрмәстән
731,sofort::ADV,حالا,хәзер
732,sofort::ADV,فورا,хәзер
733,später::ADV,فيما بعد,соңрак
734,jetzt::ADV,الآن,хәзер
735,jetzt::ADV,حاليا,хәзер
736,heute::ADV,اليوم,бүген
737,morgen::ADV,غدا,иртәгә
738,bald::ADV,قريبا,тиздән
739,dann::ADV,ثم,аннары
740,gestern::ADV,أمس,кичә
741,gestern::ADV,البارحة,кичә
742,einst::ADV,قديما,берчак
743,damals::ADV,حينئذ,ул вакытта
744,damals::ADV,حينئذ,ул чакта
745,danach::ADV,ثم,да
746,danach::ADV,بعد ذلك,да
747,vorher::ADV,من قبل,элек
748,vorher::ADV,قبل ذلك,элек
749,zuerst::ADV,أولا,башта
750,einmal::ADV,مرة,бер
751,einmal::ADV,مرة,бер мәртәбә
752,manchmal::ADV,أحيانا,кайчакта
753,oft::ADV,كثيرا,еш
754,immer::ADV,دائما,һәркайчан
755,niemals::ADV,لا أبدا,hичбер вакыт
756,hier::ADV,هنا,монда
757,hier::ADV,هنا,биредә
758,hierhin::ADV,إلى هنا,монда
759,von hier::ADV,من هنا,моннан
760,dort::ADV,هناك,анда
761,dorthin::ADV,إلى هناك,тегеләй
762,geradeaus::ADV,إلى الأمام,турыдан-туры
763,vorwärts::ADV,إلى الأمام,алга
764,rückwärts::ADV,إلى الوراء,кире
765,zurück::ADV,عودا,кире
766,zurück::ADV,إلى الخلف,кире
767,unten::ADV,تحت,түбәндә
768,unten::ADV,في الأسفل,түбәндә
769,hinab::ADV,إلى تحت,аска
770,oben::ADV,فوق,өстә
771,oben::ADV,فوق,югарыда
772,oben::ADV,في الأعلى,өстә
773,oben::ADV,في الأعلى,югарыда
774,hinauf::ADV,إلى فوق,өскә
775,hinauf::ADV,إلى الأعلى,өскә
776,überall::ADV,في كل مكان,hәркайда
777,nicht::ADV,لا,түгел
778,nicht::ADV,لم,түгел
779,ein wenig::ADV,قليلا,бераз
780,kaum::ADV,كاد لا,көчкә
781,sehr::ADV,جدا,бик
782,sehr::ADV,كثيرا,бик
783,so::ADV,كذا,алай
784,so::ADV,كذلك,алай
785,noch::ADV,ما زال,янә
786,noch::ADV,ما زال,тагын
787,nur::ADV,فقط,фәкать
788,schon::ADV,قد,инде
789,wieder::ADV,من جديد,янә
790,wieder::ADV,من جديد,тагын
791,wieder::ADV,مرة أخرى,янә
792,wieder::ADV,مرة أخرى,тагын
793,vergebens::ADV,عبثا,юкка
