,Concept_ID,pt,te
162,Fuchs::N,raposa,గుంటనక్క
163,Hase::N,lebre,కుందేలు
164,Maus::N,rato,చిట్టెలుక
165,Wolf::N,lobo,తోడేలు
166,Vogel::N,ave,పక్షి
167,Vogel::N,pássaro,పక్షి
168,Schwarm::N,bando,గుంపు
169,Schwarm::N,enxame,గుంపు
170,Huhn::N,galinha,కోడిపిల్ల
171,Hahn::N,galo,కోడివుంజు
172,Gans::N,ganso,ఆడుబాతు
173,Adler::N,águia,గ్రద్ద
174,Ente::N,pata,పాట్టిబాతు
175,Eule::N,mocho,గ్రుడ్లగూబ
176,Eule::N,coruja,గ్రుడ్లగూబ
177,Kranich::N,grou,కొంగ
178,Krähe::N,gralha,కాకి
179,Kuckuck::N,cuco,కోయల
180,Schwan::N,cisne,హంస
181,Fisch::N,peixe,చేప
182,Barsch::N,perca,ఒకచేఁప
183,Hecht::N,lúcio,గండుమీను
184,Schlange[Tier]::N,serpente,పాము
185,Wurm::N,verme,పురుగు
186,Spinne::N,aranha,సాలె పురుగు
187,Ameise::N,formiga,చీమ
188,Laus::N,piolho,పేను
189,Mücke::N,mosquito,చీకటీగ
190,Fliege::N,mosca,ఈగ
191,Schmetterling::N,borboleta,సీతాకోకచిలుక
192,Beere::N,bago,కాయ
193,Apfel::N,maçã,ఆపిల్ పండు
194,Pilz::N,fungo,కుక్కగొడుగు
195,Pilz::N,cogumelo,కుక్కగొడుగు
196,Zwiebel::N,cebola,నీరుల్లి
197,Saat::N,sementeira,విత్తనము
198,Korn::N,grão,గింజ
199,Heu::N,feno,ఎండుగడ్డి
200,Schale::N,casca,పొట్టు
201,Grube::N,cova,గొయ్యి
202,Grube::N,fossa,గొయ్యి
203,Falle::N,armadilha,బోను
204,Schlinge::N,laço,ఉరి
205,Spur::N,pista,జాడ
206,Spur::N,vestígio,జాడ
207,Asche::N,cinza,బూడిద
208,Dreck::N,sujidade,ముఱికి
209,Eisen::N,ferro,ఇనుము
210,Gold::N,ouro,బంగారము
211,Silber::N,prata,వెండి
212,Kohle::N,carvão,నేలబొగ్గు
213,Glas::N,vidro,గాజు
214,Lehm::N,barro,బంకమన్ను
215,Lehm::N,argila,బంకమన్ను
216,Sand::N,areia,ఇసుక
217,Mensch::N,homem,నరుడు
218,Mensch::N,pessoa,నరుడు
219,Mann::N,homem,పురుమడు
220,Frau::N,mulher,ఆడుది
221,Kind::N,filho,బిడ్డ
222,Kind::N,criança,బిడ్డ
223,Junge::N,rapaz,బాలుడు
224,Junge::N,menino,బాలుడు
225,Mädchen::N,menina,బాలిక
226,Mädchen::N,rapariga,బాలిక
227,Familie::N,família,కుటుంబము
228,Großvater::N,avô,తాత
229,Großmutter::N,avó,అయ్యమ్మ
230,Eltern::N,pais,తల్లితండ్రులు
231,Vater::N,pai,తండ్రి
232,Mutter::N,mãe,తల్లి
233,Sohn::N,filho,కొడుకు
234,Tochter::N,filha,కూతురు
235,Bruder::N,irmão,పోదరుడు
236,Schwester::N,irmã,సోదరి
237,Onkel::N,tio,మేనమామ
238,Tante::N,tia,మేనత్త
239,Tante::N,tia,పినతల్లి
240,Ehemann::N,esposo,భర్త
241,Ehefrau::N,esposa,భార్య
242,Freude::N,prazer,సంతోషము
243,Freude::N,alegria,సంతోషము
244,Gelächter::N,risada,నవ్వు
245,Gelächter::N,gargalhada,నవ్వు
246,Glück::N,felicidade,సంతోషము
247,Kummer::N,aflição,దుఃఖము
248,Kummer::N,desgosto,దుఃఖము
249,Wunsch::N,desejo,కోరిక
250,Lust::N,vontade,కోరిక
251,Geist::N,mente,ఆత్మ
252,Geist::N,espírito,ఆత్మ
253,Gedanke::N,ideia,ఆలోచన
254,Gedanke::N,pensamento,ఆలోచన
255,Gedächtnis::N,memória,జ్ఞాపకము
256,Verstand::N,razão,మనస్సు
257,Verstand::N,inteligência,మనస్సు
258,Sinn::N,sentido,అర్థము
259,Sinn::N,significado,అర్థము
260,Grund::N,causa,కారణము
261,Grund::N,motivo,కారణము
262,Wahrheit::N,verdade,సత్యము
263,Gespräch::N,conversa,పంభాషణ
264,Gespräch::N,conversação,పంభాషణ
265,Märchen::N,conto,అద్భుతకథ
266,Erzählung::N,conto,కథ
267,Erzählung::N,narrativa,కథ
268,Nachricht::N,mensagem,వార్త
269,Neuigkeit::N,notícia,వార్త
270,Neuigkeit::N,novidade,వార్త
271,Name::N,nome,పేరు
272,Rätsel::N,adivinha,చిక్కు
273,Rede::N,oração,ఉపన్యాసము
274,Rede::N,discurso,ఉపన్యాసము
275,Sprache::N,língua,భాష
276,Stimme::N,voz,కంరథ్సని
277,Wort::N,palavra,మాట
278,Zeichen::N,marca,గుర్తు
279,Ruf::N,grito,పిలువు
280,Ruf::N,chamada,పిలువు
281,Lärm::N,ruído,సందడి
282,Lärm::N,barulho,సందడి
283,Laut::N,som,ధ్వని
284,Ton::N,tom,స్వరము
285,Lied::N,canção,పాట
286,Ruhe::N,calma,గాలిలేమి
287,Ruhe::N,silêncio,గాలిలేమి
288,Leute::N,gente,జనులు
289,Leute::N,pessoas,జనులు
290,Volk::N,povo,జాతి
291,Volk::N,nação,జాతి
292,Arbeit::N,trabalho,పని
293,Gast::N,hóspede,అతిధి
294,Gast::N,convidado,అతిధి
295,Geschenk::N,prenda,దానము
296,Geschenk::N,presente,దానము
297,Spiel::N,jogo,ఆట
298,Gesellschaft::N,companhia,జట్టు
299,Hilfe::N,ajuda,సాహాయ్యము
300,Hilfe::N,socorro,సాహాయ్యము
301,Freund::N,amigo,స్నేహితుడు
302,Kamerad::N,camarada,చెలికాడు
303,Angelegenheit::N,assunto,విషయము
304,Anzahl::N,número,లెక్క
305,Anzahl::N,quantidade,లెక్క
306,Art::N,tipo,జాతి
307,Art::N,espécie,జాతి
308,Stück::N,pedaço,తునుక
309,Teil::N,peça,భాగము
310,Teil::N,parte,భాగము
311,Hälfte::N,metade,సగము
312,Kreis::N,círculo,వృత్తము
313,Kreuz::N,cruz,సిలువ
314,Linie::N,linha,గీత
315,Strich::N,traço,గీత
316,Abstand::N,distância,సందు
317,Entfernung::N,distância,దూరము
318,Gegend::N,área,విస్తీర్ణము
319,Gegend::N,região,విస్తీర్ణము
320,Platz::N,lugar,ఎడము
321,Ort::N,sítio,స్థలము
322,Seite::N,lado,ప్రక్క
323,Mitte::N,meio,నడిమి
324,Gegenstand::N,objecto,పద్దు
325,Sache::N,coisa,వస్తువు
326,Rand::N,bordo,అంచు
327,Rand::N,margem,అంచు
328,Kante::N,borda,అంచు
329,Kante::N,aresta,అంచు
330,Ecke::N,esquina,మూల
331,Spitze::N,ponta,మొన
332,Ende::N,cabo,కొన
333,Ende::N,extremo,కొన
334,Loch::N,furo,రంధ్రము
335,Loch::N,buraco,రంధ్రము
336,Winkel::N,canto,కోణము
337,Winkel::N,ângulo,కోణము
338,Muster::N,padrão,మాదిరి
339,Muster::N,desenho,మాదిరి
340,Größe::N,tamanho,పరిమాణము
341,Länge::N,comprimento,పొడుగు
342,Höhe::N,altura,పొడుగు
343,Höhe::N,altitude,పొడుగు
344,Gewicht::N,peso,భారము
345,Menge::N,quantidade,మొత్తము
346,Haufen::N,pilha,రాశి
347,Reihe::N,fila,వరుస
348,Boot::N,barco,పడవ
349,Ruder::N,remo,అడక
350,Schlitten::N,trenó,సరవండ్లు
351,Ski::N,esqui,స్కీ
352,Lagerfeuer::N,fogueira,నెగడు
353,Last::N,carga,బరువు
354,Gang::N,curso,నడక
355,Gang::N,caminhada,నడక
356,Schritt::N,passo,అడుగు
357,Norden::N,norte,ఉత్తరదిక్కు
358,Süden::N,sul,దక్షిణము
359,Westen::N,oeste,పడమర
360,Westen::N,ocidente,పడమర
361,Osten::N,este,తూర్పు
362,Osten::N,leste,తూర్పు
363,Osten::N,oriente,తూర్పు
364,Holz::N,madeira,కొయ్య
365,Brett::N,tábua,పలక
366,Brett::N,prancha,పలక
367,Platte::N,laje,పలక
368,Platte::N,chapa,పలక
369,Stütze::N,apoio,వాల్సేడ్లు
370,Stütze::N,suporte,వాల్సేడ్లు
371,Stange::N,vara,స్తంభము
372,Stange::N,barra,స్తంభము
373,Stock::N,pau,కఱ్ఱ
374,Stock::N,bengala,కఱ్ఱ
375,Stab::N,bastão,కఱ్ఱ
376,Rohr::N,cano,గొట్టము
377,Haus::N,casa,ఇల్లు
378,Heim::N,lar,స్వగృహము
379,Heim::N,casa,స్వగృహము
380,Ofen::N,estufa,పొయ్యి
381,Ofen::N,aquecedor,పొయ్యి
382,Fußboden::N,piso,నేల
383,Tisch::N,mesa,మేజా
384,Stuhl::N,cadeira,కుర్చీ
385,Wiege::N,berço,ఉయ్యాల
386,Bett::N,cama,పడక
387,Bett::N,cama,మంచం
388,Regal::N,estante,అటక
389,Regal::N,prateleira,అటక
390,Kiste::N,caixa,వెట్టె
391,Fenster::N,janela,కిటికి
392,Tür::N,porta,ద్వారము
393,Tor::N,portão,ద్వారము
394,Zaun::N,cerca,కంచె
395,Zaun::N,vedação,కంచె
396,Dach::N,telhado,ఇంటివైకప్పు
397,Leiter::N,escada,నిచ్చెన
398,Leiter::N,escada móvel,నిచ్చెన
399,Besen::N,vassoura,చీపురుకట్ట
400,Spaten::N,pá,పాఱ
401,Schaufel::N,pá,పాఱ
402,Gabel::N,garfo,ముండ్లగరిటె
403,Löffel::N,colher,గరిటె
404,Messer::N,faca,కత్తి
405,Nagel::N,cravo,మేకు
406,Netz::N,rede,వల
407,Haken::N,gancho,కొక్కెము
408,Griff::N,asa,పిడి
409,Griff::N,cabo,పిడి
410,Schloss::N,fechadura,తాళము
411,Bild::N,imagem,చిత్రము
412,Figur::N,figura,రూపము
413,Puppe::N,boneca,బొమ్మ
414,Beutel::N,saco,సంచి
415,Beutel::N,bolsa,సంచి
416,Bündel::N,fardo,మూట
417,Tasche::N,saco,సంచి
418,Tasche::N,bolso,సంచి
419,Eimer::N,balde,చేద
420,Deckel::N,tampa,మూత
421,Geschirr::N,louça,వంటకాలు
422,Sack::N,saca,గోనెసంచి
423,Tasse::N,chávena,గిన్నె
424,Topf::N,tacho,కుండ
425,Topf::N,panela,కుండ
426,Kessel::N,caldeira,నీరుకాచుపాత్ర
427,Essen::N,refeição,ఆహారము
428,Nahrung::N,comida,ఆహారము
429,Nahrung::N,alimento,ఆహారము
430,Speise::N,prato,ఆహారము
431,Fleisch::N,carne,మాంసము
432,Getreide::N,cereais,ధాన్యము
433,Brei::N,puré,గుజ్జు
434,Brot::N,pão,రొట్టె
435,Scheibe::N,fatia,బద్ద
436,Fett::N,banha,క్రొవ్వు
437,Fett::N,gordura,క్రొవ్వు
438,Butter::N,manteiga,వెన్న
439,Öl::N,azeite,నూనె
440,Salz::N,sal,ఉప్పు
441,Suppe::N,sopa,చారు
442,Suppe::N,caldo,చారు
443,Honig::N,mel,తెనె
444,Milch::N,leite,పాలు
445,Tee::N,chá,తేనీరు
446,Leder::N,couro,బాగుచేసివతోలు
447,Wolle::N,lã,ఉన్ని
448,Stoff::N,pano,బట్ట
449,Stoff::N,tecido,బట్ట
450,Nadel::N,agulha,సూది
451,Faden::N,fio,దారము
452,Knopf::N,botão,బొత్తాము
453,Knoten::N,nó,ముడి
454,Farbe::N,corante,రంగు
455,Kleidung::N,roupa,బట్టలు
456,Kleidung::N,vestuário,బట్టలు
457,Hemd::N,camisa,చొక్కాయ
458,Kragen::N,gola,మాల
459,Ärmel::N,manga,చొక్కాయచెయ్యి
460,Hose::N,calça,ఇజారు
461,Gürtel::N,cinto,పటకా
462,Mütze::N,boné,టోపి
463,Mütze::N,barrete,టోపి
464,Schuh::N,sapato,పాదరక్ష
465,Stiefel::N,bota,బూటు
466,Ring::N,anel,ఉంగరము
467,Band::N,fita,నాడా
468,Band::N,faixa,నాడా
469,Kamm::N,pente,దువ్వెన
470,Spiegel::N,espelho,అద్దము
471,Riemen::N,correia,వాడా
472,Schnur::N,corda,దారము
473,Schnur::N,cordel,దారము
474,Leine::N,trela,వారు
475,Decke::N,cobertor,కంబళి
476,Kissen::N,almofada,తలగడ
477,Tuch::N,pano,బట్ట
478,Handtuch::N,toalha,తువాలు
479,Kraft::N,força,బలము
480,Stärke::N,força,శక్తి
481,Gesundheit::N,saúde,ఆరోగ్యము
482,Krankheit::N,doença,రోగము
483,Krankheit::N,enfermidade,రోగము
484,Schmerz::N,dor,నొప్పి
485,Wunde::N,chaga,గాయము
486,Wunde::N,ferida,గాయము
487,Fieber::N,febre,జ్వరము
488,Arznei::N,remédio,మందు
489,Brücke::N,ponte,వంతెన
490,Brunnen::N,poço,బావి
491,Brunnen::N,poço,కూపము
492,Brunnen::N,poço,నుయ్యి
493,Weide::N,pastagem,పచ్చికబయలు
494,Pfad::N,senda,కాలిత్రోవ
495,Pfad::N,trilho,కాలిత్రోవ
496,Weg::N,caminho,మార్గము
497,Straße::N,via,బాట
498,Straße::N,estrada,బాట
499,Dorf::N,aldeia,గ్రామము
500,Stadt::N,cidade,పట్టణము
501,Brief::N,carta,జాబు
502,Buch::N,livro,పుస్తకము
503,Buchstabe::N,letra,అక్షరము
504,Zeitung::N,jornal,వార్తాపత్రిక
505,Leben::N,vida,ప్రాణము
506,Tod::N,morte,మరణము
507,Grab::N,túmulo,సమాధి
508,Grab::N,sepultura,సమాధి
509,Kirche::N,igreja,క్రెస్తవులగుడి
510,Sünde::N,pecado,పాపము
511,Gott::N,deus,దేవుడు
512,Arbeiter::N,operário,పనిపాటుచేశేవాడు
513,Arbeiter::N,trabalhador,పనిపాటుచేశేవాడు
514,Chef::N,chefe,యజమానుడు
515,Chef::N,patrão,యజమానుడు
516,Meister::N,mestre,కళాకారుడు
517,Arzt::N,médico,వైద్యుడు
518,Lehrer::N,professor,ఉపాధ్యాయుడు
519,Geld::N,dinheiro,ద్రవ్యము
520,Geschäft::N,negócio,వ్యాపారము
521,Laden::N,loja,అంగడి
522,Preis::N,preço,వెల
523,Ware::N,mercadoria,సరకులు
524,Nutzen::N,proveito,ప్రయోజనము
525,Reichtum::N,riqueza,ధనము
526,Welt::N,mundo,ప్రపంచము
527,Land::N,país,దేశము
528,Staat::N,Estado,రాజ్యము
529,König::N,rei,రాజు
530,Macht::N,poder,అధికారము
531,Macht::N,potência,అధికారము
532,Grenze::N,fronteira,సరిహద్దు
533,Krieg::N,guerra,యుద్ధము
534,Feind::N,inimigo,శత్రువు
535,Gewalt::N,violência,దౌర్జన్యము
536,Kampf::N,luta,పోట్లాట
537,Kampf::N,combate,పోట్లాట
538,Bogen[Waffe]::N,arco,విల్లు
539,Pfeil::N,seta,బాణము
540,Pfeil::N,flecha,బాణము
541,Gewehr::N,espingarda,తుపాకి
542,Fehler::N,erro,తప్ప
543,Fehler::N,falha,తప్ప
544,Lüge::N,mentira,అసత్యము
545,Schaden::N,dano,నష్టము
546,Schaden::N,estrago,నష్టము
547,Unglück::N,desgraça,దురదృష్టము
548,Schuld::N,culpa,తప్పు
549,Alter::N,idade,వయస్సు
550,Schluss::N,fim,ముగింపు
551,Zeit::N,tempo,కాలము
552,Tag::N,dia,దినము
553,Morgen::N,manhã,ఉదయము
554,Mittag::N,meio-dia,మధ్యాహ్నము
555,Abend::N,noite,సాయంకాలము
556,Abend::N,tardinha,సాయంకాలము
557,Nacht::N,noite,రత్రి
558,Woche::N,semana,వారము
559,Monat::N,mês,నెల
560,Jahr::N,ano,సంవత్సరము
561,Frühling::N,primavera,వసంతకాలము
562,Sommer::N,verão,వేసవికాము
563,Herbst::N,outono,ఆకురాలుకాలము
564,Winter::N,inverno,శీతకాలము
565,Januar::N,Janeiro,జనవరి
566,Februar::N,Fevereiro,ఫిబ్రవరి
567,März::N,Março,మార్చి
568,April::N,Abril,ఏప్రిలు
569,Mai::N,Maio,మే
570,Juni::N,Junho,జూన్
571,Juli::N,Julho,జూలై
572,August::N,Agosto,ఆగస్టు
573,September::N,Setembro,సెప్ఠెంబరు
574,Oktober::N,Outubro,అక్టోబరు
575,November::N,Novembro,నవంబరు
576,Dezember::N,Dezembro,డిసెంబర్
577,Montag::N,segunda-feira,సోమవారము
578,Dienstag::N,terça-feira,మంగళవారము
579,Mittwoch::N,quarta-feira,బుధవారము
580,Donnerstag::N,quinta-feira,గురువారము
581,Freitag::N,sexta-feira,శుక్రవారము
582,Samstag::N,sábado,శనివారము
583,Sonntag::N,domingo,ఆదివారము
584,groß::A,grande,గొప్పైన
585,klein::A,pequeno,చిన్న
586,lang::A,comprido,పొడుగాటి
587,kurz::A,curto,పొట్టి
588,breit::A,largo,వెడల్పైన
589,schmal::A,estreito,ఇఱుకైన
590,dicht::A,denso,దట్టమైన
591,dick[Gegenstand]::A,grosso,దట్టమైన
592,dünn::A,delgado,పలుచని
593,fein::A,fino,నాజాకైన
594,fein::A,subtil,నాజాకైన
595,fest::A,firme,దృడమైవ
596,fest::A,sólido,దృడమైవ
597,flach::A,plano,చదువైన
598,glatt::A,liso,నున్నని
599,hart::A,duro,కఠినమైన
600,weich::A,mole,మృదువైన
601,rund::A,redondo,గుండ్రని
602,spitz::A,agudo,మొనగల
603,scharf::A,afiado,పదనైన
604,stumpf::A,rombo,వాడిలేని
605,schwer::A,pesado,బరువ్తెన
606,schön::A,belo,సుందరమైన
607,schön::A,bonito,సుందరమైన
608,heiß::A,quente,వేడియైన
609,warm::A,quente,వెచ్చని
610,kalt::A,frio,చల్లని
611,kühl::A,fresco,చల్లని
612,frisch::A,fresco,తాజాయైన
613,feucht::A,húmido,చెమ్మగానున్న
614,nass::A,molhado,తడిగామన్న
615,trocken::A,seco,ఎండిన
616,voll::A,cheio,నిండు
617,leer::A,vazio,శూన్యమైన
618,offen::A,aberto,తెఱచియున్న
619,geschlossen::A,fechado,మూసిన
620,sauber::A,limpo,పరిశుద్ధమైన
621,schmutzig::A,sujo,ముఱికియైన
622,roh::A,cru,పచ్చి
623,reif::A,maduro,పండివ
624,lecker::A,delicioso,రుచి గల
625,süß::A,doce,తియ్యని
626,bitter::A,amargo,చేదైన
627,sauer::A,azedo,పుల్లని
628,hell::A,claro,కాంతిగల
629,dunkel::A,escuro,చీకటియైన
630,dunkel::A,sombrio,చీకటియైన
631,schwarz::A,preto,నల్లని
632,weiß::A,branco,తెలుపు
633,rot::A,vermelho,ఎఱ్ఱని
634,gelb::A,amarelo,పసుపు పచ్చ
635,blau::A,azul,నీలవర్ణము
636,grün::A,verde,ఆకుపచ్చని
637,grau::A,cinzento,నెరిసిన
638,bunt::A,colorido,రంగేలీ
639,billig::A,barato,చౌకయైన
640,teuer::A,caro,వెలపొడుగైన
641,wertvoll::A,valioso,విలుప్తెన
642,wertvoll::A,precioso,విలుప్తెన
643,blind::A,cego,గ్రుడ్డి
644,taub::A,surdo,చెవిటి
645,kräftig::A,forte,శక్తి గల
646,kräftig::A,poderoso,శక్తి గల
647,stark::A,forte,బలమైన
648,stark::A,robusto,బలమైన
649,schwach::A,débil,బలహీనమైన
650,fett::A,gordo,క్రొవ్విన
651,schlank::A,esbelto,సన్నని
652,hübsch::A,giro,సాగప్తెన
653,hübsch::A,bonito,సాగప్తెన
654,böse::A,mau,చెడ్డ
655,dumm::A,parvo,తెలివిలేని
656,dumm::A,estúpido,తెలివిలేని
657,faul::A,preguiçoso,సోమరియైన
658,fleißig::A,aplicado,శ్రద్దగల
659,fleißig::A,diligente,శ్రద్దగల
660,geizig::A,avarento,పిసినారియైన
661,klug::A,prudente,తెలివిగల
662,klug::A,inteligente,తెలివిగల
663,geschickt::A,hábil,నిపుణతగల
664,lieb::A,caro,ప్రియమైన
665,lieb::A,querido,ప్రియమైన
666,lustig::A,alegre,ఉల్లాసము గల
667,sanft::A,suave,సాధువైన
668,sanft::A,brando,సాధువైన
669,hungrig::A,faminto,ఆకలిగొనిన
670,krank::A,doente,వ్యాధిగల
671,krank::A,enfermo,వ్యాధిగల
672,nackt::A,nu,దిగంబరమైన
673,nackt::A,despido,దిగంబరమైన
674,traurig::A,triste,విచారముగల
675,lebendig::A,vivo,ప్రాణముతో నున్న
676,gut::A,bom,మంచి
677,schlecht::A,mau,చెడ్డ
678,schlecht::A,ruim,చెడ్డ
679,richtig::A,justo,సరియైన
680,richtig::A,correcto,సరియైన
681,schlimm::A,mau,అసహ్యమైన
682,schlimm::A,grave,అసహ్యమైన
683,wahr::A,verdadeiro,నిజమైన
684,alt::A,velho,ముసలి
685,alt::A,antigo,ముసలి
686,neu::A,novo,క్రొత్త
687,ehemalig::A,antigo,పూర్వపు
688,alt[Lebewesen]::A,velho,ముసలి
689,jung::A,jovem,పసి
690,arm::A,pobre,బీద
691,reich::A,rico,ధనవంతుడైన
692,bekannt::A,conhecido,తెలిసిన
693,berühmt::A,famoso,ప్రపిద్దికెక్కివ
694,berühmt::A,célebre,ప్రపిద్దికెక్కివ
695,fremd::A,alheio,అన్యమైన
696,fremd::A,estranho,అన్యమైన
697,verschieden::A,diverso,భేదమైన
698,verschieden::A,diferente,భేదమైన
699,nah::A,próximo,దగ్గఱనున్న
700,fern::A,remoto,దూరమందున్న
701,fern::A,distante,దూరమందున్న
702,linker::A,esquerdo,ఎడమప్రక్కగ
703,rechter::A,direito,కుడి
704,anderer::A,outro,వేఱ్తెన
705,erster::A,primeiro,మొదటి
706,zweiter::A,segundo,రెండన
707,dritter::A,terceiro,మూడో
708,letzter::A,final,కడపటి
709,letzter::A,último,కడపటి
710,allein::ADV,só,ఒంటిగా
711,auf einmal::ADV,de vez,హరాత్తుగ
