,Concept_ID,es,ml
1208,verstehen::V,entender,മനസ്സിലാക്കുക
1209,verstehen::V,comprender,മനസ്സിലാക്കുക
1210,lernen::V,aprender,പഠിക്കുക
1211,wissen::V,saber,അറിയുക
1212,sich erinnern an::V,recordar,ഓർമിക്കുക
1213,sich erinnern an::V,acordarse de,ഓർമിക്കുക
1214,vergessen::V,olvidar,മറക്കുക
1215,messen::V,medir,അളക്കുക
1216,zählen::V,contar,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1217,rechnen::V,contar,ഗണിക്കുക
1218,rechnen::V,calcular,ഗണിക്കുക
1219,lesen::V,leer,വായിക്കുക
1220,malen::V,pintar,ചിത്രം വരയ്ക്കുക
1221,zeichnen::V,dibujar,വരയ്ക്കുക
1222,schreiben::V,escribir,എഴുതുക
1223,besitzen::V,poseer,സ്വന്തമാക്കുക
1224,kaufen::V,comprar,വാങ്ങുക
1225,verkaufen::V,vender,വിൽക്കുക
1226,bezahlen::V,pagar,പരിഹാരം ചെയ്യുക
1227,zahlen::V,pagar,പണം അടയ്ക്കുക
1228,beherrschen::V,dominar,ഭരിക്കുക
1229,ertragen::V,soportar,താങ്ങുക
