,Concept_ID,uk,pt
854,warum::FADV,чому,por que
855,wieviel::FNUM,скільки,quanto
856,eins::NUM,один,um
857,zwei::NUM,два,dois
858,drei::NUM,три,três
859,vier::NUM,чотири,quatro
860,fünf::NUM,п’ять,cinco
861,sechs::NUM,шість,seis
862,sieben::NUM,сім,sete
863,acht::NUM,вісім,oito
864,neun::NUM,дев’ять,nove
865,zehn::NUM,десять,dez
866,elf::NUM,одинадцять,onze
867,zwölf::NUM,дванадцять,doze
868,zwanzig::NUM,двадцять,vinte
869,dreißig::NUM,тридцять,trinta
870,vierzig::NUM,сорок,quarenta
871,fünfzig::NUM,п’ятдесят,cinquenta
872,sechzig::NUM,шістдесят,sessenta
873,siebzig::NUM,сімдесят,setenta
874,achtzig::NUM,вісімдесят,oitenta
875,neunzig::NUM,дев’яносто,noventa
876,hundert::NUM,сто,cem
877,hundert::NUM,сто,cento
878,tausend::NUM,тисяча,mil
879,und::CNJ,і,e
880,oder::CNJ,або,ou
881,stehen::V,стояти,estar em pé
882,sitzen::V,сидіти,estar sentado
883,liegen::V,лежати,jazer
884,liegen::V,лежати,estar deitado
885,hängen::V,висіти,pender
886,hängen::V,висіти,estar pendurado
887,werden::V,стати,tornar-se
888,werden::V,робитися,tornar-se
889,passieren::V,трапитися,acontecer
890,beginnen::V,початися,começar
891,enden::V,кінчитися,acabar
892,enden::V,кінчитися,terminar
893,wechseln::V,мінятися,variar
894,wechseln::V,мінятися,alternar
895,aufgehen[Sonne]::V,зійти,nascer
896,untergehen[Sonne]::V,зайти,pôr-se
897,scheinen[Sonne]::V,світити,brilhar
898,donnern::V,гриміти,trovejar
899,wehen::V,віяти,soprar
900,strömen::V,литися,correr
901,fließen::V,текти,fluir
902,sich drehen::V,обертатися,girar
903,schwanken::V,коливатися,oscilar
904,schwingen::V,хитатися,vibrar
905,schwingen::V,гойдатися,vibrar
906,fallen::V,падати,cair
907,brennen::V,горіти,arder
908,rauchen::V,диміти,fumegar
909,regnen::V,дощити,chover
910,gefrieren::V,змерзнути,gelar
911,gefrieren::V,змерзнути,congelar
912,tauen::V,танути,derreter
913,tauen::V,танути,descongelar
914,schmelzen::V,плавитися,fundir-se
915,trocknen::V,сохнути,secar
916,sieden::V,кипіти,ferver
917,faulen::V,гнити,estragar-se
918,verfaulen::V,згнити,apodrecer
919,reißen::V,рватися,romper-se
920,versinken::V,тонути,afundar-se
921,vergehen::V,проходити,passar
922,erscheinen::V,з’явитися,aparecer
923,verschwinden::V,щезнути,desaparecer
924,verschwinden::V,зникнути,desaparecer
925,sinken::V,спадати,descer
926,abnehmen::V,поменшитися,diminuir
927,abnehmen::V,поменшитися,decrescer
928,zunehmen::V,збільшуватися,crescer
929,zunehmen::V,збільшуватися,aumentar
930,steigen::V,підніматися,subir
931,wachsen::V,рости,crescer
932,glänzen::V,блищати,brilhar
933,funkeln::V,блискати,cintilar
934,lärmen::V,шуміти,fazer barulho
935,läuten::V,дзвонити,chocalhar
936,klingeln::V,дзвонити,tocar
937,klirren::V,дзвякати,tinir
938,brausen::V,бушувати,bramar
939,rauschen::V,шелестіти,murmurar
940,rauschen::V,шелестіти,rumorejar
941,klingen::V,лунати,soar
942,klingen::V,звучати,soar
943,bellen::V,гавкати,ladrar
944,heulen::V,вити,uivar
945,blasen::V,дунути,soprar
946,pfeifen::V,свистіти,assobiar
947,schreien::V,кричати,gritar
948,stöhnen::V,стогнати,gemer
949,zittern::V,тремтіти,tremer
950,leben::V,жити,viver
951,geboren werden::V,народитися,nascer
952,atmen::V,дихати,respirar
953,trinken::V,пити,beber
954,essen::V,їсти,comer
955,schlucken::V,ковтати,engolir
956,müde werden::V,втомитися,cansar-se
957,einschlafen::V,заснути,adormecer
958,schlafen::V,спати,dormir
959,aufwachen::V,прокинутися,acordar
960,aufstehen::V,встати,levantar-se
961,sich erholen::V,відпочивати,descansar
962,krank werden::V,захворіти,adoecer
963,krank werden::V,захворіти,ficar doente
964,krank sein::V,хворіти,estar doente
965,schmerzen::V,боліти,doer
966,husten::V,кашляти,tossir
967,genesen::V,одужати,convalescer
968,genesen::V,видужати,convalescer
969,sterben::V,померти,morrer
970,umkommen::V,згинути,perecer
971,sich bewegen::V,рухатися,mover-se
972,sich rühren::V,ворушитися,mexer-se
973,sich erheben::V,встати,levantar-se
974,sich setzen::V,сісти,sentar-se
975,hinfallen::V,упасти,cair
976,laufen::V,ходити,andar
977,laufen::V,ходити,caminhar
978,schreiten::V,крокувати,andar
979,schreiten::V,крокувати,caminhar
980,spazierengehen::V,гуляти,passear
981,eilen::V,спішити,apressar-se
982,sich beeilen::V,поспішати,apressar-se
983,sich beeilen::V,поспішати,despachar-se
984,sausen::V,мчатися,correr
985,rennen::V,бігати,correr
986,springen::V,скакати,saltar
987,springen::V,стрибати,saltar
988,klettern::V,лазити,trepar
989,schaukeln::V,гойдатися,baloiçar
990,kriechen::V,повзати,rastejar
991,kriechen::V,повзати,arrastar-se
992,schwimmen::V,пливти,nadar
993,schwimmen::V,плавати,nadar
994,tauchen::V,пірнати,mergulhar
995,rudern::V,гребти,remar
996,rudern::V,веслувати,remar
997,fahren::V,їхати,ir
998,fliegen::V,літати,voar
999,gehen::V,іти,ir
1000,gehen::V,іти,andar
1001,weggehen::V,піти,partir
1002,weggehen::V,піти,ir-se embora
1003,abfahren::V,від’їхати,sair
1004,abfahren::V,від’їхати,partir
1005,abfahren::V,відправитися,sair
1006,abfahren::V,відправитися,partir
1007,anhalten::V,зупинитися,parar
1008,hineingehen::V,входити,entrar
1009,eintreten::V,увійти,entrar
1010,kommen::V,прийти,vir
1011,ankommen::V,прибути,chegar
1012,zurückkommen::V,повернутися,voltar
1013,zurückkommen::V,повернутися,regressar
1014,bleiben::V,залишитися,ficar
1015,bleiben::V,залишитися,permanecer
1016,warten::V,чекати,esperar
1017,erwarten::V,чекати,esperar
1018,erwarten::V,чекати,aguardar
1019,suchen::V,шукати,buscar
1020,suchen::V,шукати,procurar
1021,finden::V,знайти,achar
1022,finden::V,знайти,encontrar
1023,versuchen::V,випробовувати,tentar
1024,vorbereiten::V,підготувати,preparar
1025,lieben::V,любити,amar
1026,lieben::V,любити,querer
1027,mögen::V,любити,gostar de
1028,mögen::V,подобатися,gostar de
1029,lachen::V,сміятися,rir
1030,lachen::V,сміятися,rir-se
1031,rühren::V,розчулити,comover
1032,weinen::V,плакати,chorar
1033,schimpfen::V,лаятися,ralhar
1034,sich ärgern::V,сердитися,zangar-se
1035,sich fürchten::V,боятися,ter medo de
1036,sich fürchten::V,боятися,ter receio de
1037,fürchten::V,боятися,temer
1038,fürchten::V,боятися,recear
1039,fliehen::V,тікати,fugir
1040,flüchten::V,утекти,refugiar-se
1041,sehen::V,бачити,ver
1042,anschauen::V,поглянути,olhar
1043,ansehen::V,дивитися на,mirar
1044,hören::V,чути,ouvir
1045,zuhören::V,слухати,escutar
1046,probieren::V,покуштувати,provar
1047,probieren::V,покуштувати,saborear
1048,riechen::V,нюхати,cheirar
1049,fühlen::V,відчувати,sentir
1050,scheinen::V,здаватися,parecer
1051,zu sehen sein::V,виднітися,estar à vista
1052,vernehmen::V,почути,ouvir
1053,frieren::V,мерзнути,ter frio
1054,tun::V,робити,fazer
1055,können::V,могти,saber
1056,wollen::V,хотіти,querer
1057,anfangen::V,почати,iniciar
1058,beenden::V,закінчити,acabar
1059,beenden::V,закінчити,terminar
1060,aufhören::V,перестати,cessar
1061,aufhören::V,перестати,desistir
1062,gelingen::V,вдатися,sair bem
1063,gelingen::V,вдатися,dar bom resultado
1064,geraten::V,опинитися,sair
1065,geraten::V,опинитися,dar resultado
1066,öffnen::V,відкрити,abrir
1067,schließen::V,закрити,fechar
1068,stellen::V,поставити,pôr
1069,stellen::V,поставити,colocar
1070,setzen::V,посадити,pôr
1071,setzen::V,посадити,meter
1072,legen::V,класти,pôr
1073,legen::V,класти,meter
1074,berühren::V,чіпати,tocar
1075,verbinden::V,зв’язати,unir
1076,verbinden::V,зв’язати,ligar
1077,bedecken::V,покрити,cobrir
1078,aufhängen::V,повісити,pendurar
1079,anzünden::V,запалити,acender
1080,aufheben::V,підняти,apanhar
1081,aufheben::V,підняти,levantar
1082,zurücklassen::V,залишити,deixar
1083,verlieren::V,загубити,perder
1084,fallen lassen::V,упустити,deixar cair
1085,machen::V,зробити,fazer
1086,herstellen::V,виготовити,produzir
1087,bauen::V,будувати,edificar
1088,bauen::V,будувати,construir
1089,reparieren::V,лагодити,reparar
1090,reparieren::V,лагодити,consertar
1091,verbessern::V,поліпшити,melhorar
1092,ändern::V,змінити,mudar
1093,ändern::V,змінити,alterar
1094,graben::V,копати,cavar
1095,beugen::V,зігнути,curvar
1096,biegen::V,погнути,vergar
1097,drehen::V,вертіти,girar
1098,wenden::V,повернути,virar
1099,wenden::V,повернути,voltar
1100,umdrehen::V,перевернути,virar
1101,umdrehen::V,перевернути,revolver
1102,heben::V,піднімати,levantar
1103,hochheben::V,підняти,erguer
1104,hochheben::V,підняти,levantar
1105,ergreifen::V,схопити,apanhar
1106,halten::V,тримати,segurar
1107,drücken::V,натискати,apertar
1108,schieben::V,пхати,empurrar
1109,schieben::V,штовхати,empurrar
1110,kratzen::V,шкребти,raspar
1111,lecken::V,лизати,lamber
1112,beißen::V,кусати,morder
1113,abreißen::V,відірвати,arrancar
1114,abschneiden::V,відрізати,talhar
1115,binden::V,в’язати,ligar
1116,stecken::V,увіткнути,meter
1117,stecken::V,увіткнути,enfiar
1118,brechen::V,зламати,romper
1119,brechen::V,зламати,quebrar
1120,klopfen::V,стукати,bater
1121,hauen::V,бити,bater
1122,kleben::V,клеїти,colar
1123,reiben::V,терти,esfregar
1124,streichen::V,намазати,barrar
1125,schleifen::V,точити,afiar
1126,schneiden::V,різати,cortar
1127,rütteln::V,хитати,sacudir
1128,schütteln::V,трясти,abanar
1129,schütteln::V,трясти,sacudir
1130,schwenken::V,махати,agitar
1131,schütten::V,налити,deitar
1132,füllen::V,наповнити,encher
1133,einwickeln::V,загорнути,envolver
1134,einwickeln::V,загорнути,embrulhar
1135,tragen::V,нести,levar
1136,tragen::V,нести,trazer
1137,schleppen::V,тягти,arrastar
1138,ziehen::V,тягнути,puxar
1139,aufbewahren::V,зберігати,guardar
1140,aufbewahren::V,зберігати,conservar
1141,werfen::V,кидати,lançar
1142,fangen::V,ловити,apanhar
1143,packen::V,схопити,agarrar
1144,verstecken::V,сховати,esconder
1145,teilen::V,розділити,partir
1146,teilen::V,розділити,dividir
1147,schicken::V,посилати,enviar
1148,bringen::V,принести,trazer
1149,hinzufügen::V,додати,acrescentar
1150,bekommen::V,дістати,obter
1151,erhalten::V,одержати,receber
1152,nehmen::V,взяти,tomar
1153,wählen::V,вибрати,eleger
1154,wählen::V,вибрати,escolher
1155,auswählen::V,відібрати,escolher
1156,auswählen::V,відібрати,seleccionar
1157,bewahren::V,зберегти,guardar
1158,bewahren::V,зберегти,conservar
1159,behindern::V,перешкоджати,impedir
1160,verderben::V,зіпсувати,estragar
1161,verderben::V,зіпсувати,corromper
1162,beschädigen::V,зашкодити,danificar
1163,zerbrechen::V,розбити,romper
1164,zerbrechen::V,розбити,quebrar
1165,zerreißen::V,розірвати,rasgar
1166,zerstören::V,зруйнувати,destruir
1167,verbrennen::V,спалити,queimar
1168,geben::V,дати,dar
1169,reichen::V,передати,passar
1170,schenken::V,дарувати,oferecer
1171,versprechen::V,обіцяти,prometer
1172,wünschen::V,бажати,desejar
1173,loben::V,хвалити,louvar
1174,küssen::V,цілувати,beijar
1175,wiegen::V,качати,embalar
1176,zudecken::V,накрити,tapar
1177,zudecken::V,накрити,cobrir
1178,wecken::V,розбудити,acordar
1179,wecken::V,розбудити,despertar
1180,zeigen::V,показати,mostrar
1181,führen::V,вести,guiar
1182,führen::V,вести,conduzir
1183,lehren::V,вчити,ensinar
1184,unterrichten::V,викладати,instruir
1185,aufziehen::V,виховати,criar
1186,leiten::V,керувати,dirigir
1187,leiten::V,керувати,conduzir
1188,antreiben::V,підганяти,impelir
1189,lassen::V,змусити,fazer
1190,einladen::V,запросити,convidar
1191,vereinigen::V,об’єднати,unir
1192,vereinigen::V,об’єднати,reunir
1193,besuchen::V,завітати,ir ver
1194,besuchen::V,завітати,visitar
1195,besuchen::V,відвідати,ir ver
1196,besuchen::V,відвідати,visitar
1197,treffen::V,зустріти,encontrar
1198,sich versammeln::V,зібратися,reunir-se
1199,spielen::V,грати,jogar
1200,spielen::V,грати,brincar
1201,singen::V,співати,cantar
1202,tanzen::V,танцювати,bailar
1203,sich trennen::V,розлучитися,apartar-se
1204,verlassen::V,покинути,deixar
1205,verlassen::V,покинути,abandonar
1206,retten::V,врятувати,salvar
1207,bewachen::V,охороняти,vigiar
1208,bewachen::V,охороняти,guardar
1209,schützen::V,уберігати,proteger
1210,verteidigen::V,захистити,defender
1211,sich schlagen::V,битися,brigar
1212,sich schlagen::V,битися,bater-se
1213,sich schlagen::V,дратися,brigar
1214,sich schlagen::V,дратися,bater-se
1215,schießen::V,стріляти,disparar
1216,siegen::V,перемогти,vencer
1217,ärgern::V,сердити,irritar
1218,ärgern::V,сердити,aborrecer
1219,schlagen::V,ударити,bater
1220,treten::V,штовхати,pisar
1221,stechen::V,вколоти,picar
1222,stoßen::V,штовхнути,empurrar
1223,stehlen::V,украсти,furtar
1224,stören::V,перешкодити,perturbar
1225,belästigen::V,докучати,incomodar
1226,belästigen::V,докучати,importunar
1227,verbergen::V,сховати,ocultar
1228,verbergen::V,сховати,esconder
1229,täuschen::V,обдурити,iludir
1230,täuschen::V,обдурити,enganar
1231,betrügen::V,зшахраювати,burlar
1232,betrügen::V,зшахраювати,enganar
1233,töten::V,убити,matar
1234,wohnen::V,жити,morar
1235,wohnen::V,мешкати,morar
1236,arbeiten::V,працювати,trabalhar
1237,sammeln::V,зібрати,recolher
1238,sammeln::V,зібрати,coleccionar
1239,pflücken::V,зривати,colher
1240,jagen::V,полювати,caçar
1241,fischen::V,рибалити,pescar
1242,fassen::V,піймати,apanhar
1243,hüten::V,пасти,guardar
1244,treiben::V,гнати,conduzir
1245,anbinden::V,прив’язати,atar
1246,füttern::V,годувати,dar de comer a
1247,füttern::V,харчувати,dar de comer a
1248,melken::V,доїти,ordenhar
1249,hacken::V,рубати,rachar
1250,gießen::V,полити,regar
1251,reifen::V,дозріти,amadurecer
1252,zubereiten::V,зготовити,preparar
1253,zubereiten::V,приготувати,preparar
1254,kochen::V,варити,cozer
1255,kochen::V,готувати,cozer
1256,backen::V,пекти,cozer
1257,braten::V,смажити,assar
1258,braten::V,смажити,fritar
1259,umrühren::V,переміщати,remexer
1260,stricken::V,в’язати,tricotar
1261,stricken::V,в’язати,fazer malha
1262,nähen::V,шити,coser
1263,nähen::V,шити,costurar
1264,färben::V,пофарбувати,tingir
1265,färben::V,пофарбувати,colorir
1266,reinigen::V,очистити,limpar
1267,reinigen::V,очистити,purificar
1268,waschen::V,мити,lavar
1269,abwischen::V,витерти,limpar
1270,abwischen::V,витерти,esfregar
1271,spülen::V,полоскати,lavar
1272,spülen::V,полоскати,enxaguar
1273,fegen::V,підмітати,varrer
1274,kehren::V,мести,varrer
1275,baden::V,купатися,banhar
1276,baden::V,купатися,tomar banho
1277,sich waschen::V,митися,lavar-se
1278,ausziehen::V,зняти,despir
1279,anziehen::V,надіти,vestir
1280,sich anziehen::V,одягтися,vestir-se
1281,sich anziehen::V,одягнутися,vestir-se
1282,kämmen::V,зачесати,pentear
1283,schmücken::V,оздобити,adornar
1284,sagen::V,сказати,dizer
1285,sprechen::V,говорити,falar
1286,reden::V,розмовляти,falar
1287,sich unterhalten::V,бесідувати,conversar
1288,fragen::V,запитати,perguntar
1289,bitten::V,просити,pedir
1290,erzählen::V,розповісти,contar
1291,mitteilen::V,повідомити,comunicar
1292,mitteilen::V,повідомити,participar
1293,nennen::V,назвати,nomear
1294,nennen::V,назвати,apelidar
1295,rufen::V,кликати,chamar
1296,prahlen::V,хвалитися,gabar-se
1297,prahlen::V,хвалитися,vangloriar-se
1298,übersetzen::V,перекласти,traduzir
1299,denken::V,думати,pensar
1300,denken::V,мислити,pensar
1301,glauben::V,вірити,crer
1302,bemerken::V,помітити,notar
1303,bemerken::V,помітити,observar
1304,erkennen::V,пізнати,reconhecer
1305,begreifen::V,осягнути,apreender
1306,begreifen::V,осягнути,compreender
1307,verstehen::V,почути,entender
1308,verstehen::V,почути,compreender
1309,lernen::V,навчатися,aprender
1310,wissen::V,знати,saber
1311,sich erinnern an::V,пам’ятати,lembrar-se de
1312,sich erinnern an::V,пам’ятати,recordar-se de
1313,vergessen::V,забути,esquecer
1314,messen::V,міряти,medir
1315,zählen::V,лічити,contar
1316,rechnen::V,рахувати,calcular
1317,lesen::V,читати,ler
1318,malen::V,малювати,pintar
1319,zeichnen::V,рисувати,desenhar
1320,schreiben::V,писати,escrever
1321,besitzen::V,мати,possuir
1322,kaufen::V,купити,comprar
1323,verkaufen::V,продати,vender
1324,bezahlen::V,заплатити,pagar
1325,zahlen::V,платити,pagar
1326,beherrschen::V,володіти,imperar
1327,ertragen::V,витерпіти,suportar
