,Concept_ID,hr,ady
1352,wissen::V,znati,шӏэн
1353,sich erinnern an::V,sjetiti se,къэшӏэжьын
1354,vergessen::V,zaboraviti,пщыгъупшэжьы́н
1355,messen::V,mjeriti,шын
1356,zählen::V,brojiti,плъытэ́н
1357,rechnen::V,računati,плъытэ́н
1358,rechnen::V,računati,угугъэ́н
1359,lesen::V,čitati,еджэ́н
1360,malen::V,slikati,шӏын
1361,zeichnen::V,crtati,шӏын
1362,schreiben::V,pisati,тхын
1363,besitzen::V,imati,иӏэн
1364,besitzen::V,posjedovati,иӏэн
1365,kaufen::V,kupiti,щэфы́н
1366,verkaufen::V,prodati,щэн
1367,verkaufen::V,raspačati,щэн
1368,bezahlen::V,platiti,птын
1369,bezahlen::V,platiti,лъыптын
1370,bezahlen::V,platiti,птыжьы́н
1371,zahlen::V,plaćati,птын
1372,zahlen::V,plaćati,лъыптын
1373,beherrschen::V,vladati,иунаеу иӏэн
1374,beherrschen::V,gospodariti,иунаеу иӏэн
1375,ertragen::V,trpjeti,щэчы́н
1376,ertragen::V,podnijeti,щэчы́н
1377,Gehirn::N,,куцӏы
