,Concept_ID,kn,fi
176,Adler::N,ಗರುಡ,kotka
177,Ente::N,ಬಾತು,ankka
178,Eule::N,ಗೂಬೆ,pöllö
179,Kranich::N,ಕೊಕ್ಕರ,kurki
180,Krähe::N,ಕಾಗೆ,varis
181,Kuckuck::N,ಕೋಗಿಲೆ,käki
182,Schwan::N,ಹಂಸಪಕ್ಷಿ,joutsen
183,Fisch::N,ಮೀನು,kala
184,Barsch::N,ಪರ್ಚ್ ಮೀನು,ahven
185,Hecht::N,ಪೈಕ್ ಮೀನು,hauki
186,Schlange[Tier]::N,ಹಾವು,käärme
187,Wurm::N,ಹುಳು,mato
188,Spinne::N,ಊರ್ಣನಾಭ,hämähäkki
189,Ameise::N,ಇರುವೆ,muurahainen
190,Laus::N,ಹೇನು,täi
191,Mücke::N,ಸೊಳ್ಳೆ,sääski
192,Mücke::N,ಸೊಳ್ಳೆ,hyttynen
193,Fliege::N,ನೊಣ,kärpänen
194,Schmetterling::N,ಪತಂಗ,perhonen
195,Beere::N,ನಯವಣ್ಣು,marja
196,Apfel::N,ಸೇಬು,omena
197,Pilz::N,ಅಣಬೆ,sieni
198,Zwiebel::N,ನೀರುಳ್ಳಿ,sipuli
199,Saat::N,ಬಿತ್ತ,siemenet
200,Korn::N,ಬೀಜ,jyvä
201,Korn::N,ಬೀಜ,vilja
202,Heu::N,ಕರಡ,heinä
203,Schale::N,ಹೊಟ್ಟು,kuori
204,Grube::N,ಗುಂಡಿ,kuoppa
205,Falle::N,ಬೋನು,loukku
206,Schlinge::N,ಉರುಲು,ansa
207,Spur::N,ಜಾಡು,jälki
208,Asche::N,ಬೂದಿ,tuhka
209,Dreck::N,ಹೊಲಸು,lika
210,Eisen::N,ಕಬ್ಬಿಣ,rauta
211,Gold::N,ಚಿನ್ನ,kulta
212,Silber::N,ಬೆಳ್ಳಿ,hopea
213,Kohle::N,ಕಲ್ಲಿದ್ದಲು,hiili
214,Glas::N,ಗಾಜು,lasi
215,Lehm::N,ಜೇಡಿಮಣ್ಣು,savi
216,Sand::N,ಮರಳು,hiekka
217,Mensch::N,ಪುರುಷ,ihminen
218,Mann::N,ಆಳು,mies
219,Frau::N,ಹೆಣ್ಣು,nainen
220,Kind::N,ಮಗು,lapsi
221,Junge::N,ಹುಡುಗ,poika
222,Mädchen::N,ಹುಡುಗಿ,tyttö
223,Familie::N,ಕುಟುಂಬ,perhe
224,Großvater::N,ಅಜ್ಜ,isoisä
225,Großmutter::N,ಅಮ್ಮ,isoäiti
226,Eltern::N,ಹೆತ್ತವರು,vanhemmat
227,Vater::N,ತಂದೆ,isä
228,Mutter::N,ಅಮ್ಮ,äiti
229,Sohn::N,ಮಗ ,poika
230,Tochter::N,ಮಗಳು,tytär
231,Bruder::N,ತಮ್ಮ,veli
232,Schwester::N,ತಂಗಿ,sisko
233,Onkel::N,ಸೋದರಮಾವ,eno
234,Onkel::N,ಸೋದರಮಾವ,setä
235,Onkel::N,ದೊಡ್ಡಪ್ಪ,eno
236,Onkel::N,ದೊಡ್ಡಪ್ಪ,setä
237,Tante::N,ಚಿಕ್ಕಮ್ಮ,täti
238,Ehemann::N,ಗಂಡ,mies
239,Ehemann::N,ಗಂಡ,aviomies
240,Ehefrau::N,ಹೆಂಡತಿ,vaimo
241,Ehefrau::N,ಹೆಂಡತಿ,aviovaimo
242,Freude::N,ನಲಿವು,ilo
243,Freude::N,ನಲಿವು,riemu
244,Gelächter::N,ನಗೆ,nauru
245,Glück::N,ಆನಂದ,onni
246,Kummer::N,ದುಃಖ,suru
247,Kummer::N,ದುಃಖ,murhe
248,Wunsch::N,ಬಯಕೆ,toive
249,Wunsch::N,ಬಯಕೆ,toivomus
250,Lust::N,ಇಷ್ಟ,himo
251,Geist::N,ಆತ್ಮ,henki
252,Gedanke::N,ಯೋಚನೆ,aate
253,Gedanke::N,ಯೋಚನೆ,ajatus
254,Gedächtnis::N,ಸ್ಮರಣೆ,muisti
255,Verstand::N,ಮನಸ್ಸು,äly
256,Verstand::N,ಮನಸ್ಸು,järki
257,Verstand::N,ಮನಸ್ಸು,ymmärrys
258,Sinn::N,ಅರ್ಥ,merkitys
259,Grund::N,ಕಾರಣ,syy
260,Grund::N,ಕಾರಣ,peruste
261,Wahrheit::N,ಸತ್ಯ,tosi
262,Wahrheit::N,ಸತ್ಯ,totuus
263,Gespräch::N,ಸಂಭಾಷಣೆ,puhelu
264,Gespräch::N,ಸಂಭಾಷಣೆ,keskustelu
265,Märchen::N,ಸುಳ್ಳು ಕಥೆ,satu
266,Erzählung::N,ಕಥೆ,tarina
267,Erzählung::N,ಕಥೆ,kertomus
268,Nachricht::N,ಸಂದೇಶ,tieto
269,Nachricht::N,ಸಂದೇಶ,ilmoitus
270,Neuigkeit::N,ಸುದ್ದಿ,uutinen
271,Name::N,ಹೆಸರು,nimi
272,Rätsel::N,ಒಗಟು,arvoitus
273,Rede::N,ಮಾತು,puhe
274,Sprache::N,ಭಾಷೆ,kieli
275,Stimme::N,ಧ್ವನಿ,ääni
276,Wort::N,ಮಾತು,sana
277,Zeichen::N,ಗುರುತು,merkki
278,Ruf::N,ಕೂಗು,kutsu
279,Lärm::N,ಸದ್ದು,melu
280,Lärm::N,ಸದ್ದು,hälinä
281,Laut::N,ಶಬ್ದ,ääni
282,Ton::N,ನಾದ,sävel
283,Lied::N,ಗಾನ,laulu
284,Ruhe::N,ಶಾಂತಿ,lepo
285,Ruhe::N,ಶಾಂತಿ,rauha
286,Leute::N,ಮಂದಿ,väki
287,Leute::N,ಮಂದಿ,ihmiset
288,Volk::N,ಜನಾಂಗ,kansa
289,Arbeit::N,ಕೆಲಸ,työ
290,Gast::N,ಅತಿಥಿ,vieras
291,Geschenk::N,ಕಾಣಿಕೆ,lahja
292,Spiel::N,ಆಟ,peli
293,Spiel::N,ಆಟ,leikki
294,Gesellschaft::N,ಸಂಗ,seura
295,Hilfe::N,ಸಹಾಯ,apu
296,Freund::N,ಸ್ನೇಹಿತ,ystävä
297,Kamerad::N,ಜೊತೆಗಾರ,toveri
298,Angelegenheit::N,ವಿಚಾರ,asia
299,Anzahl::N,ಎಣಿಕೆ,lukumäärä
300,Art::N,ತರ,laji
301,Stück::N,ತುಂಡು,pala
302,Stück::N,ತುಂಡು,kappale
303,Teil::N,ಭಾಗ,osa
304,Hälfte::N,ಅರ್ಧ,puoli
305,Kreis::N,ವೃತ್ತ,ympyrä
306,Kreuz::N,ಶಿಲುಬೆ,risti
307,Linie::N,ರೀಖೆ,viiva
308,Strich::N,ಗೀಟು,piirto
309,Abstand::N,ಅಂತರ,väli
310,Abstand::N,ಅಂತರ,väljyys
311,Entfernung::N,ದೂರ,etäisyys
312,Gegend::N,ವಿಸ್ತೀರ್ಣ,seutu
313,Platz::N,ಅಂತರ,tila
314,Ort::N,ಸ್ಥಳ,kohta
315,Ort::N,ಸ್ಥಳ,paikka
316,Seite::N,ಪಕ್ಷ,sivu
317,Seite::N,ಪಕ್ಷ,kylki
318,Mitte::N,ನಡು,keskus
319,Mitte::N,ನಡು,puoliväli
320,Gegenstand::N,ವಸ್ತು,kalu
321,Gegenstand::N,ವಸ್ತು,esine
322,Sache::N,ವಸ್ತು,asia
323,Rand::N,ಅಂಚು,ääri
324,Rand::N,ಅಂಚು,syrjä
325,Kante::N,ಅಂಚು,särmä
326,Ecke::N,ಮೂಲೆ,nurkka
327,Spitze::N,ತುದಿ,terä
328,Spitze::N,ತುದಿ,kärki
329,Ende::N,ಕೊನೆ,pää
330,Ende::N,ಕೊನೆ,perä
331,Loch::N,ತೂತು,kolo
332,Loch::N,ತೂತು,reikä
333,Winkel::N,ಕೋನ,kulma
334,Muster::N,ನಮೂನೆ,kuvio
335,Größe::N,ಪ್ರಮಾಣ,koko
336,Größe::N,ಪ್ರಮಾಣ,suuruus
337,Länge::N,ಉದ್ದ,pituus
338,Höhe::N,ಎತ್ತರ,korkeus
339,Gewicht::N,ತೂಕ,paino
340,Menge::N,ಮೊತ್ತ,määrä
341,Haufen::N,ರಾಶಿ,kasa
342,Reihe::N,ಸಾಲು,rivi
343,Boot::N,ದೋಣಿ,vene
344,Ruder::N,ಹುಟ್ಟು,airo
345,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,reki
346,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,kelkka
347,Ski::N,ಜಾರುಪಟ್ಟಿ,suksi
348,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,nuotio
349,Last::N,ಹೊರೆ,kuorma
350,Gang::N,ತಿರುಗಾಟ,kulku
351,Gang::N,ತಿರುಗಾಟ,käynti
352,Schritt::N,ಹೆಜ್ಜೆ,askel
353,Norden::N,ಉತ್ತರ,pohjoinen
354,Süden::N,ದಕ್ಷಿಣ,etelä
355,Westen::N,ಪಶ್ಚಿಮ,länsi
356,Osten::N,ಮೂಡಲು,itä
357,Holz::N,ಚೌಬೀನೆ,puu
358,Brett::N,ಹಲಗೆ,lauta
359,Platte::N,ಹಲಗೆ,levy
360,Stütze::N,ಆಸರೆ,noja
361,Stange::N,ಕಂಬ,tanko
362,Stock::N,ಕೋಲು,keppi
363,Stab::N,ದೊಣ್ಣೆ,sauva
364,Stab::N,ದೊಣ್ಣೆ,seiväs
365,Rohr::N,ನಳಿಕೆ,putki
366,Haus::N,ಮನೆ,talo
367,Heim::N,ಗೃಹ,koti
368,Ofen::N,ಒಲೆ,uuni
369,Fußboden::N,ನೆಲ,lattia
370,Tisch::N,ಮೇಜು,pöytä
371,Stuhl::N,ಕುರ್ಚಿ,tuoli
372,Wiege::N,ತೊಟ್ಟಿಲು,kehto
373,Bett::N,ಹಾಸಿಗೆ,sänky
374,Regal::N,ಬೀರು,hylly
375,Kiste::N,ಪಟ್ಟಿಗೆ,arkku
376,Kiste::N,ಪಟ್ಟಿಗೆ,kirstu
377,Kiste::N,ಪಟ್ಟಿಗೆ,laatikko
378,Fenster::N,ಕಿಟಕಿ,ikkuna
379,Tür::N,ಬಾಗಿಲು,ovi
380,Tor::N,ಹೆಬ್ಬಾಗಿಲು,portti
381,Zaun::N,ಬೇಲಿ,aita
382,Dach::N,ಮಾಳಿಗೆ,katto
383,Leiter::N,ಏಣಿ,tikkaat
384,Leiter::N,ಏಣಿ,tikapuut
385,Besen::N,ಪೊರಕೆ,luuta
386,Spaten::N,ಗುದ್ದಲಿ,lapio
387,Schaufel::N,ಸನಿಕೆ,lapio
388,Gabel::N,ಕವಲು,haarukka
389,Löffel::N,ಚಮಚ,lusikka
390,Messer::N,ಚಾಕು,veitsi
391,Nagel::N,ಆಣಿ,naula
392,Netz::N,ಬಲೆ,verkko
393,Haken::N,ಕೊಂಡಿ,haka
394,Haken::N,ಕೊಂಡಿ,koukku
395,Griff::N,ಹಿಡಿ,ripa
396,Griff::N,ಹಿಡಿ,kahva
397,Schloss::N,ವೀಗ,lukko
398,Bild::N,ಚಿತ್ರ,kuva
399,Figur::N,ಆಕಾರ,kuvio
400,Puppe::N,ಗೊಂಬೆ,nukke
401,Beutel::N,ಸಂಚಿ,pussi
402,Bündel::N,ಕಟ್ಟು,nippu
403,Bündel::N,ಕಟ್ಟು,kimppu
404,Tasche::N,ಚೀಲ,laukku
405,Eimer::N,ಬಾನೆ,sanko
406,Eimer::N,ಬಾನೆ,ämpäri
407,Deckel::N,ಮುಚ್ಚಳ,kansi
408,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,astia
409,Sack::N,ಮೂಟೆ,säkki
410,Tasse::N,ಬಟ್ಟಲು,kuppi
411,Topf::N,ಮಡಕೆ,pata
412,Kessel::N,ಕೆಟಲ್,kattila
413,Essen::N,ಊಟ,syönti
414,Nahrung::N,ಆಹಾರ,ruoka
415,Nahrung::N,ಆಹಾರ,ravinto
416,Speise::N,ಊಟ,ruoka
417,Fleisch::N,ಮಾಂಸ,liha
418,Getreide::N,ಧಾನ್ಯ,vilja
419,Brei::N,ಗಂಜಿ,puuro
420,Brot::N,ರೊಟ್ಟಿ,leipä
421,Scheibe::N,ಹೋಳು,viipale
422,Fett::N,ಕೊಬ್ಬು,rasva
423,Butter::N,ಬೆಣ್ಣೆ,voi
424,Öl::N,ಎಣ್ಣೆ,öljy
425,Salz::N,ಉಪ್ಪು,suola
426,Suppe::N,ಎಸರು,keitto
427,Honig::N,ಮಧು,hunaja
428,Milch::N,ಹಾಲು,maito
429,Tee::N,ಚಹ,tee
430,Leder::N,ಚಕ್ಕಳ,nahka
431,Wolle::N,ಉಣ್ಣೆ,villa
432,Stoff::N,ಬಟ್ಟೆ,kangas
433,Nadel::N,ಸೂಜಿ,neula
434,Faden::N,ದಾರ,lanka
435,Knopf::N,ಗುಂಡು,nappi
436,Knoten::N,ಗಂಟು,solmu
437,Farbe::N,ಬಣ್ಣ,maali
438,Kleidung::N,ಅರಿವೆ,vaatteet
439,Hemd::N,ಅಂಗಿ,paita
440,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,kaulus
441,Ärmel::N,ತೋಳು,hiha
442,Hose::N,ಇಜಾರ,housut
443,Gürtel::N,ಬೆಲ್ಟು,vyö
444,Mütze::N,ಟೋಪಿ,lakki
445,Schuh::N,ಪಾದರಕ್ಷೆ,kenkä
446,Stiefel::N,ಬೂಟು,saapas
447,Ring::N,ಉಂಗುರ,sormus
448,Band::N,ರಿಬ್ಬನ್,nauha
449,Kamm::N,ಹಣಿಗೆ,kampa
450,Spiegel::N,ಕನ್ನಡಿ,peili
451,Riemen::N,ಬಾರು,hihna
452,Schnur::N,ಹುರಿ,naru
453,Schnur::N,ಹುರಿ,nuora
454,Leine::N,ಹಗ್ಗ,talutushihna
455,Decke::N,ಕಂಬಳಿ,peite
456,Kissen::N,ದಿಂಬು,tyyny
457,Kissen::N,ದಿಂಬು,pielus
458,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,huivi
459,Handtuch::N,ಚೌಕ,pyyheliina
460,Kraft::N,ಬಲ,väki
461,Kraft::N,ಬಲ,voima
462,Stärke::N,ಶಕ್ತಿ,vahvuus
463,Gesundheit::N,ಆರೋಗ್ಯ,terveys
464,Krankheit::N,ರೋಗ,tauti
465,Krankheit::N,ರೋಗ,sairaus
466,Schmerz::N,ನೋವು,kipu
467,Schmerz::N,ನೋವು,särky
468,Wunde::N,ಗಾಯ,haava
469,Fieber::N,ಜ್ವರ,kuume
470,Arznei::N,ಔಷಧ,lääke
471,Brücke::N,ಸೇತುವೆ,silta
472,Brunnen::N,ಬಾವಿ,kaivo
473,Weide::N,ಗೋಮಾಳ,laidun
474,Pfad::N,ದಾರಿ,polku
475,Weg::N,ಹಾದಿ,tie
476,Straße::N,ರಸ್ತೆ,katu
477,Dorf::N,ಹಳ್ಳಿ,kylä
478,Stadt::N,ಪಟ್ಟಣ,kaupunki
479,Brief::N,ಕಾಗದ,kirje
480,Buch::N,ಪುಸ್ತಕ,kirja
481,Buchstabe::N,ಅಕ್ಷರ,kirjain
482,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,lehti
483,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,sanomalehti
484,Leben::N,ಜೀವನ,elo
485,Leben::N,ಜೀವನ,elämä
486,Tod::N,ಮರಣ,kuolema
487,Grab::N,ಗೋರಿ,hauta
488,Kirche::N,ಚರ್ಚು,kirkko
489,Sünde::N,ಪಾಪ,synti
490,Gott::N,ದೇವರು,jumala
491,Arbeiter::N,ಕೆಲಸಗಾರ,työläinen
492,Chef::N,ದಣಿ,päällikkö
493,Meister::N,ಶಿಕ್ಷಕ,mestari
494,Arzt::N,ವೈದ್ಯ,lääkäri
495,Lehrer::N,ಉಪಾಧ್ಯಾಯ,opettaja
496,Geld::N,ಹಣ,raha
497,Geschäft::N,ವಾಣಿಜ್ಯ,liike
498,Laden::N,ಅಂಗಡಿ,puoti
499,Laden::N,ಅಂಗಡಿ,kauppa
500,Preis::N,ಬೆಲೆ,hinta
501,Ware::N,ಸರಕು,tavara
502,Nutzen::N,ಲಾಭ,hyöty
503,Reichtum::N,ಸಂಪತ್ತು,rikkaus
504,Welt::N,ಭೂಲೋಕ,maailma
505,Land::N,ದೇಶ,maa
506,Staat::N,ರಾಜ್ಯ,valtio
507,König::N,ರಾಜ,kuningas
508,Macht::N,ಅಧಿಕಾರ,mahti
509,Grenze::N,ಗಡಿ,raja
510,Krieg::N,ಯುದ್ಧ,sota
511,Feind::N,ಶತ್ರು,vihollinen
512,Gewalt::N,ಹಿಂಸೆ,väkivalta
513,Kampf::N,ಹೋರಾಟ,taistelu
514,Bogen[Waffe]::N,ಬಿಲ್ಲು,jousi
515,Pfeil::N,ಅಂಬು,nuoli
516,Gewehr::N,ಬಂದೂಕು,kivääri
517,Fehler::N,ತಪ್ಪು,vika
518,Fehler::N,ತಪ್ಪು,virhe
519,Lüge::N,ಸುಳ್ಳು,valhe
520,Schaden::N,ಹಾನಿ,vaurio
521,Schaden::N,ಹಾನಿ,vahinko
522,Unglück::N,ಅಪಾಯ,vahinko
523,Unglück::N,ಅಪಾಯ,onnettomuus
524,Schuld::N,ದೋಷ,syy
525,Alter::N,ಮುಪ್ಪು,ikä
526,Schluss::N,ಮುಕ್ತಾಯ,loppu
527,Zeit::N,ಕಾಲ,aika
528,Tag::N,ದಿನ,päivä
529,Morgen::N,ಮುಂಜಾನೆ,aamu
530,Morgen::N,ಮುಂಜಾನೆ,huomen
531,Mittag::N,ನಡುಹಗಲು,keskipäivä
532,Abend::N,ಸಂಜೆ,ilta
533,Nacht::N,ರಾತ್ರಿ,yö
534,Woche::N,ವಾರ,viikko
535,Monat::N,ತಿಂಗಳು,kuukausi
536,Jahr::N,ಸಂವತ್ಸರ,vuosi
537,Frühling::N,ವಸಂತ,kevät
538,Sommer::N,ಬಿಸಿಲುಕಾಲ,kesä
539,Herbst::N,ಶರತ್ಕಾಲ,syksy
540,Winter::N,ಚಳಿಗಾಲ,talvi
541,Januar::N,ನಾಲ್ಚಳಿ,tammikuu
542,Februar::N,ಅಯ್ಚಳಿ,helmikuu
543,März::N,ಮೊಬ್ಬೇಸಿಗೆ,maaliskuu
544,April::N,ಇಬ್ಬೇಸಿಗೆ,huhtikuu
545,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,toukokuu
546,Juni::N,ಮೊಮ್ಮಳೆ,kesäkuu
547,Juli::N,ಇಮ್ಮಳೆ,heinäkuu
548,August::N,ಮುಮ್ಮಳೆ,elokuu
549,September::N,ನಾಲ್ಮಳೆ,syyskuu
550,Oktober::N,ಮೊಚ್ಚಳಿ,lokakuu
551,November::N,ಇಚ್ಚಳಿ,marraskuu
552,Dezember::N,ಮುಚ್ಚಳಿ,joulukuu
553,Montag::N,ಸೋಮುವಾರ,maanantai
554,Dienstag::N,ಮಂಗಳವಾರ,tiistai
555,Mittwoch::N,ಬುಧವಾರ,keskiviikko
556,Donnerstag::N,ಗುರುವಾರ,torstai
557,Freitag::N,ಶುಕ್ರವಾರ,perjantai
558,Samstag::N,ಶನಿವಾರ,lauantai
559,Sonntag::N,ಭಾನುವಾರ,sunnuntai
560,groß::A,ದೊಡ್ಡ,iso
561,groß::A,ದೊಡ್ಡ,suuri
562,klein::A,ಪುಟ್ಟ,pieni
563,lang::A,ದೀರ್ಘ,pitkä
564,kurz::A,ಚಕ್ಕ,lyhyt
