,Concept_ID,te,zh
256,Stück::N,తునుక,块
257,Teil::N,భాగము,部分
258,Hälfte::N,సగము,一半
259,Kreis::N,వృత్తము,圆
260,Kreuz::N,సిలువ,十字架
261,Linie::N,గీత,线条
262,Strich::N,గీత,划
263,Abstand::N,సందు,距离
264,Entfernung::N,దూరము,距离
265,Gegend::N,విస్తీర్ణము,地区
266,Platz::N,ఎడము,场所
267,Ort::N,స్థలము,地点
268,Seite::N,ప్రక్క,面
269,Mitte::N,నడిమి,中间
270,Gegenstand::N,పద్దు,物品
271,Sache::N,వస్తువు,物
272,Rand::N,అంచు,边
273,Kante::N,అంచు,棱
274,Ecke::N,మూల,角
275,Spitze::N,మొన,尖
276,Ende::N,కొన,结尾
277,Loch::N,రంధ్రము,洞
278,Winkel::N,కోణము,角度
279,Muster::N,మాదిరి,模型
280,Größe::N,పరిమాణము,大小
281,Länge::N,పొడుగు,长度
282,Höhe::N,పొడుగు,高度
283,Gewicht::N,భారము,重量
284,Menge::N,మొత్తము,数量
285,Haufen::N,రాశి,堆
286,Reihe::N,వరుస,行
287,Boot::N,పడవ,小船
288,Ruder::N,అడక,奖
289,Schlitten::N,సరవండ్లు,雪橇
290,Ski::N,స్కీ,雪板
291,Lagerfeuer::N,నెగడు,营火
292,Last::N,బరువు,负担
293,Gang::N,నడక,行走
294,Schritt::N,అడుగు,步伐
295,Norden::N,ఉత్తరదిక్కు,北
296,Süden::N,దక్షిణము,南
297,Westen::N,పడమర,西
298,Osten::N,తూర్పు,东
299,Holz::N,కొయ్య,木材
300,Brett::N,పలక,木板
301,Platte::N,పలక,平板
302,Stütze::N,వాల్సేడ్లు,支架
303,Stange::N,స్తంభము,杆
304,Stock::N,కఱ్ఱ,棒
305,Stab::N,కఱ్ఱ,棍
306,Rohr::N,గొట్టము,管子
307,Haus::N,ఇల్లు,房屋
308,Heim::N,స్వగృహము,家
309,Ofen::N,పొయ్యి,炉子
310,Fußboden::N,నేల,地板
311,Tisch::N,మేజా,桌子
312,Stuhl::N,కుర్చీ,椅子
313,Wiege::N,ఉయ్యాల,摇蓝
314,Bett::N,పడక,床
315,Bett::N,మంచం,床
316,Regal::N,అటక,架子
317,Kiste::N,వెట్టె,箱子
318,Fenster::N,కిటికి,窗户
319,Tür::N,ద్వారము,门
320,Tor::N,ద్వారము,大门
321,Zaun::N,కంచె,篱笆
322,Dach::N,ఇంటివైకప్పు,屋顶
323,Leiter::N,నిచ్చెన,梯子
324,Besen::N,చీపురుకట్ట,扫帚
325,Spaten::N,పాఱ,铁锹
326,Schaufel::N,పాఱ,铁锹
327,Gabel::N,ముండ్లగరిటె,叉
328,Löffel::N,గరిటె,食匙
329,Messer::N,కత్తి,刀
330,Nagel::N,మేకు,钉子
331,Netz::N,వల,网
332,Haken::N,కొక్కెము,钩子
333,Griff::N,పిడి,把柄
334,Schloss::N,తాళము,锁
335,Bild::N,చిత్రము,图画
336,Figur::N,రూపము,人像
337,Puppe::N,బొమ్మ,娃娃
338,Beutel::N,సంచి,袋子
339,Bündel::N,మూట,捆
340,Tasche::N,సంచి,手提包
341,Eimer::N,చేద,桶
342,Deckel::N,మూత,盖子
343,Geschirr::N,వంటకాలు,餐具
344,Sack::N,గోనెసంచి,袋子
345,Tasse::N,గిన్నె,杯子
346,Topf::N,కుండ,锅
347,Kessel::N,నీరుకాచుపాత్ర,水壶
348,Essen::N,ఆహారము,进餐
349,Nahrung::N,ఆహారము,食物
350,Speise::N,ఆహారము,菜肴
351,Fleisch::N,మాంసము,肉
352,Getreide::N,ధాన్యము,谷物
353,Brei::N,గుజ్జు,粥
354,Brot::N,రొట్టె,面包
355,Scheibe::N,బద్ద,片
356,Fett::N,క్రొవ్వు,脂肪
357,Butter::N,వెన్న,黄油
358,Öl::N,నూనె,油
359,Salz::N,ఉప్పు,盐
360,Suppe::N,చారు,汤
361,Honig::N,తెనె,蜂蜜
362,Milch::N,పాలు,奶
363,Tee::N,తేనీరు,茶
364,Leder::N,బాగుచేసివతోలు,皮革
365,Wolle::N,ఉన్ని,毛线
366,Stoff::N,బట్ట,织物
367,Nadel::N,సూది,针
368,Faden::N,దారము,线
369,Knopf::N,బొత్తాము,纽扣
370,Knoten::N,ముడి,结
371,Farbe::N,రంగు,颜色
372,Kleidung::N,బట్టలు,衣服
373,Hemd::N,చొక్కాయ,衬衫
374,Kragen::N,మాల,领子
375,Ärmel::N,చొక్కాయచెయ్యి,袖子
376,Hose::N,ఇజారు,裤子
377,Gürtel::N,పటకా,腰带
378,Mütze::N,టోపి,帽子
379,Schuh::N,పాదరక్ష,鞋
380,Stiefel::N,బూటు,靴子
381,Ring::N,ఉంగరము,戒指
382,Band::N,నాడా,带子
383,Kamm::N,దువ్వెన,梳子
384,Spiegel::N,అద్దము,镜子
385,Riemen::N,వాడా,皮带
386,Schnur::N,దారము,绳子
387,Leine::N,వారు,皮带
388,Decke::N,కంబళి,被子
389,Kissen::N,తలగడ,软垫
390,Tuch::N,బట్ట,巾
391,Handtuch::N,తువాలు,手巾
392,Kraft::N,బలము,力
393,Stärke::N,శక్తి,力量
394,Gesundheit::N,ఆరోగ్యము,健康
395,Krankheit::N,రోగము,病
396,Schmerz::N,నొప్పి,痛
397,Wunde::N,గాయము,伤口
398,Fieber::N,జ్వరము,发烧
399,Arznei::N,మందు,药
400,Brücke::N,వంతెన,桥
401,Brunnen::N,బావి,井
402,Brunnen::N,కూపము,井
403,Brunnen::N,నుయ్యి,井
404,Weide::N,పచ్చికబయలు,牧场
405,Pfad::N,కాలిత్రోవ,小路
406,Weg::N,మార్గము,路
407,Straße::N,బాట,街
408,Dorf::N,గ్రామము,村庄
409,Stadt::N,పట్టణము,城市
410,Brief::N,జాబు,信
411,Buch::N,పుస్తకము,书
412,Buchstabe::N,అక్షరము,字母
413,Zeitung::N,వార్తాపత్రిక,报纸
414,Leben::N,ప్రాణము,生命
415,Tod::N,మరణము,死亡
416,Grab::N,సమాధి,坟墓
417,Kirche::N,క్రెస్తవులగుడి,教堂
418,Sünde::N,పాపము,罪
419,Gott::N,దేవుడు,上帝
420,Arbeiter::N,పనిపాటుచేశేవాడు,工人
421,Chef::N,యజమానుడు,上司
422,Meister::N,కళాకారుడు,师傅
423,Arzt::N,వైద్యుడు,医生
424,Lehrer::N,ఉపాధ్యాయుడు,教师
425,Geld::N,ద్రవ్యము,钱
426,Geschäft::N,వ్యాపారము,交易
427,Laden::N,అంగడి,商店
428,Preis::N,వెల,价格
429,Ware::N,సరకులు,商品
430,Nutzen::N,ప్రయోజనము,好处
431,Reichtum::N,ధనము,财富
432,Welt::N,ప్రపంచము,世界
433,Land::N,దేశము,国家
434,Staat::N,రాజ్యము,国家
435,König::N,రాజు,国王
436,Macht::N,అధికారము,权力
437,Grenze::N,సరిహద్దు,边界
438,Krieg::N,యుద్ధము,战争
439,Feind::N,శత్రువు,敌人
440,Gewalt::N,దౌర్జన్యము,暴力
441,Kampf::N,పోట్లాట,战斗
442,Bogen[Waffe]::N,విల్లు,弓
443,Pfeil::N,బాణము,箭
444,Gewehr::N,తుపాకి,枪
445,Fehler::N,తప్ప,错误
446,Lüge::N,అసత్యము,谎话
447,Schaden::N,నష్టము,损失
448,Unglück::N,దురదృష్టము,不幸
449,Schuld::N,తప్పు,过错
450,Alter::N,వయస్సు,年龄
451,Schluss::N,ముగింపు,结束
452,Zeit::N,కాలము,时间
453,Tag::N,దినము,天
454,Morgen::N,ఉదయము,早晨
455,Mittag::N,మధ్యాహ్నము,中午
456,Abend::N,సాయంకాలము,晚上
457,Nacht::N,రత్రి,夜
458,Woche::N,వారము,星期
459,Monat::N,నెల,月
460,Jahr::N,సంవత్సరము,年
461,Frühling::N,వసంతకాలము,春天
462,Sommer::N,వేసవికాము,夏天
463,Herbst::N,ఆకురాలుకాలము,秋天
464,Winter::N,శీతకాలము,冬天
465,Januar::N,జనవరి,一月
466,Februar::N,ఫిబ్రవరి,二月
467,März::N,మార్చి,三月
468,April::N,ఏప్రిలు,四月
469,Mai::N,మే,五月
470,Juni::N,జూన్,六月
471,Juli::N,జూలై,七月
472,August::N,ఆగస్టు,八月
473,September::N,సెప్ఠెంబరు,九月
474,Oktober::N,అక్టోబరు,十月
475,November::N,నవంబరు,十一月
476,Dezember::N,డిసెంబర్,十二月
477,Montag::N,సోమవారము,星期一
478,Dienstag::N,మంగళవారము,星期二
479,Mittwoch::N,బుధవారము,星期三
480,Donnerstag::N,గురువారము,星期四
481,Freitag::N,శుక్రవారము,星期五
482,Samstag::N,శనివారము,星期六
483,Sonntag::N,ఆదివారము,星期日
484,groß::A,గొప్పైన,大
485,klein::A,చిన్న,小
486,lang::A,పొడుగాటి,长
487,kurz::A,పొట్టి,短
488,breit::A,వెడల్పైన,宽
489,schmal::A,ఇఱుకైన,细长的
490,dicht::A,దట్టమైన,密
491,dick[Gegenstand]::A,దట్టమైన,厚
492,dünn::A,పలుచని,薄
493,fein::A,నాజాకైన,细小
494,fest::A,దృడమైవ,固体
495,flach::A,చదువైన,平坦
496,glatt::A,నున్నని,光滑
497,hart::A,కఠినమైన,硬
498,weich::A,మృదువైన,软
499,rund::A,గుండ్రని,圆
500,spitz::A,మొనగల,尖
501,scharf::A,పదనైన,锋利
502,stumpf::A,వాడిలేని,钝
503,schwer::A,బరువ్తెన,重
504,schön::A,సుందరమైన,美丽
505,heiß::A,వేడియైన,烫
506,warm::A,వెచ్చని,暖和
507,kalt::A,చల్లని,冷
508,kühl::A,చల్లని,凉
509,frisch::A,తాజాయైన,新鲜
510,feucht::A,చెమ్మగానున్న,潮湿
511,nass::A,తడిగామన్న,湿
512,trocken::A,ఎండిన,干
513,voll::A,నిండు,满
514,leer::A,శూన్యమైన,空
515,offen::A,తెఱచియున్న,敞开
516,geschlossen::A,మూసిన,关闭
517,sauber::A,పరిశుద్ధమైన,干净
518,schmutzig::A,ముఱికియైన,肮脏
519,roh::A,పచ్చి,生
520,reif::A,పండివ,成熟
521,lecker::A,రుచి గల,好吃
522,süß::A,తియ్యని,甜
523,bitter::A,చేదైన,苦
524,sauer::A,పుల్లని,酸
525,hell::A,కాంతిగల,亮
526,dunkel::A,చీకటియైన,阴暗
527,schwarz::A,నల్లని,黑
528,weiß::A,తెలుపు,白
529,rot::A,ఎఱ్ఱని,红
530,gelb::A,పసుపు పచ్చ,黄
531,blau::A,నీలవర్ణము,蓝
532,grün::A,ఆకుపచ్చని,绿
533,grau::A,నెరిసిన,灰色
534,bunt::A,రంగేలీ,五彩
535,billig::A,చౌకయైన,便宜
536,teuer::A,వెలపొడుగైన,贵
537,wertvoll::A,విలుప్తెన,贵重
538,blind::A,గ్రుడ్డి,瞎
539,taub::A,చెవిటి,聋
540,kräftig::A,శక్తి గల,强壮
541,stark::A,బలమైన,强壮
542,schwach::A,బలహీనమైన,弱
543,fett::A,క్రొవ్విన,胖
544,schlank::A,సన్నని,苗条
545,hübsch::A,సాగప్తెన,漂亮
546,böse::A,చెడ్డ,邪恶
547,dumm::A,తెలివిలేని,笨
548,faul::A,సోమరియైన,懒惰
549,fleißig::A,శ్రద్దగల,勤奋
550,geizig::A,పిసినారియైన,吝啬
551,klug::A,తెలివిగల,聪明
552,geschickt::A,నిపుణతగల,灵巧
553,lieb::A,ప్రియమైన,可爱
554,lustig::A,ఉల్లాసము గల,快乐
555,sanft::A,సాధువైన,柔和
556,hungrig::A,ఆకలిగొనిన,饥饿
557,krank::A,వ్యాధిగల,患病
558,nackt::A,దిగంబరమైన,裸体
559,traurig::A,విచారముగల,悲哀
560,lebendig::A,ప్రాణముతో నున్న,活
561,gut::A,మంచి,好
562,schlecht::A,చెడ్డ,坏
563,richtig::A,సరియైన,正确
564,schlimm::A,అసహ్యమైన,糟糕
565,wahr::A,నిజమైన,真
566,alt::A,ముసలి,旧
567,neu::A,క్రొత్త,新
568,ehemalig::A,పూర్వపు,以前
569,alt[Lebewesen]::A,ముసలి,老
570,jung::A,పసి,年轻
571,arm::A,బీద,贫穷
572,reich::A,ధనవంతుడైన,富裕
573,bekannt::A,తెలిసిన,出名
574,berühmt::A,ప్రపిద్దికెక్కివ,著名
575,fremd::A,అన్యమైన,陌生
576,verschieden::A,భేదమైన,不同
577,nah::A,దగ్గఱనున్న,近
578,fern::A,దూరమందున్న,遥远
579,linker::A,ఎడమప్రక్కగ,左
580,rechter::A,కుడి,右
581,anderer::A,వేఱ్తెన,别的
582,erster::A,మొదటి,第一
583,zweiter::A,రెండన,第二
584,dritter::A,మూడో,第三
585,letzter::A,కడపటి,最后
586,allein::ADV,ఒంటిగా,单独
587,auf einmal::ADV,హరాత్తుగ,同时
588,zusammen::ADV,కలిసి,一起
589,lange::ADV,బహుకాలము,许久
590,plötzlich::ADV,హరాత్తుగ,忽然
591,sofort::ADV,తక్షణము,立刻
592,später::ADV,ఇటీవలి,以后
593,jetzt::ADV,ఇప్పుడు,现在
594,heute::ADV,నేడు,今天
595,morgen::ADV,ఱేపు,明天
596,bald::ADV,శీఘ్రముగ,即将
597,dann::ADV,అప్పుడు,然后
598,gestern::ADV,నిన్నటి దినము,昨天
599,einst::ADV,పూర్వమొకప్పుడు,曾经
600,damals::ADV,అప్పుడు,当时
601,danach::ADV,అప్పుడు,随后
602,vorher::ADV,ఎదుట,事先
603,zuerst::ADV,మొదటిలో,首先
604,einmal::ADV,ఒకసారి,一次
605,manchmal::ADV,అప్పటప్పటికి,有时
606,oft::ADV,తఱచుగా,时常
607,immer::ADV,ఎల్లప్పుడు,总是
608,niemals::ADV,ఎప్పుడునులేదు,从未
609,hier::ADV,ఇక్కడ,这里
610,hierhin::ADV,ఇక్కడకు,到这里
611,von hier::ADV,ఇక్కడనుండి,由此
612,dort::ADV,అక్కడ,那里
613,dorthin::ADV,అక్కడికి,到那里
614,geradeaus::ADV,సూటిగా,一直往前
615,vorwärts::ADV,ముందుకు,向前
616,rückwärts::ADV,వెనుకకు,向后
617,zurück::ADV,వెనుకభాగము,退后
618,unten::ADV,క్రింద,下面
619,hinab::ADV,కిందికి,向下
620,oben::ADV,మీద,上面
621,hinauf::ADV,పైకి,向上
622,überall::ADV,అంతటా,到处
623,nicht::ADV,కాదు,不
624,ein wenig::ADV,కొంచెము,一点儿
625,kaum::ADV,చాలిచాలక,几乎不
626,sehr::ADV,చాల,很
627,so::ADV,ఆలాగున,如此
628,noch::ADV,ఇప్పటికిని,还
629,nur::ADV,మాత్రము,只
630,schon::ADV,ఇదివఱకే,已经
631,wieder::ADV,తిరిగి,又
632,vergebens::ADV,నిష్ఫలముగా,
633,vor::PRP,ముందు,在...面前
634,hinter::PRP,వెనుక,在...背后
635,unter::PRP,క్రింద,在...下面
636,durch::PRP,ద్వారా,穿过
637,neben::PRP,దగ్గెర,在...旁
638,zwischen::PRP,మధ్య,在...之间
639,wegen::PRP,కారణంగా,由于
640,dies::PRN,ఇది,这
641,das::PRN,అది,那
642,alles::PRN,సకలము,一切
643,ich::PRN,నేను,我
644,du::PRN,నీవు,你
645,er::PRN,అతడు,他
646,wir::PRN,మనము,我们
647,ihr::PRN,మీరు,你们
648,sie::PRN,వారు,她
649,was::FPRN,ఏమి,什么
650,wer::FPRN,ఎవడు,谁
651,wo::FADV,ఎక్కడ,哪里
652,wohin::FADV,ఎందుకు,去哪里
653,wie::FADV,ఎట్టు,怎么
654,warum::FADV,ఏల,为什么
655,wieviel::FNUM,ఎంత,多少
656,eins::NUM,ఒకటి,一
657,zwei::NUM,రెండు,二
658,drei::NUM,మూడు,三
659,vier::NUM,నాలుగు,四
660,fünf::NUM,అయిదు,五
661,sechs::NUM,ఆఱు,六
662,sieben::NUM,ఏరు,七
663,acht::NUM,ఎనిమదు,八
664,neun::NUM,తొమ్మిది,九
665,zehn::NUM,పది,十
666,elf::NUM,పదునొకొండు,十一
667,zwölf::NUM,పండ్రండు,十二
668,zwanzig::NUM,ఇరుపది,二十
669,dreißig::NUM,ముప్పది,三十
670,vierzig::NUM,నలువది,四十
671,fünfzig::NUM,ఏబది,五十
672,sechzig::NUM,అరుపది,六十
673,siebzig::NUM,డెబ్బది,七十
674,achtzig::NUM,ఎనుబది,八十
675,neunzig::NUM,తొంబది,九十
676,hundert::NUM,నూఱు,百
677,tausend::NUM,వేయి,千
678,und::CNJ,మఱియు,和
679,oder::CNJ,లేక,或者
680,stehen::V,నిలుచు,站
681,sitzen::V,కూర్చుండు,坐
682,liegen::V,పండుకొనుట,躺着
683,hängen::V,వ్రేలాడదీయు,挂着
684,werden::V,అగు,成为
685,passieren::V,సంభవించు,发生
686,beginnen::V,ఆరంభించు,开始
687,enden::V,తీరుట,终止
688,wechseln::V,మార్చు,变迁
689,aufgehen[Sonne]::V,ఉదయించు,升起
690,untergehen[Sonne]::V,అస్తమించు,下落
691,scheinen[Sonne]::V,ప్రకాశించు,照射
692,donnern::V,ఉరుముట,打雷
693,wehen::V,దురద్పప్టము,飘扬
694,strömen::V,పారుట,流
695,fließen::V,ప్రవహించు,流动
696,sich drehen::V,తిరుగు,转动
697,schwanken::V,ఆడించుట,摇摆
698,schwingen::V,ఊగుట,摇
699,fallen::V,పడు,坠落
700,brennen::V,కాలుట,燃烧
701,rauchen::V,పొగసుట,冒烟
702,regnen::V,కురిపించుట,下雨
703,gefrieren::V,గడ్డకట్టు,结冰
704,tauen::V,కరగు,融化
705,schmelzen::V,కరగు,溶化
706,trocknen::V,యెండుట,变干
707,sieden::V,ఉడుకు,煮
708,faulen::V,క్రుళ్లు,腐烂
709,verfaulen::V,క్షిణించు,腐烂
710,reißen::V,చించు,撕
711,versinken::V,మునుగు,下沉
712,vergehen::V,సంభవించు,流逝
713,erscheinen::V,కనబడు,出现
714,verschwinden::V,అదృశ్యమగు,消失
715,sinken::V,ముణుగుట,下降
