,Concept_ID,bn,es
191,Pilz::N,ছত্রক,hongo
192,Zwiebel::N,পিয়াজ,cebolla
193,Saat::N,বীজ,siembra
194,Korn::N,শস্য,grano
195,Heu::N,খড়,heno
196,Schale::N,খোসা,cáscara
197,Grube::N,গর্ত,foso
198,Falle::N,ফাঁদ,trampa
199,Schlinge::N,পাশ,lazo
200,Spur::N,চিহ্ন,huella
201,Asche::N,ভস্ম,ceniza
202,Dreck::N,ময়লা,suciedad
203,Eisen::N,লোহা,hierro
204,Gold::N,স্বর্ণ,oro
205,Silber::N,রৌপ্য,plata
206,Kohle::N,অঙ্গার,carbón
207,Glas::N,কাচ,vidrio
208,Glas::N,কাচ,cristal
209,Lehm::N,মৃত্তিকা,barro
210,Sand::N,বালি,arena
211,Mensch::N,নর,hombre
212,Mensch::N,নর,ser humano
213,Mensch::N,মানুষ,hombre
214,Mensch::N,মানুষ,ser humano
215,Mann::N,মানুষ,hombre
216,Frau::N,নারী,mujer
217,Kind::N,বাচ্চা,niño
218,Junge::N,ছেলে,chico
219,Junge::N,ছেলে,muchacho
220,Mädchen::N,মেয়ে,chica
221,Mädchen::N,মেয়ে,muchacha
222,Familie::N,পরিবার,familia
223,Großvater::N,মাতামহ,abuelo
224,Großmutter::N,মাতামহী,abuela
225,Eltern::N,মাতাপিতা,padres
226,Vater::N,পিতা,padre
227,Mutter::N,মাতা,madre
228,Sohn::N,ছেলে,hijo
229,Tochter::N,মেয়ে,hija
230,Bruder::N,দাদা,hermano
231,Schwester::N,বোন,hermana
232,Schwester::N,দিদি,hermana
233,Onkel::N,মামা,tío
234,Tante::N,মাসী,tía
235,Ehemann::N,স্বামী,esposo
236,Ehefrau::N,পত্নী,esposa
237,Freude::N,উল্লাস,placer
238,Freude::N,উল্লাস,alegría
239,Gelächter::N,হাসি,risa
240,Gelächter::N,হাসি,carcajada
241,Glück::N,সুখ,felicidad
242,Kummer::N,দুঃখ,pena
243,Wunsch::N,আকাঙ্ক্ষা,deseo
244,Lust::N,বাসনা,ganas
245,Geist::N,আত্না,mente
246,Geist::N,আত্না,espíritu
247,Gedanke::N,চিন্তা,idea
248,Gedanke::N,চিন্তা,pensamiento
249,Gedächtnis::N,স্মরণশক্তি,memoria
250,Verstand::N,মন,razón
251,Verstand::N,মন,entendimiento
252,Sinn::N,পদার্থ,sentido
253,Sinn::N,পদার্থ,significado
254,Grund::N,কারণ,causa
255,Wahrheit::N,সত্য,verdad
256,Gespräch::N,কথাবার্তা,conversación
257,Märchen::N,রূপকথা,cuento
258,Erzählung::N,গল্প,cuento
259,Erzählung::N,গল্প,narración
260,Nachricht::N,তথ্য,mensaje
261,Neuigkeit::N,খবরাখবর,noticia
262,Name::N,নাম,nombre
263,Rätsel::N,ধাঁধা,acertijo
264,Rätsel::N,ধাঁধা,adivinanza
265,Rede::N,বক্তৃতা,discurso
266,Sprache::N,ভাষা,lengua
267,Stimme::N,স্বর,voz
268,Wort::N,শব্দ,palabra
269,Zeichen::N,প্রতীক,señal
270,Ruf::N,ডাক,llamada
271,Lärm::N,হৈচৈ,ruido
272,Lärm::N,হৈচৈ,barullo
273,Laut::N,ধ্বনি,sonido
274,Ton::N,স্বর,tono
275,Lied::N,গান,canción
276,Ruhe::N,শান্তি,calma
277,Ruhe::N,শান্তি,silencio
278,Leute::N,প্রজাপুঞ্জ,gente
279,Volk::N,জাতি,pueblo
280,Arbeit::N,চাকরি,trabajo
281,Gast::N,অতিথি,huésped
282,Gast::N,অতিথি,invitado
283,Geschenk::N,উপহার,regalo
284,Spiel::N,খেলা,juego
285,Gesellschaft::N,সঙ্গিগণ,compañía
286,Hilfe::N,সাহায্য,ayuda
287,Hilfe::N,সাহায্য,socorro
288,Freund::N,বন্ধু,amigo
289,Kamerad::N,সঙ্গী,camarada
290,Kamerad::N,সঙ্গী,compañero
291,Angelegenheit::N,বিষয়,asunto
292,Anzahl::N,পরিমাণ,cantidad
293,Art::N,রকম,tipo
294,Art::N,রকম,clase
295,Stück::N,টুকরো,pieza
296,Teil::N,অংশ,parte
297,Hälfte::N,অর্ধেক,mitad
298,Kreis::N,বৃত্ত,círculo
299,Kreuz::N,ক্রুশ,cruz
300,Linie::N,রেখা,línea
301,Strich::N,কষি,raya
302,Strich::N,কষি,trazo
303,Abstand::N,ফাঁক,distancia
304,Entfernung::N,ব্যবধান,distancia
305,Gegend::N,ক্ষেত্র,región
306,Gegend::N,ক্ষেত্র,comarca
307,Platz::N,জায়গা,espacio
308,Ort::N,স্থান,sitio
309,Seite::N,পার্শ্ব,lado
310,Seite::N,পার্শ্ব,costado
311,Mitte::N,মধ্য,medio
312,Mitte::N,মধ্য,centro
313,Gegenstand::N,জিনিস,objeto
314,Sache::N,বস্তু,cosa
315,Rand::N,কানা,borde
316,Kante::N,ধার,borde
317,Ecke::N,কোণ,esquina
318,Spitze::N,ডগা,punta
319,Ende::N,প্রান্ত,cabo
320,Ende::N,প্রান্ত,extremo
321,Loch::N,গর্ত,agujero
322,Loch::N,গর্ত,abertura
323,Winkel::N,কোণ,ángulo
324,Muster::N,নমুন্,dibujo
325,Größe::N,আয়তন,tamaño
326,Länge::N,দৈর্ঘ্য,longitud
327,Höhe::N,উচ্চতা,altura
328,Höhe::N,উচ্চতা,altitud
329,Gewicht::N,ওজন,peso
330,Menge::N,পরিমাণ,cantidad
331,Haufen::N,পুঞ্জ,montón
332,Reihe::N,শ্রেণী,fila
333,Boot::N,নৌকা,bote
334,Boot::N,নৌকা,barca
335,Ruder::N,দাঁড়,remo
336,Schlitten::N,স্নেজ্-গাড়ি,trineo
337,Ski::N,শী,esquí
338,Lagerfeuer::N,অগ্নি,hoguera
339,Last::N,বোঝা,carga
340,Gang::N,হণ্টন,marcha
341,Schritt::N,পদ,paso
342,Norden::N,উত্তরদিক্,norte
343,Süden::N,দক্ষিণদিক,sur
344,Westen::N,পশ্চিমদিক্,oeste
345,Osten::N,পূর্বদিক,este
346,Holz::N,কাঠ,madera
347,Brett::N,তক্তা,tabla
348,Platte::N,ফলক,placa
349,Platte::N,ফলক,plancha
350,Stütze::N,নাগদণ্ড,sostén
351,Stütze::N,নাগদণ্ড,soporte
352,Stange::N,দণ্ড,vara
353,Stange::N,দণ্ড,percha
354,Stock::N,ছড়ি,palo
355,Stock::N,ছড়ি,bastón
356,Stab::N,যষ্টি,vara
357,Stab::N,যষ্টি,bastón
358,Rohr::N,নল,tubo
359,Haus::N,ঘর,casa
360,Heim::N,বাসা,hogar
361,Ofen::N,স্টোভ্,estufa
362,Fußboden::N,গহতল,suelo
363,Tisch::N,মেজ,mesa
364,Tisch::N,টেবিল,mesa
365,Stuhl::N,চেয়ার,silla
366,Stuhl::N,কেদারা,silla
367,Wiege::N,দোলনা,cuna
368,Bett::N,শয্যা,cama
369,Regal::N,তাক,estantería
370,Kiste::N,বাক্স,caja
371,Fenster::N,জানালা,ventana
372,Tür::N,দ্বার,puerta
373,Tor::N,দ্বার,puerta
374,Zaun::N,বেড়া,valla
375,Zaun::N,বেড়া,cercado
376,Dach::N,ছাদ,techo
377,Dach::N,ছাদ,tejado
378,Leiter::N,মই,escalera
379,Besen::N,গুল্মবিশেষ,escoba
380,Spaten::N,কোদাল,pala
381,Schaufel::N,বেলচা,pala
382,Schaufel::N,বেলচা,paleta
383,Gabel::N,কাঁটা,tenedor
384,Löffel::N,চামচ,cuchara
385,Messer::N,ছুরি,cuchillo
386,Nagel::N,পেরেক,clavo
387,Netz::N,জাল,red
388,Haken::N,কাচি,gancho
389,Haken::N,কাচি,corchete
390,Griff::N,হাতল,asa
391,Griff::N,হাতল,mango
392,Schloss::N,তালা,cerradura
393,Bild::N,ছবি,imagen
394,Bild::N,চিত্র,imagen
395,Figur::N,আকার,figura
396,Puppe::N,পুতুল,muñeca
397,Beutel::N,বটুয়া,bolsa
398,Bündel::N,আঁটি,haz
399,Tasche::N,থলি,bolso
400,Eimer::N,বাল্তি,cubo
401,Deckel::N,আবরণ,tapa
402,Deckel::N,আবরণ,tapadera
403,Geschirr::N,থালা-বাসন,vajilla
404,Sack::N,বস্তা,saco
405,Tasse::N,কাপ,taza
406,Topf::N,পাত্র,olla
407,Topf::N,পাত্র,marmita
408,Kessel::N,কেটলি,caldera
409,Essen::N,আহার,comida
410,Nahrung::N,খাদ্য,alimento
411,Speise::N,খাদ্য,plato
412,Fleisch::N,মাংস,carne
413,Getreide::N,শস্য,cereales
414,Brei::N,মণ্ড,puré
415,Brei::N,মণ্ড,papilla
416,Brot::N,রুটি,pan
417,Scheibe::N,ফালি,lonja
418,Scheibe::N,ফালি,rebanada
419,Fett::N,মেদ,grasa
420,Butter::N,মাখন,mantequilla
421,Öl::N,তৈল,aceite
422,Salz::N,নুন,sal
423,Suppe::N,শুরুয়া,sopa
424,Honig::N,মধু,miel
425,Milch::N,দুধ,leche
426,Tee::N,চা,té
427,Leder::N,পাকা চামড়া,cuero
428,Wolle::N,পশম,lana
429,Stoff::N,বস্ত্র,tela
430,Stoff::N,বস্ত্র,tejido
431,Nadel::N,সুচ,aguja
432,Faden::N,সূত্র,hilo
433,Knopf::N,বোতাম,botón
434,Knoten::N,গিঁট,nudo
435,Farbe::N,রং,pintura
436,Kleidung::N,কাপড়,ropa
437,Kleidung::N,কাপড়,vestidos
438,Hemd::N,শার্ট,camisa
439,Kragen::N,গলবন্ধ,cuello
440,Ärmel::N,আস্তিন্,manga
441,Hose::N,ট্রাউজার,pantalón
442,Gürtel::N,কটিবন্ধ,cinturón
443,Mütze::N,টুপি,gorro
444,Schuh::N,জুতো,zapato
445,Stiefel::N,বুট,bota
446,Ring::N,আংটি,anillo
447,Band::N,ফিতা,cinta
448,Kamm::N,চিরুনি,peine
449,Spiegel::N,আয়না,espejo
450,Riemen::N,চাবুক,correa
451,Schnur::N,দড়ি,cuerda
452,Leine::N,শিকল,correa
453,Decke::N,কম্বল,manta
454,Kissen::N,উপাধান,almohada
455,Tuch::N,বস্ত্র,pañuelo
456,Handtuch::N,তোয়ালে,toalla
457,Kraft::N,জোর,fuerza
458,Stärke::N,শক্তি,fuerza
459,Gesundheit::N,স্বাস্থ্য,salud
460,Krankheit::N,অসুখ,enfermedad
461,Krankheit::N,ব্যামো,enfermedad
462,Schmerz::N,যন্ত্রণা,dolor
463,Wunde::N,ক্ষত,llaga
464,Wunde::N,ক্ষত,herida
465,Fieber::N,জ্বর,fiebre
466,Arznei::N,ঔষধ,medicina
467,Arznei::N,ঔষধ,medicamento
468,Brücke::N,সেতু,puente
469,Brunnen::N,কূপ,pozo
470,Weide::N,পশুচারণভূমি,pasto
471,Pfad::N,পথ,sendero
472,Weg::N,পথ,camino
473,Straße::N,রাস্তা,vía
474,Straße::N,রাস্তা,carretera
475,Dorf::N,গ্রাম,aldea
476,Dorf::N,গ্রাম,pueblo
477,Stadt::N,শহর,ciudad
478,Brief::N,চিঠি,carta
479,Buch::N,বই,libro
480,Buchstabe::N,অক্ষর,letra
481,Buchstabe::N,অক্ষর,carácter
482,Zeitung::N,সংবাদপত্র,diario
483,Zeitung::N,সংবাদপত্র,periódico
484,Leben::N,জীবন,vida
485,Tod::N,মৃত্যু,muerte
486,Grab::N,কবর,tumba
487,Grab::N,কবর,sepulcro
488,Kirche::N,গির্জা,iglesia
489,Sünde::N,পাপ,pecado
490,Gott::N,দেবতা,dios
491,Arbeiter::N,শ্রমিক,obrero
492,Arbeiter::N,শ্রমিক,trabajador
493,Chef::N,নেতা,jefe
494,Meister::N,ব্যক্তি,maestro
495,Arzt::N,চিকিৎসক,médico
496,Lehrer::N,অধ্যাপক,profesor
497,Geld::N,মুদ্রা,dinero
498,Geld::N,টাকাপয়সা,dinero
499,Geschäft::N,ব্যস্ততা,negocio
500,Laden::N,দোকান,tienda
501,Preis::N,মূল্য,precio
502,Ware::N,পণ্যদ্রব্য,mercancía
503,Nutzen::N,সুবিধা,provecho
504,Reichtum::N,ধনদৌলত,riqueza
505,Welt::N,জগৎ,mundo
506,Land::N,খেত,país
507,Staat::N,রাষ্ট্র,Estado
508,König::N,রাজা,rey
509,Macht::N,প্রভাব,poder
510,Macht::N,প্রভাব,potencia
511,Grenze::N,সীমা,frontera
512,Krieg::N,যুদ্ধ,guerra
513,Feind::N,শত্রু,enemigo
514,Gewalt::N,জোর,violencia
515,Kampf::N,লড়াই,lucha
516,Kampf::N,লড়াই,combate
517,Bogen[Waffe]::N,ধনুক,arco
518,Pfeil::N,বাণ,flecha
519,Gewehr::N,বন্দুক,fusil
520,Gewehr::N,বন্দুক,escopeta
521,Fehler::N,ভুল,error
522,Lüge::N,মিথ্যা,mentira
523,Schaden::N,ক্ষতি,daño
524,Unglück::N,দুর্ভাগ্য,desgracia
525,Schuld::N,অপরাধ,culpa
526,Alter::N,আয়ু,edad
527,Schluss::N,শেষ,fin
528,Schluss::N,শেষ,final
529,Zeit::N,সময়,tiempo
530,Tag::N,দিন,día
531,Morgen::N,সকাল,mañana
532,Mittag::N,মধ্যাহু,mediodía
533,Abend::N,সন্ধ্যা,noche
534,Nacht::N,রাত্রি,noche
535,Woche::N,সপ্তাহ,semana
536,Monat::N,মাস,mes
537,Jahr::N,সৌরবর্ষ,año
538,Frühling::N,বসন্তকাল,primavera
539,Sommer::N,গ্রীষ্মকাল,verano
540,Herbst::N,শরংঋতু,otoño
541,Winter::N,শীতকাল,invierno
542,Januar::N,জানুয়ারী,enero
543,Februar::N,ফেব্রুয়ারী,febrero
544,März::N,মার্চ,marzo
545,April::N,এপ্রিল,abril
546,Mai::N,মে,mayo
547,Juni::N,জুন,junio
548,Juli::N,জুলাই,julio
549,August::N,অগাস্ট,agosto
550,September::N,সেপ্টেম্বর,septiembre
551,Oktober::N,অক্টোবর,octubre
552,November::N,নভেম্বর,noviembre
553,Dezember::N,ডিসেম্বর,diciembre
554,Montag::N,সোমবার,lunes
555,Dienstag::N,মঙ্গলবার,martes
556,Mittwoch::N,বুধবার,miércoles
557,Donnerstag::N,বৃহম্পতিবার,jueves
558,Freitag::N,শুক্রবার,viernes
559,Samstag::N,শনিবার,sábado
560,Sonntag::N,রবিবার,domingo
561,groß::A,বৃহৎ,grande
562,klein::A,ছোট,pequeño
563,lang::A,দীর্ঘ,largo
564,kurz::A,খর্ব,corto
565,kurz::A,হ্রস্ব,corto
566,breit::A,চওড়া,ancho
567,schmal::A,সরু,estrecho
568,dicht::A,ঘন,denso
569,dick[Gegenstand]::A,পুরু,grueso
570,dünn::A,কৃশ,fino
571,dünn::A,কৃশ,delgado
572,fein::A,সূক্ষ্ম,fino
573,fein::A,সূক্ষ্ম,delicado
574,fest::A,দৃঢ়,firme
575,fest::A,দৃঢ়,sólido
576,flach::A,সমতল,plano
577,glatt::A,মসৃণ,liso
578,hart::A,শক্ত,duro
579,weich::A,নরম,muelle
580,rund::A,গোলাকার,redondo
581,spitz::A,তীক্ষ্ন,agudo
582,spitz::A,তীক্ষ্ন,apuntado
583,scharf::A,শাণিত,agudo
584,scharf::A,শাণিত,afilado
585,stumpf::A,ভোঁতা,sin filo
586,schwer::A,ভারী,pesado
587,schön::A,সুন্দর,bello
588,schön::A,সুন্দর,hermoso
589,heiß::A,গরম,caluroso
590,warm::A,ঈষদুষ্ণ,cálido
591,warm::A,ঈষদুষ্ণ,caliente
592,kalt::A,ঠাণ্ডা,frío
593,kühl::A,শীতল,fresco
594,frisch::A,তাজা,fresco
595,feucht::A,ভিজা,húmedo
596,nass::A,ভিজা,mojado
597,trocken::A,শুষ্ক,seco
598,voll::A,পূর্ণ,lleno
599,leer::A,খালি,vacío
600,offen::A,খোলা,abierto
601,geschlossen::A,বন্ধ,cerrado
602,sauber::A,নির্মল,limpio
603,schmutzig::A,নোংরা,sucio
604,roh::A,কাঁচা,crudo
605,reif::A,পাকা,maduro
606,lecker::A,সুস্বাদ,rico
607,lecker::A,সুস্বাদ,sabroso
608,süß::A,মিষ্ট,dulce
609,bitter::A,তিক্ত,amargo
610,sauer::A,টক,agrio
611,hell::A,উজ্জ্বল,claro
612,dunkel::A,অন্ধকারময়,oscuro
613,schwarz::A,কালো,negro
614,weiß::A,সাদা,blanco
615,rot::A,লাল,rojo
616,gelb::A,হলদে,amarillo
617,blau::A,নীল,azul
618,grün::A,সবুজ,verde
619,grau::A,ছাই-রঙা,gris
620,bunt::A,রঙিন,multicolor
621,billig::A,সস্তা,barato
622,teuer::A,আক্রা,caro
623,wertvoll::A,মহার্ঘ,valioso
624,wertvoll::A,মহার্ঘ,precioso
625,blind::A,কানা,ciego
626,taub::A,বধির,sordo
627,kräftig::A,বিশাল,fuerte
628,stark::A,শক্তিশালী,fuerte
629,stark::A,শক্তিশালী,vigoroso
630,schwach::A,দুর্বল,débil
631,fett::A,মোটা,obeso
632,schlank::A,কৃশ,esbelto
633,hübsch::A,সুন্দর,mono
634,hübsch::A,সুন্দর,guapo
635,böse::A,খারাপ,malo
636,dumm::A,মূর্খ,tonto
637,dumm::A,মূর্খ,estúpido
638,faul::A,শ্রমবিমুখ,vago
639,faul::A,শ্রমবিমুখ,perezoso
640,fleißig::A,পরিশ্রমী,aplicado
641,fleißig::A,পরিশ্রমী,diligente
642,geizig::A,ব্যয়কুণ্ঠ,avaro
643,klug::A,দক্ষ,sensato
644,klug::A,দক্ষ,inteligente
645,geschickt::A,পটু,hábil
646,lieb::A,প্রেয়,querido
647,lustig::A,প্রফুল্ল,alegre
648,sanft::A,নম্র,suave
649,hungrig::A,ক্ষুধার্ত,hambriento
650,krank::A,অসুস্থ,enfermo
651,nackt::A,উলঙ্গ,desnudo
652,traurig::A,দুঃখিত,triste
653,lebendig::A,জীবিত,vivo
654,lebendig::A,জীবিত,viviente
655,gut::A,ভালো,bueno
656,schlecht::A,মন্দ,malo
657,richtig::A,ঠিক,justo
658,richtig::A,ঠিক,correcto
659,schlimm::A,কদর্য,malo
660,schlimm::A,কদর্য,grave
661,wahr::A,বাস্তব,verídico
662,wahr::A,বাস্তব,verdadero
663,alt::A,পুরাতন,viejo
664,neu::A,নব,nuevo
665,neu::A,নূতন,nuevo
666,ehemalig::A,পূর্বকালীন,antiguo
667,alt[Lebewesen]::A,বৃদ্ধ,viejo
668,jung::A,তরুণ,joven
669,arm::A,ক্ষুদ্র,pobre
670,reich::A,ধনবান্,rico
671,bekannt::A,সুপরিচিত,conocido
672,berühmt::A,বিখ্যাত,famoso
673,berühmt::A,বিখ্যাত,célebre
674,fremd::A,বিদেশি,extraño
675,verschieden::A,বিসদৃশ,diverso
676,verschieden::A,বিসদৃশ,distinto
677,verschieden::A,বিসদৃশ,diferente
678,nah::A,নিকটবতী,cercano
679,fern::A,দুরবতী,lejano
680,linker::A,বাম,izquierdo
681,rechter::A,ডান,derecho
682,rechter::A,ডাইন,derecho
683,anderer::A,অন্যতর,otro
684,erster::A,প্রথম,primero
685,zweiter::A,দ্বিতীয়,segundo
686,dritter::A,তৃতীয়,tercero
687,letzter::A,সর্বশেষ,último
688,allein::ADV,একক,a solo
689,auf einmal::ADV,জলদি,de una vez
690,zusammen::ADV,একসঙ্গে,juntos
691,lange::ADV,লম্বা,mucho tiempo
692,plötzlich::ADV,হঠাৎ,de repente
693,sofort::ADV,মুহ্ণর্তমধ্যে,en seguida
694,später::ADV,পশ্চাতে,más tarde
695,jetzt::ADV,এখন,ahora
696,heute::ADV,আজ,hoy
697,morgen::ADV,আগামিকাল,mañana
698,bald::ADV,অস্পকালমধ্যে,pronto
699,bald::ADV,অস্পকালমধ্যে,en breve
700,dann::ADV,তখন,luego
701,dann::ADV,তখন,entonces
702,gestern::ADV,গতকাল,ayer
703,einst::ADV,একবার মাত্র,antaño
704,damals::ADV,তখন,entonces
705,danach::ADV,পরে,después
706,vorher::ADV,আগে,antes
707,zuerst::ADV,আগে,primero
708,einmal::ADV,একবার,una vez
709,manchmal::ADV,কখনও কখনও,a veces
710,oft::ADV,ঘনঘন,a menudo
711,oft::ADV,ঘনঘন,con frecuencia
712,immer::ADV,সর্বদা,siempre
713,niemals::ADV,কখলও নহে,jamás
714,hier::ADV,এখানে,aquí
715,hierhin::ADV,এখানে,acá
716,von hier::ADV,ত্রই স্তান হইতে,desde aquí
717,dort::ADV,ওখানে,ahí
718,dort::ADV,ওখানে,allí
719,dorthin::ADV,ওখানে,allí
720,dorthin::ADV,ওখানে,hacia allí
721,geradeaus::ADV,অগ্রগামী,todo derecho
722,vorwärts::ADV,সন্মুখিকে,adelante
