,Concept_ID,ps,ba
97,Tropfen::N,قطره,тамсы
98,Tropfen::N,څاڅکی,тамсы
99,Schaum::N,ځګ,күбек
100,Schmutz::N,ناپاکي,батҡаҡ
101,See::N,جهیل,күл
102,Sumpf::N,جبه,һаҙлык
103,Moor::N,جبه,һаҙ
104,Wiese::N,چمن,болон
105,Wiese::N,شنېلی,болон
106,Wald::N,ځنګل,урман
107,Hügel::N,تپه,түбә
108,Anhöhe::N,غونډۍ,түбә
109,Anhöhe::N,غونډۍ,ҡалҡыулыҡ
110,Berg::N,غ‍‍‍‍‍ر,тау
111,Gipfel::N,څوکه,түбә
112,Höhle::N,کاز,мәмерйә
113,Abhang::N,لمن,ипкен
114,Quelle::N,چینه,шишмә
115,Bach::N,واله,шишмә
116,Fluss::N,سیند,йылға
117,Ufer::N,غاړه,яр
118,Küste::N,ساحل,яр буйы
119,Festland::N,وچه,ҡоро ер
120,Meer::N,بحر,диңгез
121,Meer::N,سمندر,диңгез
122,Bucht::N,کارۍ,бухта
123,Insel::N,ټاپو,үтрау
124,Insel::N,جزيره,үтрау
125,Blume::N,ګل,сәскә
126,Gras::N,واښه,үлән
127,Wurzel::N,ریښه,тамыр
128,Baum::N,ونه,ағас
129,Stamm::N,ډډ,олон
130,Stamm::N,ډډ,көбәк
131,Rinde::N,پوستکی,ҡабыҡ
132,Ast::N,ښاخ,ботаҡ
133,Zweig::N,څانګه,ботаҡ
134,Zweig::N,څانګه,тармаҡ
135,Blatt::N,پاڼه,япраҡ
136,Birke::N,توس,ҡайын
137,Kiefer[Baum]::N,نښتر,ҡарғай
138,Weide[Baum]::N,وله,тал
139,Tanne::N,ناجو,шыршы
140,Horn::N,ښکر,мөғөҙ
141,Feder::N,بڼکه,ҡауырһын
142,Fell::N,پوستکی,тире
143,Flügel::N,وزر,ҡанат
144,Klaue::N,پنجه,тырнаҡ
145,Klaue::N,منګول,тырнаҡ
146,Kralle::N,پنجه,аяҡ
147,Kralle::N,منګول,аяҡ
148,Schwanz::N,لکۍ,ҡойроҡ
149,Ei::N,وۍ,йомортҡа
150,Ei::N,هګۍ,йомортҡа
151,Nest::N,جاله,оя
152,Bau::N,کاز,оң
153,Tier::N,ژوی,жайуан
154,Tier::N,ژوی,йыртҡыс
155,Tier::N,حیوان,жайуан
156,Tier::N,حیوان,йыртҡыс
157,Herde::N,رمه,көтөү
158,Herde::N,غېله,көтөү
159,Kuh::N,غوا,һыйыр
160,Bulle::N,غوئی,үгеҙ
161,Pferd::N,آس,ат
162,Schaf::N,پسه,һарыҡ
163,Schwein::N,سرکوزی,сусҡа
164,Hund::N,سپی,эт
165,Katze::N,پشه,бесәй
166,Bär::N,خرس,айыу
167,Eichhörnchen::N,خړ لمی,тейен
168,Elch::N,ګوزن,мышы
169,Fuchs::N,سپلم,төлкө
170,Hase::N,سوی,ҡуян
171,Maus::N,مږک,сысҡан
172,Wolf::N,لېوه,бүре
173,Vogel::N,مرغه,ҡош
174,Schwarm::N,سېل,көтөү
175,Huhn::N,چرګه,тауыҡ
176,Hahn::N,چرګ,әтәс
177,Gans::N,بته,ҡаҙ
178,Adler::N,عقاب,бөркөт
179,Ente::N,ایلۍ,өйрәк
180,Eule::N,ګونګی,өкө
181,Eule::N,ګونګی,ябалаҡ
182,Kranich::N,کلنګ,торна
183,Krähe::N,کارغه,ҡарға
184,Kuckuck::N,فاخته,кәкүк
185,Schwan::N,قو,аҡҡош
186,Fisch::N,کب,балыҡ
187,Fisch::N,ماهی,балыҡ
188,Schlange[Tier]::N,مار,йылан
189,Wurm::N,چینجی,селяүсен
190,Spinne::N,غڼه,үрмәксе
191,Spinne::N,تارکښ,үрмәксе
192,Ameise::N,مېږی,ҡырмыҫҡа
193,Laus::N,سپږه,бет
194,Mücke::N,ماشی,серәкәй
195,Fliege::N,مچ,себен
196,Schmetterling::N,پتنګ,күбәләк
197,Beere::N,مېوۍ,еләк
198,Apfel::N,مڼه,алма
199,Pilz::N,خرېړی,бәшмәк
200,Zwiebel::N,پیاز,һуган
201,Saat::N,تخم,орлоҡ
202,Korn::N,تخم,иген
203,Korn::N,دانه,иген
204,Heu::N,بوس,бесән
205,Heu::N,پروړه,бесән
206,Schale::N,پوستکی,ҡабыҡ
207,Grube::N,کنده,соҡор
208,Falle::N,دام,тоҙак
209,Falle::N,دام,ҡапҡан
210,Falle::N,لومه,тоҙак
211,Falle::N,لومه,ҡапҡан
212,Schlinge::N,کړۍ,тоҙак
213,Spur::N,نښه,әҫер
214,Asche::N,آس,көл
215,Asche::N,ایره,көл
216,Dreck::N,ناپاکي,батҡаҡ
217,Eisen::N,اوسپنه,тимер
218,Gold::N,سره زر,алтын
219,Silber::N,نقره,көмөш
220,Silber::N,سپین زر,көмөш
221,Kohle::N,سکور,күмер
222,Kohle::N,سکاره,күмер
223,Glas::N,ښيښه,быяла
224,Lehm::N,خټه,балсыҡ
225,Sand::N,شګه,ҡом
226,Mensch::N,انسان,кеше
227,Mann::N,سړی,ир
228,Mann::N,نارینه,ир
229,Frau::N,ښځه,ҡатын
230,Kind::N,بچی,бала
231,Kind::N,ماشوم,бала
232,Junge::N,هلک,малай
233,Mädchen::N,نجلۍ,ҡыҙ
234,Mädchen::N,نجلۍ,ҡыҙыҡай
235,Familie::N,کورنۍ,ғаилә
236,Großvater::N,بابا,олатай
237,Großmutter::N,انا,әбәй
238,Eltern::N,مور او پلار,ата-әсә
239,Vater::N,پلار,атай
240,Mutter::N,مور,әсә
241,Sohn::N,زوی,ул
242,Tochter::N,لور,ҡыҙ
243,Bruder::N,ورور,агай
244,Schwester::N,خور,алай
245,Schwester::N,خور,һеңле
246,Onkel::N,تره,ағай
247,Onkel::N,ماما,ағай
248,Tante::N,خاله,апай
249,Ehemann::N,مېړه,ир
250,Ehefrau::N,مېرمن,ҡатын
251,Freude::N,خوشحالي,шатлыҡ
252,Freude::N,خوشحالي,ҡыуаныс
253,Gelächter::N,خندا,көлөү
254,Glück::N,بخت,бәхет
255,Kummer::N,غم,ҡайғы
256,Wunsch::N,هيله,теләк
257,Wunsch::N,غوښتنه,теләк
258,Lust::N,شوق,әүәҫлек
259,Lust::N,مینه,әүәҫлек
260,Geist::N,روح,аң
261,Geist::N,روح,рух
262,Gedanke::N,فکر,уй
263,Gedanke::N,فکر,фекер
264,Gedächtnis::N,یاد,хәтер
265,Gedächtnis::N,حافظه,хәтер
266,Verstand::N,عقل,аҡыл
267,Verstand::N,شعور,аҡыл
268,Sinn::N,معنی,мәғәня
269,Grund::N,علت,сәбәп
270,Grund::N,اساس,сәбәп
271,Wahrheit::N,حقیقت,дөрөҫлөк
272,Gespräch::N,مرکه,әңгәмә
273,Gespräch::N,خبرې اترې,әңгәмә
274,Märchen::N,افسانه,әкиәт
275,Erzählung::N,قصه,хикәйә
276,Erzählung::N,کیسه,хикәйә
277,Nachricht::N,خبر,хәбәр
278,Neuigkeit::N,نوی خبر,яңылыҡ
279,Name::N,نوم,исем
280,Rätsel::N,کیسۍ,йомаҡ
281,Rätsel::N,چیستان,йомаҡ
282,Rede::N,وینا,телмәр
283,Sprache::N,ژبه,тел
284,Sprache::N,ژبه,телмәр
285,Stimme::N,غږ,тауыш
286,Stimme::N,اواز,тауыш
287,Wort::N,لغت,һүҙ
288,Wort::N,کلمه,һүҙ
289,Zeichen::N,نښه,билдә
290,Zeichen::N,اشاره,билдә
291,Ruf::N,ږغ,саҡырыу
292,Ruf::N,بلنه,саҡырыу
293,Lärm::N,غالمغال,шаулау
294,Laut::N,ږغ,тауыш
295,Ton::N,اواز,яңғырау
296,Lied::N,غزله,йыр
297,Lied::N,سندره,йыр
298,Ruhe::N,ارامي,ял
299,Ruhe::N,ارامي,тыныслыҡ
300,Leute::N,خلک,кешеләр
301,Volk::N,ولس,халҡ
302,Arbeit::N,کار,эш
303,Gast::N,مېلمه,ҡунаҡ
304,Geschenk::N,تحفه,бүләк
305,Geschenk::N,سوغات,бүләк
306,Spiel::N,لوبه,уйын
307,Gesellschaft::N,ډله,йәмғиәт
308,Hilfe::N,کومک,ярҙам
309,Hilfe::N,مرسته,ярҙам
310,Freund::N,ملګری,дуҫ
311,Kamerad::N,انډيوال,иптәш
312,Angelegenheit::N,موضوع,әш
313,Anzahl::N,شمېر,һан
314,Anzahl::N,تعداد,һан
315,Art::N,ډول,төр
316,Stück::N,ټوټه,киҫәк
317,Teil::N,برخه,өлөш
318,Hälfte::N,نیم,ярты
319,Kreis::N,دایره,түңәрәк
320,Kreuz::N,صلیب,тәре
321,Linie::N,خط,һыҙыҡ
322,Linie::N,لیکه,һыҙыҡ
323,Strich::N,کرښه,һыҙат
324,Abstand::N,فاصله,ара
325,Entfernung::N,واټن,алыҫлыҡ
326,Gegend::N,سیمه,урын
327,Gegend::N,منطقه,урын
328,Platz::N,ځای,арауыҡ
329,Ort::N,ځای,ерҙәр
330,Ort::N,ځای,урындар
331,Ort::N,ځای,эш урыны
332,Seite::N,مخ,яҡ
333,Seite::N,اړخ,яҡ
334,Mitte::N,وسط,урталыҡ
335,Mitte::N,مینځ,урталыҡ
336,Gegenstand::N,شی,нәмә
337,Sache::N,شی,нәмә
338,Sache::N,شی,әйбер
339,Sache::N,څيز,нәмә
340,Sache::N,څيز,әйбер
341,Rand::N,څنډه,сит
342,Rand::N,کناره,сит
343,Kante::N,اړخ,ҡабырға
344,Kante::N,اړخ,ян
345,Ecke::N,ګوټ,мөйөш
346,Spitze::N,څوکه,ос
347,Ende::N,څوکه,аҙаҡ
348,Loch::N,سوری,тишек
349,Winkel::N,کنج,мөйөш
350,Winkel::N,کوتی,мөйөш
351,Muster::N,نمونه,биҙәк
352,Größe::N,قد,ҙурлыҡ
353,Größe::N,لويوالی,ҙурлыҡ
354,Länge::N,طول,оҙонлоҡ
355,Länge::N,اوږد والی,оҙонлоҡ
356,Höhe::N,جګوالی,бейеклек
357,Gewicht::N,وزن,үлсәү
358,Menge::N,اندازه,һан
359,Haufen::N,کوټه,өйөм
360,Reihe::N,صف,рәт
361,Reihe::N,کتار,рәт
362,Boot::N,قايق,кәмә
363,Ruder::N,چپه,ишкәк
364,Schlitten::N,ښویېدونی,сана
365,Ski::N,سکي,саңгы
366,Lagerfeuer::N,اور,костер
367,Last::N,بار,ауырлыҡ
368,Last::N,پېټی,ауырлыҡ
369,Gang::N,تګ,барыу
370,Schritt::N,ګام,аҙым
371,Norden::N,شمال,төньяҡ
372,Süden::N,سوېل,көньяҡ
373,Westen::N,لوېدېځ,көнбайыш
374,Osten::N,شرق,көнсығыш
375,Osten::N,ختیځ,көнсығыш
376,Holz::N,لرګی,үағас
377,Brett::N,تخته,таҡта
378,Platte::N,تخته,плита
379,Stütze::N,تکیوان,терәк
380,Stange::N,ډاګه,кәртә
381,Stock::N,لرګی,таяҡ
382,Stab::N,چيخله,ҡолға
383,Rohr::N,نل,торба
384,Haus::N,کور,өй
385,Haus::N,کور,йорт
386,Heim::N,کور,өй
387,Ofen::N,تودنۍ,мейес
388,Fußboden::N,غولی,енес
389,Tisch::N,مېز,өҫтәл
390,Stuhl::N,چوکۍ,ултырғыс
391,Wiege::N,زانګو,бишек
392,Bett::N,کټ,карауат
393,Bett::N,چپرکټ,карауат
394,Regal::N,تاخچۍ,кәштә
395,Kiste::N,صندوق,йәшинк
396,Fenster::N,کړکۍ,тәҙрә
397,Tür::N,دروازه,ишек
398,Tor::N,دروازه,ҡапҡа
399,Zaun::N,کټاره,ҡойма
400,Dach::N,بام,түбә
401,Dach::N,بام,ҡыйыҡ
402,Leiter::N,زينه,баҫҡыс
403,Besen::N,جارو,һепертке
404,Spaten::N,یوم,көрәк
405,Schaufel::N,بېلچه,көрәк
406,Gabel::N,پنجه,сәнске
407,Löffel::N,کاشوغه,ҡалаҡ
408,Messer::N,چاقو,бысаҡ
409,Nagel::N,ميخ,сөй
410,Netz::N,جال,ау
411,Haken::N,څنګک,ыргаҡ
412,Griff::N,لاستی,тотҡа
413,Schloss::N,کلپ,йоҙаҡ
414,Bild::N,رسم,картина
415,Figur::N,قدوقامت,һын
416,Puppe::N,ګوډۍ,ҡурсаҡ
417,Beutel::N,کڅوړه,тоҡ
418,Bündel::N,دسته,төргәк
419,Tasche::N,بکس,сумка
420,Tasche::N,توبره,сумка
421,Eimer::N,سطل,биҙрә
422,Deckel::N,سرپوښ,ҡапҡас
423,Geschirr::N,لوښی,һауыт-һаба
424,Sack::N,جوال,тоҡ
425,Tasse::N,پیاله,сынаяҡ
426,Topf::N,دېګی,кәстрүл
427,Kessel::N,دېګ,ҡаҙан
428,Essen::N,خوراک,ашау
429,Nahrung::N,خوراک,аҙыҡ
430,Speise::N,خواړه,аш
431,Fleisch::N,غوښه,ит
432,Getreide::N,غله,иген
433,Getreide::N,غله,ашлыҡ
434,Brei::N,اوګره,бутҡа
435,Brot::N,ډوډۍ,икмәк
436,Scheibe::N,مړۍ,телем
437,Fett::N,غوړي,май
438,Butter::N,کوچ,май
439,Öl::N,تېل,май буяуы
440,Salz::N,مالګه,тоҙ
441,Suppe::N,شوربا,һурпа
442,Honig::N,شات,бал
443,Milch::N,شوده,һөт
444,Tee::N,چای,сәй
445,Leder::N,څرمن,күн
446,Wolle::N,پشم,йөн
447,Stoff::N,ټوټه,туҡыма
448,Nadel::N,ستن,энә
449,Faden::N,تار,еп
450,Knopf::N,تڼۍ,төймә
451,Knopf::N,تکمه,төймә
452,Knoten::N,غوټه,төйөн
453,Farbe::N,رنګ,буяу
454,Kleidung::N,کالي,кейем
455,Hemd::N,کميس,күлдәк
456,Kragen::N,غاړه,яға
457,Ärmel::N,لستوڼی,ең
458,Hose::N,پطلون,салбар
459,Gürtel::N,کمربند,ҡайыш
460,Mütze::N,خولۍ,бүрк
461,Schuh::N,بوټ,туфли
462,Stiefel::N,موزه,итек
463,Ring::N,ګوته,йөҙөк
464,Ring::N,ګوته,балдаҡ
465,Band::N,فيته,таҫма
466,Kamm::N,ګمنځ,тараҡ
467,Spiegel::N,ایینه,көзгө
468,Spiegel::N,هنداره,көзгө
469,Riemen::N,تسمه,ҡайыш
470,Schnur::N,مزی,бау
471,Leine::N,رسۍ,бау
472,Decke::N,بړستن,одеяд
473,Kissen::N,بالښت,мендәр
474,Tuch::N,ټیکری,яулыҡ
475,Handtuch::N,دسمال,таҫтамал
476,Kraft::N,زور,көс
477,Kraft::N,توان,көс
478,Stärke::N,قوت,көс
479,Gesundheit::N,صحت,һаулыҡ
480,Gesundheit::N,روغتیا,һаулыҡ
481,Krankheit::N,مرض,сир
482,Krankheit::N,مرض,ауырыу
483,Krankheit::N,ناروغي,сир
484,Krankheit::N,ناروغي,ауырыу
485,Schmerz::N,درد,һыҙлау
486,Schmerz::N,درد,әрнеү
487,Wunde::N,ټپ,йәрәхәт
488,Wunde::N,زخم,йәрәхәт
489,Fieber::N,تبه,тапма
490,Fieber::N,تبه,биҙгәк
491,Arznei::N,دوا,дарыу
492,Arznei::N,دارو,дарыу
493,Brücke::N,پول,күпер
494,Brunnen::N,څاه,ҡоҙоҡ
495,Brunnen::N,کوهی,ҡоҙоҡ
496,Weide::N,وله,көтөүлек
497,Pfad::N,تړه,һуҡмаҡ
498,Weg::N,لیار,юл
499,Straße::N,سړک,урам
500,Dorf::N,کلی,ауыл
501,Stadt::N,ښار,ҡала
502,Brief::N,لیک,хат
503,Brief::N,مکتوب,хат
504,Buch::N,کتاب,китап
505,Buch::N,کتاب,кенәгә
506,Buchstabe::N,حرف,хәреф
507,Buchstabe::N,توری,хәреф
508,Zeitung::N,اخبار,гәзит
509,Leben::N,ژوند,йәшәү
510,Tod::N,مرګ,үлем
511,Tod::N,مړینه,үлем
512,Grab::N,قبر,ҡәбер
513,Grab::N,ډورۍ,ҡәбер
514,Kirche::N,کلیسا,сиркәү
515,Sünde::N,ګناه,гөнаһ
516,Gott::N,خدای,алла
517,Gott::N,خدای,хоҙай
518,Arbeiter::N,کاریګر,эшсе
519,Chef::N,آمر,башлыҡ
520,Meister::N,استاد,оҫта
521,Arzt::N,طبیب,врач
522,Arzt::N,ډاکټر,врач
523,Lehrer::N,معلم,уҡытыусы
524,Lehrer::N,ښوونکی,уҡытыусы
525,Geld::N,پیسې,аҡса
526,Geschäft::N,سوداګري,эш
527,Laden::N,دکان,магазин
528,Laden::N,مغازه,магазин
529,Preis::N,بیه,хаҡ
530,Ware::N,مال,тауар
531,Nutzen::N,ګټه,файҙа
532,Reichtum::N,شتمني,байлыҡ
533,Welt::N,نړۍ,донъя
534,Welt::N,دنیا,донъя
535,Land::N,هېواد,ил
536,Staat::N,دولت,дәүләт
537,König::N,باچا,король
538,König::N,پادشاه,король
539,Macht::N,قدرت,власть
540,Grenze::N,حد,сик
541,Grenze::N,سرحد,сик
542,Krieg::N,جګړه,һуғыш
543,Feind::N,دښمن,йылан
544,Gewalt::N,زور,көслөк
545,Gewalt::N,تشدد,көслөк
546,Kampf::N,جنګ,көрәш
547,Kampf::N,مبارزه,көрәш
548,Bogen[Waffe]::N,لیندۍ,йәйә
549,Pfeil::N,غشی,уҡ
550,Gewehr::N,ټوپک,мылтыҡ
551,Fehler::N,خطا,хата
552,Fehler::N,غلطي,хата
553,Lüge::N,دروغ,ялған
554,Schaden::N,زیان,зыян
555,Schaden::N,زیان,зарар
556,Schaden::N,تاوان,зыян
557,Schaden::N,تاوان,зарар
558,Unglück::N,بدبختي,ҡаза
559,Schuld::N,ګناه,ғәйеп
560,Alter::N,منګ,йәш
561,Schluss::N,اخر,һуң
562,Schluss::N,اخر,аҙаҡ
563,Zeit::N,وخت,мәл
564,Zeit::N,وخت,заман
565,Tag::N,ورځ,көн
566,Morgen::N,سبا,иртә
567,Morgen::N,سبا,иртәнсәк
568,Morgen::N,سهار,иртә
569,Morgen::N,سهار,иртәнсәк
570,Mittag::N,غرمه,төш
571,Abend::N,ماښام,кис
572,Nacht::N,شپه,төн
573,Woche::N,اونۍ,аҙна
574,Monat::N,مياشت,ай
575,Jahr::N,کال,йыл
576,Frühling::N,پسرلی,яҙ
577,Sommer::N,دوبی,йәй
578,Herbst::N,منی,көз
579,Herbst::N,خزان,көз
580,Winter::N,ژمی,ҡыш
581,Januar::N,جنوري,ғинуар
582,Februar::N,فبروري,февраль
583,März::N,مارچ,март
584,April::N,اپریل,апрель
585,Mai::N,مې,май
586,Juni::N,جون,июнь
587,Juli::N,جولای,июль
588,August::N,اګست,август
589,September::N,سپټامبر,сентябрь
590,Oktober::N,اکتوبر,октябрь
591,November::N,نومبر,ноябрь
592,Dezember::N,دسمبر,декабрь
593,Montag::N,دوشنبه,дүшәмбе
594,Dienstag::N,سه شنبه,шишәмбе
595,Mittwoch::N,چارشنبه,шаршамбы
596,Donnerstag::N,پنجشنبه,кесаҙна
597,Freitag::N,جمعه,йома
598,Samstag::N,خالي,шәмбе
599,Sonntag::N,یکشنبه,йәкшәмбе
600,groß::A,لوی,ҙур
601,klein::A,وړوکی,бәләкәс
602,lang::A,اوړد,оҙон
603,kurz::A,لنډ,ҡыҫҡа
604,breit::A,پراخه,киң
605,schmal::A,تنګ,тар
606,dicht::A,ګڼ,йыш
607,dicht::A,ګڼ,ҡуйы
608,dick[Gegenstand]::A,پنډ,ҡалын
609,dünn::A,نری,йоҡа
610,dünn::A,نری,нәҙек
611,fein::A,نازک,нескә
612,fest::A,کلک,ныҡ
613,fest::A,ټینګ,ныҡ
614,flach::A,هوار,яҫы
615,flach::A,هوار,ялпаҡ
616,glatt::A,ښوی,шыма
617,hart::A,کلک,ҡаты
618,weich::A,نرم,йомшаҡ
619,weich::A,پوست,йомшаҡ
620,rund::A,ګرد,түңәрәк
621,spitz::A,تېره,осло түбәле
622,scharf::A,تېز,үткер
623,scharf::A,تېره,үткер
624,stumpf::A,پڅ,утмәҫ
625,schwer::A,دروند,ауыр
626,schön::A,ښکلی,матур
627,heiß::A,تود,эҫе
628,warm::A,تود,йылы
629,kalt::A,ېخ,һыуыҡ
630,kalt::A,سوړ,һыуыҡ
631,kühl::A,ېخ,һалҡынса
632,kühl::A,سوړ,һалҡынса
633,frisch::A,تازه,һалҡынса
634,feucht::A,مرطوب,еүеш
635,feucht::A,مرطوب,дымлы
636,nass::A,لوند,еүеш
637,trocken::A,وچ,кипкән
638,voll::A,ډک,тулы
639,leer::A,خالی,буш
640,offen::A,خلاص,асыҡ
641,offen::A,پرانیستی,асыҡ
642,geschlossen::A,تړلی,ябыҡ
643,sauber::A,پاک,таҙа
644,schmutzig::A,چټل,бысраҡ
645,roh::A,خام,сей
646,reif::A,پوخ,өлгөрғән
647,reif::A,رسېدلی,өлгөрғән
648,lecker::A,خوندور,тәмле
649,lecker::A,مزه دار,тәмле
650,süß::A,خوږ,тямле
651,süß::A,خوږ,тәм-том
652,süß::A,شیرین,тямле
653,süß::A,شیرین,тәм-том
654,bitter::A,تریخ,әсе
655,sauer::A,ټاک,әсе
656,sauer::A,تريو,әсе
657,hell::A,روڼ,яҡты
658,hell::A,روښان,яҡты
659,dunkel::A,تیاره,ҡараңғы
660,schwarz::A,تور,ҡара
661,weiß::A,سپين,аҡ
662,rot::A,سور,матур
663,rot::A,سور,һылыу
664,rot::A,سور,сибәр
665,gelb::A,زېړ,һары
666,blau::A,شین,күк
667,blau::A,اسماني رنګه,күк
668,grün::A,زرغون,йәшел
669,grau::A,خړ,буҙ
670,bunt::A,رنګارنګ,сыбар
671,bunt::A,رنګارنګ,ала-ҡола
672,billig::A,ارزان,арзан
673,teuer::A,ګران,ҡыйбатлы
674,wertvoll::A,قیمتي,ҡиммәтле
675,blind::A,ړوند,һуҡыр
676,taub::A,کوڼ,һаңғырау
677,kräftig::A,قوی,көслө
678,kräftig::A,قوی,ҡеүәтле
679,stark::A,قوی,көслө
680,stark::A,قوی,ҡеүәтле
681,stark::A,تکړه,көслө
682,stark::A,تکړه,ҡеүәтле
683,schwach::A,ضعیف,көсһөҙ
684,schwach::A,کمزوری,көсһөҙ
685,fett::A,چاغ,һимеҙ
686,schlank::A,خوش اندام,зифа
687,hübsch::A,ښکلی,матур
688,hübsch::A,ښایسته,матур
689,böse::A,شریر,асыулы
690,böse::A,قهرناک,асыулы
691,dumm::A,احمق,иҫәр
692,faul::A,لټ,иренсәк
693,faul::A,تنبل,иренсәк
694,fleißig::A,زحمت کښ,тырыш
695,geizig::A,بخیل,һаран
696,klug::A,عاقل,аҡыллы
697,klug::A,هوښیار,аҡыллы
698,geschickt::A,ماهر,оҫта
699,lieb::A,عزیز,яғымлы
700,lieb::A,محبوب,яғымлы
701,lustig::A,خوشحال,күңелле
702,sanft::A,پوست,йыуаш
703,sanft::A,ملایم,йыуаш
704,hungrig::A,وږی,ас
705,krank::A,مريض,сирле
706,krank::A,مريض,ауырыу
707,krank::A,ناروغ,сирле
708,krank::A,ناروغ,ауырыу
709,nackt::A,لوڅ,яланғас
710,traurig::A,غمجن,яманһыу
711,lebendig::A,ژوندی,тере
712,lebendig::A,ژوندی,йәнле
713,gut::A,ښه,яҡшы
714,schlecht::A,بد,хөрт
715,schlecht::A,بد,алама
716,schlecht::A,خراب,хөрт
717,schlecht::A,خراب,алама
718,richtig::A,سم,дөрөҫ
719,richtig::A,صحیح,дөрөҫ
720,schlimm::A,بد,хөрт
721,schlimm::A,بد,алама
722,schlimm::A,مخوف,хөрт
723,schlimm::A,مخوف,алама
724,wahr::A,واقعي,дөрөҫ
725,alt::A,زوړ,иҫке
726,alt::A,زوړ,боронғо
727,neu::A,نوی,яңы
728,ehemalig::A,پخوانی,элекке
729,alt[Lebewesen]::A,زوړ,ҡарт
730,jung::A,ځوان,йәш
731,arm::A,غریب,фәҡир
732,arm::A,بې وزله,фәҡир
733,reich::A,شتمن,бай
734,reich::A,دولتمند,бай
735,bekannt::A,اشنا,таныш
736,berühmt::A,مشهور,атаҡлы
737,berühmt::A,مشهور,данлыҡлы
738,fremd::A,پردی,ят
739,fremd::A,پردی,сит
740,fremd::A,بېګانه,ят
741,fremd::A,بېګانه,сит
742,verschieden::A,مختلف,төрлө
743,nah::A,نژدې,яҡын
744,fern::A,لیری,алыҫ
