,Concept_ID,da,sl
249,Kummer::N,sorg,gorjé
250,Wunsch::N,ønske,žêlja
251,Lust::N,lyst,poželênje
252,Geist::N,ånd,dúša
253,Gedanke::N,tanke,mísel
254,Gedächtnis::N,hukommelse,pámet
255,Verstand::N,forstand,
256,Sinn::N,mening,pomèn
257,Sinn::N,mening,smísel
258,Sinn::N,betydning,pomèn
259,Sinn::N,betydning,smísel
260,Grund::N,grund,vzròk
261,Wahrheit::N,sandhed,resníca
262,Gespräch::N,samtale,pogóvor
263,Märchen::N,eventyr,právljica
264,Erzählung::N,fortælling,povést
265,Nachricht::N,efterretning,sporočílo
266,Neuigkeit::N,nyhed,novóst
267,Name::N,navn,imé
268,Rätsel::N,gåde,ugánka
269,Rede::N,tale,góvor
270,Sprache::N,sprog,jêzik
271,Stimme::N,stemme,glás
272,Wort::N,ord,beséda
273,Zeichen::N,tegn,znák
274,Ruf::N,råb,klíc
275,Lärm::N,larm,hrúp
276,Lärm::N,larm,trúšč
277,Laut::N,lyd,glás
278,Ton::N,tone,tón
279,Lied::N,sang,pésem
280,Ruhe::N,ro,pokòj
281,Ruhe::N,hvile,pokòj
282,Leute::N,folk,ljudjé
283,Leute::N,mennesker,ljudjé
284,Volk::N,folk,národ
285,Arbeit::N,arbejde,délo
286,Gast::N,gæst,gòst
287,Geschenk::N,gave,darílo
288,Spiel::N,leg,ígra
289,Gesellschaft::N,selskab,drúžba
290,Hilfe::N,hjælp,pomóč
291,Freund::N,ven,prijátelj
292,Kamerad::N,kammerat,továriš
293,Angelegenheit::N,sag,zadéva
294,Angelegenheit::N,anliggende,zadéva
295,Anzahl::N,antal,števílo
296,Art::N,art,vŕsta
297,Stück::N,stykke,kós
298,Teil::N,del,dél
299,Hälfte::N,halvdel,polovíca
300,Kreis::N,cirkel,króg
301,Kreis::N,cirkel,kolobár
302,Kreuz::N,kors,kríž
303,Kreuz::N,kryds,kríž
304,Linie::N,linie,próga
305,Strich::N,streg,čŕta
306,Abstand::N,afstand,preslédek
307,Entfernung::N,afstand,oddáljenost
308,Gegend::N,egn,kràj
309,Gegend::N,egn,dežêla
310,Platz::N,plads,prôstor
311,Ort::N,sted,mésto
312,Seite::N,side,bòk
313,Seite::N,side,strán
314,Mitte::N,midte,sredína
315,Gegenstand::N,genstand,prédmet
316,Sache::N,sag,réč
317,Sache::N,sag,stvár
318,Rand::N,rand,kràj
319,Kante::N,kant,rób
320,Ecke::N,hjørne,vogál
321,Spitze::N,spids,óst
322,Ende::N,ende,kônec
323,Loch::N,hul,lúknja
324,Winkel::N,vinkel,kót
325,Muster::N,mønster,vzórec
326,Größe::N,størrelse,veličína
327,Länge::N,længde,dolžína
328,Höhe::N,højde,vršína
329,Gewicht::N,vægt,téža
330,Menge::N,mængde,količína
331,Haufen::N,bunke,kùp
332,Haufen::N,bunke,kopíca
333,Reihe::N,række,níz
334,Reihe::N,række,vŕsta
335,Boot::N,båd,čóln
336,Ruder::N,åre,vêslo
337,Schlitten::N,kælk,saní
338,Schlitten::N,slæde,saní
339,Ski::N,ski,smučí
340,Lagerfeuer::N,lejrbål,táborni ôgenj
341,Last::N,last,tôvor
342,Last::N,byrde,tôvor
343,Gang::N,gang,hòd
344,Schritt::N,skridt,korák
345,Norden::N,nord,séver
346,Süden::N,syd,júg
347,Westen::N,vest,zapàd
348,Osten::N,øst,vzhòd
349,Holz::N,træ,lés
350,Brett::N,bræt,deskà
351,Platte::N,plade,plôča
352,Stütze::N,støtte,opóra
353,Stütze::N,støtte,zaslómba
354,Stange::N,stang,gréd
355,Stock::N,stok,pálica
356,Stab::N,stav,pálica
357,Rohr::N,rør,cév
358,Haus::N,hus,híša
359,Heim::N,hjem,dóm
360,Ofen::N,ovn,péč
361,Fußboden::N,gulv,pòd
362,Tisch::N,bord,míza
363,Stuhl::N,stol,stòl
364,Wiege::N,vugge,zíbel
365,Bett::N,seng,póstelja
366,Regal::N,reol,políca
367,Kiste::N,kasse,zabòj
368,Fenster::N,vindue,ôkno
369,Tür::N,dør,vráta
370,Tor::N,port,velíka vráta
371,Zaun::N,stakit,ográja
372,Dach::N,tag,stréha
373,Leiter::N,stige,léstev
374,Besen::N,kost,mêtla
375,Spaten::N,spade,lopáta
376,Schaufel::N,skovl,lopáta
377,Gabel::N,gaffel,vílice
378,Löffel::N,ske,žlíca
379,Messer::N,kniv,nòž
380,Nagel::N,søm,žebèlj
381,Netz::N,net,mréža
382,Haken::N,krog,kljúka
383,Griff::N,tag,ročáj
384,Griff::N,tag,oprijèm
385,Griff::N,håndtag,ročáj
386,Griff::N,håndtag,oprijèm
387,Schloss::N,lås,ključávnica
388,Bild::N,billede,slíka
389,Figur::N,figur,figúra
390,Figur::N,figur,postáva
391,Puppe::N,dukke,lútka
392,Beutel::N,pose,môšnja
393,Bündel::N,bylt,cúla
394,Bündel::N,bylt,svéženj
395,Bündel::N,bundt,cúla
396,Bündel::N,bundt,svéženj
397,Tasche::N,taske,tórba
398,Tasche::N,taske,tobôlec
399,Eimer::N,spand,vêdro
400,Deckel::N,låg,pokròv
401,Deckel::N,låg,poklópec
402,Geschirr::N,husgeråd,posóda
403,Sack::N,sæk,vréča
404,Tasse::N,kop,skodélica
405,Topf::N,gryde,lônec
406,Kessel::N,kedel,kôtel
407,Essen::N,måltid,hrána
408,Nahrung::N,mad,živílo
409,Nahrung::N,næring,živílo
410,Speise::N,ret,jéd
411,Fleisch::N,kød,mesó
412,Getreide::N,korn,žíto
413,Brei::N,grød,káša
414,Brot::N,brød,krùh
415,Scheibe::N,skive,réženj
416,Fett::N,fedt,mást
417,Fett::N,fedt,maščôba
418,Butter::N,smør,máslo
419,Öl::N,olie,ólje
420,Salz::N,salt,sól
421,Suppe::N,suppe,júha
422,Honig::N,honning,méd
423,Milch::N,mælk,mléko
424,Tee::N,te,čáj
425,Leder::N,skind,úsnje
426,Wolle::N,uld,vólna
427,Stoff::N,stof,blagó
428,Nadel::N,nål,ígla
429,Faden::N,tråd,nít
430,Knopf::N,knap,gúmb
431,Knoten::N,knude,vôzel
432,Farbe::N,farve,bárva
433,Kleidung::N,påklædning,obléka
434,Hemd::N,skjorte,srájca
435,Kragen::N,krave,ovrátnik
436,Ärmel::N,ærme,rokáv
437,Hose::N,bukser,hláče
438,Gürtel::N,bælte,pás
439,Mütze::N,hue,kápa
440,Mütze::N,hue,čépica
441,Schuh::N,sko,čévelj
442,Stiefel::N,støvle,škórenj
443,Ring::N,ring,pŕstan
444,Band::N,bånd,trák
445,Kamm::N,kam,glavník
446,Spiegel::N,spejl,zrcálo
447,Spiegel::N,spejl,ogledálo
448,Riemen::N,rem,jêrmen
449,Schnur::N,snor,vŕvca
450,Leine::N,snor,konôpec
451,Decke::N,tæppe,odéja
452,Kissen::N,pude,blazína
453,Tuch::N,sjaltørklæde,pŕt
454,Tuch::N,sjaltørklæde,rúta
455,Handtuch::N,håndklæde,brisáča
456,Kraft::N,kraft,síla
457,Stärke::N,styrke,jákost
458,Gesundheit::N,sundhed,zdrávje
459,Krankheit::N,sygdom,bolézen
460,Schmerz::N,smerte,ból
461,Schmerz::N,smerte,bolečína
462,Wunde::N,sår,rána
463,Fieber::N,feber,vročína
464,Arznei::N,medicin,lék
465,Arznei::N,medicin,zdravílo
466,Arznei::N,lægemiddel,lék
467,Arznei::N,lægemiddel,zdravílo
468,Brücke::N,bro,móst
469,Brunnen::N,brønd,vodnják
470,Weide::N,græsgang,páša
471,Pfad::N,sti,stezà
472,Weg::N,vej,pót
473,Straße::N,gade,césta
474,Dorf::N,landsby,vás
475,Stadt::N,by,mésto
476,Brief::N,brev,písmo
477,Buch::N,bog,knjíga
478,Buchstabe::N,bogstav,čŕka
479,Zeitung::N,avis,čásnik
480,Leben::N,liv,življênje
481,Tod::N,død,smŕt
482,Grab::N,grav,gròb
483,Kirche::N,kirke,cérkev
484,Sünde::N,synd,gréh
485,Gott::N,gud,bóg
486,Arbeiter::N,arbejder,délavec
487,Chef::N,chef,šéf
488,Meister::N,mester,mójster
489,Arzt::N,læge,zdravník
490,Lehrer::N,lærer,učítelj
491,Geld::N,penge,denár
492,Geschäft::N,forretning,kupčíja
493,Laden::N,butik,trgovína
494,Laden::N,forretning,trgovína
495,Preis::N,pris,céna
496,Ware::N,vare,róba
497,Nutzen::N,nytte,príd
498,Reichtum::N,rigdom,bogástvo
499,Welt::N,verden,svét
500,Land::N,land,dežêla
501,Staat::N,stat,držáva
502,König::N,konge,králj
503,Macht::N,magt,oblást
504,Grenze::N,grænse,mêja
505,Krieg::N,krig,vôjna
506,Feind::N,fjende,sovrážnik
507,Gewalt::N,vold,nasílje
508,Kampf::N,kamp,bòj
509,Kampf::N,kamp,bórba
510,Bogen[Waffe]::N,bue,lók
511,Pfeil::N,pil,puščíca
512,Gewehr::N,gevær,púška
513,Fehler::N,fejl,zmóta
514,Lüge::N,løgn,láž
515,Schaden::N,skade,okvára
516,Unglück::N,uheld,nesréča
517,Unglück::N,ulykke,nesréča
518,Schuld::N,skyld,krívda
519,Alter::N,alder,dôba
520,Schluss::N,slut,kônec
521,Schluss::N,slutning,kônec
522,Zeit::N,tid,čàs
523,Tag::N,dag,dán
524,Morgen::N,morgen,jútro
525,Mittag::N,middag,póldan
526,Abend::N,aften,večér
527,Nacht::N,nat,nóč
528,Woche::N,uge,téden
529,Monat::N,måned,mésec
530,Jahr::N,år,léto
531,Frühling::N,forår,pomlád
532,Sommer::N,sommer,polétje
533,Herbst::N,efterår,jesén
534,Winter::N,vinter,zíma
535,Januar::N,januar,jánuar
536,Februar::N,februar,fébruar
537,März::N,marts,márec
538,April::N,april,apríl
539,Mai::N,maj,máj
540,Juni::N,juni,júnij
541,Juli::N,juli,júlij
542,August::N,august,avgúst
543,September::N,september,septêmber
544,Oktober::N,oktober,október
545,November::N,november,novêmber
546,Dezember::N,december,decémber
547,Montag::N,mandag,ponedéljek
548,Dienstag::N,tirsdag,tôrek
549,Mittwoch::N,onsdag,sréda
550,Donnerstag::N,torsdag,četŕtek
551,Freitag::N,fredag,pétek
552,Samstag::N,lørdag,sobóta
553,Sonntag::N,søndag,nedélja
554,groß::A,stor,vêlik
555,klein::A,lille,májhen
556,lang::A,lang,dólg
557,kurz::A,kort,krátek
558,breit::A,bred,širòk
559,schmal::A,smal,ózek
560,dicht::A,tæt,góst
561,dick[Gegenstand]::A,tyk,dêbel
562,dünn::A,tynd,tánek
563,fein::A,fin,drôben
564,fest::A,fast,tŕden
565,flach::A,flad,plán
566,flach::A,flad,plòsk
567,glatt::A,glat,gládek
568,hart::A,hård,tŕd
569,weich::A,blød,mehák
570,rund::A,rund,okrógel
571,spitz::A,spids,šílast
572,scharf::A,skarp,óster
573,stumpf::A,sløv,tóp
574,stumpf::A,sløv,skŕhan
575,stumpf::A,stump,tóp
576,stumpf::A,stump,skŕhan
577,schwer::A,tung,têžek
578,schön::A,skøn,lép
579,schön::A,skøn,krásen
580,heiß::A,hed,vròč
581,warm::A,varm,tôpel
582,kalt::A,kold,mŕzel
583,kalt::A,kold,hláden
584,kühl::A,kølig,hláden
585,frisch::A,frisk,svéž
586,feucht::A,fugtig,vlážen
587,nass::A,våd,móker
588,trocken::A,tør,súh
589,voll::A,fuld,póln
590,leer::A,tom,prázen
591,offen::A,åben,odpŕt
592,geschlossen::A,lukket,zapŕt
593,sauber::A,ren,číst
594,sauber::A,ren,líčen
595,schmutzig::A,snavset,umázan
596,roh::A,rå,suròv
597,reif::A,moden,zrèl
598,lecker::A,lækker,okúsen
599,süß::A,sød,sládek
600,bitter::A,bitter,grenák
601,sauer::A,sur,kísel
602,hell::A,lys,svetèl
603,dunkel::A,mørk,temèn
604,schwarz::A,sort,čŕn
605,weiß::A,hvid,bél
606,rot::A,rød,rdèč
607,gelb::A,gul,žólt
608,gelb::A,gul,rumèn
609,blau::A,blå,móder
610,grün::A,grøn,zelèn
611,grau::A,grå,sív
612,bunt::A,broget,písan
613,billig::A,billig,pocéni
614,teuer::A,dyr,drág
615,wertvoll::A,værdifuld,dragocén
616,blind::A,blind,slép
617,taub::A,døv,glúh
618,kräftig::A,kraftig,močán
619,stark::A,stærk,ják
620,schwach::A,svag,šíbek
621,fett::A,fed,dêbel
622,schlank::A,slank,vítek
623,hübsch::A,køn,lép
624,böse::A,ond,zèl
625,böse::A,ond,hudôben
626,böse::A,slem,zèl
627,böse::A,slem,hudôben
628,dumm::A,dum,glúp
629,dumm::A,dum,bédast
630,faul::A,doven,lén
631,fleißig::A,flittig,marljív
632,geizig::A,gerrig,škŕt
633,klug::A,klog,pámeten
634,geschickt::A,dygtig,spréten
635,geschickt::A,behændig,spréten
636,lieb::A,rar,míl
637,lieb::A,rar,ljúb
638,lustig::A,lystig,vesél
639,sanft::A,blid,láhek
640,hungrig::A,sulten,láčen
641,krank::A,syg,bolán
642,nackt::A,nøgen,nág
643,traurig::A,bedrøvet,túžen
644,lebendig::A,levende,žív
645,gut::A,god,dóber
646,schlecht::A,dårlig,malopríden
647,richtig::A,rigtig,pravílen
648,schlimm::A,slem,húd
649,wahr::A,sand,resníčen
650,alt::A,gammel,stàr
651,neu::A,ny,nòv
652,ehemalig::A,forhenværende,nekdánji
653,alt[Lebewesen]::A,gammel,stàr
654,jung::A,ung,mlád
655,arm::A,fattig,ubóg
656,arm::A,fattig,réven
657,reich::A,rig,bogàt
658,bekannt::A,kendt,znán
659,berühmt::A,berømt,sláven
660,berühmt::A,berømt,znamenít
661,fremd::A,fremmed,túj
662,verschieden::A,forskellig,razlíčen
663,nah::A,nær,blížnji
664,fern::A,fjern,dáleč
665,linker::A,venstre,lévi
666,rechter::A,højre,désni
667,anderer::A,anden,drúgi
668,erster::A,første,pŕvi
669,zweiter::A,anden,drúgi
670,dritter::A,tredje,trétji
671,letzter::A,sidste,poslédnji
672,allein::ADV,alene,sám
673,auf einmal::ADV,på én gang,obênem
674,zusammen::ADV,sammen,skúpaj
675,lange::ADV,længe,dólgo
676,plötzlich::ADV,pludselig,náglo
677,plötzlich::ADV,pludselig,nenádoma
678,sofort::ADV,straks,prècej
679,später::ADV,senere,poznêje
680,jetzt::ADV,nu,zdàj
681,heute::ADV,i dag,dánes
682,morgen::ADV,i morgen,jútri
683,bald::ADV,snart,kmálu
684,dann::ADV,så,nató
685,gestern::ADV,i går,včéraj
686,einst::ADV,engang,nékdaj
687,damals::ADV,dengang,tedàj
688,damals::ADV,dengang,takràt
689,danach::ADV,derefter,potèm
690,vorher::ADV,før,poprèj
691,vorher::ADV,forud,poprèj
692,zuerst::ADV,først,spŕva
693,einmal::ADV,en gang,ênkrat
694,manchmal::ADV,sommetider,včásih
695,oft::ADV,ofte,pogósto
696,immer::ADV,altid,védno
697,immer::ADV,altid,zméraj
698,niemals::ADV,aldrig,nikdàr
699,hier::ADV,her,tù
700,hier::ADV,her,túkaj
701,hierhin::ADV,hid,sèmkaj
702,hierhin::ADV,herhen,sèmkaj
703,von hier::ADV,herfra,od tú
704,dort::ADV,der,tàm
705,dorthin::ADV,derhen,tjà
706,geradeaus::ADV,lige ud,rávno napréj
707,vorwärts::ADV,fremad,napréj
708,rückwärts::ADV,baglæns,zádaj
709,zurück::ADV,tilbage,nazáj
710,unten::ADV,nede,dôli
711,unten::ADV,nede,spôdaj
712,unten::ADV,forneden,dôli
713,unten::ADV,forneden,spôdaj
714,hinab::ADV,ned,dôl
715,hinab::ADV,nedad,dôl
716,oben::ADV,oppe,gôri
717,oben::ADV,oppe,zgôraj
718,oben::ADV,ovenpå,gôri
719,oben::ADV,ovenpå,zgôraj
720,hinauf::ADV,op,gôr
721,hinauf::ADV,opad,gôr
722,überall::ADV,overalt,povsód
723,nicht::ADV,ikke,ne
724,ein wenig::ADV,lidt,málo
725,kaum::ADV,knap,kómaj
726,kaum::ADV,næppe,kómaj
727,sehr::ADV,meget,zeló
728,so::ADV,så,takó
729,noch::ADV,endnu,še
730,nur::ADV,kun,samó
731,nur::ADV,bare,samó
732,schon::ADV,alt,žè
733,schon::ADV,allerede,žè
734,wieder::ADV,igen,spét
735,vergebens::ADV,forgæves,zamàn
736,vergebens::ADV,forgæves,zastónj
737,vor::PRP,foran,pred
738,vor::PRP,uden for,pred
739,hinter::PRP,bag,za
740,hinter::PRP,bagved,za
741,unter::PRP,under,pod
742,durch::PRP,gennem,skózi
743,durch::PRP,igennem,skózi
744,neben::PRP,ved siden af,kràj
745,neben::PRP,ved siden af,póleg
746,zwischen::PRP,mellem,med
747,zwischen::PRP,mellem,izmed
748,wegen::PRP,på grund af,zarádi
749,dies::PRN,dette,tó
750,das::PRN,det,tó
751,alles::PRN,alt,vsè
752,ich::PRN,jeg,jàz
753,du::PRN,du,tí
754,er::PRN,han,òn
755,wir::PRN,vi,mí
756,ihr::PRN,I,ví
757,sie::PRN,de,ôni
758,was::FPRN,hvad,káj
759,wer::FPRN,hvem,kdó
760,wo::FADV,hvor,kjé
761,wohin::FADV,hvorhen,kám
762,wie::FADV,hvordan,kakó
763,warum::FADV,hvorfor,zakáj
764,wieviel::FNUM,hvor meget,kóliko
765,eins::NUM,én,êden
766,zwei::NUM,to,dvá
767,drei::NUM,tre,trí
768,vier::NUM,fire,štíri
769,fünf::NUM,fem,pét
770,sechs::NUM,seks,šést
771,sieben::NUM,syv,sédem
772,acht::NUM,otte,ósem
773,neun::NUM,ni,devét
774,zehn::NUM,ti,desét
775,elf::NUM,elleve,enájst
776,zwölf::NUM,tolv,dvánajst
777,zwanzig::NUM,tyve,dvájset
778,dreißig::NUM,tredive,trídeset
779,vierzig::NUM,fyrre,štírideset
780,vierzig::NUM,fyrretyve,štírideset
781,fünfzig::NUM,halvtreds,pétdeset
782,sechzig::NUM,tres,šéstdeset
783,siebzig::NUM,halvfjerds,sédemdeset
784,achtzig::NUM,firs,ósemdeset
785,neunzig::NUM,halvfems,devétdeset
786,hundert::NUM,hundrede,stó
787,tausend::NUM,tusind,tísoč
788,und::CNJ,og,in
789,oder::CNJ,eller,áli
790,stehen::V,stå,státi
791,sitzen::V,sidde,sedéti
792,liegen::V,ligge,ležáti
793,hängen::V,hænge,viséti
794,werden::V,blive,postáti
795,passieren::V,ske,zgodíti se
796,passieren::V,hænde,zgodíti se
797,beginnen::V,begynde,začéti se
798,enden::V,ende,končáti se
799,wechseln::V,veksle,ménjati se
800,aufgehen[Sonne]::V,gå op,vzíti
801,aufgehen[Sonne]::V,stå op,vzíti
802,untergehen[Sonne]::V,gå ned,zaíti
803,scheinen[Sonne]::V,skinne,sijáti
804,donnern::V,tordne,grméti
805,wehen::V,blæse,píhati
806,strömen::V,strømme,líti
807,fließen::V,flyde,têči
808,sich drehen::V,dreje sig,vrtéti se
809,schwanken::V,vakle,kolébati
810,schwingen::V,svinge,níhati
811,fallen::V,falde,pádati
812,brennen::V,brænde,goréti
813,rauchen::V,ryge,kadíti se
814,regnen::V,regne,deževáti
815,gefrieren::V,fryse,zmŕzniti
816,tauen::V,tø,tájati
817,schmelzen::V,smelte,kopnéti
818,trocknen::V,tørre,sušíti se
819,sieden::V,koge,kipéti
820,faulen::V,rådne,gníti
821,verfaulen::V,rådne,zgníti
822,reißen::V,briste,tŕgati se
823,versinken::V,synke,pogrézniti se
824,versinken::V,synke ned,pogrézniti se
825,vergehen::V,forløbe,miníti
826,erscheinen::V,vise sig,pojáviti se
827,verschwinden::V,forsvinde,izgíniti
828,sinken::V,synke,péšati
829,abnehmen::V,aftage,pojémati
830,zunehmen::V,tiltage,véčati se
831,zunehmen::V,tiltage,množíti se
832,steigen::V,stige,dvígati se
