,Concept_ID,sq,pl
804,hinauf::ADV,lart,na górę
805,hinauf::ADV,përpjetë,w górę
806,hinauf::ADV,përpjetë,na górę
807,überall::ADV,kudo,wszędzie
808,nicht::ADV,s',nie
809,nicht::ADV,nuk,nie
810,ein wenig::ADV,një tis,trochę
811,kaum::ADV,mezi,ledwie
812,kaum::ADV,mezi,prawie nie
813,sehr::ADV,fort,bardzo
814,sehr::ADV,shumë,bardzo
815,so::ADV,ashtu,tak
816,so::ADV,kështu,tak
817,noch::ADV,ende,jeszcze
818,noch::ADV,akoma,jeszcze
819,nur::ADV,vetëm,tylko
820,schon::ADV,tashmë,już
821,wieder::ADV,përsëri,znów
822,wieder::ADV,përsëri,znowu
823,vergebens::ADV,kot,na próżno
824,vor::PRP,para,przed
825,hinter::PRP,prapa,za
826,hinter::PRP,mbrapa,za
827,unter::PRP,nën,pod
828,durch::PRP,nëpër,przez
829,neben::PRP,pranë,obok
830,neben::PRP,përbri,obok
831,zwischen::PRP,midis,między
832,zwischen::PRP,ndërmjet,między
833,wegen::PRP,për,z powodu
834,dies::PRN,ky,to
835,das::PRN,ky,to
836,alles::PRN,gjithçka,wszystko
837,ich::PRN,unë,ja
838,du::PRN,ti,ty
839,er::PRN,ai,on
840,wir::PRN,ne,my
841,ihr::PRN,ju,wy
842,sie::PRN,ata,oni
843,was::FPRN,ç',co
844,was::FPRN,çfarë,co
845,wer::FPRN,kush,kto
846,wo::FADV,ku,gdzie
847,wohin::FADV,për ku,dokąd
848,wie::FADV,si,jak
849,warum::FADV,pse,dlaczego
850,warum::FADV,përse,dlaczego
851,wieviel::FNUM,sa,ile
852,eins::NUM,një,jeden
853,zwei::NUM,dy,dwa
854,drei::NUM,tre,trzy
855,vier::NUM,katër,cztery
856,fünf::NUM,pesë,pięć
857,sechs::NUM,gjashtë,sześć
858,sieben::NUM,shtatë,siedem
859,acht::NUM,tetë,osiem
860,neun::NUM,nëntë,dziewięć
861,zehn::NUM,dhjetë,dziesięć
862,elf::NUM,njëmbëdhjetë,jedenaście
863,zwölf::NUM,dymbëdhjetë,dwanaście
864,zwanzig::NUM,njëzet,dwadzieścia
865,dreißig::NUM,tridhjetë,trzydzieści
866,vierzig::NUM,dyzet,czterdzieści
867,fünfzig::NUM,pesëdhjetë,pięćdziesiąt
868,sechzig::NUM,gjashtëdhjetë,sześćdziesiąt
869,siebzig::NUM,shtatëdhjetë,siedemdziesiąt
870,achtzig::NUM,tetëdhjetë,osiemdziesiąt
871,neunzig::NUM,nëntëdhjetë,dziewięćdziesiąt
872,hundert::NUM,qind,sto
873,tausend::NUM,mijë,tysiąc
874,und::CNJ,e,i
875,und::CNJ,dhe,i
876,oder::CNJ,a,lub
877,oder::CNJ,a,albo
878,oder::CNJ,apo,lub
879,oder::CNJ,apo,albo
880,stehen::V,rri,stać
881,sitzen::V,rri,siedzieć
882,liegen::V,rri shtrirë,leżeć
883,hängen::V,varem,wisieć
884,werden::V,bëhem,zostać
885,werden::V,bëhem,stać się
886,passieren::V,ndodh,dziać się
887,passieren::V,ndodh,zdarzyć się
888,beginnen::V,filloj,zacząć się
889,enden::V,përfundoj,kończyć się
890,wechseln::V,ndërroj,zmienić się
891,aufgehen[Sonne]::V,hapem,wzejść
892,untergehen[Sonne]::V,hyj,zajść
893,untergehen[Sonne]::V,perëndoj,zajść
894,scheinen[Sonne]::V,ndriçoj,świecić
895,donnern::V,gjëmoj,grzmieć
896,donnern::V,bubulloj,grzmieć
897,wehen::V,fryj,wiać
898,strömen::V,derdh,płynąć
899,strömen::V,derdh,lać się
900,fließen::V,rrjedh,ciec
901,fließen::V,rrjedh,płynąć
902,sich drehen::V,rrotullohem,obracać się
903,schwanken::V,dyzoj,chwiać się
904,schwingen::V,dridhem,wahać się
905,fallen::V,bie,padać
906,brennen::V,digjem,palić się
907,rauchen::V,nxjerr tym,dymić
908,rauchen::V,nxjerr tym,dymić się
909,regnen::V,bie shi,padać
910,gefrieren::V,ngrij,zamarznąć
911,tauen::V,shkrij,tajać
912,schmelzen::V,shkrij,topnieć
913,trocknen::V,thaj,schnąć
914,sieden::V,ziej,wrzeć
915,sieden::V,ziej,kipieć
916,faulen::V,kalbem,gnić
917,faulen::V,prishem,gnić
918,verfaulen::V,kalbem,zgnić
919,reißen::V,grisem,urywać się
920,reißen::V,shqyhem,urywać się
921,versinken::V,humboj,tonąć
922,vergehen::V,kaloj,przechodzić
923,erscheinen::V,dukem,zjawiać się
924,verschwinden::V,zhdukem,zniknąć
925,sinken::V,ulem,spadać
926,abnehmen::V,pakësohem,spadać
927,abnehmen::V,zvogëlohem,spadać
928,zunehmen::V,shtohem,wzrosnąć
929,steigen::V,rritem,wzrastać
930,wachsen::V,rritem,rosnąć
931,glänzen::V,vezulloj,błyszczeć
932,funkeln::V,xixoj,zabłyszczeć
933,funkeln::V,xixëlloj,zabłyszczeć
934,lärmen::V,oshtij,hałasować
935,lärmen::V,zhurmoj,hałasować
936,läuten::V,bie,dzwonić
937,klingeln::V,i bie ziles,dzwonić
938,klirren::V,kërcëlloj,brzęczeć
939,brausen::V,gjëmoj,huczeć
940,rauschen::V,fëshfërij,szumieć
941,rauschen::V,fëshfërij,szeleścić
942,klingen::V,tingëlloj,brzmieć
943,klingen::V,tingëlloj,dźwięczeć
944,bellen::V,leh,szczekać
945,heulen::V,ulërij,wyć
946,blasen::V,fryj,dmuchnąć
947,pfeifen::V,fishkëllej,gwizdać
948,schreien::V,bërtas,krzyczeć
949,stöhnen::V,rënkoj,stękać
950,zittern::V,trembem,drżeć
951,leben::V,rroj,żyć
952,leben::V,jetoj,żyć
953,geboren werden::V,lind,urodzić się
954,atmen::V,marr frymë,oddychać
955,trinken::V,pi,pić
956,essen::V,ha,jeść
957,schlucken::V,gëlltis,połknąć
958,schlucken::V,kapërdij,połknąć
959,müde werden::V,lodhem,zmęczyć się
960,einschlafen::V,bie të fle,zasnąć
961,schlafen::V,fle,spać
962,aufwachen::V,zgjohem,obudzić się
963,aufstehen::V,çohem,wstać
964,aufstehen::V,ngrihem,wstać
965,sich erholen::V,qetësohem,wypoczywać
966,sich erholen::V,shtendosem,wypoczywać
967,krank werden::V,bie i sëmurë,zachorować
968,krank sein::V,jam i sëmurë,chorować
969,schmerzen::V,dhemb,boleć
970,husten::V,kollitem,kaszlać
971,genesen::V,shërohem,wyzdrowieć
972,sterben::V,vdes,umrzeć
973,umkommen::V,vdes,zginąć
974,umkommen::V,mbaroj,zginąć
975,sich bewegen::V,shkundem,poruszać się
976,sich rühren::V,lëviz,ruszyć się
977,sich erheben::V,ngrihem,podnieść się
978,sich setzen::V,ulem,usiąść
979,hinfallen::V,gremisem,upaść
980,laufen::V,eci,chodzić
981,schreiten::V,çapem,kroczyć
982,spazierengehen::V,shëtis,iść na spacer
983,eilen::V,ngas,pospieszać
984,sich beeilen::V,nxitoj,pospieszyć się
985,sausen::V,eci shpejt,pędzić
986,rennen::V,vrapoj,biec
987,rennen::V,vrapoj,biegać
988,springen::V,kërcej,skakać
989,klettern::V,hipi,wspinać się
990,schaukeln::V,kolovitem,huśtać
991,schaukeln::V,kolovitem,kołysać
992,kriechen::V,zvarritem,pełzać
993,kriechen::V,zvarritem,czołgać się
994,schwimmen::V,notoj,pływać
995,tauchen::V,zhytem,zanurzać się
996,rudern::V,vozis,wiosłować
997,fahren::V,shkoj,jechać
998,fliegen::V,fluturoj,latać
999,fliegen::V,fluturoj,lecieć
1000,gehen::V,eci,iść
1001,gehen::V,shkoj,iść
1002,weggehen::V,vete,odejść
1003,abfahren::V,nisem,odjechać
1004,anhalten::V,ndalem,zatrzymać się
1005,hineingehen::V,futem,wchodzić
1006,eintreten::V,hyj,wejść
1007,eintreten::V,hyj,nastąpić
1008,kommen::V,vij,przyjść
1009,ankommen::V,arrij,przybyć
1010,ankommen::V,mbërrij,przybyć
1011,zurückkommen::V,kthehem,wrócić
1012,bleiben::V,mbetem,zostać
1013,bleiben::V,qëndroj,zostać
1014,warten::V,pres,czekać
1015,erwarten::V,pres,oczekiwać
1016,suchen::V,kërkoj,szukać
1017,finden::V,gjej,znaleźć
1018,versuchen::V,mundohem,próbować
1019,vorbereiten::V,përgatis,przygotować
1020,lieben::V,dashuroj,kochać
1021,mögen::V,dua,lubić
1022,lachen::V,qesh,śmiać się
1023,rühren::V,mallëngjej,wzruszyć
1024,weinen::V,qaj,płakać
1025,schimpfen::V,shaj,kląć
1026,sich ärgern::V,bëhem verem,gniewać się
1027,sich fürchten::V,kam frikë,bać się
1028,sich fürchten::V,frikësohem,bać się
1029,fürchten::V,kam frikë nga,bać się
1030,fliehen::V,arratisem,uciekać
1031,flüchten::V,iki,uciec
1032,sehen::V,shoh,widzieć
1033,sehen::V,shoh,zobaczyć
1034,anschauen::V,shikoj,oglądać
1035,ansehen::V,shikoj,popatrzeć na
1036,hören::V,dëgjoj,słyszeć
1037,zuhören::V,veshtoj,słuchać
1038,probieren::V,provoj,kosztować
1039,riechen::V,nuhas,wąchać
1040,fühlen::V,ndiej,czuć
1041,fühlen::V,ndiej,odczuwać
1042,scheinen::V,ndriçoj,wydawać się
1043,zu sehen sein::V,dukem,widnieć
1044,vernehmen::V,dëgjoj,usłyszeć
1045,frieren::V,mërdhij,marznąć
1046,tun::V,bëj,czynić
1047,können::V,mund,móc
1048,können::V,mund,umieć
1049,wollen::V,dua,chcieć
1050,wollen::V,dëshiroj,chcieć
1051,anfangen::V,filloj,zacząć
1052,beenden::V,kryej,zakończyć
1053,beenden::V,mbaroj,zakończyć
1054,aufhören::V,pushoj,przestać
1055,gelingen::V,më shkon mbarë,udać się
1056,geraten::V,del,udać się
1057,öffnen::V,hap,otworzyć
1058,schließen::V,mbyll,zamknąć
1059,stellen::V,vë,postawić
1060,setzen::V,vë,posadzić
1061,legen::V,vë,kłaść
1062,berühren::V,rrok,dotykać
1063,verbinden::V,bashkoj,łączyć
1064,bedecken::V,mbuloj,przykryć
1065,aufhängen::V,var,powiesić
1066,anzünden::V,ndez,zapalić
1067,aufheben::V,ngre,podnieść
1068,zurücklassen::V,lë pas,zostawić
1069,verlieren::V,humb,zgubić
1070,fallen lassen::V,lëshoj,upuścić
1071,machen::V,bëj,zrobić
1072,herstellen::V,prodhoj,wytworzyć
1073,bauen::V,ndërtoj,budować
1074,reparieren::V,ndreq,naprawiać
1075,reparieren::V,meremetoj,naprawiać
1076,verbessern::V,përmirësoj,ulepszyć
1077,ändern::V,ndërroj,zmienić
1078,graben::V,gërmoj,kopać
1079,beugen::V,kërrus,zagiąć
1080,biegen::V,përkul,zgiąć
1081,drehen::V,dredh,obracać
1082,drehen::V,rrotulloj,obracać
1083,wenden::V,kthej,obrocić
1084,umdrehen::V,kthej,obrocić
1085,heben::V,ngre,podnosić
1086,hochheben::V,ngre,podnieść
1087,ergreifen::V,rrëmbej,chwycić
1088,halten::V,mbaj,trzymać
1089,drücken::V,shtyp,naciskać
1090,schieben::V,shtyj,pchać
1091,schieben::V,shtyj,posuwać
1092,kratzen::V,kruaj,drapać
1093,kratzen::V,gërvisht,drapać
1094,lecken::V,lëpij,lizać
1095,beißen::V,kafshoj,kąsać
1096,abreißen::V,shkëpus,oderwać
1097,abschneiden::V,cungoj,odciąć
1098,binden::V,lidh,wiązać
1099,stecken::V,fus,wetknąć
1100,stecken::V,ngul,wetknąć
1101,brechen::V,thyej,złamać
1102,klopfen::V,trokas,pukać
1103,klopfen::V,trokas,stukać
1104,hauen::V,godas,bić
1105,kleben::V,ngjis,kleić
1106,reiben::V,fërkoj,trzeć
1107,streichen::V,lyej,smarować
1108,schleifen::V,mpreh,ostrzyć
1109,schneiden::V,pres,ciąć
1110,schneiden::V,pres,krajać
1111,rütteln::V,shkund,trząść
1112,schütteln::V,lëkund,trząść
1113,schwenken::V,valëvit,machać
1114,schütten::V,mbush,nasypać
1115,füllen::V,mbush,napełnić
1116,einwickeln::V,mbështjell,zawinąć
1117,tragen::V,mbaj,nieść
1118,tragen::V,mbart,nieść
1119,schleppen::V,heq,wlec
1120,schleppen::V,zhgërryej,wlec
1121,ziehen::V,tërheq,ciągnąć
1122,aufbewahren::V,ruaj,przechowywać
1123,werfen::V,hedh,rzucać
1124,fangen::V,kap,łowić
1125,packen::V,rrëmbej,chwycić
1126,verstecken::V,fsheh,ukryć
1127,verstecken::V,fsheh,schować
1128,teilen::V,ndaj,podzielić
1129,schicken::V,dërgoj,posyłać
1130,bringen::V,sjell,przynieść
1131,hinzufügen::V,shtoj,dodać
1132,bekommen::V,kap,dostać
1133,erhalten::V,marr,otrzymać
1134,nehmen::V,marr,wziąć
1135,wählen::V,zgjedh,wybrać
1136,auswählen::V,përzgjedh,wybrać
1137,bewahren::V,ruaj,zachować
1138,behindern::V,pengoj,utrudnić
1139,behindern::V,pengoj,przeszkadzać
1140,verderben::V,prish,zepsuć
1141,beschädigen::V,dëmtoj,uszkodzić
1142,zerbrechen::V,thyej,złamać
1143,zerreißen::V,çjerr,drzeć
1144,zerreißen::V,çjerr,rozdzierać
1145,zerreißen::V,zheloj,drzeć
1146,zerreißen::V,zheloj,rozdzierać
1147,zerstören::V,prish,zniszczyć
1148,zerstören::V,shkatërroj,zniszczyć
1149,verbrennen::V,djeg,spalić
1150,geben::V,jap,dać
1151,reichen::V,jap,podać
1152,schenken::V,fal,darować
1153,schenken::V,dhuroj,darować
1154,versprechen::V,premtoj,obiecać
1155,wünschen::V,uroj,życzyć
1156,loben::V,lëvdoj,chwalić
1157,loben::V,lavdëroj,chwalić
1158,küssen::V,puth,całować
1159,wiegen::V,tund,kołysać
1160,zudecken::V,mbuloj,przykryć
1161,wecken::V,zgjoj,zbudzić
1162,zeigen::V,dëftej,pokazać
1163,führen::V,çoj,wieść
1164,führen::V,çoj,prowadzić
1165,lehren::V,arsej,uczyć
1166,unterrichten::V,arsimoj,nauczać
1167,aufziehen::V,rris,wychować
1168,leiten::V,udhëheq,kierować
1169,antreiben::V,nxis,popędzić
1170,lassen::V,detyroj,zostawić
1171,einladen::V,ftoj,zaprosić
1172,vereinigen::V,bashkoj,zjednoczyć
1173,besuchen::V,vizitoj,odwiedzić
1174,treffen::V,ndesh,trafić
1175,treffen::V,ndesh,spotkać
1176,sich versammeln::V,tubohem,zebrać się
1177,sich versammeln::V,tubohem,zgromadzić się
1178,spielen::V,loz,grać
1179,spielen::V,loz,bawić się
1180,spielen::V,luaj,grać
1181,spielen::V,luaj,bawić się
1182,singen::V,këndoj,śpiewać
1183,tanzen::V,kërcej,pląsać
1184,tanzen::V,kërcej,tańczyć
1185,tanzen::V,vallëzoj,pląsać
1186,tanzen::V,vallëzoj,tańczyć
1187,sich trennen::V,ndahem,rozstać się
1188,verlassen::V,braktis,opuścić
1189,retten::V,shpëtoj,ocalić
1190,retten::V,shpëtoj,uratować
1191,bewachen::V,ruaj,pilnować
1192,schützen::V,ruaj,ochronić
1193,schützen::V,mbroj,ochronić
1194,verteidigen::V,mbroj,bronić
1195,sich schlagen::V,zihem,pobić się
1196,schießen::V,shtie,strzelać
1197,siegen::V,fitoj,zwycziężyć
1198,siegen::V,ngadhënjej,zwycziężyć
1199,ärgern::V,zemëroj,gniewać
1200,schlagen::V,rrah,bić
1201,schlagen::V,rrah,uderzyć
1202,schlagen::V,godas,bić
1203,schlagen::V,godas,uderzyć
1204,treten::V,shtyj,kopnąć
1205,treten::V,shtyj më këmbë,kopnąć
1206,stechen::V,ther,ukłuć
1207,stechen::V,shpoj,ukłuć
1208,stoßen::V,shtyj,popchnąć
1209,stehlen::V,vjedh,ukraść
1210,stören::V,pengoj,zakłócić
1211,stören::V,pengoj,przeszkodzić
1212,belästigen::V,bezdis,dokuczać
1213,verbergen::V,fsheh,ukryć
1214,täuschen::V,mashtroj,łudzić
1215,betrügen::V,kobis,oszukać
1216,töten::V,vras,zabić
1217,wohnen::V,banoj,mieszkać
1218,arbeiten::V,punoj,pracować
1219,arbeiten::V,vardoj,pracować
1220,sammeln::V,mbledh,zebrać
1221,sammeln::V,grumbulloj,zebrać
1222,pflücken::V,vjel,zerwać
1223,pflücken::V,mbledh,zerwać
1224,jagen::V,gjuaj,polować
1225,fischen::V,peshkoj,łowić ryby
1226,fischen::V,gjuaj peshk,łowić ryby
1227,fassen::V,zë,złapać
1228,hüten::V,kullos,paść
1229,treiben::V,vë përpara,pędzić
1230,anbinden::V,lidh,przywiązać
1231,füttern::V,grazhdoj,karmić
1232,melken::V,mjel,doić
1233,hacken::V,grij,rąbać
1234,gießen::V,ujis,lać
1235,gießen::V,ujis,podlać
1236,reifen::V,piqem,dojrzeć
1237,zubereiten::V,gatuaj,przyrządzić
1238,kochen::V,ziej,gotować
1239,backen::V,pjek,piec
1240,backen::V,furroj,piec
1241,braten::V,fërgoj,piec
1242,braten::V,fërgoj,smażyć
1243,braten::V,tiganis,piec
1244,braten::V,tiganis,smażyć
1245,umrühren::V,trazoj,przemieszać
1246,stricken::V,thur,dziać
1247,nähen::V,qep,szyć
1248,färben::V,ngjyej,pofarbować
1249,färben::V,bojatis,pofarbować
1250,reinigen::V,qëroj,oczyścić
1251,reinigen::V,pastroj,oczyścić
1252,waschen::V,laj,prać
1253,waschen::V,finjos,prać
1254,abwischen::V,fshij,obetrzeć
1255,spülen::V,kulloj,płukać
1256,fegen::V,fshij,zamiatać
1257,kehren::V,fshij,zamieść
1258,baden::V,lahem,kąpać się
1259,sich waschen::V,lahem,myć się
1260,ausziehen::V,heq,zdjąć
1261,ausziehen::V,zbath,zdjąć
1262,anziehen::V,vesh,włożyć
1263,anziehen::V,mbath,włożyć
1264,sich anziehen::V,vishem,ubrać się
1265,kämmen::V,kreh,uczesać
1266,schmücken::V,hijeshoj,ozdabiać
1267,sagen::V,them,powiedzieć
1268,sprechen::V,flas,mówić
1269,reden::V,fjalos,mówić
1270,reden::V,fjalëtoj,mówić
1271,sich unterhalten::V,bisedoj,rozmawiać
1272,fragen::V,pyes,zapytać
1273,bitten::V,lus,prosić
1274,bitten::V,lutem,prosić
1275,erzählen::V,rrëfej,opowiedzieć
1276,mitteilen::V,kumtoj,zawiadomić o
1277,nennen::V,quaj,nazwać
1278,rufen::V,thërras,wołać
1279,prahlen::V,mburrem,chełpić się
1280,prahlen::V,kapardisem,chełpić się
1281,übersetzen::V,përkthej,tłumaczyć
1282,denken::V,mendoj,myśleć
1283,glauben::V,besoj,sądzić
1284,glauben::V,besoj,wierzyć
1285,bemerken::V,vërej,zauważyć
1286,erkennen::V,njoh,poznać
1287,erkennen::V,shquaj,poznać
1288,begreifen::V,marr vesh,zrozumieć
1289,verstehen::V,marr vesh,rozumieć
1290,verstehen::V,marr vesh,dosłyszeć
1291,lernen::V,mësoj,uczyć się
1292,wissen::V,di,wiedzieć
1293,sich erinnern an::V,kujtoj,przypomnieć sobie
1294,vergessen::V,harroj,zapomnieć
1295,messen::V,mas,mierzyć
1296,zählen::V,njeh,liczyć
1297,rechnen::V,llogaris,rachować
1298,lesen::V,lexoj,czytać
1299,lesen::V,këndoj,czytać
1300,malen::V,lyej,malować
1301,zeichnen::V,vizatoj,rysować
1302,schreiben::V,shkruaj,pisać
1303,besitzen::V,kam,posiadać
1304,kaufen::V,blej,kupić
1305,verkaufen::V,shes,sprzedać
1306,bezahlen::V,paguaj,zapłacić
1307,zahlen::V,paguaj,płacić
1308,beherrschen::V,zotëroj,opanować
1309,ertragen::V,duroj,znieść
