,Concept_ID,el,ady
1226,schreiben::V,γράφω,тхын
1227,besitzen::V,κατέχω,иӏэн
1228,kaufen::V,αγοράζω,щэфы́н
1229,verkaufen::V,πουλώ,щэн
1230,bezahlen::V,πληρώνω,птын
1231,bezahlen::V,πληρώνω,лъыптын
1232,bezahlen::V,πληρώνω,птыжьы́н
1233,zahlen::V,πληρώνω,птын
1234,zahlen::V,πληρώνω,лъыптын
1235,beherrschen::V,κυριαρχώ,иунаеу иӏэн
1236,ertragen::V,βαστώ,щэчы́н
1237,ertragen::V,αντέχω,щэчы́н
