,Concept_ID,sah,br
78,Wetter::N,күн-дьыл,amzer
79,Nebel::N,туман,brumenn
80,Wolke::N,былыт,koumoulenn
81,Regen::N,самыыр,glav
82,Schnee::N,хаар,erc'h
83,Eis::N,муус,skorn
84,Frost::N,тымныы,rev
85,Kälte::N,тымныы,yen
86,Hitze::N,куйаас,tommder
87,Raureif::N,кырыа,frim
88,Regenbogen::N,кустук,gwareg-ar-glav
89,Donner::N,этиҥ,kurun
90,Strömung::N,сүүрүк,red
91,Tropfen::N,таммах,bannac'h
92,Tropfen::N,таммах,takenn
93,Tropfen::N,хааппыла,bannac'h
94,Tropfen::N,хааппыла,takenn
95,Schaum::N,күүгэн,spoum
96,Schmutz::N,кир,fank
97,See::N,күөл,lenn
98,Sumpf::N,бадараан,gwern
99,Moor::N,дьэбэрэ,taouarc'heg
100,Wiese::N,ходуһа,prad
101,Wald::N,ойуур,koad
102,Hügel::N,булгунньах,torgenn
103,Anhöhe::N,үрдэл,run
104,Berg::N,хайа,menez
105,Gipfel::N,чыпчаал,barr
106,Höhle::N,хайа_хаспаҕа,kav
107,Höhle::N,көҥүс,kav
108,Abhang::N,эниэ,naou
109,Quelle::N,дьүүктэ,feunteun
110,Bach::N,үрүйэ,gwazh
111,Fluss::N,өрүс,stêr
112,Ufer::N,биэрэк,ribl
113,Küste::N,кытыл,aod
114,Festland::N,кураанах сир,douar
115,Meer::N,муора,mor
116,Bucht::N,хомо,mor-bihan
117,Bucht::N,бухта,mor-bihan
118,Insel::N,арыы,enez
119,Blume::N,сибэкки,bleunienn
120,Gras::N,от,geot
121,Wurzel::N,силис,gwrizienn
122,Baum::N,мас,gwezenn
123,Stamm::N,умнас,kef
124,Rinde::N,хатырык,rusk
125,Ast::N,мутук,barr
126,Zweig::N,лабаа,bod
127,Blatt::N,сэбирдэх,delienn
128,Birke::N,хатыҥ,bezvenn
129,Kiefer[Baum]::N,бэс,pinenn
130,Weide[Baum]::N,үөт,halegenn
131,Weide[Baum]::N,талах,halegenn
132,Tanne::N,харыйа,sapenn
133,Horn::N,муос,korn
134,Feder::N,куорсун,pluñv
135,Fell::N,тирии,kreoñ
136,Flügel::N,кынат,askell
137,Klaue::N,тыҥырах,skilf
138,Kralle::N,баппаҕай,skilf
139,Schwanz::N,кутурук,lost
140,Ei::N,сымыыт,vi
141,Nest::N,уйа,neizh
142,Bau::N,хороон,douarenn
143,Tier::N,кыыл,loen
144,Tier::N,харамай,loen
145,Herde::N,үөр,tropell
146,Kuh::N,ынах,buoc'h
147,Bulle::N,оҕус,tarv
148,Pferd::N,сылгы,marc'h
149,Schaf::N,овца,dañvad
150,Schwein::N,сибиинньэ,pemoc'h
151,Hund::N,ыт,ki
152,Katze::N,куоска,kazh
153,Bär::N,эһэ,arzh
154,Eichhörnchen::N,тииҥ,gwiñver
155,Elch::N,тайах,karv-dour
156,Fuchs::N,саһыл,louarn
157,Hase::N,куобах,gad
158,Maus::N,кутуйах,logodenn
159,Wolf::N,бөрө,bleiz
160,Vogel::N,көтөр,labous
161,Schwarm::N,бөлөх,nijad
162,Huhn::N,куурусса,yar
163,Hahn::N,бөтүүк,kilhog
164,Gans::N,хаас,gwazenn
165,Adler::N,хотой,erer
166,Ente::N,кус,houad
167,Eule::N,мэкчиргэ,toud
168,Kranich::N,туруйа,garan
169,Krähe::N,тураах,bran
170,Kuckuck::N,кэҕэ,koukoug
171,Schwan::N,куба,alarc'h
172,Fisch::N,балык,pesk
173,Barsch::N,алыһар,brell
174,Hecht::N,сордон,beked
175,Schlange[Tier]::N,моҕой,naer
176,Schlange[Tier]::N,эриэн үөн,naer
177,Wurm::N,үөн,preñv
178,Spinne::N,ооҕуй,kevnidenn
179,Ameise::N,кымырдаҕас,merion
180,Laus::N,быт,laouenn
181,Mücke::N,кумаар,moustik
182,Fliege::N,сахсырҕа,kelienenn
183,Schmetterling::N,лыах,balafenn
184,Schmetterling::N,үрүмэччи,balafenn
185,Beere::N,отон,hog
186,Apfel::N,яблоко,aval
187,Pilz::N,тэллэй,kabell-touseg
188,Zwiebel::N,луук,ognonenn
189,Saat::N,сиэмэ,had
190,Korn::N,сиэмэ,ed
191,Heu::N,от,foenn
192,Schale::N,хах,peliadur
193,Grube::N,дьаама,
194,Falle::N,сохсо,pech
195,Schlinge::N,уктаа,krouglas
196,Spur::N,суол,
197,Asche::N,күл,ludu
198,Dreck::N,бадараан,fank
199,Eisen::N,тимир,houarn
200,Gold::N,көмүс,aour
201,Gold::N,кыһыл көмүс,aour
202,Silber::N,көмүс,arc'hant
203,Silber::N,үрүҥ көмүс,arc'hant
204,Kohle::N,чох,glaou
205,Glas::N,өстүөкүлэ,gwer
206,Lehm::N,туой,
207,Sand::N,кумах,traezh
208,Mensch::N,киһи,den
209,Mann::N,эр,den
210,Frau::N,дьахтар,maouez
211,Kind::N,оҕо,bugel
212,Junge::N,уол,paotr
213,Mädchen::N,кыыс оҕо,plac'h
214,Familie::N,кэргэн,familh
215,Großvater::N,эһэ,tad-kozh
216,Großmutter::N,эбэ,mamm-gozh
217,Eltern::N,аҕа-ийэ,kerent
218,Vater::N,аҕа,tad
219,Mutter::N,ийэ,mamm
220,Sohn::N,уол,mab
221,Tochter::N,кыыс,merc'h
222,Bruder::N,убай,breur
223,Bruder::N,быраат,breur
224,Schwester::N,аҕас,c'hoar
225,Schwester::N,балыс,c'hoar
226,Onkel::N,таай,eontr
227,Onkel::N,абаҕа,eontr
228,Tante::N,эдьиий,moereb
229,Ehemann::N,эр,gwaz
230,Ehefrau::N,ойох,gwreg
231,Freude::N,үөрүү,levenez
232,Gelächter::N,күлүү,c'hoarzherezh
233,Glück::N,дьол,chañs
234,Glück::N,соргу,chañs
235,Kummer::N,кутурҕан,doan
236,Wunsch::N,баҕарыы,c'hoant
237,Lust::N,баҕа,c'hoant
238,Geist::N,тыын,spered
239,Gedanke::N,санаа,soñj
240,Gedächtnis::N,өй,eñvor
241,Verstand::N,өй,skiant
242,Sinn::N,суолта,ster
243,Grund::N,төрүөт,kaoz
244,Wahrheit::N,кырдьык,gwirionez
245,Gespräch::N,бэсиэдэ,kaozeadenn
246,Gespräch::N,кэпсэтии,kaozeadenn
247,Märchen::N,остуоруйа,kaoz korriganez
248,Erzählung::N,кэпсээн,kontadenn
249,Nachricht::N,биллэриллии,keloù
250,Neuigkeit::N,сонун,kelaouenn
251,Name::N,аат,anv
252,Rätsel::N,таабырын,divinatez
253,Rede::N,этии,diskour
254,Sprache::N,тыл,yezh
255,Stimme::N,куолас,mouezh
256,Wort::N,тыл,ger
257,Zeichen::N,бэлиэ,sin
258,Ruf::N,ыҥырыы,galv
259,Lärm::N,айдаан,trouz
260,Laut::N,тыас,
261,Ton::N,дорҕоон,ton
262,Lied::N,ырыа,kanaouenn
263,Ruhe::N,уу чуумпу,sioulded
264,Leute::N,дьон,tud
265,Volk::N,дьон,pobl
266,Volk::N,норуот,pobl
267,Arbeit::N,үлэ,labour
268,Gast::N,ыалдьыт,kouviad
269,Geschenk::N,бэлэх,prof
270,Spiel::N,оонньуу,c'hoari
271,Gesellschaft::N,общество,kompagnunezh
272,Gesellschaft::N,общество,kavandad
273,Hilfe::N,көмө,sikour
274,Freund::N,доҕор,mignon
275,Kamerad::N,атас,kamarad
276,Angelegenheit::N,дьыала,afer
277,Anzahl::N,ахсаан,niver
278,Art::N,биис,sort
279,Stück::N,кырбас,tamm
280,Teil::N,ирээт,pezh
281,Hälfte::N,аҥар,hanterenn
282,Kreis::N,төгүрүк,kelc'h
283,Kreis::N,төгүрүмтэ,kelc'h
284,Kreuz::N,кириэс,kroaz
285,Linie::N,сурааһын,linenn
286,Strich::N,сурааһын,tenn
287,Abstand::N,арыт,distok
288,Entfernung::N,ыраах,keid
289,Entfernung::N,ыраах,kehid
290,Gegend::N,сир,korn-bro
291,Platz::N,арыт,plasenn
292,Ort::N,сир,lec'h
293,Seite::N,өрүт,tu
294,Seite::N,сирэй,tu
295,Mitte::N,орто,kreiz
296,Gegenstand::N,предмет,tra
297,Sache::N,мал,tra
298,Rand::N,кытыы,kantenn
299,Rand::N,ойоҕос,kantenn
300,Kante::N,кырыы,kantenn
301,Ecke::N,муннук,korn
302,Spitze::N,чыпчаал,begell
303,Ende::N,төбө,dibenn
304,Loch::N,тэһэҕэс,toull
305,Loch::N,дьөлөҕөс,toull
306,Winkel::N,муннук,
307,Muster::N,оһуор,tresadenn
308,Größe::N,кээмэй,ment
309,Länge::N,уста,hirder
310,Höhe::N,үрдүк,uhelder
311,Gewicht::N,ыйааһын,pouez
312,Menge::N,ахсаан,bern
313,Haufen::N,чөмчөх,bern
314,Reihe::N,кэккэ,steud
315,Boot::N,оҥочо,bag
316,Ruder::N,эрдии,roeñv
317,Schlitten::N,сыарҕа,trainell
318,Ski::N,хайыһар,ski
319,Lagerfeuer::N,кутаа,
320,Last::N,ыарахан,karg
321,Gang::N,хаамыы,kerzh
322,Schritt::N,хардыы,paz
323,Norden::N,хоту,norzh
324,Norden::N,хоту,hanternoz
325,Süden::N,соҕуруу,su
326,Süden::N,соҕуруу,kreisteiz
327,Westen::N,арҕаа,kuzh-heol
328,Osten::N,илин,reter
329,Osten::N,илин,sav-heol
330,Holz::N,мас,koad
331,Brett::N,дуоска,plankenn
332,Brett::N,хаптаһын,plankenn
333,Platte::N,билиитэ,plakenn
334,Stütze::N,тулааһын,harp
335,Stange::N,ураҕас,sparl
336,Stock::N,мас,bazh
337,Stock::N,баалкы,bazh
338,Stab::N,ураҕас,bazh
339,Rohr::N,турба,tub
340,Rohr::N,турба,korz
341,Haus::N,дьиэ,ti
342,Heim::N,дьиэ,kêr
343,Ofen::N,оһох,forn
344,Fußboden::N,муоста,plañchod
345,Tisch::N,остуол,taol
346,Stuhl::N,устуул,kador
347,Wiege::N,биһик,kavell
348,Bett::N,кырабаат,gwele
349,Regal::N,долбуур,estajerenn
350,Kiste::N,дьааһык,kased
351,Fenster::N,түннүк,prenestr
352,Tür::N,аан,dor
353,Tor::N,аан,portal
354,Zaun::N,соппулуот,sklotur
355,Dach::N,кырыыса,toenn
356,Leiter::N,кирилиэс,skeul
357,Besen::N,миинньик,skubell
358,Spaten::N,күрдьэх,pal
359,Schaufel::N,күрдьэх,pal
360,Gabel::N,биилкэ,fourchetez
361,Löffel::N,луоска,loa
362,Messer::N,быһах,kontell
363,Nagel::N,тоһоҕо,tach
364,Netz::N,илим,roued
365,Haken::N,көхө,krog
366,Griff::N,ук,kemer
367,Griff::N,тутаах,kemer
368,Schloss::N,күлүүс,potenn
369,Bild::N,хартыына,skeudenn
370,Figur::N,фигура,skeud
371,Figur::N,фигура,figur
372,Puppe::N,куукула,merc'hodenn
373,Beutel::N,мөһөөччук,sac'h
374,Bündel::N,баайыы,feskenn
375,Tasche::N,суумка,sac'h
376,Eimer::N,биэдэрэ,sailh
377,Deckel::N,хаппах,pallenn
378,Geschirr::N,иһит,listriaj
379,Sack::N,куул,sac'h
380,Tasse::N,сэлиэнэй,tas
381,Topf::N,көстүрүүҥкэ,pod
382,Kessel::N,хочуол,chaodouron
383,Essen::N,аһылык,pred
384,Nahrung::N,ас,boued
385,Speise::N,аһылык,meuz
386,Fleisch::N,эт,kig
387,Getreide::N,злактар,ed
388,Brei::N,хааһы,yod
389,Brot::N,килиэп,bara
390,Scheibe::N,куһуок,tailhenn
391,Fett::N,сыа,lard
392,Butter::N,арыы,amann
393,Öl::N,арыы,eoul
394,Salz::N,туус,holen
395,Suppe::N,мин,soubenn
396,Honig::N,мүөт,mel
397,Milch::N,үүт,laezh
398,Tee::N,чэй,te
399,Leder::N,тирии,lêr
400,Wolle::N,түү,gloan
401,Stoff::N,таҥас,danvez
402,Nadel::N,иннэ,nadoz
403,Faden::N,сап,neudenn
404,Knopf::N,тимэх,bouton
405,Knoten::N,түмүк,skoulm
406,Farbe::N,кырааска,liv
407,Kleidung::N,таҥас,dilhad
408,Hemd::N,ырбаахы,roc'hed
409,Kragen::N,саҕа,gouzoug
410,Ärmel::N,сиэх,milgin
411,Hose::N,ыстаан,bragoù
412,Hose::N,бүрүүкэ,bragoù
413,Gürtel::N,кур,gouriz
414,Mütze::N,бэргэһэ,boned
415,Schuh::N,бачыыҥка,botez
416,Stiefel::N,саппыкы,botez
417,Ring::N,биһилэх,gwalenn
418,Band::N,лиэнтэ,bagad
419,Kamm::N,тараах,krib
420,Spiegel::N,сиэркилэ,melezour
421,Riemen::N,кур,lerenn
422,Schnur::N,быа,kordenn
423,Leine::N,тэһиин,roll
424,Decke::N,суорҕан,golo
425,Kissen::N,сыттык,goubenner
426,Tuch::N,былаат,mezher
427,Handtuch::N,соттор,toailhon
428,Kraft::N,сыра,nerzh
429,Stärke::N,күүс,nerzhder
430,Gesundheit::N,доруобуйа,yec'hed
431,Krankheit::N,ыарыы,klañved
432,Schmerz::N,ыарыы,poan
433,Schmerz::N,ыарыы,droug
434,Wunde::N,баас,gloazadenn
435,Fieber::N,түрүлгэн,terzhienn
436,Fieber::N,лихорадка,terzhienn
437,Fieber::N,температура,terzhienn
438,Arznei::N,эмп,louzoù
439,Brücke::N,күргэ,pont
440,Brunnen::N,холуодьас,puñs
441,Weide::N,мэччирэҥ,prad
442,Pfad::N,ыллык,gwenodenn
443,Weg::N,суол,hent
444,Straße::N,суол,ru
445,Straße::N,суол,hent
446,Dorf::N,дэриэбинэ,kêr
447,Dorf::N,дэриэбинэ,kêriadenn
448,Stadt::N,куорат,kêr
449,Brief::N,сурук,lizher
450,Buch::N,кинигэ,levr
451,Buchstabe::N,буква,lizherenn
452,Zeitung::N,хаһыат,kazetenn
453,Leben::N,тыын,buhez
454,Tod::N,өлүү,marv
455,Grab::N,иин,bez
456,Kirche::N,таҥара дьиэтэ,iliz
457,Sünde::N,айыы,pec'hed
458,Gott::N,тангара,doue
459,Arbeiter::N,үлэһит,labourer
460,Arbeiter::N,үлэһит,micherour
461,Chef::N,баһылык,penn
462,Chef::N,начальник,penn
463,Meister::N,уус,mestr
464,Meister::N,маастар,mestr
465,Arzt::N,врач,mezeg
466,Arzt::N,врач,medisin
467,Lehrer::N,учуутал,skolaer
468,Lehrer::N,учуутал,kelenner
469,Geld::N,харчы,arc'hant
470,Geschäft::N,идэ,stal
471,Laden::N,маҕаһыын,stal
472,Preis::N,сыана,priz
473,Ware::N,табаар,marc'hadourezh
474,Nutzen::N,туһа,gounidegezh
475,Nutzen::N,туһа,lañs
476,Nutzen::N,туһа,profit
477,Nutzen::N,туһа,spleit
478,Reichtum::N,баай,pinvidigezh
479,Welt::N,аан дойду,douar
480,Land::N,дойду,bro
481,Staat::N,государство,stad
482,König::N,король,roue
483,Macht::N,былаас,galloud
484,Grenze::N,кыраныысса,harzoù
485,Krieg::N,сэрии,brezel
486,Feind::N,өстөөх,eneber
487,Gewalt::N,күүһүлээһин,tâerder
488,Kampf::N,охсуһуу,kann
489,Bogen[Waffe]::N,ох,gwareg
490,Pfeil::N,ох,saezh
491,Gewehr::N,саа,fuzuilh
492,Fehler::N,сыыһа,fazi
493,Lüge::N,сымыйа,gaou
494,Schaden::N,хоромньу,gwall
495,Unglück::N,алдьархай,gwalleur
496,Schuld::N,буруй,kablusted
497,Schuld::N,буруй,pec'hedigezh
498,Alter::N,саас,oad
499,Schluss::N,тиһэх,diwezh
500,Zeit::N,бириэмэ,amzer
501,Tag::N,күн,deizh
502,Morgen::N,сарсыарда,beure
503,Morgen::N,сарсыарда,mintin
504,Mittag::N,күн ортото,kreisteiz
505,Abend::N,киэһэ,abardaez
506,Nacht::N,түүн,noz
507,Woche::N,нэдиэлэ,sizhun
508,Monat::N,ый,miz
509,Jahr::N,сыл,bloaz
510,Jahr::N,дьыл,bloaz
511,Frühling::N,саас,nevezamzer
512,Sommer::N,сайын,hañv
513,Herbst::N,күһүн,diskaramzer
514,Winter::N,кыһын,goañv
515,Januar::N,тохсунньу,Genver
516,Februar::N,олунньу,C'hwevrer
517,März::N,кулун тутар,Meurzh
518,April::N,муус устар ый,Ebrel
519,Mai::N,ыам ыйа,Mae
520,Juni::N,бэс ыйа,Mezheven
521,Juli::N,от ыйа,Gouhere
522,August::N,атырдьах ыйа,Eost
523,September::N,балаҕан ыйа,Gwengolo
524,Oktober::N,алтынньы,Here
525,November::N,сэтинньи,Du
526,Dezember::N,ахсынньы,Kerzu
527,Montag::N,бэнидиэнньик,Lun
528,Dienstag::N,оптуорунньук,Meurzh
529,Mittwoch::N,сэрэдэ,Merc'her
530,Donnerstag::N,чэппиэр,Yaou
531,Freitag::N,бээтинсэ,Gwener
532,Samstag::N,субуота,Sadorn
533,Sonntag::N,баскыһыанньа,Sul
534,groß::A,бөдөҥ,bras
535,groß::A,улахан,bras
536,klein::A,кыр,bihan
537,lang::A,уһун,hir
538,kurz::A,кылгас,berr
539,breit::A,кэтит,ledan
540,schmal::A,кыараҕас,strizh
541,dicht::A,хойуу,stank
542,dick[Gegenstand]::A,суон,tev
543,dick[Gegenstand]::A,хойуу,tev
544,dünn::A,чараас,moan
545,fein::A,бытархай,munut
546,fein::A,синньигес,munut
547,fest::A,бөҕө,start
548,fest::A,кытаанах,start
549,flach::A,хаптаҕай,plaen
550,glatt::A,кылааккай,lintr
551,glatt::A,кылааккай,levn
552,hart::A,хатан,kalet
553,hart::A,кытаанах,kalet
554,weich::A,сымнаҕас,blot
555,rund::A,төгүрүк,ront
556,spitz::A,сытыы,poentet
557,spitz::A,уһуктаах,poentet
558,scharf::A,сытыы,dremm
559,stumpf::A,сыппах,talsoc'h
560,schwer::A,ыарахан,pounner
561,schön::A,кыраһыабай,kaer
562,heiß::A,итии,tomm
563,warm::A,ичигэс,tomm
564,kalt::A,тымныы,yen
565,kühl::A,сөрүүн,yen
566,frisch::A,ыраас,fresk
567,frisch::A,сөрүүн,fresk
568,frisch::A,тымныы,fresk
569,feucht::A,сииктээх,gleb
570,nass::A,инчэҕэй,gleb
571,trocken::A,кураан,sec'h
572,voll::A,толору,leun
573,leer::A,иччитэх,goullo
574,offen::A,аһаҕас,digor
575,geschlossen::A,бүтэй,serr
576,sauber::A,сэбэр,naet
577,schmutzig::A,кирдээх,lous
578,roh::A,сиикэй,kriz
579,reif::A,буспут,darev
580,reif::A,сиппит-хоппут,darev
581,lecker::A,минньигэс,lipous
582,lecker::A,минньигэс,saourus
583,süß::A,минньигэс,dous
584,bitter::A,аһыы,c'hwerv
585,sauer::A,аһыы,trenk
586,hell::A,сырдык,sklaer
587,dunkel::A,хараҥа,teñval
588,schwarz::A,хара,du
589,weiß::A,үрүҥ,gwenn
590,weiß::A,маҥан,gwenn
591,rot::A,кыһыл,ruz
592,gelb::A,саһархай,melen
593,blau::A,күөх,glas
594,grün::A,күөх,gwer
595,grün::A,от күөҕэ,gwer
596,grau::A,сиэрэй,louet
597,bunt::A,эриэн,liesliv
598,billig::A,чэпчэки,marc'had-mat
599,teuer::A,сыаналаах,ker
600,wertvoll::A,сыаналаах,prizius
601,blind::A,хараҕа суох,dall
602,taub::A,дьүлэй,bouzar
603,kräftig::A,модун,start
604,stark::A,күүстээх,kreñv
605,schwach::A,мөлтөх,gwan
606,fett::A,эмис,lard
607,schlank::A,дьылҕан,sinkl
608,schlank::A,дьыпсаҕай,sinkl
609,hübsch::A,олус кэрэ,koant
610,hübsch::A,көрүөхтэн үчүгэй,koant
611,böse::A,өһүөннээх,gwall
612,dumm::A,акаары,glep
613,faul::A,нэс,lezirek
614,fleißig::A,кыһамньылаах,studius
615,geizig::A,иҥсэлээх,tost
616,klug::A,өйдөөх,speredek
617,geschickt::A,наһаа дьоҕурдаах,dornet
618,lieb::A,тапталлаах,koant
619,lustig::A,көрдөөх,laouen
620,sanft::A,намчы,flour
621,sanft::A,сымнаҕас,flour
622,hungrig::A,аччык,marnaon
623,krank::A,ыалдьар,klañv
624,nackt::A,сыгынньах,noazh
625,traurig::A,санаарҕабыллаах,trist
626,lebendig::A,тыыннаах,bev
627,gut::A,үтүө,mad
628,gut::A,үчүгэй,mad
629,schlecht::A,куһаҕан,fall
630,schlecht::A,куһаҕан,gwall
631,richtig::A,сөп,reizh
632,schlimm::A,сидьиҥ,gwall
633,schlimm::A,быдьар,gwall
634,wahr::A,кырдьык,gwir
635,alt::A,былыргы,kozh
636,neu::A,саҥа,nevez
637,ehemalig::A,урукку,kozh
638,alt[Lebewesen]::A,кырдьаҕас,kozh
639,jung::A,эдэр,yaouank
640,arm::A,дьадаҥы,paour
641,reich::A,баай,pinvidik
642,bekannt::A,билэр,anavezet
643,berühmt::A,аатырбыт,brudet
644,fremd::A,атын,dizanav
645,verschieden::A,араас,disheñel
646,nah::A,чугас,nes
647,fern::A,ыраах,diabell
648,linker::A,хаҥас,kleiz
649,rechter::A,уҥа,dehoù
650,anderer::A,атын,all
651,erster::A,маҥнайгы,kentañ
652,zweiter::A,иккис,eil
653,dritter::A,үһүс,trede
654,letzter::A,тиһэх,diwezhañ
655,allein::ADV,соҕотох,e-unan
656,auf einmal::ADV,биирдэ,ar un dro
657,zusammen::ADV,холбуу,asambles
658,lange::ADV,уһуннук,pell
659,plötzlich::ADV,эмискэ,en un taol
660,sofort::ADV,тута,diouzhtu
661,später::ADV,хойут,diwezhatoc'h
662,jetzt::ADV,билигин,bremañ
663,heute::ADV,бүгүн,hiziv
664,morgen::ADV,сарсын,arc'hoazh
665,bald::ADV,өтөр,hepdale
666,dann::ADV,кэнна,a-c'houde
667,gestern::ADV,бэҕэһээ,dec'h
668,einst::ADV,биир төгүл,gwechall
669,einst::ADV,арай биирдэ,gwechall
670,damals::ADV,оччоҕо,neuze
671,danach::ADV,аары,goude
672,danach::ADV,ол кэнниттэн,goude
673,vorher::ADV,урут,diagent
674,zuerst::ADV,маҥнай,da gentañ
675,einmal::ADV,биирдэ,ur wech
676,manchmal::ADV,арыт,a-wechoù
677,oft::ADV,чаастатык,alies
678,immer::ADV,мэлдьи,atav
679,immer::ADV,мэлдьи,bepred
680,niemals::ADV,хаһан да,gwech ebet
681,hier::ADV,маныаха,amañ
682,hierhin::ADV,бэттэх,dre amañ
683,von hier::ADV,мантан,alemañ
684,dort::ADV,онно,aze
685,dort::ADV,онно,ahont
686,dorthin::ADV,онно,di
687,dorthin::ADV,онно,aze
688,dorthin::ADV,онно,ahont
689,geradeaus::ADV,быһа,war-eeun
690,geradeaus::ADV,быһаччы,war-eeun
691,vorwärts::ADV,инники,war-raok
692,rückwärts::ADV,төттөру,war-lerc'h
693,zurück::ADV,төттөрү,war-dreñv
694,unten::ADV,аллара,en traoñ
695,hinab::ADV,аллара,a-izel
696,oben::ADV,үөһэ,en nec'h
697,hinauf::ADV,өрө,e-krec'h
698,hinauf::ADV,үөһэ,e-krec'h
699,überall::ADV,бэйдиэ,dre-holl
700,nicht::ADV,буолбатах,ne ... ket
701,ein wenig::ADV,кыратык,un tammig
702,kaum::ADV,нэһиилэ,a-boan
703,sehr::ADV,бэрт,-tre
704,sehr::ADV,бэрт,-kenañ
705,sehr::ADV,наһаа,-tre
706,sehr::ADV,наһаа,-kenañ
707,so::ADV,оччо,evel-se
708,so::ADV,оннук,evel-se
709,noch::ADV,өссө,c'hoazh
710,nur::ADV,эрэ,hepken
711,nur::ADV,сыччах,hepken
712,schon::ADV,бэлиэр,dija
713,wieder::ADV,эмиэ,adarre
714,vergebens::ADV,таак,
715,vor::PRP,иннигэр,dirak
716,hinter::PRP,кэлин,a-drek
717,hinter::PRP,кэлин,a-dreñv
718,unter::PRP,-ҕа,dindan
719,unter::PRP,оһох түгэҕэ,dindan
720,durch::PRP,курдары,dre
721,neben::PRP,аттыгар,e-kichen
722,zwischen::PRP,ыккардынан,etre
723,wegen::PRP,уҥуортан,abalamour da
724,dies::PRN,ити,hemañ
725,dies::PRN,бу,hemañ
726,das::PRN,били,se
727,das::PRN,били,hennezh
728,alles::PRN,барыта,pep tra
729,ich::PRN,мин,me
730,du::PRN,эн,te
731,er::PRN,кнни,eñ
732,wir::PRN,биһиги,ni
733,ihr::PRN,эһиги,c'hwi
734,sie::PRN,кинилэр,int
735,was::FPRN,туох,petra
736,wer::FPRN,ким,piv
737,wo::FADV,ханна,pelec'h
738,wohin::FADV,ханна,da belec'h
739,wie::FADV,хайдах,penaos
740,warum::FADV,тоҕо,perak
741,wieviel::FNUM,төһө,pet
742,eins::NUM,биир,unan
743,zwei::NUM,икки,daou
744,drei::NUM,үс,tri
745,vier::NUM,түөрт,pevar
746,fünf::NUM,биэс,pemp
747,sechs::NUM,алта,c'hwec'h
748,sieben::NUM,сэттэ,seizh
749,acht::NUM,аҕыс,eizh
750,neun::NUM,тоҕус,nav
751,zehn::NUM,уон,dek
752,elf::NUM,уон биир,unnek
753,zwölf::NUM,уон икки,daouzek
754,zwanzig::NUM,сүүрбэ,ugent
755,dreißig::NUM,отут,tregont
756,vierzig::NUM,түөрт уон,daou-ugent
757,fünfzig::NUM,биэс уон,hanter-kant
758,sechzig::NUM,алта уон,tri-ugent
759,siebzig::NUM,сэттэ уон,dek ha tri-ugent
760,achtzig::NUM,аҕыс уон,pevar-ugent
