,Concept_ID,sq,sl
164,Ei::N,vezë,jájce
165,Nest::N,fole,gnézdo
166,Bau::N,strofkë,brlòg
167,Tier::N,kafshë,živál
168,Herde::N,kope,čréda
169,Herde::N,grigjë,čréda
170,Kuh::N,lopë,kráva
171,Bulle::N,dem,bìk
172,Pferd::N,kalë,kònj
173,Schaf::N,dele,ôvca
174,Schwein::N,derr,svínja
175,Hund::N,qen,pès
176,Katze::N,mace,máčka
177,Bär::N,ari,mêdved
178,Eichhörnchen::N,ketër,véverica
179,Elch::N,dre brilopatë,lós
180,Fuchs::N,dhelpër,lisíca
181,Hase::N,lepur,zájec
182,Maus::N,mi,mìš
183,Wolf::N,ujk,vólk
184,Vogel::N,zog,ptìč
185,Vogel::N,zog,ptíca
186,Vogel::N,shpend,ptìč
187,Vogel::N,shpend,ptíca
188,Schwarm::N,luzmë,játa
189,Huhn::N,pulë,kokóš
190,Hahn::N,gjel,petêlin
191,Hahn::N,këndes,petêlin
192,Gans::N,patë,gós
193,Adler::N,shqiponjë,ôrel
194,Ente::N,rosë,ráca
195,Eule::N,buf,sôva
196,Kranich::N,lejlek,žerjàv
197,Kranich::N,kurrillë,žerjàv
198,Krähe::N,sorrë,vrána
199,Kuckuck::N,qyqe,kúkavica
200,Schwan::N,mjellmë,labód
201,Fisch::N,peshk,ríba
202,Barsch::N,purtekë,ostríž
203,Hecht::N,mlysh,ščúka
204,Schlange[Tier]::N,gjarpër,káča
205,Wurm::N,krimb,čr̀v
206,Wurm::N,krimb,glísta
207,Spinne::N,marimangë,pájek
208,Ameise::N,thnegël,mrávlja
209,Ameise::N,milingonë,mrávlja
210,Laus::N,morr,úš
211,Mücke::N,kunup,komár
212,Mücke::N,mushkonjë,komár
213,Fliege::N,mizë,múha
214,Schmetterling::N,flutur,metúlj
215,Beere::N,frutë,jágoda
216,Beere::N,manaferrë,jágoda
217,Apfel::N,mollë,jábolko
218,Pilz::N,kërpudhë,góba
219,Zwiebel::N,qepë,čebúla
220,Saat::N,farë,séme
221,Korn::N,grurë,zŕno
222,Korn::N,kokërr,zŕno
223,Heu::N,sanë,senó
224,Schale::N,lëkurë,lupína
225,Grube::N,gropë,jáma
226,Falle::N,kurth,pást
227,Falle::N,grackë,pást
228,Schlinge::N,nyjë,zánka
229,Schlinge::N,nyjë,pêtlja
230,Spur::N,gjurmë,sléd
231,Asche::N,hi,pepél
232,Dreck::N,baltë,bláto
233,Eisen::N,hekur,želézo
234,Gold::N,ar,zlató
235,Gold::N,flori,zlató
236,Silber::N,argjend,srebró
237,Kohle::N,qymyr,ógel
238,Glas::N,qelq,stêklo
239,Lehm::N,argjilë,ílo
240,Sand::N,rërë,pések
241,Mensch::N,njeri,člôvek
242,Mann::N,burrë,móž
243,Mann::N,burrë,môški
244,Mann::N,mashkull,móž
245,Mann::N,mashkull,môški
246,Frau::N,grua,gospá
247,Frau::N,grua,žénska
248,Frau::N,femër,gospá
249,Frau::N,femër,žénska
250,Kind::N,kalama,déte
251,Kind::N,kalama,otròk
252,Junge::N,djalë,fànt
253,Junge::N,djalë,déček
254,Mädchen::N,gocë,deklè
255,Mädchen::N,gocë,déklica
256,Mädchen::N,vajzë,deklè
257,Mädchen::N,vajzë,déklica
258,Familie::N,familje,družína
259,Großvater::N,gjysh,dèd
260,Großvater::N,gjysh,dédek
261,Großmutter::N,gjyshe,bábica
262,Eltern::N,prindër,stárši
263,Vater::N,atë,ôče
264,Mutter::N,nënë,máma
265,Sohn::N,bir,sín
266,Tochter::N,bijë,hčí
267,Tochter::N,bijë,hčérka
268,Bruder::N,vëlla,bràt
269,Schwester::N,motër,sêstra
270,Onkel::N,dajë,újec
271,Onkel::N,dajë,stríc
272,Onkel::N,xhaxha,újec
273,Onkel::N,xhaxha,stríc
274,Tante::N,teze,têta
275,Tante::N,teze,strína
276,Tante::N,hallë,têta
277,Tante::N,hallë,strína
278,Ehemann::N,burrë,móž
279,Ehemann::N,burrë,sopróg
280,Ehemann::N,bashkëshort,móž
281,Ehemann::N,bashkëshort,sopróg
282,Ehefrau::N,grua,žêna
283,Ehefrau::N,grua,sopróga
284,Ehefrau::N,bashkëshorte,žêna
285,Ehefrau::N,bashkëshorte,sopróga
286,Freude::N,gaz,rádost
287,Freude::N,gaz,vesêlje
288,Freude::N,gëzim,rádost
289,Freude::N,gëzim,vesêlje
290,Gelächter::N,qeshje,sméh
291,Gelächter::N,qeshje,grohòt
292,Glück::N,lumturi,sréča
293,Kummer::N,brengë,gorjé
294,Kummer::N,pikëllim,gorjé
295,Wunsch::N,dëshirë,žêlja
296,Lust::N,epsh,poželênje
297,Lust::N,dashuri,poželênje
298,Geist::N,frymë,dúša
299,Geist::N,shpirt,dúša
300,Gedanke::N,ide,mísel
301,Gedanke::N,mendim,mísel
302,Gedächtnis::N,kujtesë,pámet
303,Verstand::N,mend,
304,Sinn::N,kuptim,pomèn
305,Sinn::N,kuptim,smísel
306,Grund::N,arsye,vzròk
307,Wahrheit::N,vërtetë,resníca
308,Gespräch::N,bisedim,pogóvor
309,Märchen::N,përrallë,právljica
310,Erzählung::N,tregim,povést
311,Nachricht::N,lajm,sporočílo
312,Neuigkeit::N,risi,novóst
313,Name::N,emër,imé
314,Rätsel::N,gjëzë,ugánka
315,Rätsel::N,gjëegjëzë,ugánka
316,Rede::N,fjalim,góvor
317,Sprache::N,gjuhë,jêzik
318,Stimme::N,zë,glás
319,Wort::N,fjalë,beséda
320,Zeichen::N,shenjë,znák
321,Ruf::N,thirrmë,klíc
322,Lärm::N,zhurmë,hrúp
323,Lärm::N,zhurmë,trúšč
324,Laut::N,tingull,glás
325,Ton::N,ton,tón
326,Lied::N,këngë,pésem
327,Ruhe::N,qetësi,pokòj
328,Leute::N,botë,ljudjé
329,Leute::N,njerëz,ljudjé
330,Volk::N,popull,národ
331,Arbeit::N,punë,délo
332,Gast::N,mik,gòst
333,Gast::N,mysafir,gòst
334,Geschenk::N,dhuratë,darílo
335,Geschenk::N,peshqesh,darílo
336,Spiel::N,lojë,ígra
337,Gesellschaft::N,shoqëri,drúžba
338,Hilfe::N,ndihmë,pomóč
339,Freund::N,mik,prijátelj
340,Kamerad::N,shok,továriš
341,Angelegenheit::N,punë,zadéva
342,Anzahl::N,sasi,števílo
343,Art::N,lloj,vŕsta
344,Stück::N,copë,kós
345,Teil::N,pjesë,dél
346,Hälfte::N,gjysmë,polovíca
347,Kreis::N,qark,króg
348,Kreis::N,qark,kolobár
349,Kreis::N,rreth,króg
350,Kreis::N,rreth,kolobár
351,Kreuz::N,kryq,kríž
352,Linie::N,vijë,próga
353,Strich::N,vizë,čŕta
354,Abstand::N,distancë,preslédek
355,Entfernung::N,largim,oddáljenost
356,Gegend::N,vise,kràj
357,Gegend::N,vise,dežêla
358,Gegend::N,krahinë,kràj
359,Gegend::N,krahinë,dežêla
360,Platz::N,shesh,prôstor
361,Ort::N,vend,mésto
362,Seite::N,anë,bòk
363,Seite::N,anë,strán
364,Mitte::N,mes,sredína
365,Gegenstand::N,send,prédmet
366,Sache::N,gjë,réč
367,Sache::N,gjë,stvár
368,Sache::N,send,réč
369,Sache::N,send,stvár
370,Rand::N,qoshe,kràj
371,Kante::N,teh,rób
372,Ecke::N,qoshe,vogál
373,Spitze::N,majë,óst
374,Ende::N,skaj,kônec
375,Ende::N,bisht,kônec
376,Loch::N,vrimë,lúknja
377,Winkel::N,kënd,kót
378,Muster::N,mostër,vzórec
379,Größe::N,madhësi,veličína
380,Länge::N,gjatësi,dolžína
381,Höhe::N,lartësi,vršína
382,Gewicht::N,peshë,téža
383,Menge::N,sasi,količína
384,Haufen::N,grumbull,kùp
385,Haufen::N,grumbull,kopíca
386,Reihe::N,radhë,níz
387,Reihe::N,radhë,vŕsta
388,Reihe::N,rresht,níz
389,Reihe::N,rresht,vŕsta
390,Boot::N,barkë,čóln
391,Boot::N,lundër,čóln
392,Ruder::N,rrem,vêslo
393,Schlitten::N,sajë,saní
394,Ski::N,ski,smučí
395,Lagerfeuer::N,flakadan,táborni ôgenj
396,Lagerfeuer::N,zjarr i madh,táborni ôgenj
397,Last::N,barrë,tôvor
398,Gang::N,ecje,hòd
399,Schritt::N,hap,korák
400,Norden::N,veri,séver
401,Süden::N,jug,júg
402,Westen::N,perëndim,zapàd
403,Osten::N,lindje,vzhòd
404,Holz::N,dru,lés
405,Brett::N,dërrasë,deskà
406,Platte::N,pllakë,plôča
407,Stütze::N,shtyllë,opóra
408,Stütze::N,shtyllë,zaslómba
409,Stütze::N,mbështetesë,opóra
410,Stütze::N,mbështetesë,zaslómba
411,Stange::N,shufër,gréd
412,Stock::N,dajak,pálica
413,Stab::N,shkop,pálica
414,Rohr::N,tub,cév
415,Haus::N,shtëpi,híša
416,Heim::N,konak,dóm
417,Heim::N,shtëpi,dóm
418,Ofen::N,sobë,péč
419,Ofen::N,stufë,péč
420,Fußboden::N,dysheme,pòd
421,Tisch::N,tryezë,míza
422,Stuhl::N,karrige,stòl
423,Wiege::N,djep,zíbel
424,Bett::N,shtrat,póstelja
425,Regal::N,raft,políca
426,Kiste::N,kuti,zabòj
427,Fenster::N,dritare,ôkno
428,Tür::N,derë,vráta
429,Tor::N,portë,velíka vráta
430,Zaun::N,gardh,ográja
431,Dach::N,çati,stréha
432,Leiter::N,shkallë,léstev
433,Besen::N,fshesë,mêtla
434,Spaten::N,lopatë,lopáta
435,Schaufel::N,qyrek,lopáta
436,Gabel::N,pirun,vílice
437,Löffel::N,lugë,žlíca
438,Messer::N,thikë,nòž
439,Nagel::N,gozhdë,žebèlj
440,Netz::N,rrjetë,mréža
441,Haken::N,grep,kljúka
442,Haken::N,grremç,kljúka
443,Griff::N,dorak,ročáj
444,Griff::N,dorak,oprijèm
445,Griff::N,dorezë,ročáj
446,Griff::N,dorezë,oprijèm
447,Schloss::N,bravë,ključávnica
448,Bild::N,tablo,slíka
449,Bild::N,pikturë,slíka
450,Figur::N,figurë,figúra
451,Figur::N,figurë,postáva
452,Puppe::N,kukull,lútka
453,Beutel::N,qese,môšnja
454,Beutel::N,trastë,môšnja
455,Bündel::N,deng,cúla
456,Bündel::N,deng,svéženj
457,Tasche::N,çantë,tórba
458,Tasche::N,çantë,tobôlec
459,Eimer::N,kovë,vêdro
460,Deckel::N,kapak,pokròv
461,Deckel::N,kapak,poklópec
462,Deckel::N,mbulesë,pokròv
463,Deckel::N,mbulesë,poklópec
464,Geschirr::N,enë,posóda
465,Sack::N,thes,vréča
466,Sack::N,torbë,vréča
467,Tasse::N,filxhan,skodélica
468,Topf::N,kusi,lônec
469,Topf::N,tenxhere,lônec
470,Kessel::N,kazan,kôtel
471,Essen::N,ngrënie,hrána
472,Nahrung::N,ushqim,živílo
473,Speise::N,gatesë,jéd
474,Fleisch::N,mish,mesó
475,Getreide::N,drithë,žíto
476,Brei::N,qull,káša
477,Brot::N,bukë,krùh
478,Scheibe::N,fetë,réženj
479,Fett::N,lyrë,mást
480,Fett::N,lyrë,maščôba
481,Fett::N,yndyrë,mást
482,Fett::N,yndyrë,maščôba
483,Butter::N,gjalpë,máslo
484,Öl::N,vaj,ólje
485,Salz::N,kripë,sól
486,Suppe::N,supë,júha
487,Suppe::N,çorbë,júha
488,Honig::N,mjaltë,méd
489,Milch::N,qumësht,mléko
490,Tee::N,çaj,čáj
491,Leder::N,lëkurë,úsnje
492,Wolle::N,lesh,vólna
493,Stoff::N,pëlhurë,blagó
494,Nadel::N,gjilpërë,ígla
495,Faden::N,pe,nít
496,Faden::N,fije,nít
497,Knopf::N,kopsë,gúmb
498,Knoten::N,komb,vôzel
499,Farbe::N,bojë,bárva
500,Kleidung::N,veshje,obléka
501,Hemd::N,këmishë,srájca
502,Kragen::N,jakë,ovrátnik
503,Ärmel::N,mëngë,rokáv
504,Hose::N,brekë,hláče
505,Gürtel::N,rrip,pás
506,Mütze::N,kësulë,kápa
507,Mütze::N,kësulë,čépica
508,Schuh::N,këpucë,čévelj
509,Stiefel::N,çizme,škórenj
510,Ring::N,unazë,pŕstan
511,Band::N,shirit,trák
512,Kamm::N,krehër,glavník
513,Spiegel::N,pasqyrë,zrcálo
514,Spiegel::N,pasqyrë,ogledálo
515,Riemen::N,rrip,jêrmen
516,Schnur::N,litar,vŕvca
517,Schnur::N,cikomë,vŕvca
518,Leine::N,rrip,konôpec
519,Decke::N,batanije,odéja
520,Kissen::N,jastëk,blazína
521,Tuch::N,shami,pŕt
522,Tuch::N,shami,rúta
523,Handtuch::N,peshqir,brisáča
524,Kraft::N,forcë,síla
525,Stärke::N,koll,jákost
526,Gesundheit::N,shëndet,zdrávje
527,Krankheit::N,sëmundje,bolézen
528,Schmerz::N,dhimbje,ból
529,Schmerz::N,dhimbje,bolečína
530,Wunde::N,plagë,rána
531,Fieber::N,ethe,vročína
532,Arznei::N,ilaç,lék
533,Arznei::N,ilaç,zdravílo
534,Brücke::N,urë,móst
535,Brunnen::N,pus,vodnják
536,Weide::N,kullotë,páša
537,Pfad::N,ravë,stezà
538,Pfad::N,shteg,stezà
539,Weg::N,udhë,pót
540,Weg::N,shteg,pót
541,Straße::N,rrugë,césta
542,Dorf::N,fshat,vás
543,Dorf::N,katund,vás
544,Stadt::N,qytet,mésto
545,Brief::N,letër,písmo
546,Buch::N,libër,knjíga
547,Buchstabe::N,shkronjë,čŕka
548,Zeitung::N,gazetë,čásnik
549,Leben::N,jetë,življênje
550,Tod::N,mortje,smŕt
551,Grab::N,varr,gròb
552,Kirche::N,kishë,cérkev
553,Sünde::N,mëkat,gréh
554,Sünde::N,gjynah,gréh
555,Gott::N,hy,bóg
556,Gott::N,zot,bóg
557,Arbeiter::N,punëtor,délavec
558,Chef::N,shef,šéf
559,Chef::N,drejtues,šéf
560,Meister::N,mjeshtër,mójster
561,Arzt::N,mjek,zdravník
562,Arzt::N,doktor,zdravník
563,Lehrer::N,mësues,učítelj
564,Lehrer::N,arsimtar,učítelj
565,Geld::N,para,denár
566,Geld::N,holla,denár
567,Geschäft::N,ujdi,kupčíja
568,Geschäft::N,biznes,kupčíja
569,Laden::N,dyqan,trgovína
570,Preis::N,çmim,céna
571,Ware::N,mall,róba
572,Nutzen::N,dobi,príd
573,Nutzen::N,leverdi,príd
574,Reichtum::N,kamje,bogástvo
575,Reichtum::N,pasuri,bogástvo
576,Welt::N,botë,svét
577,Land::N,vend,dežêla
578,Staat::N,shtet,držáva
579,König::N,mbret,králj
580,Macht::N,fuqi,oblást
581,Macht::N,pushtet,oblást
582,Grenze::N,kufi,mêja
583,Krieg::N,luftë,vôjna
584,Feind::N,armik,sovrážnik
585,Gewalt::N,dhunë,nasílje
586,Kampf::N,luftim,bòj
587,Kampf::N,luftim,bórba
588,Bogen[Waffe]::N,hark,lók
589,Pfeil::N,shigjetë,puščíca
590,Gewehr::N,pushkë,púška
591,Fehler::N,gafë,zmóta
592,Fehler::N,gabim,zmóta
593,Lüge::N,gënjeshtër,láž
594,Schaden::N,dëm,okvára
595,Schaden::N,zarar,okvára
596,Unglück::N,fatkeqësi,nesréča
597,Schuld::N,faj,krívda
598,Alter::N,moshë,dôba
599,Schluss::N,fund,kônec
600,Zeit::N,kohë,čàs
601,Tag::N,ditë,dán
602,Morgen::N,mëngjes,jútro
603,Mittag::N,mesditë,póldan
604,Abend::N,mbrëmje,večér
605,Nacht::N,natë,nóč
606,Woche::N,javë,téden
607,Monat::N,muaj,mésec
608,Jahr::N,vit,léto
609,Frühling::N,pranverë,pomlád
610,Sommer::N,verë,polétje
611,Herbst::N,vjeshtë,jesén
612,Winter::N,dimër,zíma
613,Januar::N,janar,jánuar
614,Februar::N,shkurt,fébruar
615,März::N,mars,márec
616,April::N,prill,apríl
617,Mai::N,maj,máj
618,Juni::N,qershor,júnij
619,Juli::N,korrik,júlij
620,August::N,gusht,avgúst
621,September::N,shtator,septêmber
622,Oktober::N,tetor,október
623,November::N,nëntor,novêmber
624,Dezember::N,dhjetor,decémber
625,Montag::N,hënë,ponedéljek
626,Dienstag::N,martë,tôrek
627,Mittwoch::N,mërkurë,sréda
628,Donnerstag::N,enjte,četŕtek
629,Freitag::N,premte,pétek
630,Samstag::N,shtunë,sobóta
631,Sonntag::N,diel,nedélja
632,groß::A,madh,vêlik
633,klein::A,vogël,májhen
634,lang::A,gjatë,dólg
635,kurz::A,shkurtër,krátek
636,breit::A,gjerë,širòk
637,schmal::A,ngushtë,ózek
638,dicht::A,dendur,góst
639,dick[Gegenstand]::A,trashë,dêbel
640,dünn::A,hollë,tánek
641,fein::A,imët,drôben
642,fest::A,fortë,tŕden
643,flach::A,sheshtë,plán
644,flach::A,sheshtë,plòsk
645,glatt::A,rrafshët,gládek
646,hart::A,fortë,tŕd
647,weich::A,butë,mehák
648,rund::A,rrumbullakët,okrógel
649,spitz::A,majëmprehtë,šílast
650,scharf::A,mprehtë,óster
651,stumpf::A,topitur,tóp
652,stumpf::A,topitur,skŕhan
653,schwer::A,rëndë,têžek
654,schön::A,bukur,lép
655,schön::A,bukur,krásen
656,heiß::A,nxehtë,vròč
657,warm::A,ngrohtë,tôpel
658,kalt::A,ftohtë,mŕzel
659,kalt::A,ftohtë,hláden
660,kühl::A,freskët,hláden
661,frisch::A,pastër,svéž
662,feucht::A,lagësht,vlážen
663,nass::A,lagur,móker
664,trocken::A,thatë,súh
665,voll::A,plotë,póln
666,leer::A,bosh,prázen
667,leer::A,zbrazët,prázen
668,offen::A,hapur,odpŕt
669,geschlossen::A,mbyllur,zapŕt
670,sauber::A,dëlirë,číst
671,sauber::A,dëlirë,líčen
672,schmutzig::A,ndyrë,umázan
673,roh::A,gjallë,suròv
674,reif::A,arrirë,zrèl
675,lecker::A,shijshëm,okúsen
676,süß::A,ëmbël,sládek
677,bitter::A,hidhur,grenák
678,sauer::A,thartë,kísel
679,hell::A,me dritë,svetèl
680,dunkel::A,errët,temèn
681,schwarz::A,i zi,čŕn
682,weiß::A,bardhë,bél
683,rot::A,kuq,rdèč
684,gelb::A,verdhë,žólt
685,gelb::A,verdhë,rumèn
686,blau::A,blu,móder
687,blau::A,kaltër,móder
688,grün::A,blertë,zelèn
689,grün::A,gjelbër,zelèn
690,grau::A,hirtë,sív
691,grau::A,bojë hiri,sív
692,bunt::A,shumëngjyrëshëm,písan
693,billig::A,lirë,pocéni
694,teuer::A,shtrenjtë,drág
695,wertvoll::A,çmuar,dragocén
696,wertvoll::A,vlershëm,dragocén
697,blind::A,qorr,slép
698,blind::A,verbër,slép
699,taub::A,shurdhër,glúh
700,kräftig::A,fuqishëm,močán
701,stark::A,fortë,ják
702,schwach::A,dobët,šíbek
703,fett::A,dhjamur,dêbel
704,schlank::A,hollë,vítek
705,hübsch::A,bukur,lép
706,hübsch::A,hijshëm,lép
707,böse::A,keq,zèl
708,böse::A,keq,hudôben
709,dumm::A,teveqel,glúp
710,dumm::A,teveqel,bédast
711,faul::A,dembel,lén
712,fleißig::A,zellshëm,marljív
713,geizig::A,kurnac,škŕt
714,geizig::A,dorështrënguar,škŕt
715,klug::A,mençur,pámeten
716,geschickt::A,aftë,spréten
717,lieb::A,dashur,míl
718,lieb::A,dashur,ljúb
719,lustig::A,gëzuar,vesél
720,sanft::A,butë,láhek
721,hungrig::A,uritur,láčen
722,krank::A,sëmurë,bolán
723,nackt::A,lakuriq,nág
724,nackt::A,zhveshur,nág
725,traurig::A,trishtuar,túžen
726,lebendig::A,gjallë,žív
727,gut::A,mirë,dóber
728,schlecht::A,keq,malopríden
729,richtig::A,drejtë,pravílen
730,schlimm::A,keq,húd
731,wahr::A,vërtetë,resníčen
732,alt::A,vjetër,stàr
733,neu::A,i ri,nòv
734,ehemalig::A,dikurshëm,nekdánji
735,alt[Lebewesen]::A,plak,stàr
736,jung::A,i ri,mlád
737,arm::A,varfër,ubóg
738,arm::A,varfër,réven
739,arm::A,vobektë,ubóg
740,arm::A,vobektë,réven
741,reich::A,pasur,bogàt
742,bekannt::A,njohur,znán
743,berühmt::A,famshëm,sláven
744,berühmt::A,famshëm,znamenít
745,fremd::A,huaj,túj
746,verschieden::A,ndryshëm,razlíčen
747,nah::A,afërt,blížnji
748,fern::A,largët,dáleč
749,linker::A,majtë,lévi
750,rechter::A,djathtë,désni
751,anderer::A,tjetër,drúgi
752,erster::A,parë,pŕvi
753,zweiter::A,dytë,drúgi
754,dritter::A,i tretë,trétji
755,letzter::A,fundit,poslédnji
756,allein::ADV,vetëm,sám
757,auf einmal::ADV,njëkohësisht,obênem
758,zusammen::ADV,bashkë,skúpaj
759,zusammen::ADV,së bashku,skúpaj
760,lange::ADV,për një kohë të gjatë,dólgo
761,plötzlich::ADV,befas,náglo
762,plötzlich::ADV,befas,nenádoma
763,sofort::ADV,menjëherë,prècej
764,sofort::ADV,aty për aty,prècej
765,später::ADV,më vonë,poznêje
766,jetzt::ADV,tash,zdàj
767,heute::ADV,sot,dánes
768,morgen::ADV,nesër,jútri
769,bald::ADV,shpejt,kmálu
770,bald::ADV,së shpejti,kmálu
771,dann::ADV,pastaj,nató
772,gestern::ADV,dje,včéraj
773,einst::ADV,dikur,nékdaj
774,damals::ADV,atëherë,tedàj
775,damals::ADV,atëherë,takràt
776,danach::ADV,mandej,potèm
777,vorher::ADV,më parë,poprèj
778,zuerst::ADV,së pari,spŕva
779,einmal::ADV,njëherë,ênkrat
780,manchmal::ADV,nganjëherë,včásih
781,oft::ADV,shpesh,pogósto
782,immer::ADV,përherë,védno
783,immer::ADV,përherë,zméraj
784,immer::ADV,gjithnjë,védno
785,immer::ADV,gjithnjë,zméraj
786,niemals::ADV,kurrë,nikdàr
787,niemals::ADV,asnjëherë,nikdàr
788,hier::ADV,këtu,tù
789,hier::ADV,këtu,túkaj
790,hierhin::ADV,knej,sèmkaj
791,von hier::ADV,që këtej,od tú
792,von hier::ADV,prej këtej,od tú
793,dort::ADV,aty,tàm
794,dort::ADV,atje,tàm
795,dorthin::ADV,anej,tjà
796,geradeaus::ADV,drejt,rávno napréj
797,vorwärts::ADV,mbroth,napréj
798,vorwärts::ADV,përpara,napréj
799,rückwärts::ADV,mbrapsht,zádaj
800,zurück::ADV,prapa,nazáj
