,Concept_ID,da,mhr
115,Quelle::N,kilde,важ
116,Quelle::N,kilde,вӱдшинча́
117,Bach::N,bæk,изэҥе́р
118,Fluss::N,flod,эҥе́р
119,Ufer::N,bred,сер
120,Küste::N,kyst,вӱдтӱ́р
121,Festland::N,fastland,мла́нде
122,Meer::N,hav,те́ҥыз
123,Bucht::N,bugt,икса́
124,Insel::N,ø,отро́
125,Blume::N,blomst,пеле́дыш
126,Gras::N,græs,шу́до
127,Wurzel::N,rod,вож
128,Baum::N,træ,пуше́ҥге
129,Stamm::N,stamme,йы́тыр
130,Rinde::N,bark,шӱм
131,Ast::N,gren,укш
132,Zweig::N,kvist,торма́к
133,Blatt::N,blad,лышта́ш
134,Birke::N,birk,куэ́
135,Kiefer[Baum]::N,fyrretræ,пӱ́нчӧ
136,Weide[Baum]::N,piletræ,уа́
137,Tanne::N,gran,кож
138,Horn::N,horn,шур
139,Feder::N,fjer,пы́стыл
140,Fell::N,skind,кова́ште
141,Flügel::N,vinge,шу́лдыр
142,Klaue::N,klov,кӱч
143,Kralle::N,klo,ла́па
144,Kralle::N,klo,копа́
145,Schwanz::N,hale,поч
146,Ei::N,æg,му́но
147,Nest::N,rede,пыжа́ш
148,Bau::N,bo,пыжа́ш
149,Tier::N,dyr,я́нлык
150,Tier::N,dyr,живо́тный
151,Herde::N,flok,кӱ́тӱ
152,Herde::N,flok,тӱшка́
153,Kuh::N,ko,ушка́л
154,Bulle::N,tyr,ӱ́шкыж
155,Pferd::N,hest,и́мне
156,Schaf::N,får,шо́рык
157,Schwein::N,gris,сӧсна́
158,Hund::N,hund,пий
159,Katze::N,kat,пы́рыс
160,Bär::N,bjørn,маска́
161,Eichhörnchen::N,egern,ур
162,Elch::N,elg,шо́рдо
163,Fuchs::N,ræv,ры́выж
164,Hase::N,hare,мера́ҥ
165,Maus::N,mus,коля́
166,Wolf::N,ulv,пи́ре
167,Vogel::N,fugl,ка́йык
168,Schwarm::N,sværm,каша́к
169,Huhn::N,høne,чы́ве
170,Hahn::N,hane,агыта́н
171,Gans::N,gås,ко́мбо
172,Adler::N,ørn,карагу́ш
173,Ente::N,and,лу́до
174,Eule::N,ugle,тумна́
175,Kranich::N,trane,турня́
176,Krähe::N,krage,кора́к
177,Kuckuck::N,gøg,куку́
178,Schwan::N,svane,йӱ́ксӧ
179,Fisch::N,fisk,кол
180,Barsch::N,aborre,ола́ҥге
181,Hecht::N,gedde,нуж
182,Hecht::N,gedde,чорта́н
183,Schlange[Tier]::N,slange,ки́шке
184,Wurm::N,orm,шукш
185,Spinne::N,edderkop,эҥыре́мыш
186,Ameise::N,myre,ку́тко
187,Laus::N,lus,тий
188,Mücke::N,myg,шыҥа́
189,Fliege::N,flue,ка́рме
190,Schmetterling::N,sommerfugl,лы́ве
191,Beere::N,bær,мӧр
192,Apfel::N,æble,олма́
193,Pilz::N,svamp,по́ҥго
194,Zwiebel::N,løg,шога́н
195,Saat::N,sæd,нӧ́шмӧ
196,Saat::N,sæd,туш
197,Korn::N,korn,шу́рно
198,Heu::N,hø,шу́до
199,Schale::N,skræl,шӱм
200,Grube::N,grav,выне́м
201,Falle::N,fælde,лӧ́дӧ
202,Schlinge::N,snare,о́птыш
203,Schlinge::N,snare,шӧрга́лтыш
204,Spur::N,spor,кыша́
205,Asche::N,aske,ло́мыж
206,Dreck::N,snavs,лавыра́
207,Eisen::N,jern,кӱ́ртньӧ
208,Gold::N,guld,шӧ́ртньӧ
209,Silber::N,sølv,ший
210,Kohle::N,kul,мландышӱ́й
211,Glas::N,glas,янда́
212,Lehm::N,ler,шун
213,Sand::N,sand,ошма́
214,Mensch::N,mennesge,еҥ
215,Mensch::N,mennesge,айде́ме
216,Mann::N,mand,пӧръе́ҥ
217,Frau::N,kvinde,ӱдырама́ш
218,Kind::N,barn,аза́
219,Junge::N,dreng,рве́зе
220,Mädchen::N,pige,ӱдыра́ш
221,Familie::N,familie,еш
222,Großvater::N,bedstefar,коча́
223,Großmutter::N,bedstemor,кова́
224,Eltern::N,forældre,ача́-ава́
225,Vater::N,far,ача́
226,Mutter::N,mor,ава́
227,Sohn::N,søn,э́рге
228,Tochter::N,datter,ӱ́дыр
229,Bruder::N,bror,иза́
230,Bruder::N,bror,шо́льо
231,Schwester::N,søster,ака́
232,Onkel::N,onkel,иза́
233,Tante::N,tante,кока́
234,Ehemann::N,ægtemand,мари́й
235,Ehefrau::N,hustru,ва́те
236,Freude::N,glæde,куа́н
237,Freude::N,glæde,куаныма́ш
238,Gelächter::N,latter,во́штылтыш
239,Glück::N,lykke,пиа́л
240,Kummer::N,sorg,о́йго
241,Wunsch::N,ønske,ку́мыл
242,Lust::N,lyst,ку́мыл
243,Geist::N,ånd,ӧрт
244,Geist::N,ånd,чон
245,Gedanke::N,tanke,ой
246,Gedanke::N,tanke,шоныма́ш
247,Gedächtnis::N,hukommelse,шарныма́ш
248,Verstand::N,forstand,уш
249,Sinn::N,mening,смысл
250,Sinn::N,betydning,смысл
251,Grund::N,grund,ама́л
252,Wahrheit::N,sandhed,чын
253,Gespräch::N,samtale,мутланыма́ш
254,Märchen::N,eventyr,йома́к
255,Erzählung::N,fortælling,ойлыма́ш
256,Nachricht::N,efterretning,увертарыма́ш
257,Neuigkeit::N,nyhed,уве́р
258,Name::N,navn,лӱм
259,Rätsel::N,gåde,ту́што
260,Rede::N,tale,ойлыма́ш
261,Sprache::N,sprog,йы́лме
262,Stimme::N,stemme,йӱк
263,Wort::N,ord,ой
264,Wort::N,ord,мут
265,Zeichen::N,tegn,ти́ште
266,Zeichen::N,tegn,знак
267,Ruf::N,råb,ӱжма́ш
268,Lärm::N,larm,лӱшкыма́ш
269,Lärm::N,larm,йӱк-йӱа́н
270,Laut::N,lyd,йӱк
271,Ton::N,tone,йӱксе́м
272,Lied::N,sang,му́ро
273,Ruhe::N,ro,ты́мык
274,Ruhe::N,hvile,ты́мык
275,Leute::N,folk,еҥ-влак
276,Leute::N,mennesker,еҥ-влак
277,Volk::N,folk,ка́лык
278,Arbeit::N,arbejde,паша́
279,Gast::N,gæst,уна́
280,Geschenk::N,gave,пӧле́к
281,Spiel::N,leg,мо́дыш
282,Spiel::N,leg,модма́ш
283,Gesellschaft::N,selskab,тӱшка́
284,Hilfe::N,hjælp,по́лыш
285,Freund::N,ven,таҥ
286,Freund::N,ven,йолта́ш
287,Kamerad::N,kammerat,таҥ
288,Angelegenheit::N,sag,паша́
289,Angelegenheit::N,anliggende,паша́
290,Anzahl::N,antal,чот
291,Art::N,art,вид
292,Stück::N,stykke,ка́тыш
293,Stück::N,stykke,ла́стык
294,Teil::N,del,ужа́ш
295,Hälfte::N,halvdel,пел
296,Hälfte::N,halvdel,пе́ле
297,Kreis::N,cirkel,ты́ртыш
298,Kreuz::N,kors,ыре́с
299,Kreuz::N,kryds,ыре́с
300,Linie::N,linie,ли́ний
301,Strich::N,streg,коре́ш
302,Abstand::N,afstand,кокла́
303,Entfernung::N,afstand,тора́
304,Entfernung::N,afstand,ку́жыт
305,Gegend::N,egn,кунде́м
306,Platz::N,plads,ку́мдык
307,Ort::N,sted,вер
308,Ort::N,sted,о́лмо
309,Seite::N,side,ӧ́рдыж
310,Mitte::N,midte,покше́л
311,Gegenstand::N,genstand,наста́
312,Sache::N,sag,наста́
313,Rand::N,rand,тӱр
314,Kante::N,kant,тӱр
315,Ecke::N,hjørne,лук
316,Spitze::N,spids,вуй
317,Ende::N,ende,муча́ш
318,Loch::N,hul,рож
319,Winkel::N,vinkel,лук
320,Muster::N,mønster,пеза́к
321,Muster::N,mønster,узо́р
322,Muster::N,mønster,ӱ́лгӧ
323,Größe::N,størrelse,кӱ́кшыт
324,Länge::N,længde,ку́тыш
325,Höhe::N,højde,кӱ́кшыт
326,Gewicht::N,vægt,не́лыт
327,Menge::N,mængde,чот
328,Haufen::N,bunke,кы́шыл
329,Reihe::N,række,рада́м
330,Boot::N,båd,пуш
331,Ruder::N,åre,эшка́к
332,Schlitten::N,kælk,тер
333,Schlitten::N,kælk,изде́р
334,Schlitten::N,slæde,тер
335,Schlitten::N,slæde,изде́р
336,Ski::N,ski,е́че
337,Lagerfeuer::N,lejrbål,туло́то
338,Last::N,last,нӧ́лтыш
339,Last::N,byrde,нӧ́лтыш
340,Gang::N,gang,ошкылма́ш
341,Schritt::N,skridt,о́шкыл
342,Norden::N,nord,йӱдйыма́л
343,Süden::N,syd,кечывалве́л
344,Westen::N,vest,касве́л
345,Osten::N,øst,эрве́л
346,Holz::N,træ,пу
347,Brett::N,bræt,оҥа́
348,Platte::N,plade,аста́р
349,Stütze::N,støtte,чара́к
350,Stange::N,stang,лома́ш
351,Stock::N,stok,тоя́
352,Stab::N,stav,вара́
353,Stab::N,stav,кашта́
354,Rohr::N,rør,пуч
355,Haus::N,hus,пӧрт
356,Heim::N,hjem,мӧ́ҥгӧ
357,Ofen::N,ovn,комака́
358,Fußboden::N,gulv,кӱва́р
359,Tisch::N,bord,ӱсте́л
360,Stuhl::N,stol,пӱке́н
361,Wiege::N,vugge,шепка́
362,Bett::N,seng,ва́кшыш
363,Regal::N,reol,шӧ́рлык
364,Kiste::N,kasse,шо́ндык
365,Kiste::N,kasse,я́шлык
366,Fenster::N,vindue,окна́
367,Tür::N,dør,омса́
368,Tor::N,port,капка́
369,Zaun::N,stakit,сава́р
370,Dach::N,tag,леве́дыш
371,Leiter::N,stige,тошка́лтыш
372,Besen::N,kost,ӱштерво́штыр
373,Spaten::N,spade,ко́льмо
374,Schaufel::N,skovl,сово́к
375,Schaufel::N,skovl,су́ско
376,Gabel::N,gaffel,ви́лке
377,Löffel::N,ske,па́не
378,Löffel::N,ske,совла́
379,Messer::N,kniv,кӱ́зӧ
380,Nagel::N,søm,пуда́
381,Netz::N,net,вапш
382,Haken::N,krog,са́гыле
383,Griff::N,tag,кыл
384,Griff::N,håndtag,кыл
385,Schloss::N,lås,кӧгӧ́н
386,Bild::N,billede,сӱре́т
387,Figur::N,figur,фигу́р
388,Puppe::N,dukke,курча́к
389,Beutel::N,pose,меша́к
390,Bündel::N,bylt,арша́ш
391,Bündel::N,bundt,арша́ш
392,Tasche::N,taske,сумка́
393,Eimer::N,spand,ведра́
394,Deckel::N,låg,ко́мдыш
395,Geschirr::N,husgeråd,а́те
396,Sack::N,sæk,куль
397,Sack::N,sæk,меша́к
398,Tasse::N,kop,чу́кыр
399,Tasse::N,kop,чашка́
400,Topf::N,gryde,ми́ске
401,Kessel::N,kedel,под
402,Essen::N,måltid,ко́чкыш
403,Nahrung::N,mad,ку́рго
404,Nahrung::N,næring,ку́рго
405,Speise::N,ret,ко́чкыш
406,Fleisch::N,kød,шыл
407,Getreide::N,korn,шу́рно
408,Brei::N,grød,пу́чымыш
409,Brot::N,brød,ки́нде
410,Scheibe::N,skive,ка́тыш
411,Fett::N,fedt,коя́
412,Butter::N,smør,ӱй
413,Öl::N,olie,ӱй
414,Salz::N,salt,шинча́л
415,Suppe::N,suppe,шӱр
416,Honig::N,honning,мӱй
417,Milch::N,mælk,шӧр
418,Tee::N,te,чай
419,Leder::N,skind,сура́н
420,Leder::N,skind,шӱ́штӧ
421,Wolle::N,uld,пун
422,Stoff::N,stof,куэ́м
423,Stoff::N,stof,посто́
424,Nadel::N,nål,и́ме
425,Faden::N,tråd,шӱ́ртӧ
426,Knopf::N,knap,по́лдыш
427,Knoten::N,knude,пышке́м
428,Farbe::N,farve,чия́
429,Kleidung::N,påklædning,чие́м
430,Kleidung::N,påklædning,вурге́м
431,Hemd::N,skjorte,ту́выр
432,Kragen::N,krave,сога́
433,Ärmel::N,ærme,шокш
434,Hose::N,bukser,йола́ш
435,Gürtel::N,bælte,ӱ́штӧ
436,Mütze::N,hue,упш
437,Schuh::N,sko,боти́нке
438,Stiefel::N,støvle,кем
439,Ring::N,ring,шерга́ш
440,Band::N,bånd,тасма́
441,Band::N,bånd,ле́нте
442,Kamm::N,kam,шерге́
443,Spiegel::N,spejl,вошто́нчыш
444,Riemen::N,rem,кӱзанӱ́штӧ
445,Schnur::N,snor,кере́м
446,Schnur::N,snor,кандыра́
447,Leine::N,snor,вӱра́ҥ
448,Decke::N,tæppe,леве́дыш
449,Decke::N,tæppe,одея́л
450,Kissen::N,pude,кӱ́пчык
451,Tuch::N,sjaltørklæde,шо́выч
452,Handtuch::N,håndklæde,со́лык
453,Kraft::N,kraft,вий
454,Kraft::N,kraft,куа́т
455,Stärke::N,styrke,куа́т
456,Stärke::N,styrke,карма́н
457,Gesundheit::N,sundhed,таза́лык
458,Krankheit::N,sygdom,чер
459,Schmerz::N,smerte,ко́рштыш
460,Wunde::N,sår,су́сыр
461,Fieber::N,feber,йӱштыму́ж
462,Fieber::N,feber,лихора́дке
463,Arznei::N,medicin,эм
464,Arznei::N,lægemiddel,эм
465,Brücke::N,bro,кӱва́р
466,Brunnen::N,brønd,вӱдвыне́м
467,Weide::N,græsgang,нурше́р
468,Pfad::N,sti,йолго́рно
469,Pfad::N,sti,сокма́к
470,Weg::N,vej,ко́рно
471,Straße::N,gade,ко́рно
472,Dorf::N,landsby,ял
473,Stadt::N,by,ола́
474,Brief::N,brev,се́рыш
475,Buch::N,bog,книга́
476,Buchstabe::N,bogstav,буква́
477,Zeitung::N,avis,газе́т
478,Leben::N,liv,и́лыш
479,Tod::N,død,колыма́ш
480,Grab::N,grav,шӱга́р
481,Kirche::N,kirke,че́рке
482,Sünde::N,synd,су́лык
483,Gott::N,gud,ю́мо
484,Arbeiter::N,arbejder,паша́зе
485,Chef::N,chef,тӧра́
486,Meister::N,mester,маста́р
487,Arzt::N,læge,врач
488,Lehrer::N,lærer,ту́ныктышо
489,Geld::N,penge,окса́
490,Geschäft::N,forretning,сатулыма́ш
491,Laden::N,butik,ке́выт
492,Laden::N,forretning,ке́выт
493,Preis::N,pris,ак
494,Ware::N,vare,сату́
495,Nutzen::N,nytte,пайда́
496,Reichtum::N,rigdom,поя́нлык
497,Welt::N,verden,тӱня́
498,Land::N,land,эл
499,Staat::N,stat,кугыжа́ныш
500,König::N,konge,кугыжа́
501,Macht::N,magt,власть
502,Grenze::N,grænse,грани́ца
503,Krieg::N,krig,сар
504,Feind::N,fjende,тушма́н
505,Gewalt::N,vold,виешлыма́ш
506,Kampf::N,kamp,кредалма́ш
507,Bogen[Waffe]::N,bue,юҥе́ж
508,Pfeil::N,pil,пикш
509,Gewehr::N,gevær,пыча́л
510,Fehler::N,fejl,йо́ҥылыш
511,Lüge::N,løgn,шоя́к
512,Schaden::N,skade,зия́н
513,Unglück::N,uheld,эҥге́к
514,Unglück::N,ulykke,эҥге́к
515,Schuld::N,skyld,тита́к
516,Schuld::N,skyld,йола́
517,Alter::N,alder,ийго́т
518,Schluss::N,slut,муча́ш
519,Schluss::N,slutning,муча́ш
520,Zeit::N,tid,жап
521,Zeit::N,tid,па́гыт
522,Tag::N,dag,ке́че
523,Morgen::N,morgen,эр
524,Mittag::N,middag,кечыва́л
525,Abend::N,aften,кас
526,Nacht::N,nat,йӱд
527,Woche::N,uge,арня́
528,Monat::N,måned,ты́лзе
529,Jahr::N,år,ий
530,Frühling::N,forår,шо́шо
531,Sommer::N,sommer,кеҥе́ж
532,Herbst::N,efterår,шы́же
533,Winter::N,vinter,те́ле
534,Januar::N,januar,шоркыйол
535,Januar::N,januar,идалыкву́й
536,Januar::N,januar,янва́рь
537,Februar::N,februar,пургыж
538,Februar::N,februar,февра́ль
539,März::N,marts,ӱярня
540,März::N,marts,март
541,April::N,april,апре́ль
542,Mai::N,maj,ага
543,Mai::N,maj,май
544,Juni::N,juni,пеледыш
545,Juni::N,juni,ию́нь
546,Juli::N,juli,сӱрем
547,Juli::N,juli,ию́ль
548,August::N,august,сорла
549,August::N,august,агарма́н
550,August::N,august,а́вгуст
551,September::N,september,идым
552,September::N,september,сентя́брь
553,Oktober::N,oktober,шыжа
554,Oktober::N,oktober,октя́брь
555,November::N,november,кылме тылзе
556,November::N,november,ноя́брь
557,Dezember::N,december,дека́брь
558,Montag::N,mandag,шо́чмо
559,Dienstag::N,tirsdag,ку́шкыжмо
560,Mittwoch::N,onsdag,вӱрге́че
561,Donnerstag::N,torsdag,изарня́
562,Freitag::N,fredag,кугарня́
563,Samstag::N,lørdag,шуматке́че
564,Sonntag::N,søndag,рушарня́
565,groß::A,stor,кугу́
566,klein::A,lille,изи́
567,lang::A,lang,кужу́
568,kurz::A,kort,кӱ́чык
569,breit::A,bred,кумда́
570,schmal::A,smal,а́ҥысыр
571,dicht::A,tæt,ну́гыдо
572,dick[Gegenstand]::A,tyk,кӱ́жгӧ
573,dünn::A,tynd,ви́чкыж
574,fein::A,fin,ты́гыде
575,fest::A,fast,чо́ткыдо
576,flach::A,flad,лапка́
577,glatt::A,glat,яклака́
578,hart::A,hård,пе́ҥгыде
579,weich::A,blød,пу́шкыдо
580,rund::A,rund,йырге́шке
581,spitz::A,spids,коша́р
582,scharf::A,skarp,пӱ́сӧ
583,stumpf::A,sløv,токма́к
584,stumpf::A,stump,токма́к
585,schwer::A,tung,не́ле
586,schön::A,skøn,сы́лне
587,heiß::A,hed,шо́кшо
588,warm::A,varm,ле́ве
589,kalt::A,kold,йӱ́штӧ
590,kühl::A,kølig,юа́лге
591,kühl::A,kølig,южгата́
592,frisch::A,frisk,свежа́
593,feucht::A,fugtig,вӱ́дыжгӧ
594,nass::A,våd,нӧ́рӧ
595,trocken::A,tør,ку́кшо
596,voll::A,fuld,тич
597,leer::A,tom,яра́
598,offen::A,åben,виш
599,geschlossen::A,lukket,пе́тырыме
600,geschlossen::A,lukket,тӱ́чмӧ
601,sauber::A,ren,ару́
602,sauber::A,ren,янда́р
603,schmutzig::A,snavset,лавыра́н
604,schmutzig::A,snavset,ла́выргыше
605,roh::A,rå,кӱ́чымӧ
606,reif::A,moden,лӧза́
607,lecker::A,lækker,ту́тло
608,süß::A,sød,ше́ре
609,bitter::A,bitter,ко́чо
610,sauer::A,sur,шо́по
611,hell::A,lys,во́лгыдо
612,dunkel::A,mørk,пычке́мыш
613,schwarz::A,sort,шола́
614,weiß::A,hvid,ош
615,rot::A,rød,йошка́р
616,gelb::A,gul,сар
617,blau::A,blå,ка́нде
618,grün::A,grøn,ужа́р
619,grau::A,grå,сур
620,bunt::A,broget,олача́
621,billig::A,billig,шу́лдо
622,teuer::A,dyr,ше́рге
623,wertvoll::A,værdifuld,шергака́н
624,blind::A,blind,со́кыр
625,taub::A,døv,соҥгыра́
626,kräftig::A,kraftig,куа́тле
627,stark::A,stærk,вия́н
628,schwach::A,svag,а́лдыме
629,fett::A,fed,коя́
630,schlank::A,slank,йоштката́
631,schlank::A,slank,яжу́
632,hübsch::A,køn,чеве́р
633,böse::A,ond,шы́де
634,böse::A,slem,шы́де
635,dumm::A,dum,аҥыра́
636,faul::A,doven,його
637,fleißig::A,flittig,ты́ршыше
638,geizig::A,gerrig,чаҥга́
639,klug::A,klog,уша́н
640,geschickt::A,dygtig,уста́
641,geschickt::A,behændig,уста́
642,lieb::A,rar,ала́л
643,lustig::A,lystig,весела́
644,sanft::A,blid,ны́жылге
645,hungrig::A,sulten,шу́жышо
646,krank::A,syg,че́рле
647,nackt::A,nøgen,чарама́т
648,traurig::A,bedrøvet,ойга́н
649,lebendig::A,levende,и́лыше
650,gut::A,god,сай
651,schlecht::A,dårlig,уда́
652,schlecht::A,dårlig,шӱ́кшӧ
653,richtig::A,rigtig,чы́нле
654,schlimm::A,slem,аля́к
655,schlimm::A,slem,тыра́н
656,wahr::A,sand,чы́нле
657,wahr::A,sand,настоя́щий
658,alt::A,gammel,то́што
659,neu::A,ny,у
660,ehemalig::A,forhenværende,о́нчычсо
661,ehemalig::A,forhenværende,онда́кысе
662,alt[Lebewesen]::A,gammel,шо́нто
663,jung::A,ung,са́мырык
664,arm::A,fattig,нужна́
665,reich::A,rig,поя́н
666,bekannt::A,kendt,па́лыме
667,berühmt::A,berømt,лӱ́млӧ
668,fremd::A,fremmed,йот
669,verschieden::A,forskellig,тӱ́рлӧ
670,nah::A,nær,ли́шыл
671,fern::A,fjern,тора́
672,fern::A,fjern,мӱ́ндыр
673,linker::A,venstre,шола́
674,rechter::A,højre,пурла́
675,anderer::A,anden,вес
676,anderer::A,anden,мо́ло
677,erster::A,første,и́кымше
678,zweiter::A,anden,ко́кымшо
679,dritter::A,tredje,ку́мшо
680,letzter::A,sidste,пыта́ртыш
681,allein::ADV,alene,шкет
682,auf einmal::ADV,på én gang,икана́ште
683,zusammen::ADV,sammen,пырля́
684,lange::ADV,længe,кужу́н
685,plötzlich::ADV,pludselig,кенета́
686,sofort::ADV,straks,кызыта́к
687,später::ADV,senere,варара́к
688,jetzt::ADV,nu,ы́нде
689,jetzt::ADV,nu,кы́зыт
690,heute::ADV,i dag,та́че
691,morgen::ADV,i morgen,эрла́
692,bald::ADV,snart,вашке́
693,dann::ADV,så,вара́
694,gestern::ADV,i går,теҥге́че
695,einst::ADV,engang,икана́
696,damals::ADV,dengang,туна́м
697,danach::ADV,derefter,вара́
698,vorher::ADV,før,о́нчыч
699,vorher::ADV,forud,о́нчыч
700,zuerst::ADV,først,онда́к
701,einmal::ADV,en gang,икана́
702,manchmal::ADV,sommetider,ка́шын
703,manchmal::ADV,sommetider,кокла́н
704,oft::ADV,ofte,чӱ́чкыдын
705,immer::ADV,altid,эре́
706,immer::ADV,altid,ту́тыш
707,niemals::ADV,aldrig,ок нигуна́м
708,hier::ADV,her,ты́ште
709,hierhin::ADV,hid,ты́шке
710,hierhin::ADV,hid,тыш
711,hierhin::ADV,herhen,ты́шке
712,hierhin::ADV,herhen,тыш
713,von hier::ADV,herfra,тыше́ч
714,von hier::ADV,herfra,тыве́ч
715,dort::ADV,der,ту́што
716,dorthin::ADV,derhen,туш
717,dorthin::ADV,derhen,ту́шко
718,geradeaus::ADV,lige ud,вик
719,vorwärts::ADV,fremad,о́нчыко
720,rückwärts::ADV,baglæns,шеҥге́к
721,zurück::ADV,tilbage,мӧҥге́ш
722,unten::ADV,nede,ӱ́лнӧ
723,unten::ADV,nede,йыма́лне
724,unten::ADV,forneden,ӱ́лнӧ
725,unten::ADV,forneden,йыма́лне
726,hinab::ADV,ned,йыма́к
727,hinab::ADV,nedad,йыма́к
728,oben::ADV,oppe,кӱ́шнӧ
729,oben::ADV,oppe,ӱмба́лне
730,oben::ADV,ovenpå,кӱ́шнӧ
731,oben::ADV,ovenpå,ӱмба́лне
732,hinauf::ADV,op,кӱ́ш
733,hinauf::ADV,op,кӱ́шкӧ
734,hinauf::ADV,opad,кӱ́ш
735,hinauf::ADV,opad,кӱ́шкӧ
736,überall::ADV,overalt,чыла́ вере́
737,nicht::ADV,ikke,ок
738,nicht::ADV,ikke,о́геш
739,ein wenig::ADV,lidt,изи́ш
740,kaum::ADV,knap,пыкше́
741,kaum::ADV,næppe,пыкше́
742,sehr::ADV,meget,чот
743,so::ADV,så,тыге́
744,noch::ADV,endnu,а́ле
745,nur::ADV,kun,гына́
746,nur::ADV,bare,гына́
747,schon::ADV,alt,ы́нде
748,schon::ADV,allerede,ы́нде
749,wieder::ADV,igen,ада́к
750,vergebens::ADV,forgæves,ара́м
751,vor::PRP,foran,о́нчыч
752,vor::PRP,uden for,о́нчыч
753,hinter::PRP,bag,шеҥге́лне
754,hinter::PRP,bagved,шеҥге́лне
755,unter::PRP,under,йыма́лне
756,durch::PRP,gennem,вошт
757,durch::PRP,igennem,вошт
758,neben::PRP,ved siden af,вокте́н
759,zwischen::PRP,mellem,кокла́ште
