,Concept_ID,sv,hr
118,Schmutz::N,smuts,nečistoća
119,Schmutz::N,smuts,prljavština
120,See::N,sjö,jezero
121,Sumpf::N,träsk,bara
122,Moor::N,myr,močvara
123,Moor::N,mosse,močvara
124,Wiese::N,äng,livada
125,Wald::N,skog,šuma
126,Hügel::N,höjd,brijeg
127,Hügel::N,höjd,brežuljak
128,Hügel::N,kulle,brijeg
129,Hügel::N,kulle,brežuljak
130,Anhöhe::N,höjd,uzvišica
131,Anhöhe::N,backe,uzvišica
132,Berg::N,berg,brdo
133,Berg::N,fjäll,brdo
134,Gipfel::N,topp,vrh
135,Höhle::N,håla,pećina
136,Höhle::N,håla,spilja
137,Höhle::N,grotta,pećina
138,Höhle::N,grotta,spilja
139,Abhang::N,slänt,obronak
140,Abhang::N,slänt,nizbrdica
141,Abhang::N,sluttning,obronak
142,Abhang::N,sluttning,nizbrdica
143,Quelle::N,källa,izvor
144,Quelle::N,källa,vrelo
145,Bach::N,bäck,potok
146,Fluss::N,älv,rijeka
147,Fluss::N,flod,rijeka
148,Ufer::N,strand,obala
149,Küste::N,kust,obala
150,Küste::N,kust,morska obala
151,Festland::N,fastland,kopno
152,Meer::N,hav,more
153,Bucht::N,vik,zaliv
154,Bucht::N,bukt,zaliv
155,Insel::N,ö,ada
156,Insel::N,ö,otok
157,Blume::N,blomma,cvijet
158,Blume::N,blomster,cvijet
159,Gras::N,gräs,trava
160,Wurzel::N,rot,korijen
161,Baum::N,träd,drvo
162,Baum::N,träd,stablo
163,Stamm::N,stam,deblo
164,Stamm::N,stam,stablo
165,Rinde::N,bark,kora
166,Ast::N,gren,grana
167,Zweig::N,kvist,grana
168,Blatt::N,löv,list
169,Blatt::N,blad,list
170,Birke::N,björk,breza
171,Kiefer[Baum]::N,tall,bor
172,Weide[Baum]::N,pil,iva
173,Weide[Baum]::N,pil,vŕba
174,Weide[Baum]::N,vide,iva
175,Weide[Baum]::N,vide,vŕba
176,Tanne::N,gran,jela
177,Horn::N,horn,rog
178,Feder::N,fjäder,pero
179,Fell::N,fäll,koža
180,Fell::N,skinn,koža
181,Flügel::N,vinge,krilo
182,Klaue::N,klöv,papak
183,Kralle::N,klo,pandža
184,Schwanz::N,svans,rep
185,Schwanz::N,stjärt,rep
186,Ei::N,ägg,jaje
187,Nest::N,rede,gnijezdo
188,Nest::N,näste,gnijezdo
189,Bau::N,bo,jazbina
190,Tier::N,djur,životinja
191,Herde::N,flock,krdo
192,Herde::N,flock,stado
193,Kuh::N,ko,krava
194,Bulle::N,tjur,bik
195,Pferd::N,häst,konj
196,Schaf::N,får,ovca
197,Schwein::N,svin,svinja
198,Hund::N,hund,pas
199,Hund::N,hund,pseto
200,Katze::N,katt,mačka
201,Bär::N,björn,medvjed
202,Eichhörnchen::N,ekorre,vjeverica
203,Elch::N,älg,los
204,Fuchs::N,räv,lisica
205,Hase::N,hare,zec
206,Maus::N,mus,miš
207,Wolf::N,varg,vuk
208,Wolf::N,varg,kurjak
209,Vogel::N,fågel,ptica
210,Schwarm::N,svärm,roj
211,Schwarm::N,svärm,jato
212,Huhn::N,höns,kokoš
213,Hahn::N,tupp,kokot
214,Hahn::N,tupp,pijevac
215,Gans::N,gås,guska
216,Adler::N,örn,orao
217,Ente::N,anka,patka
218,Eule::N,uggla,sova
219,Kranich::N,trana,ždral
220,Krähe::N,kråka,vrana
221,Kuckuck::N,gök,kukavica
222,Schwan::N,svan,labud
223,Fisch::N,fisk,riba
224,Barsch::N,abborre,grgeč
225,Hecht::N,gädda,štuka
226,Schlange[Tier]::N,orm,guja
227,Schlange[Tier]::N,orm,zmija
228,Wurm::N,mask,crv
229,Spinne::N,spindel,pauk
230,Ameise::N,myra,mrav
231,Laus::N,lus,uš
232,Mücke::N,mygga,komarac
233,Fliege::N,fluga,muha
234,Schmetterling::N,fjäril,leptir
235,Beere::N,bär,boba
236,Beere::N,bär,bobica
237,Apfel::N,äpple,jabuka
238,Pilz::N,svamp,pečurka
239,Zwiebel::N,lök,luk
240,Zwiebel::N,lök,kapula
241,Saat::N,sådd,sjemenje
242,Korn::N,korn,zrno
243,Heu::N,hö,sijeno
244,Schale::N,skal,kora
245,Schale::N,skal,ljuska
246,Grube::N,grop,jama
247,Falle::N,fälla,zamka
248,Falle::N,fälla,klopka
249,Schlinge::N,snara,uzao
250,Schlinge::N,snara,petlja
251,Spur::N,spår,trag
252,Spur::N,spår,slijed
253,Asche::N,aska,pepeo
254,Dreck::N,lort,blato
255,Eisen::N,järn,željezo
256,Gold::N,guld,zlato
257,Silber::N,silver,srebro
258,Kohle::N,kol,ugalj
259,Kohle::N,kol,ugljen
260,Glas::N,glas,staklo
261,Lehm::N,lera,glina
262,Lehm::N,lera,ilovača
263,Sand::N,sand,pijesak
264,Mensch::N,människa,čovjek
265,Mann::N,man,muškarac
266,Frau::N,kvinna,žena
267,Kind::N,barn,čedo
268,Kind::N,barn,dijete
269,Junge::N,pojke,momče
270,Junge::N,pojke,dječak
271,Mädchen::N,flicka,djevojka
272,Mädchen::N,flicka,djevojčica
273,Familie::N,familj,obitelj
274,Familie::N,familj,porodica
275,Großvater::N,morfar,djed
276,Großmutter::N,farmor,baka
277,Eltern::N,föräldrar,roditelji
278,Vater::N,far,otac
279,Mutter::N,mor,majka
280,Sohn::N,son,sin
281,Tochter::N,dotter,kći
282,Tochter::N,dotter,kćerka
283,Bruder::N,bror,brat
284,Schwester::N,syster,sestra
285,Onkel::N,morbror,čika
286,Onkel::N,morbror,ujak
287,Tante::N,tant,ujna
288,Tante::N,tant,tetka
289,Ehemann::N,äkta man,muž
290,Ehemann::N,äkta man,suprug
291,Ehefrau::N,hustru,žena
292,Ehefrau::N,hustru,supruga
293,Freude::N,fröjd,radost
294,Freude::N,glädje,radost
295,Gelächter::N,åtlöje,grohot
296,Glück::N,lycka,sreća
297,Kummer::N,sorg,jad
298,Kummer::N,sorg,briga
299,Wunsch::N,önskan,želja
300,Lust::N,lust,volja
301,Geist::N,ande,duh
302,Gedanke::N,tanke,misao
303,Gedächtnis::N,minne,pamćenje
304,Verstand::N,förstånd,um
305,Verstand::N,förstånd,razum
306,Sinn::N,mening,smisao
307,Sinn::N,mening,značenje
308,Sinn::N,betydelse,smisao
309,Sinn::N,betydelse,značenje
310,Grund::N,skäl,razlog
311,Grund::N,grund,razlog
312,Wahrheit::N,sanning,istina
313,Gespräch::N,samtal,razgovor
314,Märchen::N,saga,bajka
315,Erzählung::N,berättelse,priča
316,Erzählung::N,berättelse,pripovijest
317,Nachricht::N,meddelande,vijest
318,Neuigkeit::N,nyhet,novost
319,Name::N,namn,ime
320,Rätsel::N,gåta,zagonetka
321,Rede::N,tal,govor
322,Rede::N,tal,besjeda
323,Sprache::N,språk,jezik
324,Stimme::N,stämma,glas
325,Wort::N,ord,riječ
326,Zeichen::N,tecken,znak
327,Ruf::N,rop,povik
328,Ruf::N,rop,poklik
329,Lärm::N,bråk,buka
330,Lärm::N,bråk,galama
331,Lärm::N,oväsen,buka
332,Lärm::N,oväsen,galama
333,Laut::N,ljud,zvuk
334,Ton::N,ton,ton
335,Lied::N,sång,pjesma
336,Ruhe::N,ro,tišina
337,Ruhe::N,ro,počinak
338,Ruhe::N,lugn,tišina
339,Ruhe::N,lugn,počinak
340,Leute::N,folk,ljudi
341,Volk::N,folk,puk
342,Volk::N,folk,narod
343,Arbeit::N,arbete,rad
344,Arbeit::N,arbete,posao
345,Gast::N,gäst,gost
346,Geschenk::N,gåva,dar
347,Geschenk::N,gåva,poklon
348,Geschenk::N,present,dar
349,Geschenk::N,present,poklon
350,Spiel::N,lek,igra
351,Spiel::N,spel,igra
352,Gesellschaft::N,sällskap,društvo
353,Gesellschaft::N,sällskap,kompanija
354,Hilfe::N,hjälp,pomoć
355,Freund::N,vän,prijatelj
356,Kamerad::N,kamrat,drug
357,Kamerad::N,kamrat,drugar
358,Angelegenheit::N,ärende,posao
359,Angelegenheit::N,angelägenhet,posao
360,Anzahl::N,antal,broj
361,Anzahl::N,antal,brojnost
362,Art::N,art,vid
363,Art::N,art,vrst
364,Art::N,slag,vid
365,Art::N,slag,vrst
366,Stück::N,stycke,komad
367,Teil::N,del,dio
368,Hälfte::N,halva,polovina
369,Kreis::N,krets,krug
370,Kreis::N,cirkel,krug
371,Kreuz::N,kors,križ
372,Kreuz::N,kryss,križ
373,Linie::N,linje,crta
374,Strich::N,streck,crta
375,Abstand::N,avstånd,razmak
376,Abstand::N,avstånd,odstojanje
377,Entfernung::N,avstånd,udaljenost
378,Gegend::N,trakt,kraj
379,Gegend::N,trakt,predeo
380,Platz::N,plats,mjesto
381,Ort::N,plats,mjesto
382,Ort::N,ställe,mjesto
383,Seite::N,sida,bok
384,Seite::N,sida,strana
385,Mitte::N,mitt,sredina
386,Gegenstand::N,föremål,predmet
387,Sache::N,sak,posao
388,Rand::N,rand,rub
389,Rand::N,rand,kraj
390,Kante::N,kant,brid
391,Kante::N,kant,ivica
392,Ecke::N,vrå,ugao
393,Ecke::N,hörn,ugao
394,Spitze::N,spets,vrh
395,Spitze::N,spets,šiljak
396,Ende::N,ända,konac
397,Loch::N,hål,rupa
398,Winkel::N,vinkel,kut
399,Winkel::N,vinkel,ugao
400,Muster::N,mönster,uzor
401,Größe::N,storlek,veličina
402,Länge::N,längd,duljina
403,Höhe::N,höjd,visina
404,Gewicht::N,tyngd,težina
405,Menge::N,mängd,mnoštvo
406,Menge::N,mängd,količina
407,Haufen::N,hög,hrpa
408,Haufen::N,hög,gomila
409,Reihe::N,rad,red
410,Boot::N,båt,čun
411,Boot::N,båt,čamac
412,Ruder::N,åra,veslo
413,Schlitten::N,släde,saone
414,Ski::N,skida,ski
415,Ski::N,skida,smučka
416,Lagerfeuer::N,lägereld,logorska vatra
417,Last::N,last,tovar
418,Last::N,börda,tovar
419,Gang::N,gång,hod
420,Schritt::N,steg,korak
421,Norden::N,norr,sjever
422,Süden::N,söder,jug
423,Westen::N,väster,zapad
424,Osten::N,öster,istok
425,Holz::N,trä,drvo
426,Brett::N,bräda,daska
427,Platte::N,platta,ploča
428,Stütze::N,stöd,potpora
429,Stütze::N,stötta,potpora
430,Stange::N,stång,motka
431,Stock::N,käpp,štap
432,Stock::N,käpp,palica
433,Stock::N,pinne,štap
434,Stock::N,pinne,palica
435,Stab::N,stav,štap
436,Stab::N,stav,šipka
437,Rohr::N,rör,cijev
438,Haus::N,hus,kuća
439,Heim::N,hem,dom
440,Ofen::N,ugn,peć
441,Fußboden::N,golv,pod
442,Tisch::N,bord,stol
443,Tisch::N,bord,trpeza
444,Stuhl::N,stol,stolac
445,Stuhl::N,stol,stolica
446,Wiege::N,vagga,kolijevka
447,Bett::N,säng,krevet
448,Bett::N,säng,postelja
449,Regal::N,hylla,polica
450,Kiste::N,låda,sanduk
451,Fenster::N,fönster,prozor
452,Tür::N,dörr,vrata
453,Tor::N,port,vrata
454,Tor::N,port,kapija
455,Zaun::N,staket,plot
456,Zaun::N,staket,ograda
457,Zaun::N,stängsel,plot
458,Zaun::N,stängsel,ograda
459,Dach::N,tak,krov
460,Leiter::N,stege,ljestve
461,Leiter::N,stege,ljestvice
462,Besen::N,kvast,metla
463,Spaten::N,spade,ašov
464,Schaufel::N,skovel,lopata
465,Schaufel::N,skyffel,lopata
466,Gabel::N,gaffel,viljuška
467,Löffel::N,sked,žlica
468,Messer::N,kniv,nož
469,Nagel::N,spik,čavao
470,Netz::N,nät,mreža
471,Haken::N,krok,kuka
472,Griff::N,tag,držak
473,Griff::N,tag,ručica
474,Griff::N,handtag,držak
475,Griff::N,handtag,ručica
476,Schloss::N,las,brava
477,Bild::N,bild,slika
478,Figur::N,figur,figura
479,Puppe::N,docka,lutka
480,Beutel::N,påse,kesa
481,Bündel::N,bunt,snop
482,Bündel::N,bunt,svežanj
483,Bündel::N,knippa,snop
484,Bündel::N,knippa,svežanj
485,Tasche::N,väska,torba
486,Tasche::N,väska,taška
487,Eimer::N,hink,kabao
488,Eimer::N,ämbar,kabao
489,Deckel::N,lock,poklopac
490,Geschirr::N,servis,suđe
491,Geschirr::N,servis,posuđe
492,Geschirr::N,porslin,suđe
493,Geschirr::N,porslin,posuđe
494,Sack::N,säck,džak
495,Sack::N,säck,vreća
496,Tasse::N,kopp,šalica
497,Topf::N,gryta,lonac
498,Topf::N,kastrull,lonac
499,Kessel::N,kittel,kazan
500,Essen::N,mål,obrok
501,Nahrung::N,näring,hrana
502,Speise::N,maträtt,jelo
503,Fleisch::N,kött,meso
504,Getreide::N,säd,žito
505,Getreide::N,säd,žitarice
506,Getreide::N,spannmål,žito
507,Getreide::N,spannmål,žitarice
508,Brei::N,gröt,kaša
509,Brot::N,bröd,kruh
510,Scheibe::N,skiva,kriška
511,Fett::N,fett,mast
512,Fett::N,fett,salo
513,Butter::N,smör,buter
514,Butter::N,smör,maslac
515,Öl::N,olja,ulje
516,Salz::N,salt,sol
517,Suppe::N,soppa,supa
518,Honig::N,honung,med
519,Milch::N,mjölk,mlijeko
520,Tee::N,te,čaj
521,Leder::N,läder,koža
522,Wolle::N,ull,vuna
523,Wolle::N,ylle,vuna
524,Stoff::N,tyg,štof
525,Stoff::N,tyg,tkanina
526,Stoff::N,stoff,štof
527,Stoff::N,stoff,tkanina
528,Nadel::N,nål,igla
529,Faden::N,tråd,nit
530,Faden::N,tråd,konac
531,Knopf::N,knapp,dugme
532,Knoten::N,knut,čvor
533,Knoten::N,knut,uzao
534,Farbe::N,färg,farba
535,Kleidung::N,klädsel,odjeća
536,Hemd::N,skjorta,košulja
537,Kragen::N,krage,ovratnik
538,Ärmel::N,ärm,rukav
539,Hose::N,byxor,hlače
540,Gürtel::N,bälte,pas
541,Gürtel::N,bälte,pojas
542,Mütze::N,mössa,kapa
543,Schuh::N,sko,cipela
544,Stiefel::N,stövel,čizma
545,Ring::N,ring,prsten
546,Band::N,band,vrpca
547,Kamm::N,kam,češalj
548,Spiegel::N,spegel,zrcalo
549,Spiegel::N,spegel,ogledalo
550,Riemen::N,rem,kaiš
551,Riemen::N,rem,remen
552,Schnur::N,snöre,vrpca
553,Leine::N,lina,uzica
554,Decke::N,täcke,ćebe
555,Decke::N,täcke,pokrivač
556,Kissen::N,dyna,jastuk
557,Kissen::N,kudde,jastuk
558,Tuch::N,sjal,rubac
559,Tuch::N,sjal,marama
560,Handtuch::N,handduk,ručnik
561,Kraft::N,kraft,snaga
562,Stärke::N,styrka,jakost
563,Gesundheit::N,hälsa,zdravlje
564,Krankheit::N,sjukdom,bolest
565,Schmerz::N,smärta,bol
566,Wunde::N,sår,rana
567,Fieber::N,feber,groznica
568,Arznei::N,medicin,lijek
569,Arznei::N,läkemedel,lijek
570,Brücke::N,bro,most
571,Brücke::N,bro,ćuprija
572,Brunnen::N,brunn,bunar
573,Brunnen::N,brunn,zdenac
574,Weide::N,bete,paša
575,Weide::N,bete,pašnjak
576,Pfad::N,stig,staza
577,Weg::N,väg,put
578,Straße::N,gata,drum
579,Straße::N,gata,cesta
580,Dorf::N,by,selo
581,Stadt::N,stad,grad
582,Stadt::N,stad,varoš
583,Brief::N,brev,list
584,Brief::N,brev,pismo
585,Buch::N,bok,knjiga
586,Buchstabe::N,bokstav,slovo
587,Zeitung::N,tidning,novine
588,Leben::N,liv,život
589,Tod::N,död,smrt
590,Grab::N,grav,raka
591,Kirche::N,kyrka,crkva
592,Sünde::N,synd,grijeh
593,Gott::N,gud,bog
594,Arbeiter::N,arbetare,radnik
595,Chef::N,chef,šef
596,Meister::N,mästare,majstor
597,Arzt::N,läkare,liječnik
598,Lehrer::N,lärare,učitelj
599,Geld::N,pengar,novac
600,Geschäft::N,rörelse,posao
601,Geschäft::N,rörelse,trgovina
602,Laden::N,affär,dućan
603,Preis::N,pris,cijena
604,Ware::N,vara,roba
605,Nutzen::N,gagn,korist
606,Nutzen::N,nytta,korist
607,Reichtum::N,rikedom,bogatstvo
608,Welt::N,värld,svijet
609,Land::N,land,zemlja
610,Staat::N,stat,država
611,König::N,kung,kralj
612,König::N,konung,kralj
613,Macht::N,makt,moć
614,Macht::N,makt,vlast
615,Grenze::N,gräns,granica
616,Krieg::N,krig,rat
617,Feind::N,fiende,neprijatelj
618,Gewalt::N,våld,sila
619,Gewalt::N,våld,nasilje
620,Kampf::N,kamp,boj
621,Kampf::N,kamp,borba
622,Kampf::N,strid,boj
623,Kampf::N,strid,borba
624,Bogen[Waffe]::N,båge,luk
625,Pfeil::N,pil,strijela
626,Gewehr::N,gevär,puška
627,Fehler::N,fel,pogreška
628,Fehler::N,fel,griješka
629,Lüge::N,lögn,laž
630,Schaden::N,skada,šteta
631,Unglück::N,otur,nesreća
632,Unglück::N,olycka,nesreća
633,Schuld::N,skuld,krivnja
634,Alter::N,ålder,dob
635,Schluss::N,slut,kraj
636,Schluss::N,slut,konac
637,Zeit::N,tid,doba
638,Zeit::N,tid,vrijeme
639,Tag::N,dag,dan
640,Morgen::N,morgon,jutro
641,Mittag::N,middag,podne
642,Abend::N,kväll,veče
643,Abend::N,kväll,večer
644,Nacht::N,natt,noć
645,Woche::N,vecka,sedmica
646,Monat::N,månad,mjesec
647,Jahr::N,år,godina
648,Frühling::N,vår,proljeće
649,Sommer::N,sommar,ljeto
650,Herbst::N,höst,jesen
651,Winter::N,vinter,zima
652,Januar::N,januari,januar
653,Januar::N,januari,siječanj
654,Februar::N,februari,veljača
655,Februar::N,februari,februar
656,März::N,mars,mart
657,März::N,mars,ožujak
658,April::N,april,april
659,April::N,april,travanj
660,Mai::N,maj,maj
661,Mai::N,maj,svibanj
662,Juni::N,juni,juni
663,Juni::N,juni,lipanj
664,Juli::N,juli,juli
665,Juli::N,juli,srpanj
666,August::N,augusti,august
667,August::N,augusti,kolovoz
668,September::N,september,rujan
669,September::N,september,septembar
670,Oktober::N,oktober,oktobar
671,Oktober::N,oktober,listopad
672,November::N,november,studeni
673,November::N,november,novembar
674,Dezember::N,december,prosinac
675,Montag::N,måndag,ponedjeljak
676,Montag::N,måndag,ponedjeljnik
677,Dienstag::N,tisdag,utorak
678,Dienstag::N,tisdag,utornik
679,Mittwoch::N,onsdag,srijeda
680,Donnerstag::N,torsdag,četvrtak
681,Freitag::N,fredag,petak
682,Samstag::N,lördag,subota
683,Sonntag::N,söndag,nedjelja
684,groß::A,stor,velik
685,klein::A,liten,mali
686,klein::A,liten,malen
687,lang::A,lång,dug
688,lang::A,lång,dugačak
689,kurz::A,kort,kratak
690,breit::A,bred,širok
691,schmal::A,smal,uski
692,schmal::A,smal,uzak
693,dicht::A,tät,gust
694,dick[Gegenstand]::A,tjock,debeo
695,dünn::A,tunn,tanak
696,fein::A,fin,fin
697,fein::A,fin,tanak
698,fest::A,fast,čvrst
699,flach::A,platt,ravan
700,flach::A,platt,plosnat
701,glatt::A,glatt,gladak
702,hart::A,hård,tvrd
703,weich::A,mjuk,mek
704,weich::A,mjuk,mekan
705,rund::A,rund,okrugao
706,spitz::A,toppig,oštar
707,spitz::A,toppig,šiljast
708,spitz::A,spetsig,oštar
709,spitz::A,spetsig,šiljast
710,scharf::A,vass,oštar
711,scharf::A,vass,bridak
712,scharf::A,skarp,oštar
713,scharf::A,skarp,bridak
714,stumpf::A,slö,tup
715,schwer::A,tung,težak
716,schön::A,skön,krasan
717,schön::A,vacker,krasan
718,heiß::A,het,vruć
719,warm::A,varm,topao
720,kalt::A,kall,hladan
721,kühl::A,sval,hladan
722,kühl::A,kylig,hladan
723,frisch::A,färsk,svjež
724,feucht::A,fuktig,vlažan
725,nass::A,våt,mokar
726,trocken::A,torr,suh
727,voll::A,full,pun
728,leer::A,tom,prazan
729,offen::A,öppen,otvoren
730,geschlossen::A,stängd,zatvoren
731,sauber::A,ren,čist
732,schmutzig::A,snuskig,nečist
733,schmutzig::A,snuskig,blatan
734,roh::A,rå,sirov
735,reif::A,mogen,zreo
736,lecker::A,läcker,tečan
737,lecker::A,läcker,ukusan
738,süß::A,söt,sladak
739,bitter::A,besk,gorak
740,bitter::A,bitter,gorak
741,sauer::A,sur,kiseo
742,hell::A,ljus,vedar
743,hell::A,ljus,svijetao
744,dunkel::A,mörk,taman
745,schwarz::A,svart,crn
746,weiß::A,vit,bio
747,weiß::A,vit,bijel
748,rot::A,röd,crven
749,gelb::A,gul,žut
750,blau::A,blå,plav
751,blau::A,blå,modar
752,grün::A,grön,zelen
753,grau::A,grå,siv
754,bunt::A,brokig,šaren
755,billig::A,billig,jeftin
756,teuer::A,dyr,skup
757,wertvoll::A,värdefull,vrijedan
758,wertvoll::A,värdefull,dragocjen
759,blind::A,blind,slijep
760,taub::A,döv,gluh
761,kräftig::A,kraftig,snažan
762,stark::A,stark,jak
763,stark::A,stark,snažan
764,schwach::A,svag,slab
765,fett::A,fet,pretio
766,schlank::A,slank,vitak
767,hübsch::A,snygg,zgodan
768,hübsch::A,vacker,zgodan
769,böse::A,ond,zao
770,böse::A,ond,opak
771,böse::A,elak,zao
772,böse::A,elak,opak
773,dumm::A,dum,glup
774,faul::A,lat,lijen
775,fleißig::A,flitig,radin
776,fleißig::A,flitig,marljiv
777,geizig::A,snål,škrt
778,geizig::A,girig,škrt
779,klug::A,klok,razborit
780,geschickt::A,händig,vješt
781,geschickt::A,skicklig,vješt
782,lieb::A,kär,drag
783,lieb::A,snäll,drag
784,lustig::A,rolig,veseo
785,lustig::A,lustig,veseo
786,sanft::A,mild,blag
787,hungrig::A,hungrig,gladan
788,krank::A,sjuk,bolestan
789,nackt::A,naken,nag
790,traurig::A,ledsen,tužan
791,traurig::A,ledsen,žalostan
792,traurig::A,sorgsen,tužan
793,traurig::A,sorgsen,žalostan
794,lebendig::A,levande,živ
795,gut::A,bra,dobar
796,schlecht::A,dålig,loš
797,schlecht::A,dålig,rđav
798,richtig::A,riktig,tačan
799,richtig::A,riktig,ispravan
800,schlimm::A,illa,zao
801,schlimm::A,illa,zločest
802,wahr::A,sann,istinit
803,alt::A,gammal,star
804,neu::A,ny,nov
805,ehemalig::A,forn,bivši
806,ehemalig::A,tidigare,bivši
807,alt[Lebewesen]::A,gammal,star
808,jung::A,ung,mlad
809,arm::A,fattig,ubog
810,arm::A,fattig,siromašan
811,reich::A,rik,bogat
812,bekannt::A,känd,poznat
813,berühmt::A,berömd,čuven
814,berühmt::A,berömd,slavan
815,fremd::A,främmande,tuđ
816,fremd::A,främmande,stran
817,verschieden::A,åtskillig,razan
818,verschieden::A,åtskillig,različan
819,nah::A,nära,blizak
820,fern::A,fjärran,dalek
821,fern::A,fjärran,daljnji
822,linker::A,vänster,lijevi
823,rechter::A,höger,desni
824,anderer::A,annan,drugi
825,anderer::A,annan,drugačiji
826,erster::A,första,prvi
827,zweiter::A,andra,drugi
828,dritter::A,tredje,treći
829,letzter::A,sist,zadnji
830,allein::ADV,allena,sam
831,auf einmal::ADV,på en gång,istodobno
832,zusammen::ADV,tillsammans,skupa
833,zusammen::ADV,tillsammans,zajedno
834,lange::ADV,länge,dugo
835,plötzlich::ADV,plötsligt,naglo
836,plötzlich::ADV,plötsligt,iznenada
837,sofort::ADV,strax,odmah
838,sofort::ADV,genast,odmah
839,später::ADV,senare,kasnije
840,jetzt::ADV,nu,sad
841,jetzt::ADV,nu,sada
842,heute::ADV,i dag,danas
843,morgen::ADV,i morgon,sutra
844,bald::ADV,snart,skoro
845,bald::ADV,snart,doskora
846,dann::ADV,då,zatim
847,gestern::ADV,i går,juče
848,gestern::ADV,i går,jučer
849,einst::ADV,en gång,negda
850,einst::ADV,en gång,nekada
851,damals::ADV,då,tada
852,damals::ADV,då,onda
853,damals::ADV,den gången,tada
854,damals::ADV,den gången,onda
855,danach::ADV,därefter,poslije
856,danach::ADV,därefter,nakon toga
857,vorher::ADV,före,prije
858,vorher::ADV,före,prije toga
859,vorher::ADV,förut,prije
860,vorher::ADV,förut,prije toga
861,zuerst::ADV,först,prvo
862,zuerst::ADV,först,najprije
863,einmal::ADV,en gång,jednom
864,einmal::ADV,en gång,jedanput
