,Concept_ID,de,ml
160,Krähe::N,Krähe,കാക്ക
161,Kuckuck::N,Kuckuck,കുയിൽ
162,Schwan::N,Schwan,അരയന്നം
163,Fisch::N,Fisch,മത്സ്യം
164,Barsch::N,Barsch,ഒരിനം മത്സ്യം
165,Hecht::N,Hecht,ഒരു മത്സ്യം
166,Schlange[Tier]::N,Schlange,പാമ്പ്
167,Wurm::N,Wurm,വിര
168,Spinne::N,Spinne,ചിലന്തി
169,Ameise::N,Ameise,ഉറുമ്പ്
170,Laus::N,Laus,പേന്
171,Mücke::N,Mücke,മശകം
172,Fliege::N,Fliege,ഈച്ച
173,Schmetterling::N,Schmetterling,ചിത്രശലഭം
174,Beere::N,Beere,ബെറി
175,Apfel::N,Apfel,ആപ്പിൾ
176,Pilz::N,Pilz,കൂൺ
177,Zwiebel::N,Zwiebel,സവാള
178,Saat::N,Saat,വിത്ത്
179,Korn::N,Korn,ധാന്യം
180,Heu::N,Heu,വയ്ക്കോൽ
181,Schale::N,Schale,തൊലി
182,Grube::N,Grube,കുഴി
183,Falle::N,Falle,കെണി
184,Schlinge::N,Schlinge,കുടുക്ക്
185,Spur::N,Spur,ചുവട്
186,Asche::N,Asche,ചാരം
187,Dreck::N,Dreck,അഴുക്ക്
188,Eisen::N,Eisen,ഇരുമ്പ്
189,Gold::N,Gold,സ്വർണ്ണം
190,Silber::N,Silber,വെള്ളി
191,Kohle::N,Kohle,കൽക്കരി
192,Glas::N,Glas,ഗ്ലാസ്
193,Lehm::N,Lehm,കളിമണ്ണ്
194,Sand::N,Sand,മണൽ
195,Mensch::N,Mensch,മനുഷ്യർ
196,Mann::N,Mann,പുരുഷൻ
197,Frau::N,Frau,സ്ത്രീ
198,Kind::N,Kind,കുഞ്ഞ്
199,Junge::N,Junge,ആൺകുട്ടി
200,Mädchen::N,Mädchen,പെൺകുട്ടി
201,Familie::N,Familie,കുടുംബം
202,Großvater::N,Großvater,അപ്പൂപ്പൻ
203,Großmutter::N,Großmutter,അമ്മുമ്മ
204,Eltern::N,Eltern,മാതാപിതാക്കള്
205,Vater::N,Vater,അച്ഛൻ
206,Mutter::N,Mutter,അമ്മ
207,Sohn::N,Sohn,മകൻ
208,Tochter::N,Tochter,മകൾ
209,Bruder::N,Bruder,ചേട്ടൻ
210,Bruder::N,Bruder,അനിയൻ
211,Schwester::N,Schwester,ചേച്ചി
212,Schwester::N,Schwester,അനിയത്തി
213,Onkel::N,Onkel,അമ്മാവൻ
214,Tante::N,Tante,മാമി
215,Ehemann::N,Ehemann,ഭർത്താവ്
216,Ehefrau::N,Ehefrau,ഭാര്യ
217,Freude::N,Freude,ആഹ്ലാദം
218,Gelächter::N,Gelächter,ചിരിയുടെ ശബ്ദം
219,Glück::N,Glück,സന്തോഷം
220,Glück::N,Glück,സന്തുഷ്ടി
221,Kummer::N,Kummer,ശോകം
222,Wunsch::N,Wunsch,ആഗ്രഹം
223,Lust::N,Lust,ആഗ്രഹം
224,Geist::N,Geist,ചുറുചുറുക്ക്
225,Gedanke::N,Gedanke,ചിന്ത
226,Gedächtnis::N,Gedächtnis,ഓർമ്മശക്തി
227,Verstand::N,Verstand,മനസ്സ്
228,Sinn::N,Sinn,അർത്ഥം
229,Grund::N,Grund,കാരണം
230,Wahrheit::N,Wahrheit,സത്യം
231,Gespräch::N,Gespräch,സല്ലാപം
232,Märchen::N,Märchen,യക്ഷിക്കഥ
233,Erzählung::N,Erzählung,കഥ
234,Nachricht::N,Nachricht,സന്ദേശം
235,Neuigkeit::N,Neuigkeit,വാർത്ത
236,Name::N,Name,പേര്
237,Rätsel::N,Rätsel,പ്രഹേളിക
238,Rede::N,Rede,സംസാരം
239,Sprache::N,Sprache,ഭാഷ
240,Stimme::N,Stimme,സ്വരം
241,Wort::N,Wort,വാക്ക്
242,Zeichen::N,Zeichen,സംജ്ഞ
243,Ruf::N,Ruf,വിളി
244,Lärm::N,Lärm,ആരവം
245,Laut::N,Laut,ശബ്ദം
246,Ton::N,Ton,സ്വരഭേദം
247,Lied::N,Lied,പാട്ട്
248,Ruhe::N,Ruhe,നിശ്ചലത
249,Leute::N,Leute,ജനങ്ങൾ
250,Volk::N,Volk,രാഷ്ടം
251,Arbeit::N,Arbeit,ജോലി
252,Gast::N,Gast,അതിലി
253,Geschenk::N,Geschenk,സമ്മാനം
254,Spiel::N,Spiel,കളി
255,Gesellschaft::N,Gesellschaft,കൂട്ടായ്മ
256,Hilfe::N,Hilfe,സഹായം
257,Freund::N,Freund,സുഹൃത്ത്
258,Kamerad::N,Kamerad,കൂട്ടാളി
259,Angelegenheit::N,Angelegenheit,കാര്യം
260,Anzahl::N,Anzahl,എണ്ണം
261,Art::N,Art,തരം
262,Stück::N,Stück,കഷണം
263,Teil::N,Teil,ഭാഗം
264,Hälfte::N,Hälfte,പകുതി
265,Kreis::N,Kreis,വൃത്തം
266,Kreuz::N,Kreuz,കുരിശടയാളം
267,Linie::N,Linie,വര
268,Linie::N,Linie,രേഖ
269,Strich::N,Strich,പക്ഷാഘാതം
270,Abstand::N,Abstand,വിടവ്
271,Entfernung::N,Entfernung,അകലം
272,Gegend::N,Gegend,പ്രദേശം
273,Platz::N,Platz,ഇടം
274,Ort::N,Ort,സ്ഥലം
275,Seite::N,Seite,വശം
276,Mitte::N,Mitte,മധ്യസ്ഥാനം
277,Gegenstand::N,Gegenstand,സാധനം
278,Sache::N,Sache,വസ്തു
279,Rand::N,Rand,തൊങ്ങൽ
280,Kante::N,Kante,അറ്റം
281,Ecke::N,Ecke,മൂല
282,Spitze::N,Spitze,അഗ്രം
283,Ende::N,Ende,അവസാനം
284,Loch::N,Loch,ദ്വാരം
285,Winkel::N,Winkel,കോൺ
286,Muster::N,Muster,ക്രമം
287,Größe::N,Größe,വലുപ്പം
288,Länge::N,Länge,നീളം
289,Höhe::N,Höhe,ഉയരം
290,Gewicht::N,Gewicht,കട്ടി
291,Menge::N,Menge,അളവ്
292,Haufen::N,Haufen,കൂമ്പാരം
293,Reihe::N,Reihe,വരി
294,Boot::N,Boot,ബോട്ട്
295,Ruder::N,Ruder,പങ്കായം
296,Schlitten::N,Schlitten,ഉരുളില്ലാവണ്ടി
297,Ski::N,Ski,ഹിമപാദുകം
298,Lagerfeuer::N,Lagerfeuer,തീ
299,Last::N,Last,ഭാരം
300,Gang::N,Gang,നടത്തം
301,Schritt::N,Schritt,ചുവട്
302,Norden::N,Norden,വടക്ക്
303,Süden::N,Süden,തെക്ക്
304,Westen::N,Westen,പടിഞ്ഞാറ്
305,Osten::N,Osten,കിഴക്ക്
306,Holz::N,Holz,തടി
307,Brett::N,Brett,ബോർഡ്
308,Platte::N,Platte,തകിട്
309,Stütze::N,Stütze,താങ്ങ്
310,Stange::N,Stange,കമ്പ്
311,Stock::N,Stock,വടി
312,Stab::N,Stab,കുറുവടി
313,Rohr::N,Rohr,കുഴൽ
314,Haus::N,Haus,വീട്
315,Heim::N,Heim,വീട്
316,Ofen::N,Ofen,സ്റ്റൌ
317,Fußboden::N,Fußboden,തറ
318,Tisch::N,Tisch,മേശ
319,Stuhl::N,Stuhl,കസേര
320,Wiege::N,Wiege,തൊട്ടിൽ
321,Bett::N,Bett,കിടക്ക
322,Regal::N,Regal,ഷെൽഫ്
323,Kiste::N,Kiste,പെട്ടി
324,Fenster::N,Fenster,ജനൽ
325,Tür::N,Tür,വാതിൽ
326,Tor::N,Tor,കവാടം
327,Zaun::N,Zaun,വേലി
328,Dach::N,Dach,മേൽക്കുര
329,Leiter::N,Leiter,ഏണി
330,Besen::N,Besen,ചൂല്
331,Spaten::N,Spaten,തൂമ്പ
332,Schaufel::N,Schaufel,തൂമ്പ
333,Gabel::N,Gabel,മുൾക്കത്തി
334,Löffel::N,Löffel,സ്പൂൺ
335,Messer::N,Messer,കത്തി
336,Nagel::N,Nagel,ആണി
337,Netz::N,Netz,വല
338,Haken::N,Haken,കൊളുത്ത്
339,Griff::N,Griff,കൈപ്പിടി
340,Schloss::N,Schloss,പൂട്ട്
341,Bild::N,Bild,ചിത്രം
342,Figur::N,Figur,കണക്ക്
343,Puppe::N,Puppe,പാവ
344,Beutel::N,Beutel,ബാഗ്
345,Bündel::N,Bündel,കെട്ട്
346,Tasche::N,Tasche,ബാഗ്
347,Eimer::N,Eimer,ബക്കറ്റ്
348,Deckel::N,Deckel,ഉറ
349,Geschirr::N,Geschirr,പിഞ്ഞാണം
350,Sack::N,Sack,ചാക്ക്
351,Tasse::N,Tasse,കപ്പ്
352,Topf::N,Topf,പാത്രം
353,Kessel::N,Kessel,കെറ്റ്ല്
354,Essen::N,Essen,ആഹാരസമയം
355,Nahrung::N,Nahrung,ഭക്ഷണം
356,Speise::N,Speise,ഡിഷ്
357,Fleisch::N,Fleisch,മാംസം
358,Getreide::N,Getreide,ചോളം
359,Brei::N,Brei,കഞ്ഞി
360,Brot::N,Brot,റോട്ടി
361,Scheibe::N,Scheibe,തുണ്ട്
362,Fett::N,Fett,കൊഴുപ്പ്
363,Butter::N,Butter,വെണ്ണ
364,Öl::N,Öl,എണ്ണ
365,Salz::N,Salz,ഉപ്പ്
366,Suppe::N,Suppe,സൂപ്പ്
367,Honig::N,Honig,തേൻ
368,Milch::N,Milch,പാൽ
369,Tee::N,Tee,ചായ
370,Leder::N,Leder,തുകൽ
371,Wolle::N,Wolle,കമ്പിളി
372,Stoff::N,Stoff,തുണി
373,Nadel::N,Nadel,സൂചി
374,Faden::N,Faden,നൂല്
375,Knopf::N,Knopf,ബട്ടൺ
376,Knoten::N,Knoten,കുരുക്ക്
377,Farbe::N,Farbe,പെയിൻറ്
378,Kleidung::N,Kleidung,വസ്ത്രങ്ങൾ
379,Hemd::N,Hemd,ഷർട്ട്
380,Kragen::N,Kragen,കുപ്പായക്കഴുത്ത്
381,Ärmel::N,Ärmel,കുപ്പായക്കൈ
382,Hose::N,Hose,ട്രൌസർ
383,Gürtel::N,Gürtel,ബെൽറ്റ്
384,Mütze::N,Mütze,തൊപ്പി
385,Schuh::N,Schuh,ഷൂ
386,Stiefel::N,Stiefel,ബൂട്ട്
387,Ring::N,Ring,മോതിരം
388,Band::N,Band,റിബൺ
389,Kamm::N,Kamm,ചീപ്പ്
390,Spiegel::N,Spiegel,കണ്ണാടി
391,Riemen::N,Riemen,സ്ട്രാപ്പ്
392,Schnur::N,Schnur,ചരട്
393,Leine::N,Leine,കെട്ടാനുള്ള തോൽവാർ
394,Decke::N,Decke,പുതപ്പ്
395,Kissen::N,Kissen,തലയിണ
396,Tuch::N,Tuch,സ്കാർഫ്
397,Handtuch::N,Handtuch,തോർത്ത്
398,Kraft::N,Kraft,ശക്തി
399,Stärke::N,Stärke,ശക്തി
400,Gesundheit::N,Gesundheit,ആരോഗ്യം
401,Krankheit::N,Krankheit,അസുഖം
402,Schmerz::N,Schmerz,വേദന
403,Wunde::N,Wunde,മുറിവ്
404,Fieber::N,Fieber,പനി
405,Arznei::N,Arznei,മരുന്ന്
406,Brücke::N,Brücke,പാലം
407,Brunnen::N,Brunnen,കിണർ
408,Weide::N,Weide,മേച്ചൽ
409,Pfad::N,Pfad,വഴി
410,Weg::N,Weg,വഴി
411,Straße::N,Straße,റോഡ്
412,Dorf::N,Dorf,ഗ്രാമം
413,Stadt::N,Stadt,നഗരം
414,Brief::N,Brief,കത്ത്
415,Buch::N,Buch,പുസ്തകം
416,Buchstabe::N,Buchstabe,അക്ഷരം
417,Zeitung::N,Zeitung,വർത്തമാനപത്രം
418,Leben::N,Leben,ജീവൻ
419,Tod::N,Tod,മരണം
420,Grab::N,Grab,ശവക്കുഴി
421,Kirche::N,Kirche,പള്ളി
422,Sünde::N,Sünde,പാപം
423,Gott::N,Gott,ദൈവം
424,Arbeiter::N,Arbeiter,ജോലിക്കാരൻ
425,Chef::N,Chef,മേധാവി
426,Meister::N,Meister,യജമാനൻ
427,Arzt::N,Arzt,ഡോക്ടർ
428,Lehrer::N,Lehrer,അധ്യാപകൻ
429,Geld::N,Geld,പണം
430,Geschäft::N,Geschäft,ബിസിനസ്
431,Laden::N,Laden,കട
432,Preis::N,Preis,വില
433,Ware::N,Ware,ചരക്ക്
434,Nutzen::N,Nutzen,ലാഭം
435,Reichtum::N,Reichtum,ധനം
436,Welt::N,Welt,ലോകം
437,Land::N,Land,രാജ്യം
438,Staat::N,Staat,രാജ്യം
439,König::N,König,രാജാവ്
440,Macht::N,Macht,അധികാരം
441,Grenze::N,Grenze,അതിർത്തി
442,Krieg::N,Krieg,യുദ്ധം
443,Feind::N,Feind,ശത്രു
444,Gewalt::N,Gewalt,അക്രമം
445,Kampf::N,Kampf,പോരാട്ടം
446,Bogen[Waffe]::N,Bogen,വില്ല്
447,Pfeil::N,Pfeil,അമ്പ്
448,Gewehr::N,Gewehr,തോക്ക്
449,Fehler::N,Fehler,പിശക്
450,Lüge::N,Lüge,കള്ളം
451,Schaden::N,Schaden,കേടുപാട്
452,Unglück::N,Unglück,ദൌർഭാഗ്യം
453,Schuld::N,Schuld,തെറ്റ്
454,Alter::N,Alter,വയസ്സ്
455,Schluss::N,Schluss,നിഗമനം
456,Zeit::N,Zeit,സമയം
457,Tag::N,Tag,ദിവസം
458,Morgen::N,Morgen,പ്രഭാതം
459,Mittag::N,Mittag,ഉച്ച
460,Abend::N,Abend,സായാഹ്നം
461,Nacht::N,Nacht,രാത്രി
462,Woche::N,Woche,ആഴ്ച
463,Monat::N,Monat,മാസം
464,Jahr::N,Jahr,വർഷം
465,Frühling::N,Frühling,വസന്തം
466,Sommer::N,Sommer,വേനൽ
467,Herbst::N,Herbst,ശരത്കാലം
468,Winter::N,Winter,ശൈത്യം
469,Januar::N,Januar,ജനുവരി
470,Februar::N,Februar,ഫെബ്രുവരി
471,März::N,März,മാർച്ച്
472,April::N,April,ഏപ്രിൾ മാസം
473,Mai::N,Mai,മെയ് മാസം
474,Juni::N,Juni,ജൂൺ
475,Juli::N,Juli,ജൂലൈ
476,August::N,August,ആഗസ്റ്റ്
477,September::N,September,സെപ്തംബർ
478,Oktober::N,Oktober,ഒക്ടോബർ
479,November::N,November,നവംബർ
480,Dezember::N,Dezember,ഡിസംബർ
481,Montag::N,Montag,തിങ്കളാഴ്ച
482,Dienstag::N,Dienstag,ചൊവ്വ
483,Mittwoch::N,Mittwoch,ബുധനാഴ്ച
484,Donnerstag::N,Donnerstag,വ്യാഴാഴ്ച
485,Freitag::N,Freitag,വെള്ളിയാഴ്ച
486,Samstag::N,Samstag,ശനിയാഴ്ച
487,Sonntag::N,Sonntag,ഞായറാഴ്ച
488,groß::A,groß,വലിയ
489,klein::A,klein,ചെറിയ
490,lang::A,lang,നീണ്ട
491,kurz::A,kurz,ഹ്രസ്വമായ
492,breit::A,breit,വിശാലമായ
493,schmal::A,schmal,ഇടുങ്ങിയ
494,dicht::A,dicht,നിബിഡമായ
495,dick[Gegenstand]::A,dick,തടിച്ച
496,dünn::A,dünn,മെലിഞ്ഞ
497,fein::A,fein,നേർത്ത
498,fest::A,fest,ഉറപ്പുള്ള
499,flach::A,flach,പരന്ന
500,glatt::A,glatt,മിനുസമുള്ള
501,hart::A,hart,കട്ടിയുള്ള
502,weich::A,weich,മൃദുവായ
503,rund::A,rund,വട്ടത്തിലുള്ള
504,spitz::A,spitz,മുനയുള്ള
505,scharf::A,scharf,മൂർച്ചയുള്ള
506,stumpf::A,stumpf,തുറന്നടിക്കുന്ന
507,schwer::A,schwer,ഭാരമുള്ള
508,schön::A,schön,മനോഹരമായ
509,heiß::A,heiß,ചൂടുള്ള
510,warm::A,warm,ചൂടുള്ള
511,kalt::A,kalt,തണുത്ത
512,kühl::A,kühl,തണുപ്പുള്ള
513,frisch::A,frisch,ശുദ്ധമായ
514,feucht::A,feucht,ഈറനുള്ള
515,nass::A,nass,നനഞ്ഞ
516,trocken::A,trocken,വരണ്ട
517,voll::A,voll,നിറയെ
518,leer::A,leer,ഒഴിഞ്ഞ
519,offen::A,offen,തുറന്ന
520,geschlossen::A,geschlossen,അടച്ച
521,sauber::A,sauber,വൃത്തിയുള്ള
522,schmutzig::A,schmutzig,അഴുക്കുനിറഞ്ഞ
523,roh::A,roh,അസംസ്കൃതമായ
524,reif::A,reif,പഴുത്ത
525,lecker::A,lecker,രുചികരമായ
526,süß::A,süß,മധുരമുള്ള
527,bitter::A,bitter,കടുത്ത
528,sauer::A,sauer,പുളിപ്പുള്ള
529,hell::A,hell,ജ്വലിക്കുന്ന
530,dunkel::A,dunkel,ഇരുണ്ട
531,schwarz::A,schwarz,കറുത്ത
532,weiß::A,weiß,വെളുത്ത
533,rot::A,rot,ചുവന്ന
534,gelb::A,gelb,മഞ്ഞനിറമായ
535,blau::A,blau,നീലനിറമുള്ള
536,grün::A,grün,പച്ചനിറമുള്ള
537,grau::A,grau,ചാരനിറത്തിലുള്ള
538,bunt::A,bunt,വർണ്ണശബളമായ
539,billig::A,billig,വിലകുറഞ്ഞ
540,teuer::A,teuer,ചെലവേറിയ
541,wertvoll::A,wertvoll,വിലപിടിപ്പുള്ള
542,blind::A,blind,അന്ധനായ
543,taub::A,taub,കേൾവിക്കുറവുള്ള
544,kräftig::A,kräftig,ശക്തിയുള്ള
545,stark::A,stark,ബലമുള്ള
546,schwach::A,schwach,ക്ഷീണിച്ച
547,fett::A,fett,കൊഴുപ്പുള്ള
548,schlank::A,schlank,മെലിഞ്ഞ
549,hübsch::A,hübsch,മനോഹരമായ
550,böse::A,böse,പാപിയായ
551,dumm::A,dumm,വിവരംകെട്ട
552,faul::A,faul,അലസനായ
553,fleißig::A,fleißig,അദ്ധ്വാനശീലമുള്ള
554,geizig::A,geizig,പിശുക്കനായ
555,klug::A,klug,ബുദ്ധിസാമർഥ്യമുള്ള
556,geschickt::A,geschickt,പ്രതിഭാശാലി
557,lieb::A,lieb,പ്രിയപ്പെട്ട
558,lustig::A,lustig,ആനന്ദകരമായ
559,sanft::A,sanft,സൌമ്യമായ
560,hungrig::A,hungrig,വിശപ്പുള്ള
561,krank::A,krank,അസുഖമുള്ള
562,nackt::A,nackt,നഡമായ
563,traurig::A,traurig,വിഷമമുള്ള
564,lebendig::A,lebendig,ഉപജീവനം
565,gut::A,gut,നല്ല
566,schlecht::A,schlecht,മോശമായ
567,richtig::A,richtig,ശരിയായ
568,schlimm::A,schlimm,വൃത്തികെട്ട
569,wahr::A,wahr,ശരിയായ
570,alt::A,alt,പഴയ
571,neu::A,neu,പുതിയ
572,ehemalig::A,ehemalig,മുൻ
573,alt[Lebewesen]::A,alt,വയസ്സുള്ള
574,jung::A,jung,കൌമാരമായ
575,arm::A,arm,പാവപ്പെട്ട
576,reich::A,reich,സമ്പന്നമായ
577,bekannt::A,bekannt,പരിചിതമായ
578,berühmt::A,berühmt,പ്രശസ്തനായ
579,fremd::A,fremd,വൈദേശികമായ
580,verschieden::A,verschieden,വ്യത്യസ്തമായ
581,nah::A,nah,അരികത്തുള്ള
582,fern::A,fern,അകലെയുള്ള
583,linker::A,linker,അവശേഷിച്ച
584,rechter::A,rechter,വലത്തേ
585,anderer::A,anderer,മറ്റുള്ള
586,erster::A,erster,ആദ്യത്തെ
587,zweiter::A,zweiter,രണ്ടാം
588,dritter::A,dritter,മൂന്നാമത്
589,letzter::A,letzter,അവസാനത്തെ
590,allein::ADV,allein,തനിച്ചുള്ള
591,auf einmal::ADV,auf einmal,ഉടന്
592,zusammen::ADV,zusammen,ഒരുമിച്ച
593,lange::ADV,lange,നീണ്ട_കാലത്തേയ്ക്ക്
594,plötzlich::ADV,plötzlich,പെട്ടെന്ന്
595,sofort::ADV,sofort,തത്ക്ഷണം
596,später::ADV,später,പിന്നീട്
597,jetzt::ADV,jetzt,ഇപ്പോൾ
598,heute::ADV,heute,ഇന്ന്
599,morgen::ADV,morgen,നാളെ
600,bald::ADV,bald,ഉടനെ
601,dann::ADV,dann,അപ്പോൾ
602,gestern::ADV,gestern,ഇന്നലെ
603,einst::ADV,einst,പണ്ടൊരിക്കല്
604,damals::ADV,damals,അപ്പോൾ
605,danach::ADV,danach,പിന്നീട്
606,vorher::ADV,vorher,മുൻപ്
607,zuerst::ADV,zuerst,ആദ്യം
608,einmal::ADV,einmal,ഒരിക്കൽ
609,manchmal::ADV,manchmal,ചിലപ്പോൾ
610,oft::ADV,oft,പലപ്പോഴും
611,immer::ADV,immer,എപ്പോഴും
612,niemals::ADV,niemals,ഒരിക്കലും
613,hier::ADV,hier,ഇവിടെ
614,hierhin::ADV,hierhin,ഇവിടേക്ക്
615,von hier::ADV,von hier,ഇവിടെനിന്ന്
616,dort::ADV,dort,അവിടെ
617,dorthin::ADV,dorthin,അവിടേക്ക്
618,geradeaus::ADV,geradeaus,മുമ്പിൽ
619,geradeaus::ADV,geradeaus,മുമന്നോട്ട്
620,vorwärts::ADV,vorwärts,മുന്നോട്ട്
621,rückwärts::ADV,rückwärts,തലതിരിച്ച്
