,Concept_ID,ja,kk
67,Sonne::N,太陽,күн
68,Mond::N,月,ай
69,Stern::N,星,жұлдыз
70,Luft::N,空気,әуе
71,Wind::N,風,жел
72,Welle::N,波,толқын
73,Wasser::N,水,су
74,Stein::N,石,тас
75,Boden::N,土地,қыртыс
76,Erde::N,土,топырақ
77,Staub::N,埃,шаң
78,Rauch::N,煙,түтін
79,Funke::N,火花,ұшқын
80,Feuer::N,火,алау
81,Licht::N,光,шұғыла
82,Schatten::N,陰,көлеңке
83,Wetter::N,天気,ауа райы
84,Nebel::N,霧,тұман
85,Wolke::N,雲,бұлт
86,Regen::N,雨,жаңбыр
87,Schnee::N,雪,қар
88,Eis::N,氷,мұз
89,Frost::N,霜,суық
90,Kälte::N,寒さ,ызғар
91,Kälte::N,寒さ,суықтық
92,Hitze::N,暑さ,аптап
93,Raureif::N,霧氷,қырау
94,Regenbogen::N,虹,кемпірқосақ
95,Donner::N,雷,күн күркіреу
96,Strömung::N,流れ,ағын
97,Tropfen::N,滴,тамшы
98,Schaum::N,泡,көбік
99,Schmutz::N,汚れ,кір
100,See::N,湖,көл
101,Sumpf::N,沼,саз
102,Moor::N,湿原,саз
103,Wiese::N,草原,шалғын
104,Wald::N,森,орман
105,Hügel::N,丘,төбе
106,Hügel::N,丘,белес
107,Hügel::N,丘,белес-белес
108,Anhöhe::N,高み,дөң
109,Anhöhe::N,高み,адыр
110,Anhöhe::N,高み,қырат
111,Berg::N,山,тау
112,Gipfel::N,頂上,төбе
113,Höhle::N,洞窟,үңгір
114,Abhang::N,斜面,бауыр
115,Quelle::N,泉,қайнар
116,Bach::N,小川,жылға
117,Fluss::N,川,өзен
118,Ufer::N,岸,жиек
119,Küste::N,海岸,жиегі
120,Küste::N,海岸,жағалау
121,Festland::N,陸,құрылық
122,Meer::N,海,теңіз
123,Bucht::N,湾,шығанақ
124,Insel::N,島,арал
125,Blume::N,花,гүл
126,Gras::N,草,от
127,Wurzel::N,根,түбір
128,Baum::N,木,ағаш
129,Baum::N,木,дарақ
130,Stamm::N,幹,сояу
131,Stamm::N,幹,оқпан
132,Rinde::N,皮層,қабық
133,Ast::N,枝,бұтақ
134,Zweig::N,小枝,шыбық
135,Blatt::N,葉,жапырақ
136,Birke::N,樺,қайың
137,Kiefer[Baum]::N,松,қарағай
138,Weide[Baum]::N,柳,тал
139,Tanne::N,樅,шырша
140,Horn::N,角,мүйіз
141,Feder::N,羽根,қаламұш
142,Fell::N,毛皮,тері
143,Flügel::N,羽,қанат
144,Klaue::N,鉤爪,тырнақ
145,Kralle::N,爪,аяқ
146,Schwanz::N,尻尾,құйрық
147,Ei::N,卵,жұмыртқа
148,Nest::N,巣,ұя
149,Bau::N,穴,жатақ
150,Tier::N,動物,айуан
151,Tier::N,動物,жануар
152,Herde::N,群れ,пада
153,Kuh::N,牛,сиыр
154,Bulle::N,雄牛,өгіз
155,Pferd::N,馬,жылқы
156,Schaf::N,羊,қой
157,Schwein::N,豚,шошқа
158,Hund::N,犬,ит
159,Katze::N,猫,мысық
160,Bär::N,熊,аю
161,Eichhörnchen::N,栗鼠,тиін
162,Elch::N,ヘラジカ,бұғы
163,Fuchs::N,狐,түлкі
164,Hase::N,兎,қоян
165,Maus::N,鼠,қаптесер
166,Wolf::N,狼,бөрі
167,Wolf::N,狼,қасқыр
168,Vogel::N,鳥,құс
169,Schwarm::N,群れ,топ
170,Schwarm::N,群れ,үйір
171,Huhn::N,鶏,тауық
172,Huhn::N,鶏,мекиен
173,Hahn::N,雄鶏,әтеш
174,Hahn::N,雄鶏,қораз
175,Gans::N,ガチョウ,қаз
176,Adler::N,鷲,бүркіт
177,Ente::N,鴨,үйрек
178,Eule::N,フクロウ,жапалақ
179,Kranich::N,鶴,тырна
180,Krähe::N,烏,қарға
181,Kuckuck::N,郭公,көкек
182,Schwan::N,白鳥,аққу
183,Fisch::N,魚,балық
184,Barsch::N,鱸,алабұға
185,Hecht::N,川魳,шортан
186,Schlange[Tier]::N,蛇,жылан
187,Wurm::N,虫,шұбалшаң
188,Spinne::N,蜘蛛,өрмекші
189,Ameise::N,蟻,қүмырска
190,Laus::N,虱,бит
191,Mücke::N,蚊,маса
192,Fliege::N,蝿,шыбын
193,Schmetterling::N,蝶,көбелек
194,Beere::N,漿果,жидек
195,Apfel::N,林檎,алма
196,Pilz::N,茸,қозықұйрық
197,Pilz::N,茸,саңыраукулақ
198,Zwiebel::N,玉葱,жуа
199,Saat::N,種,тұқым
200,Korn::N,粒,дән
201,Heu::N,干し草,шөп
202,Schale::N,皮,қабық
203,Schale::N,皮,қабығы
204,Grube::N,穴,ор
205,Falle::N,わな,дұзақ
206,Falle::N,わな,қақпан
207,Schlinge::N,輪,ілмек
208,Spur::N,跡,із
209,Asche::N,灰,күл
210,Dreck::N,泥,былғаныш
211,Eisen::N,鉄,темір
212,Gold::N,金,алтын
213,Silber::N,銀,күміс
214,Kohle::N,炭,көмір
215,Glas::N,ガラス,шыны
216,Lehm::N,ローム,балшық
217,Sand::N,砂,құм
218,Mensch::N,人,адам
219,Mann::N,男,еркек
220,Mann::N,男,ер адам
221,Mann::N,男性,еркек
222,Mann::N,男性,ер адам
223,Frau::N,女,бике
224,Frau::N,女,қатын
225,Frau::N,女性,бике
226,Frau::N,女性,қатын
227,Kind::N,子,бала
228,Kind::N,子,перзент
229,Kind::N,子供,бала
230,Kind::N,子供,перзент
231,Junge::N,男の子,бала
232,Junge::N,男の子,ер бала
233,Mädchen::N,女の子,қыз
234,Familie::N,家族,жанұя
235,Großvater::N,祖父,ата
236,Großvater::N,おじいさん,ата
237,Großmutter::N,祖母,әже
238,Großmutter::N,祖母,әжей
239,Großmutter::N,おばあさん,әже
240,Großmutter::N,おばあさん,әжей
241,Eltern::N,親,ата-аналар
242,Eltern::N,両親,ата-аналар
243,Vater::N,父,әке
244,Vater::N,お父さん,әке
245,Mutter::N,母,ана
246,Mutter::N,お母さん,ана
247,Sohn::N,息子,ұл
248,Sohn::N,息子さん,ұл
249,Tochter::N,娘,қызым
250,Tochter::N,お嬢さん,қызым
251,Bruder::N,弟,бауырым
252,Schwester::N,妹,әпке
253,Onkel::N,伯父,көке
254,Onkel::N,伯父さん,көке
255,Tante::N,叔母,тәте
256,Tante::N,叔母さん,тәте
257,Ehemann::N,夫,ер
258,Ehemann::N,主人,ер
259,Ehefrau::N,妻,зайып
260,Ehefrau::N,奥さん,зайып
261,Freude::N,喜び,қуаныш
262,Freude::N,喜び,сүйініш
263,Freude::N,喜び,шат-думан
264,Freude::N,喜び,қуаныштылық
265,Gelächter::N,笑い,күлу
266,Glück::N,幸せ,бақыт
267,Glück::N,幸せ,бақыттылық
268,Kummer::N,悩み,аза
269,Kummer::N,悩み,қайғы
270,Kummer::N,悩み,қасырет
271,Wunsch::N,希望,мүдде
272,Lust::N,気,тәбет
273,Lust::N,気,ынтызар
274,Lust::N,気,құштарлық
275,Geist::N,精神,рух
276,Gedanke::N,考え,ой
277,Gedächtnis::N,記憶,ес
278,Gedächtnis::N,記憶,жады
279,Gedächtnis::N,記憶,ақыл-ес
280,Verstand::N,理解力,ақыл
281,Verstand::N,理解力,парасат
282,Sinn::N,意味,мән
283,Sinn::N,意味,маныз
284,Sinn::N,意味,мағына
285,Sinn::N,意味,мән-мағына
286,Grund::N,理由,себеп
287,Wahrheit::N,真実,рас
288,Gespräch::N,会話,әңгіме
289,Märchen::N,童話,ертеп
290,Märchen::N,童話,ертек
291,Erzählung::N,物語,әңгіме
292,Nachricht::N,報告,хабар
293,Neuigkeit::N,ニュース,жаңалық
294,Name::N,名前,ат
295,Name::N,名前,атау
296,Rätsel::N,謎,жұмбақ
297,Rede::N,演説,сөз
298,Sprache::N,言語,тіл
299,Stimme::N,声,үн
300,Stimme::N,声,әуен
301,Stimme::N,声,дауыс
302,Wort::N,言葉,сөз
303,Zeichen::N,記号,ишара
304,Ruf::N,呼び声,айғай
305,Lärm::N,騒音,айғай-шу
306,Lärm::N,騒音,айғай-ұйғай
307,Laut::N,音,дыбыс
308,Laut::N,音,дауыс
309,Ton::N,音,әуен
310,Lied::N,歌,ән
311,Lied::N,歌,жыр
312,Lied::N,歌,ән-жыр
313,Ruhe::N,静けさ,тыныштық
314,Leute::N,人々,кісілер
315,Volk::N,民族,халық
316,Arbeit::N,仕事,еңбек
317,Gast::N,客,қонақ
318,Gast::N,客,мейман
319,Geschenk::N,贈り物,қадия
320,Spiel::N,遊び,ойын
321,Gesellschaft::N,社会,қауым
322,Gesellschaft::N,社会,жұртшылық
323,Hilfe::N,援助,жэрдем
324,Freund::N,友達,дос
325,Kamerad::N,同志,дос-жар
326,Angelegenheit::N,件,жұмыс
327,Anzahl::N,数,сан
328,Anzahl::N,数,саны
329,Art::N,種類,түр
330,Stück::N,部分,тілім
331,Teil::N,部分,үлес
332,Teil::N,部分,бөлшек
333,Hälfte::N,半分,жарты
334,Kreis::N,円,шеңбер
335,Kreuz::N,十字,крест
336,Linie::N,線,сызық
337,Strich::N,線,сызық
338,Abstand::N,距離,ара
339,Abstand::N,距離,аралық
340,Entfernung::N,距離,аралық
341,Gegend::N,辺,өңір
342,Gegend::N,地域,өңір
343,Platz::N,ゆとり,орны
344,Ort::N,所,орын
345,Ort::N,場所,орын
346,Seite::N,横,жақ
347,Seite::N,横,бүйір
348,Mitte::N,真ん中,ортасы
349,Gegenstand::N,物件,зат
350,Gegenstand::N,物件,нәрсе
351,Sache::N,物,бұйым
352,Rand::N,端,шет
353,Rand::N,端,шеті
354,Kante::N,縁,қыр
355,Kante::N,縁,қыры
356,Ecke::N,角,қыры
357,Ecke::N,角,бұрыш
358,Spitze::N,先頭,ұшы
359,Ende::N,端,аяқ
360,Ende::N,端,соңы
361,Loch::N,穴,тесік
362,Winkel::N,片隅,мүйіс
363,Muster::N,模様,мәнер
364,Größe::N,大きさ,ауқым
365,Größe::N,大きさ,көлемдік
366,Länge::N,長さ,бой
367,Länge::N,長さ,ұзындық
368,Höhe::N,高さ,жоғарылық
369,Höhe::N,高さ,биіктік
370,Gewicht::N,重さ,салмақ
371,Menge::N,量,мөлшер
372,Haufen::N,堆積,үйме
373,Haufen::N,堆積,үйінді
374,Reihe::N,並び,сап
375,Boot::N,ボート,қайық
376,Ruder::N,オール,ескек
377,Schlitten::N,そり,шана
378,Ski::N,スキー,шаңғы
379,Lagerfeuer::N,篝火,алау
380,Last::N,荷物,ауырлық
381,Last::N,荷物,ауыр зат
382,Gang::N,歩み,жүріс
383,Schritt::N,歩,адым
384,Norden::N,北,солтүстік
385,Norden::N,北,терістік
386,Süden::N,南,оңтүстік
387,Westen::N,西,батыс
388,Osten::N,東,күншығыс
389,Holz::N,木,ағаш
390,Holz::N,木,сүрек
391,Holz::N,木材,ағаш
392,Holz::N,木材,сүрек
393,Brett::N,板,тақта
394,Platte::N,盤,тақта
395,Stütze::N,支柱,тіреу
396,Stange::N,棒,қада
397,Stock::N,杖,сойыл
398,Stab::N,棒,сырық
399,Rohr::N,管,құбыр
400,Haus::N,家,үй
401,Heim::N,家,үйлі
402,Heim::N,家,шаңырақ
403,Ofen::N,ストーブ,ошақ
404,Ofen::N,ストーブ,пеш
405,Fußboden::N,床,еден
406,Tisch::N,机,үстел
407,Stuhl::N,椅子,орындық
408,Wiege::N,揺籃,бесік
409,Bett::N,ベッド,кереует
410,Regal::N,棚,сөре
411,Kiste::N,箱,жәшік
412,Fenster::N,窓,терезе
413,Tür::N,戸,есік
414,Tür::N,ドア,есік
415,Tor::N,門,дарбаза
416,Zaun::N,垣根,дуал
417,Dach::N,屋根,шатыр
418,Leiter::N,梯子,саты
419,Leiter::N,梯子,басқыш
420,Besen::N,ほうき,сыпырғыш
421,Spaten::N,スコップ,күрек
422,Schaufel::N,シャベル,қалақ
423,Gabel::N,フォーク,аша
424,Gabel::N,フォーク,шанышқы
425,Löffel::N,スプーン,қасық
426,Messer::N,ナイフ,пышақ
427,Nagel::N,釘,мық
428,Nagel::N,釘,шеге
429,Netz::N,網,керегекөз
430,Haken::N,鉤,ілмек
431,Haken::N,フック,ілмек
432,Griff::N,取っ手,сап
433,Griff::N,取っ手,тұтқа
434,Schloss::N,錠,құлып
435,Schloss::N,錠,бекіткіш
436,Bild::N,絵,сурет
437,Figur::N,像,тұлға
438,Puppe::N,人形,қуыршақ
439,Beutel::N,袋,қапшық
440,Bündel::N,束,байлам
441,Bündel::N,包み,байлам
442,Tasche::N,かばん,дорба
443,Eimer::N,バケツ,шелек
444,Deckel::N,蓋,жапқыш
445,Geschirr::N,食器,ыдыс
446,Sack::N,袋,қап
447,Tasse::N,カップ,шыныаяқ
448,Topf::N,鍋,кәстрөл
449,Kessel::N,釜,қазан
450,Essen::N,食事,ас
451,Nahrung::N,食物,ас
452,Nahrung::N,食物,тамақ
453,Speise::N,料理,тағам
454,Fleisch::N,肉,ет
455,Getreide::N,麦,дәнді
456,Getreide::N,穀物,дәнді
457,Brei::N,粥,ботқа
458,Brot::N,パン,күлше
459,Scheibe::N,枚,тілім
460,Scheibe::N,切れ,тілім
461,Fett::N,脂肪,май
462,Butter::N,バター,май
463,Öl::N,油,май
464,Salz::N,塩,тұз
465,Suppe::N,スープ,көже
466,Honig::N,蜂蜜,бал
467,Milch::N,牛乳,сүт
468,Tee::N,茶,шай
469,Tee::N,お茶,шай
470,Leder::N,革,көн
471,Wolle::N,毛糸,жүн
472,Stoff::N,布,мата
473,Stoff::N,布,кездеме
474,Nadel::N,針,ине
475,Faden::N,糸,жіп
476,Knopf::N,ボタン,түйме
477,Knoten::N,結び目,түйін
478,Farbe::N,ペンキ,рең
479,Kleidung::N,衣服,киім
480,Hemd::N,シャツ,жейде
481,Kragen::N,襟,жаға
482,Ärmel::N,袖,жең
483,Hose::N,ズボン,шалбар
484,Gürtel::N,帯,белбеу
485,Gürtel::N,ベルト,белбеу
486,Mütze::N,帽子,қалпақ
487,Schuh::N,靴,кебіс
488,Stiefel::N,ブーツ,етік
489,Ring::N,輪,жүзік
490,Band::N,リボン,таспа
491,Kamm::N,櫛,тарақ
492,Spiegel::N,鏡,айна
493,Riemen::N,緒,қайыс
494,Schnur::N,紐,жіп
495,Leine::N,綱,тізгін
496,Decke::N,掛け布団,көрпе
497,Kissen::N,枕,жастық
498,Tuch::N,スカーフ,орамал
499,Handtuch::N,タオル,сүлгі
500,Kraft::N,力,қуат
501,Kraft::N,力,қарқын
502,Kraft::N,力,әл-шама
503,Kraft::N,力,әл-дәрмен
504,Stärke::N,強さ,әл
505,Stärke::N,強さ,күш
506,Gesundheit::N,健康,денсаулык
507,Krankheit::N,病気,ауру
508,Schmerz::N,痛み,ауру
509,Wunde::N,傷,зақым
510,Wunde::N,傷,жарақат
511,Fieber::N,熱,безгек
512,Fieber::N,熱,қалтырау
513,Fieber::N,熱,қызу көтерілуі
514,Arznei::N,薬,дәрі
515,Arznei::N,薬,дәрі-дәрмек
516,Brücke::N,橋,көпір
517,Brunnen::N,井戸,құдық
518,Weide::N,牧場,өріс
519,Weide::N,牧場,жайылым
520,Pfad::N,小路,жол
521,Weg::N,道,жол
522,Straße::N,街道,жол
523,Dorf::N,村,ауыл
524,Stadt::N,町,қала
525,Stadt::N,町,шаһар
526,Stadt::N,都市,қала
527,Stadt::N,都市,шаһар
528,Brief::N,手紙,хат
529,Brief::N,手紙,жазу
530,Buch::N,本,кітап
531,Buchstabe::N,文字,әріп
532,Buchstabe::N,文字,қаріп
533,Zeitung::N,新聞,газет
534,Leben::N,生活,өмір
535,Leben::N,生活,тіршілік
536,Tod::N,死,опат
537,Grab::N,墓,мола
538,Grab::N,墓,мазар
539,Kirche::N,教会,шіркеу
540,Sünde::N,罪,күнә
541,Gott::N,神,алла
542,Gott::N,神,құдай
543,Gott::N,神,тәңірі
544,Gott::N,神,пәруардігер
545,Gott::N,神,жаратқан тәңірі
546,Arbeiter::N,労働者,жүмысшы
547,Chef::N,上司,басшы
548,Chef::N,上司,жұмыс басқарушысы
549,Meister::N,達人,шебер
550,Meister::N,達人,өнерпаз
551,Meister::N,マイスター,шебер
552,Meister::N,マイスター,өнерпаз
553,Arzt::N,医者,дәрігер
554,Lehrer::N,先生,мұғалім
555,Geld::N,金,пұл
556,Geschäft::N,取り引き,бизнес
557,Laden::N,店,дүкен
558,Preis::N,値段,ақы
559,Preis::N,値段,құны
560,Preis::N,値段,нарық
561,Ware::N,商品,тауар
562,Nutzen::N,利益,пайда
563,Reichtum::N,豊かさ,бақ-дәулет
564,Welt::N,世界,әлем
565,Welt::N,世界,жиһан
566,Land::N,国,аймақ
567,Staat::N,国家,мемлекет
568,König::N,国王,патша
569,Macht::N,権力,өкімет
570,Macht::N,権力,қожалық
571,Grenze::N,国境,шек
572,Krieg::N,戦争,соғыс
573,Feind::N,敵,жау
574,Feind::N,敵,дұшпан
575,Gewalt::N,暴力,зорлык
576,Gewalt::N,暴力,зорлық-зомбылык
577,Kampf::N,戦い,күрес
578,Kampf::N,戦い,алыспақ
579,Bogen[Waffe]::N,弓,саржа
580,Pfeil::N,矢,жебе
581,Gewehr::N,銃,қару
582,Fehler::N,間違い,әбес
583,Fehler::N,間違い,қаталық
584,Lüge::N,嘘,өтірік
585,Schaden::N,損害,зиян
586,Schaden::N,損害,зарар
587,Unglück::N,不幸,пәле
588,Unglück::N,不幸,қасырет
589,Unglück::N,不幸,ауыртпалық
590,Schuld::N,罪,айыптылық
591,Alter::N,年,жас
592,Alter::N,年,жас шамасы
593,Alter::N,年齢,жас
594,Alter::N,年齢,жас шамасы
595,Schluss::N,終わり,ада
596,Schluss::N,終わり,бітуі
597,Zeit::N,時,уақыт
598,Zeit::N,時間,уақыт
599,Tag::N,日,күн
600,Morgen::N,朝,таң
601,Morgen::N,朝,таңертең
602,Mittag::N,昼,талтүс
603,Abend::N,晩,кеш
604,Abend::N,夕方,кеш
605,Nacht::N,夜,түн
606,Woche::N,週,апта
607,Monat::N,月,ай
608,Jahr::N,年,жыл
609,Frühling::N,春,көктем
610,Sommer::N,夏,жаз
611,Herbst::N,秋,күз
612,Winter::N,冬,қыс
613,Januar::N,一月,каңтар
614,Februar::N,二月,ақпан
615,März::N,三月,наурыз
616,April::N,四月,сәуір
617,Mai::N,五月,мамыр
618,Juni::N,六月,маусым
619,Juli::N,七月,шілде
620,August::N,八月,сүмбіле
621,August::N,八月,тамыз
622,September::N,九月,қыркүйек
623,Oktober::N,十月,ақырап
624,November::N,十一月,қараша
625,Dezember::N,十二月,желтоқсан
626,Montag::N,月曜日,дүйсенбі
627,Dienstag::N,火曜日,сейсенбі
628,Mittwoch::N,水曜日,сәрсенбі
629,Donnerstag::N,木曜日,бейсенбі
630,Freitag::N,金曜日,жұма
631,Samstag::N,土曜日,сенбі
632,Sonntag::N,日曜日,жексембі
633,groß::A,大きい,алпамсадай
634,klein::A,小さい,кішкене
635,klein::A,小さい,қарғадай
636,lang::A,長い,сопақ
637,lang::A,長い,сорайған
638,kurz::A,短い,кеспелтек
639,breit::A,広い,айдынды
640,schmal::A,狭い,қысық
641,dicht::A,密な,жиі
642,dick[Gegenstand]::A,厚い,шомбал
643,dünn::A,薄い,жұқа
644,dünn::A,薄い,жіңішке
645,fein::A,細い,қаңылтақ
646,fest::A,硬い,берік
647,fest::A,硬い,мызғымас
648,flach::A,平らな,жалпак
649,glatt::A,滑らかな,типыл
650,hart::A,堅い,қатты
651,weich::A,柔らかい,жұмсақ
652,rund::A,丸い,домалақ
653,spitz::A,尖った,үшкір
654,scharf::A,鋭い,сүйрік
655,stumpf::A,鈍い,доғал
656,stumpf::A,鈍い,өтпейтін
657,schwer::A,重い,салмақты
658,schön::A,綺麗な,сұлу
659,heiß::A,熱い,ыссы
660,warm::A,温かい,жылы
661,kalt::A,寒い,аязды
662,kalt::A,冷たい,аязды
663,kühl::A,涼しい,салқын
664,frisch::A,ひんやりした,таза
665,frisch::A,ひんやりした,жаңа
666,feucht::A,湿った,нам
667,feucht::A,湿った,дымқылды
668,nass::A,濡れた,сулы
669,trocken::A,乾いた,құрғақ
670,voll::A,いっぱいの,толы
671,leer::A,空の,бос
672,offen::A,開いた,ашып қойылған
673,geschlossen::A,閉まった,жабулы
674,sauber::A,清潔な,дақсыз
675,sauber::A,清潔な,мұнтаздай
676,schmutzig::A,汚い,айғыз
677,schmutzig::A,汚い,сатпақ
678,schmutzig::A,汚い,сатал-сатал
679,roh::A,生の,шикі
680,reif::A,熟した,піскен
681,lecker::A,美味しい,дәмді
682,süß::A,甘い,тәтті
683,bitter::A,苦い,ащы
684,sauer::A,酸っぱい,қышқыл
685,hell::A,明るい,жарық
686,hell::A,明るい,жарқын
687,dunkel::A,暗い,қараңғы
688,schwarz::A,黒い,қара
689,weiß::A,白い,ақ
690,rot::A,赤い,қызыл
691,gelb::A,黄色い,сары
692,blau::A,青い,көк
693,grün::A,緑の,жасыл
694,grau::A,灰色の,бозамық
695,bunt::A,色取り取りの,алабажак
696,billig::A,安い,арзан
697,teuer::A,高い,бағалы
698,wertvoll::A,貴重な,құнды
699,wertvoll::A,貴重な,қымбат
700,blind::A,盲目の,көзсіз
701,blind::A,盲目の,көр
702,blind::A,盲目の,көр_соқыр
703,taub::A,耳が聞こえない,керең
704,taub::A,耳が聞こえない,саңырау
705,kräftig::A,強力な,қуатты
706,kräftig::A,強力な,қарымды
707,stark::A,強い,білекті
708,schwach::A,弱い,әлсіз
709,schwach::A,弱い,күшсіз
710,schwach::A,弱い,қайратсыз
711,fett::A,太った,семіз
712,schlank::A,ほっそりした,ашаң
713,hübsch::A,素敵な,ажарлы
714,hübsch::A,素敵な,шырайлы
715,böse::A,悪い,өш
716,böse::A,悪い,сұм
717,böse::A,悪い,жауыз
718,dumm::A,馬鹿な,көкми
719,dumm::A,馬鹿な,ақымақ
720,dumm::A,馬鹿な,миы жоқ
721,faul::A,怠惰な,жалқау
722,faul::A,怠惰な,еріншек
723,fleißig::A,勤勉な,ұқыпты
724,geizig::A,けちな,сараң
725,klug::A,賢い,жетік
726,klug::A,賢い,ақылды
727,klug::A,頭のいい,жетік
728,klug::A,頭のいい,ақылды
729,geschickt::A,器用な,шебер
730,lieb::A,愛らしい,абзал
731,lieb::A,愛らしい,айналайын
732,lustig::A,楽しい,көңілді
733,sanft::A,温和な,жуас
734,hungrig::A,空腹の,аш
735,krank::A,病気の,кеселді
736,nackt::A,裸の,жалаңаш
737,traurig::A,悲しい,қапа
738,lebendig::A,生きた,тірі
739,lebendig::A,生きた,жанды
740,gut::A,良い,жақсы
741,schlecht::A,悪い,жаман
742,schlecht::A,駄目な,жаман
743,richtig::A,正しい,дұрыс
744,schlimm::A,ひどい,жаман
745,wahr::A,本当の,нағыз
746,alt::A,古い,ескі
747,neu::A,新しい,жаңа
748,ehemalig::A,以前の,өткен
749,ehemalig::A,以前の,бұрынғы
750,alt[Lebewesen]::A,年を取った,кексе
751,jung::A,若い,науша
752,arm::A,貧乏な,кедей
753,arm::A,貧乏な,дәулетсіз
754,reich::A,裕福な,малды
755,bekannt::A,有名な,таныс
756,bekannt::A,有名な,көзтаныс
757,berühmt::A,有名な,атақты
758,fremd::A,見知らぬ,бөтен
759,verschieden::A,色々な,түрлі
760,nah::A,近い,жуық
761,nah::A,近い,етене
762,fern::A,遠い,алыс
763,fern::A,遠い,алыстағы
764,linker::A,左の,сол
765,linker::A,左の,солшыл
766,rechter::A,右の,оң
767,anderer::A,別の,өзге
768,anderer::A,別の,былайғы
769,erster::A,一番目,алғашқы
770,zweiter::A,二番目,екінші
771,dritter::A,三番目,үшінші
772,letzter::A,最後の,артқы
773,letzter::A,最後の,кейінгі
774,allein::ADV,一人で,серіксіз
775,auf einmal::ADV,同時に,бірден
776,zusammen::ADV,一緒に,бірлесіп
777,lange::ADV,長い間,ұзақ
778,plötzlich::ADV,急に,кенет
779,sofort::ADV,すぐに,әне-міне дегенше
780,später::ADV,後で,артынан
781,jetzt::ADV,今,енді
782,jetzt::ADV,今,қазір
783,heute::ADV,今日,бүгін
784,morgen::ADV,明日,ертең
785,bald::ADV,間もなく,тез
786,dann::ADV,それから,онан соң
787,dann::ADV,それから,сонан соң
788,gestern::ADV,昨日,кеше
789,einst::ADV,過去に,бірде
790,einst::ADV,過去に,бір кезде
791,damals::ADV,あの時,анада
792,danach::ADV,その後で,онан соң
793,danach::ADV,その後で,сонан соң
794,vorher::ADV,以前に,бұрын
795,zuerst::ADV,まず,әуелі
796,zuerst::ADV,まず,алдымен
797,zuerst::ADV,最初に,әуелі
798,zuerst::ADV,最初に,алдымен
799,einmal::ADV,一回,бір жолы
800,manchmal::ADV,時々,кейде
801,oft::ADV,よく,ылғи
802,immer::ADV,いつも,өнебойы
803,niemals::ADV,一度も...ない,ешуақытта
804,hier::ADV,こちら,бұнда
805,hier::ADV,こちら,осында
806,hierhin::ADV,ここへ,бермен
807,hierhin::ADV,こちらへ,бермен
808,von hier::ADV,ここから,бер жақтан
809,dort::ADV,そちら,анда
810,dorthin::ADV,そこへ,әрі
811,dorthin::ADV,そちらへ,әрі
812,geradeaus::ADV,真っ直ぐに,тура
813,vorwärts::ADV,前へ,ілгері
814,rückwärts::ADV,後ろへ,артқа
815,zurück::ADV,後ろへ,кейін қарай
816,unten::ADV,下に,төменде
817,hinab::ADV,下へ,астына
818,hinab::ADV,下へ,төмен
819,oben::ADV,上に,жоғарыда
820,hinauf::ADV,上へ,өрге
821,überall::ADV,どこでも,әрқайда
822,nicht::ADV,ない,емес
823,ein wenig::ADV,少し,азырақ
824,ein wenig::ADV,少し,аздаған
