,Concept_ID,ga,mdf
157,Rinde::N,craiceann,кер
158,Ast::N,géag,морга
159,Zweig::N,géag,тарад
160,Zweig::N,craobh,тарад
161,Blatt::N,duille,лопа
162,Blatt::N,duilleog,лопа
163,Birke::N,beith,ке́лу
164,Birke::N,crann beithe,ке́лу
165,Kiefer[Baum]::N,péine,пиче
166,Weide[Baum]::N,saileach,каль
167,Tanne::N,giúis,куз
168,Horn::N,adharc,сюра
169,Feder::N,cleite,толга
170,Fell::N,clúmh,кедь
171,Flügel::N,eite,паця
172,Flügel::N,sciathán,паця
173,Klaue::N,crúb,кенже
174,Klaue::N,crobh,кенже
175,Kralle::N,crobh,кенже
176,Schwanz::N,eireaball,пула
177,Ei::N,ubh,ал
178,Nest::N,nead,пиза
179,Bau::N,brocais,пиза
180,Tier::N,ainmhí,жува́та
181,Tier::N,beithíoch,жува́та
182,Herde::N,tréad,нал
183,Herde::N,tréad,стада
184,Kuh::N,bó,скал
185,Kuh::N,bó,тракс
186,Bulle::N,tarbh,бука
187,Pferd::N,each,лишме
188,Pferd::N,capall,лишме
189,Schaf::N,caora,уча́
190,Schwein::N,muc,тува
191,Hund::N,madra,пине
192,Katze::N,cat,катоня
193,Katze::N,cat,аваката
194,Bär::N,béar,офта
195,Eichhörnchen::N,iora,ур
196,Elch::N,eilc,ся́рда
197,Fuchs::N,sionnach,келазь
198,Fuchs::N,madra rua,келазь
199,Hase::N,giorria,ну́мол
200,Maus::N,luch,шеер
201,Wolf::N,mac tíre,върьгаз
202,Vogel::N,éan,нармонь
203,Schwarm::N,saithe,ко́вол
204,Schwarm::N,saithe,ме́швеле
205,Huhn::N,cearc,сараз
206,Hahn::N,coileach,а́тякш
207,Gans::N,gé,маци
208,Adler::N,iolar,куцькан
209,Ente::N,lacha,яксярга
210,Eule::N,ulchabhán,ко́рож
211,Kranich::N,grús,ка́рга
212,Krähe::N,caróg,ва́рси
213,Krähe::N,préachán,ва́рси
214,Kuckuck::N,cuach,ку́ку
215,Schwan::N,eala,ло́ксти
216,Fisch::N,iasc,кал
217,Barsch::N,péirse,о́кунь
218,Hecht::N,liús,щу́ка
219,Schlange[Tier]::N,nathair,куй
220,Wurm::N,péist,сукс
221,Spinne::N,damhán alla,унжа́
222,Ameise::N,seangán,панжам
223,Laus::N,míol,си
224,Mücke::N,muiscít,ся́ське
225,Mücke::N,corrmhíol,ся́ське
226,Fliege::N,cuil,кару
227,Fliege::N,cuileog,кару
228,Schmetterling::N,féileacán,ме́лав
229,Beere::N,caor,и́мож
230,Apfel::N,úll,марь
231,Pilz::N,beacán,панга
232,Pilz::N,muisiriún,панга
233,Zwiebel::N,oinniún,шурьхкя́
234,Saat::N,síol,видьмот
235,Korn::N,gráinne,сёра
236,Heu::N,féar,тише
237,Schale::N,scaimh,кедь
238,Grube::N,poll,лотка
239,Falle::N,gaiste,туфкс
240,Falle::N,gaiste,кунда́ма
241,Schlinge::N,sealán,килькш
242,Spur::N,rian,пильгоки́
243,Asche::N,luaith,кулу
244,Dreck::N,salachar,ърда́з
245,Eisen::N,iarann,кшни
246,Gold::N,ór,ока
247,Gold::N,ór,золота
248,Silber::N,airgead,сия́
249,Kohle::N,gual,седь
250,Kohle::N,gual,седьвальмя
251,Glas::N,gloine,кля́нцек
252,Lehm::N,cré,сёвонь
253,Sand::N,gaineamh,шува́р
254,Mensch::N,duine,ломань
255,Mann::N,fear,аля
256,Mann::N,fear,цёраломань
257,Frau::N,bean,ава
258,Kind::N,gasúr,идь
259,Kind::N,gasúr,шаба
260,Kind::N,páiste,идь
261,Kind::N,páiste,шаба
262,Junge::N,buachaill,цёраня
263,Mädchen::N,cailín,стирня́
264,Familie::N,teaghlach,тнал
265,Familie::N,teaghlach,семья
266,Familie::N,comhluadar,тнал
267,Familie::N,comhluadar,семья
268,Großvater::N,seanathair,атя
269,Großvater::N,seanathair,щя́тя
270,Großmutter::N,seanmháthair,баба
271,Eltern::N,tuismitheoirí,тя́дят-а́лят
272,Vater::N,athair,аля
273,Mutter::N,máthair,ава
274,Mutter::N,máthair,тядя
275,Sohn::N,mac,цёра
276,Tochter::N,iníon,стирь
277,Bruder::N,deartháir,дуган
278,Bruder::N,deartháir,пяльне
279,Schwester::N,deirfiúr,ака
280,Schwester::N,deirfiúr,сазор
281,Onkel::N,uncail,оця
282,Onkel::N,uncail,патя
283,Onkel::N,uncail,щеня́
284,Tante::N,aintín,ака
285,Tante::N,aintín,щака
286,Ehemann::N,fear céile,мирде
287,Ehefrau::N,bean chéile,ърьвя́
288,Freude::N,áthas,ке́нярдема
289,Gelächter::N,gáire,рахсема
290,Glück::N,séan,паваз
291,Glück::N,sonas,паваз
292,Kummer::N,brón,ризф
293,Kummer::N,brón,пичефкс
294,Kummer::N,buairt,ризф
295,Kummer::N,buairt,пичефкс
296,Wunsch::N,guí,мяль
297,Wunsch::N,guí,таколдома
298,Wunsch::N,achainí,мяль
299,Wunsch::N,achainí,таколдома
300,Lust::N,fonn,таколдома
301,Geist::N,meon,вайме
302,Geist::N,spiorad,вайме
303,Gedanke::N,smaoineamh,мяль
304,Gedächtnis::N,cuimhne,прявий
305,Verstand::N,ciall,прявий
306,Verstand::N,intinn,прявий
307,Sinn::N,brí,ён
308,Sinn::N,ciall,ён
309,Grund::N,fáth,туфта́л
310,Wahrheit::N,fírinne,ви́де
311,Wahrheit::N,fírinne,видеши́
312,Gespräch::N,comhrá,корхтама
313,Märchen::N,scéal,ёфкс
314,Erzählung::N,scéal,азкс
315,Nachricht::N,teachtaireacht,куля́
316,Neuigkeit::N,scéala,куля́
317,Name::N,ainm,лем
318,Rätsel::N,tomhas,со́дама ёфкс
319,Rede::N,óráid,вал
320,Rede::N,óráid,корхтама
321,Rede::N,aitheasc,вал
322,Rede::N,aitheasc,корхтама
323,Sprache::N,teanga,кяль
324,Stimme::N,guth,вайгяль
325,Wort::N,focal,вал
326,Zeichen::N,comhartha,тя́ште
327,Zeichen::N,comhartha,тя́штькс
328,Ruf::N,glaoch,тердема
329,Lärm::N,torann,гайф
330,Lärm::N,torann,жалакодома
331,Laut::N,fuaim,вайгяль
332,Ton::N,ton,вайгяль
333,Lied::N,amhrán,мора
334,Ruhe::N,suaimhneas,сетьме
335,Leute::N,muintir,ломатть
336,Volk::N,pobal,наро́д
337,Arbeit::N,obair,тев
338,Gast::N,aoi,и́нжи
339,Gast::N,aoi,ко́нак
340,Geschenk::N,féirín,казне
341,Geschenk::N,bronntanas,казне
342,Spiel::N,cluiche,налхкома
343,Spiel::N,cluiche,налхксема
344,Gesellschaft::N,comhluadar,кружок
345,Hilfe::N,cúnamh,лездома
346,Hilfe::N,cabhair,лездома
347,Freund::N,cara,я́лга
348,Kamerad::N,comrádaí,я́лга
349,Angelegenheit::N,ábhar,тев
350,Anzahl::N,líon,лувкс
351,Art::N,sórt,вид
352,Art::N,saghas,вид
353,Stück::N,píosa,пакш
354,Teil::N,cuid,часть
355,Teil::N,cuid,пялькс
356,Teil::N,páirt,часть
357,Teil::N,páirt,пялькс
358,Hälfte::N,leath,пяле
359,Kreis::N,ciorcal,шаркс
360,Kreuz::N,cros,крёз
361,Linie::N,líne,межа
362,Linie::N,líne,китькс
363,Strich::N,stríoc,межа
364,Abstand::N,achar,ётка
365,Entfernung::N,fad,ётка
366,Gegend::N,ceantar,ва́ста
367,Gegend::N,ceantar,перьфпя́ль
368,Platz::N,áit,ва́ста
369,Platz::N,spás,ва́ста
370,Ort::N,áit,ва́ста
371,Seite::N,taobh,пяле
372,Mitte::N,lár,кучка́
373,Gegenstand::N,ball,веща
374,Gegenstand::N,ábhar,веща
375,Sache::N,ní,тев
376,Sache::N,ní,веща
377,Sache::N,rud,тев
378,Sache::N,rud,веща
379,Rand::N,imeall,пе
380,Rand::N,ciumhais,пе
381,Kante::N,corr,и́рдез
382,Kante::N,colbha,и́рдез
383,Ecke::N,coirnéal,ужа
384,Spitze::N,gob,пря
385,Spitze::N,barr,пря
386,Ende::N,ceann,пе
387,Ende::N,foirceann,пе
388,Loch::N,poll,варя
389,Winkel::N,cúinne,ужа
390,Winkel::N,uillinn,ужа
391,Muster::N,patrún,сёрма
392,Größe::N,méid,серь
393,Größe::N,toise,серь
394,Länge::N,fad,кува́лма
395,Höhe::N,airde,серь
396,Gewicht::N,meáchan,сталма
397,Menge::N,méid,лувкс
398,Haufen::N,cnap,мар
399,Reihe::N,líne,ряд
400,Reihe::N,sraith,ряд
401,Boot::N,bád,венеж
402,Ruder::N,rámh,миле
403,Ruder::N,maide rámha,миле
404,Schlitten::N,carr sleamhnáin,ну́рда
405,Ski::N,scí,сокс
406,Lagerfeuer::N,tine champa,то́лмар
407,Last::N,ualach,канкс
408,Last::N,ualach,сталма
409,Gang::N,siúlóid,молема
410,Schritt::N,céim,аськолкс
411,Schritt::N,coiscéim,аськолкс
412,Norden::N,tuaisceart,якшама шире
413,Süden::N,deisceart,ля́мбе ши́ре
414,Westen::N,iarthar,ши валгома шире
415,Osten::N,oirthear,шинь стяма шире
416,Holz::N,adhmad,вирь
417,Holz::N,adhmad,шуфта
418,Brett::N,clár,лавця
419,Platte::N,leac,плита́
420,Stütze::N,taca,неже
421,Stange::N,polla,олга
422,Stange::N,cuaille,олга
423,Stock::N,bata,байдек
424,Stock::N,maide,байдек
425,Stab::N,maide,олгоня
426,Stab::N,bachall,олгоня
427,Rohr::N,píopa,турама
428,Haus::N,teach,куд
429,Heim::N,baile,куд
430,Ofen::N,sornóg,пянакуд
431,Fußboden::N,urlár,кия́кс
432,Tisch::N,bord,шра
433,Tisch::N,bord,моркш
434,Tisch::N,tábla,шра
435,Tisch::N,tábla,моркш
436,Stuhl::N,cathaoir,стул
437,Wiege::N,cliabhán,нюря́м
438,Bett::N,leaba,ацам
439,Regal::N,seilf,лавцяланга
440,Kiste::N,bosca,парга
441,Fenster::N,fuinneoig,валмья
442,Tür::N,doras,кенкш
443,Tor::N,geata,ортат
444,Zaun::N,fál,перяфкс
445,Zaun::N,claí,перяфкс
446,Dach::N,díon,кудпря
447,Leiter::N,dréimire,куцема
448,Besen::N,scuab,тяльме
449,Spaten::N,spád,ка́йме
450,Spaten::N,rámhainn,ка́йме
451,Schaufel::N,sluasaid,ко́поня
452,Schaufel::N,sluasaid,ця́рдом
453,Gabel::N,forc,ця́нгоня
454,Gabel::N,gabhlóg,ця́нгоня
455,Löffel::N,spúnóg,куцю
456,Messer::N,scian,пеель
457,Nagel::N,tairne,эска
458,Netz::N,líon,
459,Netz::N,eangach,
460,Haken::N,croch,кя́чказ
461,Griff::N,cos,недь
462,Griff::N,cos,кунда́мка
463,Griff::N,hanla,недь
464,Griff::N,hanla,кунда́мка
465,Schloss::N,glas,замо́к
466,Bild::N,pictiúr,карти́на
467,Figur::N,fíor,ронга-понда
468,Puppe::N,bábóg,ня́ка
469,Beutel::N,mála,кяскав
470,Beutel::N,mealbhóg,кяскав
471,Bündel::N,beart,кярьме
472,Tasche::N,mála,кошяльня
473,Eimer::N,buicéad,ве́дарка
474,Deckel::N,clár,тавадкс
475,Deckel::N,clár,вельхкс
476,Deckel::N,claibín,тавадкс
477,Deckel::N,claibín,вельхкс
478,Geschirr::N,soithí,кядьге
479,Geschirr::N,gréithe,кядьге
480,Sack::N,sac,кяскав
481,Sack::N,mála,кяскав
482,Tasse::N,cupán,ша́ваня
483,Topf::N,pota,кавозь
484,Kessel::N,citeal,сргавозь
485,Essen::N,béile,ярхцама
486,Nahrung::N,bia,ярхцампяль
487,Speise::N,mias,ярхцама
488,Fleisch::N,feoil,пал
489,Fleisch::N,feoil,сиволь
490,Getreide::N,grán,сёра
491,Getreide::N,arbhar,сёра
492,Brei::N,brúitín,ям
493,Brot::N,arán,кши
494,Scheibe::N,píosa,кочам
495,Scheibe::N,slisne,кочам
496,Fett::N,saill,куя́
497,Fett::N,méathras,куя́
498,Butter::N,im,вай
499,Öl::N,ola,вай
500,Salz::N,salann,сал
501,Suppe::N,sú,шонгарям
502,Suppe::N,sú,коршампяль
503,Suppe::N,anraith,шонгарям
504,Suppe::N,anraith,коршампяль
505,Honig::N,mil,медь
506,Milch::N,bainne,лофца
507,Tee::N,tae,чай
508,Leder::N,leathar,кедь
509,Wolle::N,olann,пона
510,Stoff::N,éadach,котф
511,Nadel::N,snáthaid,салмокс
512,Faden::N,snáth,сюре
513,Knopf::N,cnaipe,пуня
514,Knoten::N,snaidhm,сюлма
515,Farbe::N,péint,архтомбяль
516,Kleidung::N,éadaí,щам
517,Hemd::N,léine,па́нар
518,Kragen::N,bóna,сиве
519,Ärmel::N,muinchille,ожа
520,Hose::N,bríste,понкст
521,Hose::N,treabhsar,понкст
522,Gürtel::N,crios,каркс
523,Mütze::N,caipín,вазь
524,Schuh::N,bróg,башма́к
525,Stiefel::N,buatais,кя́ме
526,Ring::N,fáinne,суркс
527,Band::N,ribín,керькс
528,Band::N,ribín,лента
529,Kamm::N,cíor,сюрьхцем
530,Spiegel::N,scáthán,ванома
531,Riemen::N,iall,шнань каркс
532,Riemen::N,strapa,шнань каркс
533,Schnur::N,téad,пикс
534,Schnur::N,téad,карькскя
535,Schnur::N,sreangán,пикс
536,Schnur::N,sreangán,карькскя
537,Leine::N,iall,вядьме
538,Decke::N,pluid,вельхкс
539,Decke::N,blaincéad,вельхкс
540,Kissen::N,piliúr,тоду
541,Kissen::N,adhartán,тоду
542,Tuch::N,scaif,руця́
543,Handtuch::N,tuáille,на́рдама
544,Kraft::N,fórsa,вий
545,Stärke::N,neart,вииши
546,Gesundheit::N,sláinte,шумбраши́
547,Krankheit::N,tinneas,урма́
548,Krankheit::N,tinneas,сярядема
549,Krankheit::N,breoiteacht,урма́
550,Krankheit::N,breoiteacht,сярядема
551,Schmerz::N,pian,маряма
552,Wunde::N,goin,керф
553,Fieber::N,fiabhras,маштыкс
554,Arznei::N,cógas,надо́бья
555,Arznei::N,cógas,пъчка́фтома
556,Brücke::N,droichead,седь
557,Brunnen::N,tobar,эши
558,Weide::N,féarach,ванома васта
559,Pfad::N,cosán,ян
560,Pfad::N,cosán,киня́
561,Pfad::N,conair,ян
562,Pfad::N,conair,киня́
563,Weg::N,slí,ки
564,Weg::N,bealach,ки
565,Straße::N,bóthar,ки
566,Dorf::N,sráidbhaile,веле
567,Stadt::N,baile,ош
568,Stadt::N,cathair,ош
569,Brief::N,litir,сёрма
570,Buch::N,cín,книга
571,Buch::N,leabhar,книга
572,Buchstabe::N,litir,бу́ква
573,Zeitung::N,nuachtán,газе́та
574,Leben::N,saol,эряф
575,Leben::N,saol,эряма
576,Leben::N,beatha,эряф
577,Leben::N,beatha,эряма
578,Tod::N,bás,кулома́
579,Grab::N,uaigh,калма
580,Kirche::N,eaglais,це́рькав
581,Sünde::N,peaca,пежеть
582,Sünde::N,peaca,муворкс
583,Gott::N,dia,шкай
584,Arbeiter::N,oibrí,трудендай
585,Arbeiter::N,oibrí,работник
586,Chef::N,saoiste,азор
587,Chef::N,saoiste,оцюня
588,Chef::N,ceannasaí,азор
589,Chef::N,ceannasaí,оцюня
590,Meister::N,máistir,мастяр
591,Arzt::N,lia,врач
592,Arzt::N,lia,доктор
593,Arzt::N,dochtúir,врач
594,Arzt::N,dochtúir,доктор
595,Lehrer::N,oide,учи́тель
596,Lehrer::N,múinteoir,учи́тель
597,Geld::N,airgead,ярмакт
598,Geschäft::N,gnó,ладяфкс
599,Geschäft::N,gnó,ладяф тев
600,Laden::N,siopa,ла́вка
601,Preis::N,praghas,питне
602,Ware::N,earra,миф
603,Ware::N,earra,ра́маф
604,Nutzen::N,tairbhe,пара
605,Nutzen::N,tairbhe,лезкс
606,Reichtum::N,rachmas,ко́зяши
607,Reichtum::N,saibhreas,ко́зяши
608,Welt::N,domhan,свет
609,Land::N,tír,мастор
610,Staat::N,stát,государства
611,König::N,rí,король
612,Macht::N,cumhacht,азорондама
613,Macht::N,cumhacht,азорксши
614,Grenze::N,críoch,ёткаян
615,Grenze::N,teorainn,ёткаян
616,Krieg::N,cogadh,война́
617,Feind::N,namhaid,душман
618,Feind::N,namhaid,каршек тюри
619,Gewalt::N,foréigean,наругама
620,Kampf::N,troid,тюрема́
621,Bogen[Waffe]::N,bogha,нал
622,Pfeil::N,saighead,нал
623,Gewehr::N,gunna,винто́вка
624,Fehler::N,botún,эльбядькс
625,Fehler::N,meancóg,эльбядькс
626,Lüge::N,bréag,васькафнема
627,Lüge::N,éitheach,васькафнема
628,Schaden::N,dochar,зия́н
629,Schaden::N,damáiste,зия́н
630,Unglück::N,drochrath,зия́н
631,Schuld::N,locht,муворши
632,Schuld::N,milleán,муворши
633,Alter::N,aois,эряф кизот
634,Alter::N,aois,эряфонь пинге
635,Schluss::N,deireadh,пе
636,Zeit::N,am,пинге
637,Zeit::N,aimsir,пинге
638,Tag::N,lá,ши
639,Morgen::N,maidin,шобдава
640,Mittag::N,nóin,шикучка
641,Abend::N,tráthnóna,иля́дь
642,Nacht::N,oíche,ве
643,Woche::N,seachtain,недя́ля
644,Monat::N,mí,ков
645,Jahr::N,bliain,киза
646,Frühling::N,earrach,тунда́
647,Sommer::N,samhradh,киза
648,Herbst::N,fómhar,сёксе
649,Winter::N,geimhreadh,тяла
650,Januar::N,Eanáir,кельмеков
651,Februar::N,Feabhra,уфайков
652,März::N,Márta,марайков
653,April::N,Aibreán,шудиков
654,Mai::N,Bealtaine,панжиков
655,Juni::N,Meitheamh,лямбеков
656,Juli::N,Iúil,псиков
657,August::N,Lúnasa,сёроньков
658,September::N,Meán Fómhair,тюжягов
659,Oktober::N,Deireadh Fómhair,кельмазаков
660,November::N,Samhain,эйндамков
661,November::N,Mí na Samhna,эйндамков
662,Dezember::N,Mí na Nollag,кучкаков
663,Montag::N,Luan,одговши
664,Montag::N,Dé Luain,одговши
665,Dienstag::N,Máirt,ша́вши
666,Dienstag::N,Dé Máirt,ша́вши
667,Mittwoch::N,Céadaoin,вержи
668,Mittwoch::N,Dé Céadaoin,вержи
669,Donnerstag::N,Déardaoin,шува́ланя
670,Freitag::N,Aoine,пя́денця
671,Freitag::N,Dé hAoine,пя́денця
672,Samstag::N,Satharn,ёткши
673,Samstag::N,Dé Sathairn,ёткши
674,Sonntag::N,Domhnach,таргоши
675,Sonntag::N,Dé Domhnaigh,таргоши
676,groß::A,mór,оцю
677,klein::A,beag,ёмла
678,lang::A,fada,кува́ка
679,kurz::A,gearr,нюрьхкя́ня
680,kurz::A,gairid,нюрьхкя́ня
681,breit::A,leathan,кели
682,breit::A,fairsing,кели
683,schmal::A,cúng,тяйня
684,dicht::A,dlúth,сиде
685,dicht::A,dlúth,туста
686,dick[Gegenstand]::A,tiubh,эчке
687,dünn::A,caol,шува́ня
688,dünn::A,tanaí,шува́ня
689,fein::A,scáinte,шува́ня
690,fein::A,fíneálta,шува́ня
691,fest::A,daingean,кеме
692,flach::A,cothrom,лапш
693,glatt::A,mín,вадяв
694,glatt::A,mín,такор
695,glatt::A,sleamhain,вадяв
696,glatt::A,sleamhain,такор
697,hart::A,crua,калгода
698,weich::A,bog,ляпе
699,rund::A,cruinn,кру́глай
700,spitz::A,gobach,ботаз
701,spitz::A,gobach,оржа
702,spitz::A,biorach,ботаз
703,spitz::A,biorach,оржа
704,scharf::A,géar,оржа
705,scharf::A,faobhrach,оржа
706,stumpf::A,maol,ношка
707,schwer::A,trom,стака
708,schön::A,álainn,мазы
709,heiß::A,te,пси
710,warm::A,te,лямбе
711,kalt::A,fuar,кельме
712,kühl::A,fionnuar,эше
713,frisch::A,úr,свежай
714,frisch::A,friseáilte,свежай
715,feucht::A,tais,летьке
716,nass::A,fliuch,начка
717,trocken::A,tirim,коське
718,voll::A,lán,пяшксе
719,leer::A,folamh,шава
720,offen::A,oscailte,панжада
721,offen::A,oscailte,виде
722,geschlossen::A,dúnta,пякстаф
723,geschlossen::A,dúnta,сёлгф
724,geschlossen::A,druidte,пякстаф
725,geschlossen::A,druidte,сёлгф
726,sauber::A,glan,ару
727,schmutzig::A,salach,рда́зу
728,schmutzig::A,salach,пя́ндра
729,roh::A,amh,верок
730,reif::A,aibí,ке́нерьф
731,lecker::A,blasta,танцти
732,süß::A,milis,ламбама
733,bitter::A,searbh,сяпи
734,sauer::A,géar,шапама
735,sauer::A,searbh,шапама
736,hell::A,geal,валда
737,hell::A,soilseach,валда
738,dunkel::A,dorcha,шобда
739,schwarz::A,dubh,равжа
740,weiß::A,bán,акша
741,rot::A,dearg,якстерь
742,gelb::A,buí,тюжя́
743,blau::A,gorm,сенем
744,grün::A,glas,пиже
745,grün::A,glas,сянгяря
746,grün::A,uaine,пиже
747,grün::A,uaine,сянгяря
748,grau::A,liath,уле
749,bunt::A,ildathach,сёрмав
750,bunt::A,dathannach,сёрмав
751,billig::A,saor,у́цез
752,billig::A,saor,аф пи́тни
753,teuer::A,daor,пи́тни
754,teuer::A,costasach,пи́тни
755,wertvoll::A,luachmhar,питни
756,blind::A,dall,сокор
757,blind::A,caoch,сокор
758,taub::A,bodhar,пярав
759,kräftig::A,cumhachtach,пяк вии
760,stark::A,tréan,вии
761,stark::A,láidir,вии
762,schwach::A,lag,лафча
763,schwach::A,fann,лафча
764,fett::A,ramhar,куя́
765,schlank::A,caol,виде ронга
766,schlank::A,seang,виде ронга
767,hübsch::A,álainn,мазы
768,hübsch::A,dathúil,мазы
769,böse::A,olc,кяжи
770,dumm::A,dúr,аф ёню
771,dumm::A,dúr,шава пря
772,dumm::A,amaideach,аф ёню
773,dumm::A,amaideach,шава пря
774,faul::A,falsa,нола
775,faul::A,leisciúil,нола
776,fleißig::A,dícheallach,ку́лхцонды
777,geizig::A,barainneach,кирьжя
778,geizig::A,barainneach,жаднай
779,geizig::A,sprionlaithe,кирьжя
780,geizig::A,sprionlaithe,жаднай
781,klug::A,cliste,ёню
782,klug::A,cliste,пря́ви
783,geschickt::A,oilte,маштозь тиф
784,geschickt::A,ealaíonta,маштозь тиф
785,lieb::A,dil,цебярь
786,lieb::A,dílis,цебярь
787,lustig::A,aerach,ра́хси
788,lustig::A,meidhreach,ра́хси
789,sanft::A,bog,сетьме
790,sanft::A,séimh,сетьме
791,hungrig::A,ocrach,вача
792,hungrig::A,ocrach,вачеда
793,krank::A,tinn,сяряди
794,krank::A,breoite,сяряди
795,nackt::A,nocht,штада
796,nackt::A,nocht,кърхтапа
797,traurig::A,brónach,ла́жнай
