,Concept_ID,hu,et
318,Gast::N,vendég,külaline
319,Geschenk::N,ajándék,kingitus
320,Spiel::N,játék,mäng
321,Gesellschaft::N,társaság,selts
322,Hilfe::N,segítség,abi
323,Freund::N,barát,sõber
324,Kamerad::N,társ,sõber
325,Angelegenheit::N,ügy,asi
326,Anzahl::N,szám,arv
327,Anzahl::N,szám,hulk
328,Art::N,faj,liik
329,Art::N,fajta,liik
330,Stück::N,darab,tükk
331,Teil::N,rész,osa
332,Hälfte::N,fél,pool
333,Kreis::N,kör,ring
334,Kreuz::N,kereszt,rist
335,Linie::N,vonal,joon
336,Strich::N,vonás,joon
337,Abstand::N,köz,vahe
338,Entfernung::N,távolság,kaugus
339,Entfernung::N,távolság,vahemaa
340,Gegend::N,táj,ümbrus
341,Gegend::N,vidék,ümbrus
342,Platz::N,hely,ruum
343,Ort::N,hely,paik
344,Seite::N,fél,pool
345,Seite::N,oldal,pool
346,Mitte::N,közép,keskpaik
347,Gegenstand::N,tárgy,ese
348,Sache::N,dolog,ese
349,Rand::N,szél,äär
350,Rand::N,szél,serv
351,Rand::N,perem,äär
352,Rand::N,perem,serv
353,Rand::N,szegély,äär
354,Rand::N,szegély,serv
355,Kante::N,él,kant
356,Ecke::N,sarok,nurk
357,Ecke::N,szöglet,nurk
358,Spitze::N,csúcs,teravik
359,Ende::N,vég,ots
360,Ende::N,vég,jupp
361,Loch::N,lyuk,auk
362,Winkel::N,szög,nurk
363,Muster::N,minta,muster
364,Größe::N,nagyság,suurus
365,Länge::N,hossz,pikkus
366,Länge::N,hosszúság,pikkus
367,Höhe::N,magasság,kõrgus
368,Gewicht::N,súly,kaal
369,Gewicht::N,súly,raskus
370,Menge::N,sokaság,arv
371,Menge::N,sokaság,hulk
372,Menge::N,mennyiség,arv
373,Menge::N,mennyiség,hulk
374,Haufen::N,halom,hunnik
375,Reihe::N,sor,rivi
376,Boot::N,csónak,paat
377,Ruder::N,evező,aer
378,Schlitten::N,szánkó,saan
379,Ski::N,sí,suusk
380,Lagerfeuer::N,tábortűz,lõke
381,Last::N,teher,koorem
382,Gang::N,járás,käik
383,Schritt::N,lépés,samm
384,Norden::N,észak,põhi
385,Süden::N,dél,lõuna
386,Westen::N,nyugat,lääs
387,Osten::N,kelet,ida
388,Holz::N,fa,puu
389,Brett::N,deszka,saelaud
390,Platte::N,lap,plaat
391,Platte::N,lemez,plaat
392,Stütze::N,támasz,tugi
393,Stütze::N,támaszték,tugi
394,Stange::N,rúd,latt
395,Stange::N,rúd,teivas
396,Stange::N,pózna,latt
397,Stange::N,pózna,teivas
398,Stock::N,pálca,kepp
399,Stab::N,bot,varras
400,Rohr::N,cső,toru
401,Haus::N,ház,maja
402,Heim::N,otthon,kodu
403,Ofen::N,kályha,ahi
404,Fußboden::N,padló,põrand
405,Tisch::N,asztal,laud
406,Stuhl::N,szék,tool
407,Wiege::N,bölcső,häll
408,Wiege::N,bölcső,kätki
409,Bett::N,ágy,voodi
410,Regal::N,polc,riiul
411,Regal::N,állvány,riiul
412,Kiste::N,láda,kast
413,Fenster::N,ablak,aken
414,Tür::N,ajtó,uks
415,Tor::N,kapu,värav
416,Zaun::N,kerítés,aed
417,Zaun::N,kerítés,tara
418,Dach::N,tető,katus
419,Leiter::N,létra,redel
420,Besen::N,seprű,luud
421,Spaten::N,ásó,labidas
422,Schaufel::N,lapát,kühvel
423,Gabel::N,villa,kahvel
424,Löffel::N,kanál,lusikas
425,Messer::N,kés,nuga
426,Nagel::N,szeg,nael
427,Netz::N,háló,võrk
428,Haken::N,kampó,haak
429,Haken::N,kampó,konks
430,Griff::N,nyél,sang
431,Griff::N,nyél,käepide
432,Griff::N,fogantyú,sang
433,Griff::N,fogantyú,käepide
434,Schloss::N,zár,lukk
435,Bild::N,kép,pilt
436,Figur::N,alak,kuju
437,Figur::N,alak,kujund
438,Puppe::N,bábu,nukk
439,Beutel::N,zacskó,paun
440,Bündel::N,köteg,kimp
441,Tasche::N,táska,kott
442,Eimer::N,vödör,pang
443,Eimer::N,vödör,ämber
444,Deckel::N,fedő,kaas
445,Deckel::N,fedél,kaas
446,Geschirr::N,edény,nõud
447,Sack::N,zsák,kott
448,Tasse::N,csésze,tass
449,Topf::N,fazék,pada
450,Kessel::N,üst,pada
451,Kessel::N,bogrács,pada
452,Essen::N,evés,söök
453,Essen::N,étkezés,söök
454,Nahrung::N,ennivaló,toit
455,Speise::N,étel,roog
456,Fleisch::N,hús,liha
457,Getreide::N,gabona,teravili
458,Brei::N,pép,puder
459,Brei::N,kása,puder
460,Brot::N,kenyér,sai
461,Brot::N,kenyér,leib
462,Scheibe::N,szelet,viil
463,Scheibe::N,szelet,viilukas
464,Fett::N,háj,rasv
465,Fett::N,zsír,rasv
466,Butter::N,vaj,või
467,Öl::N,olaj,õli
468,Salz::N,só,sool
469,Suppe::N,leves,supp
470,Honig::N,méz,mesi
471,Milch::N,tej,piim
472,Tee::N,tea,tee
473,Leder::N,bőr,nahk
474,Wolle::N,gyapjú,vill
475,Stoff::N,szövet,kangas
476,Nadel::N,tű,nõel
477,Faden::N,fonál,niit
478,Knopf::N,gomb,nööp
479,Knoten::N,csomó,sõlm
480,Farbe::N,szín,värv
481,Farbe::N,festék,värv
482,Kleidung::N,ruha,riided
483,Kleidung::N,ruha,riietus
484,Kleidung::N,ruházat,riided
485,Kleidung::N,ruházat,riietus
486,Hemd::N,ing,särk
487,Kragen::N,gallér,krae
488,Ärmel::N,ujj,varrukas
489,Hose::N,gatya,püksid
490,Hose::N,nadrág,püksid
491,Gürtel::N,öv,vöö
492,Mütze::N,sapka,müts
493,Schuh::N,cipő,king
494,Stiefel::N,csizma,saabas
495,Ring::N,gyűrű,sõrmus
496,Band::N,szalag,lint
497,Kamm::N,fésű,kamm
498,Spiegel::N,tükör,peegel
499,Riemen::N,szíj,rihm
500,Schnur::N,zsinór,nöör
501,Leine::N,póráz,jalutusrihm
502,Decke::N,takaró,tekk
503,Kissen::N,párna,padi
504,Tuch::N,kendő,kalev
505,Handtuch::N,törülköző,käterätik
506,Kraft::N,erő,jõud
507,Stärke::N,erő,tugevus
508,Stärke::N,erősség,tugevus
509,Gesundheit::N,egészség,tervis
510,Krankheit::N,kór,haigus
511,Krankheit::N,betegség,haigus
512,Schmerz::N,fájdalom,valu
513,Wunde::N,seb,haav
514,Fieber::N,láz,palavik
515,Arznei::N,orvosság,ravim
516,Arznei::N,gyógyszer,ravim
517,Brücke::N,híd,sild
518,Brunnen::N,kút,kaev
519,Weide::N,legelő,karjamaa
520,Pfad::N,ösvény,rada
521,Weg::N,út,tee
522,Straße::N,út,tee
523,Dorf::N,falu,küla
524,Stadt::N,város,linn
525,Brief::N,levél,kiri
526,Buch::N,könyv,raamat
527,Buchstabe::N,betű,täht
528,Zeitung::N,újság,ajaleht
529,Zeitung::N,hírlap,ajaleht
530,Leben::N,élet,elu
531,Tod::N,halál,surm
532,Grab::N,sír,haud
533,Kirche::N,templom,kirik
534,Sünde::N,bűn,patt
535,Sünde::N,vétek,patt
536,Gott::N,isten,jumal
537,Arbeiter::N,munkás,tööline
538,Chef::N,főnök,ülemus
539,Chef::N,főnök,juhataja
540,Meister::N,mester,meister
541,Arzt::N,orvos,arst
542,Lehrer::N,tanár,õpetaja
543,Lehrer::N,tanító,õpetaja
544,Geld::N,pénz,raha
545,Geschäft::N,üzlet,äri
546,Laden::N,bolt,pood
547,Laden::N,bolt,kauplus
548,Preis::N,ár,hind
549,Ware::N,áru,kaup
550,Nutzen::N,haszon,tulu
551,Nutzen::N,haszon,kasulikkus
552,Reichtum::N,gazdagság,rikkus
553,Welt::N,világ,maailm
554,Land::N,ország,maa
555,Staat::N,állam,riik
556,König::N,király,kuningas
557,Macht::N,hatalom,võim
558,Grenze::N,határ,piir
559,Krieg::N,háború,sõda
560,Feind::N,ellenség,vaenlane
561,Gewalt::N,erőszak,väevõim
562,Kampf::N,harc,võitlus
563,Bogen[Waffe]::N,íj,vibu
564,Pfeil::N,nyíl,nool
565,Gewehr::N,puska,püss
566,Gewehr::N,fegyver,püss
567,Fehler::N,hiba,viga
568,Lüge::N,hazugság,vale
569,Schaden::N,kár,kahju
570,Unglück::N,csapás,häda
571,Unglück::N,csapás,õnnetus
572,Unglück::N,balszerencse,häda
573,Unglück::N,balszerencse,õnnetus
574,Schuld::N,bűn,süü
575,Alter::N,kor,iga
576,Schluss::N,vég,lõpp
577,Schluss::N,befejezés,lõpp
578,Zeit::N,idő,aeg
579,Tag::N,nap,päev
580,Morgen::N,reggel,hommik
581,Mittag::N,dél,lõuna
582,Mittag::N,dél,keskpäev
583,Abend::N,este,õhtu
584,Nacht::N,éj,öö
585,Nacht::N,éjszaka,öö
586,Woche::N,hét,nädal
587,Monat::N,hó,kuu
588,Monat::N,hónap,kuu
589,Jahr::N,év,aasta
590,Frühling::N,tavasz,kevad
591,Sommer::N,nyár,suvi
592,Herbst::N,ősz,sügis
593,Winter::N,tél,talv
594,Januar::N,január,jaanuar
595,Februar::N,február,veebruar
596,März::N,március,märts
597,April::N,április,aprill
598,Mai::N,május,mai
599,Juni::N,június,juuni
600,Juli::N,július,juuli
601,August::N,augusztus,august
602,September::N,szeptember,september
603,Oktober::N,október,oktoober
604,November::N,november,november
605,Dezember::N,december,detsember
606,Montag::N,hétfő,esmaspäev
607,Dienstag::N,kedd,teisipäev
608,Mittwoch::N,szerda,kesknädal
609,Donnerstag::N,csütörtök,neljapäev
610,Freitag::N,péntek,reede
611,Samstag::N,szombat,laupäev
612,Sonntag::N,vasárnap,pühapäev
613,groß::A,nagy,suur
614,klein::A,pici,väike
615,klein::A,pici,pisike
616,klein::A,kicsi,väike
617,klein::A,kicsi,pisike
618,lang::A,hosszú,pikk
619,kurz::A,rövid,lühike
620,breit::A,széles,lai
621,schmal::A,keskeny,kitsas
622,dicht::A,sűrű,tihe
623,dick[Gegenstand]::A,vastag,jäme
624,dünn::A,vékony,õhuke
625,dünn::A,vékony,peenike
626,fein::A,vékony,peen
627,fein::A,vékony,õhuke
628,fest::A,szilárd,püsiv
629,fest::A,szilárd,kindel
630,flach::A,sík,lame
631,flach::A,sík,tasane
632,flach::A,lapos,lame
633,flach::A,lapos,tasane
634,glatt::A,sima,sile
635,hart::A,kemény,kõva
636,weich::A,puha,pehme
637,rund::A,kerek,ümar
638,spitz::A,hegyes,torkav
639,scharf::A,éles,terav
640,stumpf::A,tompa,nüri
641,stumpf::A,életlen,nüri
642,schwer::A,nehéz,raske
643,schwer::A,súlyos,raske
644,schön::A,szép,kena
645,heiß::A,forró,kuum
646,heiß::A,forró,palav
647,warm::A,meleg,soe
648,kalt::A,hideg,külm
649,kühl::A,hűs,jahe
650,kühl::A,hűvös,jahe
651,frisch::A,üde,värske
652,frisch::A,friss,värske
653,feucht::A,nedves,niiske
654,nass::A,vizes,märg
655,trocken::A,száraz,kuiv
656,voll::A,telt,täis
657,leer::A,üres,tühi
658,offen::A,nyílt,avatud
659,offen::A,nyílt,lahtine
660,offen::A,nyitott,avatud
661,offen::A,nyitott,lahtine
662,geschlossen::A,zárt,suletud
663,geschlossen::A,csukott,suletud
664,sauber::A,tiszta,puhas
665,schmutzig::A,piszkos,räpane
666,schmutzig::A,piszkos,määrdunud
667,schmutzig::A,szennyes,räpane
668,schmutzig::A,szennyes,määrdunud
669,roh::A,nyers,toores
670,reif::A,érett,küps
671,lecker::A,finom,hõrk
672,lecker::A,finom,maitsev
673,süß::A,édes,magus
674,bitter::A,keserű,mõru
675,sauer::A,savanyú,hapu
676,hell::A,világos,hele
677,dunkel::A,sötét,pime
678,schwarz::A,fekete,must
679,weiß::A,fehér,valge
680,rot::A,vörös,punane
681,gelb::A,sárga,kollane
682,blau::A,kék,sinine
683,grün::A,zöld,roheline
684,grau::A,ősz,hall
685,grau::A,szürke,hall
686,bunt::A,tarka,kirju
687,bunt::A,tarka,värviline
688,bunt::A,színes,kirju
689,bunt::A,színes,värviline
690,billig::A,olcsó,odav
691,teuer::A,drága,kallis
692,wertvoll::A,értékes,väärtuslik
693,blind::A,vak,pime
694,taub::A,süket,kurt
695,kräftig::A,erős,jõuline
696,stark::A,erős,tugev
697,schwach::A,gyenge,nõrk
698,schwach::A,gyenge,jõuetu
699,schwach::A,erőtlen,nõrk
700,schwach::A,erőtlen,jõuetu
701,fett::A,hájas,rasvane
702,schlank::A,karcsú,sale
703,hübsch::A,csinos,kena
704,böse::A,rossz,tige
705,böse::A,gonosz,tige
706,dumm::A,buta,juhm
707,dumm::A,buta,rumal
708,dumm::A,ostoba,juhm
709,dumm::A,ostoba,rumal
710,faul::A,lusta,laisk
711,fleißig::A,szorgalmas,virk
712,fleißig::A,szorgalmas,hoolas
713,geizig::A,fukar,ihne
714,geizig::A,fösvény,ihne
715,klug::A,okos,tark
716,klug::A,okos,arukas
717,klug::A,okos,mõistlik
718,klug::A,eszes,tark
719,klug::A,eszes,arukas
720,klug::A,eszes,mõistlik
721,geschickt::A,ügyes,osav
722,lieb::A,drága,armas
723,lieb::A,kedves,armas
724,lustig::A,víg,lõbus
725,lustig::A,vidám,lõbus
726,sanft::A,enyhe,õrn
727,hungrig::A,éhes,näljane
728,krank::A,beteg,haige
729,nackt::A,csupasz,alasti
730,nackt::A,meztelen,alasti
731,traurig::A,bús,kurb
732,traurig::A,szomorú,kurb
733,lebendig::A,élő,elus
734,gut::A,jó,hea
735,schlecht::A,rossz,halb
736,richtig::A,helyes,õige
737,schlimm::A,rossz,paha
738,wahr::A,igaz,tõene
739,alt::A,ó,vana
740,alt::A,régi,vana
741,neu::A,új,uus
742,ehemalig::A,volt,endine
743,ehemalig::A,egykori,endine
744,alt[Lebewesen]::A,öreg,vana
745,jung::A,fiatal,noor
746,arm::A,szegény,vaene
747,reich::A,gazdag,rikas
748,bekannt::A,ismert,teada
749,bekannt::A,ismert,tuttav
750,bekannt::A,ismeretes,teada
751,bekannt::A,ismeretes,tuttav
752,berühmt::A,híres,tuntud
753,fremd::A,idegen,võõras
754,verschieden::A,különböző,erinev
755,nah::A,közeli,lähedane
756,fern::A,távoli,kauge
757,linker::A,bal,vasak
758,rechter::A,jobb,parem
759,anderer::A,más,muu
760,anderer::A,más,teine
761,anderer::A,másik,muu
762,anderer::A,másik,teine
763,erster::A,első,esimene
764,zweiter::A,második,teine
765,dritter::A,harmadik,kolmas
766,letzter::A,utolsó,viimane
767,allein::ADV,egyedül,üksi
768,auf einmal::ADV,egyszerre,korraga
769,auf einmal::ADV,egyszerre,ühekorraga
770,zusammen::ADV,együtt,koos
771,zusammen::ADV,együtt,üheskoos
772,zusammen::ADV,összesen,koos
773,zusammen::ADV,összesen,üheskoos
774,lange::ADV,sokáig,kaua
775,lange::ADV,hosszan,kaua
776,plötzlich::ADV,hirtelen,äkki
777,plötzlich::ADV,hirtelen,järsku
778,plötzlich::ADV,egyszerre,äkki
779,plötzlich::ADV,egyszerre,järsku
780,sofort::ADV,rögtön,kohe
781,sofort::ADV,tüstént,kohe
782,später::ADV,későn,hiljem
783,jetzt::ADV,most,nüüd
784,heute::ADV,ma,täna
785,morgen::ADV,holnap,homme
786,bald::ADV,majd,pea
787,bald::ADV,majd,varsti
788,bald::ADV,nemsokára,pea
789,bald::ADV,nemsokára,varsti
790,dann::ADV,akkor,siis
791,gestern::ADV,tegnap,eile
792,einst::ADV,hajdan,vanasti
793,damals::ADV,akkor,tookord
794,damals::ADV,akkoriban,tookord
795,danach::ADV,azután,seejärel
796,vorher::ADV,előbb,enne
797,zuerst::ADV,először,enne
798,zuerst::ADV,először,esmalt
799,einmal::ADV,egyszer,kord
800,einmal::ADV,egyszer,üks kord
801,manchmal::ADV,néha,mõnikord
802,manchmal::ADV,olykor,mõnikord
803,oft::ADV,sokszor,tihti
804,oft::ADV,sokszor,sageli
805,immer::ADV,mindig,ikka
806,immer::ADV,mindig,alati
807,niemals::ADV,sohasem,mitte kunagi
808,hier::ADV,itt,siin
809,hierhin::ADV,erre,siia
810,von hier::ADV,innen,siit
811,dort::ADV,ott,seal
812,dorthin::ADV,oda,sinna
813,geradeaus::ADV,egyenesen,otse edasi
814,vorwärts::ADV,előre,edasi
815,rückwärts::ADV,hátrafelé,tagurpidi
816,zurück::ADV,hátra,tagasi
817,zurück::ADV,vissza,tagasi
818,unten::ADV,alul,all
819,unten::ADV,alul,allpool
820,hinab::ADV,le,alla
821,hinab::ADV,lefelé,alla
822,oben::ADV,fenn,ülal
823,oben::ADV,felül,ülal
824,hinauf::ADV,fel,üles
825,hinauf::ADV,felfelé,üles
826,überall::ADV,mindenütt,kõikjal
827,nicht::ADV,nem,ei
828,nicht::ADV,nem,mitte
829,ein wenig::ADV,egy kicsit,veidi
830,ein wenig::ADV,egy kicsit,natuke
831,kaum::ADV,alig,vaevalt
832,sehr::ADV,nagyon,väga
833,so::ADV,úgy,nii
834,noch::ADV,még,veel
835,nur::ADV,csak,ainult
836,nur::ADV,csupán,ainult
837,schon::ADV,már,juba
838,wieder::ADV,ismét,jälle
839,wieder::ADV,megint,jälle
840,vergebens::ADV,hiába,asjata
841,vor::PRP,előtt,ees
842,hinter::PRP,mögött,taha
843,unter::PRP,alatt,all
844,durch::PRP,át,läbi
845,durch::PRP,át,kaudu
