,Concept_ID,he,fi
87,Eis::N,קרח,jää
88,Frost::N,צנה,halla
89,Frost::N,צנה,pakkanen
90,Kälte::N,קר,vilu
91,Kälte::N,קר,kylmyys
92,Hitze::N,חם,helle
93,Hitze::N,חם,kuumuus
94,Raureif::N,כפור,huurre
95,Regenbogen::N,קשת,sateenkaari
96,Donner::N,רעם,jyrinä
97,Strömung::N,זרימה,virtaus
98,Tropfen::N,טפה,tippa
99,Tropfen::N,טפה,pisara
100,Schaum::N,קצף,vaahto
101,Schmutz::N,לכלוך,loka
102,See::N,אגם,järvi
103,Sumpf::N,בצה,suo
104,Moor::N,בצה,räme
105,Wiese::N,מרעה,niitty
106,Wald::N,יער,metsä
107,Hügel::N,תל,mäki
108,Hügel::N,תל,kumpu
109,Hügel::N,תל,kukkula
110,Anhöhe::N,מעלה,mäki
111,Anhöhe::N,מעלה,kumpare
112,Berg::N,הר,mäki
113,Berg::N,הר,vuori
114,Gipfel::N,פסגה,laki
115,Gipfel::N,פסגה,huippu
116,Höhle::N,מערה,luola
117,Abhang::N,מדרון,rinne
118,Abhang::N,שפוע,rinne
119,Quelle::N,מעין,lähde
120,Bach::N,נחל,puro
121,Fluss::N,נהר,joki
122,Ufer::N,גדה,ranta
123,Küste::N,חוף,rannikko
124,Festland::N,יבשה,manner
125,Meer::N,ים,meri
126,Bucht::N,מפרץ,lahti
127,Insel::N,אי,saari
128,Blume::N,פרח,kukka
129,Gras::N,דשא,ruoho
130,Wurzel::N,שרש,juuri
131,Baum::N,עץ,puu
132,Stamm::N,גזע,runko
133,Rinde::N,קלפת עץ,kuori
134,Rinde::N,קלפת עץ,parkki
135,Ast::N,ענף,oksa
136,Zweig::N,ענף,haara
137,Blatt::N,עלה,lehti
138,Birke::N,שדר,koivu
139,Kiefer[Baum]::N,ארן,mänty
140,Kiefer[Baum]::N,ארן,petäjä
141,Weide[Baum]::N,ערבה,paju
142,Tanne::N,אשוח,kuusi
143,Horn::N,קרן,sarvi
144,Feder::N,נוצה,sulka
145,Feder::N,נוצה,höyhen
146,Fell::N,פרוה,talja
147,Flügel::N,כנף,siipi
148,Klaue::N,טלף,kynsi
149,Kralle::N,טפר,kynsi
150,Schwanz::N,זנב,häntä
151,Schwanz::N,זנב,pyrstö
152,Ei::N,ביצה,muna
153,Nest::N,קן,pesä
154,Bau::N,מחלה,pesä
155,Tier::N,חיה,eläin
156,Herde::N,עדר,lauma
157,Kuh::N,פרה,lehmä
158,Bulle::N,פר,sonni
159,Pferd::N,סוס,hevonen
160,Schaf::N,כבשה,lammas
161,Schwein::N,חזיר,sika
162,Hund::N,כלב,koira
163,Katze::N,חתול,kissa
164,Bär::N,דב,karhu
165,Eichhörnchen::N,סנאי,orava
166,Elch::N,דישון,hirvi
167,Fuchs::N,שועל,kettu
168,Hase::N,ארנב,jänis
169,Maus::N,עכבר,hiiri
170,Wolf::N,זאב,susi
171,Vogel::N,צפור,lintu
172,Schwarm::N,נחיל,parvi
173,Schwarm::N,להקה,parvi
174,Huhn::N,תרנגלת,kana
175,Hahn::N,תרנגול,kukko
176,Gans::N,אוז,hanhi
177,Adler::N,עיט,kotka
178,Ente::N,ברוז,ankka
179,Eule::N,ינשוף,pöllö
180,Kranich::N,עגור,kurki
181,Kranich::N,כרוכיה,kurki
182,Krähe::N,עורב,varis
183,Kuckuck::N,קוקיה,käki
184,Schwan::N,ברבור,joutsen
185,Fisch::N,דג,kala
186,Barsch::N,אוקונוס,ahven
187,Hecht::N,זאב הים,hauki
188,Schlange[Tier]::N,נחש,käärme
189,Wurm::N,תולעת,mato
190,Spinne::N,עכביש,hämähäkki
191,Ameise::N,נמלה,muurahainen
192,Laus::N,כנה,täi
193,Mücke::N,יתוש,sääski
194,Mücke::N,יתוש,hyttynen
195,Fliege::N,זבוב,kärpänen
196,Schmetterling::N,פרפר,perhonen
197,Beere::N,ענבה,marja
198,Apfel::N,תפוח,omena
199,Pilz::N,פטריה,sieni
200,Zwiebel::N,בצל,sipuli
201,Saat::N,זרעים,siemenet
202,Korn::N,גרעין,jyvä
203,Korn::N,גרעין,vilja
204,Heu::N,חציר,heinä
205,Schale::N,קלפה,kuori
206,Grube::N,בור,kuoppa
207,Grube::N,שוחה,kuoppa
208,Falle::N,מלכדת,loukku
209,Schlinge::N,לולאה,ansa
210,Spur::N,עקבה,jälki
211,Asche::N,אפר,tuhka
212,Dreck::N,זהמה,lika
213,Eisen::N,ברזל,rauta
214,Gold::N,זהב,kulta
215,Silber::N,כסף,hopea
216,Kohle::N,פחם,hiili
217,Glas::N,זכוכית,lasi
218,Lehm::N,חרסית,savi
219,Sand::N,חול,hiekka
220,Mensch::N,אדם,ihminen
221,Mann::N,איש,mies
222,Mann::N,גבר,mies
223,Frau::N,אשה,nainen
224,Frau::N,גברת,nainen
225,Kind::N,ילד,lapsi
226,Junge::N,ילד,poika
227,Mädchen::N,נערה,tyttö
228,Familie::N,משפחה,perhe
229,Großvater::N,סבא,isoisä
230,Großmutter::N,סבתא,isoäiti
231,Eltern::N,הורים,vanhemmat
232,Vater::N,אב,isä
233,Mutter::N,אם,äiti
234,Sohn::N,בן,poika
235,Tochter::N,בת,tytär
236,Bruder::N,אח,veli
237,Schwester::N,אחות,sisko
238,Onkel::N,דוד,eno
239,Onkel::N,דוד,setä
240,Tante::N,דודה,täti
241,Ehemann::N,איש,mies
242,Ehemann::N,איש,aviomies
243,Ehemann::N,בעל,mies
244,Ehemann::N,בעל,aviomies
245,Ehefrau::N,אשה,vaimo
246,Ehefrau::N,אשה,aviovaimo
247,Freude::N,שמחה,ilo
248,Freude::N,שמחה,riemu
249,Gelächter::N,צחוק,nauru
250,Glück::N,אשר,onni
251,Kummer::N,יגון,suru
252,Kummer::N,יגון,murhe
253,Kummer::N,עגמה,suru
254,Kummer::N,עגמה,murhe
255,Wunsch::N,אחול,toive
256,Wunsch::N,אחול,toivomus
257,Wunsch::N,משאלה,toive
258,Wunsch::N,משאלה,toivomus
259,Lust::N,חשק,himo
260,Lust::N,תשוקה,himo
261,Geist::N,רוח,henki
262,Gedanke::N,מחשבה,aate
263,Gedanke::N,מחשבה,ajatus
264,Gedächtnis::N,זכרון,muisti
265,Verstand::N,שכל,äly
266,Verstand::N,שכל,järki
267,Verstand::N,שכל,ymmärrys
268,Sinn::N,מובן,merkitys
269,Sinn::N,משמעות,merkitys
270,Grund::N,סבה,syy
271,Grund::N,סבה,peruste
272,Wahrheit::N,אמת,tosi
273,Wahrheit::N,אמת,totuus
274,Gespräch::N,דיון,puhelu
275,Gespräch::N,דיון,keskustelu
276,Märchen::N,אגדה,satu
277,Erzählung::N,ספור,tarina
278,Erzählung::N,ספור,kertomus
279,Nachricht::N,ידיעה,tieto
280,Nachricht::N,ידיעה,ilmoitus
281,Neuigkeit::N,חדשה,uutinen
282,Name::N,שם,nimi
283,Rätsel::N,תעלומה,arvoitus
284,Rede::N,נאום,puhe
285,Sprache::N,לשון,kieli
286,Stimme::N,קול,ääni
287,Wort::N,מלה,sana
288,Zeichen::N,סימן,merkki
289,Ruf::N,קריאה,kutsu
290,Lärm::N,רעש,melu
291,Lärm::N,רעש,hälinä
292,Laut::N,הגה,ääni
293,Ton::N,צליל,sävel
294,Lied::N,שיר,laulu
295,Ruhe::N,שלוה,lepo
296,Ruhe::N,שלוה,rauha
297,Leute::N,אנשים,väki
298,Leute::N,אנשים,ihmiset
299,Volk::N,עם,kansa
300,Arbeit::N,עבודה,työ
301,Gast::N,אורח,vieras
302,Geschenk::N,מתנה,lahja
303,Spiel::N,משחק,peli
304,Spiel::N,משחק,leikki
305,Gesellschaft::N,חברה,seura
306,Hilfe::N,עזרה,apu
307,Freund::N,חבר,ystävä
308,Freund::N,ידיד,ystävä
309,Kamerad::N,רע,toveri
310,Angelegenheit::N,ענין,asia
311,Anzahl::N,מספר,lukumäärä
312,Art::N,סוג,laji
313,Stück::N,חתיכה,pala
314,Stück::N,חתיכה,kappale
315,Teil::N,פרק,osa
316,Hälfte::N,חצי,puoli
317,Kreis::N,מעגל,ympyrä
318,Kreuz::N,צלב,risti
319,Linie::N,קו,viiva
320,Strich::N,קו קצר,piirto
321,Abstand::N,מרחק,väli
322,Abstand::N,מרחק,väljyys
323,Entfernung::N,מרחק,etäisyys
324,Gegend::N,נוף,seutu
325,Platz::N,שטח,tila
326,Ort::N,אתר,kohta
327,Ort::N,אתר,paikka
328,Ort::N,מקום,kohta
329,Ort::N,מקום,paikka
330,Seite::N,צד,sivu
331,Seite::N,צד,kylki
332,Mitte::N,אמצע,keskus
333,Mitte::N,אמצע,puoliväli
334,Gegenstand::N,אוביקט,kalu
335,Gegenstand::N,אוביקט,esine
336,Sache::N,דבר,asia
337,Rand::N,פרור,ääri
338,Rand::N,פרור,syrjä
339,Kante::N,קצה,särmä
340,Ecke::N,פנה,nurkka
341,Spitze::N,קצה,terä
342,Spitze::N,קצה,kärki
343,Ende::N,סוף,pää
344,Ende::N,סוף,perä
345,Loch::N,חר,kolo
346,Loch::N,חר,reikä
347,Winkel::N,פנה,kulma
348,Muster::N,תבנית,kuvio
349,Größe::N,גדל,koko
350,Größe::N,גדל,suuruus
351,Länge::N,ארך,pituus
352,Höhe::N,קומה,korkeus
353,Höhe::N,גבה,korkeus
354,Gewicht::N,משקל,paino
355,Menge::N,כמות,määrä
356,Haufen::N,ערמה,kasa
357,Reihe::N,רצף,rivi
358,Boot::N,סירה,vene
359,Ruder::N,משוט,airo
360,Schlitten::N,מזחלת,reki
361,Schlitten::N,מזחלת,kelkka
362,Ski::N,מגלשים,suksi
363,Lagerfeuer::N,מדורה,nuotio
364,Last::N,משא,kuorma
365,Gang::N,הליכה,kulku
366,Gang::N,הליכה,käynti
367,Schritt::N,צעד,askel
368,Norden::N,צפון,pohjoinen
369,Süden::N,דרום,etelä
370,Westen::N,מערב,länsi
371,Osten::N,מזרח,itä
372,Holz::N,עץ,puu
373,Brett::N,קרש,lauta
374,Platte::N,לוח,levy
375,Stütze::N,משען,noja
376,Stange::N,מוט,tanko
377,Stock::N,מקל,keppi
378,Stab::N,מוט,sauva
379,Stab::N,מוט,seiväs
380,Rohr::N,צנור,putki
381,Haus::N,בית,talo
382,Heim::N,בית,koti
383,Ofen::N,תנור,uuni
384,Fußboden::N,רצפה,lattia
385,Tisch::N,שלחן,pöytä
386,Stuhl::N,כסא,tuoli
387,Wiege::N,ערש,kehto
388,Bett::N,מטה,sänky
389,Regal::N,מדף,hylly
390,Kiste::N,תבה,arkku
391,Kiste::N,תבה,kirstu
392,Kiste::N,תבה,laatikko
393,Kiste::N,ארגז,arkku
394,Kiste::N,ארגז,kirstu
395,Kiste::N,ארגז,laatikko
396,Fenster::N,חלון,ikkuna
397,Tür::N,דלת,ovi
398,Tor::N,שער,portti
399,Zaun::N,גדר,aita
400,Dach::N,גג,katto
401,Leiter::N,סלם,tikkaat
402,Leiter::N,סלם,tikapuut
403,Besen::N,מטאטא,luuta
404,Spaten::N,את,lapio
405,Schaufel::N,את,lapio
406,Gabel::N,מזלג,haarukka
407,Löffel::N,כף,lusikka
408,Messer::N,סכין,veitsi
409,Nagel::N,מסמר,naula
410,Netz::N,רשת,verkko
411,Haken::N,וו,haka
412,Haken::N,וו,koukku
413,Haken::N,קרס,haka
414,Haken::N,קרס,koukku
415,Griff::N,ידית,ripa
416,Griff::N,ידית,kahva
417,Schloss::N,מנעול,lukko
418,Bild::N,תמונה,kuva
419,Figur::N,פסל,kuvio
420,Puppe::N,בבה,nukke
421,Beutel::N,שק,pussi
422,Bündel::N,צרור,nippu
423,Bündel::N,צרור,kimppu
424,Tasche::N,שקית,laukku
425,Eimer::N,דלי,sanko
426,Eimer::N,דלי,ämpäri
427,Deckel::N,מכסה,kansi
428,Geschirr::N,כלים,astia
429,Sack::N,שק,säkki
430,Tasse::N,ספל,kuppi
431,Topf::N,סיר,pata
432,Kessel::N,קנקן,kattila
433,Essen::N,אכל,syönti
434,Essen::N,ארוחה,syönti
435,Nahrung::N,הזנה,ruoka
436,Nahrung::N,הזנה,ravinto
437,Nahrung::N,תזונה,ruoka
438,Nahrung::N,תזונה,ravinto
439,Speise::N,מאכל,ruoka
440,Speise::N,ארוחה,ruoka
441,Fleisch::N,בשר,liha
442,Getreide::N,דגן,vilja
443,Brei::N,מחית,puuro
444,Brot::N,לחם,leipä
445,Scheibe::N,עגול,viipale
446,Scheibe::N,פרוסה,viipale
447,Fett::N,שמן,rasva
448,Butter::N,חמאה,voi
449,Öl::N,שמן,öljy
450,Salz::N,מלח,suola
451,Suppe::N,מרק,keitto
452,Honig::N,דבש,hunaja
453,Milch::N,חלב,maito
454,Tee::N,תה,tee
455,Leder::N,עור,nahka
456,Wolle::N,צמר,villa
457,Stoff::N,בד,kangas
458,Stoff::N,אריג,kangas
459,Nadel::N,מחט,neula
460,Faden::N,חוט,lanka
461,Knopf::N,כפתור,nappi
462,Knoten::N,קשר,solmu
463,Farbe::N,צבע,maali
464,Kleidung::N,בגדים,vaatteet
465,Hemd::N,חלצה,paita
466,Kragen::N,צוארון,kaulus
467,Ärmel::N,שרוול,hiha
468,Hose::N,מכנסים,housut
469,Gürtel::N,חגורה,vyö
470,Mütze::N,כובע,lakki
471,Schuh::N,נעל,kenkä
472,Stiefel::N,מגף,saapas
473,Ring::N,טבעת,sormus
474,Band::N,סרט,nauha
475,Kamm::N,מסרק,kampa
476,Spiegel::N,מראה,peili
477,Riemen::N,רצועה,hihna
478,Schnur::N,חבל,naru
479,Schnur::N,חבל,nuora
480,Leine::N,מושכות,talutushihna
481,Decke::N,שמיכה,peite
482,Kissen::N,כרית,tyyny
483,Kissen::N,כרית,pielus
484,Tuch::N,צעיף,huivi
485,Handtuch::N,מגבת,pyyheliina
486,Kraft::N,כוח,väki
487,Kraft::N,כוח,voima
488,Stärke::N,און,vahvuus
489,Gesundheit::N,בריאות,terveys
490,Krankheit::N,מחלה,tauti
491,Krankheit::N,מחלה,sairaus
492,Schmerz::N,כאב,kipu
493,Schmerz::N,כאב,särky
494,Wunde::N,פציעה,haava
495,Fieber::N,חם,kuume
496,Arznei::N,תרופה,lääke
497,Brücke::N,גשר,silta
498,Brunnen::N,באר,kaivo
499,Weide::N,אחו,laidun
500,Weide::N,מרעה,laidun
501,Pfad::N,שביל,polku
502,Pfad::N,מדרכה,polku
503,Weg::N,דרך,tie
504,Straße::N,כביש,katu
505,Dorf::N,כפר,kylä
506,Stadt::N,עיר,kaupunki
507,Brief::N,מכתב,kirje
508,Buch::N,ספר,kirja
509,Buchstabe::N,אות,kirjain
510,Zeitung::N,עתון,lehti
511,Zeitung::N,עתון,sanomalehti
512,Leben::N,חיים,elo
513,Leben::N,חיים,elämä
514,Tod::N,מות,kuolema
515,Grab::N,קבר,hauta
516,Kirche::N,כנסיה,kirkko
517,Sünde::N,חטא,synti
518,Gott::N,אל,jumala
519,Arbeiter::N,פועל,työläinen
520,Chef::N,ראש,päällikkö
521,Chef::N,מנהל,päällikkö
522,Meister::N,ממחה,mestari
523,Arzt::N,רופא,lääkäri
524,Lehrer::N,מורה,opettaja
525,Geld::N,כסף,raha
526,Geschäft::N,עסקה,liike
527,Laden::N,חנות,puoti
528,Laden::N,חנות,kauppa
529,Preis::N,מחיר,hinta
530,Ware::N,סחורה,tavara
531,Nutzen::N,תועלת,hyöty
532,Reichtum::N,עשר,rikkaus
533,Welt::N,עולם,maailma
534,Land::N,ארץ,maa
535,Staat::N,מדינה,valtio
536,König::N,מלך,kuningas
537,Macht::N,כוח,mahti
538,Grenze::N,גבול,raja
539,Krieg::N,מלחמה,sota
540,Feind::N,אויב,vihollinen
541,Gewalt::N,אלימות,väkivalta
542,Kampf::N,קרב,taistelu
543,Kampf::N,לחימה,taistelu
544,Bogen[Waffe]::N,קשת,jousi
545,Pfeil::N,חץ,nuoli
546,Gewehr::N,רובה,kivääri
547,Fehler::N,טעות,vika
548,Fehler::N,טעות,virhe
549,Lüge::N,שקר,valhe
550,Schaden::N,נזק,vaurio
551,Schaden::N,נזק,vahinko
552,Unglück::N,מזל רע,vahinko
553,Unglück::N,מזל רע,onnettomuus
554,Schuld::N,אשמה,syy
555,Alter::N,גיל,ikä
556,Schluss::N,סיום,loppu
557,Zeit::N,זמן,aika
558,Tag::N,יום,päivä
559,Morgen::N,בקר,aamu
560,Morgen::N,בקר,huomen
561,Mittag::N,צהרים,keskipäivä
562,Abend::N,ערב,ilta
563,Nacht::N,לילה,yö
564,Woche::N,שבוע,viikko
565,Monat::N,חדש,kuukausi
566,Jahr::N,שנה,vuosi
567,Frühling::N,אביב,kevät
568,Sommer::N,קיץ,kesä
569,Herbst::N,סתו,syksy
570,Winter::N,חרף,talvi
571,Januar::N,ינואר,tammikuu
572,Februar::N,פברואר,helmikuu
573,März::N,מרץ,maaliskuu
574,April::N,אפריל,huhtikuu
575,Mai::N,מאי,toukokuu
576,Juni::N,יוני,kesäkuu
577,Juli::N,יולי,heinäkuu
578,August::N,אוגוסט,elokuu
579,September::N,ספטמבר,syyskuu
580,Oktober::N,אוקטובר,lokakuu
581,November::N,נובמבר,marraskuu
582,Dezember::N,דצמבר,joulukuu
583,Montag::N,יום שני,maanantai
584,Dienstag::N,יום שלישי,tiistai
585,Mittwoch::N,יום רביעי,keskiviikko
586,Donnerstag::N,יום חמישי,torstai
587,Freitag::N,יום ששי,perjantai
588,Samstag::N,יום שבת,lauantai
589,Sonntag::N,יום ראשון,sunnuntai
590,groß::A,גדול,iso
591,groß::A,גדול,suuri
592,klein::A,קטן,pieni
593,lang::A,ארך,pitkä
594,kurz::A,קצר,lyhyt
595,breit::A,רחב,leveä
596,schmal::A,צר,kapea
597,dicht::A,צפוף,taaja
598,dick[Gegenstand]::A,עבה,paksu
599,dünn::A,דק,ohut
600,fein::A,מעדן,hieno
601,fest::A,מוצק,luja
602,flach::A,שטוח,litteä
603,flach::A,שטוח,tasainen
604,glatt::A,חלק,sileä
605,glatt::A,חלק,siloinen
606,hart::A,קשיח,kova
607,weich::A,רך,pehmeä
608,rund::A,עגל,pyöreä
609,spitz::A,חד,terävä
610,scharf::A,חד,terävä
611,stumpf::A,קהה,tylsä
612,schwer::A,כבד,raskas
613,schwer::A,כבד,painava
614,schön::A,יפה,kaunis
615,heiß::A,חם,kuuma
616,warm::A,חם,lämmin
617,kalt::A,קר,kylmä
618,kalt::A,קר,viluinen
619,kühl::A,צונן,viileä
620,frisch::A,טרי,tuore
621,feucht::A,לח,kostea
622,nass::A,רטוב,märkä
623,trocken::A,יבש,kuiva
624,voll::A,מלא,täysi
625,leer::A,ריק,tyhjä
626,offen::A,פתוח,avonainen
627,geschlossen::A,סגור,suljettu
628,sauber::A,נקי,puhdas
629,schmutzig::A,מלכלך,likainen
630,roh::A,חי,raaka
631,reif::A,בשל,kypsä
632,lecker::A,טעים,herkullinen
633,süß::A,מתוק,makea
634,bitter::A,מר,karvas
635,bitter::A,מר,kitkerä
636,sauer::A,חמוץ,hapan
637,hell::A,בהיר,kirkas
638,hell::A,בהיר,valoisa
639,dunkel::A,עמום,pimeä
640,schwarz::A,שחר,musta
641,weiß::A,לבן,valkea
642,rot::A,אדם,punainen
643,gelb::A,צהב,keltainen
644,blau::A,כחל,sininen
645,grün::A,ירק,vihreä
646,grau::A,אפר,harmaa
647,bunt::A,צבעוני,kirjava
648,billig::A,זול,halpa
649,billig::A,זול,huokea
650,teuer::A,יקר,kallis
651,wertvoll::A,יקר ערך,arvokas
652,blind::A,עור,sokea
653,taub::A,חרש,kuuro
654,kräftig::A,חסן,väkevä
655,kräftig::A,חסן,voimakas
656,stark::A,חזק,vahva
657,schwach::A,חלש,heikko
658,fett::A,שמן,lihava
659,schlank::A,רזה,hoikka
660,schlank::A,רזה,solakka
661,hübsch::A,יפה תאר,soma
662,hübsch::A,יפה תאר,sievä
663,böse::A,רשע,paha
664,böse::A,רשע,häijy
665,dumm::A,טפש,tyhmä
666,dumm::A,טפש,typerä
667,faul::A,עצלן,laiska
668,fleißig::A,חרוץ,ahkera
669,geizig::A,קמצן,saita
670,klug::A,נבון,älykäs
671,klug::A,פקח,älykäs
672,geschickt::A,מימן,taitava
673,lieb::A,יקר,rakas
674,lieb::A,אהוב,rakas
675,lustig::A,עליז,hauska
676,lustig::A,עליז,iloinen
677,sanft::A,עדין,lauha
678,sanft::A,עדין,lempeä
679,hungrig::A,רעב,nälkäinen
680,krank::A,חולה,sairas
681,nackt::A,ערום,alaston
682,traurig::A,עצוב,surullinen
683,traurig::A,עצוב,murheellinen
684,lebendig::A,חי,elävä
685,gut::A,טוב,hyvä
686,schlecht::A,גרוע,paha
687,schlecht::A,גרוע,huono
688,richtig::A,נכון,oikea
689,schlimm::A,רע,paha
690,wahr::A,אמתי,tosi
691,alt::A,ישן,vanha
692,neu::A,חדש,uusi
693,ehemalig::A,לשעבר,entinen
694,ehemalig::A,לשעבר,muinainen
695,alt[Lebewesen]::A,זקן,vanha
696,jung::A,צעיר,nuori
697,arm::A,עני,köyhä
698,reich::A,עשיר,rikas
699,bekannt::A,ידוע,tuttu
700,bekannt::A,ידוע,tunnettu
701,berühmt::A,מפרסם,kuuluisa
702,fremd::A,זר,vieras
703,verschieden::A,שונה,eri
704,verschieden::A,שונה,erilainen
705,nah::A,קרוב,läheinen
706,fern::A,רחוק,etäinen
707,linker::A,שמאלי,vasen
708,rechter::A,ימין,oikea
709,anderer::A,אחר,muu
710,anderer::A,אחר,toinen
711,erster::A,ראשון,ensimmäinen
712,zweiter::A,שני,toinen
713,dritter::A,שלישי,kolmas
714,letzter::A,אחרון,viimeinen
715,allein::ADV,לבד,yksin
716,auf einmal::ADV,בו-זמנית,yhdellä kertaa
717,zusammen::ADV,ביחד,yhdessä
718,lange::ADV,הרבה זמן,kauan
719,lange::ADV,הרבה זמן,pitkään
720,plötzlich::ADV,לפתע,äkkiä
721,plötzlich::ADV,פתאום,äkkiä
722,sofort::ADV,מיד,heti
723,später::ADV,לאחר זמן,myöhemmin
724,später::ADV,יותר מאחר,myöhemmin
725,jetzt::ADV,עכשיו,nyt
726,heute::ADV,היום,tänään
727,morgen::ADV,מחר,huomenna
728,bald::ADV,בקרוב,pian
729,dann::ADV,אחר-כך,sitten
730,gestern::ADV,אתמול,eilen
731,einst::ADV,לפנים,aikanaan
732,damals::ADV,אז,silloin
733,damals::ADV,אז,siihen aikaan
734,danach::ADV,אחר-כך,sen jälkeen
735,vorher::ADV,לפני זה,ennen
736,zuerst::ADV,קדם,ensin
737,zuerst::ADV,קדם,ensiksi
738,einmal::ADV,פעם,kerran
739,manchmal::ADV,לפעמים,joskus
740,oft::ADV,לעתים קרובות,usein
741,immer::ADV,תמיד,aina
742,niemals::ADV,אף פעם,ei koskaan
743,hier::ADV,כאן,tässä
744,hier::ADV,כאן,täällä
745,hierhin::ADV,פה,tähän
746,von hier::ADV,מפה,tästä
747,von hier::ADV,מפה,täältä
748,dort::ADV,שם,siinä
749,dort::ADV,שם,siellä
750,dorthin::ADV,שם,sinne
751,dorthin::ADV,שם,tuonne
752,geradeaus::ADV,ישר,suoraan
753,vorwärts::ADV,קדימה,eteenpäin
754,rückwärts::ADV,לאחור,taaksepäin
755,zurück::ADV,בחזרה,takaisin
756,zurück::ADV,אחורנית,takaisin
757,unten::ADV,למטה,alhaalla
758,hinab::ADV,למטה,alas
759,oben::ADV,מעל,ylhäällä
760,oben::ADV,למעלה,ylhäällä
761,hinauf::ADV,למעלה,ylös
762,überall::ADV,בכל מקום,kaikkialla
763,nicht::ADV,לא,ei
764,ein wenig::ADV,קצת,vähän
765,kaum::ADV,בקשי,tuskin
766,sehr::ADV,מאוד,kovin
767,sehr::ADV,מאוד,oikein
768,so::ADV,כך,näin
769,so::ADV,ככה,näin
770,noch::ADV,עוד,vielä
771,noch::ADV,עדין,vielä
772,nur::ADV,רק,vain
773,nur::ADV,רק,ainoastaan
774,schon::ADV,כבר,jo
775,wieder::ADV,שוב,taas
776,wieder::ADV,שוב,jälleen
777,vergebens::ADV,לריק,turhaan
778,vergebens::ADV,לשוא,turhaan
779,vor::PRP,מול,edessä
780,hinter::PRP,מאחורי,takana
781,unter::PRP,מתחת,alla
782,durch::PRP,דרך,läpi
783,durch::PRP,דרך,kautta
784,neben::PRP,ליד,vieressä
785,neben::PRP,על-יד,vieressä
786,zwischen::PRP,בין,välillä
787,wegen::PRP,בשל,takia
788,wegen::PRP,בשל,vuoksi
789,wegen::PRP,בגלל,takia
790,wegen::PRP,בגלל,vuoksi
791,dies::PRN,זה,tämä
792,das::PRN,זה,se
793,alles::PRN,הכל,kaikki
794,ich::PRN,אני,minä
795,du::PRN,את,sinä
796,du::PRN,אתה,sinä
797,er::PRN,הוא,hän
798,wir::PRN,אנחנו,me
799,ihr::PRN,לה,te
800,sie::PRN,הם,he
801,was::FPRN,מה,mikä
