,Concept_ID,eu,ar
269,Bruder::N,anaia,شقيق
270,Schwester::N,ahizpa,أخت
271,Onkel::N,osaba,عم
272,Tante::N,izeba,عمة
273,Ehemann::N,senar,زوج
274,Ehefrau::N,emazte,زوجة
275,Freude::N,poz,فرح
276,Freude::N,poz,سرور
277,Freude::N,pozkari,فرح
278,Freude::N,pozkari,سرور
279,Gelächter::N,barre,قهقهة
280,Gelächter::N,karkara,قهقهة
281,Glück::N,zori,سعادة
282,Kummer::N,xangrin,غم
283,Kummer::N,atsekabe,غم
284,Wunsch::N,nahi,منية
285,Wunsch::N,nahikunde,منية
286,Lust::N,gogo,شهوة
287,Geist::N,gogo,روح
288,Gedanke::N,gogoeta,فكرة
289,Gedächtnis::N,oroimen,ذاكرة
290,Gedächtnis::N,gogoramen,ذاكرة
291,Verstand::N,adimen,عقل
292,Verstand::N,ulermen,عقل
293,Sinn::N,zentzu,معنى
294,Grund::N,zergati,سبب
295,Wahrheit::N,egia,حقيقة
296,Gespräch::N,hizketa,محادثة
297,Gespräch::N,elkarrizketa,محادثة
298,Märchen::N,ipuin,خرافة
299,Erzählung::N,edesti,قصة
300,Erzählung::N,edesti,حكاية
301,Erzählung::N,kontakizun,قصة
302,Erzählung::N,kontakizun,حكاية
303,Nachricht::N,albiste,خبر
304,Neuigkeit::N,berri,خبر جديد
305,Name::N,izen,اسم
306,Rätsel::N,asmakizun,لغز
307,Rede::N,hitzaldi,خطبة
308,Rede::N,mintzaldi,خطبة
309,Sprache::N,hizkuntza,لغة
310,Stimme::N,ahots,صوت
311,Wort::N,hitz,كلمة
312,Zeichen::N,agerbide,رمز
313,Zeichen::N,agerbide,إشارة
314,Zeichen::N,agergarri,رمز
315,Zeichen::N,agergarri,إشارة
316,Ruf::N,dei,نداء
317,Lärm::N,zarata,صخب
318,Lärm::N,zarata,ضجة
319,Lärm::N,harrabots,صخب
320,Lärm::N,harrabots,ضجة
321,Laut::N,hots,صوت
322,Ton::N,tonu,نغمة
323,Ton::N,soinu,نغمة
324,Lied::N,abesti,أغنية
325,Ruhe::N,nasaitasun,هدوء
326,Leute::N,jende,ناس
327,Volk::N,herri,شعب
328,Volk::N,populu,شعب
329,Arbeit::N,lan,عمل
330,Gast::N,arrotz,ضيف
331,Gast::N,apopilo,ضيف
332,Geschenk::N,opari,هدية
333,Spiel::N,jolas,لعب
334,Gesellschaft::N,gizarte,صحبة
335,Hilfe::N,helpide,عون
336,Hilfe::N,helpide,مساعدة
337,Hilfe::N,laguntza,عون
338,Hilfe::N,laguntza,مساعدة
339,Freund::N,lagun,صديق
340,Kamerad::N,adiskide,زميل
341,Kamerad::N,lagunkide,زميل
342,Angelegenheit::N,afera,أمر
343,Angelegenheit::N,afera,شأن
344,Anzahl::N,kopuru,عدد
345,Art::N,mota,نوع
346,Stück::N,puska,قطعة
347,Teil::N,atal,قسم
348,Hälfte::N,erdi,نصف
349,Kreis::N,biribilki,دائرة
350,Kreuz::N,gurutze,صليب
351,Linie::N,linea,خط
352,Strich::N,marra,شرطة
353,Abstand::N,tarte,مسافة
354,Entfernung::N,urrunera,بعد
355,Gegend::N,alderdi,ناحية
356,Gegend::N,eskualde,ناحية
357,Platz::N,leku,فراغ
358,Ort::N,toki,مكان
359,Seite::N,albo,جانب
360,Mitte::N,erdi,وسط
361,Gegenstand::N,gauzaki,موضوع
362,Sache::N,gauza,شيء
363,Rand::N,ertz,حافة
364,Kante::N,ertz,حافة
365,Ecke::N,kantoi,ركن
366,Spitze::N,punta,سن
367,Ende::N,buru,طرف
368,Ende::N,mutur,طرف
369,Loch::N,zulo,ثقب
370,Winkel::N,zoko,زاوية
371,Winkel::N,bazter,زاوية
372,Muster::N,eredu,عينة
373,Muster::N,marrazki,عينة
374,Größe::N,kaizu,حجم
375,Größe::N,tamaina,حجم
376,Länge::N,luzera,طول
377,Höhe::N,goiera,علو
378,Höhe::N,goiera,ارتفاع
379,Höhe::N,garaiera,علو
380,Höhe::N,garaiera,ارتفاع
381,Gewicht::N,hazta,وزن
382,Menge::N,kopuru,كمية
383,Haufen::N,pila,كوم
384,Haufen::N,mendoi,كوم
385,Reihe::N,ilara,صف
386,Reihe::N,errenkada,صف
387,Boot::N,potin,قارب
388,Boot::N,potin,زورق
389,Boot::N,txalupa,قارب
390,Boot::N,txalupa,زورق
391,Ruder::N,arraun,مجذاف
392,Schlitten::N,lera,مزلقة
393,Schlitten::N,narra,مزلقة
394,Ski::N,eski,زلاجة
395,Lagerfeuer::N,su,نار المخيم
396,Last::N,zama,حمل
397,Last::N,karga,حمل
398,Gang::N,ibilera,مشية
399,Schritt::N,pauso,خطوة
400,Schritt::N,urrats,خطوة
401,Norden::N,ipar,شمال
402,Norden::N,iparralde,شمال
403,Süden::N,hego,جنوب
404,Süden::N,hegoalde,جنوب
405,Westen::N,sartalde,غرب
406,Westen::N,mendebalde,غرب
407,Osten::N,ekialde,شرق
408,Osten::N,sortalde,شرق
409,Holz::N,zur,خشب
410,Brett::N,ohol,لوح
411,Platte::N,lauza,صفيحة
412,Stütze::N,irozgarri,سند
413,Stütze::N,irozgarri,دعامة
414,Stütze::N,bermagailu,سند
415,Stütze::N,bermagailu,دعامة
416,Stange::N,haga,عود
417,Stock::N,makila,عصا
418,Stab::N,makila,قضيب
419,Rohr::N,hodi,أنبوبة
420,Haus::N,etxe,دار
421,Haus::N,etxe,بيت
422,Heim::N,etxe,بيت
423,Heim::N,etxe,مسكن
424,Heim::N,etxaleku,بيت
425,Heim::N,etxaleku,مسكن
426,Ofen::N,berogailu,مدفأة
427,Fußboden::N,zoru,أرضية
428,Tisch::N,mahai,مائدة
429,Stuhl::N,aulki,كرسي
430,Wiege::N,kuma,مهد
431,Wiege::N,sehaska,مهد
432,Bett::N,ohe,سرير
433,Bett::N,ohatze,سرير
434,Regal::N,apalategi,رف
435,Kiste::N,kutxa,صندوق
436,Fenster::N,leiho,شباك
437,Fenster::N,leiho,نافذة
438,Tür::N,ate,باب
439,Tor::N,atari,بوابة
440,Zaun::N,hesi,سياج
441,Dach::N,teilatu,سطح
442,Leiter::N,zurubi,سلم
443,Besen::N,erratz,مكنسة
444,Spaten::N,burdinpala,مسحاة
445,Schaufel::N,pala,مجرفة
446,Gabel::N,sardexka,شوكة
447,Löffel::N,koilara,ملعقة
448,Messer::N,aizto,سكين
449,Nagel::N,iltze,مسمار
450,Netz::N,sare,شبكة
451,Haken::N,mako,خطاف
452,Haken::N,mako,صنارة
453,Griff::N,eskutoki,قبضة
454,Schloss::N,sarraila,قفل
455,Bild::N,irudi,صورة
456,Figur::N,figura,تمثال
457,Puppe::N,panpina,دمية
458,Puppe::N,andrakila,دمية
459,Beutel::N,zorro,كيس
460,Bündel::N,azao,ربطة
461,Bündel::N,espal,ربطة
462,Tasche::N,poltsa,شنطة
463,Tasche::N,poltsa,محفظة
464,Eimer::N,treska,سطل
465,Eimer::N,treska,جردل
466,Deckel::N,tapa,سداد
467,Deckel::N,estalki,سداد
468,Geschirr::N,baxera,أوان
469,Geschirr::N,ontziteria,أوان
470,Sack::N,zaku,زكيبة
471,Tasse::N,kikara,فنجان
472,Topf::N,ontzi,قدر
473,Topf::N,ontzi,طنجرة
474,Topf::N,lapiko,قدر
475,Topf::N,lapiko,طنجرة
476,Kessel::N,pazia,قدر
477,Kessel::N,pazia,غلاية
478,Essen::N,janaldi,طعام
479,Nahrung::N,jan,غذاء
480,Speise::N,jaki,أكل
481,Fleisch::N,okela,لحم
482,Fleisch::N,haragi,لحم
483,Getreide::N,labore,حبوب
484,Brei::N,ahi,عصيدة
485,Brei::N,pure,عصيدة
486,Brot::N,ogi,خبز
487,Scheibe::N,xerra,شريحة
488,Scheibe::N,pirripita,شريحة
489,Fett::N,urin,سمن
490,Fett::N,koipe,سمن
491,Butter::N,gurin,زبدة
492,Öl::N,olio,زيت
493,Salz::N,gatz,ملح
494,Suppe::N,zopa,حساء
495,Suppe::N,zopa,شربة
496,Suppe::N,salda,حساء
497,Suppe::N,salda,شربة
498,Honig::N,ezti,عسل
499,Milch::N,esne,حليب
500,Tee::N,te,شاي
501,Leder::N,larru,جلد
502,Wolle::N,artile,صوف
503,Stoff::N,ehun,قماش
504,Nadel::N,orratz,إبرة
505,Nadel::N,jostorratz,إبرة
506,Faden::N,hari,خيط
507,Knopf::N,botoi,زر
508,Knoten::N,korapilo,عقدة
509,Farbe::N,pintura,صبغة
510,Kleidung::N,arropa,ملابس
511,Kleidung::N,jantziak,ملابس
512,Hemd::N,atorra,قميص
513,Hemd::N,alkandora,قميص
514,Kragen::N,idun,ياقة
515,Ärmel::N,mahuka,كم
516,Hose::N,prakak,سروال
517,Hose::N,prakak,بنطلون
518,Hose::N,galtzak,سروال
519,Hose::N,galtzak,بنطلون
520,Gürtel::N,gerriko,حزام
521,Mütze::N,txano,طاقية
522,Mütze::N,txapel,طاقية
523,Schuh::N,oski,حذاء
524,Schuh::N,oinetako,حذاء
525,Stiefel::N,bota,جزمة
526,Stiefel::N,bota,حذاء طويل
527,Ring::N,uztai,حلقة
528,Band::N,zinta,شريط
529,Band::N,xingola,شريط
530,Kamm::N,orrazi,مشط
531,Spiegel::N,mirail,مرآة
532,Riemen::N,uhal,سير
533,Schnur::N,lokailu,حبل
534,Schnur::N,lokailu,دوبارة
535,Leine::N,lotura,قيد
536,Decke::N,burusi,بطانية
537,Kissen::N,kuxin,وسادة
538,Tuch::N,zapi,منديل
539,Tuch::N,oihal,منديل
540,Handtuch::N,eskuzapi,فوطة
541,Handtuch::N,eskuzapi,منشفة
542,Handtuch::N,eskuoihal,فوطة
543,Handtuch::N,eskuoihal,منشفة
544,Kraft::N,indar,قدرة
545,Stärke::N,indar,قوة
546,Gesundheit::N,osasun,صحة
547,Krankheit::N,eritasun,مرض
548,Krankheit::N,gaixotasun,مرض
549,Schmerz::N,min,ألم
550,Schmerz::N,min,وجع
551,Wunde::N,zauri,جرح
552,Fieber::N,sukar,حمى
553,Arznei::N,osagai,دواء
554,Arznei::N,sendagai,دواء
555,Brücke::N,zubi,جسر
556,Brunnen::N,putzu,بئر
557,Weide::N,alha,مرعى
558,Weide::N,bazkaleku,مرعى
559,Pfad::N,zidor,درب
560,Pfad::N,bidexka,درب
561,Weg::N,bide,سكة
562,Straße::N,errepide,طريق
563,Dorf::N,herri,قرية
564,Stadt::N,hiri,مدينة
565,Brief::N,gutun,خطاب
566,Brief::N,gutun,مكتوب
567,Brief::N,eskutitz,خطاب
568,Brief::N,eskutitz,مكتوب
569,Buch::N,liburu,كتاب
570,Buchstabe::N,hizki,حرف
571,Zeitung::N,egunkari,جريدة
572,Leben::N,bizi,عيش
573,Leben::N,bizi,حياة
574,Leben::N,bizitza,عيش
575,Leben::N,bizitza,حياة
576,Tod::N,herio,موت
577,Tod::N,herio,وفاة
578,Tod::N,heriotza,موت
579,Tod::N,heriotza,وفاة
580,Grab::N,hobi,قبر
581,Grab::N,hilobi,قبر
582,Kirche::N,eliza,كنيسة
583,Sünde::N,hoben,خطيئة
584,Sünde::N,bekatu,خطيئة
585,Gott::N,jainko,إله
586,Arbeiter::N,langile,عامل
587,Arbeiter::N,behargin,عامل
588,Chef::N,nagusi,رئيس
589,Meister::N,maisu,أسطى
590,Arzt::N,osagile,طبيب
591,Arzt::N,sendagile,طبيب
592,Lehrer::N,irakasle,مدرس
593,Geld::N,diru,نقود
594,Geschäft::N,negozio,صفقة
595,Laden::N,denda,دكان
596,Laden::N,saltegi,دكان
597,Preis::N,prezio,سعر
598,Preis::N,salneurri,سعر
599,Ware::N,salgai,بضاعة
600,Nutzen::N,onura,فائدة
601,Nutzen::N,probetxu,فائدة
602,Reichtum::N,aberastasun,غنى
603,Reichtum::N,aberastasun,ثروة
604,Welt::N,ludi,عالم
605,Welt::N,ludi,دنيا
606,Welt::N,mundu,عالم
607,Welt::N,mundu,دنيا
608,Land::N,herrialde,بلد
609,Staat::N,estatu,دولة
610,König::N,errege,ملك
611,Macht::N,botere,سلطة
612,Grenze::N,muga,حدود
613,Krieg::N,guda,حرب
614,Feind::N,etsai,عدو
615,Feind::N,arerio,عدو
616,Gewalt::N,bortxa,عنف
617,Gewalt::N,bortizkeria,عنف
618,Kampf::N,gudu,قتال
619,Kampf::N,auska,قتال
620,Bogen[Waffe]::N,arku,قوس
621,Pfeil::N,gezi,سهم
622,Gewehr::N,fusil,بندقية
623,Fehler::N,huts,خطأ
624,Fehler::N,hutsegin,خطأ
625,Lüge::N,gezur,كذب
626,Schaden::N,kalte,تلف
627,Unglück::N,zoritxar,نحس
628,Unglück::N,zorigaitz,نحس
629,Schuld::N,erru,ذنب
630,Alter::N,adin,سن
631,Alter::N,adin,عمر
632,Schluss::N,bukaera,ختام
633,Schluss::N,bukaera,نهاية
634,Zeit::N,aldi,وقت
635,Zeit::N,denbora,وقت
636,Tag::N,egun,يوم
637,Morgen::N,goiz,صباح
638,Mittag::N,eguerdi,ظهر
639,Abend::N,arrats,مساء
640,Nacht::N,gau,ليلة
641,Woche::N,aste,أسبوع
642,Monat::N,hil,شهر
643,Jahr::N,urte,عام
644,Jahr::N,urte,سنة
645,Frühling::N,udalehen,ربيع
646,Sommer::N,uda,صيف
647,Herbst::N,udazken,خريف
648,Herbst::N,neguantz,خريف
649,Winter::N,negu,شتاء
650,Januar::N,urtarril,يناير
651,Januar::N,urtarril,كانون الثاني
652,Februar::N,otsail,شباط
653,Februar::N,otsail,فبراير
654,März::N,martxo,آذار
655,März::N,martxo,مارس
656,April::N,apiril,نيسان
657,Mai::N,maiatz,مايو
658,Juni::N,ekain,يونيو
659,Juni::N,ekain,حزيران
660,Juli::N,uztail,تموز
661,Juli::N,uztail,يوليو
662,August::N,abuztu,آب
663,August::N,abuztu,أغسطس
664,September::N,irail,أيلول
665,September::N,irail,سبتمبر
666,Oktober::N,urri,أكتوبر
667,Oktober::N,urri,تشرين الأول
668,November::N,azaro,نوفمبر
669,November::N,azaro,تشرين الثاني
670,Dezember::N,abendu,ديسمبر
671,Dezember::N,abendu,كانون الأول
672,Montag::N,astelehen,يوم الاثنين
673,Dienstag::N,astearte,يوم الثلاثاء
674,Mittwoch::N,asteazken,يوم الأربعاء
675,Donnerstag::N,ostegun,يوم الخميس
676,Freitag::N,ostiral,يوم الجمعة
677,Samstag::N,larunbat,يوم السبت
678,Sonntag::N,igande,يوم الأحد
679,groß::A,handi,كبير
680,klein::A,txiki,صغير
681,lang::A,luze,طويل
682,kurz::A,labur,قصير
683,breit::A,zabal,واسع
684,schmal::A,mehar,ضيق
685,dicht::A,sarri,كث
686,dicht::A,sarri,كثيف
687,dicht::A,trinko,كث
688,dicht::A,trinko,كثيف
689,dick[Gegenstand]::A,lodi,غليظ
690,dünn::A,mehe,رفيع
691,fein::A,fin,رقيق
692,fest::A,tinko,متين
693,flach::A,lau,سهل
694,flach::A,lau,منبسط
695,flach::A,ordoki,سهل
696,flach::A,ordoki,منبسط
697,glatt::A,leun,ناعم
698,hart::A,gogor,صلب
699,hart::A,gogor,جامد
700,weich::A,bigun,لين
701,weich::A,beratz,لين
702,rund::A,biribil,مستدير
703,spitz::A,puntadun,مدبب
704,scharf::A,zorrotz,حاد
705,stumpf::A,kamuts,ثالم
706,schwer::A,astun,ثقيل
707,schwer::A,pisutsu,ثقيل
708,schön::A,eder,جميل
709,heiß::A,bero,حار
710,heiß::A,bero,ساخن
711,heiß::A,oso bero,حار
712,heiß::A,oso bero,ساخن
713,warm::A,bero,دافئ
714,kalt::A,hotz,بارد
715,kühl::A,hotzil,قر
716,frisch::A,fresko,طازج
717,frisch::A,hozkirri,طازج
718,feucht::A,heze,رطب
719,nass::A,busti,مبلول
720,trocken::A,siku,جاف
721,trocken::A,lehor,جاف
722,voll::A,bete,ملء
723,leer::A,huts,خال
724,leer::A,huts,فارغ
725,offen::A,ireki,مفتوح
726,geschlossen::A,itxita,مغلق
727,sauber::A,xahu,نظيف
728,sauber::A,garbi,نظيف
729,schmutzig::A,lohi,قذر
730,schmutzig::A,zikin,قذر
731,roh::A,gordin,نيء
732,reif::A,umo,ناضج
733,reif::A,heldu,ناضج
734,lecker::A,goxo,لذيذ
735,süß::A,goxo,حلو
736,bitter::A,karmin,مر
737,bitter::A,garratz,مر
738,sauer::A,mingots,حامض
739,hell::A,argi,نير
740,dunkel::A,ilun,مظلم
741,schwarz::A,beltz,أسود
742,weiß::A,zuri,أبيض
743,rot::A,gorri,أحمر
744,gelb::A,hori,أصفر
745,blau::A,urdin,أزرق
746,grün::A,berde,أخضر
747,grün::A,musker,أخضر
748,grau::A,urdin,رمادي
749,grau::A,urdinabar,رمادي
750,bunt::A,koloretsu,ملوب
751,billig::A,merke,رخيص
752,teuer::A,garesti,غال
753,wertvoll::A,baliotsu,ثمين
754,blind::A,itsu,أعمى
755,taub::A,gor,أصم
756,taub::A,gor,أطرش
757,kräftig::A,kementsu,قوي
758,stark::A,bizkor,قوي
759,stark::A,indartsu,قوي
760,schwach::A,ahul,ضعيف
761,schwach::A,indargabe,ضعيف
762,fett::A,gizen,سمين
763,schlank::A,lerden,أهيف
764,hübsch::A,polit,جميل
765,böse::A,tzar,رديء
766,böse::A,gaizto,رديء
767,dumm::A,lelo,أبله
768,dumm::A,lelo,أحمق
769,dumm::A,pello,أبله
770,dumm::A,pello,أحمق
771,faul::A,nagi,كسلان
772,faul::A,alfer,كسلان
773,fleißig::A,maratz,مجتهد
774,fleißig::A,lanzale,مجتهد
775,geizig::A,zeken,بخيل
776,geizig::A,zikoitz,بخيل
777,klug::A,zuhur,ذكي
778,klug::A,zuhur,عاقل
779,geschickt::A,trebe,ماهر
780,geschickt::A,antzetsu,ماهر
781,lieb::A,maite,عزيز
782,lieb::A,laztan,عزيز
783,lustig::A,alaitsu,مرح
784,sanft::A,eme,حليم
785,sanft::A,ezti,حليم
786,hungrig::A,gose,جائع
787,krank::A,eri,مريض
788,krank::A,gaixo,مريض
789,nackt::A,biluzi,عار
790,traurig::A,itun,حزين
791,traurig::A,betilun,حزين
792,lebendig::A,bizirik,حي
793,gut::A,on,جيد
794,schlecht::A,txar,سيء
795,richtig::A,zuzen,صحيح
796,schlimm::A,larri,خبيث
797,wahr::A,egiazko,حق
798,alt::A,zahar,قديم
799,neu::A,berri,جديد
800,ehemalig::A,lehengo,سابق
801,alt[Lebewesen]::A,adindun,مسن
802,jung::A,gazte,شاب
803,jung::A,gazte,صغير
804,arm::A,txiro,فقير
805,arm::A,behartsu,فقير
806,reich::A,dirudun,غني
