,Concept_ID,cs,az
178,Eule::N,sova,bayquş
179,Kranich::N,jeřáb,durna
180,Krähe::N,vrána,qarğa
181,Kuckuck::N,kukačka,ququ
182,Schwan::N,labuť,qu quşu
183,Fisch::N,ryba,balıq
184,Barsch::N,okoun,tar
185,Hecht::N,štika,durnabalığı
186,Schlange[Tier]::N,had,ilan
187,Wurm::N,červ,qurd
188,Spinne::N,pavouk,hörümçək
189,Ameise::N,mravenec,qarışqa
190,Laus::N,veš,bit
191,Mücke::N,komár,ağcaqanad
192,Fliege::N,moucha,milçək
193,Schmetterling::N,motýl,kəpənək
194,Beere::N,bobule,gilə
195,Apfel::N,jablko,alma
196,Pilz::N,houba,göbələk
197,Zwiebel::N,cibule,soğan
198,Saat::N,osivo,əkin
199,Korn::N,zrno,taxıl
200,Heu::N,seno,quru ot
201,Schale::N,slupka,qabıq
202,Schale::N,skořápka,qabıq
203,Grube::N,jáma,çuxur
204,Falle::N,past,tələ
205,Falle::N,past,duzaq
206,Falle::N,léčka,tələ
207,Falle::N,léčka,duzaq
208,Schlinge::N,smyčka,ilmək
209,Spur::N,stopa,iz
210,Asche::N,popel,kül
211,Dreck::N,špína,kir
212,Eisen::N,železo,dəmir
213,Gold::N,zlato,altun
214,Silber::N,stříbro,gümüş
215,Kohle::N,uhlí,kömür
216,Glas::N,sklo,şüşə
217,Lehm::N,jíl,gil
218,Lehm::N,jíl,palçıq
219,Lehm::N,hlína,gil
220,Lehm::N,hlína,palçıq
221,Sand::N,písek,qum
222,Mensch::N,člověk,adam
223,Mensch::N,člověk,insan
224,Mann::N,muž,kişi
225,Frau::N,žena,qadın
226,Kind::N,dítě,uşaq
227,Junge::N,hoch,oğlan
228,Junge::N,chlapec,oğlan
229,Mädchen::N,děvče,qız
230,Familie::N,rodina,ailə
231,Großvater::N,děd,baba
232,Großvater::N,dědeček,baba
233,Großmutter::N,babička,nənə
234,Eltern::N,rodiče,valideyn
235,Vater::N,otec,ata
236,Mutter::N,matka,ana
237,Sohn::N,syn,oğul
238,Tochter::N,dcera,qız
239,Bruder::N,bratr,qardaş
240,Schwester::N,sestra,bacı
241,Onkel::N,strýc,əmi
242,Onkel::N,strýc,dayı
243,Tante::N,teta,bibi
244,Ehemann::N,choť,ər
245,Ehemann::N,manžel,ər
246,Ehefrau::N,choť,arvad
247,Ehefrau::N,manželka,arvad
248,Freude::N,radost,nəşə
249,Freude::N,radost,sevinc
250,Gelächter::N,smích,gülüş
251,Gelächter::N,smích,qəhqəhə
252,Glück::N,štěstí,səadət
253,Glück::N,štěstí,xoşbəxtlik
254,Kummer::N,žal,qəm
255,Kummer::N,žal,kədər
256,Kummer::N,trápení,qəm
257,Kummer::N,trápení,kədər
258,Wunsch::N,přání,arzu
259,Lust::N,chuť,həvəs
260,Geist::N,duch,ruh
261,Gedanke::N,myšlenka,fikir
262,Gedanke::N,myšlenka,düşüncə
263,Gedächtnis::N,paměť,xatir
264,Gedächtnis::N,paměť,hafizə
265,Verstand::N,rozum,ağıl
266,Sinn::N,smysl,məna
267,Grund::N,důvod,səbəb
268,Wahrheit::N,pravda,haqq
269,Wahrheit::N,pravda,doğruluq
270,Gespräch::N,rozhovor,söhbət
271,Gespräch::N,rozhovor,qonuşma
272,Märchen::N,pohádka,nağıl
273,Erzählung::N,povídka,hekayə
274,Nachricht::N,zpráva,xəbər
275,Neuigkeit::N,novina,xəbər
276,Neuigkeit::N,novina,yenilik
277,Neuigkeit::N,novinka,xəbər
278,Neuigkeit::N,novinka,yenilik
279,Name::N,jméno,ad
280,Rätsel::N,hádanka,tapmaca
281,Rede::N,řeč,nitq
282,Rede::N,proslov,nitq
283,Sprache::N,řeč,dil
284,Sprache::N,jazyk,dil
285,Stimme::N,hlas,səs
286,Wort::N,slovo,söz
287,Wort::N,slovo,kəlmə
288,Zeichen::N,znamení,nişan
289,Ruf::N,zavolání,çığırtı
290,Lärm::N,hluk,gurultu
291,Laut::N,zvuk,səs
292,Ton::N,tón,ton
293,Lied::N,píseň,mahnı
294,Ruhe::N,klid,sakitlik
295,Ruhe::N,pokoj,sakitlik
296,Leute::N,lidé,xalq
297,Volk::N,národ,millət
298,Arbeit::N,práce,iş
299,Arbeit::N,práce,əmək
300,Gast::N,host,qonaq
301,Gast::N,host,müsafir
302,Geschenk::N,dar,hədiyyə
303,Spiel::N,hra,oyun
304,Spiel::N,hra,tamaşa
305,Gesellschaft::N,společnost,cəmiyyet
306,Hilfe::N,pomoc,kömək
307,Hilfe::N,pomoc,yardım
308,Freund::N,přítel,dost
309,Kamerad::N,kamarád,yoldaş
310,Angelegenheit::N,záležitost,iş
311,Anzahl::N,počet,say
312,Art::N,druh,çeşid
313,Stück::N,kus,dənə
314,Stück::N,kus,parça
315,Stück::N,kousek,dənə
316,Stück::N,kousek,parça
317,Teil::N,díl,qisim
318,Teil::N,část,qisim
319,Hälfte::N,půl,yarım
320,Kreis::N,kruh,dairə
321,Kreuz::N,kříž,xaç
322,Linie::N,linka,xətt
323,Strich::N,čára,cızıq
324,Strich::N,čárka,cızıq
325,Abstand::N,vzdálenost,məsafə
326,Entfernung::N,vzdálenost,məsafə
327,Entfernung::N,vzdálenost,uzaqlıq
328,Gegend::N,krajina,bölgə
329,Platz::N,prostor,yer
330,Ort::N,místo,yer
331,Seite::N,strana,yan
332,Seite::N,strana,tərəf
333,Mitte::N,střed,orta
334,Mitte::N,prostředek,orta
335,Gegenstand::N,předmět,şey
336,Sache::N,věc,şey
337,Rand::N,kraj,kənar
338,Rand::N,okraj,kənar
339,Kante::N,hrana,tiyə
340,Kante::N,hrana,kənar
341,Ecke::N,roh,bucaq
342,Spitze::N,hrot,uc
343,Spitze::N,špička,uc
344,Ende::N,konec,son
345,Ende::N,konec,axır
346,Loch::N,díra,deşik
347,Winkel::N,kout,guşə
348,Muster::N,vzor,ülgü
349,Größe::N,velikost,böyüklük
350,Länge::N,délka,uzunluq
351,Höhe::N,výška,yüksəklik
352,Gewicht::N,váha,çəki
353,Gewicht::N,váha,ağırlıq
354,Menge::N,množství,miqdar
355,Haufen::N,kupa,yığın
356,Haufen::N,hromada,yığın
357,Reihe::N,řada,səf
358,Reihe::N,řada,sıra
359,Reihe::N,řádek,səf
360,Reihe::N,řádek,sıra
361,Boot::N,člun,qayıq
362,Ruder::N,veslo,kürək
363,Schlitten::N,sáně,kirşə
364,Ski::N,lyže,xizək
365,Lagerfeuer::N,táborák,düşərgə tonqalı
366,Last::N,náklad,yük
367,Last::N,břemeno,yük
368,Gang::N,chůze,yeriş
369,Gang::N,chodba,yeriş
370,Schritt::N,krok,addım
371,Norden::N,sever,şimal
372,Süden::N,jih,cənub
373,Westen::N,západ,qərb
374,Osten::N,východ,şərq
375,Holz::N,dřevo,ağac
376,Holz::N,dřevo,taxta
377,Brett::N,prkno,taxta
378,Platte::N,deska,lövhə
379,Stütze::N,opěra,dayaq
380,Stütze::N,opěra,dəstək
381,Stange::N,tyč,şüvül
382,Stange::N,tyčka,şüvül
383,Stock::N,hůlka,dəyənək
384,Stab::N,hůl,əsa
385,Stab::N,hůl,şüvül
386,Rohr::N,trubka,boru
387,Rohr::N,trubka,truba
388,Haus::N,dům,ev
389,Heim::N,domov,ev
390,Ofen::N,kamna,peç
391,Ofen::N,kamna,soba
392,Fußboden::N,podlaha,döşəmə
393,Tisch::N,stůl,masa
394,Stuhl::N,židle,stul
395,Wiege::N,kolébka,beşik
396,Bett::N,postel,yataq
397,Regal::N,regál,rəf
398,Regal::N,police,rəf
399,Kiste::N,bedna,yeşik
400,Kiste::N,bedna,sandıq
401,Fenster::N,okno,pəncərə
402,Tür::N,dveře,qapı
403,Tor::N,vrata,darvaza
404,Zaun::N,plot,çəpər
405,Dach::N,střecha,dam
406,Leiter::N,žebřík,nərdivan
407,Besen::N,koště,süpürgə
408,Besen::N,smeták,süpürgə
409,Spaten::N,rýč,kürək
410,Schaufel::N,lopata,kürək
411,Gabel::N,vidlička,çəngəl
412,Löffel::N,lžíce,qaşıq
413,Messer::N,nůž,bıçaq
414,Nagel::N,hřebík,mıx
415,Netz::N,síť,tor
416,Haken::N,hák,çəngəl
417,Griff::N,držadlo,qulp
418,Griff::N,držadlo,tutacaq
419,Schloss::N,zámek,qıfıl
420,Bild::N,obraz,rəsm
421,Figur::N,figura,şəkil
422,Figur::N,figura,heykəl
423,Puppe::N,panenka,kukla
424,Puppe::N,panenka,gəlincik
425,Beutel::N,pytlík,kisə
426,Beutel::N,pytlík,torba
427,Bündel::N,svazek,bağlama
428,Tasche::N,taška,çanta
429,Tasche::N,brašna,çanta
430,Eimer::N,kýbl,vedrə
431,Eimer::N,kýbl,çəllək
432,Eimer::N,vědro,vedrə
433,Eimer::N,vědro,çəllək
434,Deckel::N,víko,qapaq
435,Deckel::N,příklop,qapaq
436,Geschirr::N,nádobí,qab-qazan
437,Sack::N,pytel,çuval
438,Tasse::N,šálek,fincan
439,Topf::N,hrnec,qazan
440,Kessel::N,kotel,qazan
441,Essen::N,jídlo,yemək
442,Nahrung::N,strava,qida
443,Nahrung::N,potrava,qida
444,Speise::N,jídlo,xörək
445,Fleisch::N,maso,ət
446,Getreide::N,obilí,taxıl
447,Brei::N,kaše,aş
448,Brei::N,kaše,sıyıq
449,Brot::N,chléb,çörək
450,Scheibe::N,krajíc,dilim
451,Fett::N,tuk,yağ
452,Fett::N,omastek,yağ
453,Butter::N,máslo,kərə yağı
454,Öl::N,olej,yağ
455,Salz::N,sůl,duz
456,Suppe::N,polévka,şorba
457,Honig::N,med,bal
458,Milch::N,mléko,süd
459,Tee::N,čaj,çay
460,Leder::N,kůže,dəri
461,Wolle::N,vlna,yun
462,Stoff::N,látka,qumaş
463,Nadel::N,jehla,iynə
464,Faden::N,nit,sap
465,Knopf::N,knoflík,düymə
466,Knoten::N,uzel,düyün
467,Farbe::N,barva,boya
468,Kleidung::N,šaty,geyim
469,Kleidung::N,šatstvo,geyim
470,Hemd::N,košile,köynək
471,Kragen::N,límec,yaxa
472,Ärmel::N,rukáv,qol
473,Hose::N,kalhoty,şalvar
474,Gürtel::N,pás,kəmər
475,Gürtel::N,opasek,kəmər
476,Mütze::N,čepice,şapka
477,Schuh::N,bota,tufli
478,Schuh::N,bota,ayaqqabı
479,Stiefel::N,holínka,çəkmə
480,Ring::N,prsten,üzük
481,Band::N,pásek,lent
482,Kamm::N,hřeben,daraq
483,Spiegel::N,zrcadlo,güzgü
484,Riemen::N,řemen,qayış
485,Schnur::N,šňůra,ip
486,Leine::N,vodítko,kəmsik
487,Decke::N,pokrývka,ədyal
488,Decke::N,pokrývka,yorğan
489,Decke::N,přikrývka,ədyal
490,Decke::N,přikrývka,yorğan
491,Kissen::N,polštář,yastıq
492,Tuch::N,šátek,şarf
493,Tuch::N,šátek,kaşne
494,Handtuch::N,ručník,dəsmal
495,Kraft::N,síla,güc
496,Stärke::N,síla,qüvvət
497,Gesundheit::N,zdraví,sağlamlıq
498,Krankheit::N,nemoc,xəstəlik
499,Krankheit::N,choroba,xəstəlik
500,Schmerz::N,bolest,ağrı
501,Schmerz::N,bolest,sancı
502,Wunde::N,rána,yara
503,Fieber::N,horečka,isitmə
504,Fieber::N,horečka,qızdırma
505,Arznei::N,lék,ilaç
506,Arznei::N,lék,dərman
507,Brücke::N,most,körpü
508,Brunnen::N,studna,quyu
509,Weide::N,pastva,otlaq
510,Weide::N,pastvina,otlaq
511,Pfad::N,pěšina,cığır
512,Weg::N,cesta,yol
513,Straße::N,silnice,küçə
514,Dorf::N,vesnice,kənd
515,Stadt::N,město,şəhər
516,Brief::N,dopis,məktub
517,Buch::N,kniha,kitab
518,Buchstabe::N,písmeno,hərf
519,Zeitung::N,noviny,qəzet
520,Leben::N,život,həyat
521,Tod::N,smrt,ölüm
522,Grab::N,hrob,qəbir
523,Kirche::N,kostel,kilsə
524,Sünde::N,hřích,günah
525,Gott::N,bůh,tanrı
526,Arbeiter::N,dělník,işçi
527,Arbeiter::N,pracovník,işçi
528,Chef::N,šéf,şef
529,Chef::N,šéf,rəis
530,Chef::N,vedoucí,şef
531,Chef::N,vedoucí,rəis
532,Meister::N,mistr,usta
533,Arzt::N,lékař,həkim
534,Arzt::N,lékař,doktor
535,Lehrer::N,učitel,müəllim
536,Geld::N,peníze,pul
537,Geschäft::N,obchod,ticarət
538,Laden::N,krám,dükan
539,Preis::N,cena,qiymət
540,Ware::N,zboží,mal
541,Nutzen::N,užitek,fayda
542,Reichtum::N,bohatství,zənginlik
543,Welt::N,svět,aləm
544,Welt::N,svět,dünya
545,Land::N,země,ölkə
546,Staat::N,stát,dövlət
547,König::N,král,kral
548,König::N,král,məlik
549,Macht::N,moc,qüdrət
550,Macht::N,mocnost,qüdrət
551,Grenze::N,hranice,hüdud
552,Grenze::N,hranice,sərhət
553,Krieg::N,válka,hərb
554,Krieg::N,válka,müharibə
555,Feind::N,nepřítel,düşmən
556,Gewalt::N,násilí,cəbr
557,Kampf::N,boj,savaş
558,Bogen[Waffe]::N,luk,yay
559,Pfeil::N,šíp,ox
560,Gewehr::N,puška,tüfəng
561,Gewehr::N,ručnice,tüfəng
562,Fehler::N,chyba,xəta
563,Lüge::N,lež,yalan
564,Schaden::N,škoda,ziyan
565,Unglück::N,neštěstí,bəla
566,Schuld::N,vina,təqsir
567,Alter::N,věk,yaş
568,Schluss::N,konec,son
569,Zeit::N,čas,vaxt
570,Zeit::N,čas,zaman
571,Tag::N,den,gün
572,Morgen::N,ráno,sabah
573,Morgen::N,jitro,sabah
574,Mittag::N,poledne,günorta
575,Abend::N,večer,axşam
576,Nacht::N,noc,gecə
577,Woche::N,týden,həftə
578,Monat::N,měsíc,ay
579,Jahr::N,rok,il
580,Frühling::N,jaro,yaz
581,Frühling::N,jaro,bahar
582,Sommer::N,léto,yay
583,Herbst::N,podzim,payız
584,Winter::N,zima,qış
585,Januar::N,leden,Janvar
586,Februar::N,únor,Fevral
587,März::N,březen,Mart
588,April::N,duben,Aprel
589,Mai::N,květen,May
590,Juni::N,červen,İyun
591,Juli::N,červenec,İyul
592,August::N,srpen,Avqust
593,September::N,září,Sentyabr
594,Oktober::N,říjen,Oktyabr
595,November::N,listopad,Noyabr
596,Dezember::N,prosinec,Dekabr
597,Montag::N,pondělí,bazar ertəsi
598,Montag::N,pondělek,bazar ertəsi
599,Dienstag::N,úterý,çərşənbə axşamı
600,Mittwoch::N,středa,çərşənbə
601,Donnerstag::N,čtvrtek,cüme axşamı
602,Freitag::N,pátek,cüme
603,Samstag::N,sobota,şənbə
604,Sonntag::N,neděle,bazar
605,groß::A,velký,böyük
606,klein::A,malý,kiçik
607,lang::A,dlouhý,uzun
608,kurz::A,krátký,qısa
609,breit::A,široký,enli
610,breit::A,široký,geniş
611,schmal::A,úzký,dar
612,dicht::A,hustý,sıx
613,dick[Gegenstand]::A,tlustý,qalın
614,dünn::A,tenký,nazik
615,fein::A,jemný,incə
616,fest::A,pevný,bərk
617,fest::A,pevný,möhkəm
618,flach::A,plochý,düz
619,flach::A,placatý,düz
620,glatt::A,hladký,hamar
621,hart::A,tvrdý,sərt
622,weich::A,měkký,yumşaq
623,rund::A,kulatý,yuvarlaq
624,rund::A,okrouhlý,yuvarlaq
625,spitz::A,špičatý,uclu
626,spitz::A,špičatý,sivri
627,scharf::A,ostrý,kəskin
628,stumpf::A,tupý,küt
629,schwer::A,těžký,ağır
630,schön::A,pěkný,gözəl
631,schön::A,pěkný,gəşəng
632,schön::A,krásný,gözəl
633,schön::A,krásný,gəşəng
634,heiß::A,horký,isti
635,warm::A,teplý,ilıq
636,kalt::A,studený,soyuq
637,kühl::A,chladný,sərin
638,frisch::A,svěží,təzə
639,feucht::A,vlhký,nəm
640,nass::A,mokrý,yaş
641,trocken::A,suchý,quru
642,voll::A,plný,dolu
643,leer::A,prázdný,boş
644,offen::A,otevřený,açıq
645,geschlossen::A,zavřený,qapalı
646,sauber::A,čistý,təmiz
647,schmutzig::A,špinavý,kirli
648,roh::A,syrový,çiy
649,reif::A,zralý,yetişmiş
650,lecker::A,chutný,dadlı
651,lecker::A,chutný,ləzzətli
652,süß::A,sladký,şirin
653,bitter::A,hořký,acı
654,sauer::A,kyselý,turş
655,hell::A,světlý,aydın
656,dunkel::A,temný,qaranlıq
657,schwarz::A,černý,qara
658,weiß::A,bílý,ağ
659,rot::A,rudý,qırmızı
660,rot::A,červený,qırmızı
661,gelb::A,žlutý,sarı
662,blau::A,modrý,göy
663,blau::A,modrý,mavi
664,grün::A,zelený,yaşıl
665,grau::A,šedý,boz
666,grau::A,šedivý,boz
667,bunt::A,pestrý,əlvan
668,bunt::A,pestrý,rəngli
669,billig::A,levný,ucuz
670,billig::A,laciný,ucuz
671,teuer::A,drahý,bahalı
672,wertvoll::A,cenný,qiymətli
673,blind::A,slepý,kor
674,taub::A,hluchý,kar
675,kräftig::A,silný,güclü
676,stark::A,silný,qüvvətli
677,schwach::A,slabý,zəif
678,schwach::A,slabý,gücsüz
679,fett::A,tučný,şişman
680,fett::A,tlustý,şişman
681,schlank::A,štíhlý,zərif
682,hübsch::A,hezký,göyçək
683,böse::A,zlý,fəna
684,dumm::A,hloupý,axmaq
685,faul::A,líný,tənbəl
686,fleißig::A,pilný,çalışqan
687,geizig::A,lakomý,xəsis
688,klug::A,chytrý,ağıllı
689,geschickt::A,šikovný,bacarıqlı
690,lieb::A,milý,əziz
691,lieb::A,milý,sevimli
692,lustig::A,veselý,məzəli
693,lustig::A,veselý,gülməli
694,sanft::A,mírný,mülayim
695,hungrig::A,hladový,ac
696,krank::A,nemocný,xəstə
697,nackt::A,nahý,çılpaq
698,traurig::A,smutný,qəmgin
699,traurig::A,smutný,kədərli
700,traurig::A,truchlivý,qəmgin
701,traurig::A,truchlivý,kədərli
702,lebendig::A,živý,canlı
703,gut::A,dobrý,yaxşı
704,schlecht::A,špatný,pis
705,richtig::A,pravý,doğru
706,richtig::A,správný,doğru
707,schlimm::A,zlý,fəna
708,wahr::A,pravdivý,gərçək
709,alt::A,starý,əski
710,alt::A,starý,köhnə
711,neu::A,nový,yeni
712,ehemalig::A,bývalý,əvvəlki
713,alt[Lebewesen]::A,starý,qoca
714,jung::A,mladý,gənc
715,arm::A,chudý,kasıb
716,arm::A,chudý,yoxsul
717,reich::A,bohatý,zəngin
718,bekannt::A,známý,tanış
719,berühmt::A,slavný,məşhur
720,fremd::A,cizí,yad
721,verschieden::A,různý,dürlü
722,verschieden::A,rozličný,dürlü
723,nah::A,blízký,yaxın
724,fern::A,daleký,uzaq
725,linker::A,levý,sol
726,rechter::A,pravý,sağ
727,anderer::A,jiný,başqa
728,erster::A,první,birinci
729,zweiter::A,druhý,ikinci
730,dritter::A,třetí,üçüncü
731,letzter::A,poslední,sonuncu
732,letzter::A,poslední,axırıncı
733,allein::ADV,sám,tək
734,allein::ADV,sám,yalqız
735,auf einmal::ADV,najednou,birdən
736,zusammen::ADV,spolu,birlikdə
737,zusammen::ADV,dohromady,birlikdə
738,lange::ADV,dlouho,uzun
739,plötzlich::ADV,vtom,qəfildən
740,plötzlich::ADV,náhle,qəfildən
741,sofort::ADV,hned,həmən
742,sofort::ADV,hned,dərhal
743,sofort::ADV,ihned,həmən
744,sofort::ADV,ihned,dərhal
745,später::ADV,později,sonra
746,jetzt::ADV,teď,indi
747,jetzt::ADV,nyní,indi
748,heute::ADV,dnes,bugün
749,heute::ADV,dneska,bugün
750,morgen::ADV,zítra,sabah
751,bald::ADV,brzo,yaxında
752,bald::ADV,brzo,tezliklə
753,dann::ADV,pak,onda
754,dann::ADV,potom,onda
755,gestern::ADV,včera,dünən
756,einst::ADV,kdysi,əvvəllər
757,damals::ADV,tehdy,o vaxt
758,damals::ADV,tenkrát,o vaxt
759,danach::ADV,podle toho,sonra
760,vorher::ADV,dříve,qabaqcadan
761,vorher::ADV,napřed,qabaqcadan
762,zuerst::ADV,nejprve,əvvəl
763,zuerst::ADV,nejdříve,əvvəl
764,einmal::ADV,jednou,bir dəfə
765,manchmal::ADV,někdy,hərdənbir
766,oft::ADV,často,tez-tez
767,oft::ADV,často,çox vaxt
768,immer::ADV,vždy,daimi
769,immer::ADV,vždy,həmişə
770,immer::ADV,stále,daimi
771,immer::ADV,stále,həmişə
772,niemals::ADV,nikdy,əsla
773,niemals::ADV,nikdy,heç bir zaman
774,hier::ADV,zde,bura
775,hier::ADV,zde,burada
776,hier::ADV,tady,bura
777,hier::ADV,tady,burada
778,hierhin::ADV,sem,buraya
779,von hier::ADV,odtud,buradan
780,dort::ADV,tam,ora
781,dort::ADV,tam,orada
782,dorthin::ADV,tam,oraya
783,geradeaus::ADV,rovně,düz
784,vorwärts::ADV,kupředu,irəli
785,rückwärts::ADV,zpět,geri
786,zurück::ADV,zpět,geriyə
787,zurück::ADV,nazpět,geriyə
788,unten::ADV,dole,aşağıda
789,hinab::ADV,dolů,aşağı
790,oben::ADV,nahoře,yuxarıda
791,oben::ADV,navrchu,yuxarıda
792,hinauf::ADV,nahoru,yuxarı
793,überall::ADV,všude,hər yerdə
794,nicht::ADV,ne,-ma-
795,ein wenig::ADV,trochu,bir az
796,kaum::ADV,sotva,güclə
797,sehr::ADV,velmi,çox
798,sehr::ADV,velice,çox
799,so::ADV,tak,belə
800,so::ADV,takto,belə
801,noch::ADV,ještě,hələ
802,nur::ADV,jen,yalnız
803,nur::ADV,jenom,yalnız
804,schon::ADV,už,artıq
805,schon::ADV,již,artıq
806,wieder::ADV,zase,yenə
807,vergebens::ADV,marně,boş yerə
808,vor::PRP,před,önündə
809,hinter::PRP,za,arxasında
810,unter::PRP,pod,altında
811,durch::PRP,skrz,içindən
812,neben::PRP,vedle,yanında
813,zwischen::PRP,mezi,arasında
814,wegen::PRP,pro,üçün
