,Concept_ID,fi,ar
83,Feuer::N,tuli,نار
84,Licht::N,valo,نور
85,Licht::N,valo,ضوء
86,Schatten::N,varjo,ظل
87,Schatten::N,varjo,فيء
88,Wetter::N,sää,جو
89,Wetter::N,sää,طقس
90,Nebel::N,sumu,ضباب
91,Wolke::N,pilvi,غيمة
92,Wolke::N,pilvi,سحابة
93,Regen::N,sade,مطر
94,Schnee::N,lumi,ثلج
95,Eis::N,jää,جليد
96,Frost::N,halla,صقيع
97,Frost::N,pakkanen,صقيع
98,Kälte::N,vilu,برد
99,Kälte::N,kylmyys,برد
100,Hitze::N,helle,حر
101,Hitze::N,helle,حرارة
102,Hitze::N,kuumuus,حر
103,Hitze::N,kuumuus,حرارة
104,Raureif::N,huurre,صقيع
105,Regenbogen::N,sateenkaari,قوس قزح
106,Donner::N,jyrinä,رعد
107,Strömung::N,virtaus,تيار
108,Tropfen::N,tippa,قطرة
109,Tropfen::N,pisara,قطرة
110,Schaum::N,vaahto,زبد
111,Schaum::N,vaahto,رغوة
112,Schmutz::N,loka,وسخ
113,See::N,järvi,بحيرة
114,Sumpf::N,suo,مستنقع
115,Moor::N,räme,مستنقع
116,Wiese::N,niitty,مرج
117,Wald::N,metsä,غابة
118,Hügel::N,mäki,تل
119,Hügel::N,kumpu,تل
120,Hügel::N,kukkula,تل
121,Anhöhe::N,mäki,تل
122,Anhöhe::N,kumpare,تل
123,Berg::N,mäki,جبل
124,Berg::N,vuori,جبل
125,Gipfel::N,laki,قمة
126,Gipfel::N,huippu,قمة
127,Höhle::N,luola,كهف
128,Abhang::N,rinne,منحدر
129,Quelle::N,lähde,منبع
130,Bach::N,puro,مجرى
131,Fluss::N,joki,نهر
132,Ufer::N,ranta,ضفة
133,Küste::N,rannikko,ساحل
134,Festland::N,manner,بر
135,Meer::N,meri,بحر
136,Bucht::N,lahti,خليج
137,Insel::N,saari,جزيرة
138,Blume::N,kukka,زهرة
139,Gras::N,ruoho,حشيش
140,Wurzel::N,juuri,أصل
141,Baum::N,puu,شجرة
142,Stamm::N,runko,جذع
143,Rinde::N,kuori,قشرة
144,Rinde::N,parkki,قشرة
145,Ast::N,oksa,فرع
146,Zweig::N,haara,غصن
147,Blatt::N,lehti,ورقة
148,Birke::N,koivu,قضبان
149,Kiefer[Baum]::N,mänty,صنوبرة
150,Kiefer[Baum]::N,petäjä,صنوبرة
151,Weide[Baum]::N,paju,صفصاف
152,Tanne::N,kuusi,شوح
153,Tanne::N,kuusi,تبوب
154,Horn::N,sarvi,قرن
155,Feder::N,sulka,ريشة
156,Feder::N,höyhen,ريشة
157,Fell::N,talja,فرو
158,Flügel::N,siipi,جناح
159,Klaue::N,kynsi,مخلب
160,Kralle::N,kynsi,مخلب
161,Schwanz::N,häntä,ذيل
162,Schwanz::N,pyrstö,ذيل
163,Ei::N,muna,بيض
164,Nest::N,pesä,عش
165,Bau::N,pesä,جحر
166,Tier::N,eläin,حيوان
167,Herde::N,lauma,قطيع
168,Kuh::N,lehmä,بقرة
169,Bulle::N,sonni,ثور
170,Pferd::N,hevonen,خيل
171,Schaf::N,lammas,شاة
172,Schwein::N,sika,خنزير
173,Hund::N,koira,كلب
174,Katze::N,kissa,قطة
175,Bär::N,karhu,دب
176,Eichhörnchen::N,orava,سنجاب
177,Elch::N,hirvi,موظ
178,Fuchs::N,kettu,ثعلب
179,Hase::N,jänis,أرنب
180,Maus::N,hiiri,فأرة
181,Wolf::N,susi,ذئب
182,Vogel::N,lintu,طير
183,Schwarm::N,parvi,سرب
184,Huhn::N,kana,دجاجة
185,Hahn::N,kukko,ديك
186,Gans::N,hanhi,وزة
187,Adler::N,kotka,نسر
188,Ente::N,ankka,بطة
189,Eule::N,pöllö,بوم
190,Kranich::N,kurki,كركي
191,Krähe::N,varis,غراب
192,Kuckuck::N,käki,وقواق
193,Schwan::N,joutsen,إوز عراقي
194,Fisch::N,kala,سمك
195,Barsch::N,ahven,فرخ أوربي
196,Hecht::N,hauki,سمك الكراكي
197,Schlange[Tier]::N,käärme,حية
198,Schlange[Tier]::N,käärme,ثعبان
199,Wurm::N,mato,دودة
200,Spinne::N,hämähäkki,عنكبوت
201,Ameise::N,muurahainen,نملة
202,Laus::N,täi,قملة
203,Mücke::N,sääski,ناموسة
204,Mücke::N,hyttynen,ناموسة
205,Fliege::N,kärpänen,ذبابة
206,Schmetterling::N,perhonen,فراشة
207,Beere::N,marja,حبة
208,Apfel::N,omena,تفاح
209,Pilz::N,sieni,فطر
210,Zwiebel::N,sipuli,بصل
211,Saat::N,siemenet,زرع
212,Korn::N,jyvä,حبة
213,Korn::N,vilja,حبة
214,Heu::N,heinä,دريس
215,Schale::N,kuori,قشرة
216,Grube::N,kuoppa,نقرة
217,Falle::N,loukku,فخ
218,Falle::N,loukku,مصيدة
219,Schlinge::N,ansa,عروة
220,Spur::N,jälki,أثر
221,Asche::N,tuhka,رماد
222,Dreck::N,lika,قذر
223,Eisen::N,rauta,حديد
224,Gold::N,kulta,ذهب
225,Silber::N,hopea,فضة
226,Kohle::N,hiili,فحم
227,Glas::N,lasi,زجاج
228,Lehm::N,savi,طين
229,Sand::N,hiekka,رمل
230,Mensch::N,ihminen,إنسان
231,Mann::N,mies,رجل
232,Frau::N,nainen,امرأة
233,Kind::N,lapsi,طفل
234,Junge::N,poika,ولد
235,Mädchen::N,tyttö,بنت
236,Familie::N,perhe,عائلة
237,Großvater::N,isoisä,جد
238,Großmutter::N,isoäiti,جدة
239,Eltern::N,vanhemmat,أبوان
240,Eltern::N,vanhemmat,والدان
241,Vater::N,isä,أب
242,Mutter::N,äiti,أم
243,Sohn::N,poika,إبن
244,Tochter::N,tytär,بنت
245,Tochter::N,tytär,إبنة
246,Bruder::N,veli,أخ
247,Bruder::N,veli,شقيق
248,Schwester::N,sisko,أخت
249,Onkel::N,eno,عم
250,Onkel::N,setä,عم
251,Tante::N,täti,عمة
252,Ehemann::N,mies,زوج
253,Ehemann::N,aviomies,زوج
254,Ehefrau::N,vaimo,زوجة
255,Ehefrau::N,aviovaimo,زوجة
256,Freude::N,ilo,فرح
257,Freude::N,ilo,سرور
258,Freude::N,riemu,فرح
259,Freude::N,riemu,سرور
260,Gelächter::N,nauru,قهقهة
261,Glück::N,onni,سعادة
262,Kummer::N,suru,غم
263,Kummer::N,murhe,غم
264,Wunsch::N,toive,منية
265,Wunsch::N,toivomus,منية
266,Lust::N,himo,شهوة
267,Geist::N,henki,روح
268,Gedanke::N,aate,فكرة
269,Gedanke::N,ajatus,فكرة
270,Gedächtnis::N,muisti,ذاكرة
271,Verstand::N,äly,عقل
272,Verstand::N,järki,عقل
273,Verstand::N,ymmärrys,عقل
274,Sinn::N,merkitys,معنى
275,Grund::N,syy,سبب
276,Grund::N,peruste,سبب
277,Wahrheit::N,tosi,حقيقة
278,Wahrheit::N,totuus,حقيقة
279,Gespräch::N,puhelu,محادثة
280,Gespräch::N,keskustelu,محادثة
281,Märchen::N,satu,خرافة
282,Erzählung::N,tarina,قصة
283,Erzählung::N,tarina,حكاية
284,Erzählung::N,kertomus,قصة
285,Erzählung::N,kertomus,حكاية
286,Nachricht::N,tieto,خبر
287,Nachricht::N,ilmoitus,خبر
288,Neuigkeit::N,uutinen,خبر جديد
289,Name::N,nimi,اسم
290,Rätsel::N,arvoitus,لغز
291,Rede::N,puhe,خطبة
292,Sprache::N,kieli,لغة
293,Stimme::N,ääni,صوت
294,Wort::N,sana,كلمة
295,Zeichen::N,merkki,رمز
296,Zeichen::N,merkki,إشارة
297,Ruf::N,kutsu,نداء
298,Lärm::N,melu,صخب
299,Lärm::N,melu,ضجة
300,Lärm::N,hälinä,صخب
301,Lärm::N,hälinä,ضجة
302,Laut::N,ääni,صوت
303,Ton::N,sävel,نغمة
304,Lied::N,laulu,أغنية
305,Ruhe::N,lepo,هدوء
306,Ruhe::N,rauha,هدوء
307,Leute::N,väki,ناس
308,Leute::N,ihmiset,ناس
309,Volk::N,kansa,شعب
310,Arbeit::N,työ,عمل
311,Gast::N,vieras,ضيف
312,Geschenk::N,lahja,هدية
313,Spiel::N,peli,لعب
314,Spiel::N,leikki,لعب
315,Gesellschaft::N,seura,صحبة
316,Hilfe::N,apu,عون
317,Hilfe::N,apu,مساعدة
318,Freund::N,ystävä,صديق
319,Kamerad::N,toveri,زميل
320,Angelegenheit::N,asia,أمر
321,Angelegenheit::N,asia,شأن
322,Anzahl::N,lukumäärä,عدد
323,Art::N,laji,نوع
324,Stück::N,pala,قطعة
325,Stück::N,kappale,قطعة
326,Teil::N,osa,قسم
327,Hälfte::N,puoli,نصف
328,Kreis::N,ympyrä,دائرة
329,Kreuz::N,risti,صليب
330,Linie::N,viiva,خط
331,Strich::N,piirto,شرطة
332,Abstand::N,väli,مسافة
333,Abstand::N,väljyys,مسافة
334,Entfernung::N,etäisyys,بعد
335,Gegend::N,seutu,ناحية
336,Platz::N,tila,فراغ
337,Ort::N,kohta,مكان
338,Ort::N,paikka,مكان
339,Seite::N,sivu,جانب
340,Seite::N,kylki,جانب
341,Mitte::N,keskus,وسط
342,Mitte::N,puoliväli,وسط
343,Gegenstand::N,kalu,موضوع
344,Gegenstand::N,esine,موضوع
345,Sache::N,asia,شيء
346,Rand::N,ääri,حافة
347,Rand::N,syrjä,حافة
348,Kante::N,särmä,حافة
349,Ecke::N,nurkka,ركن
350,Spitze::N,terä,سن
351,Spitze::N,kärki,سن
352,Ende::N,pää,طرف
353,Ende::N,perä,طرف
354,Loch::N,kolo,ثقب
355,Loch::N,reikä,ثقب
356,Winkel::N,kulma,زاوية
357,Muster::N,kuvio,عينة
358,Größe::N,koko,حجم
359,Größe::N,suuruus,حجم
360,Länge::N,pituus,طول
361,Höhe::N,korkeus,علو
362,Höhe::N,korkeus,ارتفاع
363,Gewicht::N,paino,وزن
364,Menge::N,määrä,كمية
365,Haufen::N,kasa,كوم
366,Reihe::N,rivi,صف
367,Boot::N,vene,قارب
368,Boot::N,vene,زورق
369,Ruder::N,airo,مجذاف
370,Schlitten::N,reki,مزلقة
371,Schlitten::N,kelkka,مزلقة
372,Ski::N,suksi,زلاجة
373,Lagerfeuer::N,nuotio,نار المخيم
374,Last::N,kuorma,حمل
375,Gang::N,kulku,مشية
376,Gang::N,käynti,مشية
377,Schritt::N,askel,خطوة
378,Norden::N,pohjoinen,شمال
379,Süden::N,etelä,جنوب
380,Westen::N,länsi,غرب
381,Osten::N,itä,شرق
382,Holz::N,puu,خشب
383,Brett::N,lauta,لوح
384,Platte::N,levy,صفيحة
385,Stütze::N,noja,سند
386,Stütze::N,noja,دعامة
387,Stange::N,tanko,عود
388,Stock::N,keppi,عصا
389,Stab::N,sauva,قضيب
390,Stab::N,seiväs,قضيب
391,Rohr::N,putki,أنبوبة
392,Haus::N,talo,دار
393,Haus::N,talo,بيت
394,Heim::N,koti,بيت
395,Heim::N,koti,مسكن
396,Ofen::N,uuni,مدفأة
397,Fußboden::N,lattia,أرضية
398,Tisch::N,pöytä,مائدة
399,Stuhl::N,tuoli,كرسي
400,Wiege::N,kehto,مهد
401,Bett::N,sänky,سرير
402,Regal::N,hylly,رف
403,Kiste::N,arkku,صندوق
404,Kiste::N,kirstu,صندوق
405,Kiste::N,laatikko,صندوق
406,Fenster::N,ikkuna,شباك
407,Fenster::N,ikkuna,نافذة
408,Tür::N,ovi,باب
409,Tor::N,portti,بوابة
410,Zaun::N,aita,سياج
411,Dach::N,katto,سطح
412,Leiter::N,tikkaat,سلم
413,Leiter::N,tikapuut,سلم
414,Besen::N,luuta,مكنسة
415,Spaten::N,lapio,مسحاة
416,Schaufel::N,lapio,مجرفة
417,Gabel::N,haarukka,شوكة
418,Löffel::N,lusikka,ملعقة
419,Messer::N,veitsi,سكين
420,Nagel::N,naula,مسمار
421,Netz::N,verkko,شبكة
422,Haken::N,haka,خطاف
423,Haken::N,haka,صنارة
424,Haken::N,koukku,خطاف
425,Haken::N,koukku,صنارة
426,Griff::N,ripa,قبضة
427,Griff::N,kahva,قبضة
428,Schloss::N,lukko,قفل
429,Bild::N,kuva,صورة
430,Figur::N,kuvio,تمثال
431,Puppe::N,nukke,دمية
432,Beutel::N,pussi,كيس
433,Bündel::N,nippu,ربطة
434,Bündel::N,kimppu,ربطة
435,Tasche::N,laukku,شنطة
436,Tasche::N,laukku,محفظة
437,Eimer::N,sanko,سطل
438,Eimer::N,sanko,جردل
439,Eimer::N,ämpäri,سطل
440,Eimer::N,ämpäri,جردل
441,Deckel::N,kansi,سداد
442,Geschirr::N,astia,أوان
443,Sack::N,säkki,زكيبة
444,Tasse::N,kuppi,فنجان
445,Topf::N,pata,قدر
446,Topf::N,pata,طنجرة
447,Kessel::N,kattila,قدر
448,Kessel::N,kattila,غلاية
449,Essen::N,syönti,طعام
450,Nahrung::N,ruoka,غذاء
451,Nahrung::N,ravinto,غذاء
452,Speise::N,ruoka,أكل
453,Fleisch::N,liha,لحم
454,Getreide::N,vilja,حبوب
455,Brei::N,puuro,عصيدة
456,Brot::N,leipä,خبز
457,Scheibe::N,viipale,شريحة
458,Fett::N,rasva,سمن
459,Butter::N,voi,زبدة
460,Öl::N,öljy,زيت
461,Salz::N,suola,ملح
462,Suppe::N,keitto,حساء
463,Suppe::N,keitto,شربة
464,Honig::N,hunaja,عسل
465,Milch::N,maito,حليب
466,Tee::N,tee,شاي
467,Leder::N,nahka,جلد
468,Wolle::N,villa,صوف
469,Stoff::N,kangas,قماش
470,Nadel::N,neula,إبرة
471,Faden::N,lanka,خيط
472,Knopf::N,nappi,زر
473,Knoten::N,solmu,عقدة
474,Farbe::N,maali,صبغة
475,Kleidung::N,vaatteet,ملابس
476,Hemd::N,paita,قميص
477,Kragen::N,kaulus,ياقة
478,Ärmel::N,hiha,كم
479,Hose::N,housut,سروال
480,Hose::N,housut,بنطلون
481,Gürtel::N,vyö,حزام
482,Mütze::N,lakki,طاقية
483,Schuh::N,kenkä,حذاء
484,Stiefel::N,saapas,جزمة
485,Stiefel::N,saapas,حذاء طويل
486,Ring::N,sormus,حلقة
487,Band::N,nauha,شريط
488,Kamm::N,kampa,مشط
489,Spiegel::N,peili,مرآة
490,Riemen::N,hihna,سير
491,Schnur::N,naru,حبل
492,Schnur::N,naru,دوبارة
493,Schnur::N,nuora,حبل
494,Schnur::N,nuora,دوبارة
495,Leine::N,talutushihna,قيد
496,Decke::N,peite,بطانية
497,Kissen::N,tyyny,وسادة
498,Kissen::N,pielus,وسادة
499,Tuch::N,huivi,منديل
500,Handtuch::N,pyyheliina,فوطة
501,Handtuch::N,pyyheliina,منشفة
502,Kraft::N,väki,قدرة
503,Kraft::N,voima,قدرة
504,Stärke::N,vahvuus,قوة
505,Gesundheit::N,terveys,صحة
506,Krankheit::N,tauti,مرض
507,Krankheit::N,sairaus,مرض
508,Schmerz::N,kipu,ألم
509,Schmerz::N,kipu,وجع
510,Schmerz::N,särky,ألم
511,Schmerz::N,särky,وجع
512,Wunde::N,haava,جرح
513,Fieber::N,kuume,حمى
514,Arznei::N,lääke,دواء
515,Brücke::N,silta,جسر
516,Brunnen::N,kaivo,بئر
517,Weide::N,laidun,مرعى
518,Pfad::N,polku,درب
519,Weg::N,tie,سكة
520,Straße::N,katu,طريق
521,Dorf::N,kylä,قرية
522,Stadt::N,kaupunki,مدينة
523,Brief::N,kirje,خطاب
524,Brief::N,kirje,مكتوب
525,Buch::N,kirja,كتاب
526,Buchstabe::N,kirjain,حرف
527,Zeitung::N,lehti,جريدة
528,Zeitung::N,sanomalehti,جريدة
529,Leben::N,elo,عيش
530,Leben::N,elo,حياة
531,Leben::N,elämä,عيش
532,Leben::N,elämä,حياة
533,Tod::N,kuolema,موت
534,Tod::N,kuolema,وفاة
535,Grab::N,hauta,قبر
536,Kirche::N,kirkko,كنيسة
537,Sünde::N,synti,خطيئة
538,Gott::N,jumala,إله
539,Arbeiter::N,työläinen,عامل
540,Chef::N,päällikkö,رئيس
541,Meister::N,mestari,أسطى
542,Arzt::N,lääkäri,طبيب
543,Lehrer::N,opettaja,مدرس
544,Geld::N,raha,نقود
545,Geschäft::N,liike,صفقة
546,Laden::N,puoti,دكان
547,Laden::N,kauppa,دكان
548,Preis::N,hinta,سعر
549,Ware::N,tavara,بضاعة
550,Nutzen::N,hyöty,فائدة
551,Reichtum::N,rikkaus,غنى
552,Reichtum::N,rikkaus,ثروة
553,Welt::N,maailma,عالم
554,Welt::N,maailma,دنيا
555,Land::N,maa,بلد
556,Staat::N,valtio,دولة
557,König::N,kuningas,ملك
558,Macht::N,mahti,سلطة
559,Grenze::N,raja,حدود
560,Krieg::N,sota,حرب
561,Feind::N,vihollinen,عدو
562,Gewalt::N,väkivalta,عنف
563,Kampf::N,taistelu,قتال
564,Bogen[Waffe]::N,jousi,قوس
565,Pfeil::N,nuoli,سهم
566,Gewehr::N,kivääri,بندقية
567,Fehler::N,vika,خطأ
568,Fehler::N,virhe,خطأ
569,Lüge::N,valhe,كذب
570,Schaden::N,vaurio,تلف
571,Schaden::N,vahinko,تلف
572,Unglück::N,vahinko,نحس
573,Unglück::N,onnettomuus,نحس
574,Schuld::N,syy,ذنب
575,Alter::N,ikä,سن
576,Alter::N,ikä,عمر
577,Schluss::N,loppu,ختام
578,Schluss::N,loppu,نهاية
579,Zeit::N,aika,وقت
580,Tag::N,päivä,يوم
581,Morgen::N,aamu,صباح
582,Morgen::N,huomen,صباح
583,Mittag::N,keskipäivä,ظهر
584,Abend::N,ilta,مساء
585,Nacht::N,yö,ليلة
586,Woche::N,viikko,أسبوع
587,Monat::N,kuukausi,شهر
588,Jahr::N,vuosi,عام
589,Jahr::N,vuosi,سنة
590,Frühling::N,kevät,ربيع
591,Sommer::N,kesä,صيف
592,Herbst::N,syksy,خريف
593,Winter::N,talvi,شتاء
594,Januar::N,tammikuu,يناير
595,Januar::N,tammikuu,كانون الثاني
596,Februar::N,helmikuu,شباط
597,Februar::N,helmikuu,فبراير
598,März::N,maaliskuu,آذار
599,März::N,maaliskuu,مارس
600,April::N,huhtikuu,نيسان
601,Mai::N,toukokuu,مايو
602,Juni::N,kesäkuu,يونيو
603,Juni::N,kesäkuu,حزيران
604,Juli::N,heinäkuu,تموز
605,Juli::N,heinäkuu,يوليو
606,August::N,elokuu,آب
607,August::N,elokuu,أغسطس
608,September::N,syyskuu,أيلول
609,September::N,syyskuu,سبتمبر
610,Oktober::N,lokakuu,أكتوبر
611,Oktober::N,lokakuu,تشرين الأول
612,November::N,marraskuu,نوفمبر
613,November::N,marraskuu,تشرين الثاني
614,Dezember::N,joulukuu,ديسمبر
615,Dezember::N,joulukuu,كانون الأول
616,Montag::N,maanantai,يوم الاثنين
617,Dienstag::N,tiistai,يوم الثلاثاء
618,Mittwoch::N,keskiviikko,يوم الأربعاء
619,Donnerstag::N,torstai,يوم الخميس
620,Freitag::N,perjantai,يوم الجمعة
621,Samstag::N,lauantai,يوم السبت
622,Sonntag::N,sunnuntai,يوم الأحد
623,groß::A,iso,كبير
624,groß::A,suuri,كبير
625,klein::A,pieni,صغير
626,lang::A,pitkä,طويل
627,kurz::A,lyhyt,قصير
628,breit::A,leveä,واسع
629,schmal::A,kapea,ضيق
630,dicht::A,taaja,كث
631,dicht::A,taaja,كثيف
632,dick[Gegenstand]::A,paksu,غليظ
633,dünn::A,ohut,رفيع
634,fein::A,hieno,رقيق
635,fest::A,luja,متين
636,flach::A,litteä,سهل
637,flach::A,litteä,منبسط
638,flach::A,tasainen,سهل
639,flach::A,tasainen,منبسط
640,glatt::A,sileä,ناعم
641,glatt::A,siloinen,ناعم
642,hart::A,kova,صلب
643,hart::A,kova,جامد
644,weich::A,pehmeä,لين
645,rund::A,pyöreä,مستدير
646,spitz::A,terävä,مدبب
647,scharf::A,terävä,حاد
648,stumpf::A,tylsä,ثالم
649,schwer::A,raskas,ثقيل
650,schwer::A,painava,ثقيل
651,schön::A,kaunis,جميل
652,heiß::A,kuuma,حار
653,heiß::A,kuuma,ساخن
654,warm::A,lämmin,دافئ
655,kalt::A,kylmä,بارد
656,kalt::A,viluinen,بارد
657,kühl::A,viileä,قر
658,frisch::A,tuore,طازج
659,feucht::A,kostea,رطب
660,nass::A,märkä,مبلول
661,trocken::A,kuiva,جاف
662,voll::A,täysi,ملء
663,leer::A,tyhjä,خال
664,leer::A,tyhjä,فارغ
665,offen::A,avonainen,مفتوح
666,geschlossen::A,suljettu,مغلق
667,sauber::A,puhdas,نظيف
668,schmutzig::A,likainen,قذر
669,roh::A,raaka,نيء
670,reif::A,kypsä,ناضج
671,lecker::A,herkullinen,لذيذ
672,süß::A,makea,حلو
673,bitter::A,karvas,مر
674,bitter::A,kitkerä,مر
675,sauer::A,hapan,حامض
676,hell::A,kirkas,نير
677,hell::A,valoisa,نير
678,dunkel::A,pimeä,مظلم
679,schwarz::A,musta,أسود
680,weiß::A,valkea,أبيض
681,rot::A,punainen,أحمر
682,gelb::A,keltainen,أصفر
683,blau::A,sininen,أزرق
684,grün::A,vihreä,أخضر
685,grau::A,harmaa,رمادي
686,bunt::A,kirjava,ملوب
687,billig::A,halpa,رخيص
688,billig::A,huokea,رخيص
689,teuer::A,kallis,غال
690,wertvoll::A,arvokas,ثمين
691,blind::A,sokea,أعمى
692,taub::A,kuuro,أصم
693,taub::A,kuuro,أطرش
694,kräftig::A,väkevä,قوي
695,kräftig::A,voimakas,قوي
696,stark::A,vahva,قوي
697,schwach::A,heikko,ضعيف
698,fett::A,lihava,سمين
699,schlank::A,hoikka,أهيف
700,schlank::A,solakka,أهيف
701,hübsch::A,soma,جميل
702,hübsch::A,sievä,جميل
703,böse::A,paha,رديء
704,böse::A,häijy,رديء
705,dumm::A,tyhmä,أبله
706,dumm::A,tyhmä,أحمق
707,dumm::A,typerä,أبله
708,dumm::A,typerä,أحمق
709,faul::A,laiska,كسلان
710,fleißig::A,ahkera,مجتهد
711,geizig::A,saita,بخيل
712,klug::A,älykäs,ذكي
713,klug::A,älykäs,عاقل
714,geschickt::A,taitava,ماهر
715,lieb::A,rakas,عزيز
716,lustig::A,hauska,مرح
717,lustig::A,iloinen,مرح
718,sanft::A,lauha,حليم
719,sanft::A,lempeä,حليم
720,hungrig::A,nälkäinen,جائع
721,krank::A,sairas,مريض
722,nackt::A,alaston,عار
723,traurig::A,surullinen,حزين
724,traurig::A,murheellinen,حزين
725,lebendig::A,elävä,حي
726,gut::A,hyvä,جيد
727,schlecht::A,paha,سيء
728,schlecht::A,huono,سيء
729,richtig::A,oikea,صحيح
730,schlimm::A,paha,خبيث
731,wahr::A,tosi,حق
732,alt::A,vanha,قديم
733,neu::A,uusi,جديد
734,ehemalig::A,entinen,سابق
735,ehemalig::A,muinainen,سابق
736,alt[Lebewesen]::A,vanha,مسن
737,jung::A,nuori,شاب
738,jung::A,nuori,صغير
739,arm::A,köyhä,فقير
740,reich::A,rikas,غني
741,bekannt::A,tuttu,معلوم
742,bekannt::A,tunnettu,معلوم
743,berühmt::A,kuuluisa,مشهور
744,fremd::A,vieras,أجنبي
745,verschieden::A,eri,مختلف
746,verschieden::A,erilainen,مختلف
747,nah::A,läheinen,قريب
748,fern::A,etäinen,بعيد
749,linker::A,vasen,يسار
750,rechter::A,oikea,يمين
751,anderer::A,muu,آخر
752,anderer::A,toinen,آخر
753,erster::A,ensimmäinen,أول
754,zweiter::A,toinen,ثان
755,dritter::A,kolmas,ثالث
756,letzter::A,viimeinen,أخير
757,allein::ADV,yksin,وحده
758,auf einmal::ADV,yhdellä kertaa,بالمرة
759,zusammen::ADV,yhdessä,معا
760,lange::ADV,kauan,مدة طويلة
761,lange::ADV,pitkään,مدة طويلة
762,plötzlich::ADV,äkkiä,فجأة
763,sofort::ADV,heti,حالا
764,sofort::ADV,heti,فورا
765,später::ADV,myöhemmin,فيما بعد
766,jetzt::ADV,nyt,الآن
767,jetzt::ADV,nyt,حاليا
768,heute::ADV,tänään,اليوم
769,morgen::ADV,huomenna,غدا
770,bald::ADV,pian,قريبا
771,dann::ADV,sitten,ثم
772,gestern::ADV,eilen,أمس
773,gestern::ADV,eilen,البارحة
774,einst::ADV,aikanaan,قديما
775,damals::ADV,silloin,حينئذ
776,damals::ADV,siihen aikaan,حينئذ
777,danach::ADV,sen jälkeen,ثم
778,danach::ADV,sen jälkeen,بعد ذلك
779,vorher::ADV,ennen,من قبل
780,vorher::ADV,ennen,قبل ذلك
781,zuerst::ADV,ensin,أولا
782,zuerst::ADV,ensiksi,أولا
783,einmal::ADV,kerran,مرة
784,manchmal::ADV,joskus,أحيانا
785,oft::ADV,usein,كثيرا
786,immer::ADV,aina,دائما
787,niemals::ADV,ei koskaan,لا أبدا
788,hier::ADV,tässä,هنا
789,hier::ADV,täällä,هنا
790,hierhin::ADV,tähän,إلى هنا
791,von hier::ADV,tästä,من هنا
792,von hier::ADV,täältä,من هنا
793,dort::ADV,siinä,هناك
794,dort::ADV,siellä,هناك
795,dorthin::ADV,sinne,إلى هناك
