,Concept_ID,hu,myv
445,Schloss::N,zár,панжома
446,Bild::N,kép,картина
447,Figur::N,alak,рунго
448,Puppe::N,bábu,няка
449,Beutel::N,zacskó,кескав
450,Bündel::N,köteg,керькс
451,Tasche::N,táska,юдма
452,Eimer::N,vödör,ведра
453,Deckel::N,fedő,велькс
454,Deckel::N,fedél,велькс
455,Geschirr::N,edény,кедьге
456,Sack::N,zsák,кескав
457,Tasse::N,csésze,чакш
458,Topf::N,fazék,кастрюля
459,Kessel::N,üst,котёл
460,Kessel::N,bogrács,котёл
461,Essen::N,evés,ярсамо
462,Essen::N,étkezés,ярсамо
463,Nahrung::N,ennivaló,ярсамопель
464,Speise::N,étel,ярсамопель
465,Fleisch::N,hús,сывель
466,Getreide::N,gabona,сюро
467,Brei::N,pép,каша
468,Brei::N,kása,каша
469,Brot::N,kenyér,кши
470,Scheibe::N,szelet,кочом
471,Scheibe::N,szelet,сускомо
472,Fett::N,háj,куя
473,Fett::N,zsír,куя
474,Butter::N,vaj,ой
475,Öl::N,olaj,ой
476,Salz::N,só,сал
477,Suppe::N,leves,ям
478,Honig::N,méz,медь
479,Milch::N,tej,ловсо
480,Tee::N,tea,чай
481,Leder::N,bőr,киське
482,Wolle::N,gyapjú,пона
483,Stoff::N,szövet,коцт
484,Nadel::N,tű,салмукс
485,Faden::N,fonál,суре
486,Knopf::N,gomb,пов
487,Knoten::N,csomó,сюлмо
488,Farbe::N,szín,артомапель
489,Farbe::N,festék,артомапель
490,Kleidung::N,ruha,оршамот
491,Kleidung::N,ruházat,оршамот
492,Hemd::N,ing,панар
493,Kragen::N,gallér,сиве
494,Ärmel::N,ujj,ожа
495,Hose::N,gatya,понкст
496,Hose::N,nadrág,понкст
497,Gürtel::N,öv,каркс
498,Mütze::N,sapka,чапка
499,Schuh::N,cipő,туфля
500,Stiefel::N,csizma,кем
501,Ring::N,gyűrű,суркс
502,Band::N,szalag,лента
503,Kamm::N,fésű,сурсеме
504,Spiegel::N,tükör,чавачамо
505,Riemen::N,szíj,кшнань каркс
506,Schnur::N,zsinór,пикс
507,Leine::N,póráz,ведьме
508,Decke::N,takaró,вельтямо
509,Kissen::N,párna,тодов
510,Tuch::N,kendő,паця
511,Handtuch::N,törülköző,нардамо
512,Kraft::N,erő,вий
513,Stärke::N,erő,виевчи
514,Stärke::N,erősség,виевчи
515,Gesundheit::N,egészség,шумбрачи
516,Krankheit::N,kór,орма
517,Krankheit::N,kór,сэредема
518,Krankheit::N,betegség,орма
519,Krankheit::N,betegség,сэредема
520,Schmerz::N,fájdalom,сэредькс
521,Wunde::N,seb,керявкс
522,Fieber::N,láz,маштыкс
523,Arznei::N,orvosság,ормаменькс
524,Arznei::N,gyógyszer,ормаменькс
525,Brücke::N,híd,сэдь
526,Brücke::N,híd,мадамо
527,Brunnen::N,kút,лисьма
528,Weide::N,legelő,ракшань ванома тарка
529,Pfad::N,ösvény,ян
530,Weg::N,út,ки
531,Straße::N,út,ки
532,Dorf::N,falu,веле
533,Stadt::N,város,ош
534,Brief::N,levél,сёрма
535,Buch::N,könyv,книга
536,Buchstabe::N,betű,буква
537,Zeitung::N,újság,газета
538,Zeitung::N,hírlap,газета
539,Leben::N,élet,эрямо
540,Tod::N,halál,кулома
541,Grab::N,sír,калмо
542,Kirche::N,templom,церькова
543,Sünde::N,bűn,чумочи
544,Sünde::N,vétek,чумочи
545,Gott::N,isten,паз
546,Arbeiter::N,munkás,робочей
547,Chef::N,főnök,прявт
548,Meister::N,mester,кол тевень тенця
549,Arzt::N,orvos,врач
550,Lehrer::N,tanár,учитель
551,Lehrer::N,tanár,тонавтыця
552,Lehrer::N,tanító,учитель
553,Lehrer::N,tanító,тонавтыця
554,Geld::N,pénz,ярмак
555,Geschäft::N,üzlet,ладязь тев
556,Laden::N,bolt,лавка
557,Preis::N,ár,питне
558,Ware::N,áru,миевкс
559,Ware::N,áru,рамавкс
560,Nutzen::N,haszon,паро
561,Nutzen::N,haszon,лезэ
562,Reichtum::N,gazdagság,сюпавчи
563,Welt::N,világ,мир
564,Welt::N,világ,мастор ланго
565,Land::N,ország,мастор
566,Staat::N,állam,государства
567,König::N,király,король
568,Macht::N,hatalom,азорксчи
569,Grenze::N,határ,буен тешкс
570,Krieg::N,háború,война
571,Feind::N,ellenség,душман
572,Gewalt::N,erőszak,нарьгамо
573,Kampf::N,harc,тюрема
574,Bogen[Waffe]::N,íj,нал
575,Pfeil::N,nyíl,нал
576,Gewehr::N,puska,ружия
577,Gewehr::N,puska,винтовка
578,Gewehr::N,fegyver,ружия
579,Gewehr::N,fegyver,винтовка
580,Fehler::N,hiba,ильведькс
581,Fehler::N,hiba,ильведевкс
582,Lüge::N,hazugság,манчема
583,Lüge::N,hazugság,кенгелема
584,Schaden::N,kár,зыян
585,Unglück::N,csapás,зыян
586,Unglück::N,balszerencse,зыян
587,Schuld::N,bűn,чумочи
588,Alter::N,kor,шка
589,Schluss::N,vég,пе
590,Schluss::N,befejezés,пе
591,Zeit::N,idő,шка
592,Zeit::N,idő,пинге
593,Tag::N,nap,чи
594,Morgen::N,reggel,валске
595,Mittag::N,dél,чикуншка
596,Abend::N,este,чокшнэ
597,Nacht::N,éj,ве
598,Nacht::N,éjszaka,ве
599,Woche::N,hét,недля
600,Monat::N,hó,ков
601,Monat::N,hónap,ков
602,Jahr::N,év,ие
603,Frühling::N,tavasz,тундо
604,Sommer::N,nyár,кизэ
605,Herbst::N,ősz,сёксь
606,Winter::N,tél,теле
607,Januar::N,január,якшамков
608,Februar::N,február,февраль
609,März::N,március,март
610,April::N,április,апрель
611,Mai::N,május,май
612,Juni::N,június,июнь
613,Juli::N,július,июль
614,August::N,augusztus,август
615,September::N,szeptember,сентября
616,Oktober::N,október,октября
617,November::N,november,ноября
618,Dezember::N,december,декабря
619,Montag::N,hétfő,пондельник
620,Dienstag::N,kedd,овторник
621,Mittwoch::N,szerda,серёда
622,Donnerstag::N,csütörtök,цетьверьг
623,Freitag::N,péntek,пеця
624,Samstag::N,szombat,субута
625,Samstag::N,szombat,шлямочи
626,Sonntag::N,vasárnap,недлячи
627,groß::A,nagy,ине
628,groß::A,nagy,покш
629,klein::A,pici,вишка
630,klein::A,kicsi,вишка
631,lang::A,hosszú,кувака
632,kurz::A,rövid,нурькине
633,breit::A,széles,келей
634,schmal::A,keskeny,теине
635,dicht::A,sűrű,тусто
636,dick[Gegenstand]::A,vastag,эчке
637,dünn::A,vékony,човине
638,fein::A,vékony,човине
639,fest::A,szilárd,кеме
640,flach::A,sík,лапужа
641,flach::A,lapos,лапужа
642,glatt::A,sima,валаня
643,hart::A,kemény,калгодо
644,weich::A,puha,чевте
645,rund::A,kerek,кеверь
646,spitz::A,hegyes,пшти
647,scharf::A,éles,пшти
648,stumpf::A,tompa,ношка
649,stumpf::A,életlen,ношка
650,schwer::A,nehéz,стака
651,schwer::A,súlyos,стака
652,schön::A,szép,мазый
653,heiß::A,forró,пси
654,warm::A,meleg,лембе
655,kalt::A,hideg,якшамо
656,kühl::A,hűs,экше
657,kühl::A,hűvös,экше
658,frisch::A,üde,свежа
659,frisch::A,friss,свежа
660,feucht::A,nedves,летьке
661,nass::A,vizes,начко
662,trocken::A,száraz,коське
663,voll::A,telt,пешксе
664,leer::A,üres,чаво
665,offen::A,nyílt,панжадо
666,offen::A,nyílt,виде
667,offen::A,nyitott,панжадо
668,offen::A,nyitott,виде
669,geschlossen::A,zárt,пекстазь
670,geschlossen::A,zárt,сёлгозь
671,geschlossen::A,csukott,пекстазь
672,geschlossen::A,csukott,сёлгозь
673,sauber::A,tiszta,ванькс
674,schmutzig::A,piszkos,ливезев
675,schmutzig::A,szennyes,ливезев
676,roh::A,nyers,верек
677,reif::A,érett,кенерезь
678,lecker::A,finom,тантей
679,süß::A,édes,ламбамо
680,bitter::A,keserű,сэпей
681,sauer::A,savanyú,чапамо
682,hell::A,világos,валдо
683,dunkel::A,sötét,чопода
684,schwarz::A,fekete,раужо
685,weiß::A,fehér,ашо
686,rot::A,vörös,якстере
687,gelb::A,sárga,ожо
688,blau::A,kék,сэнь
689,grün::A,zöld,пиже
690,grau::A,ősz,шержев
691,grau::A,szürke,шержев
692,bunt::A,tarka,сёрмав
693,bunt::A,színes,сёрмав
694,billig::A,olcsó,аволь питней
695,teuer::A,drága,питней
696,wertvoll::A,értékes,питней
697,blind::A,vak,сокор
698,taub::A,süket,амариця
699,kräftig::A,erős,пек виев
700,stark::A,erős,виев
701,schwach::A,gyenge,лавшо
702,schwach::A,erőtlen,лавшо
703,fett::A,hájas,куя
704,schlank::A,karcsú,виде ронга
705,hübsch::A,csinos,мазый
706,böse::A,rossz,кежей
707,böse::A,gonosz,кежей
708,dumm::A,buta,чавола
709,dumm::A,buta,превтеме
710,dumm::A,ostoba,чавола
711,dumm::A,ostoba,превтеме
712,faul::A,lusta,нузякс
713,fleißig::A,szorgalmas,мелень путыця
714,geizig::A,fukar,скупой
715,geizig::A,fösvény,скупой
716,klug::A,okos,превей
717,klug::A,eszes,превей
718,geschickt::A,ügyes,маштозь теезь
719,lieb::A,drága,вадря
720,lieb::A,kedves,вадря
721,lustig::A,víg,весёла
722,lustig::A,vidám,весёла
723,sanft::A,enyhe,сэтьме
724,hungrig::A,éhes,вачо
725,krank::A,beteg,сэредиця
726,nackt::A,csupasz,штапо
727,nackt::A,meztelen,штапо
728,traurig::A,bús,нусманя
729,traurig::A,szomorú,нусманя
730,lebendig::A,élő,эриця
731,gut::A,jó,паро
732,schlecht::A,rossz,берянь
733,richtig::A,helyes,виде
734,schlimm::A,rossz,берянь
735,wahr::A,igaz,алкуксонь
736,alt::A,ó,ташто
737,alt::A,régi,ташто
738,neu::A,új,од
739,ehemalig::A,volt,икелень
740,ehemalig::A,egykori,икелень
741,alt[Lebewesen]::A,öreg,сыре
742,jung::A,fiatal,од
743,arm::A,szegény,кажов
744,reich::A,gazdag,сюпав
745,bekannt::A,ismert,содавикс
746,bekannt::A,ismeretes,содавикс
747,berühmt::A,híres,содавикс
748,fremd::A,idegen,лия
749,fremd::A,idegen,асодавикс
750,verschieden::A,különböző,эрьва
751,nah::A,közeli,а васолонь
752,fern::A,távoli,умонь
753,fern::A,távoli,кезэрень
754,linker::A,bal,керш
755,rechter::A,jobb,вить
756,anderer::A,más,лия
757,anderer::A,másik,лия
758,erster::A,első,васень
759,erster::A,első,васенце
760,zweiter::A,második,омбоце
761,dritter::A,harmadik,колмоце
762,letzter::A,utolsó,меельце
763,allein::ADV,egyedül,башка
764,allein::ADV,egyedül,ськамонзо
765,auf einmal::ADV,egyszerre,вейсэ
766,zusammen::ADV,együtt,вейс
767,zusammen::ADV,együtt,вейсэ
768,zusammen::ADV,összesen,вейс
769,zusammen::ADV,összesen,вейсэ
770,lange::ADV,sokáig,кувать
771,lange::ADV,hosszan,кувать
772,plötzlich::ADV,hirtelen,апак учо
773,plötzlich::ADV,egyszerre,апак учо
774,sofort::ADV,rögtön,курок
775,sofort::ADV,rögtön,нейке
776,sofort::ADV,tüstént,курок
777,sofort::ADV,tüstént,нейке
778,später::ADV,későn,мейле
779,jetzt::ADV,most,ней
780,heute::ADV,ma,течи
781,morgen::ADV,holnap,ванды
782,bald::ADV,majd,курок
783,bald::ADV,nemsokára,курок
784,dann::ADV,akkor,мейле
785,dann::ADV,akkor,седе мейле
786,gestern::ADV,tegnap,исяк
787,einst::ADV,hajdan,весть
788,einst::ADV,hajdan,зярдо-бути
789,damals::ADV,akkor,сестэ
790,damals::ADV,akkoriban,сестэ
791,danach::ADV,azután,мейле
792,danach::ADV,azután,седе мейле
793,vorher::ADV,előbb,васняяк
794,zuerst::ADV,először,васня
795,einmal::ADV,egyszer,весть
796,manchmal::ADV,néha,лиясто
797,manchmal::ADV,olykor,лиясто
798,oft::ADV,sokszor,сеетьстэ
799,immer::ADV,mindig,свал
800,niemals::ADV,sohasem,а зярдояк
801,hier::ADV,itt,тесэ
802,hierhin::ADV,erre,тей
803,von hier::ADV,innen,тестэ
804,dort::ADV,ott,тосо
805,dorthin::ADV,oda,тов
806,geradeaus::ADV,egyenesen,витьстэ
807,vorwärts::ADV,előre,икелев
808,rückwärts::ADV,hátrafelé,мекев
809,zurück::ADV,hátra,мекев
810,zurück::ADV,vissza,мекев
811,unten::ADV,alul,ало
812,hinab::ADV,le,алов
813,hinab::ADV,lefelé,алов
814,oben::ADV,fenn,вере
815,oben::ADV,felül,вере
816,hinauf::ADV,fel,верев
817,hinauf::ADV,felfelé,верев
818,überall::ADV,mindenütt,эрьва косо
819,nicht::ADV,nem,а
820,ein wenig::ADV,egy kicsit,аламошка
821,kaum::ADV,alig,ансяк
822,sehr::ADV,nagyon,пек
823,sehr::ADV,nagyon,вельть
824,so::ADV,úgy,истя
825,noch::ADV,még,таго
826,nur::ADV,csak,ансяк
827,nur::ADV,csupán,ансяк
828,schon::ADV,már,уш
