,Concept_ID,et,is
182,Huhn::N,kana,hæna
183,Hahn::N,kukk,hani
184,Gans::N,hani,gæs
185,Adler::N,kotkas,örn
186,Ente::N,part,önd
187,Eule::N,kakk,uggla
188,Eule::N,öökull,uggla
189,Kranich::N,kurg,trana
190,Krähe::N,vares,kráka
191,Kuckuck::N,kägu,gaukur
192,Schwan::N,luik,svanur
193,Fisch::N,kala,fiskur
194,Barsch::N,ahven,aborri
195,Hecht::N,haug,gedda
196,Schlange[Tier]::N,uss,naðra
197,Wurm::N,uss,ormur
198,Wurm::N,vagel,ormur
199,Spinne::N,ämblik,kónguló
200,Ameise::N,sipelgas,maur
201,Laus::N,täi,lús
202,Mücke::N,sääsk,mý
203,Mücke::N,sääsk,mýfluga
204,Fliege::N,kärbes,fluga
205,Schmetterling::N,liblikas,fiðrildi
206,Beere::N,mari,ber
207,Apfel::N,õun,epli
208,Pilz::N,seen,sveppur
209,Zwiebel::N,sibul,laukur
210,Saat::N,seeme,fræ
211,Saat::N,seeme,útsæði
212,Korn::N,iva,korn
213,Korn::N,tera,korn
214,Heu::N,hein,hey
215,Schale::N,koor,hýði
216,Grube::N,kaevand,gryfja
217,Falle::N,lõks,gildra
218,Falle::N,püünis,gildra
219,Schlinge::N,aas,snara
220,Spur::N,jälg,spor
221,Asche::N,tuhk,aska
222,Dreck::N,saast,óþverri
223,Dreck::N,mustus,óþverri
224,Eisen::N,raud,járn
225,Gold::N,kuld,gull
226,Silber::N,hõbe,silfur
227,Kohle::N,süsi,kol
228,Glas::N,klaas,gler
229,Lehm::N,savi,leir
230,Sand::N,liiv,sandur
231,Mensch::N,inimene,maður
232,Mensch::N,inimene,manneskja
233,Mann::N,mees,maður
234,Mann::N,mees,karlmaður
235,Frau::N,naine,kona
236,Kind::N,laps,barn
237,Kind::N,laps,krakki
238,Junge::N,poiss,drengur
239,Mädchen::N,tüdruk,stelpa
240,Familie::N,perekond,fjölskylda
241,Großvater::N,vanaisa,afi
242,Großmutter::N,vanaema,amma
243,Eltern::N,vanemad,foreldrar
244,Vater::N,isa,faðir
245,Mutter::N,ema,móðir
246,Sohn::N,poeg,sonur
247,Tochter::N,tütar,dóttir
248,Bruder::N,vend,bróðir
249,Schwester::N,õde,systir
250,Onkel::N,onu,föðurbróðir
251,Tante::N,tädi,frænka
252,Tante::N,tädi,móðursystir
253,Ehemann::N,mees,eiginmaður
254,Ehemann::N,abikaasa,eiginmaður
255,Ehefrau::N,naine,eiginkona
256,Ehefrau::N,abikaasa,eiginkona
257,Freude::N,rõõm,gleði
258,Gelächter::N,naer,hlátur
259,Glück::N,õnn,gæfa
260,Kummer::N,mure,sorg
261,Kummer::N,kurbus,sorg
262,Wunsch::N,soov,ósk
263,Lust::N,himu,fýsn
264,Lust::N,himu,löngun
265,Geist::N,vaim,andi
266,Gedanke::N,mõte,hugsun
267,Gedächtnis::N,mälu,minni
268,Verstand::N,aru,vit
269,Verstand::N,mõistus,vit
270,Sinn::N,tähendus,merking
271,Grund::N,põhjus,ástæða
272,Wahrheit::N,tõde,sannleikur
273,Gespräch::N,kõne,samtal
274,Gespräch::N,vestlus,samtal
275,Märchen::N,muinasjutt,ævintýri
276,Erzählung::N,jutustus,saga
277,Nachricht::N,teade,frétt
278,Neuigkeit::N,uudis,frétt
279,Name::N,nimi,nafn
280,Rätsel::N,mõistatus,gáta
281,Rede::N,kõne,ræða
282,Sprache::N,keel,mál
283,Sprache::N,keel,tungumál
284,Stimme::N,hääl,rödd
285,Wort::N,sõna,orð
286,Zeichen::N,märk,tákn
287,Zeichen::N,märk,merki
288,Ruf::N,hüüe,kall
289,Lärm::N,müra,hávaði
290,Laut::N,hääl,hljóð
291,Ton::N,toon,tónn
292,Lied::N,laul,ljóð
293,Lied::N,laul,söngur
294,Ruhe::N,rahu,ró
295,Ruhe::N,rahu,kyrrð
296,Ruhe::N,vaikus,ró
297,Ruhe::N,vaikus,kyrrð
298,Leute::N,inimesed,fólk
299,Volk::N,rahvas,þjóð
300,Arbeit::N,töö,vinna
301,Gast::N,külaline,gestur
302,Geschenk::N,kingitus,gjöf
303,Spiel::N,mäng,leikur
304,Gesellschaft::N,selts,selskapur
305,Hilfe::N,abi,hjálp
306,Freund::N,sõber,vinur
307,Kamerad::N,sõber,félagi
308,Angelegenheit::N,asi,mál
309,Angelegenheit::N,asi,málefni
310,Anzahl::N,arv,tala
311,Anzahl::N,arv,fjöldi
312,Anzahl::N,hulk,tala
313,Anzahl::N,hulk,fjöldi
314,Art::N,liik,tegund
315,Stück::N,tükk,biti
316,Stück::N,tükk,stykki
317,Teil::N,osa,hluti
318,Teil::N,osa,partur
319,Hälfte::N,pool,helmingur
320,Kreis::N,ring,hringur
321,Kreuz::N,rist,kross
322,Kreuz::N,rist,krossmark
323,Linie::N,joon,lína
324,Strich::N,joon,strik
325,Abstand::N,vahe,millibil
326,Entfernung::N,kaugus,fjarlægð
327,Entfernung::N,vahemaa,fjarlægð
328,Gegend::N,ümbrus,hérað
329,Platz::N,ruum,pláss
330,Ort::N,paik,staður
331,Seite::N,pool,hlið
332,Mitte::N,keskpaik,miðja
333,Gegenstand::N,ese,hlutur
334,Sache::N,ese,mál
335,Rand::N,äär,brún
336,Rand::N,serv,brún
337,Kante::N,kant,rönd
338,Ecke::N,nurk,horn
339,Spitze::N,teravik,oddur
340,Ende::N,ots,endi
341,Ende::N,jupp,endi
342,Loch::N,auk,gat
343,Loch::N,auk,hola
344,Winkel::N,nurk,skot
345,Winkel::N,nurk,krókur
346,Muster::N,muster,munstur
347,Größe::N,suurus,stærð
348,Länge::N,pikkus,lengd
349,Höhe::N,kõrgus,hæð
350,Gewicht::N,kaal,vigt
351,Gewicht::N,kaal,þyngd
352,Gewicht::N,raskus,vigt
353,Gewicht::N,raskus,þyngd
354,Menge::N,arv,magn
355,Menge::N,hulk,magn
356,Haufen::N,hunnik,hrúga
357,Haufen::N,hunnik,haugur
358,Reihe::N,rivi,röð
359,Boot::N,paat,bátur
360,Ruder::N,aer,ár
361,Schlitten::N,saan,sleði
362,Ski::N,suusk,skíði
363,Lagerfeuer::N,lõke,varðeldur
364,Last::N,koorem,byrði
365,Last::N,koorem,farmur
366,Gang::N,käik,ganga
367,Schritt::N,samm,skref
368,Norden::N,põhi,norður
369,Süden::N,lõuna,suður
370,Westen::N,lääs,vestur
371,Osten::N,ida,austur
372,Holz::N,puu,viður
373,Brett::N,saelaud,fjöl
374,Platte::N,plaat,flötur
375,Stütze::N,tugi,stoð
376,Stange::N,latt,stöng
377,Stange::N,teivas,stöng
378,Stock::N,kepp,prik
379,Stock::N,kepp,stafur
380,Stab::N,varras,prik
381,Stab::N,varras,stafur
382,Rohr::N,toru,rör
383,Rohr::N,toru,pípa
384,Haus::N,maja,hús
385,Heim::N,kodu,heimili
386,Ofen::N,ahi,ofn
387,Fußboden::N,põrand,gólf
388,Tisch::N,laud,borð
389,Stuhl::N,tool,stóll
390,Wiege::N,häll,vagga
391,Wiege::N,kätki,vagga
392,Bett::N,voodi,rúm
393,Bett::N,voodi,hvíla
394,Regal::N,riiul,hilla
395,Kiste::N,kast,kassi
396,Fenster::N,aken,gluggi
397,Tür::N,uks,dyr
398,Tür::N,uks,hurð
399,Tor::N,värav,hlið
400,Zaun::N,aed,girðing
401,Zaun::N,aed,limgarður
402,Zaun::N,tara,girðing
403,Zaun::N,tara,limgarður
404,Dach::N,katus,þak
405,Leiter::N,redel,stigi
406,Besen::N,luud,sópur
407,Spaten::N,labidas,spaði
408,Schaufel::N,kühvel,skófla
409,Gabel::N,kahvel,gaffall
410,Löffel::N,lusikas,skeið
411,Messer::N,nuga,hnífur
412,Nagel::N,nael,nögl
413,Netz::N,võrk,net
414,Haken::N,haak,krókur
415,Haken::N,konks,krókur
416,Griff::N,sang,tak
417,Griff::N,käepide,tak
418,Schloss::N,lukk,lás
419,Bild::N,pilt,mynd
420,Figur::N,kuju,stytta
421,Figur::N,kujund,stytta
422,Puppe::N,nukk,brúða
423,Beutel::N,paun,poki
424,Beutel::N,paun,baggi
425,Bündel::N,kimp,böggull
426,Tasche::N,kott,veski
427,Eimer::N,pang,fata
428,Eimer::N,ämber,fata
429,Deckel::N,kaas,lok
430,Geschirr::N,nõud,leirtau
431,Sack::N,kott,sekkur
432,Tasse::N,tass,bolli
433,Topf::N,pada,pottur
434,Kessel::N,pada,ketill
435,Essen::N,söök,matur
436,Nahrung::N,toit,fæða
437,Speise::N,roog,réttur
438,Speise::N,roog,matarréttur
439,Fleisch::N,liha,kjöt
440,Getreide::N,teravili,korn
441,Brei::N,puder,grautur
442,Brot::N,sai,brauð
443,Brot::N,leib,brauð
444,Scheibe::N,viil,sneið
445,Scheibe::N,viilukas,sneið
446,Fett::N,rasv,fita
447,Butter::N,või,smjör
448,Öl::N,õli,olía
449,Salz::N,sool,salt
450,Suppe::N,supp,súpa
451,Honig::N,mesi,hunang
452,Milch::N,piim,mjólk
453,Tee::N,tee,te
454,Leder::N,nahk,skinn
455,Wolle::N,vill,ull
456,Stoff::N,kangas,dúkur
457,Nadel::N,nõel,nál
458,Faden::N,niit,þráður
459,Knopf::N,nööp,tala
460,Knopf::N,nööp,hnappur
461,Knoten::N,sõlm,hnútur
462,Farbe::N,värv,málning
463,Kleidung::N,riided,búningur
464,Kleidung::N,riided,klæðnaður
465,Kleidung::N,riietus,búningur
466,Kleidung::N,riietus,klæðnaður
467,Hemd::N,särk,skyrta
468,Kragen::N,krae,kragi
469,Kragen::N,krae,flibbi
470,Ärmel::N,varrukas,ermi
471,Hose::N,püksid,buxur
472,Gürtel::N,vöö,belti
473,Mütze::N,müts,húfa
474,Schuh::N,king,skór
475,Stiefel::N,saabas,stígvél
476,Ring::N,sõrmus,hringur
477,Band::N,lint,band
478,Kamm::N,kamm,greiða
479,Spiegel::N,peegel,spegill
480,Riemen::N,rihm,ól
481,Riemen::N,rihm,reim
482,Schnur::N,nöör,snúra
483,Leine::N,jalutusrihm,band
484,Decke::N,tekk,teppi
485,Kissen::N,padi,koddi
486,Tuch::N,kalev,klútur
487,Handtuch::N,käterätik,þurrka
488,Handtuch::N,käterätik,handklæði
489,Kraft::N,jõud,afl
490,Kraft::N,jõud,kraftur
491,Stärke::N,tugevus,styrkur
492,Gesundheit::N,tervis,heilsa
493,Gesundheit::N,tervis,heilbrigði
494,Krankheit::N,haigus,sjúkdómur
495,Schmerz::N,valu,sársauki
496,Wunde::N,haav,sár
497,Fieber::N,palavik,hitasótt
498,Arznei::N,ravim,lyf
499,Brücke::N,sild,brú
500,Brunnen::N,kaev,brunnur
501,Weide::N,karjamaa,hagi
502,Pfad::N,rada,stígur
503,Weg::N,tee,vegur
504,Straße::N,tee,gata
505,Straße::N,tee,stræti
506,Dorf::N,küla,þorp
507,Stadt::N,linn,borg
508,Brief::N,kiri,bréf
509,Buch::N,raamat,bók
510,Buchstabe::N,täht,bókstafur
511,Zeitung::N,ajaleht,dagblað
512,Leben::N,elu,líf
513,Tod::N,surm,dauði
514,Grab::N,haud,gröf
515,Kirche::N,kirik,kirkja
516,Sünde::N,patt,synd
517,Gott::N,jumal,guð
518,Arbeiter::N,tööline,verkamaður
519,Chef::N,ülemus,yfirmaður
520,Chef::N,juhataja,yfirmaður
521,Meister::N,meister,meistari
522,Arzt::N,arst,læknir
523,Lehrer::N,õpetaja,kennari
524,Geld::N,raha,peningar
525,Geschäft::N,äri,viðskipti
526,Laden::N,pood,búð
527,Laden::N,pood,verslun
528,Laden::N,kauplus,búð
529,Laden::N,kauplus,verslun
530,Preis::N,hind,verð
531,Ware::N,kaup,vara
532,Nutzen::N,tulu,gagn
533,Nutzen::N,kasulikkus,gagn
534,Reichtum::N,rikkus,auður
535,Welt::N,maailm,veröld
536,Land::N,maa,land
537,Staat::N,riik,ríki
538,König::N,kuningas,konungur
539,Macht::N,võim,vald
540,Grenze::N,piir,landamæri
541,Krieg::N,sõda,stríð
542,Feind::N,vaenlane,fjandmaður
543,Gewalt::N,väevõim,ofbeldi
544,Kampf::N,võitlus,bardagi
545,Bogen[Waffe]::N,vibu,bogi
546,Pfeil::N,nool,ör
547,Gewehr::N,püss,byssa
548,Fehler::N,viga,villa
549,Lüge::N,vale,lygi
550,Schaden::N,kahju,skemmd
551,Unglück::N,häda,óhamingja
552,Unglück::N,õnnetus,óhamingja
553,Schuld::N,süü,sök
554,Alter::N,iga,aldur
555,Schluss::N,lõpp,lok
556,Schluss::N,lõpp,endir
557,Zeit::N,aeg,tími
558,Tag::N,päev,dagur
559,Morgen::N,hommik,morgunn
560,Mittag::N,lõuna,hádegi
561,Mittag::N,keskpäev,hádegi
562,Abend::N,õhtu,kvöld
563,Nacht::N,öö,nótt
564,Woche::N,nädal,vika
565,Monat::N,kuu,mánuður
566,Jahr::N,aasta,ár
567,Frühling::N,kevad,vor
568,Sommer::N,suvi,sumar
569,Herbst::N,sügis,haust
570,Winter::N,talv,vetur
571,Januar::N,jaanuar,janúar
572,Februar::N,veebruar,február
573,März::N,märts,mars
574,April::N,aprill,apríl
575,Mai::N,mai,maí
576,Juni::N,juuni,júní
577,Juli::N,juuli,júlí
578,August::N,august,ágúst
579,September::N,september,september
580,Oktober::N,oktoober,október
581,November::N,november,nóvember
582,Dezember::N,detsember,desember
583,Montag::N,esmaspäev,mánudagur
584,Dienstag::N,teisipäev,þriðjudagur
585,Mittwoch::N,kesknädal,miðvikudagur
586,Donnerstag::N,neljapäev,fimmtudagur
587,Freitag::N,reede,föstudagur
588,Samstag::N,laupäev,laugardagur
589,Sonntag::N,pühapäev,sunnudagur
590,groß::A,suur,stór
591,klein::A,väike,lítill
592,klein::A,pisike,lítill
593,lang::A,pikk,langur
594,kurz::A,lühike,stuttur
595,breit::A,lai,breiður
596,schmal::A,kitsas,mjór
597,dicht::A,tihe,þéttur
598,dick[Gegenstand]::A,jäme,þykkur
599,dünn::A,õhuke,þunnur
600,dünn::A,peenike,þunnur
601,fein::A,peen,fíngerður
602,fein::A,õhuke,fíngerður
603,fest::A,püsiv,fastur
604,fest::A,kindel,fastur
605,flach::A,lame,flatur
606,flach::A,tasane,flatur
607,glatt::A,sile,háll
608,glatt::A,sile,sléttur
609,hart::A,kõva,harður
610,weich::A,pehme,mjúkur
611,rund::A,ümar,kringlóttur
612,spitz::A,torkav,oddhvass
613,scharf::A,terav,beittur
614,stumpf::A,nüri,bitlaus
615,schwer::A,raske,þungur
616,schön::A,kena,fagur
617,schön::A,kena,fallegur
618,heiß::A,kuum,heitur
619,heiß::A,palav,heitur
620,warm::A,soe,hlýr
621,warm::A,soe,heitur
622,kalt::A,külm,kaldur
623,kühl::A,jahe,svalur
624,frisch::A,värske,frískur
625,feucht::A,niiske,rakur
626,feucht::A,niiske,þvalur
627,nass::A,märg,votur
628,nass::A,märg,blautur
629,trocken::A,kuiv,þurr
630,voll::A,täis,fullur
631,leer::A,tühi,tómur
632,offen::A,avatud,opinn
633,offen::A,lahtine,opinn
634,geschlossen::A,suletud,lokaður
635,sauber::A,puhas,þrifinn
636,schmutzig::A,räpane,óhreinn
637,schmutzig::A,räpane,sóðalegur
638,schmutzig::A,määrdunud,óhreinn
639,schmutzig::A,määrdunud,sóðalegur
640,roh::A,toores,hrár
641,reif::A,küps,þroskaður
642,lecker::A,hõrk,ljúffengur
643,lecker::A,maitsev,ljúffengur
644,süß::A,magus,sætur
645,bitter::A,mõru,beiskur
646,sauer::A,hapu,súr
647,hell::A,hele,bjartur
648,dunkel::A,pime,dimmur
649,schwarz::A,must,svartur
650,weiß::A,valge,hvítur
651,rot::A,punane,rauður
652,gelb::A,kollane,gulur
653,blau::A,sinine,blár
654,grün::A,roheline,grænn
655,grau::A,hall,grár
656,bunt::A,kirju,marglitur
657,bunt::A,värviline,marglitur
658,billig::A,odav,ódýr
659,teuer::A,kallis,dýr
660,wertvoll::A,väärtuslik,verðmætur
661,blind::A,pime,blindur
662,taub::A,kurt,heyrnarlaus
663,kräftig::A,jõuline,öflugur
664,stark::A,tugev,sterkur
665,schwach::A,nõrk,veill
666,schwach::A,jõuetu,veill
667,fett::A,rasvane,feitur
668,schlank::A,sale,grannur
669,schlank::A,sale,spengilegur
670,hübsch::A,kena,snotur
671,hübsch::A,kena,laglegur
672,böse::A,tige,illur
673,böse::A,tige,vondur
674,dumm::A,juhm,heimskur
675,dumm::A,rumal,heimskur
676,faul::A,laisk,latur
677,fleißig::A,virk,iðinn
678,fleißig::A,hoolas,iðinn
679,geizig::A,ihne,nískur
680,klug::A,tark,hygginn
681,klug::A,arukas,hygginn
682,klug::A,mõistlik,hygginn
683,geschickt::A,osav,fimur
684,geschickt::A,osav,laginn
685,lieb::A,armas,kær
686,lieb::A,armas,ljúfur
687,lustig::A,lõbus,kátur
688,sanft::A,õrn,blíður
689,hungrig::A,näljane,soltinn
690,hungrig::A,näljane,hungraður
691,krank::A,haige,sjúkur
692,nackt::A,alasti,nakinn
693,traurig::A,kurb,dapur
694,traurig::A,kurb,hryggur
695,lebendig::A,elus,lifandi
696,gut::A,hea,góður
697,schlecht::A,halb,slæmur
698,schlecht::A,halb,lélegur
699,richtig::A,õige,réttur
700,schlimm::A,paha,slæmur
701,wahr::A,tõene,sannur
702,alt::A,vana,gamall
703,neu::A,uus,nýr
704,ehemalig::A,endine,fyrrverandi
705,alt[Lebewesen]::A,vana,gamall
706,jung::A,noor,ungur
707,arm::A,vaene,vesall
708,arm::A,vaene,fátækur
709,reich::A,rikas,ríkur
710,reich::A,rikas,auðugur
711,bekannt::A,teada,kunnugur
712,bekannt::A,tuttav,kunnugur
713,berühmt::A,tuntud,frægur
714,fremd::A,võõras,framandi
715,fremd::A,võõras,ókunnugur
716,verschieden::A,erinev,ýmis
717,nah::A,lähedane,nálægur
718,fern::A,kauge,fjarri
719,fern::A,kauge,fjarlægur
720,linker::A,vasak,vinstri
721,rechter::A,parem,hægri
722,anderer::A,muu,annar
723,anderer::A,teine,annar
724,erster::A,esimene,fyrsti
725,zweiter::A,teine,annar
726,dritter::A,kolmas,þriðji
727,letzter::A,viimane,síðasti
728,allein::ADV,üksi,einn
729,allein::ADV,üksi,aleinn
730,auf einmal::ADV,korraga,allt í einu
731,auf einmal::ADV,ühekorraga,allt í einu
732,zusammen::ADV,koos,saman
733,zusammen::ADV,üheskoos,saman
734,lange::ADV,kaua,lengi
735,plötzlich::ADV,äkki,skyndilega
736,plötzlich::ADV,järsku,skyndilega
737,sofort::ADV,kohe,strax
738,sofort::ADV,kohe,þegar í stað
739,später::ADV,hiljem,seinna
740,jetzt::ADV,nüüd,nú
741,jetzt::ADV,nüüd,núna
742,heute::ADV,täna,í dag
743,morgen::ADV,homme,á morgun
744,bald::ADV,pea,brátt
745,bald::ADV,pea,bráðum
746,bald::ADV,varsti,brátt
747,bald::ADV,varsti,bráðum
748,dann::ADV,siis,svo
749,dann::ADV,siis,síðan
750,gestern::ADV,eile,í gær
751,einst::ADV,vanasti,forðum
752,damals::ADV,tookord,þá
753,damals::ADV,tookord,á þeim tímum
754,danach::ADV,seejärel,á eftir því
755,vorher::ADV,enne,áður
756,zuerst::ADV,enne,fyrst
757,zuerst::ADV,esmalt,fyrst
758,einmal::ADV,kord,einu sinni
759,einmal::ADV,üks kord,einu sinni
760,manchmal::ADV,mõnikord,stundum
761,oft::ADV,tihti,oft
762,oft::ADV,sageli,oft
763,immer::ADV,ikka,alltaf
764,immer::ADV,ikka,sífellt
765,immer::ADV,alati,alltaf
766,immer::ADV,alati,sífellt
767,niemals::ADV,mitte kunagi,aldrei
768,hier::ADV,siin,hér
769,hierhin::ADV,siia,hingað
770,von hier::ADV,siit,héðan
771,dort::ADV,seal,þar
772,dort::ADV,seal,þarna
773,dorthin::ADV,sinna,þangað
774,geradeaus::ADV,otse edasi,beint áfram
775,vorwärts::ADV,edasi,áfram
776,rückwärts::ADV,tagurpidi,aftur á bak
777,zurück::ADV,tagasi,aftur
778,zurück::ADV,tagasi,til baka
779,unten::ADV,all,niðri
780,unten::ADV,all,fyrir neðan
781,unten::ADV,allpool,niðri
782,unten::ADV,allpool,fyrir neðan
783,hinab::ADV,alla,niður
784,hinab::ADV,alla,niður eftir
785,oben::ADV,ülal,uppi
786,hinauf::ADV,üles,upp
787,hinauf::ADV,üles,upp eftir
788,überall::ADV,kõikjal,alls staðar
789,nicht::ADV,ei,ekki
790,nicht::ADV,mitte,ekki
791,ein wenig::ADV,veidi,dálítið
792,ein wenig::ADV,natuke,dálítið
793,kaum::ADV,vaevalt,varla
794,kaum::ADV,vaevalt,tæplega
795,sehr::ADV,väga,mjög
796,so::ADV,nii,svo
797,so::ADV,nii,þannig
798,noch::ADV,veel,enn
799,noch::ADV,veel,ennþá
800,nur::ADV,ainult,bara
801,nur::ADV,ainult,aðeins
802,schon::ADV,juba,nú þegar
803,wieder::ADV,jälle,aftur
804,wieder::ADV,jälle,að nýju
805,vergebens::ADV,asjata,árangurslaust
806,vor::PRP,ees,fyrir
807,hinter::PRP,taha,bak við
808,hinter::PRP,taha,aftur fyrir
809,unter::PRP,all,undir
810,durch::PRP,läbi,gegnum
811,durch::PRP,kaudu,gegnum
812,neben::PRP,kõrval,hjá
813,neben::PRP,kõrval,við hliðina á
814,zwischen::PRP,vahel,milli
815,zwischen::PRP,vahel,á milli
816,wegen::PRP,tõttu,vegna
817,wegen::PRP,pärast,vegna
818,dies::PRN,see,þetta
819,das::PRN,see,það
820,alles::PRN,kõik,allt
821,ich::PRN,mina,ég
822,du::PRN,sina,þú
823,er::PRN,tema,hann
824,wir::PRN,me,við
825,ihr::PRN,te,þið
826,sie::PRN,nad,þær
827,sie::PRN,nad,þeir
828,was::FPRN,mis,hvað
829,wer::FPRN,kes,hver
