,Concept_ID,be,la
79,Funke::N,іскра,scintilla
80,Feuer::N,агонь,ignis
81,Licht::N,святло,lux
82,Licht::N,святло,lumen
83,Schatten::N,цень,umbra
84,Wetter::N,пагода,caelum
85,Wetter::N,пагода,tempestas
86,Wetter::N,надворʼе,caelum
87,Wetter::N,надворʼе,tempestas
88,Nebel::N,туман,nebula
89,Wolke::N,воблака,nubes
90,Regen::N,дождж,imber
91,Regen::N,дождж,pluvia
92,Schnee::N,снег,nix
93,Eis::N,лёд,glacies
94,Frost::N,мароз,gelu
95,Kälte::N,холад,frigus
96,Hitze::N,спёка,calor
97,Hitze::N,спёка,aestus
98,Raureif::N,іней,pruina
99,Regenbogen::N,вясёлка,arcus
100,Donner::N,гром,tonitrus
101,Strömung::N,цячэнне,fluctus
102,Tropfen::N,кропля,gutta
103,Schaum::N,пена,spuma
104,Schmutz::N,гразь,sordes
105,Schmutz::N,гразь,squalor
106,See::N,возера,lacus
107,Sumpf::N,багна,palus
108,Moor::N,балота,palus
109,Wiese::N,луг,pratum
110,Wald::N,лес,silva
111,Hügel::N,узгорак,collis
112,Anhöhe::N,узвышша,specula
113,Berg::N,гара,mons
114,Gipfel::N,вяршыня,vertex
115,Höhle::N,пячора,caverna
116,Höhle::N,пячора,spelunca
117,Abhang::N,схіл,declivum
118,Quelle::N,крыніца,fons
119,Bach::N,ручай,rivus
120,Fluss::N,рака,flumen
121,Ufer::N,бераг,ripa
122,Küste::N,узбярэжжа,litus
123,Festland::N,суша,continens
124,Meer::N,мора,mare
125,Bucht::N,бухта,sinus
126,Insel::N,востраў,insula
127,Blume::N,кветка,flos
128,Gras::N,трава,herba
129,Gras::N,трава,gramen
130,Wurzel::N,корань,radix
131,Baum::N,дрэва,arbor
132,Stamm::N,ствол,truncus
133,Rinde::N,кара,cortex
134,Ast::N,сук,ramus
135,Zweig::N,галіна,ramus
136,Blatt::N,ліст,folium
137,Birke::N,бяроза,betulla
138,Kiefer[Baum]::N,хвоя,pinus
139,Kiefer[Baum]::N,сасна,pinus
140,Weide[Baum]::N,вярба,salix
141,Tanne::N,яліна,abies
142,Horn::N,рог,cornu
143,Feder::N,пяро,penna
144,Fell::N,шкура,pellis
145,Flügel::N,крыло,ala
146,Klaue::N,кіпцюр,unguis
147,Kralle::N,лапа,unguis
148,Schwanz::N,хвост,cauda
149,Ei::N,яйка,ovum
150,Nest::N,гняздо,nidus
151,Bau::N,нара,cavum
152,Bau::N,нара,latibulum
153,Tier::N,жывёла,bestia
154,Herde::N,статак,grex
155,Kuh::N,карова,vacca
156,Bulle::N,бык,taurus
157,Pferd::N,конь,equus
158,Schaf::N,авечка,ovis
159,Schwein::N,свіння,sus
160,Schwein::N,свіння,porcus
161,Hund::N,сабака,canis
162,Katze::N,кошка,felis
163,Bär::N,мядзведзь,ursus
164,Eichhörnchen::N,вавёрка,sciurus
165,Elch::N,лось,alces
166,Fuchs::N,ліса,vulpes
167,Hase::N,заяц,lepus
168,Maus::N,мыш,mus
169,Wolf::N,воўк,lupus
170,Vogel::N,птах,avis
171,Vogel::N,птушка,avis
172,Schwarm::N,чарада,examen
173,Huhn::N,курыца,gallina
174,Hahn::N,певень,gallus
175,Gans::N,гусь,anser
176,Adler::N,арол,aquila
177,Ente::N,качка,anas
178,Eule::N,сава,ulula
179,Eule::N,сава,noctua
180,Kranich::N,жораў,grus
181,Kranich::N,журавель,grus
182,Krähe::N,варона,cornix
183,Kuckuck::N,зязюля,cuculus
184,Schwan::N,лебедзь,olor
185,Schwan::N,лебедзь,cycnus
186,Fisch::N,рыба,piscis
187,Barsch::N,акунь,perca
188,Hecht::N,шчупак,esox
189,Schlange[Tier]::N,змяя,serpens
190,Wurm::N,чарвяк,vermis
191,Spinne::N,павук,aranea
192,Ameise::N,мурашка,formica
193,Laus::N,вош,pediculus
194,Mücke::N,камар,culex
195,Fliege::N,муха,musca
196,Schmetterling::N,матыль,papilio
197,Beere::N,ягада,baca
198,Apfel::N,яблык,malum
199,Pilz::N,грыб,fungus
200,Zwiebel::N,цыбуля,cepa
201,Saat::N,семя,seges
202,Korn::N,зерне,granum
203,Heu::N,сена,faenum
204,Schale::N,шалупінне,putamen
205,Grube::N,яма,fovea
206,Falle::N,пастка,pedica
207,Schlinge::N,сіло,laqueus
208,Spur::N,след,vestigium
209,Asche::N,попел,cinis
210,Dreck::N,бруд,lutum
211,Eisen::N,жалеза,ferrum
212,Gold::N,золата,aurum
213,Silber::N,сребра,argentum
214,Kohle::N,вугаль,carbo
215,Glas::N,шкло,vitrum
216,Lehm::N,гліна,lutum
217,Sand::N,пясок,arena
218,Mensch::N,чалавек,homo
219,Mann::N,мужчына,vir
220,Frau::N,жанчына,mulier
221,Kind::N,дзіця,puer
222,Kind::N,дзіця,infans
223,Junge::N,хлопчык,puer
224,Mädchen::N,дзяўчынка,puella
225,Familie::N,сямʼя,familia
226,Großvater::N,дзядуля,avus
227,Großmutter::N,бабуля,avia
228,Eltern::N,бацькі,parentes
229,Vater::N,бацька,pater
230,Mutter::N,маці,mater
231,Sohn::N,сын,filius
232,Tochter::N,дачка,filia
233,Bruder::N,брат,frater
234,Schwester::N,сястра,soror
235,Onkel::N,дзядзька,patruus
236,Onkel::N,дзядзька,avunculus
237,Tante::N,цётка,amita
238,Ehemann::N,муж,maritus
239,Ehefrau::N,жонка,uxor
240,Freude::N,радасць,gaudium
241,Freude::N,радасць,laetitia
242,Gelächter::N,смех,risus
243,Glück::N,шчасце,felicitas
244,Kummer::N,гора,aegritudo
245,Wunsch::N,жаданне,voluntas
246,Wunsch::N,жаданне,desiderium
247,Lust::N,цяга,libido
248,Lust::N,цяга,voluptas
249,Geist::N,дух,mens
250,Geist::N,дух,animus
251,Gedanke::N,думка,sententia
252,Gedächtnis::N,памяць,memoria
253,Verstand::N,розум,ratio
254,Verstand::N,розум,ingenium
255,Sinn::N,сэнс,sensus
256,Grund::N,зачэпка,causa
257,Wahrheit::N,праўда,veritas
258,Gespräch::N,размова,sermo
259,Märchen::N,казка,fabula
260,Erzählung::N,расказ,fabula
261,Erzählung::N,расказ,narratio
262,Erzählung::N,апавяданне,fabula
263,Erzählung::N,апавяданне,narratio
264,Nachricht::N,вестка,nuntius
265,Nachricht::N,паведамленне,nuntius
266,Neuigkeit::N,навіна,novitas
267,Name::N,імя,nomen
268,Rätsel::N,загадка,aenigma
269,Rede::N,прамова,oratio
270,Sprache::N,мова,lingua
271,Stimme::N,голас,vox
272,Wort::N,слова,verbum
273,Wort::N,слова,vocabulum
274,Zeichen::N,знак,signum
275,Ruf::N,кліч,clamor
276,Lärm::N,шум,strepitus
277,Laut::N,гук,sonus
278,Ton::N,гучанне,sonus
279,Lied::N,песня,carmen
280,Ruhe::N,спакой,quies
281,Leute::N,людзі,homines
282,Volk::N,народ,populus
283,Arbeit::N,праца,labor
284,Arbeit::N,работа,labor
285,Gast::N,госць,hospes
286,Gast::N,госць,conviva
287,Geschenk::N,падарунак,munus
288,Spiel::N,гульня,ludus
289,Gesellschaft::N,таварыства,societas
290,Hilfe::N,дапамога,auxilium
291,Hilfe::N,дапамога,subsidium
292,Freund::N,друг,amicus
293,Freund::N,сябар,amicus
294,Kamerad::N,прыяцель,socius
295,Angelegenheit::N,справа,res
296,Anzahl::N,колькасць,numerus
297,Art::N,від,genus
298,Stück::N,кусок,frustum
299,Stück::N,кусок,fragmentum
300,Stück::N,кавалак,frustum
301,Stück::N,кавалак,fragmentum
302,Teil::N,частка,pars
303,Hälfte::N,палова,dimidium
304,Hälfte::N,палавіна,dimidium
305,Kreis::N,круг,orbis
306,Kreis::N,круг,circus
307,Kreuz::N,крыж,crux
308,Linie::N,лінія,linea
309,Strich::N,рыса,lineamentum
310,Abstand::N,прамежак,intervallum
311,Entfernung::N,адлегласць,spatium
312,Gegend::N,мясцовасць,loca
313,Gegend::N,мясцовасць,regio
314,Platz::N,месца,locus
315,Ort::N,месца,locus
316,Seite::N,бок,latus
317,Mitte::N,сярэдзіна,medium
318,Gegenstand::N,прадмет,res
319,Sache::N,рэч,res
320,Rand::N,край,margo
321,Kante::N,руб,angulus
322,Kante::N,кант,angulus
323,Ecke::N,вугал,angulus
324,Spitze::N,кончык,cacumen
325,Ende::N,канец,caput
326,Loch::N,дзірка,foramen
327,Winkel::N,вугал,angulus
328,Muster::N,узор,exemplum
329,Größe::N,памер,magnitudo
330,Länge::N,даўжыня,longitudo
331,Höhe::N,вышыня,altitudo
332,Gewicht::N,вага,pondus
333,Menge::N,колькасць,copia
334,Haufen::N,куча,acervus
335,Reihe::N,рад,ordo
336,Boot::N,лодка,navicula
337,Ruder::N,вясло,remus
338,Schlitten::N,сані,sclodia
339,Ski::N,лыжа,narta
340,Lagerfeuer::N,вогнішча,ignis
341,Last::N,цяжар,onus
342,Gang::N,ход,cursus
343,Schritt::N,шаг,gradus
344,Schritt::N,крок,gradus
345,Norden::N,поўнач,septentriones
346,Süden::N,поўдзень,meridies
347,Westen::N,захад,occidens
348,Osten::N,усход,oriens
349,Holz::N,дрэва,lignum
350,Holz::N,драўніна,lignum
351,Brett::N,дошка,tabula
352,Platte::N,пліта,lamina
353,Stütze::N,падпорка,adminiculum
354,Stange::N,жэрдка,pertica
355,Stock::N,палка,baculum
356,Stab::N,шост,scipio
357,Rohr::N,труба,tubus
358,Haus::N,дом,aedes
359,Heim::N,дом,domicilium
360,Heim::N,хата,domicilium
361,Ofen::N,печ,fornax
362,Fußboden::N,падлога,solum
363,Tisch::N,стол,mensa
364,Stuhl::N,стул,sella
365,Stuhl::N,крэсла,sella
366,Wiege::N,калыска,cunae
367,Bett::N,ложак,lectus
368,Bett::N,пасцель,lectus
369,Regal::N,паліца,foruli
370,Kiste::N,скрынка,cista
371,Fenster::N,акно,fenestra
372,Tür::N,дзверы,ianua
373,Tor::N,вароты,porta
374,Zaun::N,агароджа,saepes
375,Dach::N,дах,tectum
376,Leiter::N,лесвіца,scalae
377,Besen::N,мятла,scopae
378,Spaten::N,лапата,pala
379,Spaten::N,жалязняк,pala
380,Schaufel::N,шуфлік,pala
381,Schaufel::N,лапатка,pala
382,Gabel::N,відэлец,fuscinula
383,Löffel::N,лыжка,coclear
384,Messer::N,нож,culter
385,Nagel::N,цвік,clavus
386,Netz::N,сетка,rete
387,Haken::N,крук,hamus
388,Griff::N,ручка,manubrium
389,Schloss::N,замок,claustra
390,Bild::N,карціна,tabula
391,Bild::N,карціна,pictura
392,Figur::N,фігура,statunculum
393,Puppe::N,лялька,pupa
394,Beutel::N,мяшок,sacculus
395,Bündel::N,вязка,fascis
396,Tasche::N,торба,sacculus
397,Eimer::N,вядро,situla
398,Deckel::N,накрыўка,operculum
399,Geschirr::N,пасуда,vasa
400,Sack::N,мех,saccus
401,Tasse::N,кубак,pocillum
402,Topf::N,каструля,olla
403,Kessel::N,кацёл,aenum
404,Essen::N,ежа,cena
405,Nahrung::N,харч,cibus
406,Nahrung::N,харч,alimenta
407,Speise::N,страва,cibus
408,Fleisch::N,мяса,caro
409,Getreide::N,збожжа,frumentum
410,Brei::N,каша,puls
411,Brot::N,хлеб,panis
412,Scheibe::N,луста,frustum
413,Scheibe::N,скібка,frustum
414,Fett::N,тлушч,pingue
415,Butter::N,масла,butȳrum
416,Öl::N,алей,oleum
417,Salz::N,соль,sal
418,Suppe::N,суп,ius
419,Honig::N,мёд,mel
420,Milch::N,малако,lac
421,Tee::N,чай,thea
422,Tee::N,гарбата,thea
423,Leder::N,скура,corium
424,Wolle::N,воўна,lana
425,Stoff::N,тканіна,textum
426,Nadel::N,іголка,acus
427,Faden::N,нітка,filum
428,Knopf::N,гузік,bulla
429,Knoten::N,вузел,nodus
430,Farbe::N,фарба,pigmentum
431,Kleidung::N,адзенне,vestimenta
432,Hemd::N,кашуля,tunica
433,Kragen::N,каўнер,collare
434,Ärmel::N,рукаў,manica
435,Hose::N,штаны,bracae
436,Gürtel::N,пояс,cingulum
437,Mütze::N,шапка,pilleus
438,Schuh::N,чаравік,calceus
439,Stiefel::N,бот,pero
440,Stiefel::N,бот,caliga
441,Ring::N,кольца,anulus
442,Band::N,стужка,redimiculum
443,Kamm::N,расчоска,pecten
444,Spiegel::N,люстра,speculum
445,Riemen::N,рэмень,lorum
446,Schnur::N,вяроўка,linum
447,Leine::N,павадок,retinaculum
448,Decke::N,коўдра,lodix
449,Kissen::N,падушка,pulvinus
450,Tuch::N,хустка,velum
451,Handtuch::N,ручнік,mantele
452,Kraft::N,сіла,vis
453,Stärke::N,моц,robur
454,Gesundheit::N,здароўе,valetudo
455,Krankheit::N,хвароба,morbus
456,Schmerz::N,боль,dolor
457,Wunde::N,рана,vulnus
458,Fieber::N,гарачка,febris
459,Fieber::N,ліхаманка,febris
460,Arznei::N,лекі,remedium
461,Brücke::N,мост,pons
462,Brunnen::N,калодзеж,puteus
463,Weide::N,паша,pascua
464,Pfad::N,сцежка,semita
465,Weg::N,шлях,iter
466,Weg::N,дарога,iter
467,Straße::N,вуліца,via
468,Dorf::N,вёска,vicus
469,Stadt::N,горад,urbs
470,Stadt::N,горад,oppidum
471,Brief::N,ліст,epistula
472,Brief::N,пісьмо,epistula
473,Buch::N,кніга,liber
474,Buchstabe::N,літара,littera
475,Zeitung::N,газета,diurnum
476,Leben::N,жыццё,vita
477,Tod::N,смерць,mors
478,Grab::N,магіла,sepulcrum
479,Kirche::N,касцёл,ecclesia
480,Kirche::N,царква,ecclesia
481,Sünde::N,грэх,peccatum
482,Gott::N,бог,deus
483,Arbeiter::N,рабочы,operarius
484,Chef::N,начальнік,praefectus
485,Meister::N,майстар,magister
486,Arzt::N,урач,medicus
487,Lehrer::N,настаўнік,magister
488,Geld::N,грошы,aes
489,Geld::N,грошы,pecunia
490,Geschäft::N,заняцце,negotium
491,Laden::N,крама,taberna
492,Laden::N,магазін,taberna
493,Preis::N,цана,pretium
494,Ware::N,тавар,merx
495,Nutzen::N,выгада,utilitas
496,Reichtum::N,багацце,opes
497,Reichtum::N,багацце,divitiae
498,Welt::N,свет,mundus
499,Land::N,краіна,terra
500,Staat::N,дзяржава,res publica
501,König::N,кароль,rex
502,Macht::N,улада,potestas
503,Grenze::N,граніца,limes
504,Krieg::N,вайна,bellum
505,Feind::N,вораг,inimicus
506,Gewalt::N,насілле,vis
507,Kampf::N,барацьба,pugna
508,Bogen[Waffe]::N,лук,arcus
509,Pfeil::N,страла,sagitta
510,Gewehr::N,ружжо,sclopetum
511,Fehler::N,памылка,error
512,Lüge::N,хлусня,mendacium
513,Schaden::N,шкода,damnum
514,Schaden::N,шкода,detrimentum
515,Unglück::N,ліха,miseria
516,Unglück::N,ліха,calamitas
517,Unglück::N,бядота,miseria
518,Unglück::N,бядота,calamitas
519,Schuld::N,віна,culpa
520,Alter::N,узрост,aetas
521,Schluss::N,канец,finis
522,Zeit::N,час,tempus
523,Tag::N,дзень,dies
524,Morgen::N,ранак,mane
525,Morgen::N,раніца,mane
526,Mittag::N,паўдня,meridies
527,Mittag::N,поўдзень,meridies
528,Abend::N,вечар,vesper
529,Nacht::N,ноч,nox
530,Woche::N,тыдзень,septimana
531,Monat::N,месяц,mensis
532,Jahr::N,год,annus
533,Frühling::N,вясна,ver
534,Sommer::N,лета,aestas
535,Herbst::N,восень,autumnus
536,Winter::N,зіма,hiems
537,Januar::N,студзень,Ianuarius
538,Februar::N,люты,Februarius
539,März::N,сакавік,Martius
540,April::N,красавік,Aprilis
541,Mai::N,май,Maius
542,Mai::N,травень,Maius
543,Juni::N,чэрвень,Iunius
544,Juli::N,ліпень,Iulius
545,August::N,жнівень,Augustus
546,September::N,верасень,September
547,Oktober::N,кастрычнік,Octobris
548,November::N,лістапад,Novembris
549,Dezember::N,снежань,December
550,Montag::N,панядзелак,dies lunae
551,Dienstag::N,аўторак,dies Martis 
552,Mittwoch::N,серада,dies Mercurii
553,Donnerstag::N,чацвер,dies Iovis
554,Freitag::N,пятніца,dies Veneris
555,Samstag::N,субота,dies Saturni
556,Sonntag::N,нядзеля,dominicus
557,Sonntag::N,нядзеля,dies solis
558,groß::A,вялікі,magnus
559,klein::A,маленькі,parvus
560,lang::A,доўгі,longus
561,kurz::A,кароткі,brevis
562,breit::A,шырокі,latus
563,schmal::A,вузкі,angustus
564,dicht::A,густы,densus
565,dick[Gegenstand]::A,тоўсты,crassus
566,dünn::A,тонкі,tenuis
567,fein::A,тонкі,subtilis
568,fest::A,моцны,solidus
569,fest::A,моцны,stabilis
570,flach::A,плоскі,planus
571,glatt::A,гладкі,levis
572,hart::A,цвёрды,durus
573,weich::A,мяккі,mollis
574,rund::A,круглы,rotundus
575,spitz::A,спічасты,acutus
576,spitz::A,востраканцовы,acutus
577,scharf::A,востры,acer
578,stumpf::A,тупы,hebes
579,schwer::A,цяжкі,gravis
580,schön::A,прыгожы,pulcher
581,schön::A,прыгожы,formosus
582,heiß::A,гарачы,fervidus
583,warm::A,цёплы,calidus
584,kalt::A,холадны,frigidus
585,kühl::A,халаднаваты,frigidus
586,frisch::A,свежы,recens
587,feucht::A,вільготны,umidus
588,nass::A,мокры,madidus
589,trocken::A,сухі,aridus
590,voll::A,поўны,plenus
591,leer::A,пусты,vacuus
592,offen::A,адкрыты,apertus
593,offen::A,адчынены,apertus
594,geschlossen::A,закрыты,clausus
595,geschlossen::A,зачынены,clausus
596,sauber::A,чысты,lautus
597,schmutzig::A,брудны,sordidus
598,roh::A,сыры,crudus
599,reif::A,спелы,maturus
600,lecker::A,смачны,delicatus
601,süß::A,салодкі,dulcis
602,bitter::A,горкі,amarus
603,bitter::A,горкі,acerbus
604,sauer::A,кіслы,acidus
605,hell::A,светлы,clarus
606,dunkel::A,цёмны,obscurus
607,schwarz::A,чорны,niger
608,weiß::A,белы,albus
609,rot::A,чырвоны,ruber
610,gelb::A,жоўты,flavus
611,blau::A,сіні,caeruleus
612,grün::A,зялёны,viridis
613,grau::A,шэры,canus
614,bunt::A,пяресты,varius
615,billig::A,танны,vilis
616,teuer::A,дарагі,carus
617,wertvoll::A,цэнны,pretiosus
618,wertvoll::A,каштоўны,pretiosus
619,blind::A,сляпы,caecus
620,taub::A,глухі,surdus
621,kräftig::A,магутны,robustus
622,stark::A,сільны,firmus
623,stark::A,сільны,validus
624,schwach::A,слабы,debilis
625,schwach::A,слабы,infirmus
626,fett::A,тлусты,crassus
627,schlank::A,стройны,procerus
628,hübsch::A,чароўны,pulcher
629,böse::A,злы,improbus
630,dumm::A,дурны,stultus
631,dumm::A,дурны,stupidus
632,faul::A,лянівы,piger
633,fleißig::A,руплівы,sedulus
634,geizig::A,прагны,avarus
635,klug::A,разумны,prudens
636,geschickt::A,умелы,sollers
637,lieb::A,мілы,carus
638,lustig::A,вясёлы,iocosus
639,sanft::A,ласкавы,clemens
640,hungrig::A,галодны,impastus
641,krank::A,хворы,aeger
642,nackt::A,голы,nudus
643,traurig::A,сумны,maestus
644,lebendig::A,жывы,vivus
645,gut::A,добры,bonus
646,schlecht::A,кепскі,malus
647,richtig::A,правільны,rectus
648,schlimm::A,агідны,malus
649,wahr::A,сапраўдны,verus
650,alt::A,стары,antiquus
651,neu::A,новы,novus
652,ehemalig::A,былы,pristinus
653,alt[Lebewesen]::A,стары,vetus
654,jung::A,малады,iuvenis
655,arm::A,бедны,pauper
656,reich::A,багаты,dives
657,bekannt::A,знаёмы,notus
658,berühmt::A,славуты,celeber
659,berühmt::A,славуты,illustris
660,fremd::A,чужы,peregrinus
661,verschieden::A,розны,varius
662,nah::A,блізкі,propinquus
663,fern::A,далёкі,longinquus
664,linker::A,левы,sinister
665,rechter::A,правы,dexter
666,anderer::A,іншы,alius
667,anderer::A,другі,alius
668,erster::A,першы,primus
669,zweiter::A,другі,secundus
670,dritter::A,трэці,tertius
671,letzter::A,апошні,ultimus
672,allein::ADV,сам,solum
673,allein::ADV,адзін,solum
674,auf einmal::ADV,адразу,simul
675,zusammen::ADV,разам,una
676,lange::ADV,доўга,diu
677,plötzlich::ADV,раптам,subito
678,plötzlich::ADV,раптам,repente
679,sofort::ADV,зараз,statim
680,später::ADV,пазней,postea
681,jetzt::ADV,цяпер,nunc
682,heute::ADV,сёння,hodie
683,morgen::ADV,заўтра,cras
684,bald::ADV,хутка,mox
685,bald::ADV,неўзабаве,mox
686,dann::ADV,потым,deinde
687,gestern::ADV,учора,heri
688,einst::ADV,аднойчы,olim
689,damals::ADV,тады,tum
690,danach::ADV,затым,postea
691,vorher::ADV,раней,antea
692,zuerst::ADV,спярша,primo
693,zuerst::ADV,спачатку,primo
694,einmal::ADV,адзін раз,semel
695,manchmal::ADV,часам,interdum
696,oft::ADV,часта,saepe
697,immer::ADV,заўсёды,semper
698,niemals::ADV,ніколі,numquam
699,hier::ADV,тут,hic
700,hierhin::ADV,сюды,huc
701,von hier::ADV,адсюль,hinc
702,von hier::ADV,адгэтуль,hinc
703,dort::ADV,там,ibi
704,dorthin::ADV,туды,eo
705,geradeaus::ADV,прама,recte
706,vorwärts::ADV,наперад,porro
707,rückwärts::ADV,назад,retro
708,zurück::ADV,назад,retro
709,unten::ADV,унізе,infra
710,hinab::ADV,уніз,pessum
711,oben::ADV,угары,supra
712,oben::ADV,наверсе,supra
713,hinauf::ADV,угару,sursum
714,überall::ADV,усюды,ubique
715,nicht::ADV,не,non
716,ein wenig::ADV,трошкі,paulum
717,kaum::ADV,ледзьве,vix
718,kaum::ADV,ледзьве,aegre
719,sehr::ADV,вельмі,valde
720,sehr::ADV,вельмі,magnopere
721,so::ADV,так,ita
722,noch::ADV,яшчэ,etiam
723,nur::ADV,толькі,solum
724,nur::ADV,толькі,tantum
725,schon::ADV,ужо,iam
726,wieder::ADV,зноў,rursus
727,vergebens::ADV,дарма,frustra
728,vergebens::ADV,дарэмна,frustra
729,vor::PRP,перад,ante
730,hinter::PRP,за,post
731,hinter::PRP,ззаду,post
732,unter::PRP,пад,sub
733,durch::PRP,праз,per
734,neben::PRP,каля,iuxta
735,zwischen::PRP,між,inter
736,zwischen::PRP,паміж,inter
737,wegen::PRP,з-за,propter
738,dies::PRN,гэта,hoc
739,das::PRN,тое,id
740,alles::PRN,усё,omnia
741,ich::PRN,я,ego
742,du::PRN,ты,tu
743,er::PRN,ён,is
744,er::PRN,ён,ille
745,wir::PRN,мы,nos
746,ihr::PRN,вы,vos
747,sie::PRN,яны,ii
748,sie::PRN,яны,illi
749,was::FPRN,што,quid
750,wer::FPRN,хто,quis
751,wo::FADV,дзе,ubi
752,wohin::FADV,куды,quo
753,wie::FADV,як,quomodo
754,warum::FADV,чаму,cur
755,wieviel::FNUM,колькі,quantum
756,eins::NUM,адзін,unus
757,zwei::NUM,два,duo
758,drei::NUM,тры,tres
759,vier::NUM,чатыры,quattuor
760,fünf::NUM,пяць,quinque
761,sechs::NUM,шесць,sex
762,sieben::NUM,сем,septem
763,acht::NUM,восем,octo
764,neun::NUM,дзевяць,novem
765,zehn::NUM,дзесяць,decem
766,elf::NUM,адзінаццаць,undecim
767,zwölf::NUM,дванаццаць,duodecim
768,zwanzig::NUM,дваццаць,viginti
769,dreißig::NUM,трыццаць,triginta
770,vierzig::NUM,сорак,quadraginta
771,fünfzig::NUM,пядзесят,quinquaginta
772,sechzig::NUM,шесдзесят,sexaginta
773,siebzig::NUM,семдзесят,septuaginta
774,achtzig::NUM,восемдзесят,octoginta
775,neunzig::NUM,дзевяноста,nonaginta
776,hundert::NUM,сто,centum
777,tausend::NUM,тысяча,mille
778,und::CNJ,і,et
779,und::CNJ,і,-que
780,und::CNJ,ды,et
781,und::CNJ,ды,-que
782,oder::CNJ,або,vel
783,stehen::V,стаяць,stare
784,sitzen::V,сядзець,sedere
785,liegen::V,ляжаць,iacere
786,hängen::V,вісець,pendere
787,werden::V,стаць,fieri
788,werden::V,зрабіцца,fieri
789,passieren::V,трапіцца,accidere
790,beginnen::V,пачацца,incipere
791,enden::V,кончыцца,finem habere
792,wechseln::V,мяняцца,mutari
793,aufgehen[Sonne]::V,узысці,oriri
794,untergehen[Sonne]::V,зайсці,occidere
795,scheinen[Sonne]::V,свяціць,lucere
796,donnern::V,грымець,tonare
797,wehen::V,дзьмуць,flare
798,strömen::V,ліцца,fluere
799,fließen::V,цячы,manare
800,sich drehen::V,круціцца,torqueri
801,sich drehen::V,варочацца,torqueri
802,schwanken::V,хістацца,vacillare
803,schwingen::V,гайдацца,vibrare
804,schwingen::V,калыхацца,vibrare
805,fallen::V,падаць,cadere
806,brennen::V,гарэць,ardere
807,rauchen::V,дымець,fumare
808,regnen::V,дажджыць,pluere
809,gefrieren::V,замерзнуць,congelari
810,tauen::V,раставаць,rorare
811,schmelzen::V,плавіцца,liquescere
812,trocknen::V,сохнуць,arescere
813,sieden::V,кіпець,fervere
814,faulen::V,гнісці,putescere
815,verfaulen::V,згнісці,putescere
816,reißen::V,ірвацца,scindi
817,versinken::V,тануць,mergi
818,vergehen::V,праходзіць,praeterire
819,erscheinen::V,зʼявіцца,apparere
820,verschwinden::V,знікнуць,discedere
821,sinken::V,спадаць,labi
822,abnehmen::V,паменшыцца,deminui
823,zunehmen::V,павялічвацца,augeri
824,steigen::V,паднімацца,augescere
825,wachsen::V,расці,crescere
