,Concept_ID,,kv
78,Frost::N,,мороз
79,Kälte::N,,кӧдзыт
80,Hitze::N,,ӧд
81,Raureif::N,,кижа
82,Regenbogen::N,,енӧшка
83,Donner::N,,гым
84,Strömung::N,,визывтӧм
85,Tropfen::N,,тёп
86,Schaum::N,,быг
87,Schmutz::N,,нять
88,See::N,,ты
89,Sumpf::N,,арай
90,Moor::N,,нюр
91,Wiese::N,,видз
92,Wald::N,,вӧр
93,Hügel::N,,мыльк
94,Anhöhe::N,,вывтас
95,Anhöhe::N,,вылынін
96,Berg::N,,керӧс
97,Gipfel::N,,йыв
98,Höhle::N,,нора
99,Abhang::N,,покат
100,Quelle::N,,больган
101,Bach::N,,шор
102,Fluss::N,,ю
103,Ufer::N,,берег
104,Küste::N,,берег
105,Festland::N,,му
106,Meer::N,,море
107,Bucht::N,,курья
108,Blume::N,,цветок
109,Gras::N,,турун
110,Wurzel::N,,вуж
111,Baum::N,,пу
112,Stamm::N,,мыр
113,Stamm::N,,кер
114,Rinde::N,,кач
115,Ast::N,,ув
116,Zweig::N,,ув
117,Blatt::N,,лист
118,Birke::N,,кыдз
119,Kiefer[Baum]::N,,пожум
120,Weide[Baum]::N,,бадь
121,Tanne::N,,кӧз
122,Horn::N,,сюр
123,Feder::N,,гӧн
124,Fell::N,,кучик
125,Flügel::N,,борд
126,Klaue::N,,гыж
127,Kralle::N,,кабыр
128,Schwanz::N,,бӧж
129,Ei::N,,кольть
130,Nest::N,,поз
131,Bau::N,,осьта
132,Bau::N,,нора
133,Tier::N,,зверь
134,Herde::N,,гурт
135,Kuh::N,,мӧс
136,Bulle::N,,ӧшка
137,Pferd::N,,вӧв
138,Schaf::N,,баля
139,Schwein::N,,порсь
140,Hund::N,,пон
141,Katze::N,,кань
142,Bär::N,,ош
143,Eichhörnchen::N,,ур
144,Elch::N,,вӧр мӧс
145,Fuchs::N,,руч
146,Hase::N,,кӧч
147,Maus::N,,шыр
148,Wolf::N,,кӧин
149,Vogel::N,,кай
150,Schwarm::N,,стая
151,Schwarm::N,,чукӧр
152,Huhn::N,,курӧг
153,Hahn::N,,петух
154,Hahn::N,,ай курӧг
155,Gans::N,,дзодзог
156,Adler::N,,куч
157,Adler::N,,кутш
158,Ente::N,,утка
159,Eule::N,,тупка
160,Kranich::N,,тури
161,Krähe::N,,рака
162,Kuckuck::N,,кӧк
163,Schwan::N,,юсь
164,Fisch::N,,чери
165,Barsch::N,,ёкыш
166,Hecht::N,,сирпинь
167,Schlange[Tier]::N,,змей
168,Wurm::N,,номыр
169,Spinne::N,,черань
170,Ameise::N,,кӧдзывкар
171,Laus::N,,ляпа той
172,Mücke::N,,ном
173,Fliege::N,,гут
174,Schmetterling::N,,бабыв
175,Beere::N,,ягӧд
176,Apfel::N,,яблоко
177,Pilz::N,,тшак
178,Zwiebel::N,,грез
179,Saat::N,,кӧдзыс
180,Korn::N,,сю
181,Heu::N,,турун
182,Schale::N,,кыш
183,Schale::N,,киль
184,Grube::N,,яма
185,Falle::N,,нальк
186,Falle::N,,кляпча
187,Schlinge::N,,лӧч
188,Spur::N,,туй
189,Asche::N,,пӧим
190,Dreck::N,,нять
191,Eisen::N,,кӧрт
192,Gold::N,,зарни
193,Silber::N,,язісь
194,Kohle::N,,шом
195,Kohle::N,,уголь
196,Glas::N,,стекло
197,Lehm::N,,сёй
198,Sand::N,,лыа
199,Mensch::N,,морт
200,Mann::N,,мужик
201,Frau::N,,инька
202,Kind::N,,кага
203,Junge::N,,зонка
204,Mädchen::N,,нывкаок
205,Familie::N,,семья
206,Großvater::N,,дед
207,Großmutter::N,,баб
208,Eltern::N,,ай-мам
209,Vater::N,,ай
210,Mutter::N,,мам
211,Sohn::N,,зон
212,Tochter::N,,ныв
213,Bruder::N,,вон
214,Schwester::N,,сой
215,Onkel::N,,дядь
216,Tante::N,,айӧлӧн сой
217,Tante::N,,ичинь
218,Ehemann::N,,жӧник
219,Ehefrau::N,,инь
220,Freude::N,,гаж
221,Freude::N,,радъялӧм
222,Gelächter::N,,сералӧм
223,Glück::N,,мичлун
224,Kummer::N,,шог
225,Wunsch::N,,мӧдӧм
226,Wunsch::N,,охотитӧм
227,Lust::N,,охота
228,Geist::N,,лов
229,Gedanke::N,,дума
230,Gedächtnis::N,,тӧдвыв
231,Verstand::N,,вежӧр
232,Sinn::N,,ылӧс
233,Grund::N,,мог
234,Wahrheit::N,,правда
235,Gespräch::N,,сёрни
236,Märchen::N,,сказка
237,Erzählung::N,,висьт
238,Nachricht::N,,юӧр
239,Nachricht::N,,висьталӧм
240,Neuigkeit::N,,новость
241,Name::N,,ним
242,Rätsel::N,,загадка
243,Rede::N,,сёрни
244,Sprache::N,,кыв
245,Stimme::N,,голос
246,Wort::N,,кыв
247,Zeichen::N,,пас
248,Ruf::N,,чуксӧм
249,Ruf::N,,чукӧстӧм
250,Lärm::N,,шум
251,Laut::N,,шы
252,Ton::N,,гор
253,Lied::N,,сьыланкыв
254,Ruhe::N,,спокой
255,Leute::N,,йӧз
256,Volk::N,,йӧз
257,Volk::N,,народ
258,Arbeit::N,,удж
259,Gast::N,,гӧсь
260,Geschenk::N,,гӧснеч
261,Geschenk::N,,подарок
262,Spiel::N,,орсӧм
263,Gesellschaft::N,,компания
264,Hilfe::N,,отсӧт
265,Freund::N,,модз
266,Freund::N,,дружок
267,Kamerad::N,,тӧдса
268,Angelegenheit::N,,дело
269,Anzahl::N,,лыд
270,Art::N,,пӧлӧс
271,Stück::N,,тор
272,Teil::N,,юкӧм
273,Hälfte::N,,джын
274,Kreis::N,,круг
275,Kreuz::N,,перна
276,Linie::N,,визь
277,Strich::N,,кырӧв
278,Abstand::N,,колас
279,Entfernung::N,,ылына
280,Gegend::N,,места
281,Platz::N,,места
282,Ort::N,,места
283,Seite::N,,ладор
284,Mitte::N,,шӧр
285,Gegenstand::N,,тор
286,Sache::N,,тор
287,Rand::N,,дор
288,Kante::N,,ордлы
289,Ecke::N,,пельӧс
290,Spitze::N,,йыв
291,Ende::N,,йыв
292,Loch::N,,осьта
293,Winkel::N,,пельӧс
294,Muster::N,,сер
295,Größe::N,,ыжда
296,Länge::N,,кузя
297,Höhe::N,,сувда
298,Höhe::N,,вылына
299,Gewicht::N,,сьӧкта
300,Haufen::N,,куча
301,Reihe::N,,лёдз
302,Boot::N,,пыж
303,Ruder::N,,пелыс
304,Schlitten::N,,додь
305,Ski::N,,лямпа
306,Lagerfeuer::N,,бипур
307,Last::N,,тягота
308,Gang::N,,мунӧм
309,Schritt::N,,вожмӧв
310,Norden::N,,ой
311,Süden::N,,лун
312,Westen::N,,рытвыв
313,Osten::N,,асыв
314,Holz::N,,пу
315,Brett::N,,пӧв
316,Platte::N,,плита
317,Stütze::N,,пика
318,Stange::N,,зор
319,Stange::N,,потш
320,Stock::N,,бедь
321,Stab::N,,шест
322,Rohr::N,,труба
323,Haus::N,,керку
324,Heim::N,,керку
325,Ofen::N,,пӧжавны
326,Fußboden::N,,джодж
327,Tisch::N,,пызан
328,Stuhl::N,,стул
329,Wiege::N,,зыбка
330,Bett::N,,кровать
331,Regal::N,,джадж
332,Kiste::N,,ящик
333,Fenster::N,,ӧшын
334,Tür::N,,ыбӧс
335,Tor::N,,ворота
336,Zaun::N,,забор
337,Dach::N,,крыша
338,Leiter::N,,лиснич
339,Besen::N,,рос
340,Spaten::N,,зыр
341,Schaufel::N,,зыр
342,Gabel::N,,вила
343,Löffel::N,,пань
344,Messer::N,,пурт
345,Nagel::N,,кӧрттув
346,Netz::N,,кыйӧт
347,Haken::N,,ем
348,Griff::N,,пу
349,Schloss::N,,замок
350,Bild::N,,картина
351,Figur::N,,мыгӧр
352,Puppe::N,,акань
353,Beutel::N,,мешӧк
354,Bündel::N,,нин
355,Tasche::N,,сумка
356,Eimer::N,,ведра
357,Deckel::N,,вевт
358,Geschirr::N,,доз
359,Geschirr::N,,бекӧрпань
360,Sack::N,,мешӧк
361,Tasse::N,,бекӧр
362,Topf::N,,кастрюля
363,Kessel::N,,пӧрт
364,Essen::N,,сёйӧм
365,Nahrung::N,,вердан
366,Speise::N,,сёян
367,Fleisch::N,,яй
368,Getreide::N,,сю
369,Brei::N,,каша
370,Brot::N,,нянь
371,Scheibe::N,,шӧрӧм
372,Fett::N,,гос
373,Butter::N,,ви
374,Öl::N,,ви
375,Salz::N,,сов
376,Suppe::N,,шыд
377,Honig::N,,ма
378,Milch::N,,йӧв
379,Tee::N,,чай
380,Leder::N,,кучик
381,Wolle::N,,гӧн
382,Stoff::N,,дӧра
383,Nadel::N,,ем
384,Faden::N,,сунис
385,Knopf::N,,кизь
386,Knoten::N,,узӧв
387,Knoten::N,,гӧрӧд
388,Farbe::N,,краска
389,Kleidung::N,,паськӧм
390,Hemd::N,,йӧрнӧс
391,Kragen::N,,воротник
392,Ärmel::N,,сос
393,Hose::N,,вешьян
394,Gürtel::N,,йи
395,Mütze::N,,шапка
396,Schuh::N,,ботинки
397,Stiefel::N,,сапог
398,Ring::N,,чунькытш
399,Band::N,,ленточка
400,Kamm::N,,сынан
401,Spiegel::N,,зеркало
402,Riemen::N,,ремень
403,Schnur::N,,гез
404,Leine::N,,повод
405,Decke::N,,одеяло
406,Kissen::N,,подушка
407,Tuch::N,,чышьян
408,Handtuch::N,,чышкӧт
409,Kraft::N,,прак
410,Stärke::N,,вын
411,Gesundheit::N,,здоровье
412,Krankheit::N,,шог
413,Schmerz::N,,зубыт
414,Wunde::N,,рана
415,Fieber::N,,лёк тресся
416,Fieber::N,,кынтан шогӧт
417,Arznei::N,,лекарство
418,Brücke::N,,пос
419,Brunnen::N,,колодец 
420,Weide::N,,пода йирсян
421,Pfad::N,,туй
422,Weg::N,,туй
423,Straße::N,,туй
424,Dorf::N,,деревня
425,Stadt::N,,город
426,Brief::N,,гижӧт
427,Buch::N,,книга
428,Buchstabe::N,,буква
429,Zeitung::N,,газета
430,Leben::N,,олан
431,Tod::N,,кулӧм
432,Grab::N,,гу
433,Kirche::N,,вичку
434,Sünde::N,,грек
435,Gott::N,,ен
436,Arbeiter::N,,уджалiсь
437,Chef::N,,начальник
438,Meister::N,,мастер
439,Arzt::N,,врач
440,Lehrer::N,,велӧтісь
441,Geld::N,,деньга
442,Geschäft::N,,удж
443,Laden::N,,магазин
444,Preis::N,,дон
445,Ware::N,,товар
446,Nutzen::N,,путь
447,Reichtum::N,,богатство
448,Welt::N,,му
449,Land::N,,страна
450,Staat::N,,государство
451,König::N,,кан
452,Macht::N,,власть
453,Grenze::N,,граница
454,Krieg::N,,война
455,Feind::N,,враг
456,Kampf::N,,нярасьӧм
457,Kampf::N,,вермасьӧм
458,Bogen[Waffe]::N,,лук
459,Pfeil::N,,ньӧв
460,Gewehr::N,,ружьё
461,Fehler::N,,ошибка
462,Lüge::N,,ылӧтӧм
463,Lüge::N,,пӧрьялӧм
464,Schaden::N,,лёк
465,Unglück::N,,пик
466,Unglück::N,,оказзё
467,Schuld::N,,вина
468,Schluss::N,,ком
469,Zeit::N,,кад
470,Tag::N,,лун
471,Morgen::N,,асыв
472,Mittag::N,,луншӧр кад
473,Abend::N,,рыт
474,Nacht::N,,ой
475,Woche::N,,неделя
476,Monat::N,,тӧлicь
477,Jahr::N,,год
478,Frühling::N,,тулыс
479,Sommer::N,,гожум
480,Herbst::N,,ар
481,Winter::N,,тӧв
482,Januar::N,,январ
483,Februar::N,,февраль
484,März::N,,март
485,April::N,,апрель
486,Mai::N,,май
487,Juni::N,,юнь
488,Juli::N,,юль
489,August::N,,август
490,September::N,,сентяб
491,Oktober::N,,октяб
492,November::N,,нояб
493,Dezember::N,,декаб
494,Montag::N,,вильлун
495,Dienstag::N,,мӧдӧдзлун
496,Mittwoch::N,,шӧрлун
497,Donnerstag::N,,нёльӧдзлун
498,Freitag::N,,витӧдзлун
499,Samstag::N,,пывсянлун
500,Sonntag::N,,кресення
501,groß::A,,ыджыт
502,klein::A,,учӧтик
503,lang::A,,кузь
504,kurz::A,,дженыт
505,breit::A,,ота
506,schmal::A,,векнит
507,dicht::A,,тшӧк
508,dick[Gegenstand]::A,,кыз
509,dünn::A,,вӧснит
510,fein::A,,вӧснит
511,fest::A,,крепыт
512,flach::A,,лапкӧса
513,glatt::A,,волькыт
514,hart::A,,чӧрыт
515,weich::A,,небыт
516,rund::A,,гӧгрӧса
517,spitz::A,,ёся
518,scharf::A,,лэчыт
519,stumpf::A,,ныж
520,schwer::A,,сьӧкыт
521,schön::A,,басӧк
522,heiß::A,,жар
523,warm::A,,шоныт
524,kalt::A,,кӧдзыт
525,kühl::A,,сайкыт
526,frisch::A,,виль
527,feucht::A,,вакодь
528,nass::A,,ва
529,trocken::A,,кӧс
530,voll::A,,тыра
531,leer::A,,тыртӧм
532,offen::A,,оссьӧм
533,geschlossen::A,,игана
534,geschlossen::A,,пӧдана
535,sauber::A,,сӧдз
536,sauber::A,,сӧстӧм
537,schmutzig::A,,нятьӧсь
538,roh::A,,путӧм
539,reif::A,,кисьмалӧм
540,lecker::A,,кӧра 
541,süß::A,,чӧскыт
542,bitter::A,,курыт
543,sauer::A,,шӧма 
544,hell::A,,югыт
545,dunkel::A,,пемыт
546,schwarz::A,,сьӧд
547,weiß::A,,чочком
548,rot::A,,гӧрд
549,gelb::A,,веж
550,blau::A,,лӧз
551,grün::A,,веж
552,grau::A,,руд
553,grau::A,,бусӧй
554,bunt::A,,быдрӧма
555,billig::A,,донтӧм
556,teuer::A,,дона
557,wertvoll::A,,дона
558,blind::A,,синтӧм
559,taub::A,,пельтӧм
560,kräftig::A,,вына
561,stark::A,,вына
562,schwach::A,,некодя
563,fett::A,,госа
564,schlank::A,,статя
565,hübsch::A,,басӧк
566,böse::A,,лёк
567,dumm::A,,бӧбӧв
568,dumm::A,,вежӧртӧм
569,faul::A,,дыш
570,fleißig::A,,уджалicь
571,geizig::A,,жикмӧра
572,geizig::A,,горшаліcь
573,klug::A,,авья
574,klug::A,,вежӧра
575,geschickt::A,,кипода
576,lieb::A,,муса
577,lieb::A,,дзулиньӧй
578,lustig::A,,гажа
579,sanft::A,,лебезнӧй
580,hungrig::A,,тшыг
581,krank::A,,шогалiсь
582,nackt::A,,куш
583,traurig::A,,жугыль
584,lebendig::A,,ловья
585,gut::A,,бур
586,schlecht::A,,умӧль
587,schlimm::A,,нештӧм
588,alt::A,,важ
589,neu::A,,виль
590,ehemalig::A,,вӧвлӧм
591,alt[Lebewesen]::A,,года
592,alt[Lebewesen]::A,,годдэза
593,jung::A,,том
594,arm::A,,гов
595,arm::A,,беднӧй
596,reich::A,,эма
597,bekannt::A,,тӧдса
598,fremd::A,,чужӧй
599,verschieden::A,,быдкодь
600,nah::A,,матiсь
601,fern::A,,ылicь
602,linker::A,,шульга
603,rechter::A,,веськытланись
604,anderer::A,,мукӧд
605,erster::A,,медодзза
606,zweiter::A,,кыкӧт
607,dritter::A,,куимӧт
608,dritter::A,,куимӧдз
609,letzter::A,,бӧрья
610,letzter::A,,мёдбӧрья
611,auf einmal::ADV,,тшӧтш
612,zusammen::ADV,,ӧтлаын
613,lange::ADV,,дыр
614,plötzlich::ADV,,друг
615,sofort::ADV,,тшӧтш
616,später::ADV,,медбӧрын
617,jetzt::ADV,,ӧні
618,heute::ADV,,талун
619,morgen::ADV,,ашын
620,bald::ADV,,чожа
621,dann::ADV,,сыбӧрын
622,gestern::ADV,,тӧн
623,einst::ADV,,ӧтпыр
624,damals::ADV,,сэк
625,damals::ADV,,сэки
626,danach::ADV,,сэсся
627,vorher::ADV,,одзжык
628,zuerst::ADV,,наперво
629,einmal::ADV,,ӧтпыр
630,manchmal::ADV,,мукӧдпыр
631,oft::ADV,,-лы-
632,immer::ADV,,быдпыр
633,immer::ADV,,быдпырся
634,niemals::ADV,,некӧр
635,hier::ADV,,татӧн
636,hierhin::ADV,,татчӧ
637,von hier::ADV,,тасянь
638,dort::ADV,,сэтӧн
639,dorthin::ADV,,сэтчин
640,geradeaus::ADV,,веськыта
641,vorwärts::ADV,,одзӧ
642,rückwärts::ADV,,бӧр
643,zurück::ADV,,бӧр
644,unten::ADV,,увтын
645,hinab::ADV,,увтас
646,oben::ADV,,вевдӧрас
647,hinauf::ADV,,вывлань
648,hinauf::ADV,,вывланьӧ
649,überall::ADV,,быдлан
650,nicht::ADV,,ог
651,ein wenig::ADV,,-ышт
652,ein wenig::ADV,,невна
653,kaum::ADV,,ӧдва
654,sehr::ADV,,вывтi
655,so::ADV,,сiдз
656,noch::ADV,,эшӧ
657,nur::ADV,,только
658,schon::ADV,,ни
659,wieder::ADV,,бӧра
660,vergebens::ADV,,весись
661,vor::PRP,,одзас
662,hinter::PRP,,бӧрӧ
663,unter::PRP,,увтын
664,durch::PRP,,пыр
665,neben::PRP,,бокам
666,neben::PRP,,боксиным
667,zwischen::PRP,,коласас
668,wegen::PRP,,понда
669,dies::PRN,,эта
670,das::PRN,,сiя
671,alles::PRN,,быдӧс
672,ich::PRN,,ме
673,du::PRN,,тэ
674,er::PRN,,сiя
675,wir::PRN,,мийӧ
676,ihr::PRN,,ті
677,sie::PRN,,нія
678,was::FPRN,,мый
679,wer::FPRN,,кин
680,wo::FADV,,кытӧн
681,wohin::FADV,,кытчӧ
682,wie::FADV,,дзик
683,warum::FADV,,мыля
684,warum::FADV,,мыйсянь
685,wieviel::FNUM,,мымда
686,eins::NUM,,ӧт
687,zwei::NUM,,кык
688,drei::NUM,,куим
689,vier::NUM,,нёль
690,fünf::NUM,,вит
691,sechs::NUM,,квать
692,sieben::NUM,,сизим
693,acht::NUM,,кыкьямыс
694,neun::NUM,,ӧкмыс
695,zehn::NUM,,дас
696,elf::NUM,,дасотік
697,zwölf::NUM,,даскык
698,zwanzig::NUM,,кыкдас
699,dreißig::NUM,,куимдас
700,vierzig::NUM,,нёльдас
701,fünfzig::NUM,,витдас
702,sechzig::NUM,,кватьдас
703,siebzig::NUM,,сизимдас
704,achtzig::NUM,,кыкьямысдас
705,neunzig::NUM,,ӧкмысдас
706,hundert::NUM,,сто
707,tausend::NUM,,тысяча
708,und::CNJ,,и
709,und::CNJ,,да
710,oder::CNJ,,или
711,stehen::V,,сулавны
712,sitzen::V,,пукавны
713,liegen::V,,куйлыны
714,hängen::V,,ӧшавны
715,werden::V,,лоны
716,passieren::V,,аркмыны
717,beginnen::V,,петны
718,enden::V,,-сь
719,enden::V,,бырны
720,wechseln::V,,вежсьыны
721,aufgehen[Sonne]::V,,петавны
722,untergehen[Sonne]::V,,пуксьыны
723,scheinen[Sonne]::V,,югьявны
724,donnern::V,,гымавны
725,wehen::V,,пӧлявны
726,strömen::V,,киссьыны
727,fließen::V,,визывтны
728,sich drehen::V,,бергавны
729,schwanken::V,,кӧвьясьны
730,schwingen::V,,дюттясьны
731,fallen::V,,усьны
732,brennen::V,,сотчыны
733,rauchen::V,,тшынасьны
734,regnen::V,,зэрны
735,gefrieren::V,,гегдыны
736,tauen::V,,сывны
737,schmelzen::V,,сывны
738,trocknen::V,,косьмыны
739,sieden::V,,пизьны
740,faulen::V,,нёльзьыны
741,verfaulen::V,,тӧрмыны
742,verfaulen::V,,сiсьмыны
743,reißen::V,,косясьны
744,versinken::V,,вӧйны
745,vergehen::V,,мунны
746,erscheinen::V,,мыччисьны
747,verschwinden::V,,ӧшны
748,sinken::V,,ямны
749,abnehmen::V,,ямны
750,zunehmen::V,,паськавны
751,steigen::V,,лэбтiсьны
752,wachsen::V,,быдмыны
753,glänzen::V,,свиттявны
754,funkeln::V,,югйовтлыны
755,funkeln::V,,югйӧв-керны
756,lärmen::V,,чавзыны
757,läuten::V,,диньгыны
758,klingeln::V,,силькӧтны
759,klirren::V,,жольӧтны
760,brausen::V,,гуасьны
761,rauschen::V,,кышӧтны
762,klingen::V,,горавны
763,bellen::V,,увтны
764,bellen::V,,вувтны
765,heulen::V,,уннявны
766,blasen::V,,пӧлявны
767,pfeifen::V,,пиксыны
768,schreien::V,,айзыны
769,stöhnen::V,,ойзыны
770,stöhnen::V,,ружтыны
771,zittern::V,,легьявны
772,leben::V,,овны
773,geboren werden::V,,шогмыны
774,atmen::V,,лолавны
775,trinken::V,,юны
776,essen::V,,сёйны
777,schlucken::V,,ньылавны
778,müde werden::V,,мыдзны
779,einschlafen::V,,ланьтны
780,schlafen::V,,узьны
781,aufwachen::V,,саймыны
782,aufwachen::V,,пальмыны
783,aufstehen::V,,сувтны
784,sich erholen::V,,шоччисьлыны
785,krank werden::V,,моржитны
786,krank sein::V,,шогавны
787,krank sein::V,,визьӧтны
788,schmerzen::V,,висьны
789,husten::V,,кашляйтны
790,genesen::V,,бурдны
791,sterben::V,,кувны
792,umkommen::V,,вийсьыны
793,sich bewegen::V,,локны
794,sich bewegen::V,,ветлӧтны
795,sich rühren::V,,вӧрзьӧтчыны
796,sich erheben::V,,сувтны
797,sich setzen::V,,пуксьыны
798,hinfallen::V,,пӧрласьны
799,laufen::V,,мунны
800,schreiten::V,,тальччавны
801,spazierengehen::V,,котрасьны
802,eilen::V,,тэрмасьны
803,sich beeilen::V,,тэрмасьны
804,sausen::V,,вирдавны-котӧртны
805,springen::V,,чеччавны
806,klettern::V,,кышасьны
807,schaukeln::V,,чурликасьны
808,kriechen::V,,кыскасьны-мунны
809,schwimmen::V,,вартчыны
810,tauchen::V,,сунгисьны ваӧ
811,rudern::V,,сынны
812,fahren::V,,мунны
813,fliegen::V,,лэбавны
814,gehen::V,,мунны
815,weggehen::V,,мунны
816,abfahren::V,,иньдӧтчыны
817,abfahren::V,,мунны
818,anhalten::V,,сувтны
819,hineingehen::V,,пырны
820,eintreten::V,,пырны
821,kommen::V,,локны
822,ankommen::V,,локны
823,zurückkommen::V,,бертны
824,zurückkommen::V,,панӧвтсьыны
825,bleiben::V,,кольччыны
826,warten::V,,видзчисьны
827,erwarten::V,,видзчисьны
828,suchen::V,,кошшыны
829,finden::V,,адззыны
830,versuchen::V,,пондыны
831,versuchen::V,,пондӧтны
832,vorbereiten::V,,лӧсьӧтны
833,lieben::V,,милуйтны
834,mögen::V,,радейтны
835,lachen::V,,серавны
836,rühren::V,,сьӧлӧм вӧрзьӧтны
837,weinen::V,,горзыны
838,schimpfen::V,,видчыны
839,sich ärgern::V,,лёкавны
840,sich fürchten::V,,повны
841,fürchten::V,,повны
842,fliehen::V,,пышшыны
843,flüchten::V,,пышшыны
844,sehen::V,,адззыны
845,anschauen::V,,видзӧтны
846,ansehen::V,,видзӧтны
847,hören::V,,кывны
848,zuhören::V,,кывзыны
849,probieren::V,,пешлыны
850,riechen::V,,дукавны
851,fühlen::V,,кывны
852,scheinen::V,,декуйтчыны
853,zu sehen sein::V,,тыдавны
854,vernehmen::V,,тӧдмавны
855,frieren::V,,гегдыны
856,tun::V,,керны
857,können::V,,вермыны
858,wollen::V,,мӧдны
859,anfangen::V,,петны
860,beenden::V,,ештӧтны
861,beenden::V,,керыштны
862,aufhören::V,,дугдыны
863,gelingen::V,,шогмыны
864,geraten::V,,мыччисьны
865,öffnen::V,,осьтны
866,schließen::V,,пӧднавны
867,stellen::V,,сувтӧтны
868,setzen::V,,пуксьӧтны
869,legen::V,,пуктыны
870,berühren::V,,вӧрзьӧтны
871,verbinden::V,,йитны
872,bedecken::V,,вевттьыны
873,aufhängen::V,,ӧшӧтны
874,anzünden::V,,ӧзтыны
875,aufheben::V,,лэбтыны
876,zurücklassen::V,,кольны
877,verlieren::V,,ӧштыны
878,fallen lassen::V,,уськӧтны
879,machen::V,,керны
880,herstellen::V,,вӧчны
881,bauen::V,,строитны
882,reparieren::V,,вочны
883,verbessern::V,,бурсьӧтны
884,ändern::V,,вежны
885,graben::V,,гарйыны
886,beugen::V,,кусіньтны
887,biegen::V,,чукыльтыштны
888,drehen::V,,бергӧтны
889,wenden::V,,бергӧтны
890,umdrehen::V,,бергӧтны
891,heben::V,,лэбтыны
892,hochheben::V,,лэбтыны
893,ergreifen::V,,кватитны
894,halten::V,,видзны
895,drücken::V,,личкыны
896,schieben::V,,тойлавны
897,kratzen::V,,шаркӧтны
898,lecken::V,,нювны
899,beißen::V,,йирны
900,abreißen::V,,орӧтны
901,abschneiden::V,,шӧрыштны
902,abschneiden::V,,вундыштны
903,binden::V,,гӧрдззыны
904,stecken::V,,мӧртны
905,brechen::V,,жугдыны
906,klopfen::V,,зукӧтны
907,hauen::V,,желльыны
908,kleben::V,,лякӧтны
909,reiben::V,,зыртны
910,streichen::V,,мавтны
911,schleifen::V,,кыскыны
912,schneiden::V,,вундавны
913,rütteln::V,,шатлавны
914,schütteln::V,,зыбӧтны
915,schwenken::V,,ӧвтны
916,schwenken::V,,макайтны
917,schütten::V,,кисьтны
918,füllen::V,,тыртны
919,füllen::V,,тырсьӧтны
920,einwickeln::V,,тубны
921,tragen::V,,новйӧтны
922,schleppen::V,,кыскыны
923,ziehen::V,,кыскыны
924,aufbewahren::V,,видзны
925,werfen::V,,шентывлыны
926,fangen::V,,кутны
927,packen::V,,кутасьны
928,packen::V,,кватитны
929,verstecken::V,,дзебны
930,teilen::V,,торйӧтны
931,schicken::V,,иньдыны
932,bringen::V,,вайны
933,hinzufügen::V,,содтыны
934,bekommen::V,,получитны
935,erhalten::V,,получитны
936,nehmen::V,,босьтны
937,wählen::V,,бӧрйыны
938,auswählen::V,,бӧрйыны
939,bewahren::V,,видзны
940,behindern::V,,падтыны
941,verderben::V,,изводавны
942,beschädigen::V,,паздыны
943,zerbrechen::V,,паздыны
944,zerreißen::V,,косявны
945,zerstören::V,,паздыны
946,verbrennen::V,,сотны
947,geben::V,,сетны
948,reichen::V,,сетны
