,Concept_ID,ko,vep
830,stöhnen::V,신음하다,ohkta
831,stöhnen::V,신음하다,voivotada
832,zittern::V,저뉼하다,säraita
833,leben::V,살다,eläda
834,geboren werden::V,태어난,sünduda
835,atmen::V,숨쉬다,henktä
836,trinken::V,마시다,joda
837,essen::V,먹다,söda
838,schlucken::V,들이켜다,lainata
839,einschlafen::V,잠들다,uinota
840,schlafen::V,자다,magata
841,schlafen::V,자다,nukkuda
842,aufwachen::V,눈트다,heraštuda
843,aufstehen::V,서다,nousta
844,sich erholen::V,회복하다,lebaitas
845,schmerzen::V,아프다,kibištada
846,husten::V,잔기침하다,rügda
847,genesen::V,낫다,tervehtuda
848,sterben::V,죽다,kolda
849,umkommen::V,못쓰게되다,kolda
850,sich bewegen::V,움직이다,likkuda
851,sich rühren::V,움직이다,likahtada
852,sich rühren::V,움직이다,kubahtada
853,sich erheben::V,이러서다,nousta
854,sich setzen::V,앉히다,išttas
855,hinfallen::V,넘어지다,langeta
856,laufen::V,걷다,kävuda
857,schreiten::V,보행하다,astta
858,schreiten::V,보행하다,haškta
859,spazierengehen::V,산보하다,kävelta
860,eilen::V,서둘다,kiruhtada
861,sich beeilen::V,서둘게하다,kiruhtada
862,sausen::V,서들러 떠나다,fun'urta
863,rennen::V,달리다,joksta
864,springen::V,도약하다,hüptä
865,klettern::V,갑겨오르다,libuda
866,schaukeln::V,흔들리게하다,čibuda
867,kriechen::V,기다,ličtas
868,schwimmen::V,헤엄치다,ujuda
869,tauchen::V,잠기다,čukautas
870,rudern::V,물을헤치다,souta
871,fahren::V,가다,ajada
872,fahren::V,가다,ajelda
873,fahren::V,나르다,ajada
874,fahren::V,나르다,ajelda
875,fliegen::V,날다,leta
876,gehen::V,가다,mända
877,gehen::V,가다,kävuda
878,weggehen::V,팔리다,päzda
879,weggehen::V,팔리다,lähtta
880,abfahren::V,출발하다,tönduda
881,anhalten::V,멈추다,seižutadas
882,hineingehen::V,(그리로)가다,mända südäimehe
883,eintreten::V,들러가다,tulda
884,kommen::V,오다,tulda
885,ankommen::V,고챀하다,tulda
886,zurückkommen::V,보기,pörtas
887,bleiben::V,체류,jäda
888,warten::V,기다리다,varastada
889,erwarten::V,기대하다,varastada
890,suchen::V,찾다,ectä
891,suchen::V,구하다,ectä
892,finden::V,찾아내다,löuta
893,versuchen::V,시험하다,ladida
894,versuchen::V,시험하다,rohkaita
895,vorbereiten::V,재비하다,vaumita
896,lieben::V,사랑하다,armastada
897,mögen::V,줗아하다,navedida
898,lachen::V,웃다,nagrda
899,rühren::V,건드리다,likutada
900,weinen::V,울다,itkta
901,schimpfen::V,꾸짖다,laidas
902,schimpfen::V,꾸짖다,pačatada
903,sich ärgern::V,화를내게 하다,rändüda
904,sich fürchten::V,두려원하다,varaita
905,fürchten::V,두려원하다,varaita
906,fliehen::V,도망치다,pageta
907,flüchten::V,도주하다,pageta
908,flüchten::V,도주하다,joksta
909,sehen::V,보다,nähta
910,anschauen::V,바라보다,kacta
911,ansehen::V,바라보다,kacta
912,hören::V,듣다,kulda
913,zuhören::V,듣다,kundeltas
914,probieren::V,시식하다,mujada
915,riechen::V,내새를맡다,rižada
916,fühlen::V,느끼다,mujada
917,scheinen::V,...것같다,näguda
918,zu sehen sein::V,보이는,näguda
919,vernehmen::V,듣다,kulištada
920,vernehmen::V,들어서일다,kulištada
921,frieren::V,춥다,kül'mdä
922,tun::V,하다,tehta
923,können::V,할주릴다,voida
924,können::V,할주릴다,mahtta
925,wollen::V,바라다,himoita
926,wollen::V,바라다,tahtoida
927,anfangen::V,시작하다,zavottä
928,anfangen::V,시작하다,augotada
929,beenden::V,다하다,loptä
930,aufhören::V,그만두다,loptas
931,gelingen::V,성국하다,lähtta
932,gelingen::V,성국하다,tehtas
933,geraten::V,잘되어가다,tulda
934,öffnen::V,열다,avaita
935,schließen::V,추측하다,saubata
936,stellen::V,세우다,panda
937,stellen::V,세우다,seižutada
938,setzen::V,놓다,ištutada
939,legen::V,눕히다,panda
940,berühren::V,대다,koskta
941,berühren::V,대다,käziduda
942,verbinden::V,옝열하다,ühtenzoitta
943,bedecken::V,덮다,katta
944,bedecken::V,덮다,peitta
945,aufhängen::V,매달다,riputada
946,anzünden::V,점화하다,sütutada
947,aufheben::V,위로올리다,leta
948,zurücklassen::V,튀에남기다,jätta
949,verlieren::V,잃다,kadotada
950,fallen lassen::V,떨어뜨리다,kirbotada
951,machen::V,하다,säta
952,machen::V,하다,tehta
953,herstellen::V,제조하다,tehta
954,bauen::V,짓다,leta
955,bauen::V,짓다,sauda
956,reparieren::V,수셩자다,koheta
957,verbessern::V,정정하다,paremboita
958,ändern::V,바꾸다,vajehtada
959,graben::V,파다,kaida
960,graben::V,파다,čongoida
961,beugen::V,구부리다,koverta
962,biegen::V,굽히다,painda
963,drehen::V,회전,punotada
964,wenden::V,회전시키다,käta
965,wenden::V,회전시키다,kärauta
966,umdrehen::V,회전시키다,käta
967,heben::V,일으아키다,leta
968,hochheben::V,틀어올리다,libutada
969,ergreifen::V,잡다,tabata
970,halten::V,잡다,pidada
971,drücken::V,누르다,painda
972,schieben::V,밀다,žigutada
973,kratzen::V,긁다,künstä
974,lecken::V,핥다,nolda
975,beißen::V,물다,purda
976,beißen::V,물다,hambastada
977,abschneiden::V,귾어내다,čapata
978,abschneiden::V,귾어내다,leikata
979,binden::V,매다,sidoda
980,stecken::V,찌르다,čokaita
981,brechen::V,금,katkaita
982,klopfen::V,치다,kolkotada
983,hauen::V,때리다,löda
984,kleben::V,들러붙다,klejata
985,reiben::V,문지르다,hosta
986,reiben::V,문지르다,törkita
987,reiben::V,문지르다,jorotada
988,streichen::V,쓰다듬다,voita
989,schleifen::V,갈다,hijoida
990,schleifen::V,갈다,teravzoitta
991,schneiden::V,베다,leikata
992,rütteln::V,흔들다,heilutada
993,schütteln::V,흔들다,pudištada
994,schwenken::V,흔들다,maihutada
995,schütten::V,따르다,valada
996,füllen::V,담다,täutta
997,einwickeln::V,싸다,kärdä
998,tragen::V,지우다,kantta
999,tragen::V,지우다,kandišta
1000,schleppen::V,끌다,vedätada
1001,ziehen::V,당기다,vedada
1002,aufbewahren::V,간직하다,kaita
1003,werfen::V,던지다,čuta
1004,werfen::V,던지다,tactä
1005,fangen::V,밥다,püta
1006,packen::V,쥐다,tabata
1007,verstecken::V,숨기다,peitta
1008,teilen::V,나누다,jagada
1009,schicken::V,보내다,oigeta
1010,bringen::V,가겨,veda
1011,hinzufügen::V,부가하다,ližata
1012,bekommen::V,얻다,sada
1013,erhalten::V,지니다,sada
1014,nehmen::V,잡다,otta
1015,wählen::V,선거하다,valita
1016,auswählen::V,선출하다,valita
1017,bewahren::V,저장보종,kaita
1018,behindern::V,훼방하다,telustada
1019,verderben::V,못쓰게 되다,travida
1020,beschädigen::V,상하게하다,satatada
1021,zerbrechen::V,깨뜨리다,mureta
1022,zerreißen::V,잡아쫓다,rebitada
1023,zerstören::V,파괴하다,mureta
1024,verbrennen::V,소실하다,poltta
1025,geben::V,주다,antta
1026,reichen::V,내일다,antta
1027,schenken::V,주다,lahjoita
1028,versprechen::V,약속하다,toivotada
1029,wünschen::V,바라다,toivotada
1030,loben::V,칭찬하다,kitta
1031,küssen::V,키스하다,tervehtada
1032,wiegen::V,어르다,likutada
1033,zudecken::V,뚜꺼을하다,katta
1034,wecken::V,깨우다,noustatada
1035,zeigen::V,보이다,ozutada
1036,führen::V,가게하다,astutada
1037,lehren::V,가르치다,opeta
1038,unterrichten::V,가르지다,opeta
1039,aufziehen::V,사육하다,kazvatada
1040,leiten::V,이끌다,ohjata
1041,antreiben::V,몰다,rigehtoitta
1042,lassen::V,내버려두다,käskta
1043,einladen::V,초청하다,kucta
1044,vereinigen::V,하나로하다,ühtenzoitta
1045,besuchen::V,방문하다,rižada
1046,treffen::V,만나다,vastata
1047,sich versammeln::V,조립하다,kägeta
1048,sich versammeln::V,조립하다,sätas
1049,spielen::V,눌다,väta
1050,singen::V,노래하다,pajatada
1051,tanzen::V,춤추하다,kargaita
1052,sich trennen::V,가르다,erigata
1053,verlassen::V,버림받은,jätta
1054,retten::V,구조하다,päzutada
1055,bewachen::V,치키다,varjoita
1056,schützen::V,보호하다,kaita
1057,verteidigen::V,막다,kaita
1058,sich schlagen::V,치다,torata
1059,schießen::V,쏘다,ampta
1060,siegen::V,이기다,vägestada
1061,ärgern::V,성을내게하다,verdutada
1062,ärgern::V,성을내게하다,rändütada
1063,schlagen::V,치다,löda
1064,schlagen::V,치다,iškta
1065,treten::V,디디다,peksta
1066,treten::V,디디다,topsta
1067,stechen::V,찌르다,pystiä
1068,stoßen::V,찌르다,iškta
1069,stoßen::V,찌르다,pudištada
1070,stehlen::V,훔치다,vargastada
1071,stören::V,움직이다,keskustada
1072,belästigen::V,괴롭히다,tartuteldas
1073,verbergen::V,숨기다,katelda
1074,täuschen::V,속이다,manitada
1075,betrügen::V,속이다,manitada
1076,töten::V,죽이다,rikta
1077,töten::V,죽이다,surmita
1078,wohnen::V,실다,eläda
1079,arbeiten::V,일하다,rata
1080,sammeln::V,모으다,kogota
1081,pflücken::V,꿔다,poimda
1082,jagen::V,사냥하다,mecata
1083,fischen::V,고기를잡다,kalatada
1084,fassen::V,움켜쥐다,tabata
1085,hüten::V,망보다,paimeta
1086,treiben::V,몰아세우다,ajada
1087,anbinden::V,묶다,küttestada
1088,anbinden::V,묶다,sidoda
1089,füttern::V,사료를주다,sötta
1090,melken::V,젖을짜다,lüpsta
1091,hacken::V,자르다,sauda
1092,gießen::V,물을대다,valada
1093,reifen::V,성숙하다,küpseta
1094,zubereiten::V,조제하다,vaumištada
1095,kochen::V,요리하다,keitta
1096,backen::V,쿱다,paštta
1097,braten::V,굽다,žarda
1098,umrühren::V,교반하다,segoitada
1099,stricken::V,뜨개질하다,kudoda
1100,nähen::V,꿰매다,ombelta
1101,färben::V,채색하다,mujutada
1102,reinigen::V,청소하다,puhtastada
1103,waschen::V,씻다,pesta
1104,abwischen::V,닦다,pühktä
1105,spülen::V,씻다,huhtoida
1106,fegen::V,소체하다,pühkta
1107,kehren::V,청소하다,uhoita
1108,baden::V,감다,kül'ptäs
1109,sich waschen::V,모믈 씻다,pestas
1110,ausziehen::V,벗다,riičta
1111,ausziehen::V,벗다,rušta
1112,anziehen::V,끌어움직이다,panda päle
1113,anziehen::V,끌어움직이다,panda kädehe
1114,anziehen::V,끌어움직이다,panda jaugha
1115,kämmen::V,빗다,harjata
1116,schmücken::V,치레하다,čomitada
1117,sagen::V,말하다,sanuda
1118,sprechen::V,말하다,pagišta
1119,reden::V,이야기하다,pagišta
1120,fragen::V,질문하다,küzuda
1121,bitten::V,원하다,pakita
1122,erzählen::V,이야기하다,sanuda
1123,erzählen::V,이야기하다,starinoita
1124,mitteilen::V,이야기하다,tedotada
1125,nennen::V,부르다,nimitada
1126,rufen::V,불러내다,kucta
1127,prahlen::V,자랑하다,kittäs
1128,übersetzen::V,번역하다,käta
1129,denken::V,생각하다,meletada
1130,glauben::V,믿다,uskta
1131,bemerken::V,인자하다,homaita
1132,erkennen::V,인식하다,tundištada
1133,begreifen::V,파악하다,tabata
1134,verstehen::V,이해하다,el'geta
1135,verstehen::V,이해하다,toimetada
1136,lernen::V,배우다,opetas
1137,wissen::V,알다,teta
1138,sich erinnern an::V,상기하다,johtutada
1139,vergessen::V,잊다,unohtada
1140,messen::V,측정하다,märita
1141,zählen::V,세다,lugeda
1142,rechnen::V,게산하다,lugeda
1143,lesen::V,읽다,lugeda
1144,malen::V,그리다,pirta
1145,zeichnen::V,소묘하다,pirta
1146,schreiben::V,쓰다,kirjutada
1147,besitzen::V,소유하다,omištada
1148,kaufen::V,사다,ostta
1149,verkaufen::V,팔다,möda
1150,bezahlen::V,지불하다,maksta
1151,zahlen::V,치르다,maksta
1152,beherrschen::V,지배하다,valdoita
1153,ertragen::V,참다,tirpta
1154,Raureif::N,,hüde
1155,Grube::N,,kop
1156,Lust::N,,himo
1157,Nachricht::N,,tedotuz
1158,klug::A,,melev
1159,klug::A,,melekaz
1160,von hier::ADV,,täspäi
1161,von hier::ADV,,sid'päi
1162,müde werden::V,,väzuda
1163,müde werden::V,,šuštuda
1164,krank werden::V,,läžegata
1165,krank sein::V,,läžuda
1166,abreißen::V,,ratketa
1167,sich anziehen::V,,sobdas
1168,sich unterhalten::V,,lodaita
