,Concept_ID,ga,lt
1509,stechen::V,sáigh,gelti
1510,stechen::V,sáigh,smeigti
1511,stoßen::V,brúigh,stumti
1512,stoßen::V,brúigh,pastumti
1513,stoßen::V,soncáil,stumti
1514,stoßen::V,soncáil,pastumti
1515,stehlen::V,goid,vogti
1516,stören::V,cuir isteach ar,trikdyti
1517,belästigen::V,cuir as do,apsunkinti
1518,verbergen::V,ceil,slėpti
1519,verbergen::V,ceil,paslėpti
1520,täuschen::V,cuir dallamullóg ar,klaidinti
1521,betrügen::V,déan calaois ar,apgauti
1522,töten::V,maraigh,žudyti
1523,töten::V,maraigh,nužudyti
1524,wohnen::V,cuir faoi,gyventi
1525,wohnen::V,tá ina chónaí,gyventi
1526,arbeiten::V,oibrigh,dirbti
1527,arbeiten::V,oibrigh,triūsti
1528,sammeln::V,bailigh,rinkti
1529,sammeln::V,cruinnigh,rinkti
1530,pflücken::V,pioc,skinti
1531,pflücken::V,pioc,raškyti
1532,jagen::V,seilg,medžioti
1533,fischen::V,iasc,žvejoti
1534,fassen::V,beir ar,sučiupti
1535,hüten::V,aoirigh,ganyti
1536,treiben::V,seol,ginti
1537,treiben::V,tiomáin,ginti
1538,anbinden::V,ceangail,pririšti
1539,füttern::V,cothaigh,šerti
1540,füttern::V,beathaigh,šerti
1541,melken::V,bligh,melžti
1542,melken::V,crúigh,melžti
1543,hacken::V,gearr,kapoti
1544,gießen::V,uiscigh,lieti
1545,gießen::V,uiscigh,laistyti
1546,reifen::V,aibigh,nokti
1547,reifen::V,aibigh,sirpti
1548,zubereiten::V,cócaráil,ruošti
1549,zubereiten::V,cócaráil,gaminti
1550,kochen::V,bruith,virti
1551,kochen::V,bruith,virinti
1552,kochen::V,beirigh,virti
1553,kochen::V,beirigh,virinti
1554,backen::V,bácáil,kepti
1555,braten::V,róst,kepti
1556,braten::V,róst,kepinti
1557,braten::V,frioch,kepti
1558,braten::V,frioch,kepinti
1559,umrühren::V,measc,maišyti
1560,umrühren::V,measc,pamaišyti
1561,stricken::V,cniotáil,megzti
1562,nähen::V,fuaigh,siūti
1563,färben::V,dathaigh,dažyti
1564,färben::V,dathaigh,nudažyti
1565,reinigen::V,glan,valyti
1566,reinigen::V,glan,švarinti
1567,waschen::V,nigh,plauti
1568,waschen::V,nigh,mazgoti
1569,waschen::V,nigh,skalbti
1570,abwischen::V,glan,nušluostyti
1571,spülen::V,sruthlaigh,plauti
1572,spülen::V,sruthlaigh,skalauti
1573,fegen::V,scuab,šluoti
1574,kehren::V,scuab,šluoti
1575,baden::V,folc,maudytis
1576,sich waschen::V,nigh é féin,praustis
1577,ausziehen::V,bain de,numauti
1578,ausziehen::V,bain de,nuvilkti
1579,anziehen::V,cuir ar,mauti
1580,anziehen::V,cuir ar,apsivilkti
1581,sich anziehen::V,gléas é féin,rengtis
1582,sich anziehen::V,gléas é féin,apsirengti
1583,kämmen::V,cíor,šukuoti
1584,schmücken::V,maisigh,puošti
1585,schmücken::V,maisigh,dabinti
1586,schmücken::V,maisigh,gražinti
1587,sagen::V,abair,tarti
1588,sprechen::V,labhair,kalbėti
1589,reden::V,caintigh,šnekėti
1590,sich unterhalten::V,caintigh,kalbėtis
1591,sich unterhalten::V,caintigh,šnekučiuotis
1592,sich unterhalten::V,tá ag comhrá,kalbėtis
1593,sich unterhalten::V,tá ag comhrá,šnekučiuotis
1594,fragen::V,fiafraigh,klausti
1595,fragen::V,cuir ceist,klausti
1596,bitten::V,iarr,prašyti
1597,erzählen::V,inis,pasakoti
1598,erzählen::V,eachtraigh,pasakoti
1599,mitteilen::V,aithris,skelbti
1600,mitteilen::V,aithris,pranešti
1601,mitteilen::V,cuir in iúl,skelbti
1602,mitteilen::V,cuir in iúl,pranešti
1603,nennen::V,ainmnigh,vadinti
1604,nennen::V,ainmnigh,vardyti
1605,rufen::V,glaoigh,šaukti
1606,rufen::V,glaoigh,kviesti
1607,prahlen::V,maígh,girtis
1608,übersetzen::V,aistrigh,versti
1609,übersetzen::V,aistrigh,išversti
1610,denken::V,síl,galvoti
1611,denken::V,ceap,galvoti
1612,glauben::V,creid,manyti
1613,glauben::V,creid,tikėti
1614,bemerken::V,tabhair faoi deara,pamatyti
1615,bemerken::V,tabhair faoi deara,pastebėti
1616,erkennen::V,aithin,pažinti
1617,erkennen::V,aithin,atpažinti
1618,begreifen::V,tuig,suvokti
1619,verstehen::V,tuig,suprasti
1620,lernen::V,foghlaim,mokytis
1621,wissen::V,tá a fhios ag,žinoti
1622,sich erinnern an::V,cuimhnigh ar,prisiminti
1623,sich erinnern an::V,is cuimhne ar,prisiminti
1624,vergessen::V,dearmad,užmiršti
1625,messen::V,tomhais,matuoti
1626,zählen::V,cuntais,skaičiuoti
1627,rechnen::V,ríomh,skaičiuoti
1628,rechnen::V,áirigh,skaičiuoti
1629,lesen::V,léigh,skaityti
1630,malen::V,péinteáil,tapyti
1631,zeichnen::V,línigh,piešti
1632,zeichnen::V,línigh,žymėti
1633,zeichnen::V,línigh,braižyti
1634,zeichnen::V,tarraing,piešti
1635,zeichnen::V,tarraing,žymėti
1636,zeichnen::V,tarraing,braižyti
1637,schreiben::V,scríobh,rašyti
1638,besitzen::V,is le,turėti
1639,kaufen::V,ceannaigh,pirkti
1640,verkaufen::V,díol,parduoti
1641,bezahlen::V,íoc as,apmokėti
1642,zahlen::V,íoc,mokėti
1643,beherrschen::V,rialaigh,valdyti
1644,ertragen::V,seas,kę̃sti
1645,ertragen::V,seas,pakelti
1646,ertragen::V,seas,iškę̃sti
1647,ertragen::V,fulaing,kę̃sti
1648,ertragen::V,fulaing,pakelti
1649,ertragen::V,fulaing,iškę̃sti
1650,ertragen::V,foighnigh,kę̃sti
1651,ertragen::V,foighnigh,pakelti
1652,ertragen::V,foighnigh,iškę̃sti
1653,Ader::N,,kraujagyslė
1654,vorwärts::ADV,,pirmyn
