,Concept_ID,ga,lt
225,Mücke::N,corrmhíol,uodas
226,Fliege::N,cuil,musė
227,Fliege::N,cuileog,musė
228,Schmetterling::N,féileacán,drugys
229,Schmetterling::N,féileacán,peteliškė
230,Beere::N,caor,uoga
231,Apfel::N,úll,obuolys
232,Pilz::N,beacán,grybas
233,Pilz::N,muisiriún,grybas
234,Zwiebel::N,oinniún,svogūnas
235,Saat::N,síol,sėkla
236,Korn::N,gráinne,grūdai
237,Heu::N,féar,šienas
238,Schale::N,scaimh,žievelė
239,Grube::N,poll,duobė
240,Falle::N,gaiste,pinklės
241,Falle::N,gaiste,žabangai
242,Schlinge::N,sealán,kilpa
243,Spur::N,rian,vėžė
244,Spur::N,rian,pėdos
245,Spur::N,rian,pėdsakas
246,Asche::N,luaith,pelenai
247,Dreck::N,salachar,purvas
248,Eisen::N,iarann,geležis
249,Gold::N,ór,auksas
250,Silber::N,airgead,sidabras
251,Kohle::N,gual,anglis
252,Glas::N,gloine,stiklas
253,Lehm::N,cré,molis
254,Sand::N,gaineamh,smėlis
255,Mensch::N,duine,žmogus
256,Mann::N,fear,vyras
257,Mann::N,fear,vyriškis
258,Frau::N,bean,moteris
259,Kind::N,gasúr,vaikas
260,Kind::N,páiste,vaikas
261,Junge::N,buachaill,vaikinas
262,Junge::N,buachaill,berniukas
263,Mädchen::N,cailín,mergytė
264,Mädchen::N,cailín,mergaitė
265,Familie::N,teaghlach,šeima
266,Familie::N,comhluadar,šeima
267,Großvater::N,seanathair,senelis
268,Großmutter::N,seanmháthair,senelė
269,Eltern::N,tuismitheoirí,tėvai
270,Vater::N,athair,tėvas
271,Mutter::N,máthair,motina
272,Sohn::N,mac,sūnus
273,Tochter::N,iníon,duktė
274,Bruder::N,deartháir,brolis
275,Schwester::N,deirfiúr,sesuo
276,Onkel::N,uncail,dėdė
277,Tante::N,aintín,teta
278,Ehemann::N,fear céile,vyras
279,Ehefrau::N,bean chéile,žmona
280,Freude::N,áthas,džiaugsmas
281,Gelächter::N,gáire,juokas
282,Glück::N,séan,laimė
283,Glück::N,sonas,laimė
284,Kummer::N,brón,vargas
285,Kummer::N,brón,rūpestis
286,Kummer::N,buairt,vargas
287,Kummer::N,buairt,rūpestis
288,Wunsch::N,guí,troškimas
289,Wunsch::N,guí,pageidavimas
290,Wunsch::N,achainí,troškimas
291,Wunsch::N,achainí,pageidavimas
292,Lust::N,fonn,noras
293,Lust::N,fonn,geidulys
294,Geist::N,meon,dvasia
295,Geist::N,spiorad,dvasia
296,Gedanke::N,smaoineamh,mintis
297,Gedächtnis::N,cuimhne,atmintis
298,Verstand::N,ciall,protas
299,Verstand::N,intinn,protas
300,Sinn::N,brí,prasmė
301,Sinn::N,ciall,prasmė
302,Grund::N,fáth,priežastis
303,Wahrheit::N,fírinne,tiesa
304,Wahrheit::N,fírinne,teisybė
305,Gespräch::N,comhrá,pokalbis
306,Märchen::N,scéal,pasaka
307,Erzählung::N,scéal,apsakymas
308,Erzählung::N,scéal,pasakojimas
309,Nachricht::N,teachtaireacht,žinia
310,Neuigkeit::N,scéala,naujiena
311,Name::N,ainm,vardas
312,Rätsel::N,tomhas,mįslė
313,Rede::N,óráid,kalba
314,Rede::N,aitheasc,kalba
315,Sprache::N,teanga,kalba
316,Stimme::N,guth,balsas
317,Wort::N,focal,žodis
318,Zeichen::N,comhartha,žymė
319,Zeichen::N,comhartha,ženklas
320,Ruf::N,glaoch,šauksmas
321,Lärm::N,torann,triukšmas
322,Laut::N,fuaim,garsas
323,Ton::N,ton,tonas
324,Ton::N,ton,garsas
325,Lied::N,amhrán,daina
326,Lied::N,amhrán,giesmė
327,Ruhe::N,suaimhneas,ramybė
328,Ruhe::N,suaimhneas,ramumas
329,Leute::N,muintir,žmonės
330,Volk::N,pobal,tauta
331,Arbeit::N,obair,darbas
332,Arbeit::N,obair,triūsas
333,Gast::N,aoi,svečias
334,Geschenk::N,féirín,dovana
335,Geschenk::N,bronntanas,dovana
336,Spiel::N,cluiche,žaismas
337,Spiel::N,cluiche,žaidimas
338,Gesellschaft::N,comhluadar,draugija
339,Gesellschaft::N,comhluadar,kompanija
340,Hilfe::N,cúnamh,pagalba
341,Hilfe::N,cabhair,pagalba
342,Freund::N,cara,draugas
343,Freund::N,cara,bičiulis
344,Kamerad::N,comrádaí,draugas
345,Angelegenheit::N,ábhar,dalykas
346,Angelegenheit::N,ábhar,reikalas
347,Anzahl::N,líon,kiekis
348,Anzahl::N,líon,skaičius
349,Art::N,sórt,rūšis
350,Art::N,saghas,rūšis
351,Stück::N,píosa,gabalas
352,Teil::N,cuid,dalis
353,Teil::N,páirt,dalis
354,Hälfte::N,leath,pusė
355,Kreis::N,ciorcal,ratas
356,Kreis::N,ciorcal,apskritis
357,Kreis::N,ciorcal,apskritimas
358,Kreuz::N,cros,kryžius
359,Linie::N,líne,linija
360,Strich::N,stríoc,brėžis
361,Strich::N,stríoc,brūkšnys
362,Abstand::N,achar,atstumas
363,Entfernung::N,fad,atstumas
364,Gegend::N,ceantar,vietovė
365,Platz::N,áit,vieta
366,Platz::N,spás,vieta
367,Ort::N,áit,vieta
368,Ort::N,áit,vietovė
369,Seite::N,taobh,pusė
370,Seite::N,taobh,šonas
371,Mitte::N,lár,vidurys
372,Gegenstand::N,ball,dalykas
373,Gegenstand::N,ábhar,dalykas
374,Sache::N,ní,daiktas
375,Sache::N,rud,daiktas
376,Rand::N,imeall,kraštas
377,Rand::N,imeall,pakraštys
378,Rand::N,ciumhais,kraštas
379,Rand::N,ciumhais,pakraštys
380,Kante::N,corr,kraštas
381,Kante::N,colbha,kraštas
382,Ecke::N,coirnéal,kertė
383,Ecke::N,coirnéal,kampas
384,Spitze::N,gob,priekis
385,Spitze::N,gob,priešakys
386,Spitze::N,barr,priekis
387,Spitze::N,barr,priešakys
388,Ende::N,ceann,galas
389,Ende::N,foirceann,galas
390,Loch::N,poll,skylė
391,Winkel::N,cúinne,kampas
392,Winkel::N,cúinne,kampelis
393,Winkel::N,uillinn,kampas
394,Winkel::N,uillinn,kampelis
395,Muster::N,patrún,raštas
396,Größe::N,méid,dydis
397,Größe::N,méid,didumas
398,Größe::N,toise,dydis
399,Größe::N,toise,didumas
400,Länge::N,fad,ilgis
401,Länge::N,fad,ilgumas
402,Höhe::N,airde,aukštis
403,Höhe::N,airde,aukštuma
404,Gewicht::N,meáchan,svoris
405,Gewicht::N,meáchan,svarstis
406,Menge::N,méid,kiekis
407,Menge::N,méid,daugybė
408,Haufen::N,cnap,krūva
409,Haufen::N,cnap,šūsnis
410,Reihe::N,líne,greta
411,Reihe::N,sraith,greta
412,Boot::N,bád,valtis
413,Boot::N,bád,laivelis
414,Ruder::N,rámh,irklas
415,Ruder::N,maide rámha,irklas
416,Schlitten::N,carr sleamhnáin,rogės
417,Schlitten::N,carr sleamhnáin,rogutės
418,Ski::N,scí,slidė
419,Lagerfeuer::N,tine champa,laužas
420,Last::N,ualach,našta
421,Last::N,ualach,nešulys
422,Gang::N,siúlóid,eisena
423,Schritt::N,céim,žingsnis
424,Schritt::N,coiscéim,žingsnis
425,Norden::N,tuaisceart,šiaurė
426,Norden::N,tuaisceart,žiemiai
427,Süden::N,deisceart,pietūs
428,Westen::N,iarthar,vakarai
429,Osten::N,oirthear,rytai
430,Holz::N,adhmad,mediena
431,Brett::N,clár,lenta
432,Platte::N,leac,plokštė
433,Stütze::N,taca,atrama
434,Stütze::N,taca,atspara
435,Stange::N,polla,lazda
436,Stange::N,polla,kartis
437,Stange::N,cuaille,lazda
438,Stange::N,cuaille,kartis
439,Stock::N,bata,lazda
440,Stock::N,maide,lazda
441,Stab::N,maide,kartis
442,Stab::N,bachall,kartis
443,Rohr::N,píopa,vamzdis
444,Haus::N,teach,namas
445,Heim::N,baile,namai
446,Ofen::N,sornóg,krosnis
447,Fußboden::N,urlár,grindys
448,Tisch::N,bord,stalas
449,Tisch::N,tábla,stalas
450,Stuhl::N,cathaoir,kėdė
451,Wiege::N,cliabhán,lopšys
452,Bett::N,leaba,lova
453,Bett::N,leaba,patalai
454,Regal::N,seilf,lentyna
455,Kiste::N,bosca,dėžė
456,Fenster::N,fuinneoig,langas
457,Tür::N,doras,durys
458,Tor::N,geata,vartai
459,Zaun::N,fál,tvora
460,Zaun::N,claí,tvora
461,Dach::N,díon,stogas
462,Leiter::N,dréimire,kopėčios
463,Besen::N,scuab,šluota
464,Spaten::N,spád,lopeta
465,Spaten::N,spád,kastuvas
466,Spaten::N,rámhainn,lopeta
467,Spaten::N,rámhainn,kastuvas
468,Schaufel::N,sluasaid,semtuvas
469,Gabel::N,forc,šakutė
470,Gabel::N,gabhlóg,šakutė
471,Löffel::N,spúnóg,šaukštas
472,Messer::N,scian,peilis
473,Nagel::N,tairne,vinis
474,Netz::N,líon,tinklas
475,Netz::N,eangach,tinklas
476,Haken::N,croch,vagis
477,Haken::N,croch,kablys
478,Griff::N,cos,kotas
479,Griff::N,cos,rankena
480,Griff::N,hanla,kotas
481,Griff::N,hanla,rankena
482,Schloss::N,glas,spyna
483,Schloss::N,glas,užraktas
484,Bild::N,pictiúr,paveikslas
485,Figur::N,fíor,figūra
486,Puppe::N,bábóg,lėlė
487,Beutel::N,mála,krepšys
488,Beutel::N,mála,maišelis
489,Beutel::N,mealbhóg,krepšys
490,Beutel::N,mealbhóg,maišelis
491,Bündel::N,beart,ryšulys
492,Tasche::N,mála,krepšelis
493,Eimer::N,buicéad,kibiras
494,Deckel::N,clár,dangtis
495,Deckel::N,claibín,dangtis
496,Geschirr::N,soithí,indai
497,Geschirr::N,gréithe,indai
498,Sack::N,sac,maišas
499,Sack::N,mála,maišas
500,Tasse::N,cupán,puodukas
501,Topf::N,pota,puodas
502,Kessel::N,citeal,katilas
503,Essen::N,béile,valgis
504,Nahrung::N,bia,penas
505,Nahrung::N,bia,maistas
506,Speise::N,mias,patiekalas
507,Fleisch::N,feoil,mėsa
508,Getreide::N,grán,javai
509,Getreide::N,arbhar,javai
510,Brei::N,brúitín,košė
511,Brot::N,arán,duona
512,Scheibe::N,píosa,riekė
513,Scheibe::N,slisne,riekė
514,Fett::N,saill,taukai
515,Fett::N,saill,riebalai
516,Fett::N,méathras,taukai
517,Fett::N,méathras,riebalai
518,Butter::N,im,sviestas
519,Öl::N,ola,aliejus
520,Salz::N,salann,druska
521,Suppe::N,sú,sriuba
522,Suppe::N,anraith,sriuba
523,Honig::N,mil,medus
524,Milch::N,bainne,pienas
525,Tee::N,tae,arbata
526,Leder::N,leathar,oda
527,Wolle::N,olann,vilna
528,Stoff::N,éadach,audeklas
529,Nadel::N,snáthaid,adata
530,Faden::N,snáth,gija
531,Faden::N,snáth,siūlas
532,Knopf::N,cnaipe,saga
533,Knoten::N,snaidhm,mazgas
534,Farbe::N,péint,dažai
535,Kleidung::N,éadaí,rūbai
536,Kleidung::N,éadaí,drabužiai
537,Hemd::N,léine,marškiniai
538,Kragen::N,bóna,apykaklė
539,Ärmel::N,muinchille,rankovė
540,Hose::N,bríste,kelnės
541,Hose::N,treabhsar,kelnės
542,Gürtel::N,crios,juosta
543,Gürtel::N,crios,diržas
544,Mütze::N,caipín,kepurė
545,Schuh::N,bróg,batas
546,Stiefel::N,buatais,auliniai batai
547,Ring::N,fáinne,žiedas
548,Band::N,ribín,kaspinas
549,Kamm::N,cíor,šukos
550,Spiegel::N,scáthán,veidrodis
551,Riemen::N,iall,diržas
552,Riemen::N,strapa,diržas
553,Schnur::N,téad,virvė
554,Schnur::N,sreangán,virvė
555,Leine::N,iall,pavadėlis
556,Decke::N,pluid,antklodė
557,Decke::N,blaincéad,antklodė
558,Kissen::N,piliúr,pagalvė
559,Kissen::N,piliúr,priegalvis
560,Kissen::N,adhartán,pagalvė
561,Kissen::N,adhartán,priegalvis
562,Tuch::N,scaif,skarelė
563,Handtuch::N,tuáille,rankšluostis
564,Kraft::N,fórsa,jėga
565,Stärke::N,neart,stiprumas
566,Gesundheit::N,sláinte,sveikata
567,Krankheit::N,tinneas,liga
568,Krankheit::N,breoiteacht,liga
569,Schmerz::N,pian,skausmas
570,Wunde::N,goin,žaizda
571,Fieber::N,fiabhras,karštis
572,Arznei::N,cógas,vaistas
573,Brücke::N,droichead,tiltas
574,Brunnen::N,tobar,šulinys
575,Weide::N,féarach,ganykla
576,Weide::N,féarach,gluosnis
577,Pfad::N,cosán,takas
578,Pfad::N,conair,takas
579,Weg::N,slí,kelias
580,Weg::N,bealach,kelias
581,Straße::N,bóthar,gatvė
582,Dorf::N,sráidbhaile,kaimas
583,Dorf::N,sráidbhaile,sodžius
584,Stadt::N,baile,miestas
585,Stadt::N,cathair,miestas
586,Brief::N,litir,laiškas
587,Buch::N,cín,knyga
588,Buch::N,leabhar,knyga
589,Buchstabe::N,litir,raidė
590,Zeitung::N,nuachtán,laikraštis
591,Leben::N,saol,gyvybė
592,Leben::N,saol,gyvenimas
593,Leben::N,beatha,gyvybė
594,Leben::N,beatha,gyvenimas
595,Tod::N,bás,mirtis
596,Grab::N,uaigh,kapas
597,Kirche::N,eaglais,bažnyčia
598,Sünde::N,peaca,nuodėmė
599,Sünde::N,peaca,nusidėjimas
600,Gott::N,dia,dievas
601,Arbeiter::N,oibrí,darbininkas
602,Chef::N,saoiste,šefas
603,Chef::N,saoiste,vadovas
604,Chef::N,saoiste,viršininkas
605,Chef::N,ceannasaí,šefas
606,Chef::N,ceannasaí,vadovas
607,Chef::N,ceannasaí,viršininkas
608,Meister::N,máistir,meistras
609,Arzt::N,lia,gydytojas
610,Arzt::N,dochtúir,gydytojas
611,Lehrer::N,oide,mokytojas
612,Lehrer::N,múinteoir,mokytojas
613,Geld::N,airgead,pinigai
614,Geschäft::N,gnó,biznis
615,Laden::N,siopa,krautuvė
616,Laden::N,siopa,parduotuvė
617,Preis::N,praghas,kaina
618,Ware::N,earra,prekė
619,Nutzen::N,tairbhe,nauda
620,Nutzen::N,tairbhe,pelnas
621,Reichtum::N,rachmas,turtas
622,Reichtum::N,saibhreas,turtas
623,Welt::N,domhan,pasaulis
624,Land::N,tír,žemė
625,Land::N,tír,šalis
626,Staat::N,stát,valstija
627,König::N,rí,karalius
628,Macht::N,cumhacht,galia
629,Macht::N,cumhacht,valdžia
630,Grenze::N,críoch,riba
631,Grenze::N,críoch,siena
632,Grenze::N,teorainn,riba
633,Grenze::N,teorainn,siena
634,Krieg::N,cogadh,karas
635,Feind::N,namhaid,priešas
636,Gewalt::N,foréigean,jėga
637,Gewalt::N,foréigean,smurtas
638,Gewalt::N,foréigean,prievarta
639,Kampf::N,troid,kova
640,Bogen[Waffe]::N,bogha,lankas
641,Pfeil::N,saighead,strėlė
642,Gewehr::N,gunna,šautuvas
643,Fehler::N,botún,klaida
644,Fehler::N,meancóg,klaida
645,Lüge::N,bréag,melas
646,Lüge::N,éitheach,melas
647,Schaden::N,dochar,nuostolis
648,Schaden::N,dochar,apgadinimas
649,Schaden::N,damáiste,nuostolis
650,Schaden::N,damáiste,apgadinimas
651,Unglück::N,drochrath,nelaimė
652,Schuld::N,locht,kaltė
653,Schuld::N,milleán,kaltė
654,Alter::N,aois,amžius
655,Schluss::N,deireadh,pabaiga
656,Zeit::N,am,laikas
657,Zeit::N,aimsir,laikas
658,Tag::N,lá,diena
659,Morgen::N,maidin,rytas
660,Mittag::N,nóin,vidurdienis
661,Abend::N,tráthnóna,vakaras
662,Nacht::N,oíche,naktis
663,Woche::N,seachtain,savaitė
664,Monat::N,mí,mėnuo
665,Jahr::N,bliain,metai
666,Frühling::N,earrach,pavasaris
667,Sommer::N,samhradh,vasara
668,Herbst::N,fómhar,ruduo
669,Winter::N,geimhreadh,žiema
670,Januar::N,Eanáir,sausis
671,Februar::N,Feabhra,vasaris
672,März::N,Márta,kovas
673,April::N,Aibreán,balandis
674,Mai::N,Bealtaine,gegužė
675,Juni::N,Meitheamh,birželis
676,Juli::N,Iúil,liepa
677,August::N,Lúnasa,rugpjūtis
678,September::N,Meán Fómhair,rugsėjis
679,Oktober::N,Deireadh Fómhair,spalis
680,November::N,Samhain,lapkritis
681,November::N,Mí na Samhna,lapkritis
682,Dezember::N,Mí na Nollag,gruodis
683,Montag::N,Luan,pirmadienis
684,Montag::N,Dé Luain,pirmadienis
685,Dienstag::N,Máirt,antradienis
686,Dienstag::N,Dé Máirt,antradienis
687,Mittwoch::N,Céadaoin,trečiadienis
688,Mittwoch::N,Dé Céadaoin,trečiadienis
689,Donnerstag::N,Déardaoin,ketvirtadienis
690,Freitag::N,Aoine,penktadienis
691,Freitag::N,Dé hAoine,penktadienis
692,Samstag::N,Satharn,šeštadienis
693,Samstag::N,Dé Sathairn,šeštadienis
694,Sonntag::N,Domhnach,sekmadienis
695,Sonntag::N,Dé Domhnaigh,sekmadienis
696,groß::A,mór,didis
697,groß::A,mór,didelis
698,klein::A,beag,mažas
699,lang::A,fada,ilgas
700,kurz::A,gearr,trumpas
701,kurz::A,gairid,trumpas
702,breit::A,leathan,platus
703,breit::A,fairsing,platus
704,schmal::A,cúng,smulkus
705,dicht::A,dlúth,tankus
706,dick[Gegenstand]::A,tiubh,storas
707,dünn::A,caol,plonas
708,dünn::A,tanaí,plonas
709,fein::A,scáinte,smulkus
710,fein::A,fíneálta,smulkus
711,fest::A,daingean,kietas
712,fest::A,daingean,tvirtas
713,flach::A,cothrom,lėkštas
714,flach::A,cothrom,plokščias
715,glatt::A,mín,slidus
716,glatt::A,sleamhain,slidus
717,hart::A,crua,kietas
718,weich::A,bog,minkštas
719,rund::A,cruinn,apvalus
720,rund::A,cruinn,apskritas
721,spitz::A,gobach,aštrus
722,spitz::A,gobach,smailus
723,spitz::A,biorach,aštrus
724,spitz::A,biorach,smailus
725,scharf::A,géar,aštrus
726,scharf::A,faobhrach,aštrus
727,stumpf::A,maol,bukas
728,stumpf::A,maol,atšipęs
729,schwer::A,trom,sunkus
730,schön::A,álainn,gražus
731,heiß::A,te,karštas
732,warm::A,te,šiltas
733,kalt::A,fuar,šaltas
734,kühl::A,fionnuar,vėsus
735,kühl::A,fionnuar,bejausmis
736,frisch::A,úr,šviežias
737,frisch::A,friseáilte,šviežias
738,feucht::A,tais,drėgnas
739,nass::A,fliuch,šlapias
740,trocken::A,tirim,sausas
741,voll::A,lán,pilnas
742,leer::A,folamh,tuščias
743,offen::A,oscailte,atviras
744,geschlossen::A,dúnta,uždaras
745,geschlossen::A,dúnta,uždarytas
746,geschlossen::A,druidte,uždaras
747,geschlossen::A,druidte,uždarytas
748,sauber::A,glan,švarus
749,schmutzig::A,salach,nešvarus
750,schmutzig::A,salach,purvinas
751,roh::A,amh,žalias
752,reif::A,aibí,prinokęs
753,reif::A,aibí,pribrendęs
754,lecker::A,blasta,gardus
755,süß::A,milis,saldus
756,bitter::A,searbh,kartus
757,sauer::A,géar,gižus
758,sauer::A,géar,rūgštus
759,sauer::A,searbh,gižus
760,sauer::A,searbh,rūgštus
761,hell::A,geal,šviesus
762,hell::A,geal,skaistus
763,hell::A,soilseach,šviesus
764,hell::A,soilseach,skaistus
765,dunkel::A,dorcha,tamsus
766,schwarz::A,dubh,juodas
767,weiß::A,bán,baltas
768,rot::A,dearg,raudonas
769,gelb::A,buí,geltonas
770,blau::A,gorm,mėlynas
771,grün::A,glas,žalias
772,grün::A,uaine,žalias
773,grau::A,liath,pilkas
774,bunt::A,ildathach,margas
775,bunt::A,ildathach,spalvotas
776,bunt::A,dathannach,margas
777,bunt::A,dathannach,spalvotas
778,billig::A,saor,pigus
779,teuer::A,daor,brangus
780,teuer::A,costasach,brangus
781,wertvoll::A,luachmhar,vertingas
782,blind::A,dall,aklas
783,blind::A,caoch,aklas
784,taub::A,bodhar,kurčias
785,kräftig::A,cumhachtach,stiprus
786,stark::A,tréan,stiprus
787,stark::A,láidir,stiprus
788,schwach::A,lag,silpnas
789,schwach::A,fann,silpnas
790,fett::A,ramhar,riebus
791,schlank::A,caol,laibas
