,Concept_ID,udm,he
73,Rauch::N,ӵын,עשן
74,Funke::N,гизьы,ניצוץ
75,Feuer::N,тыл,אש
76,Licht::N,тыл,אור
77,Schatten::N,вужер,צל
78,Wetter::N,куазь,מזג אויר
79,Nebel::N,бус,ערפל
80,Wolke::N,пилем,ענן
81,Regen::N,зор,גשם
82,Schnee::N,лымы,שלג
83,Eis::N,йӧ,קרח
84,Frost::N,кезьыт,צנה
85,Kälte::N,кезьыт,קר
86,Hitze::N,пӧсь,חם
87,Raureif::N,гӧр,כפור
88,Regenbogen::N,вуюись,קשת
89,Donner::N,гудыри,רעם
90,Strömung::N,бызён,זרימה
91,Tropfen::N,шапык,טפה
92,Schaum::N,шукы,קצף
93,Schmutz::N,нӧд,לכלוך
94,Schmutz::N,дэри,לכלוך
95,See::N,ты,אגם
96,Sumpf::N,нюр,בצה
97,Moor::N,нюр,בצה
98,Wiese::N,возь,מרעה
99,Wiese::N,возьвыл,מרעה
100,Wald::N,сик,יער
101,Wald::N,нюлэс,יער
102,Hügel::N,выр,תל
103,Hügel::N,вырйыл,תל
104,Anhöhe::N,выр,מעלה
105,Anhöhe::N,вырйыл,מעלה
106,Berg::N,гурезь,הר
107,Gipfel::N,йыл,פסגה
108,Höhle::N,гу,מערה
109,Abhang::N,бам,מדרון
110,Abhang::N,бам,שפוע
111,Quelle::N,ошмес,מעין
112,Bach::N,пичи шур,נחל
113,Fluss::N,шур,נהר
114,Ufer::N,ярдур,גדה
115,Küste::N,вудур,חוף
116,Festland::N,мувыр,יבשה
117,Meer::N,зарезь,ים
118,Bucht::N,вукож,מפרץ
119,Insel::N,вумуӵ,אי
120,Insel::N,шормуӵ,אי
121,Blume::N,сяська,פרח
122,Gras::N,турын,דשא
123,Wurzel::N,выжы,שרש
124,Baum::N,пу,עץ
125,Stamm::N,модос,גזע
126,Rinde::N,сул,קלפת עץ
127,Ast::N,ул,ענף
128,Zweig::N,вай,ענף
129,Blatt::N,куар,עלה
130,Birke::N,кызьпу,שדר
131,Kiefer[Baum]::N,пужым,ארן
132,Weide[Baum]::N,бадьпу,ערבה
133,Tanne::N,кыз,אשוח
134,Horn::N,сюр,קרן
135,Feder::N,тылы,נוצה
136,Fell::N,ку,פרוה
137,Flügel::N,бурд,כנף
138,Klaue::N,гижы,טלף
139,Kralle::N,пыд,טפר
140,Schwanz::N,быж,זנב
141,Ei::N,пуз,ביצה
142,Ei::N,кукей,ביצה
143,Nest::N,кар,קן
144,Nest::N,пузкар,קן
145,Bau::N,кар,מחלה
146,Bau::N,гу,מחלה
147,Tier::N,пӧйшур,חיה
148,Herde::N,уллё,עדר
149,Kuh::N,скал,פרה
150,Bulle::N,ош,פר
151,Bulle::N,пороз,פר
152,Pferd::N,вал,סוס
153,Schaf::N,ыж,כבשה
154,Schwein::N,парсь,חזיר
155,Hund::N,пуны,כלב
156,Katze::N,коӵыш,חתול
157,Bär::N,гондыр,דב
158,Eichhörnchen::N,коньы,סנאי
159,Elch::N,койык,דישון
160,Fuchs::N,ӟичы,שועל
161,Hase::N,кеч,ארנב
162,Maus::N,шыр,עכבר
163,Wolf::N,кион,זאב
164,Vogel::N,тылобурдо,צפור
165,Schwarm::N,уллё,נחיל
166,Schwarm::N,уллё,להקה
167,Huhn::N,курег,תרנגלת
168,Hahn::N,атас,תרנגול
169,Gans::N,ӟазег,אוז
170,Adler::N,ӧрзи,עיט
171,Ente::N,ӵӧж,ברוז
172,Eule::N,кучыран,ינשוף
173,Kranich::N,тури,עגור
174,Kranich::N,тури,כרוכיה
175,Krähe::N,куака,עורב
176,Kuckuck::N,кикы,קוקיה
177,Schwan::N,юсь,ברבור
178,Fisch::N,чорыг,דג
179,Barsch::N,юш,אוקונוס
180,Hecht::N,чипей,זאב הים
181,Schlange[Tier]::N,кый,נחש
182,Wurm::N,нумыр,תולעת
183,Spinne::N,чонари,עכביש
184,Ameise::N,кузьыли,נמלה
185,Laus::N,тэй,כנה
186,Mücke::N,нымы,יתוש
187,Mücke::N,чибинь,יתוש
188,Fliege::N,кут,זבוב
189,Schmetterling::N,бубыли,פרפר
190,Beere::N,узы-боры,ענבה
191,Apfel::N,яблок,תפוח
192,Pilz::N,губи,פטריה
193,Zwiebel::N,сугон,בצל
194,Saat::N,кидыс,זרעים
195,Korn::N,тысь,גרעין
196,Heu::N,турын,חציר
197,Schale::N,кыд,קלפה
198,Grube::N,гу,בור
199,Grube::N,гу,שוחה
200,Grube::N,гоп,בור
201,Grube::N,гоп,שוחה
202,Falle::N,налик,מלכדת
203,Schlinge::N,гиӟ,לולאה
204,Schlinge::N,герд,לולאה
205,Spur::N,пытьы,עקבה
206,Spur::N,бервыл,עקבה
207,Asche::N,пень,אפר
208,Dreck::N,дэри,זהמה
209,Eisen::N,корт,ברזל
210,Gold::N,зарни,זהב
211,Silber::N,азвесь,כסף
212,Kohle::N,эгыр,פחם
213,Glas::N,стекло,זכוכית
214,Glas::N,пияла,זכוכית
215,Lehm::N,сюй,חרסית
216,Sand::N,луо,חול
217,Mensch::N,мурт,אדם
218,Mensch::N,адями,אדם
219,Mann::N,воргорон,איש
220,Mann::N,воргорон,גבר
221,Frau::N,кышномурт,אשה
222,Frau::N,кышномурт,גברת
223,Kind::N,нуны,ילד
224,Kind::N,пинал,ילד
225,Junge::N,пи,ילד
226,Mädchen::N,ныл,נערה
227,Familie::N,семья,משפחה
228,Großvater::N,песятай,סבא
229,Großvater::N,пересь атай,סבא
230,Großmutter::N,песянай,סבתא
231,Großmutter::N,пересь анай,סבתא
232,Eltern::N,атай-анай,הורים
233,Eltern::N,бубы-мумы,הורים
234,Vater::N,айы,אב
235,Vater::N,атай,אב
236,Mutter::N,мумы,אם
237,Sohn::N,пи,בן
238,Tochter::N,ныл,בת
239,Bruder::N,агай,אח
240,Schwester::N,апа,אחות
241,Schwester::N,сузэр,אחות
242,Onkel::N,агай,דוד
243,Tante::N,апа,דודה
244,Tante::N,кенак,דודה
245,Ehemann::N,карт,איש
246,Ehemann::N,карт,בעל
247,Ehefrau::N,кышно,אשה
248,Freude::N,шумпотон,שמחה
249,Gelächter::N,горем,צחוק
250,Glück::N,шуд,אשר
251,Kummer::N,кайгу,יגון
252,Kummer::N,кайгу,עגמה
253,Kummer::N,куректон,יגון
254,Kummer::N,куректон,עגמה
255,Wunsch::N,мылпотон,אחול
256,Wunsch::N,мылпотон,משאלה
257,Lust::N,потон,חשק
258,Lust::N,потон,תשוקה
259,Geist::N,лул,רוח
260,Gedanke::N,малпан,מחשבה
261,Gedächtnis::N,йырсазь,זכרון
262,Gedächtnis::N,тодэваён,זכרון
263,Verstand::N,йырвизь,שכל
264,Sinn::N,смысл,מובן
265,Sinn::N,смысл,משמעות
266,Grund::N,муг,סבה
267,Grund::N,ньӧм,סבה
268,Wahrheit::N,зэм,אמת
269,Wahrheit::N,шонер,אמת
270,Gespräch::N,вераськон,דיון
271,Märchen::N,выжыкыл,אגדה
272,Erzählung::N,верос,ספור
273,Nachricht::N,ивор,ידיעה
274,Neuigkeit::N,выльивор,חדשה
275,Name::N,ним,שם
276,Rätsel::N,мадькыл,תעלומה
277,Rede::N,верам,נאום
278,Sprache::N,кыл,לשון
279,Stimme::N,куара,קול
280,Wort::N,кыл,מלה
281,Zeichen::N,пус,סימן
282,Zeichen::N,тодмет,סימן
283,Ruf::N,ӧтён,קריאה
284,Ruf::N,чортон,קריאה
285,Lärm::N,ӵашетон,רעש
286,Laut::N,куара,הגה
287,Ton::N,куара,צליל
288,Lied::N,кырӟан,שיר
289,Ruhe::N,чалмыт улон,שלוה
290,Leute::N,адямиос,אנשים
291,Volk::N,калык,עם
292,Arbeit::N,уж,עבודה
293,Gast::N,куно,אורח
294,Geschenk::N,салам,מתנה
295,Geschenk::N,кузьым,מתנה
296,Spiel::N,шудон,משחק
297,Gesellschaft::N,калык,חברה
298,Hilfe::N,юрттон,עזרה
299,Freund::N,эш,חבר
300,Freund::N,эш,ידיד
301,Freund::N,юлтош,חבר
302,Freund::N,юлтош,ידיד
303,Kamerad::N,тодмо,רע
304,Angelegenheit::N,уж,ענין
305,Anzahl::N,лыд,מספר
306,Art::N,тус,סוג
307,Stück::N,юдэс,חתיכה
308,Teil::N,люкет,פרק
309,Hälfte::N,ӝыны,חצי
310,Kreis::N,котырес,מעגל
311,Kreuz::N,крест,צלב
312,Linie::N,гож,קו
313,Strich::N,гож,קו קצר
314,Abstand::N,вис,מרחק
315,Abstand::N,кусып,מרחק
316,Entfernung::N,кусып,מרחק
317,Gegend::N,инты,נוף
318,Platz::N,инты,שטח
319,Ort::N,инты,אתר
320,Ort::N,инты,מקום
321,Ort::N,места,אתר
322,Ort::N,места,מקום
323,Seite::N,пал,צד
324,Mitte::N,шор,אמצע
325,Gegenstand::N,арбери,אוביקט
326,Sache::N,котыр,דבר
327,Rand::N,дур,פרור
328,Rand::N,шаер,פרור
329,Kante::N,дур,קצה
330,Ecke::N,сэрег,פנה
331,Spitze::N,йыл,קצה
332,Ende::N,пум,סוף
333,Loch::N,пась,חר
334,Winkel::N,сэрег,פנה
335,Muster::N,пужы,תבנית
336,Größe::N,быдӟала,גדל
337,Länge::N,кузьдала,ארך
338,Höhe::N,ӝуждала,קומה
339,Höhe::N,ӝуждала,גבה
340,Gewicht::N,сектала,משקל
341,Gewicht::N,секытлык,משקל
342,Menge::N,лыд,כמות
343,Menge::N,лыдпус,כמות
344,Haufen::N,люк,ערמה
345,Reihe::N,чур,רצף
346,Boot::N,пыж,סירה
347,Boot::N,лодка,סירה
348,Ruder::N,полыс,משוט
349,Schlitten::N,додьы,מזחלת
350,Ski::N,куас,מגלשים
351,Lagerfeuer::N,тылскем,מדורה
352,Last::N,секыт,משא
353,Gang::N,ветлон,הליכה
354,Schritt::N,вамыш,צעד
355,Norden::N,уйпал,צפון
356,Süden::N,лымшор,דרום
357,Westen::N,шунды пуксён,מערב
358,Osten::N,шунды ӝужан,מזרח
359,Holz::N,пу,עץ
360,Brett::N,пул,קרש
361,Platte::N,плита,לוח
362,Stütze::N,пыкет,משען
363,Stange::N,пуӵ,מוט
364,Stock::N,боды,מקל
365,Stab::N,пуӵ,מוט
366,Stab::N,боды,מוט
367,Rohr::N,труба,צנור
368,Haus::N,юрт,בית
369,Heim::N,корка,בית
370,Ofen::N,гур,תנור
371,Fußboden::N,выж,רצפה
372,Tisch::N,ӝӧк,שלחן
373,Stuhl::N,пукон,כסא
374,Wiege::N,кӧкы,ערש
375,Wiege::N,зыбка,ערש
376,Bett::N,валес,מטה
377,Regal::N,ӝажы,מדף
378,Kiste::N,ящик,תבה
379,Kiste::N,ящик,ארגז
380,Fenster::N,укно,חלון
381,Fenster::N,косяк,חלון
382,Tür::N,ӧс,דלת
383,Tor::N,ӟезьы,שער
384,Zaun::N,забор,גדר
385,Dach::N,липет,גג
386,Leiter::N,падӟа,סלם
387,Besen::N,ӵужон,מטאטא
388,Besen::N,исьнер,מטאטא
389,Spaten::N,лопатка,את
390,Schaufel::N,ютырон,את
391,Gabel::N,тэчы,מזלג
392,Gabel::N,вилка,מזלג
393,Löffel::N,пуньы,כף
394,Messer::N,пурт,סכין
395,Nagel::N,кортӵог,מסמר
396,Netz::N,сеть,רשת
397,Haken::N,курик,וו
398,Haken::N,курик,קרס
399,Griff::N,ныд,ידית
400,Schloss::N,тунгон,מנעול
401,Bild::N,суред,תמונה
402,Figur::N,фигура,פסל
403,Puppe::N,мунё,בבה
404,Beutel::N,пуйы,שק
405,Bündel::N,керттэт,צרור
406,Tasche::N,пуйы,שקית
407,Tasche::N,сумка,שקית
408,Eimer::N,ведра,דלי
409,Deckel::N,ӵоксэт,מכסה
410,Geschirr::N,тусьты-пуньы,כלים
411,Sack::N,пуйы,שק
412,Tasse::N,ӵаша,ספל
413,Topf::N,миска,סיר
414,Kessel::N,пурты,קנקן
415,Essen::N,сиськон,אכל
416,Essen::N,сиськон,ארוחה
417,Nahrung::N,сион,הזנה
418,Nahrung::N,сион,תזונה
419,Speise::N,сиён,מאכל
420,Speise::N,сиён,ארוחה
421,Fleisch::N,сӥль,בשר
422,Getreide::N,ю тысь,דגן
423,Brei::N,ӝук,מחית
424,Brot::N,нянь,לחם
425,Scheibe::N,шорем,עגול
426,Scheibe::N,шорем,פרוסה
427,Fett::N,кӧй,שמן
428,Butter::N,вӧй,חמאה
429,Öl::N,вӧй,שמן
430,Salz::N,сылал,מלח
431,Suppe::N,шыд,מרק
432,Honig::N,чечы,דבש
433,Milch::N,йӧл,חלב
434,Tee::N,чай,תה
435,Leder::N,сурон,עור
436,Wolle::N,гон,צמר
437,Wolle::N,ыжгон,צמר
438,Stoff::N,куэм,בד
439,Stoff::N,куэм,אריג
440,Nadel::N,вень,מחט
441,Faden::N,сӥньыс,חוט
442,Knopf::N,бирды,כפתור
443,Knoten::N,герд,קשר
444,Farbe::N,буёл,צבע
445,Kleidung::N,дӥсь,בגדים
446,Hemd::N,дэрем,חלצה
447,Kragen::N,сирес,צוארון
448,Ärmel::N,саес,שרוול
449,Hose::N,брюки,מכנסים
450,Hose::N,штань,מכנסים
451,Gürtel::N,кускерттон,חגורה
452,Mütze::N,ызьы,כובע
453,Schuh::N,ботинка,נעל
454,Stiefel::N,сапег,מגף
455,Ring::N,зундэс,טבעת
456,Band::N,лента,סרט
457,Kamm::N,сын,מסרק
458,Spiegel::N,синучкон,מראה
459,Riemen::N,е,רצועה
460,Schnur::N,гозы,חבל
461,Leine::N,думет,מושכות
462,Decke::N,шобрет,שמיכה
463,Kissen::N,миндэр,כרית
464,Tuch::N,кышет,צעיף
465,Handtuch::N,ӵушкон,מגבת
466,Kraft::N,кать,כוח
467,Kraft::N,ӟигар,כוח
468,Stärke::N,юнлык,און
469,Gesundheit::N,тазалык,בריאות
470,Krankheit::N,висён,מחלה
471,Schmerz::N,висён,כאב
472,Wunde::N,яра,פציעה
473,Fieber::N,кезег,חם
474,Arznei::N,эмъюм,תרופה
475,Brücke::N,выж,גשר
476,Brunnen::N,колдэч,באר
477,Weide::N,возь,אחו
478,Weide::N,возь,מרעה
479,Pfad::N,сюрес,שביל
480,Pfad::N,сюрес,מדרכה
481,Weg::N,сюрес,דרך
482,Straße::N,сюрес,כביש
483,Dorf::N,гурт,כפר
484,Stadt::N,кар,עיר
485,Stadt::N,город,עיר
486,Brief::N,гожтэт,מכתב
487,Buch::N,книга,ספר
488,Buchstabe::N,буква,אות
489,Zeitung::N,газет,עתון
490,Leben::N,улон,חיים
491,Tod::N,кулон,מות
492,Grab::N,шайгу,קבר
493,Kirche::N,черк,כנסיה
494,Sünde::N,сьӧлык,חטא
495,Gott::N,ӥнмар,אל
496,Arbeiter::N,рабочий,פועל
497,Chef::N,начальник,ראש
498,Chef::N,начальник,מנהל
499,Meister::N,кибашлы,ממחה
500,Arzt::N,врач,רופא
501,Lehrer::N,дышетӥсь,מורה
502,Geld::N,уксё,כסף
503,Geld::N,коньдон,כסף
504,Geschäft::N,уж,עסקה
505,Laden::N,магазин,חנות
506,Preis::N,дун,מחיר
507,Ware::N,вуз,סחורה
508,Nutzen::N,пайда,תועלת
509,Reichtum::N,узырлык,עשר
510,Welt::N,дунне,עולם
511,Land::N,шаер,ארץ
512,Staat::N,кун,מדינה
513,König::N,эксэй,מלך
514,Macht::N,власть,כוח
515,Grenze::N,кунгож,גבול
516,Krieg::N,ож,מלחמה
517,Feind::N,тушмон,אויב
518,Gewalt::N,эриктэман,אלימות
519,Kampf::N,нюръяськон,קרב
520,Kampf::N,нюръяськон,לחימה
521,Bogen[Waffe]::N,пукыӵ,קשת
522,Pfeil::N,пукыӵ вень,חץ
523,Gewehr::N,пыӵал,רובה
524,Fehler::N,янгыш,טעות
525,Lüge::N,пӧян,שקר
526,Lüge::N,алдан,שקר
527,Lüge::N,ӧрекчан,שקר
528,Schaden::N,изъян,נזק
529,Unglück::N,куректон,מזל רע
530,Unglück::N,шудтэме усён,מזל רע
531,Schuld::N,янгыш,אשמה
532,Alter::N,арлыд,גיל
533,Schluss::N,пум,סיום
534,Zeit::N,дыр,זמן
535,Tag::N,нунал,יום
536,Morgen::N,ӵукна,בקר
537,Mittag::N,лымшор,צהרים
538,Abend::N,ӝыт,ערב
539,Abend::N,акшан,ערב
540,Nacht::N,уй,לילה
541,Woche::N,арня,שבוע
542,Monat::N,толэзь,חדש
543,Jahr::N,ар,שנה
544,Frühling::N,тулыс,אביב
545,Sommer::N,гужем,קיץ
546,Herbst::N,сӥзьыл,סתו
547,Winter::N,тол,חרף
548,Januar::N,выльартолэзь,ינואר
549,Februar::N,тулыспал,פברואר
550,März::N,южтолэзь,מרץ
551,April::N,оштолэзь,אפריל
552,Mai::N,куартолэзь,מאי
553,Juni::N,вожотолэзь,יוני
554,Juli::N,пӧсьтолэзь,יולי
555,August::N,гудырикошкон,אוגוסט
556,September::N,куарусён,ספטמבר
557,Oktober::N,выльӝуктолэзь,אוקטובר
558,November::N,шуркынмон,נובמבר
559,Dezember::N,толсур,דצמבר
560,Montag::N,вордӥськон,יום שני
561,Dienstag::N,вторник,יום שלישי
562,Mittwoch::N,вирнунал,יום רביעי
563,Donnerstag::N,покчиарня,יום חמישי
564,Freitag::N,удмуртарня,יום ששי
565,Samstag::N,кӧснунал,יום שבת
566,Sonntag::N,арня,יום ראשון
567,groß::A,бадӟым,גדול
568,klein::A,пичи,קטן
569,lang::A,кузь,ארך
570,kurz::A,вакчи,קצר
571,breit::A,паськыт,רחב
572,schmal::A,сюлэг,צר
573,dicht::A,ӵем,צפוף
574,dick[Gegenstand]::A,зӧк,עבה
575,dünn::A,векчи,דק
576,fein::A,векчи,מעדן
577,fest::A,юн,מוצק
578,fest::A,чурыт,מוצק
579,flach::A,ӵошкыт,שטוח
580,glatt::A,гылыт,חלק
581,glatt::A,вольыт,חלק
582,hart::A,чурыт,קשיח
583,weich::A,небыт,רך
584,rund::A,котырес,עגל
585,spitz::A,йылсо,חד
586,scharf::A,лэчыт,חד
587,stumpf::A,ныж,קהה
588,schwer::A,секыт,כבד
589,schön::A,чебер,יפה
590,heiß::A,пӧсь,חם
591,warm::A,шуныт,חם
592,kalt::A,кезьыт,קר
593,kühl::A,юзмыт,צונן
594,kühl::A,салкым,צונן
595,frisch::A,выль,טרי
596,feucht::A,мускыт,לח
597,nass::A,котмем,רטוב
598,trocken::A,кӧс,יבש
599,voll::A,тыр,מלא
600,leer::A,буш,ריק
601,leer::A,тырттэм,ריק
602,offen::A,усьтэм,פתוח
603,geschlossen::A,ӵогам,סגור
604,geschlossen::A,пунням,סגור
605,sauber::A,ӝикыт,נקי
606,sauber::A,чылкыт,נקי
607,schmutzig::A,нӧд,מלכלך
608,roh::A,ыль,חי
609,reif::A,вуэм,בשל
610,lecker::A,ческыт,טעים
611,süß::A,ческыт,מתוק
612,bitter::A,курыт,מר
613,sauer::A,чырс,חמוץ
614,hell::A,югыт,בהיר
615,dunkel::A,пеймыт,עמום
616,schwarz::A,сьӧд,שחר
617,weiß::A,тӧдьы,לבן
618,rot::A,горд,אדם
619,gelb::A,ӵуж,צהב
620,blau::A,лыз,כחל
621,grün::A,вож,ירק
622,grau::A,пурысь,אפר
623,bunt::A,куӵо,צבעוני
624,billig::A,дунтэм,זול
625,teuer::A,дуно,יקר
626,wertvoll::A,дуно,יקר ערך
627,blind::A,сукыр,עור
628,blind::A,синтэм,עור
629,taub::A,пельтэм,חרש
630,kräftig::A,кужмо,חסן
631,stark::A,юн,חזק
632,stark::A,кужмо,חזק
633,schwach::A,ляб,חלש
634,schwach::A,начар,חלש
635,fett::A,кӧй,שמן
636,schlank::A,веськыт,רזה
637,schlank::A,веськрес,רזה
638,hübsch::A,чебер,יפה תאר
639,hübsch::A,синмаськымон,יפה תאר
640,böse::A,лек,רשע
641,dumm::A,шузи,טפש
642,dumm::A,визьтэм,טפש
643,faul::A,азьтэм,עצלן
644,fleißig::A,сюлмо,חרוץ
645,geizig::A,сук,קמצן
646,klug::A,визьмо,נבון
647,klug::A,визьмо,פקח
648,geschickt::A,усто,מימן
649,geschickt::A,быгатӥсь,מימן
650,lieb::A,мусо,יקר
651,lieb::A,мусо,אהוב
652,lustig::A,шулдыр,עליז
653,sanft::A,мусо,עדין
654,sanft::A,эрке,עדין
655,hungrig::A,сютэм,רעב
656,krank::A,висись,חולה
657,nackt::A,гольык,ערום
658,traurig::A,мӧзмыт,עצוב
659,lebendig::A,улэп,חי
660,gut::A,ӟеч,טוב
661,gut::A,умой,טוב
662,schlecht::A,урод,גרוע
663,schlecht::A,алама,גרוע
664,richtig::A,шонер,נכון
665,schlimm::A,алама,רע
666,wahr::A,зэмос,אמתי
667,alt::A,вуж,ישן
668,neu::A,выль,חדש
669,ehemalig::A,азьвылэз,לשעבר
670,alt[Lebewesen]::A,пересь,זקן
671,jung::A,егит,צעיר
672,jung::A,пинал,צעיר
673,arm::A,начар,עני
674,arm::A,куанер,עני
675,reich::A,узыр,עשיר
676,bekannt::A,тодмо,ידוע
677,berühmt::A,дано,מפרסם
678,fremd::A,ят,זר
679,verschieden::A,пӧртэм,שונה
680,nah::A,матысь,קרוב
681,fern::A,кыдёкысь,רחוק
682,linker::A,паллян,שמאלי
683,rechter::A,бур,ימין
684,rechter::A,бурпал,ימין
685,anderer::A,мукет,אחר
686,erster::A,нырысетӥез,ראשון
687,zweiter::A,кыктэтӥез,שני
688,dritter::A,кунньметӥез,שלישי
689,letzter::A,берло,אחרון
690,letzter::A,берпум,אחרון
691,allein::ADV,огназ,לבד
692,auf einmal::ADV,огдыре,בו-זמנית
693,zusammen::ADV,ӵош,ביחד
694,zusammen::ADV,валче,ביחד
695,lange::ADV,кема,הרבה זמן
696,plötzlich::ADV,мапламтэ шорысь,לפתע
697,plötzlich::ADV,мапламтэ шорысь,פתאום
698,sofort::ADV,али ик,מיד
699,später::ADV,бергес,לאחר זמן
700,später::ADV,бергес,יותר מאחר
701,später::ADV,берлогес,לאחר זמן
702,später::ADV,берлогес,יותר מאחר
703,jetzt::ADV,али,עכשיו
704,jetzt::ADV,табере,עכשיו
705,heute::ADV,туннэ,היום
706,morgen::ADV,ӵуказе,מחר
707,bald::ADV,ӝоген,בקרוב
708,dann::ADV,берло,אחר-כך
709,gestern::ADV,толон,אתמול
710,einst::ADV,огпол,לפנים
711,einst::ADV,одӥг пол,לפנים
712,damals::ADV,соку,אז
713,danach::ADV,собере,אחר-כך
714,vorher::ADV,азьло,לפני זה
715,vorher::ADV,азьвыл,לפני זה
716,zuerst::ADV,азьло,קדם
717,einmal::ADV,огпол,פעם
718,manchmal::ADV,куддыръя,לפעמים
719,oft::ADV,ӵем,לעתים קרובות
720,immer::ADV,пыр,תמיד
721,immer::ADV,котьку,תמיד
722,niemals::ADV,уз ноку,אף פעם
723,hier::ADV,татын,כאן
724,hierhin::ADV,татчы,פה
725,von hier::ADV,татысь,מפה
726,dort::ADV,отӥ,שם
727,dort::ADV,отын,שם
728,dorthin::ADV,отчы,שם
729,geradeaus::ADV,меӵак,ישר
730,vorwärts::ADV,азьлань,קדימה
731,rückwärts::ADV,берлань,לאחור
732,zurück::ADV,берен,בחזרה
733,zurück::ADV,берен,אחורנית
734,zurück::ADV,берлань,בחזרה
735,zurück::ADV,берлань,אחורנית
736,unten::ADV,улын,למטה
737,hinab::ADV,улэ,למטה
738,oben::ADV,вылын,מעל
739,oben::ADV,вылын,למעלה
740,oben::ADV,вылӥын,מעל
741,oben::ADV,вылӥын,למעלה
742,hinauf::ADV,вылэ,למעלה
743,hinauf::ADV,вылӥе,למעלה
744,hinauf::ADV,выллань,למעלה
745,überall::ADV,котькытын,בכל מקום
746,überall::ADV,пасьтана,בכל מקום
747,nicht::ADV,уз,לא
748,ein wenig::ADV,ичи,קצת
749,ein wenig::ADV,ӧжыт,קצת
750,ein wenig::ADV,огшап,קצת
751,kaum::ADV,муртса,בקשי
752,sehr::ADV,туж,מאוד
753,sehr::ADV,лекос,מאוד
754,so::ADV,озьы,כך
755,so::ADV,озьы,ככה
756,so::ADV,тазьы,כך
757,so::ADV,тазьы,ככה
758,noch::ADV,на,עוד
759,noch::ADV,на,עדין
760,nur::ADV,гинэ,רק
761,schon::ADV,ни,כבר
762,schon::ADV,ини,כבר
763,wieder::ADV,нош,שוב
764,wieder::ADV,кайта,שוב
765,vergebens::ADV,юнме,לריק
766,vergebens::ADV,юнме,לשוא
767,vor::PRP,азьын,מול
768,hinter::PRP,берын,מאחורי
769,hinter::PRP,бӧрсьы,מאחורי
770,unter::PRP,улын,מתחת
771,durch::PRP,пыр,דרך
772,durch::PRP,пыртӥ,דרך
773,neben::PRP,бордын,ליד
774,neben::PRP,бордын,על-יד
775,zwischen::PRP,вискын,בין
776,wegen::PRP,сэрен,בשל
777,wegen::PRP,сэрен,בגלל
778,dies::PRN,та,זה
779,das::PRN,со,זה
780,alles::PRN,ваньмыз,הכל
781,ich::PRN,мон,אני
782,du::PRN,тон,את
783,du::PRN,тон,אתה
784,er::PRN,со,הוא
785,wir::PRN,ми,אנחנו
786,ihr::PRN,тӥ,לה
787,sie::PRN,соос,הם
788,was::FPRN,ма,מה
789,wer::FPRN,кин,מי
790,wo::FADV,кытын,איפה
791,wohin::FADV,кытчы,לאן
