,Concept_ID,uz,sl
146,Herde::N,gala,čréda
147,Kuh::N,inak,kráva
148,Bulle::N,ho'kiz,bìk
149,Pferd::N,ot,kònj
150,Schaf::N,qo'y,ôvca
151,Schwein::N,cho'chqa,svínja
152,Hund::N,it,pès
153,Katze::N,mushuk,máčka
154,Bär::N,ayiq,mêdved
155,Eichhörnchen::N,tiyin,véverica
156,Elch::N,los,lós
157,Fuchs::N,tulki,lisíca
158,Hase::N,kuyon,zájec
159,Maus::N,sichqon,mìš
160,Wolf::N,bo'ri,vólk
161,Vogel::N,qush,ptìč
162,Vogel::N,qush,ptíca
163,Schwarm::N,to'da,játa
164,Huhn::N,tovuq,kokóš
165,Hahn::N,xo'roz,petêlin
166,Gans::N,g'oz,gós
167,Adler::N,burgut,ôrel
168,Ente::N,o'rdak,ráca
169,Eule::N,boyo'g'li,sôva
170,Kranich::N,turna,žerjàv
171,Krähe::N,qarg'a,vrána
172,Kuckuck::N,kakku,kúkavica
173,Schwan::N,oqkush,labód
174,Fisch::N,baliq,ríba
175,Barsch::N,olabug'a,ostríž
176,Hecht::N,cho'rtan,ščúka
177,Schlange[Tier]::N,ilon,káča
178,Wurm::N,qurt,čr̀v
179,Wurm::N,qurt,glísta
180,Spinne::N,o'rgimchak,pájek
181,Ameise::N,chumoli,mrávlja
182,Laus::N,bit,úš
183,Mücke::N,chivin,komár
184,Fliege::N,pashsha,múha
185,Schmetterling::N,kapalak,metúlj
186,Beere::N,meva,jágoda
187,Apfel::N,olma,jábolko
188,Pilz::N,qo'ziqorin,góba
189,Zwiebel::N,piyoz,čebúla
190,Saat::N,äkin,séme
191,Korn::N,zarra,zŕno
192,Heu::N,xashak,senó
193,Schale::N,po'choq,lupína
194,Grube::N,co'ra,jáma
195,Falle::N,qopqon,pást
196,Schlinge::N,sirtmoq,zánka
197,Schlinge::N,sirtmoq,pêtlja
198,Spur::N,iz,sléd
199,Asche::N,kul,pepél
200,Dreck::N,kir,bláto
201,Eisen::N,temir,želézo
202,Gold::N,tilla,zlató
203,Silber::N,kumush,srebró
204,Kohle::N,ko'mir,ógel
205,Glas::N,oyna,stêklo
206,Lehm::N,loy,ílo
207,Sand::N,qum,pések
208,Mensch::N,odam,člôvek
209,Mann::N,ärkak,móž
210,Mann::N,ärkak,môški
211,Frau::N,ayol,gospá
212,Frau::N,ayol,žénska
213,Kind::N,bola,déte
214,Kind::N,bola,otròk
215,Kind::N,kichkintoy,déte
216,Kind::N,kichkintoy,otròk
217,Junge::N,bola,fànt
218,Junge::N,bola,déček
219,Mädchen::N,qiz,deklè
220,Mädchen::N,qiz,déklica
221,Familie::N,oila,družína
222,Großvater::N,buva,dèd
223,Großvater::N,buva,dédek
224,Großvater::N,katta ota,dèd
225,Großvater::N,katta ota,dédek
226,Großmutter::N,buvi,bábica
227,Großmutter::N,katta oyi,bábica
228,Eltern::N,ota-ona,stárši
229,Vater::N,ota,ôče
230,Mutter::N,ona,máma
231,Sohn::N,o'g'il,sín
232,Tochter::N,qiz,hčí
233,Tochter::N,qiz,hčérka
234,Bruder::N,og'a,bràt
235,Bruder::N,uka,bràt
236,Schwester::N,opa,sêstra
237,Schwester::N,singil,sêstra
238,Onkel::N,amaki,újec
239,Onkel::N,amaki,stríc
240,Tante::N,amma,têta
241,Tante::N,amma,strína
242,Tante::N,xola,têta
243,Tante::N,xola,strína
244,Ehemann::N,är,móž
245,Ehemann::N,är,sopróg
246,Ehefrau::N,rafiqa,žêna
247,Ehefrau::N,rafiqa,sopróga
248,Freude::N,ayish,rádost
249,Freude::N,ayish,vesêlje
250,Gelächter::N,kulgi,sméh
251,Gelächter::N,kulgi,grohòt
252,Glück::N,saodat,sréča
253,Kummer::N,g'am,gorjé
254,Wunsch::N,orzu,žêlja
255,Lust::N,rag'bat,poželênje
256,Geist::N,ruh,dúša
257,Gedanke::N,fikr,mísel
258,Gedächtnis::N,äs,pámet
259,Verstand::N,aql,
260,Sinn::N,ma'ni,pomèn
261,Sinn::N,ma'ni,smísel
262,Grund::N,sabab,vzròk
263,Wahrheit::N,haq,resníca
264,Gespräch::N,gap,pogóvor
265,Märchen::N,ärtak,právljica
266,Erzählung::N,rivoyat,povést
267,Nachricht::N,xabar,sporočílo
268,Neuigkeit::N,yangilik,novóst
269,Name::N,ot,imé
270,Rätsel::N,topishmoq,ugánka
271,Rede::N,nutq,góvor
272,Sprache::N,til,jêzik
273,Stimme::N,ovoz,glás
274,Wort::N,so'z,beséda
275,Zeichen::N,alomat,znák
276,Ruf::N,chaqiriq,klíc
277,Lärm::N,taraq,hrúp
278,Lärm::N,taraq,trúšč
279,Laut::N,tovush,glás
280,Ton::N,un,tón
281,Lied::N,ashula,pésem
282,Ruhe::N,tinchlik,pokòj
283,Leute::N,xaloyiq,ljudjé
284,Volk::N,xalq,národ
285,Arbeit::N,ish,délo
286,Gast::N,mehmon,gòst
287,Geschenk::N,hadya,darílo
288,Spiel::N,o'yin,ígra
289,Gesellschaft::N,jamiyat,drúžba
290,Hilfe::N,yordam,pomóč
291,Freund::N,do'st,prijátelj
292,Kamerad::N,yo'ldosh,továriš
293,Angelegenheit::N,daxl,zadéva
294,Anzahl::N,son,števílo
295,Art::N,tur,vŕsta
296,Stück::N,parcha,kós
297,Teil::N,bo'lak,dél
298,Hälfte::N,yarim,polovíca
299,Kreis::N,aylana,króg
300,Kreis::N,aylana,kolobár
301,Kreuz::N,xoch,kríž
302,Linie::N,liniya,próga
303,Strich::N,chiziq,čŕta
304,Abstand::N,oralik,preslédek
305,Entfernung::N,uzoqlik,oddáljenost
306,Gegend::N,yer,kràj
307,Gegend::N,yer,dežêla
308,Platz::N,oralig,prôstor
309,Ort::N,joy,mésto
310,Seite::N,yon,bòk
311,Seite::N,yon,strán
312,Mitte::N,o'rta,sredína
313,Gegenstand::N,ashyo,prédmet
314,Sache::N,buyum,réč
315,Sache::N,buyum,stvár
316,Rand::N,chek,kràj
317,Kante::N,tig',rób
318,Ecke::N,burchak,vogál
319,Spitze::N,uch,óst
320,Ende::N,oxir,kônec
321,Loch::N,teshik,lúknja
322,Winkel::N,go'sha,kót
323,Muster::N,nusha,vzórec
324,Größe::N,kattalik,veličína
325,Länge::N,uzunlik,dolžína
326,Höhe::N,yuksaklik,vršína
327,Gewicht::N,solmoq,téža
328,Menge::N,miqdor,količína
329,Haufen::N,uyum,kùp
330,Haufen::N,uyum,kopíca
331,Reihe::N,saf,níz
332,Reihe::N,saf,vŕsta
333,Boot::N,qayiq,čóln
334,Ruder::N,äshkak,vêslo
335,Schlitten::N,chana,saní
336,Ski::N,chang'i,smučí
337,Lagerfeuer::N,gulxan,táborni ôgenj
338,Last::N,yuk,tôvor
339,Gang::N,yurish,hòd
340,Schritt::N,qadam,korák
341,Norden::N,shimol,séver
342,Süden::N,janub,júg
343,Westen::N,g'arb,zapàd
344,Osten::N,sharq,vzhòd
345,Holz::N,yog'och,lés
346,Brett::N,taxta,deskà
347,Platte::N,tabaqa,plôča
348,Stütze::N,tayanchi,opóra
349,Stütze::N,tayanchi,zaslómba
350,Stange::N,qo'noq,gréd
351,Stock::N,tayoq,pálica
352,Stab::N,gavron,pálica
353,Rohr::N,tarnov,cév
354,Haus::N,uy,híša
355,Heim::N,makon,dóm
356,Ofen::N,pechka,péč
357,Fußboden::N,pol,pòd
358,Tisch::N,mosa,míza
359,Stuhl::N,o'rindiq,stòl
360,Wiege::N,beshik,zíbel
361,Bett::N,yotoq,póstelja
362,Regal::N,tokcha,políca
363,Kiste::N,sandiq,zabòj
364,Fenster::N,deraza,ôkno
365,Tür::N,äshik,vráta
366,Tor::N,darvoza,velíka vráta
367,Zaun::N,panjara,ográja
368,Dach::N,tom,stréha
369,Leiter::N,narvon,léstev
370,Besen::N,supurgi,mêtla
371,Spaten::N,bel,lopáta
372,Schaufel::N,kurak,lopáta
373,Gabel::N,bilka,vílice
374,Löffel::N,qoshiq,žlíca
375,Messer::N,pichoq,nòž
376,Nagel::N,mix,žebèlj
377,Netz::N,to'r,mréža
378,Haken::N,ilgak,kljúka
379,Griff::N,sop,ročáj
380,Griff::N,sop,oprijèm
381,Griff::N,tutqich,ročáj
382,Griff::N,tutqich,oprijèm
383,Schloss::N,qulf,ključávnica
384,Bild::N,rasm,slíka
385,Figur::N,shakl,figúra
386,Figur::N,shakl,postáva
387,Puppe::N,ko'g'irchoq,lútka
388,Beutel::N,to'rva,môšnja
389,Bündel::N,bog'lam,cúla
390,Bündel::N,bog'lam,svéženj
391,Tasche::N,kissa,tórba
392,Tasche::N,kissa,tobôlec
393,Eimer::N,chelak,vêdro
394,Deckel::N,qopqoq,pokròv
395,Deckel::N,qopqoq,poklópec
396,Geschirr::N,idish,posóda
397,Sack::N,qop,vréča
398,Tasse::N,piyola,skodélica
399,Topf::N,tuvak,lônec
400,Kessel::N,qozon,kôtel
401,Essen::N,tomoq,hrána
402,Nahrung::N,emak,živílo
403,Speise::N,taom,jéd
404,Fleisch::N,go'sht,mesó
405,Getreide::N,g'alla,žíto
406,Brei::N,bo'tqa,káša
407,Brot::N,non,krùh
408,Scheibe::N,disk,réženj
409,Fett::N,moy,mást
410,Fett::N,moy,maščôba
411,Butter::N,yog',máslo
412,Öl::N,moy,ólje
413,Salz::N,tuz,sól
414,Suppe::N,sho'rva,júha
415,Honig::N,asal,méd
416,Milch::N,sut,mléko
417,Tee::N,choy,čáj
418,Leder::N,charm,úsnje
419,Wolle::N,jun,vólna
420,Stoff::N,mato,blagó
421,Nadel::N,igna,ígla
422,Faden::N,ip,nít
423,Knopf::N,tugma,gúmb
424,Knoten::N,tugun,vôzel
425,Farbe::N,bo'yok,bárva
426,Kleidung::N,kiyim,obléka
427,Hemd::N,ko'ylak,srájca
428,Kragen::N,yoqa,ovrátnik
429,Ärmel::N,yeng,rokáv
430,Hose::N,shim,hláče
431,Gürtel::N,tasma,pás
432,Mütze::N,shapka,kápa
433,Mütze::N,shapka,čépica
434,Schuh::N,but,čévelj
435,Stiefel::N,botinka,škórenj
436,Ring::N,yuzuk,pŕstan
437,Band::N,rishta,trák
438,Kamm::N,taroq,glavník
439,Spiegel::N,ko'zgu,zrcálo
440,Spiegel::N,ko'zgu,ogledálo
441,Riemen::N,qayish,jêrmen
442,Schnur::N,bog'ich,vŕvca
443,Leine::N,etak,konôpec
444,Decke::N,odyol,odéja
445,Kissen::N,yostiq,blazína
446,Tuch::N,gazlama,pŕt
447,Tuch::N,gazlama,rúta
448,Handtuch::N,sochiq,brisáča
449,Kraft::N,kuch,síla
450,Stärke::N,quvvat,jákost
451,Gesundheit::N,sog'lik,zdrávje
452,Krankheit::N,kasallik,bolézen
453,Schmerz::N,og'riq,ból
454,Schmerz::N,og'riq,bolečína
455,Wunde::N,yara,rána
456,Fieber::N,bezgak,vročína
457,Arznei::N,dori,lék
458,Arznei::N,dori,zdravílo
459,Brücke::N,ko'prik,móst
460,Brunnen::N,buloq,vodnják
461,Weide::N,yaylov,páša
462,Pfad::N,dorojka,stezà
463,Weg::N,yo'l,pót
464,Straße::N,ko'cha,césta
465,Dorf::N,ovul,vás
466,Stadt::N,shahar,mésto
467,Brief::N,maktub,písmo
468,Buch::N,kitob,knjíga
469,Buchstabe::N,harf,čŕka
470,Zeitung::N,gazet,čásnik
471,Leben::N,hayot,življênje
472,Tod::N,o'lim,smŕt
473,Grab::N,go'r,gròb
474,Kirche::N,cherkov,cérkev
475,Sünde::N,gunoh,gréh
476,Gott::N,olloh,bóg
477,Arbeiter::N,ishchi,délavec
478,Chef::N,rais,šéf
479,Meister::N,usta,mójster
480,Arzt::N,hakim,zdravník
481,Lehrer::N,muallim,učítelj
482,Geld::N,pul,denár
483,Geschäft::N,savdo,kupčíja
484,Laden::N,do'kon,trgovína
485,Preis::N,baho,céna
486,Ware::N,mol,róba
487,Nutzen::N,foyda,príd
488,Reichtum::N,boylik,bogástvo
489,Welt::N,olam,svét
490,Land::N,o'lka,dežêla
491,Staat::N,davlat,držáva
492,König::N,qirol,králj
493,Macht::N,iqtidor,oblást
494,Grenze::N,chegara,mêja
495,Krieg::N,harb,vôjna
496,Feind::N,dushman,sovrážnik
497,Gewalt::N,zo'rlik,nasílje
498,Kampf::N,kurash,bòj
499,Kampf::N,kurash,bórba
500,Bogen[Waffe]::N,yoy,lók
501,Pfeil::N,o'q,puščíca
502,Gewehr::N,vintovka,púška
503,Fehler::N,xato,zmóta
504,Lüge::N,yolg'on,láž
505,Schaden::N,ziyon,okvára
506,Unglück::N,balo,nesréča
507,Schuld::N,ayb,krívda
508,Alter::N,yosh,dôba
509,Schluss::N,tamom,kônec
510,Zeit::N,vaqt,čàs
511,Tag::N,kun,dán
512,Morgen::N,saboh,jútro
513,Mittag::N,kun tushlik,póldan
514,Abend::N,oqshom,večér
515,Nacht::N,tun,nóč
516,Woche::N,hafta,téden
517,Monat::N,oy,mésec
518,Jahr::N,yil,léto
519,Frühling::N,bahor,pomlád
520,Sommer::N,yoz,polétje
521,Herbst::N,kuz,jesén
522,Herbst::N,xazon,jesén
523,Winter::N,qish,zíma
524,Januar::N,yanvar',jánuar
525,Februar::N,fevral',fébruar
526,März::N,mart,márec
527,April::N,aprel',apríl
528,Mai::N,may,máj
529,Juni::N,iyun',júnij
530,Juli::N,iyul',júlij
531,August::N,avgust,avgúst
532,September::N,sentyabr',septêmber
533,Oktober::N,oktyabr',október
534,November::N,noyabr',novêmber
535,Dezember::N,dekabr',decémber
536,Montag::N,dushanba,ponedéljek
537,Dienstag::N,seshanba,tôrek
538,Mittwoch::N,chorshanba,sréda
539,Donnerstag::N,payshanba,četŕtek
540,Freitag::N,juma,pétek
541,Samstag::N,shanba,sobóta
542,Sonntag::N,yakshanba,nedélja
543,groß::A,buyuk,vêlik
544,klein::A,kichik,májhen
545,lang::A,uzun,dólg
546,kurz::A,qisqa,krátek
547,breit::A,keng,širòk
548,schmal::A,änsiz,ózek
549,dicht::A,quyuq,góst
550,dick[Gegenstand]::A,qalin,dêbel
551,dünn::A,ingichka,tánek
552,fein::A,mayin,drôben
553,fest::A,qattiq,tŕden
554,flach::A,yalpoq,plán
555,flach::A,yalpoq,plòsk
556,glatt::A,tekis,gládek
557,hart::A,qattiq,tŕd
558,weich::A,yumshoq,mehák
559,rund::A,yumaloq,okrógel
560,spitz::A,uchli,šílast
561,scharf::A,keskir,óster
562,stumpf::A,to'mtoq,tóp
563,stumpf::A,to'mtoq,skŕhan
564,schwer::A,salmoqli,têžek
565,schön::A,go'zal,lép
566,schön::A,go'zal,krásen
567,heiß::A,qiziq,vròč
568,warm::A,issiq,tôpel
569,kalt::A,sovuq,mŕzel
570,kalt::A,sovuq,hláden
571,kühl::A,salqin,hláden
572,frisch::A,toza,svéž
573,feucht::A,namli,vlážen
574,nass::A,nam,móker
575,trocken::A,quruq,súh
576,voll::A,to'la,póln
577,leer::A,puch,prázen
578,offen::A,ochiq,odpŕt
579,geschlossen::A,berk,zapŕt
580,sauber::A,ozoda,číst
581,sauber::A,ozoda,líčen
582,schmutzig::A,kir,umázan
583,roh::A,xom,suròv
584,reif::A,pishiq,zrèl
585,lecker::A,shirin,okúsen
586,süß::A,shirin,sládek
587,bitter::A,achchiq,grenák
588,sauer::A,achchiq,kísel
589,hell::A,yorug',svetèl
590,dunkel::A,qorong'i,temèn
591,schwarz::A,qora,čŕn
592,weiß::A,oq,bél
593,rot::A,qizil,rdèč
594,gelb::A,sariq,žólt
595,gelb::A,sariq,rumèn
596,blau::A,zangori,móder
597,grün::A,yashil,zelèn
598,grau::A,bo'z,sív
599,bunt::A,ola,písan
600,billig::A,arzon,pocéni
601,teuer::A,qimmat,drág
602,wertvoll::A,qimmat,dragocén
603,blind::A,ko'r,slép
604,taub::A,garang,glúh
605,kräftig::A,kuchli,močán
606,stark::A,quvvatli,ják
607,schwach::A,kuchsiz,šíbek
608,fett::A,semiz,dêbel
609,schlank::A,ingichka,vítek
610,hübsch::A,ko'rkam,lép
611,böse::A,yovuz,zèl
612,böse::A,yovuz,hudôben
613,dumm::A,aqlsiz,glúp
614,dumm::A,aqlsiz,bédast
615,faul::A,ärinchak,lén
616,fleißig::A,ishchan,marljív
617,geizig::A,qurumsoq,škŕt
618,klug::A,oqil,pámeten
619,geschickt::A,äpchil,spréten
620,lieb::A,aziz,míl
621,lieb::A,aziz,ljúb
622,lustig::A,chaqchaq,vesél
623,sanft::A,asta,láhek
624,hungrig::A,och,láčen
625,krank::A,kasal,bolán
626,nackt::A,yalang,nág
627,traurig::A,xafa,túžen
628,lebendig::A,hayotiy,žív
629,gut::A,soz,dóber
630,schlecht::A,yomon,malopríden
631,richtig::A,rost,pravílen
632,schlimm::A,yovuz,húd
633,wahr::A,haqiqiy,resníčen
634,alt::A,äski,stàr
635,neu::A,yangi,nòv
636,ehemalig::A,sobiq,nekdánji
637,alt[Lebewesen]::A,qari,stàr
638,jung::A,navqiron,mlád
639,arm::A,abgor,ubóg
640,arm::A,abgor,réven
641,reich::A,boy,bogàt
642,bekannt::A,ma'lum,znán
643,berühmt::A,mashhur,sláven
644,berühmt::A,mashhur,znamenít
645,fremd::A,yot,túj
646,verschieden::A,turli,razlíčen
647,nah::A,yaqindagi,blížnji
648,fern::A,uzoq,dáleč
649,linker::A,so'l,lévi
650,rechter::A,o'ng,désni
651,anderer::A,boshqa,drúgi
652,erster::A,birinchi,pŕvi
653,zweiter::A,ikkinchi,drúgi
654,dritter::A,uchinchi,trétji
655,letzter::A,oxirgi,poslédnji
656,allein::ADV,o'zicha,sám
657,auf einmal::ADV,varakay,obênem
658,zusammen::ADV,barobar,skúpaj
659,lange::ADV,uzoq,dólgo
660,plötzlich::ADV,qo'qqisdan,náglo
661,plötzlich::ADV,qo'qqisdan,nenádoma
662,sofort::ADV,darrov,prècej
663,später::ADV,so'ngra,poznêje
664,jetzt::ADV,hozirgina,zdàj
665,heute::ADV,bugun,dánes
666,morgen::ADV,ärta,jútri
667,bald::ADV,toz,kmálu
668,dann::ADV,keyin,nató
669,gestern::ADV,kecha,včéraj
670,einst::ADV,avvallari,nékdaj
671,damals::ADV,ugal,tedàj
672,damals::ADV,ugal,takràt
673,danach::ADV,so'ngra,potèm
674,vorher::ADV,avval,poprèj
675,zuerst::ADV,avval,spŕva
676,einmal::ADV,bir marta,ênkrat
677,manchmal::ADV,onda-sonda,včásih
678,oft::ADV,tez-tez,pogósto
679,immer::ADV,har vaqt,védno
680,immer::ADV,har vaqt,zméraj
681,niemals::ADV,hargiz,nikdàr
682,hier::ADV,shu erda,tù
683,hier::ADV,shu erda,túkaj
684,hierhin::ADV,beri,sèmkaj
685,von hier::ADV,shu erdan,od tú
686,dort::ADV,ana,tàm
687,dorthin::ADV,u yerga,tjà
688,geradeaus::ADV,to'g'ri,rávno napréj
689,vorwärts::ADV,ilgari,napréj
690,rückwärts::ADV,qoloq,zádaj
691,zurück::ADV,orqada,nazáj
692,unten::ADV,pastda,dôli
693,unten::ADV,pastda,spôdaj
694,hinab::ADV,tubanga,dôl
695,oben::ADV,ustida,gôri
696,oben::ADV,ustida,zgôraj
697,hinauf::ADV,yuqorida,gôr
698,überall::ADV,har erda,povsód
699,nicht::ADV,ämas,ne
700,ein wenig::ADV,biroz,málo
701,kaum::ADV,arang,kómaj
702,sehr::ADV,ancha,zeló
703,so::ADV,shunday,takó
704,noch::ADV,hali,še
705,nur::ADV,yolg'iz,samó
706,schon::ADV,endi,žè
707,wieder::ADV,yana,spét
708,vergebens::ADV,bekorga,zamàn
709,vergebens::ADV,bekorga,zastónj
710,vor::PRP,burun,pred
711,hinter::PRP,ketida,za
712,unter::PRP,ostida,pod
713,durch::PRP,bo'ylab,skózi
714,neben::PRP,yonida,kràj
715,neben::PRP,yonida,póleg
716,zwischen::PRP,orada,med
717,zwischen::PRP,orada,izmed
718,wegen::PRP,sababli,zarádi
719,dies::PRN,o'sha,tó
720,das::PRN,narigi,tó
721,alles::PRN,har nima,vsè
722,ich::PRN,men,jàz
723,du::PRN,sen,tí
724,er::PRN,u,òn
725,wir::PRN,biz,mí
726,ihr::PRN,siz,ví
727,sie::PRN,ular,ôni
728,was::FPRN,nima,káj
729,wer::FPRN,kim,kdó
730,wo::FADV,qaerda,kjé
731,wohin::FADV,qayerga,kám
732,wie::FADV,qanday,kakó
733,warum::FADV,nega,zakáj
734,wieviel::FNUM,qancha,kóliko
735,eins::NUM,bir,êden
736,zwei::NUM,ikki,dvá
737,drei::NUM,uch,trí
738,vier::NUM,to'rt,štíri
739,fünf::NUM,besh,pét
740,sechs::NUM,olti,šést
741,sieben::NUM,etti,sédem
742,acht::NUM,sakkiz,ósem
743,neun::NUM,to'qqiz,devét
744,zehn::NUM,o'n,desét
745,elf::NUM,o'n bir,enájst
746,zwölf::NUM,o'n ikki,dvánajst
747,zwanzig::NUM,yigirma,dvájset
748,dreißig::NUM,o'ttiz,trídeset
749,vierzig::NUM,qirq,štírideset
750,fünfzig::NUM,ällik,pétdeset
751,sechzig::NUM,oltmish,šéstdeset
752,siebzig::NUM,etmish,sédemdeset
753,achtzig::NUM,sakson,ósemdeset
754,neunzig::NUM,to'qson,devétdeset
755,hundert::NUM,yuz,stó
756,tausend::NUM,ming,tísoč
757,und::CNJ,va,in
758,oder::CNJ,yo,áli
759,stehen::V,turmoq,státi
760,sitzen::V,o'tirmoq,sedéti
761,liegen::V,yotmoq,ležáti
762,hängen::V,osilmoq,viséti
763,werden::V,bo'lmoq,postáti
764,passieren::V,bo'lib o'tmoq,zgodíti se
765,beginnen::V,boshlanmoq,začéti se
766,enden::V,bitmoq,končáti se
767,wechseln::V,o'zgarmoq,ménjati se
768,aufgehen[Sonne]::V,chiqmoq,vzíti
769,untergehen[Sonne]::V,botmoq,zaíti
770,scheinen[Sonne]::V,yaraqlamoq,sijáti
771,donnern::V,gulduramoq,grméti
772,wehen::V,elpimoq,píhati
773,strömen::V,oqmoq,líti
774,fließen::V,oqmoq,têči
775,sich drehen::V,aylanmoq,vrtéti se
776,schwanken::V,qoqilmoq,kolébati
777,schwingen::V,lopillamoq,níhati
778,fallen::V,tushmoq,pádati
779,brennen::V,yonmoq,goréti
780,rauchen::V,tutamoq,kadíti se
781,regnen::V,yomg'ir yog'moq,deževáti
782,gefrieren::V,muzlamoq,zmŕzniti
783,tauen::V,ärimoq,tájati
784,schmelzen::V,ärimoq,kopnéti
785,trocknen::V,qurimoq,sušíti se
786,sieden::V,qaynamoq,kipéti
787,faulen::V,chirimoq,gníti
788,verfaulen::V,chirimoq,zgníti
789,reißen::V,qayt qilmoq,tŕgati se
790,versinken::V,g'arq bo'lmoq,pogrézniti se
791,vergehen::V,o'tmoq,miníti
792,erscheinen::V,zuhur ätmoq,pojáviti se
