,Concept_ID,ko,mdf
810,schwanken::V,동요하다,якамс
811,schwingen::V,흔들다,люксемс
812,schwingen::V,흔들다,нюрьсемс
813,fallen::V,떨어지다,прамс
814,fallen::V,떨어지다,прашендомс
815,brennen::V,타다,паломс
816,rauchen::V,김이나다,качадомс
817,regnen::V,비가오다,пиземс
818,gefrieren::V,얼다,эйндамс
819,gefrieren::V,얼다,кельмомс
820,tauen::V,녹다,соламс
821,schmelzen::V,녹다,соламс
822,trocknen::V,홈치다,коськомс
823,sieden::V,끓다,лакамс
824,faulen::V,부패하다,наксадомс
825,verfaulen::V,썩다,наксадомс
826,reißen::V,지바찢다,сязевомс
827,versinken::V,가라앉다,ваямс
828,vergehen::V,지나가다,ётамс
829,erscheinen::V,나타나다,эвондамс
830,verschwinden::V,사라지다,юма́мс
831,sinken::V,가라앉다,валгомс
832,abnehmen::V,떼어내다,киремс
833,zunehmen::V,증가하다,ламокстомс
834,zunehmen::V,증가하다,рашнемс
835,steigen::V,상승하다,кеподемс
836,wachsen::V,생기하다,касомс
837,glänzen::V,뛰오나다,цинзелдомс
838,glänzen::V,뛰오나다,цифордомс
839,funkeln::V,불티가잍어나다,ци́фтордомс
840,lärmen::V,떠들다,жалнамс
841,läuten::V,울시다,гайфтемс
842,klingeln::V,초닌총을울리다,гайфтемс
843,klirren::V,탁탁울리다,ка́нзеркшнемс
844,brausen::V,쏴쏴소리내다,жоледемс
845,rauschen::V,솨솨,вжнамс
846,rauschen::V,솨솨,гамнамс
847,klingen::V,반향하다,кайгомс
848,bellen::V,짖다,ува́мс
849,heulen::V,포효하다,сувомс
850,heulen::V,포효하다,урнамс
851,blasen::V,불다,уфа́мс
852,pfeifen::V,피리를불다,вяшкомс
853,schreien::V,절규하다,пешкодомс
854,stöhnen::V,신음하다,куфцемс
855,zittern::V,저뉼하다,таромс
856,leben::V,살다,эрямс
857,geboren werden::V,태어난,шачемс
858,atmen::V,숨쉬다,ажнамс
859,trinken::V,마시다,симомс
860,essen::V,먹다,ярхцамс
861,schlucken::V,들이켜다,нилемс
862,einschlafen::V,잠들다,матодовомс
863,schlafen::V,자다,удомс
864,aufwachen::V,눈트다,съргоземс
865,aufstehen::V,서다,стямс
866,sich erholen::V,회복하다,ваймосемс
867,schmerzen::V,아프다,сярядемс
868,husten::V,잔기침하다,козомс
869,genesen::V,낫다,пъ́чкамс
870,sterben::V,죽다,куломс
871,umkommen::V,못쓰게되다,юма́мс
872,sich bewegen::V,움직이다,шаштомс
873,sich rühren::V,움직이다,сърхка́мс
874,sich erheben::V,이러서다,стямс
875,sich setzen::V,앉히다,озамс
876,hinfallen::V,넘어지다,прамс
877,hinfallen::V,넘어지다,сяворемс
878,laufen::V,걷다,якамс
879,schreiten::V,보행하다,молемс
880,schreiten::V,보행하다,аськолямс
881,spazierengehen::V,산보하다,якамс
882,eilen::V,서둘다,эряскодомс
883,sich beeilen::V,서둘게하다,эряскодомс
884,sausen::V,서들러 떠나다,лиемс
885,rennen::V,달리다,арнемс
886,springen::V,도약하다,комотнемс
887,klettern::V,갑겨오르다,ку́цемс
888,schaukeln::V,흔들리게하다,нюрямс
889,kriechen::V,기다,шаштомс комада
890,schwimmen::V,헤엄치다,уемс
891,tauchen::V,잠기다,юпиемс
892,tauchen::V,잠기다,чёпафнемс
893,rudern::V,물을헤치다,па́немс ве́неж
894,fahren::V,가다,ардомс
895,fahren::V,나르다,ардомс
896,fliegen::V,날다,лиемс
897,gehen::V,가다,молемс
898,weggehen::V,팔리다,тумс
899,abfahren::V,출발하다,тумс
900,anhalten::V,멈추다,лоткамс
901,hineingehen::V,(그리로)가다,сува́мс
902,eintreten::V,들러가다,сува́мс
903,kommen::V,오다,самс
904,ankommen::V,고챀하다,самс
905,ankommen::V,고챀하다,пачкодемс
906,zurückkommen::V,보기,мърдамс
907,bleiben::V,체류,иля́домс
908,warten::V,기다리다,учемс
909,erwarten::V,기대하다,учемс
910,suchen::V,찾다,вешемс
911,suchen::V,구하다,вешемс
912,finden::V,찾아내다,мумс
913,versuchen::V,시험하다,варчсемс
914,vorbereiten::V,재비하다,анокламс
915,lieben::V,사랑하다,кельгомс
916,mögen::V,줗아하다,кельгомс
917,lachen::V,웃다,рахамс
918,lachen::V,웃다,рахсемс
919,rühren::V,건드리다,токамс седи
920,weinen::V,울다,авардемс
921,schimpfen::V,꾸짖다,сюцемс
922,sich ärgern::V,화를내게 하다,кяжиямс
923,sich fürchten::V,두려원하다,пелемс
924,fürchten::V,두려원하다,пелемс
925,fliehen::V,도망치다,ворьгодемс
926,flüchten::V,도주하다,ша́домс
927,flüchten::V,도주하다,во́рьгодемс
928,sehen::V,보다,няемс
929,anschauen::V,바라보다,ваномс
930,ansehen::V,바라보다,ваномс
931,hören::V,듣다,марямс
932,zuhören::V,듣다,ку́лхдоньомс
933,probieren::V,시식하다,варжамс
934,riechen::V,내새를맡다,никса́мс
935,fühlen::V,느끼다,марямс
936,scheinen::V,...것같다,ня́евомс
937,zu sehen sein::V,보이는,ня́евомс
938,vernehmen::V,듣다,марямс
939,vernehmen::V,들어서일다,марямс
940,frieren::V,춥다,паломс
941,frieren::V,춥다,кельмомс
942,tun::V,하다,тиемс
943,können::V,할주릴다,маштомс
944,wollen::V,바라다,-не-
945,anfangen::V,시작하다,ушедомс
946,beenden::V,다하다,аде́ламс
947,aufhören::V,그만두다,лоткамс
948,gelingen::V,성국하다,удалакшнемс
949,geraten::V,잘되어가다,лисемс
950,öffnen::V,열다,панжемс
951,schließen::V,추측하다,сёлгомс
952,stellen::V,세우다,путомс
953,setzen::V,놓다,озафнемс
954,setzen::V,놓다,озавтнемс
955,legen::V,눕히다,путомс
956,berühren::V,대다,токамс
957,verbinden::V,옝열하다,сотомс
958,bedecken::V,덮다,комачамс
959,bedecken::V,덮다,вельхтямс
960,aufhängen::V,매달다,повфтамс
961,anzünden::V,점화하다,крьвя́стемс
962,aufheben::V,위로올리다,кеподемс
963,aufheben::V,위로올리다,касфтомс
964,zurücklassen::V,튀에남기다,ка́домс
965,verlieren::V,잃다,юма́фтомс
966,fallen lassen::V,떨어뜨리다,прафтомс
967,machen::V,하다,тиемс
968,herstellen::V,제조하다,анокламс
969,bauen::V,짓다,путомс
970,reparieren::V,수셩자다,петемс
971,verbessern::V,정정하다,цебярьгофтомс
972,ändern::V,바꾸다,полафтомс
973,graben::V,파다,шу́вомс
974,graben::V,파다,та́ргамс
975,beugen::V,구부리다,мяндемс
976,biegen::V,굽히다,комафтомс
977,drehen::V,회전,шо́вамс
978,drehen::V,회전,ша́рфнемс
979,wenden::V,회전시키다,ша́рфтомс
980,umdrehen::V,회전시키다,шарфтомс
981,heben::V,일으아키다,ке́подемс
982,hochheben::V,틀어올리다,ке́подемс
983,hochheben::V,틀어올리다,ка́сфтомс
984,ergreifen::V,잡다,фатямс
985,halten::V,잡다,кирдемс
986,drücken::V,누르다,люпшта́мс
987,schieben::V,밀다,шашфтомс
988,kratzen::V,긁다,а́нгорямс
989,kratzen::V,긁다,киськоря́мс
990,lecken::V,핥다,нолсемс
991,beißen::V,물다,сускомс
992,abschneiden::V,귾어내다,керомс
993,binden::V,매다,сотомс
994,stecken::V,찌르다,сялгомс
995,brechen::V,금,си́ннемс
996,brechen::V,금,ка́лафтомс
997,klopfen::V,치다,чакамс
998,klopfen::V,치다,чакиемс
999,hauen::V,때리다,шавомс
1000,hauen::V,때리다,пиксомс
1001,kleben::V,들러붙다,пе́тфнемс
1002,reiben::V,문지르다,шо́вамс
1003,streichen::V,쓰다듬다,вадемс
1004,schleifen::V,갈다,шо́вамс
1005,schneiden::V,베다,керомс
1006,rütteln::V,흔들다,та́рфтомс
1007,schütteln::V,흔들다,шука́демс
1008,schwenken::V,흔들다,яфодемс
1009,schütten::V,따르다,каямс
1010,schütten::V,따르다,нюрьхтя́мс
1011,füllen::V,담다,пяшкодемс
1012,einwickeln::V,싸다,тапардамс
1013,tragen::V,지우다,кандомс
1014,schleppen::V,끌다,ускомс
1015,ziehen::V,당기다,ускомс
1016,aufbewahren::V,간직하다,ванфтомс
1017,werfen::V,던지다,ёрямс
1018,fangen::V,밥다,кунда́мс
1019,packen::V,쥐다,фатямс
1020,verstecken::V,숨기다,кяшемс
1021,teilen::V,나누다,явомс
1022,schicken::V,보내다,кучемс
1023,bringen::V,가겨,кандомс
1024,bringen::V,가겨,пачфтемс
1025,hinzufügen::V,부가하다,пу́томс та́га
1026,hinzufügen::V,부가하다,ма́ксомс та́га
1027,bekommen::V,얻다,сявомс
1028,erhalten::V,지니다,сявомс
1029,nehmen::V,잡다,сявомс
1030,wählen::V,선거하다,ко́чкамс
1031,auswählen::V,선출하다,кочкамс
1032,bewahren::V,저장보종,ванфтомс
1033,behindern::V,훼방하다,шорямс
1034,verderben::V,못쓰게 되다,коламс
1035,verderben::V,못쓰게 되다,гастямс
1036,beschädigen::V,상하게하다,тиендемс зиян
1037,zerbrechen::V,깨뜨리다,тапамс
1038,zerreißen::V,잡아쫓다,сяземс
1039,zerstören::V,파괴하다,ка́лафтомс
1040,verbrennen::V,소실하다,пълхта́мс
1041,geben::V,주다,ма́ксомс
1042,reichen::V,내일다,максомс
1043,schenken::V,주다,каземс
1044,versprechen::V,약속하다,ма́ксомс вал
1045,wünschen::V,바라다,арьсемс
1046,loben::V,칭찬하다,шна́мс
1047,küssen::V,키스하다,палсемс
1048,wiegen::V,어르다,нюря́фтомс
1049,zudecken::V,뚜꺼을하다,вельхтямс
1050,wecken::V,깨우다,стя́фтомс
1051,wecken::V,깨우다,съ́ргозьфтемс
1052,zeigen::V,보이다,няфтемс
1053,führen::V,가게하다,вятемс
1054,lehren::V,가르치다,тонафтомс
1055,unterrichten::V,가르지다,тонафтомс
1056,aufziehen::V,사육하다,касфтомс
1057,leiten::V,이끌다,вятемс
1058,antreiben::V,몰다,вятемс
1059,lassen::V,내버려두다,кошардомс
1060,einladen::V,초청하다,тердемс
1061,einladen::V,초청하다,серьгядемс
1062,vereinigen::V,하나로하다,пуроптомс
1063,vereinigen::V,하나로하다,кочкамс марса
1064,besuchen::V,방문하다,варжамс
1065,treffen::V,만나다,васьфтомс
1066,sich versammeln::V,조립하다,кочкавомс
1067,spielen::V,눌다,налхксемс
1068,singen::V,노래하다,морамс
1069,tanzen::V,춤추하다,кштимс
1070,sich trennen::V,가르다,явомс
1071,verlassen::V,버림받은,кадондомс
1072,retten::V,구조하다,идемс
1073,retten::V,구조하다,араламс
1074,bewachen::V,치키다,ваномс
1075,schützen::V,보호하다,а́раламс
1076,verteidigen::V,막다,а́раламс
1077,sich schlagen::V,치다,тюремс
1078,schießen::V,쏘다,ляцемс
1079,siegen::V,이기다,сяськомс
1080,ärgern::V,성을내게하다,кяжияфтомс
1081,schlagen::V,치다,токамс
1082,treten::V,디디다,тапамс
1083,stechen::V,찌르다,пупамс
1084,stechen::V,찌르다,сялгомс
1085,stoßen::V,찌르다,тостядемс
1086,stehlen::V,훔치다,саламс
1087,stören::V,움직이다,шорсемс
1088,belästigen::V,괴롭히다,токсамс
1089,belästigen::V,괴롭히다,аф кадомс ваймама
1090,verbergen::V,숨기다,кяшемс
1091,täuschen::V,속이다,васькафтомс
1092,täuschen::V,속이다,кяльготнемс
1093,betrügen::V,속이다,васькафнемс
1094,töten::V,죽이다,шавомс
1095,töten::V,죽이다,аде́ламс
1096,wohnen::V,실다,эрямс
1097,arbeiten::V,일하다,покодемс
1098,sammeln::V,모으다,кочкамс
1099,sammeln::V,모으다,пу́роптомс
1100,pflücken::V,꿔다,фатнемс
1101,pflücken::V,꿔다,нотфнемс
1102,jagen::V,사냥하다,кунда́мс
1103,fischen::V,고기를잡다,калонь кунда́мс
1104,fassen::V,움켜쥐다,кунда́мс
1105,hüten::V,망보다,ваномс
1106,treiben::V,몰아세우다,панемс
1107,anbinden::V,묶다,сотомс
1108,füttern::V,사료를주다,трямс
1109,füttern::V,사료를주다,а́ндомс
1110,melken::V,젖을짜다,потямс
1111,hacken::V,자르다,лазондомс
1112,gießen::V,물을대다,валомс
1113,reifen::V,성숙하다,кенеремс
1114,zubereiten::V,조제하다,анокламс
1115,kochen::V,요리하다,пидемс
1116,backen::V,쿱다,пидемс
1117,braten::V,굽다,пуштомс
1118,umrühren::V,교반하다,шорямс
1119,stricken::V,뜨개질하다,кодамс
1120,nähen::V,꿰매다,стамс
1121,färben::V,채색하다,а́рхтомс
1122,reinigen::V,청소하다,ва́ткамс
1123,reinigen::V,청소하다,а́роптомс
1124,waschen::V,씻다,муськомс
1125,abwischen::V,닦다,нардамс
1126,spülen::V,씻다,оргалдомс
1127,fegen::V,소체하다,тяемс
1128,kehren::V,청소하다,тяемс
1129,baden::V,감다,э́шелямс
1130,sich waschen::V,모믈 씻다,штамс
1131,ausziehen::V,벗다,кайсефтемс
1132,anziehen::V,끌어움직이다,ща́фтомс
1133,kämmen::V,빗다,се́ендемс
1134,schmücken::V,치레하다,на́ряжамс
1135,schmücken::V,치레하다,ма́зоптомс
1136,sagen::V,말하다,азомс
1137,sagen::V,말하다,мярьгомс
1138,sprechen::V,말하다,корхтамс
1139,reden::V,이야기하다,корхнемс
1140,fragen::V,질문하다,ки́зефтемс
1141,bitten::V,원하다,а́намс
1142,bitten::V,원하다,ве́шемс
1143,erzählen::V,이야기하다,а́зондомс
1144,mitteilen::V,이야기하다,азомс
1145,nennen::V,부르다,лемдемс
1146,nennen::V,부르다,путомс лем
1147,rufen::V,불러내다,серьгядемс
1148,prahlen::V,자랑하다,шна́фтомс пря́
1149,übersetzen::V,번역하다,ётафтомс
1150,denken::V,생각하다,арьсемс
1151,glauben::V,믿다,кемамс
1152,bemerken::V,인자하다,ня́емс
1153,erkennen::V,인식하다,содамс
1154,begreifen::V,파악하다,сатомс
1155,verstehen::V,이해하다,шарьхкодемс
1156,lernen::V,배우다,тонафнемс
1157,wissen::V,알다,со́дамс
1158,sich erinnern an::V,상기하다,лятфтамс
1159,vergessen::V,잊다,юкстамс
1160,messen::V,측정하다,ункснемс
1161,zählen::V,세다,лу́вомс
1162,zählen::V,세다,а́рьсемс
1163,rechnen::V,게산하다,лувомс
1164,lesen::V,읽다,лувомс
1165,lesen::V,읽다,морафтомс
1166,malen::V,그리다,рисова́ндамс
1167,zeichnen::V,소묘하다,рисова́ндамс
1168,schreiben::V,쓰다,сёрмадомс
1169,besitzen::V,소유하다,улемс азоркс
1170,kaufen::V,사다,рамамс
1171,verkaufen::V,팔다,мимс
1172,bezahlen::V,지불하다,пандомс
1173,zahlen::V,치르다,па́ндомс
1174,beherrschen::V,지배하다,азорондамс
1175,ertragen::V,참다,кирдемс
1176,Raureif::N,,леш
1177,Grube::N,,лотка
1178,Lust::N,,таколдома
1179,Nachricht::N,,куля́
1180,klug::A,,ёню
1181,klug::A,,пря́ви
1182,von hier::ADV,,тя́ста
1183,müde werden::V,,сиземс
1184,krank werden::V,,сярядькстомс
1185,krank sein::V,,сярядемс
1186,abreißen::V,,сяземс
1187,sich anziehen::V,,щамс
1188,sich unterhalten::V,,корхнемс
