,Concept_ID,uk,lbe
596,rund::A,круглий,ккурккисса
597,spitz::A,гострокінцевий,ярксса
598,spitz::A,гострокінцевий,дайлсса
599,spitz::A,гострокінцевий,мицӏ бусса
600,scharf::A,гострий,ярксса
601,scharf::A,гострий,дайлсса
602,scharf::A,гострий,мицӏ бусса
603,stumpf::A,тупий,къуркъасса
604,schwer::A,важкий,кӏусса
605,schön::A,вродливий,аьнтӏикӏасса
606,heiß::A,жаркий,кӏирисса
607,heiß::A,гарячий,кӏирисса
608,warm::A,теплий,гъелисса
609,kalt::A,холодний,дяркъусса
610,kühl::A,прохолодний,дюхлулсса
611,frisch::A,свіжий,цӏусса
612,feucht::A,вогкий,атилсса
613,feucht::A,вогкий,хъавтусса
614,nass::A,мокрий,атилсса
615,nass::A,мокрий,хъавтусса
616,trocken::A,сухий,кьавкьсса
617,trocken::A,сухий,кьакьан бувсса
618,voll::A,повний,бувцӏусса
619,leer::A,пустий,бачӏвасса
620,offen::A,відкритий,тӏивтӏусса
621,geschlossen::A,закритий,лавкьусса
622,geschlossen::A,зачинений,лавкьусса
623,sauber::A,чистий,марцӏсса
624,sauber::A,охайний,марцӏсса
625,schmutzig::A,брудний,чапалсса
626,roh::A,сирий,шакъавхьсса
627,reif::A,зрілий,дирсса
628,lecker::A,смачний,нахӏусса
629,lecker::A,смачний,тӏааьнсса
630,süß::A,солодкий,нацӏусса
631,bitter::A,гіркий,кьурчӏисса
632,sauer::A,кислий,туршсса
633,hell::A,світлий,чаннасса
634,dunkel::A,темний,цӏансса
635,schwarz::A,чорний,лухӏисса
636,weiß::A,сивий,кӏяласса
637,rot::A,червоний,ятӏулсса
638,gelb::A,жовтий,хъахъисса
639,blau::A,синій,някӏсса
640,grün::A,зелений,щюлисса
641,grau::A,сірий,оьрусса
642,bunt::A,барвистий,оьрчӏикӏурисса
643,billig::A,дешевий,кьювкьусса
644,teuer::A,дорогий,ххирасса
645,wertvoll::A,цінний,багьасса
646,blind::A,сліпий,мурчӏисса
647,taub::A,глухий,къюкӏсса
648,kräftig::A,могутній,гужсса
649,stark::A,сильний,кьянкьасса
650,schwach::A,слабкий,заэвсса
651,fett::A,жирний,бучсса
652,fett::A,товстий,бучсса
653,schlank::A,тонкий,бювхъусса
654,schlank::A,стрункий,бювхъусса
655,hübsch::A,чарівний,янусса
656,böse::A,злий,оьсса
657,böse::A,лихий,оьсса
658,dumm::A,дурний,ахӏмакьсса
659,faul::A,ледачий,танмалсса
660,faul::A,ледачий,курчӏилсса
661,fleißig::A,старанний,хӏарачат бусса
662,geizig::A,скупий,янттарцӏансса
663,klug::A,мудрий,аькьлу бусса
664,klug::A,розумний,аькьлу бусса
665,geschickt::A,умілий,паргалсса
666,lieb::A,милий,аьзизсса
667,lustig::A,веселий,тяхъасса
668,sanft::A,лагідний,иминсса
669,hungrig::A,голодний,ккашилсса
670,krank::A,слабий,къашавайсса
671,nackt::A,голий,кӏачӏасса
672,traurig::A,сумний,пашмансса
673,lebendig::A,живий,уттавасса
674,gut::A,добрий,ххуйсса
675,schlecht::A,поганий,оьккисса
676,schlecht::A,кепський,оьккисса
677,richtig::A,правильний,саргъунсса
678,schlimm::A,бридкий,оьккисса
679,wahr::A,справжній,хӏакьсса
680,alt::A,старий,кугьнасса
681,neu::A,новий,цӏусса
682,ehemalig::A,колишній,хъхъичӏвасса
683,alt[Lebewesen]::A,старий,агьилсса
684,jung::A,молодий,чӏавасса
685,jung::A,молодий,жагьилсса
686,arm::A,бідний,мискинсса
687,reich::A,багатий,авадансса
688,bekannt::A,знайомий,дусъсса
689,berühmt::A,славетний,машгьурсса
690,fremd::A,чужий,чил
691,verschieden::A,різний,личӏи-личӏисса
692,nah::A,близький,гъансса
693,fern::A,далекий,архсса
694,linker::A,лівий,кияхсса
695,linker::A,лівий,кюччахсса
696,rechter::A,правий,урчӏахсса
697,anderer::A,інакший,цамур
698,erster::A,перший,цалчинмур
699,erster::A,перший,цалчиннсса
700,zweiter::A,другий,кӏилчиимур
701,dritter::A,третій,шамулчинмур
702,letzter::A,останній,махъва-махъмур
703,allein::ADV,сам,ялгъузну
704,allein::ADV,один,ялгъузну
705,auf einmal::ADV,відразу,
706,zusammen::ADV,разом,цачӏу
707,zusammen::ADV,разом,архӏал
708,zusammen::ADV,спільно,цачӏу
709,zusammen::ADV,спільно,архӏал
710,lange::ADV,довго,батӏи къабуклай
711,lange::ADV,довго,хъунмасса хӏаллай
712,plötzlich::ADV,раптом,цакуну
713,sofort::ADV,зараз,мугьлат бакъа
714,später::ADV,пізніше,махъ
715,jetzt::ADV,тепер,утти
716,jetzt::ADV,тепер,цӏана
717,heute::ADV,сьогодні,хӏакьину
718,morgen::ADV,завтра,гьуит
719,morgen::ADV,завтра,гьунттий
720,bald::ADV,незабаром,
721,dann::ADV,потім,яла
722,gestern::ADV,вчора,лахьхьу
723,einst::ADV,колись,
724,damals::ADV,тоді,та чӏумал
725,danach::ADV,згодом,яла
726,vorher::ADV,раніше,хьхьнчӏ
727,vorher::ADV,раніше,хьхьичӏва
728,zuerst::ADV,спершу,бакӏрай
729,zuerst::ADV,спершу,цӏу бутӏуй
730,zuerst::ADV,спочатку,бакӏрай
731,zuerst::ADV,спочатку,цӏу бутӏуй
732,einmal::ADV,один раз,цал
733,manchmal::ADV,іноді,ваксса-таксса
734,manchmal::ADV,інколи,ваксса-таксса
735,oft::ADV,часто,чӏявуну
736,immer::ADV,завжди,мудан
737,immer::ADV,завжди,даиман
738,niemals::ADV,ніколи,тачӏав
739,hier::ADV,тут,шикку
740,hierhin::ADV,сюди,шиккун
741,von hier::ADV,звідси,шичча
742,dort::ADV,там,гикку
743,dorthin::ADV,туди,тиккун
744,geradeaus::ADV,прямо,тӏайланм
745,vorwärts::ADV,вперед,хьхьичӏунмай
746,rückwärts::ADV,назад,махъа-хьхьичӏунмай
747,zurück::ADV,назад,махъунмай
748,unten::ADV,внизу,лув
749,hinab::ADV,вниз,бакӏ-ялавай
750,hinab::ADV,вниз,бакӏъялавай
751,oben::ADV,вгорі,ялув
752,hinauf::ADV,вгору,лавай
753,überall::ADV,скрізь,гьариий
754,überall::ADV,скрізь,хьу-хьуний
755,überall::ADV,скрізь,гьарца кӏанай
756,nicht::ADV,не,къа-
757,ein wenig::ADV,трохи,чанни
