,Concept_ID,xal,ba
266,Sprache::N,келн,телмәр
267,Stimme::N,дун,тауыш
268,Wort::N,үг,һүҙ
269,Zeichen::N,темдг,билдә
270,Ruf::N,дуудлһн,саҡырыу
271,Lärm::N,шууган,шаулау
272,Laut::N,ә,тауыш
273,Ton::N,дун,яңғырау
274,Lied::N,дун,йыр
275,Ruhe::N,амулң,ял
276,Ruhe::N,амулң,тыныслыҡ
277,Leute::N,әмтн,кешеләр
278,Volk::N,улс,халҡ
279,Arbeit::N,көдлмш,эш
280,Gast::N,гиич,ҡунаҡ
281,Geschenk::N,белг,бүләк
282,Spiel::N,наадн,уйын
283,Gesellschaft::N,олн,йәмғиәт
284,Hilfe::N,нөкд,ярҙам
285,Freund::N,иньг,дуҫ
286,Kamerad::N,үр,иптәш
287,Angelegenheit::N,керг,әш
288,Anzahl::N,то,һан
289,Art::N,зүүл,төр
290,Stück::N,хусг,киҫәк
291,Teil::N,хүв,өлөш
292,Hälfte::N,өрәл,ярты
293,Kreis::N,төгрг,түңәрәк
294,Kreuz::N,кирс,тәре
295,Linie::N,зурасн,һыҙыҡ
296,Strich::N,татасн,һыҙат
297,Abstand::N,зә,ара
298,Entfernung::N,һазр,алыҫлыҡ
299,Gegend::N,һазр,урын
300,Platz::N,зә,арауыҡ
301,Ort::N,бәәрн,ерҙәр
302,Ort::N,бәәрн,урындар
303,Ort::N,бәәрн,эш урыны
304,Seite::N,тал,яҡ
305,Seite::N,хаҗу,яҡ
306,Seite::N,хәврһ,яҡ
307,Mitte::N,дунд,урталыҡ
308,Gegenstand::N,юмн,нәмә
309,Sache::N,юмн,нәмә
310,Sache::N,юмн,әйбер
311,Rand::N,зах,сит
312,Kante::N,ирмәг,ҡабырға
313,Kante::N,ирмәг,ян
314,Ecke::N,өнцг,мөйөш
315,Spitze::N,үзүр,ос
316,Ende::N,үзүр,аҙаҡ
317,Loch::N,хаһрха,тишек
318,Winkel::N,булң,мөйөш
319,Muster::N,намч,биҙәк
320,Größe::N,кемҗән,ҙурлыҡ
321,Länge::N,ут,оҙонлоҡ
322,Höhe::N,өндр,бейеклек
323,Gewicht::N,күнд,үлсәү
324,Gewicht::N,чиңнүр,үлсәү
325,Menge::N,ик,һан
326,Haufen::N,ова,өйөм
327,Reihe::N,зерг,рәт
328,Reihe::N,зерглән,рәт
329,Boot::N,оңһц,кәмә
330,Ruder::N,хәәв,ишкәк
331,Schlitten::N,цан,сана
332,Ski::N,лыҗ,саңгы
333,Lagerfeuer::N,костёр,костер
334,Last::N,күнд,ауырлыҡ
335,Gang::N,йовлһн,барыу
336,Schritt::N,ишкм,аҙым
337,Norden::N,ар үзг,төньяҡ
338,Süden::N,өмн,көньяҡ
339,Süden::N,өмн үзг,көньяҡ
340,Westen::N,барун,көнбайыш
341,Westen::N,барун үзг,көнбайыш
342,Osten::N,зүн,көнсығыш
343,Osten::N,зүн үзг,көнсығыш
344,Holz::N,модн,үағас
345,Brett::N,харһа,таҡта
346,Platte::N,хавтха чолун,плита
347,Stütze::N,тулг,терәк
348,Stange::N,уньн,кәртә
349,Stock::N,модн,таяҡ
350,Stab::N,шуург,ҡолға
351,Rohr::N,турва,торба
352,Haus::N,гер,өй
353,Haus::N,гер,йорт
354,Heim::N,гер-бул,өй
355,Ofen::N,беш,мейес
356,Fußboden::N,девскр,енес
357,Tisch::N,ширә,өҫтәл
358,Stuhl::N,стул,ултырғыс
359,Wiege::N,өлгә,бишек
360,Wiege::N,дүүҗң,бишек
361,Bett::N,орн,карауат
362,Bett::N,орндг,карауат
363,Regal::N,таг,кәштә
364,Regal::N,тәвц,кәштә
365,Kiste::N,яршг,йәшинк
366,Fenster::N,терз,тәҙрә
367,Tür::N,үүдн,ишек
368,Tor::N,үүдн,ҡапҡа
369,Tor::N,өргн үүдн,ҡапҡа
370,Tor::N,хашан үүдн,ҡапҡа
371,Zaun::N,хаша,ҡойма
372,Dach::N,деевр,түбә
373,Dach::N,деевр,ҡыйыҡ
374,Leiter::N,шат,баҫҡыс
375,Leiter::N,давшур,баҫҡыс
376,Besen::N,сәвүр,һепертке
377,Spaten::N,күрз,көрәк
378,Schaufel::N,совг,көрәк
379,Gabel::N,серә,сәнске
380,Löffel::N,ухр,ҡалаҡ
381,Messer::N,утх,бысаҡ
382,Nagel::N,хадасн,сөй
383,Netz::N,гөлм,ау
384,Haken::N,дегә,ыргаҡ
385,Griff::N,иш,тотҡа
386,Griff::N,бәрүл,тотҡа
387,Schloss::N,оньс,йоҙаҡ
388,Bild::N,зург,картина
389,Figur::N,фигур,һын
390,Puppe::N,наадһа,ҡурсаҡ
391,Beutel::N,мишг,тоҡ
392,Bündel::N,багла,төргәк
393,Bündel::N,боодһа,төргәк
394,Tasche::N,сумк,сумка
395,Eimer::N,суулһ,биҙрә
396,Deckel::N,бүркәсн,ҡапҡас
397,Geschirr::N,сав,һауыт-һаба
398,Geschirr::N,сав-сарх,һауыт-һаба
399,Sack::N,мишг,тоҡ
400,Tasse::N,ааһ,сынаяҡ
401,Topf::N,кастрюль,кәстрүл
402,Kessel::N,хәәсн,ҡаҙан
403,Essen::N,зоогллһн,ашау
404,Nahrung::N,теҗәл,аҙыҡ
405,Speise::N,хот,аш
406,Fleisch::N,махн,ит
407,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,иген
408,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,ашлыҡ
409,Brei::N,хаш,бутҡа
410,Brot::N,өдмг,икмәк
411,Scheibe::N,зүсм,телем
412,Fett::N,өөкн,май
413,Butter::N,тосн,май
414,Öl::N,тосн,май буяуы
415,Salz::N,давсн,тоҙ
416,Suppe::N,шөлн,һурпа
417,Honig::N,бал,бал
418,Milch::N,үсн,һөт
419,Tee::N,цә,сәй
420,Leder::N,арсн,күн
421,Wolle::N,утцн,йөн
422,Wolle::N,эд,йөн
423,Stoff::N,эд,туҡыма
424,Nadel::N,зүн,энә
425,Faden::N,утцн,еп
426,Knopf::N,товч,төймә
427,Knoten::N,зәңгдә,төйөн
428,Farbe::N,будг,буяу
429,Kleidung::N,хувцн,кейем
430,Kleidung::N,хувц-хунр,кейем
431,Hemd::N,киилг,күлдәк
432,Kragen::N,зах,яға
433,Ärmel::N,ханцн,ең
434,Hose::N,шалвур,салбар
435,Gürtel::N,бүс,ҡайыш
436,Mütze::N,махла,бүрк
437,Schuh::N,башмгуд,туфли
438,Stiefel::N,һосн,итек
439,Ring::N,билцг,йөҙөк
440,Ring::N,билцг,балдаҡ
441,Band::N,лент,таҫма
442,Kamm::N,сам,тараҡ
443,Spiegel::N,толь,көзгө
444,Riemen::N,бүс,ҡайыш
445,Schnur::N,деесн,бау
446,Leine::N,бурнтг,бау
447,Leine::N,нохан көтлвр,бау
448,Decke::N,көнҗл,одеяд
449,Kissen::N,дер,мендәр
450,Tuch::N,альчур,яулыҡ
451,Handtuch::N,полотенц,таҫтамал
452,Handtuch::N,һар-нүүрин альчур,таҫтамал
453,Kraft::N,күчн,көс
454,Stärke::N,чидл,көс
455,Gesundheit::N,эрүл-менд,һаулыҡ
456,Krankheit::N,өвчн,сир
457,Krankheit::N,өвчн,ауырыу
458,Schmerz::N,өвдлһн,һыҙлау
459,Schmerz::N,өвдлһн,әрнеү
460,Wunde::N,шав,йәрәхәт
461,Fieber::N,безг,тапма
462,Fieber::N,безг,биҙгәк
463,Arznei::N,эм,дарыу
464,Brücke::N,тагт,күпер
465,Brunnen::N,худг,ҡоҙоҡ
466,Weide::N,малын идг,көтөүлек
467,Pfad::N,цувг,һуҡмаҡ
468,Weg::N,хаалһ,юл
469,Straße::N,зам,урам
470,Dorf::N,хотн,ауыл
471,Stadt::N,балһсн,ҡала
472,Brief::N,бичг,хат
473,Buch::N,дегтр,китап
474,Buch::N,дегтр,кенәгә
475,Buchstabe::N,үзг,хәреф
476,Zeitung::N,газет,гәзит
477,Leben::N,җирһл,йәшәү
478,Tod::N,үкл,үлем
479,Tod::N,өңгрлһн,үлем
480,Grab::N,оршалһна нүкн,ҡәбер
481,Kirche::N,чонҗ,сиркәү
482,Sünde::N,нүл,гөнаһ
483,Sünde::N,килнц,гөнаһ
484,Gott::N,бурхн,алла
485,Gott::N,бурхн,хоҙай
486,Arbeiter::N,көдлмшч,эшсе
487,Chef::N,толһач,башлыҡ
488,Meister::N,урн,оҫта
489,Arzt::N,эмч,врач
490,Lehrer::N,багш,уҡытыусы
491,Geld::N,мөңгн,аҡса
492,Geschäft::N,көдлмш,эш
493,Laden::N,лавк,магазин
494,Preis::N,үн,хаҡ
495,Ware::N,эд-тавр,тауар
496,Nutzen::N,олз,файҙа
497,Reichtum::N,зөөр,байлыҡ
498,Welt::N,орчлң,донъя
499,Welt::N,делкә,донъя
500,Land::N,орн-нутг,ил
501,Staat::N,государств,дәүләт
502,König::N,хан,король
503,Macht::N,йосн,власть
504,Grenze::N,меҗә,сик
505,Krieg::N,дән,һуғыш
506,Feind::N,дәәсн,йылан
507,Gewalt::N,күч һарһлһн,көслөк
508,Kampf::N,ноолдан,көрәш
509,Kampf::N,бәрлдлһн,көрәш
510,Bogen[Waffe]::N,саадг,йәйә
511,Pfeil::N,сумн,уҡ
512,Gewehr::N,бу,мылтыҡ
513,Fehler::N,алдг,хата
514,Lüge::N,худл,ялған
515,Schaden::N,хорлт,зыян
516,Schaden::N,хорлт,зарар
517,Unglück::N,гүрм,ҡаза
518,Schuld::N,гем,ғәйеп
519,Schuld::N,буру,ғәйеп
520,Alter::N,насн,йәш
521,Schluss::N,чилгч,һуң
522,Schluss::N,чилгч,аҙаҡ
523,Zeit::N,цаг,мәл
524,Zeit::N,цаг,заман
525,Tag::N,өдр,көн
526,Morgen::N,өрүн,иртә
527,Morgen::N,өрүн,иртәнсәк
528,Mittag::N,үд,төш
529,Abend::N,асхн,кис
530,Nacht::N,сө,төн
531,Woche::N,долан хонг,аҙна
532,Monat::N,сар,ай
533,Jahr::N,җил,йыл
534,Frühling::N,хавр,яҙ
535,Sommer::N,зун,йәй
536,Herbst::N,намр,көз
537,Winter::N,үвл,ҡыш
538,Januar::N,январь,ғинуар
539,Februar::N,февраль,февраль
540,März::N,март,март
541,März::N,моһа сар,март
542,April::N,апрель,апрель
543,Mai::N,май,май
544,Juni::N,июнь,июнь
545,Juni::N,мөчн сар,июнь
546,Juli::N,июль,июль
547,August::N,август,август
548,September::N,һаха сар,сентябрь
549,Oktober::N,октябрь,октябрь
550,November::N,ноябрь,ноябрь
551,November::N,үкр сар,ноябрь
552,Dezember::N,бар сар,декабрь
553,Montag::N,понедельник,дүшәмбе
554,Dienstag::N,вторник,шишәмбе
555,Mittwoch::N,среда,шаршамбы
556,Mittwoch::N,үлмҗ өдр,шаршамбы
557,Donnerstag::N,четверг,кесаҙна
558,Donnerstag::N,пүрвә өдр,кесаҙна
559,Freitag::N,пятниц,йома
560,Samstag::N,суббот,шәмбе
561,Sonntag::N,нарн өдр,йәкшәмбе
562,Sonntag::N,воскресень,йәкшәмбе
563,groß::A,ик,ҙур
564,klein::A,бичкн,бәләкәс
565,lang::A,ут,оҙон
566,kurz::A,оһтр,ҡыҫҡа
567,breit::A,өргн,киң
568,schmal::A,уутьхн,тар
569,dicht::A,нигт,йыш
570,dicht::A,нигт,ҡуйы
571,dick[Gegenstand]::A,зузан,ҡалын
572,dünn::A,нимгн,йоҡа
573,dünn::A,нимгн,нәҙек
574,fein::A,нәрхн,нескә
575,fest::A,бат,ныҡ
576,flach::A,хавтха,яҫы
577,flach::A,хавтха,ялпаҡ
578,glatt::A,тегш,шыма
579,glatt::A,тиньгр,шыма
580,hart::A,хату,ҡаты
581,weich::A,җөөлн,йомшаҡ
582,weich::A,җөөлкн,йомшаҡ
583,rund::A,төгрг,түңәрәк
584,spitz::A,шовһр,осло түбәле
585,scharf::A,хурц,үткер
586,stumpf::A,мука,утмәҫ
587,schwer::A,күнд,ауыр
588,schön::A,сәәхн,матур
589,heiß::A,халун,эҫе
590,warm::A,дулан,йылы
591,kalt::A,киитн,һыуыҡ
592,kühl::A,серүн,һалҡынса
593,frisch::A,серүн,һалҡынса
594,feucht::A,чиигтә,еүеш
595,feucht::A,чиигтә,дымлы
596,nass::A,чиигтә,еүеш
597,trocken::A,хагсу,кипкән
598,voll::A,дүүрң,тулы
599,leer::A,сул,буш
600,leer::A,хоосн,буш
601,offen::A,секәтә,асыҡ
602,geschlossen::A,хаалһата,ябыҡ
603,sauber::A,цевр,таҙа
604,schmutzig::A,киртә,бысраҡ
605,roh::A,түүкә,сей
606,reif::A,болсн,өлгөрғән
607,lecker::A,әмтәхн,тәмле
608,süß::A,әмтәхн,тямле
609,süß::A,әмтәхн,тәм-том
610,bitter::A,һашун,әсе
611,bitter::A,һашута,әсе
612,sauer::A,ишклң,әсе
613,hell::A,герлтә,яҡты
614,dunkel::A,харңһу,ҡараңғы
615,schwarz::A,хар,ҡара
616,weiß::A,цаһан,аҡ
617,rot::A,улан,матур
618,rot::A,улан,һылыу
619,rot::A,улан,сибәр
620,gelb::A,шар,һары
621,blau::A,көк,күк
622,grün::A,көк,йәшел
623,grau::A,бор,буҙ
624,bunt::A,алг,сыбар
625,bunt::A,алг,ала-ҡола
626,bunt::A,эрәтә,сыбар
627,bunt::A,эрәтә,ала-ҡола
628,billig::A,кимд,арзан
629,teuer::A,үнтә,ҡыйбатлы
630,wertvoll::A,үнтә,ҡиммәтле
631,wertvoll::A,эрднь,ҡиммәтле
632,blind::A,сохр,һуҡыр
633,taub::A,дүлә,һаңғырау
634,kräftig::A,күчтә,көслө
635,kräftig::A,күчтә,ҡеүәтле
636,stark::A,чаңһ,көслө
637,stark::A,чаңһ,ҡеүәтле
638,schwach::A,күчн тату,көсһөҙ
639,fett::A,тарһн,һимеҙ
640,schlank::A,эццн,зифа
641,hübsch::A,көркхн,матур
642,böse::A,уурта,асыулы
643,dumm::A,тенг,иҫәр
644,faul::A,залху,иренсәк
645,fleißig::A,кинән,тырыш
646,fleißig::A,кинмһә,тырыш
647,geizig::A,ховдг,һаран
648,klug::A,ухата,аҡыллы
649,geschickt::A,чадмг,оҫта
650,lieb::A,эңкр,яғымлы
651,lustig::A,сергмҗтә,күңелле
652,lustig::A,җирһлтә,күңелле
653,sanft::A,номһн,йыуаш
654,hungrig::A,өлн,ас
655,hungrig::A,харһнсн,ас
656,krank::A,өвчтә,сирле
657,krank::A,өвчтә,ауырыу
658,krank::A,шалтгта,сирле
659,krank::A,шалтгта,ауырыу
660,nackt::A,нүцкн,яланғас
661,traurig::A,һундлта,яманһыу
662,lebendig::A,әмд,тере
663,lebendig::A,әмд,йәнле
664,gut::A,сән,яҡшы
665,schlecht::A,му,хөрт
666,schlecht::A,му,алама
667,richtig::A,зөвтә,дөрөҫ
668,schlimm::A,җигшүртә,хөрт
669,schlimm::A,җигшүртә,алама
670,wahr::A,үнн,дөрөҫ
671,wahr::A,мөн,дөрөҫ
672,alt::A,хуучн,иҫке
673,alt::A,хуучн,боронғо
674,neu::A,шин,яңы
675,ehemalig::A,хуучн,элекке
676,alt[Lebewesen]::A,көгшн,ҡарт
677,jung::A,баһ,йәш
678,arm::A,угатя,фәҡир
679,reich::A,байн,бай
680,bekannt::A,таньл,таныш
681,bekannt::A,таньдг,таныш
682,berühmt::A,туурсн,атаҡлы
683,berühmt::A,туурсн,данлыҡлы
684,fremd::A,күүнә,ят
685,fremd::A,күүнә,сит
686,verschieden::A,әдл биш,төрлө
687,verschieden::A,йилһәтә,төрлө
688,nah::A,өөрхн,яҡын
689,fern::A,хол,алыҫ
690,fern::A,хол,йыраҡ
691,linker::A,зүн,һул
692,rechter::A,барун,уң
693,anderer::A,талдан,бутән
694,erster::A,негдгч,тәүге
695,zweiter::A,хойрдгч,икенсе
696,dritter::A,һурвдгч,өсөнсө
697,letzter::A,отхн,һуңғы
698,allein::ADV,һанцарн,бер үҙе
699,allein::ADV,һанцарн,яңғыҙ
700,auf einmal::ADV,нег дәкҗ,бер юлы
701,zusammen::ADV,хамдан,бергә
702,lange::ADV,удан,оҙаҡ
703,plötzlich::ADV,генткн,ҡапыл
704,sofort::ADV,дарунь,шунда уҡ
705,später::ADV,сүүлд,һуңыраҡ
706,jetzt::ADV,ода,хәҙер
707,heute::ADV,эндр,бөгөн
708,morgen::ADV,маңһдур,иртәгә
709,bald::ADV,дарунь,тиҙҙән
710,dann::ADV,дәкәд,һуңынан
711,gestern::ADV,өцклдүр,кисә
712,einst::ADV,нег саамд,ҡасандыр
713,einst::ADV,нег саамд,бер баҡыт
714,damals::ADV,тиигхд,ул саҡта
715,danach::ADV,тегәд,һуңынан
716,vorher::ADV,урд,элек
717,zuerst::ADV,түрүләд,башта
718,einmal::ADV,нег дәкҗ,бер
719,manchmal::ADV,зәрмдән,ҡайһы берҙә
720,oft::ADV,хара биш,йыш
721,oft::ADV,хатяр биш,йыш
722,oft::ADV,дару-дарунь,йыш
723,immer::ADV,оньдинд,һәр ҡасан
724,niemals::ADV,кезә чмгн биш,бер ҡасан да
725,niemals::ADV,кезә чмгн биш,бер ваҡытта ла
726,hier::ADV,энд,бында
727,hier::ADV,энүнд,бында
728,hierhin::ADV,нааран,бында
729,von hier::ADV,эндәс,бынан
730,von hier::ADV,эндәс,ошонан
731,dort::ADV,тенд,шунда
732,dort::ADV,тенд,тегендә
733,dorthin::ADV,тиигән,шунда
734,dorthin::ADV,тиигән,тегеләй
735,geradeaus::ADV,шуд,тура
736,vorwärts::ADV,уралан,алға
737,rückwärts::ADV,гедргән,кирегә
738,zurück::ADV,хәрү,кирегә
739,unten::ADV,дор,түбәндә
740,hinab::ADV,дор,түбәнгә
741,hinab::ADV,доракшан,түбәнгә
