,Concept_ID,ka,uz
196,Apfel::N,ვაშლი,olma
197,Pilz::N,სოკო,qo'ziqorin
198,Zwiebel::N,ხახვი,piyoz
199,Saat::N,თესლი,äkin
200,Korn::N,მარცვალი,zarra
201,Heu::N,თივა,xashak
202,Schale::N,ჩენჩო,po'choq
203,Grube::N,ორმო,co'ra
204,Falle::N,ხაფანგი,qopqon
205,Schlinge::N,მახე,sirtmoq
206,Spur::N,კვალი,iz
207,Asche::N,ფერფლი,kul
208,Dreck::N,ტალახი,kir
209,Dreck::N,სიბინძურე,kir
210,Eisen::N,რკინა,temir
211,Gold::N,ოქრო,tilla
212,Silber::N,ვერცხლი,kumush
213,Kohle::N,ნახშირი,ko'mir
214,Glas::N,მინა,oyna
215,Lehm::N,თიხა,loy
216,Sand::N,ქვიშა,qum
217,Mensch::N,ადამიანი,odam
218,Mann::N,კაცი,ärkak
219,Frau::N,ქალი,ayol
220,Kind::N,ბავშვი,bola
221,Kind::N,ბავშვი,kichkintoy
222,Junge::N,ვაჟი,bola
223,Mädchen::N,გოგო,qiz
224,Familie::N,ოჯახი,oila
225,Großvater::N,პაპა,buva
226,Großvater::N,პაპა,katta ota
227,Großvater::N,ბაბუა,buva
228,Großvater::N,ბაბუა,katta ota
229,Großmutter::N,ბებია,buvi
230,Großmutter::N,ბებია,katta oyi
231,Großmutter::N,დიდედა,buvi
232,Großmutter::N,დიდედა,katta oyi
233,Eltern::N,მშობლები,ota-ona
234,Vater::N,მამა,ota
235,Mutter::N,დედა,ona
236,Sohn::N,ვაჟიშვილი,o'g'il
237,Tochter::N,ქალიშვილი,qiz
238,Bruder::N,ძმა,og'a
239,Bruder::N,ძმა,uka
240,Schwester::N,და,opa
241,Schwester::N,და,singil
242,Onkel::N,ბიძა,amaki
243,Tante::N,დეიდა,amma
244,Tante::N,დეიდა,xola
245,Tante::N,მამიდა,amma
246,Tante::N,მამიდა,xola
247,Ehemann::N,ქმარი,är
248,Ehefrau::N,ცოლი,rafiqa
249,Freude::N,სიხარული,ayish
250,Gelächter::N,სიცილი,kulgi
251,Glück::N,ბედნიერება,saodat
252,Kummer::N,მწუხარება,g'am
253,Wunsch::N,წადილი,orzu
254,Wunsch::N,სურვილი,orzu
255,Lust::N,წადილი,rag'bat
256,Geist::N,სული,ruh
257,Gedanke::N,ფიქრი,fikr
258,Gedächtnis::N,მეხსიერება,äs
259,Verstand::N,ჭკუა,aql
260,Verstand::N,გონება,aql
261,Sinn::N,მნიშვნელობა,ma'ni
262,Grund::N,მიზეზი,sabab
263,Wahrheit::N,სიმართლე,haq
264,Wahrheit::N,ჭეშმარიტება,haq
265,Gespräch::N,ბაასი,gap
266,Gespräch::N,საუბარი,gap
267,Märchen::N,არაკი,ärtak
268,Märchen::N,ზღაპარი,ärtak
269,Erzählung::N,თქმულება,rivoyat
270,Nachricht::N,ცნობა,xabar
271,Nachricht::N,ამბავი,xabar
272,Neuigkeit::N,სიახლე,yangilik
273,Name::N,სახელი,ot
274,Rätsel::N,გამოცანა,topishmoq
275,Rede::N,სიტყვა,nutq
276,Sprache::N,ენა,til
277,Stimme::N,ხმა,ovoz
278,Wort::N,სიტყვა,so'z
279,Zeichen::N,ნიშანი,alomat
280,Ruf::N,ძახილი,chaqiriq
281,Lärm::N,ხმაური,taraq
282,Laut::N,ხმა,tovush
283,Laut::N,ბგერა,tovush
284,Ton::N,ტონი,un
285,Lied::N,სიმღერა,ashula
286,Ruhe::N,სიწყნარე,tinchlik
287,Leute::N,ადამიანები,xaloyiq
288,Volk::N,ერი,xalq
289,Volk::N,ხალხი,xalq
290,Arbeit::N,მუშაობა,ish
291,Gast::N,სტუმარი,mehmon
292,Geschenk::N,საჩუქარი,hadya
293,Spiel::N,თამაში,o'yin
294,Gesellschaft::N,საზოგადოება,jamiyat
295,Hilfe::N,შველა,yordam
296,Hilfe::N,დახმარება,yordam
297,Freund::N,მეგობარი,do'st
298,Kamerad::N,ამხანაგი,yo'ldosh
299,Angelegenheit::N,საქმე,daxl
300,Anzahl::N,ოდენობა,son
301,Art::N,სახეობა,tur
302,Stück::N,ნატეხი,parcha
303,Teil::N,წილი,bo'lak
304,Hälfte::N,ნახევარი,yarim
305,Kreis::N,წრე,aylana
306,Kreuz::N,ჯვარი,xoch
307,Linie::N,ხაზი,liniya
308,Strich::N,შტრიხი,chiziq
309,Abstand::N,მანძილი,oralik
310,Entfernung::N,სიშორე,uzoqlik
311,Gegend::N,არე,yer
312,Gegend::N,მხარე,yer
313,Platz::N,ფართობი,oralig
314,Ort::N,ადგილი,joy
315,Seite::N,მხარე,yon
316,Mitte::N,შუა,o'rta
317,Gegenstand::N,საგანი,ashyo
318,Sache::N,ნივთი,buyum
319,Rand::N,კიდე,chek
320,Kante::N,ნაწიბული,tig'
321,Ecke::N,კუთხე,burchak
322,Spitze::N,წვეტი,uch
323,Ende::N,ბოლო,oxir
324,Loch::N,ხვრელი,teshik
325,Winkel::N,კუთხე,go'sha
326,Muster::N,მოხატულობა,nusha
327,Größe::N,ზომა,kattalik
328,Größe::N,სიდიდე,kattalik
329,Länge::N,სიგრძე,uzunlik
330,Höhe::N,სიმაღლე,yuksaklik
331,Gewicht::N,წონა,solmoq
332,Menge::N,რაოდენობა,miqdor
333,Haufen::N,გროვა,uyum
334,Reihe::N,რიგი,saf
335,Reihe::N,წყება,saf
336,Boot::N,გემი,qayiq
337,Ruder::N,ხოფი,äshkak
338,Ruder::N,ნიჩაბი,äshkak
339,Schlitten::N,მარხილი,chana
340,Ski::N,თხილამური,chang'i
341,Lagerfeuer::N,კოცონი,gulxan
342,Last::N,ტვირთი,yuk
343,Gang::N,სვლა,yurish
344,Schritt::N,ბიჯი,qadam
345,Norden::N,ჩრდილოეთი,shimol
346,Süden::N,სამხრეთი,janub
347,Westen::N,დასავლეთი,g'arb
348,Osten::N,აღმოსავლეთი,sharq
349,Holz::N,ხე,yog'och
350,Brett::N,დაფა,taxta
351,Brett::N,ფიცარი,taxta
352,Platte::N,თლილი ქვა,tabaqa
353,Stütze::N,საყრდენი,tayanchi
354,Stange::N,ჭოკი,qo'noq
355,Stock::N,კეტი,tayoq
356,Stab::N,ლატანი,gavron
357,Rohr::N,მილაკი,tarnov
358,Haus::N,სახლი,uy
359,Heim::N,ოჯახის კერა,makon
360,Ofen::N,ღუმელი,pechka
361,Fußboden::N,იატაკი,pol
362,Tisch::N,სუფრა,mosa
363,Tisch::N,მაგიდა,mosa
364,Stuhl::N,სკამი,o'rindiq
365,Wiege::N,აკვანი,beshik
366,Bett::N,საწოლი,yotoq
367,Bett::N,სარეცელი,yotoq
368,Regal::N,თაროები,tokcha
369,Kiste::N,ყუთი,sandiq
370,Kiste::N,სკივრი,sandiq
371,Fenster::N,ფანჯარა,deraza
372,Fenster::N,სარკმელი,deraza
373,Tür::N,ბჭე,äshik
374,Tür::N,კარი,äshik
375,Tor::N,ჭიშკარი,darvoza
376,Zaun::N,ღობე,panjara
377,Zaun::N,გალავანი,panjara
378,Dach::N,სახურავი,tom
379,Leiter::N,კიბე,narvon
380,Besen::N,ცოცხი,supurgi
381,Spaten::N,ნიჩაბი,bel
382,Schaufel::N,ბარი,kurak
383,Gabel::N,ჩანგალი,bilka
384,Löffel::N,კოვზი,qoshiq
385,Messer::N,დანა,pichoq
386,Nagel::N,ლურსმანი,mix
387,Netz::N,ბადე,to'r
388,Haken::N,კავი,ilgak
389,Haken::N,კაუჭი,ilgak
390,Griff::N,ტარი,sop
391,Griff::N,ტარი,tutqich
392,Schloss::N,კლიტე,qulf
393,Schloss::N,საკეტი,qulf
394,Bild::N,სურათი,rasm
395,Figur::N,ფიგურა,shakl
396,Puppe::N,თოჯინა,ko'g'irchoq
397,Beutel::N,პარკი,to'rva
398,Bündel::N,გალა,bog'lam
399,Bündel::N,ასხმა,bog'lam
400,Tasche::N,ჩანთა,kissa
401,Eimer::N,ჩამჩა,chelak
402,Deckel::N,ხუფი,qopqoq
403,Deckel::N,სარქველი,qopqoq
404,Geschirr::N,ჭურჭელი,idish
405,Sack::N,ტომარა,qop
406,Tasse::N,ფინჯანი,piyola
407,Topf::N,ქოთანი,tuvak
408,Kessel::N,ქვაბი,qozon
409,Essen::N,ჭამა,tomoq
410,Nahrung::N,საზრდო,emak
411,Nahrung::N,საკვები,emak
412,Speise::N,საჭმელი,taom
413,Fleisch::N,ხორცი,go'sht
414,Getreide::N,მარცვლოვანი,g'alla
415,Brei::N,ფაფა,bo'tqa
416,Brot::N,პური,non
417,Scheibe::N,ნაჭერი,disk
418,Fett::N,ქონი,moy
419,Fett::N,ცხიმი,moy
420,Butter::N,კარაქი,yog'
421,Öl::N,ზეთი,moy
422,Salz::N,მარილი,tuz
423,Suppe::N,სუფი,sho'rva
424,Honig::N,თაფლი,asal
425,Milch::N,რძე,sut
426,Tee::N,ჩაი,choy
427,Leder::N,ტყავი,charm
428,Wolle::N,მატყლი,jun
429,Stoff::N,ქსოვილი,mato
430,Nadel::N,ნემსი,igna
431,Faden::N,ძაფი,ip
432,Faden::N,მკედი,ip
433,Knopf::N,ღილი,tugma
434,Knoten::N,ნასკვი,tugun
435,Farbe::N,საღებავი,bo'yok
436,Kleidung::N,ტანსაცმელი,kiyim
437,Hemd::N,ხალათი,ko'ylak
438,Hemd::N,პერანგი,ko'ylak
439,Kragen::N,საყელო,yoqa
440,Ärmel::N,სახელო,yeng
441,Hose::N,შარვალი,shim
442,Gürtel::N,ქამარი,tasma
443,Mütze::N,ქუდი,shapka
444,Schuh::N,ფეხსაცმელი,but
445,Stiefel::N,ჩექმა,botinka
446,Ring::N,ბეჭედი,yuzuk
447,Band::N,ბაფთი,rishta
448,Kamm::N,სავარცხელი,taroq
449,Spiegel::N,სარკე,ko'zgu
450,Riemen::N,ღვედი,qayish
451,Schnur::N,ლარი,bog'ich
452,Leine::N,ჯაჭვი,etak
453,Decke::N,საბანი,odyol
454,Kissen::N,ბალიში,yostiq
455,Tuch::N,მაუდი,gazlama
456,Tuch::N,თავშალი,gazlama
457,Handtuch::N,ხელსახოცი,sochiq
458,Kraft::N,ძალა,kuch
459,Stärke::N,ღონე,quvvat
460,Gesundheit::N,ჯანმრთელობა,sog'lik
461,Krankheit::N,სენი,kasallik
462,Krankheit::N,ავადმყოფობა,kasallik
463,Schmerz::N,ტკივილი,og'riq
464,Wunde::N,იარი,yara
465,Wunde::N,ჭრილობა,yara
466,Fieber::N,ციება,bezgak
467,Arznei::N,წამალი,dori
468,Brücke::N,ხიდი,ko'prik
469,Brunnen::N,ჭა,buloq
470,Weide::N,საძოვარი,yaylov
471,Pfad::N,ბილიკი,dorojka
472,Weg::N,გზა,yo'l
473,Straße::N,შარაგზა,ko'cha
474,Dorf::N,დაბა,ovul
475,Dorf::N,სოფელი,ovul
476,Stadt::N,ქალაქი,shahar
477,Brief::N,წერილი,maktub
478,Buch::N,წიგნი,kitob
479,Buchstabe::N,ასო,harf
480,Zeitung::N,გაზეთი,gazet
481,Leben::N,სიცოცხლე,hayot
482,Tod::N,სიკვდილი,o'lim
483,Grab::N,სამარე,go'r
484,Grab::N,საფლავი,go'r
485,Kirche::N,ეკლესია,cherkov
486,Sünde::N,ცოდვა,gunoh
487,Gott::N,ღმერთი,olloh
488,Arbeiter::N,მუშა,ishchi
489,Chef::N,გამგე,rais
490,Meister::N,ოსტატი,usta
491,Arzt::N,ექიმი,hakim
492,Arzt::N,მკურნალი,hakim
493,Lehrer::N,მასწავლებელი,muallim
494,Geld::N,ფული,pul
495,Geschäft::N,საქმე,savdo
496,Geschäft::N,ბიზნესი,savdo
497,Laden::N,დუქანი,do'kon
498,Laden::N,მაღაზია,do'kon
499,Preis::N,ფასი,baho
500,Ware::N,საქონელი,mol
501,Nutzen::N,ხეირი,foyda
502,Reichtum::N,სიმდიდრე,boylik
503,Welt::N,მსოფლიო,olam
504,Land::N,მხარე,o'lka
505,Land::N,ქვეყანა,o'lka
506,Staat::N,სახელმწიფო,davlat
507,König::N,მეფე,qirol
508,Macht::N,ძლიერება,iqtidor
509,Grenze::N,ზღვარი,chegara
510,Krieg::N,ომი,harb
511,Feind::N,მტერი,dushman
512,Gewalt::N,სისასტიკე,zo'rlik
513,Kampf::N,ბრძოლა,kurash
514,Bogen[Waffe]::N,მშვილდი,yoy
515,Pfeil::N,ისარი,o'q
516,Pfeil::N,მახვილი,o'q
517,Gewehr::N,თოფი,vintovka
518,Gewehr::N,შაშხანა,vintovka
519,Fehler::N,შეცდომა,xato
520,Lüge::N,სიცრუე,yolg'on
521,Schaden::N,ვნება,ziyon
522,Unglück::N,ხიფათი,balo
523,Unglück::N,უბედურება,balo
524,Schuld::N,ბრალი,ayb
525,Alter::N,ასაკი,yosh
526,Schluss::N,ბოლო,tamom
527,Schluss::N,დასასრული,tamom
528,Zeit::N,დრო,vaqt
529,Tag::N,დღე,kun
530,Morgen::N,დილა,saboh
531,Mittag::N,შუადღე,kun tushlik
532,Abend::N,საღამო,oqshom
533,Nacht::N,ღამე,tun
534,Woche::N,კვირა,hafta
535,Monat::N,თვე,oy
536,Jahr::N,წელი,yil
537,Frühling::N,გაზაფხული,bahor
538,Sommer::N,ზაფხული,yoz
539,Herbst::N,შემოდგომა,kuz
540,Herbst::N,შემოდგომა,xazon
541,Winter::N,ზამთარი,qish
542,Januar::N,იანვარი,yanvar'
543,Februar::N,თებერვალი,fevral'
544,März::N,მარტი,mart
545,April::N,აპრილი,aprel'
546,Mai::N,მაისი,may
547,Juni::N,ივნისი,iyun'
548,Juli::N,ივლისი,iyul'
549,August::N,აგვისტო,avgust
550,September::N,სექტემბერი,sentyabr'
551,Oktober::N,ოქტომბერი,oktyabr'
552,November::N,ნოემბერი,noyabr'
553,Dezember::N,დეკემბერი,dekabr'
554,Montag::N,ორშაბათი,dushanba
555,Dienstag::N,სამშაბათი,seshanba
556,Mittwoch::N,ოთხშაბათი,chorshanba
557,Donnerstag::N,ხუთშაბათი,payshanba
558,Freitag::N,პარასკევი,juma
559,Samstag::N,შაბათი,shanba
560,Sonntag::N,კვირა,yakshanba
561,groß::A,დიდი,buyuk
562,klein::A,მცირე,kichik
563,klein::A,პატარა,kichik
564,lang::A,გრძელი,uzun
565,kurz::A,მოკლე,qisqa
566,breit::A,ფართო,keng
567,breit::A,განიერი,keng
568,schmal::A,ვიწრო,änsiz
569,schmal::A,წვრილი,änsiz
570,dicht::A,მჭიდრო,quyuq
571,dick[Gegenstand]::A,სქელი,qalin
572,dünn::A,წვრილი,ingichka
573,fein::A,თხელი,mayin
574,fest::A,მყარი,qattiq
575,flach::A,ბრტყელი,yalpoq
576,glatt::A,გლუ,tekis
577,hart::A,მაგარი,qattiq
578,weich::A,რბილი,yumshoq
579,rund::A,მრგვალი,yumaloq
580,spitz::A,წვეტიანი,uchli
581,scharf::A,მჭრელი,keskir
582,stumpf::A,ბლაგვი,to'mtoq
583,schwer::A,მძიმე,salmoqli
584,schön::A,ლამაზი,go'zal
585,heiß::A,ცხელი,qiziq
586,warm::A,თბილი,issiq
587,kalt::A,ცივი,sovuq
588,kühl::A,გრილი,salqin
589,frisch::A,სუფთა,toza
590,feucht::A,ნოტიო,namli
591,nass::A,სველი,nam
592,trocken::A,მშრალი,quruq
593,voll::A,სავსე,to'la
594,leer::A,ცარიელი,puch
595,offen::A,ღია,ochiq
596,offen::A,გაშლილი,ochiq
597,geschlossen::A,დახურული,berk
598,sauber::A,სუფთა,ozoda
599,sauber::A,წმინდა,ozoda
600,schmutzig::A,ტალახიანი,kir
601,roh::A,უმი,xom
602,reif::A,მწიფე,pishiq
603,lecker::A,გემრიელი,shirin
604,süß::A,ტკბილი,shirin
605,bitter::A,მწარე,achchiq
606,sauer::A,მჟავე,achchiq
607,hell::A,ნათელი,yorug'
608,dunkel::A,ბნელი,qorong'i
609,schwarz::A,შავი,qora
610,weiß::A,თეთრი,oq
611,rot::A,წითელი,qizil
612,gelb::A,ყვითელი,sariq
613,blau::A,ლურჯი,zangori
614,blau::A,ცისფერი,zangori
615,grün::A,მწვანე,yashil
616,grau::A,რუხი,bo'z
617,grau::A,ნაცრისფერი,bo'z
618,bunt::A,ჭრელი,ola
619,bunt::A,ფერადი,ola
620,billig::A,იაფი,arzon
621,teuer::A,ძვირი,qimmat
622,wertvoll::A,ღირსიანი,qimmat
623,blind::A,ბრმა,ko'r
624,taub::A,ყრუ,garang
625,kräftig::A,ძალავანი,kuchli
626,stark::A,ძლიერი,quvvatli
627,stark::A,ღონიერი,quvvatli
628,schwach::A,სუსტი,kuchsiz
629,fett::A,სქელი,semiz
630,schlank::A,გამხდარი,ingichka
631,hübsch::A,ეშხიანი,ko'rkam
632,hübsch::A,მშვენიერი,ko'rkam
633,böse::A,ავი,yovuz
634,böse::A,ბოროტი,yovuz
635,dumm::A,ბოთე,aqlsiz
636,dumm::A,სულელი,aqlsiz
637,faul::A,ზანტი,ärinchak
638,faul::A,ზარმაცი,ärinchak
639,fleißig::A,ბეჯითი,ishchan
640,fleißig::A,მუყაითი,ishchan
641,geizig::A,ძუნწი,qurumsoq
642,klug::A,ჭკვიანი,oqil
643,geschickt::A,მარჯვე,äpchil
644,geschickt::A,გაწაფული,äpchil
645,lieb::A,სატრფიალო,aziz
646,lustig::A,მხიარული,chaqchaq
647,sanft::A,ალერსიანი,asta
648,sanft::A,გრძნობიერი,asta
649,hungrig::A,მშიერი,och
650,krank::A,სნეული,kasal
651,krank::A,ავადმყოფი,kasal
652,nackt::A,ტიტველი,yalang
653,traurig::A,მწუხარე,xafa
654,traurig::A,სევდიანი,xafa
655,lebendig::A,ცოცხალი,hayotiy
656,gut::A,კარგი,soz
657,schlecht::A,უხეირო,yomon
658,richtig::A,ნამდვილი,rost
659,schlimm::A,ცუდი,yovuz
660,wahr::A,სწორი,haqiqiy
661,wahr::A,ჭეშმარიტი,haqiqiy
662,alt::A,ძველი,äski
663,neu::A,ახალი,yangi
664,ehemalig::A,ყოფილი,sobiq
665,alt[Lebewesen]::A,ბებერი,qari
666,jung::A,ნორჩი,navqiron
667,jung::A,ახალგაზრდა,navqiron
668,arm::A,ღარიბი,abgor
669,reich::A,მდიდარი,boy
670,bekannt::A,ცნობილი,ma'lum
671,berühmt::A,გამოჩენილი,mashhur
672,fremd::A,უცხო,yot
673,fremd::A,გარეშე,yot
674,verschieden::A,სხვაგვარი,turli
675,nah::A,ახლო,yaqindagi
676,fern::A,შორი,uzoq
677,fern::A,შორეული,uzoq
678,linker::A,მარცხენა,so'l
679,rechter::A,მარჯვენა,o'ng
680,anderer::A,სხვა,boshqa
681,erster::A,პირველი,birinchi
682,zweiter::A,მეორე,ikkinchi
683,dritter::A,მესამე,uchinchi
684,letzter::A,ბოლო,oxirgi
685,letzter::A,უკანასკნელი,oxirgi
686,allein::ADV,მარტო,o'zicha
687,auf einmal::ADV,ერთდროულად,varakay
688,zusammen::ADV,ერთად,barobar
689,lange::ADV,დიდხანს,uzoq
690,plötzlich::ADV,მოულოდნელად,qo'qqisdan
691,sofort::ADV,ახლავე,darrov
692,später::ADV,მოგვიანებით,so'ngra
693,jetzt::ADV,ახლა,hozirgina
694,heute::ADV,დღეს,bugun
695,morgen::ADV,ხვალ,ärta
696,bald::ADV,მალე,toz
697,dann::ADV,მერე,keyin
698,gestern::ADV,გუშინ,kecha
699,einst::ADV,ოდესღაც,avvallari
700,damals::ADV,მაშინ,ugal
701,danach::ADV,მერმე,so'ngra
702,danach::ADV,შემდეგ,so'ngra
703,vorher::ADV,ადრე,avval
704,vorher::ADV,წინათ,avval
705,zuerst::ADV,ჯერ,avval
706,einmal::ADV,ერთხელ,bir marta
707,manchmal::ADV,ხან,onda-sonda
708,manchmal::ADV,ზოგჯერ,onda-sonda
709,oft::ADV,ხშირად,tez-tez
710,immer::ADV,მუდამ,har vaqt
711,immer::ADV,ყოველთვის,har vaqt
712,niemals::ADV,არასდროს,hargiz
713,hier::ADV,აქ,shu erda
714,hierhin::ADV,აქეთ,beri
715,von hier::ADV,აქედან,shu erdan
716,dort::ADV,იქ,ana
717,dorthin::ADV,იქით,u yerga
718,geradeaus::ADV,პირდაპირ,to'g'ri
719,vorwärts::ADV,წინ,ilgari
720,rückwärts::ADV,უკან,qoloq
721,zurück::ADV,უკანვე,orqada
