,Concept_ID,os,mhr
129,Bucht::N,донбакæлæн,икса́
130,Insel::N,сакъадах,отро́
131,Blume::N,дидинӕг,пеле́дыш
132,Gras::N,кӕрдӕг,шу́до
133,Wurzel::N,уидаг,вож
134,Baum::N,бӕлас,пуше́ҥге
135,Stamm::N,хӕтӕл,йы́тыр
136,Rinde::N,цъар,шӱм
137,Ast::N,арх,укш
138,Zweig::N,къалиу,торма́к
139,Blatt::N,сыф,лышта́ш
140,Birke::N,бæрз,куэ́
141,Kiefer[Baum]::N,нӕзы,пӱ́нчӧ
142,Weide[Baum]::N,хӕрис,уа́
143,Tanne::N,наз,кож
144,Horn::N,сыкъа,шур
145,Feder::N,сис,пы́стыл
146,Fell::N,царм,кова́ште
147,Flügel::N,базыр,шу́лдыр
148,Klaue::N,ных,кӱч
149,Kralle::N,дзӕмбы,ла́па
150,Kralle::N,дзӕмбы,копа́
151,Schwanz::N,къӕдзил,поч
152,Ei::N,айк,му́но
153,Nest::N,ахстон,пыжа́ш
154,Bau::N,хуынкъ,пыжа́ш
155,Tier::N,сырд,я́нлык
156,Tier::N,сырд,живо́тный
157,Tier::N,цӕрӕгой,я́нлык
158,Tier::N,цӕрӕгой,живо́тный
159,Herde::N,дзуг,кӱ́тӱ
160,Herde::N,дзуг,тӱшка́
161,Herde::N,рӕгъау,кӱ́тӱ
162,Herde::N,рӕгъау,тӱшка́
163,Kuh::N,хъуг,ушка́л
164,Bulle::N,гал,ӱ́шкыж
165,Pferd::N,бӕх,и́мне
166,Schaf::N,фыс,шо́рык
167,Schwein::N,хуы,сӧсна́
168,Hund::N,куыдз,пий
169,Katze::N,гӕды,пы́рыс
170,Bär::N,арс,маска́
171,Eichhörnchen::N,æхсæрæг,ур
172,Elch::N,цæгатаг саг,шо́рдо
173,Fuchs::N,рувас,ры́выж
174,Hase::N,тæрхъус,мера́ҥ
175,Maus::N,мыст,коля́
176,Wolf::N,бирӕгъ,пи́ре
177,Vogel::N,цъиу,ка́йык
178,Vogel::N,маргъ,ка́йык
179,Schwarm::N,бал,каша́к
180,Huhn::N,карк,чы́ве
181,Hahn::N,уасӕг,агыта́н
182,Gans::N,хъаз,ко́мбо
183,Adler::N,цӕргӕс,карагу́ш
184,Ente::N,ацц,лу́до
185,Eule::N, уыг,тумна́
186,Eule::N,сидахъ,тумна́
187,Kranich::N,зырнæг,турня́
188,Kranich::N,хърихъупп,турня́
189,Krähe::N,халон,кора́к
190,Kuckuck::N,гаккук,куку́
191,Schwan::N,доныхъаз,йӱ́ксӧ
192,Fisch::N,кӕсаг,кол
193,Barsch::N,окунь,ола́ҥге
194,Hecht::N,хихор кӕсаг,нуж
195,Hecht::N,хихор кӕсаг,чорта́н
196,Schlange[Tier]::N,калм,ки́шке
197,Wurm::N,зулкъ,шукш
198,Wurm::N,къуыдыргалм,шукш
199,Spinne::N,хӕлуарӕг,эҥыре́мыш
200,Ameise::N,мæлдзыг,ку́тко
201,Laus::N,сыст,тий
202,Mücke::N,къогъо,шыҥа́
203,Fliege::N,бындз,ка́рме
204,Schmetterling::N,гæлæбу,лы́ве
205,Beere::N,гагадыргъ,мӧр
206,Apfel::N,фӕткъуы,олма́
207,Pilz::N,зокъо,по́ҥго
208,Pilz::N,къозо,по́ҥго
209,Zwiebel::N,хъӕдындз,шога́н
210,Saat::N,тауинаг,нӧ́шмӧ
211,Saat::N,тауинаг,туш
212,Saat::N,мыггаг,нӧ́шмӧ
213,Saat::N,мыггаг,туш
214,Korn::N,мыггаг,шу́рно
215,Korn::N,тауинаг,шу́рно
216,Heu::N,хос,шу́до
217,Schale::N,цъар,шӱм
218,Grube::N,урм,выне́м
219,Grube::N,къахт,выне́м
220,Grube::N,дзыхъхъ,выне́м
221,Falle::N,цъысым,лӧ́дӧ
222,Falle::N,къӕппӕг,лӧ́дӧ
223,Schlinge::N,цасм,о́птыш
224,Schlinge::N,цасм,шӧрга́лтыш
225,Spur::N,фæд,кыша́
226,Asche::N,фӕнык,ло́мыж
227,Asche::N,ӕртхутӕг,ло́мыж
228,Dreck::N,цъыф,лавыра́
229,Eisen::N,ӕфсӕйнаг,кӱ́ртньӧ
230,Gold::N,сыгъзӕрин,шӧ́ртньӧ
231,Silber::N,ӕвзист,ший
232,Kohle::N,ӕвзалы,мландышӱ́й
233,Glas::N,авг,янда́
234,Lehm::N,ӕлыг,шун
235,Sand::N,змис,ошма́
236,Mensch::N,лӕг,еҥ
237,Mensch::N,лӕг,айде́ме
238,Mensch::N,адӕймаг,еҥ
239,Mensch::N,адӕймаг,айде́ме
240,Mensch::N,удгоймаг,еҥ
241,Mensch::N,удгоймаг,айде́ме
242,Mann::N,лӕг,пӧръе́ҥ
243,Mann::N,нӕлгоймаг,пӧръе́ҥ
244,Frau::N,сылгоймаг,ӱдырама́ш
245,Kind::N,сывӕллон,аза́
246,Junge::N,лӕппу,рве́зе
247,Mädchen::N,чызг,ӱдыра́ш
248,Familie::N,бинонтæ,еш
249,Großvater::N,фыдыфыд,коча́
250,Großvater::N,мадыфыд,коча́
251,Großmutter::N,фыды мад,кова́
252,Großmutter::N,мады мад,кова́
253,Eltern::N,ныййарджытæ,ача́-ава́
254,Vater::N,фыд,ача́
255,Mutter::N,мад,ава́
256,Sohn::N,фырт,э́рге
257,Tochter::N,чызг,ӱ́дыр
258,Bruder::N,ӕфсымӕр,иза́
259,Bruder::N,ӕфсымӕр,шо́льо
260,Schwester::N,хо,ака́
261,Onkel::N,фыдыфсымӕр,иза́
262,Tante::N,мадыхо,кока́
263,Ehemann::N,мой,мари́й
264,Ehefrau::N,ус,ва́те
265,Freude::N,цин,куа́н
266,Freude::N,цин,куаныма́ш
267,Freude::N,циндзинад,куа́н
268,Freude::N,циндзинад,куаныма́ш
269,Gelächter::N,худын,во́штылтыш
270,Gelächter::N,худт,во́штылтыш
271,Gelächter::N,худæг,во́штылтыш
272,Glück::N,амонд,пиа́л
273,Kummer::N,хъыг,о́йго
274,Wunsch::N,бӕллиц,ку́мыл
275,Lust::N,монц,ку́мыл
276,Geist::N,уд,ӧрт
277,Geist::N,уд,чон
278,Gedanke::N,хъуыды,ой
279,Gedanke::N,хъуыды,шоныма́ш
280,Gedächtnis::N,мысæн,шарныма́ш
281,Gedächtnis::N,мысын,шарныма́ш
282,Gedächtnis::N,зæрдылдарын,шарныма́ш
283,Verstand::N,зонд,уш
284,Sinn::N,нысаниуæг,смысл
285,Grund::N,ӕфсон,ама́л
286,Wahrheit::N,æцæг,чын
287,Gespräch::N,ныхас,мутланыма́ш
288,Märchen::N,аргъау,йома́к
289,Erzählung::N,радзырд,ойлыма́ш
290,Nachricht::N,уац,увертарыма́ш
291,Neuigkeit::N,хабар,уве́р
292,Name::N,ном,лӱм
293,Rätsel::N,уыци-уыци,ту́што
294,Rätsel::N,базон-базон,ту́што
295,Rede::N,раныхас,ойлыма́ш
296,Sprache::N,ӕвзаг,йы́лме
297,Stimme::N,хъӕлӕс,йӱк
298,Wort::N,дзырд,ой
299,Wort::N,дзырд,мут
300,Zeichen::N,нысан,ти́ште
301,Zeichen::N,нысан,знак
302,Ruf::N,сидт,ӱжма́ш
303,Lärm::N,уынæр,лӱшкыма́ш
304,Lärm::N,уынæр,йӱк-йӱа́н
305,Laut::N,зӕл,йӱк
306,Laut::N,мыр,йӱк
307,Ton::N,мыр,йӱксе́м
308,Lied::N,зарӕг,му́ро
309,Ruhe::N,æнцой,ты́мык
310,Leute::N,адӕм,еҥ-влак
311,Volk::N,адӕм,ка́лык
312,Arbeit::N,фӕллой,паша́
313,Gast::N,уазӕг,уна́
314,Geschenk::N,хуын,пӧле́к
315,Spiel::N,хъазт,мо́дыш
316,Spiel::N,хъазт,модма́ш
317,Gesellschaft::N,дзыллæ,тӱшка́
318,Gesellschaft::N,æхсæнад,тӱшка́
319,Hilfe::N,æххуыс,по́лыш
320,Hilfe::N,ахъаз,по́лыш
321,Freund::N,лымӕн,таҥ
322,Freund::N,лымӕн,йолта́ш
323,Kamerad::N,ӕмбал,таҥ
324,Angelegenheit::N,хъуыддаг,паша́
325,Anzahl::N,бӕрц,чот
326,Art::N,хуыз,вид
327,Art::N,хуызад,вид
328,Stück::N,кæрдих,ка́тыш
329,Stück::N,кæрдих,ла́стык
330,Stück::N,комдзаг,ка́тыш
331,Stück::N,комдзаг,ла́стык
332,Teil::N,хай,ужа́ш
333,Hälfte::N,æрдæг,пел
334,Hälfte::N,æрдæг,пе́ле
335,Hälfte::N,æмбис,пел
336,Hälfte::N,æмбис,пе́ле
337,Kreis::N,зиллакк,ты́ртыш
338,Kreuz::N,дзуар,ыре́с
339,Linie::N,хахх,ли́ний
340,Strich::N,хахх,коре́ш
341,Abstand::N,æхсæнуат,кокла́
342,Entfernung::N,дæрддзæг,тора́
343,Entfernung::N,дæрддзæг,ку́жыт
344,Entfernung::N,дардцæг,тора́
345,Entfernung::N,дардцæг,ку́жыт
346,Gegend::N,ран,кунде́м
347,Platz::N,бууат,ку́мдык
348,Ort::N,ран,вер
349,Ort::N,ран,о́лмо
350,Ort::N,бынат,вер
351,Ort::N,бынат,о́лмо
352,Seite::N,фахс,ӧ́рдыж
353,Mitte::N,астӕу,покше́л
354,Gegenstand::N,дзаума,наста́
355,Sache::N,дзаума,наста́
356,Rand::N,кӕрон,тӱр
357,Kante::N,фӕрск,тӱр
358,Ecke::N,тигъ,лук
359,Ecke::N,фисын,лук
360,Spitze::N,бырынкъ,вуй
361,Ende::N,кӕрон,муча́ш
362,Loch::N,хуынкъ,рож
363,Winkel::N,къуым,лук
364,Muster::N,нывæфтыд,пеза́к
365,Muster::N,нывæфтыд,узо́р
366,Muster::N,нывæфтыд,ӱ́лгӧ
367,Muster::N,кæдзист,пеза́к
368,Muster::N,кæдзист,узо́р
369,Muster::N,кæдзист,ӱ́лгӧ
370,Größe::N,ас,кӱ́кшыт
371,Länge::N,дӕргъ,ку́тыш
372,Höhe::N,бæрзонд,кӱ́кшыт
373,Höhe::N,бæрзæнд,кӱ́кшыт
374,Höhe::N,бæрзонддзинад,кӱ́кшыт
375,Gewicht::N,уӕз,не́лыт
376,Menge::N,бӕрц,чот
377,Haufen::N,кӕри,кы́шыл
378,Reihe::N,рӕнхъ,рада́м
379,Boot::N,чема,пуш
380,Ruder::N,къохар,эшка́к
381,Schlitten::N,дзоныгъ,тер
382,Schlitten::N,дзоныгъ,изде́р
383,Ski::N,къахдзоныгътæ,е́че
384,Ski::N,лыжæтæ,е́че
385,Lagerfeuer::N,арт,туло́то
386,Last::N,уаргъ,нӧ́лтыш
387,Gang::N,цыд,ошкылма́ш
388,Schritt::N,санчъех,о́шкыл
389,Schritt::N,къахдзӕф,о́шкыл
390,Norden::N,цæгат,йӱдйыма́л
391,Süden::N,хуссар,кечывалве́л
392,Westen::N,ныгуылæн,касве́л
393,Osten::N,скæсæн,эрве́л
394,Holz::N,хъӕдӕрмӕг,пу
395,Brett::N,фæйнæг,оҥа́
396,Platte::N,къӕй,аста́р
397,Stütze::N,быцæу,чара́к
398,Stange::N,хъил,лома́ш
399,Stock::N,лӕдзӕг,тоя́
400,Stab::N,хъил,вара́
401,Stab::N,хъил,кашта́
402,Rohr::N,хӕтӕл,пуч
403,Haus::N,хӕдзар,пӧрт
404,Heim::N,къона,мӧ́ҥгӧ
405,Ofen::N,пец,комака́
406,Fußboden::N,астӕрд,кӱва́р
407,Tisch::N,стъол,ӱсте́л
408,Stuhl::N,бандон,пӱке́н
409,Wiege::N,авдæн,шепка́
410,Bett::N,сынтӕг,ва́кшыш
411,Regal::N,тӕрхӕг,шӧ́рлык
412,Regal::N,уӕлвӕйнӕг,шӧ́рлык
413,Kiste::N,асыкк,шо́ндык
414,Kiste::N,асыкк,я́шлык
415,Fenster::N,рудзынг,окна́
416,Fenster::N,фæрссаг,окна́
417,Tür::N,дуар,омса́
418,Tor::N,кулдуар,капка́
419,Zaun::N,æмбонд,сава́р
420,Zaun::N,быру,сава́р
421,Zaun::N,гæрæн,сава́р
422,Dach::N,уӕлхӕдзар,леве́дыш
423,Leiter::N,асин,тошка́лтыш
424,Besen::N,уисой,ӱштерво́штыр
425,Spaten::N,бел,ко́льмо
426,Schaufel::N,æвгæнæн,сово́к
427,Schaufel::N,æвгæнæн,су́ско
428,Schaufel::N,кæфой,сово́к
429,Schaufel::N,кæфой,су́ско
430,Gabel::N,вилкæ,ви́лке
431,Löffel::N,уидыг,па́не
432,Löffel::N,уидыг,совла́
433,Messer::N,кард,кӱ́зӧ
434,Nagel::N,зӕгӕл,пуда́
435,Netz::N,хыз,вапш
436,Haken::N,хæдз,са́гыле
437,Haken::N,хæбырæгъ,са́гыле
438,Griff::N,фистон,кыл
439,Schloss::N,гуыдыр,кӧгӧ́н
440,Bild::N,ныв,сӱре́т
441,Figur::N,кæрдгæныв,фигу́р
442,Puppe::N,чындз,курча́к
443,Beutel::N,дзӕкъул,меша́к
444,Bündel::N,баст,арша́ш
445,Tasche::N,хызын,сумка́
446,Tasche::N,дзæкъул,сумка́
447,Eimer::N,къæрта,ведра́
448,Eimer::N,чъыбыла,ведра́
449,Eimer::N,ведра,ведра́
450,Deckel::N,сæр,ко́мдыш
451,Deckel::N,æмбæрзæн,ко́мдыш
452,Geschirr::N,мигæнæн,а́те
453,Geschirr::N,мигæнæнтæ,а́те
454,Sack::N,голлаг,куль
455,Sack::N,голлаг,меша́к
456,Tasse::N,пиала,чу́кыр
457,Tasse::N,пиала,чашка́
458,Tasse::N,къус,чу́кыр
459,Tasse::N,къус,чашка́
460,Topf::N,аг,ми́ске
461,Topf::N,чысыл аг,ми́ске
462,Kessel::N,аг,под
463,Essen::N,хӕрд,ко́чкыш
464,Nahrung::N,хойраг,ку́рго
465,Speise::N,хӕринаг,ко́чкыш
466,Fleisch::N,дзидза,шыл
467,Fleisch::N,фыдызгъӕл,шыл
468,Getreide::N,халсар,шу́рно
469,Brei::N,кас,пу́чымыш
470,Brot::N,дзул,ки́нде
471,Scheibe::N,къӕбӕр,ка́тыш
472,Fett::N,сой,коя́
473,Butter::N,нӕлхӕ,ӱй
474,Öl::N,зети,ӱй
475,Salz::N,цӕхх,шинча́л
476,Suppe::N,бас,шӱр
477,Honig::N,мыд,мӱй
478,Milch::N,ӕхсыр,шӧр
479,Tee::N,цай,чай
480,Leder::N,мæскуы,сура́н
481,Leder::N,мæскуы,шӱ́штӧ
482,Wolle::N,фӕсмын,пун
483,Stoff::N,хъуымац,куэ́м
484,Stoff::N,хъуымац,посто́
485,Nadel::N,судзин,и́ме
486,Faden::N,ӕндах,шӱ́ртӧ
487,Knopf::N,цӕппӕр,по́лдыш
488,Knoten::N,ӕлхынцъ,пышке́м
489,Farbe::N,ахорæн,чия́
490,Kleidung::N,дарӕс,чие́м
491,Kleidung::N,дарӕс,вурге́м
492,Hemd::N,хӕдон,ту́выр
493,Kragen::N,æфцæггот,сога́
494,Ärmel::N,дыс,шокш
495,Hose::N,хæлаф,йола́ш
496,Hose::N,æддаг хæлаф,йола́ш
497,Hose::N,салбар,йола́ш
498,Gürtel::N,рон,ӱ́штӧ
499,Mütze::N,худ,упш
500,Schuh::N,басмахъ,боти́нке
501,Stiefel::N,цырыхъхъ,кем
502,Ring::N,къухдарӕн,шерга́ш
503,Band::N,лент,тасма́
504,Band::N,лент,ле́нте
505,Kamm::N,сӕрвасӕн,шерге́
506,Spiegel::N,айдæн,вошто́нчыш
507,Spiegel::N,кæсæн,вошто́нчыш
508,Riemen::N,гӕрз,кӱзанӱ́штӧ
509,Schnur::N,бӕндӕн,кере́м
510,Schnur::N,бӕндӕн,кандыра́
511,Decke::N,хъӕццул,леве́дыш
512,Decke::N,хъӕццул,одея́л
513,Kissen::N,баз,кӱ́пчык
514,Tuch::N,кæлмæрзæн,шо́выч
515,Tuch::N,кæрдæн,шо́выч
516,Handtuch::N,хисæрфæн,со́лык
517,Kraft::N,тых,вий
518,Kraft::N,тых,куа́т
519,Kraft::N,хъомыс,вий
520,Kraft::N,хъомыс,куа́т
521,Stärke::N,тых,куа́т
522,Stärke::N,тых,карма́н
523,Stärke::N,æхсар,куа́т
524,Stärke::N,æхсар,карма́н
525,Gesundheit::N,æнæниздзинад,таза́лык
526,Krankheit::N,низ,чер
527,Krankheit::N,рын,чер
528,Schmerz::N,рис,ко́рштыш
529,Wunde::N,цӕф,су́сыр
530,Fieber::N,ризӕг,йӱштыму́ж
531,Fieber::N,ризӕг,лихора́дке
532,Fieber::N,тӕфсӕг,йӱштыму́ж
533,Fieber::N,тӕфсӕг,лихора́дке
534,Arznei::N,хос,эм
535,Brücke::N,хид,кӱва́р
536,Brunnen::N,цъай,вӱдвыне́м
537,Weide::N,хизæн,нурше́р
538,Weide::N,хизæнуат,нурше́р
539,Weide::N,сæрвæт,нурше́р
540,Pfad::N,къахвæндаг,йолго́рно
541,Pfad::N,къахвæндаг,сокма́к
542,Pfad::N,къахвæд,йолго́рно
543,Pfad::N,къахвæд,сокма́к
544,Weg::N,фӕндаг,ко́рно
545,Straße::N,фӕндаг,ко́рно
546,Dorf::N,хъӕу,ял
547,Stadt::N,сахар,ола́
548,Brief::N,фыстӕг,се́рыш
549,Buch::N,чиныг,книга́
550,Buchstabe::N,дамгъӕ,буква́
551,Zeitung::N,газет,газе́т
552,Leben::N,цард,и́лыш
553,Leben::N,цӕрӕнбон,и́лыш
554,Tod::N,мæлæт,колыма́ш
555,Tod::N,адзал,колыма́ш
556,Grab::N,ингӕн,шӱга́р
557,Kirche::N,аргъуан,че́рке
558,Sünde::N,тæригъæд,су́лык
559,Gott::N,хуыцау,ю́мо
560,Arbeiter::N,кусæг,паша́зе
561,Chef::N,ӕмцег,тӧра́
562,Meister::N,мастер,маста́р
563,Meister::N,дæсны,маста́р
564,Arzt::N,хосгæнæг,врач
565,Arzt::N,дохтыр,врач
566,Lehrer::N,ахуыргæнæг,ту́ныктышо
567,Geld::N,ӕхца,окса́
568,Geschäft::N,бизнес,сатулыма́ш
569,Geschäft::N,хъуыддаг,сатулыма́ш
570,Laden::N,дукани,ке́выт
571,Preis::N,аргъ,ак
572,Ware::N,базайраг,сату́
573,Nutzen::N,пайда,пайда́
574,Reichtum::N,хъæздыгдзинад,поя́нлык
575,Reichtum::N,исбон,поя́нлык
576,Reichtum::N,мулк,поя́нлык
577,Welt::N,дуне,тӱня́
578,Land::N,бӕстӕ,эл
579,Staat::N,паддзахад,кугыжа́ныш
580,König::N,къарол,кугыжа́
581,Macht::N,хицаудзинад,власть
582,Grenze::N,арӕн,грани́ца
583,Krieg::N,хӕст,сар
584,Feind::N,знаг,тушма́н
585,Feind::N,фыдгул,тушма́н
586,Feind::N,фыдзæрдæ,тушма́н
587,Feind::N,сон,тушма́н
588,Gewalt::N,тыхми,виешлыма́ш
589,Gewalt::N,тыхдзинад,виешлыма́ш
590,Kampf::N,хæст,кредалма́ш
591,Kampf::N,хъæбысæйхæст,кредалма́ш
592,Kampf::N,тох,кредалма́ш
593,Bogen[Waffe]::N,ӕрдын,юҥе́ж
594,Pfeil::N,фат,пикш
595,Gewehr::N,топп,пыча́л
596,Fehler::N,рӕдыд,йо́ҥылыш
597,Lüge::N,мӕнг,шоя́к
598,Lüge::N,гӕдыдзинад,шоя́к
599,Schaden::N,зиан,зия́н
600,Unglück::N,бæллæх,эҥге́к
601,Schuld::N,азым,тита́к
602,Schuld::N,азым,йола́
603,Alter::N,кар,ийго́т
604,Schluss::N,кæрон,муча́ш
605,Zeit::N,рӕстӕг,жап
606,Zeit::N,рӕстӕг,па́гыт
607,Tag::N,бон,ке́че
608,Morgen::N,райсом,эр
609,Mittag::N,æмбисбон,кечыва́л
610,Abend::N,изӕр,кас
611,Nacht::N,ӕхсӕв,йӱд
612,Woche::N,къуыри,арня́
613,Monat::N,мӕй,ты́лзе
614,Jahr::N,аз,ий
615,Jahr::N,афӕдз,ий
616,Frühling::N,уалдзæг,шо́шо
617,Sommer::N,сӕрд,кеҥе́ж
618,Herbst::N,фæззæг,шы́же
619,Winter::N,зымӕг,те́ле
620,Januar::N,январь,шоркыйол
621,Januar::N,январь,идалыкву́й
622,Januar::N,январь,янва́рь
623,Februar::N,февраль,пургыж
624,Februar::N,февраль,февра́ль
625,März::N,мартъи,ӱярня
626,März::N,мартъи,март
627,April::N,апрель,апре́ль
628,Mai::N,май,ага
629,Mai::N,май,май
630,Juni::N,июнь,пеледыш
631,Juni::N,июнь,ию́нь
632,Juli::N,июль,сӱрем
633,Juli::N,июль,ию́ль
634,August::N,август,сорла
635,August::N,август,агарма́н
636,August::N,август,а́вгуст
637,September::N,сентябрь,идым
638,September::N,сентябрь,сентя́брь
639,Oktober::N,октябрь,шыжа
640,Oktober::N,октябрь,октя́брь
641,November::N,ноябрь,кылме тылзе
642,November::N,ноябрь,ноя́брь
643,Dezember::N,декабрь,дека́брь
644,Montag::N,къуырисæр,шо́чмо
645,Dienstag::N,дыццæг,ку́шкыжмо
646,Mittwoch::N,æртыццæг,вӱрге́че
647,Donnerstag::N,цыппæрæм,изарня́
648,Freitag::N,майрæмбон,кугарня́
649,Samstag::N,сабат,шуматке́че
650,Sonntag::N,хуыцаубон,рушарня́
651,groß::A,дынджыр,кугу́
652,klein::A,гыццыл,изи́
653,lang::A,даргъ,кужу́
654,kurz::A,цыбыр,кӱ́чык
655,breit::A,фӕтӕн,кумда́
656,schmal::A,нарӕг,а́ҥысыр
657,schmal::A,уынгӕг,а́ҥысыр
658,dicht::A,бæзджын,ну́гыдо
659,dicht::A,тар,ну́гыдо
660,dick[Gegenstand]::A,сӕвджын,кӱ́жгӧ
661,dünn::A,тæнæг,ви́чкыж
662,fein::A,лыстӕг,ты́гыде
663,fest::A,фидар,чо́ткыдо
664,fest::A,хъӕддых,чо́ткыдо
665,flach::A,тъӕпӕн,лапка́
666,glatt::A,лӕгъз,яклака́
667,hart::A,хъӕбӕр,пе́ҥгыде
668,weich::A,фӕлмӕн,пу́шкыдо
669,rund::A,тымбыл,йырге́шке
670,spitz::A,цыргъбырынкъ,коша́р
671,spitz::A,цыргъфындз,коша́р
672,scharf::A,цыргъ,пӱ́сӧ
673,stumpf::A,къуымых,токма́к
674,schwer::A,уӕззау,не́ле
675,schön::A,аив,сы́лне
676,schön::A,рӕсугъд,сы́лне
677,heiß::A,тӕвд,шо́кшо
678,warm::A,хъарм,ле́ве
679,kalt::A,уазал,йӱ́штӧ
680,kühl::A,сатæг,юа́лге
681,kühl::A,сатæг,южгата́
682,kühl::A,уазалгомау,юа́лге
