,Concept_ID,lt,lbe
110,Hügel::N,kalva,бакӏу
111,Anhöhe::N,kauburys,
112,Berg::N,kalnas,зунтту
113,Gipfel::N,viršūnė,мицӏ
114,Höhle::N,ola,нух
115,Abhang::N,šlaitas,сун
116,Abhang::N,nuokalnė,сун
117,Quelle::N,versmė,дайдихьу
118,Quelle::N,versmė,бакӏ
119,Quelle::N,šaltinis,дайдихьу
120,Quelle::N,šaltinis,бакӏ
121,Bach::N,upelis,чӏрир нех
122,Fluss::N,upė,нех
123,Ufer::N,krantas,зума
124,Küste::N,pajūris,зумаинхалу
125,Küste::N,pajūris,зуманицӏалу
126,Festland::N,sausuma,кьири
127,Meer::N,jūra,хьхьири
128,Bucht::N,įlanka,
129,Bucht::N,užutekis,
130,Insel::N,sala,жазира
131,Blume::N,gėlė,тӏутӏи
132,Gras::N,žolė,уртту
133,Wurzel::N,šaknis,мархха
134,Baum::N,medis,мурхь
135,Stamm::N,kamienas,ттарцӏ
136,Rinde::N,žievė,ккамара
137,Ast::N,šaka,матӏи
138,Zweig::N,šakelė,къяртта
139,Blatt::N,lapas,чӏапӏи
140,Birke::N,beržas,кӏялахӏи
141,Birke::N,beržas,кӏялахӏилул мурхь
142,Kiefer[Baum]::N,pušis,ттар
143,Kiefer[Baum]::N,pušis,ттарлил мурхь
144,Weide[Baum]::N,karklas,щавщи
145,Tanne::N,eglė,ттарлил мурхь
146,Tanne::N,kėnis,ттарлил мурхь
147,Horn::N,ragas,хъи
148,Feder::N,plunksna,лелуххул тӏиму
149,Fell::N,kailis,бурчу
150,Flügel::N,sparnas,хъа
151,Flügel::N,sparnas,ххурупӏайрал тӏиму
152,Klaue::N,kanopa,михь
153,Kralle::N,nagas,ххяппа
154,Schwanz::N,uodega,магъ
155,Ei::N,kiaušinis,ккунук
156,Nest::N,gūžta,кюру
157,Nest::N,lizdas,кюру
158,Bau::N,ola,цукъуккутӏ
159,Tier::N,gyvūnas,хӏайван
160,Herde::N,banda,газу
161,Herde::N,kaimenė,газу
162,Kuh::N,karvė,оьл
163,Bulle::N,bulius,ниц
164,Pferd::N,arklys,чу
165,Schaf::N,avis,тта
166,Schwein::N,kiaulė,дунгъуз
167,Hund::N,šuo,ккаччи
168,Katze::N,katė,ччиту
169,Bär::N,lokys,цуша
170,Eichhörnchen::N,voveraitė,бюрхттукку
171,Elch::N,briedis,ниц-бюрин
172,Fuchs::N,lapė,цулчӏа
173,Fuchs::N,lapė,куча цулчӏа
174,Hase::N,kiškas,бюрх
175,Maus::N,pelė,кӏулу
176,Wolf::N,vilkas,барцӏ
177,Vogel::N,paukštis,лелуххи
178,Schwarm::N,spiečius,гьухъала
179,Huhn::N,višta,аьнакӏи
180,Hahn::N,gaidys,ажари
181,Gans::N,žąsis,къаз
182,Adler::N,erelis,барзу
183,Ente::N,antis,урдак
184,Eule::N,pelėda,ису
185,Eule::N,pelėda,ччиккумяв
186,Kranich::N,gervė,кьурукь
187,Krähe::N,varna,хъатӏу
188,Kuckuck::N,gegužė,ччикку
189,Schwan::N,gulbė,урттил къаз
190,Fisch::N,žuvis,чавахъ
191,Barsch::N,ešerys,
192,Hecht::N,lydeka,
193,Schlange[Tier]::N,gyvatė,шатта
194,Wurm::N,kirmėlė,кьюнукьай шатта
195,Spinne::N,voras,ххялцу
196,Ameise::N,skruzdė,митӏикьукьу
197,Laus::N,utėlė,
198,Mücke::N,uodas,мичӏак
199,Fliege::N,musė,зимиз
200,Schmetterling::N,drugys,чӏимучӏали
201,Schmetterling::N,peteliškė,чӏимучӏали
202,Beere::N,uoga,хӏаллил ахъулсса
203,Apfel::N,obuolys,гьивч
204,Pilz::N,grybas,ттуккул иис
205,Zwiebel::N,svogūnas,лаччул чсмусул бакӏ
206,Saat::N,sėkla,гьанна
207,Korn::N,grūdai,къама
208,Heu::N,šienas,ххулув
209,Schale::N,žievelė,ккиртту
210,Grube::N,duobė,кӏаланг
211,Falle::N,pinklės,къатӏа
212,Falle::N,žabangai,къатӏа
213,Schlinge::N,kilpa,хӏатӏ
214,Spur::N,vėžė,ша
215,Spur::N,pėdos,ша
216,Spur::N,pėdsakas,ша
217,Asche::N,pelenai,лах
218,Dreck::N,purvas,кьяркьи
219,Dreck::N,purvas,венп
220,Eisen::N,geležis,мах
221,Gold::N,auksas,муси
222,Silber::N,sidabras,арцу
223,Kohle::N,anglis,кӏалаш
224,Kohle::N,anglis,хъуручӏ
225,Glas::N,stiklas,пюрун
226,Lehm::N,molis,сина аьрщи
227,Sand::N,smėlis,къун
228,Mensch::N,žmogus,инсан
229,Mann::N,vyras,чув
230,Mann::N,vyras,адимина
231,Mann::N,vyriškis,чув
232,Mann::N,vyriškis,адимина
233,Frau::N,moteris,щарсса
234,Frau::N,moteris,хъамитайпа
235,Kind::N,vaikas,чӏиви оьрчӏ
236,Junge::N,vaikinas,оьрчӏ
237,Junge::N,vaikinas,бурхьин оьрчӏ
238,Junge::N,berniukas,оьрчӏ
239,Junge::N,berniukas,бурхьин оьрчӏ
240,Mädchen::N,mergytė,душ
241,Mädchen::N,mergaitė,душ
242,Familie::N,šeima,кулпат
243,Großvater::N,senelis,ттатта
244,Großvater::N,senelis,ниттил ппу
245,Großmutter::N,senelė,буттал нину
246,Eltern::N,tėvai,нину-ппу
247,Vater::N,tėvas,ппу
248,Mutter::N,motina,нину
249,Sohn::N,sūnus,арс
250,Tochter::N,duktė,душ
251,Bruder::N,brolis,уссу
252,Schwester::N,sesuo,ссу
253,Onkel::N,dėdė,буттауссу
254,Tante::N,teta,буттал ссу
255,Ehemann::N,vyras,лас
256,Ehefrau::N,žmona,щар
257,Ehefrau::N,žmona,щарсса
258,Freude::N,džiaugsmas,шадшиву
259,Freude::N,džiaugsmas,ххаришиву
260,Gelächter::N,juokas,хъяхъаву
261,Glück::N,laimė,талихӏ
262,Kummer::N,vargas,дард
263,Kummer::N,rūpestis,дард
264,Wunsch::N,troškimas,мурад
265,Wunsch::N,pageidavimas,мурад
266,Lust::N,noras,гьавас
267,Lust::N,noras,ччаву
268,Lust::N,geidulys,гьавас
269,Lust::N,geidulys,ччаву
270,Geist::N,dvasia,рухӏ
271,Gedanke::N,mintis,пикри
272,Gedächtnis::N,atmintis,дакӏний личӏаву
273,Verstand::N,protas,аькьлу
274,Sinn::N,prasmė,мяъна
275,Grund::N,priežastis,багьана
276,Wahrheit::N,tiesa,тӏайламур
277,Wahrheit::N,tiesa,хӏакьмур
278,Wahrheit::N,teisybė,тӏайламур
279,Wahrheit::N,teisybė,хӏакьмур
280,Gespräch::N,pokalbis,ихтилат
281,Märchen::N,pasaka,магьа
282,Erzählung::N,apsakymas,хавар
283,Erzählung::N,pasakojimas,хавар
284,Nachricht::N,žinia,хавар
285,Neuigkeit::N,naujiena,хавар
286,Name::N,vardas,цӏа
287,Rätsel::N,mįslė,ссигьа
288,Rede::N,kalba,гъалгъа
289,Sprache::N,kalba,маз
290,Stimme::N,balsas,чӏу
291,Stimme::N,balsas,чӏукӏа
292,Wort::N,žodis,махъ
293,Zeichen::N,žymė,лишан
294,Zeichen::N,ženklas,лишан
295,Ruf::N,šauksmas,
296,Lärm::N,triukšmas,чӏу
297,Laut::N,garsas,чӏу
298,Ton::N,tonas,чӏу
299,Ton::N,garsas,чӏу
300,Lied::N,daina,балай
301,Lied::N,giesmė,балай
302,Ruhe::N,ramybė,дигьалагру
303,Ruhe::N,ramumas,дигьалагру
304,Leute::N,žmonės,инсантал
305,Volk::N,tauta,ил
306,Volk::N,tauta,халкь
307,Arbeit::N,darbas,заву
308,Arbeit::N,triūsas,заву
309,Gast::N,svečias,хъамаличу
310,Geschenk::N,dovana,бухчакарши
311,Geschenk::N,dovana,лажинккакку
312,Spiel::N,žaismas,тӏуркӏу
313,Spiel::N,žaidimas,тӏуркӏу
314,Gesellschaft::N,draugija,жямат
315,Gesellschaft::N,draugija,ккуран
316,Gesellschaft::N,kompanija,жямат
317,Gesellschaft::N,kompanija,ккуран
318,Hilfe::N,pagalba,кумаг
319,Freund::N,draugas,дус
320,Freund::N,bičiulis,дус
321,Kamerad::N,draugas,хӏаласу
322,Angelegenheit::N,dalykas,иш
323,Angelegenheit::N,reikalas,иш
324,Anzahl::N,kiekis,аьдад
325,Anzahl::N,skaičius,аьдад
326,Art::N,rūšis,жинс
327,Stück::N,gabalas,касак
328,Teil::N,dalis,бутӏа
329,Hälfte::N,pusė,дачӏи
330,Kreis::N,ratas,кюрщан
331,Kreis::N,apskritis,кюрщан
332,Kreis::N,apskritimas,кюрщан
333,Kreuz::N,kryžius,ххач
334,Linie::N,linija,щва
335,Strich::N,brėžis,щва
336,Strich::N,brūkšnys,щва
337,Abstand::N,atstumas,манзил
338,Entfernung::N,atstumas,манзил
339,Gegend::N,vietovė,кӏану
340,Platz::N,vieta,
341,Ort::N,vieta,кӏану
342,Ort::N,vietovė,кӏану
343,Seite::N,pusė,чул
344,Seite::N,pusė,чулухалу
345,Seite::N,šonas,чул
346,Seite::N,šonas,чулухалу
347,Mitte::N,vidurys,дя
348,Gegenstand::N,dalykas,зат
349,Sache::N,daiktas,зат
350,Rand::N,kraštas,зума
351,Rand::N,pakraštys,зума
352,Kante::N,kraštas,
353,Ecke::N,kertė,мурцӏу
354,Ecke::N,kampas,мурцӏу
355,Spitze::N,priekis,мицӏ
356,Spitze::N,priešakys,мицӏ
357,Ende::N,galas,зума
358,Loch::N,skylė,ккутӏ
359,Winkel::N,kampas,мурцӏу
360,Winkel::N,kampelis,мурцӏу
361,Muster::N,raštas,накьич
362,Größe::N,dydis,
363,Größe::N,didumas,
364,Länge::N,ilgis,лахъишиву
365,Länge::N,ilgumas,лахъишиву
366,Höhe::N,aukštis,лахъшиву
367,Höhe::N,aukštuma,лахъшиву
368,Gewicht::N,svoris,дуццин
369,Gewicht::N,svoris,кӏушиву
370,Gewicht::N,svarstis,дуццин
371,Gewicht::N,svarstis,кӏушиву
372,Menge::N,kiekis,
373,Menge::N,daugybė,
374,Haufen::N,krūva,бакӏу
375,Haufen::N,šūsnis,бакӏу
376,Reihe::N,greta,кьюкьа
377,Boot::N,valtis,луткка
378,Boot::N,laivelis,луткка
379,Ruder::N,irklas,весло
380,Ruder::N,irklas,чӏатӏа
381,Schlitten::N,rogės,чана
382,Schlitten::N,rogės,санкка
383,Schlitten::N,rogutės,чана
384,Schlitten::N,rogutės,санкка
385,Ski::N,slidė,лижарду
386,Lagerfeuer::N,laužas,къавтӏн
387,Last::N,našta,гьиву
388,Last::N,nešulys,гьиву
389,Gang::N,eisena,нанаву
390,Schritt::N,žingsnis,ша
391,Norden::N,šiaurė,ухссав
392,Norden::N,šiaurė,ухссавнил чулухалу
393,Norden::N,žiemiai,ухссав
394,Norden::N,žiemiai,ухссавнил чулухалу
395,Süden::N,pietūs,кьилва
396,Westen::N,vakarai,баргълагавал
397,Westen::N,vakarai,баргълагавал чул
398,Osten::N,rytai,баргъбуккай чулухалу
399,Holz::N,mediena,тӏама
400,Brett::N,lenta,тахта
401,Platte::N,plokštė,гъуни
402,Stütze::N,atrama,гьалакӏу
403,Stütze::N,atspara,гьалакӏу
404,Stange::N,lazda,къазихъ
405,Stange::N,kartis,къазихъ
406,Stock::N,lazda,ттархь
407,Stab::N,kartis,ччантӏакъу
408,Rohr::N,vamzdis,бургъу
409,Haus::N,namas,къатта
410,Heim::N,namai,къатта
411,Ofen::N,krosnis,пач
412,Fußboden::N,grindys,чӏанкъатта
413,Tisch::N,stalas,усттул
414,Stuhl::N,kėdė,кӏану
415,Wiege::N,lopšys,оьрчӏал кӏану
416,Bett::N,lova,тах
417,Bett::N,patalai,тах
418,Regal::N,lentyna,чӏаму
419,Kiste::N,dėžė,яшикӏ
420,Kiste::N,dėžė,къурши
421,Fenster::N,langas,чӏавахьулу
422,Tür::N,durys,нуз
423,Tür::N,durys,нузкьун
424,Tor::N,vartai,къапу
425,Tor::N,vartai,дарваза
426,Zaun::N,tvora,дайгьузанну
427,Dach::N,stogas,магъи
428,Dach::N,stogas,цӏиялу
429,Leiter::N,kopėčios,чуртту
430,Besen::N,šluota,чӏатлу
431,Spaten::N,lopeta,бил
432,Spaten::N,kastuvas,бил
433,Schaufel::N,semtuvas,чӏатӏа
434,Gabel::N,šakutė,гьиссилу
435,Löffel::N,šaukštas,къуса
436,Messer::N,peilis,чӏила
437,Nagel::N,vinis,мяр
438,Netz::N,tinklas,къери
439,Haken::N,vagis,къича
440,Haken::N,kablys,къича
441,Griff::N,kotas,куяму
442,Griff::N,rankena,куяму
443,Schloss::N,spyna,кьункьула
444,Schloss::N,užraktas,кьункьула
445,Bild::N,paveikslas,сурат
446,Figur::N,figūra,
447,Puppe::N,lėlė,ссихьу
448,Beutel::N,krepšys,чантай
449,Beutel::N,maišelis,чантай
450,Bündel::N,ryšulys,гьи
451,Bündel::N,ryšulys,къар
452,Tasche::N,krepšelis,
453,Eimer::N,kibiras,бадра
454,Deckel::N,dangtis,къапаза
455,Geschirr::N,indai,пюрунчӏул
456,Geschirr::N,indai,тӏахӏникӏичӏу
457,Sack::N,maišas,къап
458,Sack::N,maišas,дарваг
459,Tasse::N,puodukas,пижан
460,Tasse::N,puodukas,пинжан
461,Tasse::N,puodukas,инкираччатӏи
462,Tasse::N,puodukas,цинцилттал бушкъап
463,Topf::N,puodas,кӏункӏур
464,Kessel::N,katilas,чаг
465,Kessel::N,katilas,кӏункӏур
466,Essen::N,valgis,дукия
467,Essen::N,valgis,дукин
468,Nahrung::N,penas,дукра
469,Nahrung::N,maistas,дукра
470,Speise::N,patiekalas,дукра
471,Fleisch::N,mėsa,дикӏ
472,Getreide::N,javai,къама
473,Brei::N,košė,ккурч
474,Brot::N,duona,ччатӏ
475,Scheibe::N,riekė,парча
476,Fett::N,taukai,аьгъушиву
477,Fett::N,riebalai,аьгъушиву
478,Butter::N,sviestas,нагь
479,Butter::N,sviestas,лагаву
480,Öl::N,aliejus,
481,Salz::N,druska,цӏву
482,Suppe::N,sriuba,накь
483,Honig::N,medus,ницӏ
484,Milch::N,pienas,накӏ
485,Tee::N,arbata,чяй
486,Leder::N,oda,бурчу
487,Wolle::N,vilna,ппал
488,Stoff::N,audeklas,янна
489,Nadel::N,adata,ххалаххи
490,Faden::N,gija,ххал
491,Faden::N,siūlas,ххал
492,Knopf::N,saga,банд
493,Knoten::N,mazgas,къурхъ
494,Farbe::N,dažai,сир
495,Kleidung::N,rūbai,янна
496,Kleidung::N,rūbai,лаххия
497,Kleidung::N,drabužiai,янна
498,Kleidung::N,drabužiai,лаххия
499,Hemd::N,marškiniai,гьухъа
500,Kragen::N,apykaklė,дарвач
501,Ärmel::N,rankovė,кахха
502,Hose::N,kelnės,хӏажак
503,Gürtel::N,juosta,мухӏлу
504,Gürtel::N,diržas,мухӏлу
505,Mütze::N,kepurė,кьяпа
506,Schuh::N,batas,
507,Stiefel::N,auliniai batai,чакма
508,Ring::N,žiedas,кӏисса
509,Band::N,kaspinas,линт
510,Kamm::N,šukos,ттарал
511,Spiegel::N,veidrodis,дагьани
512,Riemen::N,diržas,эн
513,Schnur::N,virvė,хьхьа
514,Leine::N,pavadėlis,
515,Decke::N,antklodė,виргъан
516,Kissen::N,pagalvė,кӏаралу
517,Kissen::N,priegalvis,кӏаралу
518,Tuch::N,skarelė,карщи
519,Handtuch::N,rankšluostis,калихьу
520,Handtuch::N,rankšluostis,лажинлихьу
521,Kraft::N,jėga,эллаж
522,Stärke::N,stiprumas,гуж
523,Gesundheit::N,sveikata,цӏуллу-сагъшиву
524,Krankheit::N,liga,къашайшиву
525,Schmerz::N,skausmas,къюву
526,Wunde::N,žaizda,щаву
527,Fieber::N,karštis,кӏиришиву
528,Arznei::N,vaistas,дару
529,Brücke::N,tiltas,ламу
530,Brunnen::N,šulinys,къуй
531,Weide::N,ganykla,бизантту
532,Weide::N,gluosnis,бизантту
533,Pfad::N,takas,жегъир ххуллу
534,Weg::N,kelias,ххуллу
535,Straße::N,gatvė,ххуллу
536,Dorf::N,kaimas,щар
537,Dorf::N,kaimas,шяравалу
538,Dorf::N,sodžius,щар
539,Dorf::N,sodžius,шяравалу
540,Stadt::N,miestas,шагьру
541,Brief::N,laiškas,чагъар
542,Buch::N,knyga,лу
543,Buchstabe::N,raidė,хӏарп
544,Zeitung::N,laikraštis,кказит
545,Leben::N,gyvybė,оьрму
546,Leben::N,gyvenimas,оьрму
547,Tod::N,mirtis,ажал
548,Tod::N,mirtis,бивкӏу
549,Tod::N,mirtis,ивчӏаву
550,Grab::N,kapas,гьав
551,Kirche::N,bažnyčia,килиса
552,Sünde::N,nuodėmė,бунагъ
553,Sünde::N,nusidėjimas,бунагъ
554,Gott::N,dievas,зал
555,Arbeiter::N,darbininkas,зузала
556,Chef::N,šefas,ялувма
557,Chef::N,vadovas,ялувма
558,Chef::N,viršininkas,ялувма
559,Meister::N,meistras,усттар
560,Arzt::N,gydytojas,хӏакин
561,Lehrer::N,mokytojas,учитель
562,Geld::N,pinigai,арцу
563,Geschäft::N,biznis,даву
564,Laden::N,krautuvė,ттучан
565,Laden::N,parduotuvė,ттучан
566,Preis::N,kaina,багъа
567,Ware::N,prekė,хъус
568,Nutzen::N,nauda,хайр
569,Nutzen::N,nauda,мюнпат
570,Nutzen::N,pelnas,хайр
571,Nutzen::N,pelnas,мюнпат
572,Reichtum::N,turtas,давлат
573,Reichtum::N,turtas,аваданшиву
574,Welt::N,pasaulis,дуниял
575,Land::N,žemė,билаят
576,Land::N,šalis,билаят
577,Staat::N,valstija,паччахӏлугъ
578,König::N,karalius,
579,Macht::N,galia,власть
580,Macht::N,valdžia,власть
581,Grenze::N,riba,дазу
582,Grenze::N,siena,дазу
583,Krieg::N,karas,дяъви
584,Feind::N,priešas,душман
585,Gewalt::N,jėga,къия
586,Gewalt::N,smurtas,къия
587,Gewalt::N,prievarta,къия
588,Kampf::N,kova,лачӏуи уккаву
589,Bogen[Waffe]::N,lankas,ккуртта
590,Pfeil::N,strėlė,чӏатӏаракӏ
591,Gewehr::N,šautuvas,ттупанг
592,Fehler::N,klaida,гъалатӏ
593,Lüge::N,melas,щялмахъ
594,Schaden::N,nuostolis,зарал
595,Schaden::N,apgadinimas,зарал
596,Unglück::N,nelaimė,бала
597,Schuld::N,kaltė,тахсир
598,Alter::N,amžius,оьрму
599,Schluss::N,pabaiga,ахир
600,Zeit::N,laikas,чӏун
601,Tag::N,diena,кьини
602,Morgen::N,rytas,кӏюрх
603,Mittag::N,vidurdienis,ахттайн
604,Mittag::N,vidurdienis,дяахттайн
605,Mittag::N,vidurdienis,ахттайн чӏун
606,Abend::N,vakaras,маркӏачӏан
607,Nacht::N,naktis,хьхьу
608,Woche::N,savaitė,нюжмар
609,Monat::N,mėnuo,барз
610,Jahr::N,metai,шин
611,Frühling::N,pavasaris,инт
612,Sommer::N,vasara,гъи
613,Herbst::N,ruduo,ссут
614,Winter::N,žiema,кӏи
615,Januar::N,sausis,цалчинмур барз
616,Februar::N,vasaris,кӏилчинмур барз
617,März::N,kovas,шамилчинмур барз
618,April::N,balandis,апрель
619,April::N,balandis,мукьилчинмур барз
620,Mai::N,gegužė,май
621,Mai::N,gegužė,ххюлчинмур барз
622,Juni::N,birželis,июнь
623,Juni::N,birželis,ряххилчинмур барз
624,Juli::N,liepa,июль
625,Juli::N,liepa,Арулчинмур барз
626,August::N,rugpjūtis,мяйлчинмур барз
627,September::N,rugsėjis,урчӏилчинмур барз
628,Oktober::N,spalis,ацӏилчинмур барз
629,November::N,lapkritis,ацӏния цалчинмур барз
630,Dezember::N,gruodis,ацӏния кӏилчинмур барз
631,Montag::N,pirmadienis,итин
632,Montag::N,pirmadienis,итин кьини
633,Dienstag::N,antradienis,тталат
634,Dienstag::N,antradienis,тталат кьини
635,Mittwoch::N,trečiadienis,арвахӏ
636,Donnerstag::N,ketvirtadienis,хамис
637,Freitag::N,penktadienis,нюжмар
638,Freitag::N,penktadienis,нюжмар кьини
639,Samstag::N,šeštadienis,ххуллун
640,Samstag::N,šeštadienis,ххуллун кьини
641,Sonntag::N,sekmadienis,алхӏат
642,Sonntag::N,sekmadienis,алхӏат кьини
643,groß::A,didis,бугъарасса
644,groß::A,didelis,бугъарасса
645,klein::A,mažas,чӏивисса
646,lang::A,ilgas,лахъисса
647,kurz::A,trumpas,кутӏасса
648,breit::A,platus,уттасса
649,schmal::A,smulkus,уттакӏюласса
650,dicht::A,tankus,ццунсса
651,dick[Gegenstand]::A,storas,ганзсса
652,dünn::A,plonas,кӏюласса
653,fein::A,smulkus,
654,fest::A,kietas,цӏакьсса
655,fest::A,kietas,кьянкьасса
656,fest::A,tvirtas,цӏакьсса
657,fest::A,tvirtas,кьянкьасса
658,flach::A,lėkštas,баягъисса
659,flach::A,lėkštas,цӏубакъасса
660,flach::A,lėkštas,куртӏ дакъасса
661,flach::A,plokščias,баягъисса
662,flach::A,plokščias,цӏубакъасса
663,flach::A,plokščias,куртӏ дакъасса
664,glatt::A,slidus,дюрчӏусса
665,hart::A,kietas,кьянкьасса
666,weich::A,minkštas,кӏукӏлусса
667,rund::A,apvalus,ккурккисса
668,rund::A,apskritas,ккурккисса
669,spitz::A,aštrus,ярксса
670,spitz::A,aštrus,дайлсса
671,spitz::A,aštrus,мицӏ бусса
672,spitz::A,smailus,ярксса
673,spitz::A,smailus,дайлсса
674,spitz::A,smailus,мицӏ бусса
675,scharf::A,aštrus,ярксса
676,scharf::A,aštrus,дайлсса
677,scharf::A,aštrus,мицӏ бусса
678,stumpf::A,bukas,къуркъасса
679,stumpf::A,atšipęs,къуркъасса
680,schwer::A,sunkus,кӏусса
681,schön::A,gražus,аьнтӏикӏасса
682,heiß::A,karštas,кӏирисса
683,warm::A,šiltas,гъелисса
684,kalt::A,šaltas,дяркъусса
685,kühl::A,vėsus,дюхлулсса
686,kühl::A,bejausmis,дюхлулсса
687,frisch::A,šviežias,цӏусса
688,feucht::A,drėgnas,атилсса
689,feucht::A,drėgnas,хъавтусса
690,nass::A,šlapias,атилсса
691,nass::A,šlapias,хъавтусса
692,trocken::A,sausas,кьавкьсса
693,trocken::A,sausas,кьакьан бувсса
694,voll::A,pilnas,бувцӏусса
695,leer::A,tuščias,бачӏвасса
696,offen::A,atviras,тӏивтӏусса
697,geschlossen::A,uždaras,лавкьусса
698,geschlossen::A,uždarytas,лавкьусса
699,sauber::A,švarus,марцӏсса
700,schmutzig::A,nešvarus,чапалсса
701,schmutzig::A,purvinas,чапалсса
702,roh::A,žalias,шакъавхьсса
703,reif::A,prinokęs,дирсса
704,reif::A,pribrendęs,дирсса
705,lecker::A,gardus,нахӏусса
706,lecker::A,gardus,тӏааьнсса
707,süß::A,saldus,нацӏусса
708,bitter::A,kartus,кьурчӏисса
709,sauer::A,gižus,туршсса
710,sauer::A,rūgštus,туршсса
711,hell::A,šviesus,чаннасса
712,hell::A,skaistus,чаннасса
713,dunkel::A,tamsus,цӏансса
714,schwarz::A,juodas,лухӏисса
715,weiß::A,baltas,кӏяласса
716,rot::A,raudonas,ятӏулсса
717,gelb::A,geltonas,хъахъисса
718,blau::A,mėlynas,някӏсса
719,grün::A,žalias,щюлисса
720,grau::A,pilkas,оьрусса
721,bunt::A,margas,оьрчӏикӏурисса
722,bunt::A,spalvotas,оьрчӏикӏурисса
723,billig::A,pigus,кьювкьусса
724,teuer::A,brangus,ххирасса
725,wertvoll::A,vertingas,багьасса
726,blind::A,aklas,мурчӏисса
727,taub::A,kurčias,къюкӏсса
728,kräftig::A,stiprus,гужсса
729,stark::A,stiprus,кьянкьасса
730,schwach::A,silpnas,заэвсса
731,fett::A,riebus,бучсса
