,Concept_ID,kl,es
142,Weide[Baum]::N,palleq,sauce
143,Tanne::N,orsuerneq,abeto
144,Horn::N,nassuk,asta
145,Horn::N,nassuk,cuerno
146,Feder::N,suluk,pluma
147,Fell::N,ameq,piel
148,Flügel::N,suluk,ala
149,Flügel::N,isaroq,ala
150,Klaue::N,kukik,garra
151,Kralle::N,kukik,uña
152,Kralle::N,kukik,garra
153,Schwanz::N,pamioq,cola
154,Schwanz::N,paperuusaq,cola
155,Ei::N,mannik,huevo
156,Nest::N,ullut,nido
157,Bau::N,ini,madriguera
158,Tier::N,uumasoq,animal
159,Herde::N,unguukkat,rebaño
160,Kuh::N,ussik,vaca
161,Bulle::N,angukulak,toro
162,Bulle::N,anguteralak,toro
163,Bulle::N,angutikulooq,toro
164,Schaf::N,sava,oveja
165,Schwein::N,puuluki,cerdo
166,Hund::N,qimmeq,perro
167,Katze::N,puisaaq,gato
168,Bär::N,allaq,oso
169,Eichhörnchen::N,sissinnguaq,ardilla
170,Fuchs::N,terianniaq,zorro
171,Hase::N,ukaleq,liebre
172,Maus::N,teriannguaq,ratón
173,Wolf::N,amaroq,lobo
174,Vogel::N,timmiaq,ave
175,Vogel::N,timmiaq,pájaro
176,Huhn::N,kukkukooq,gallina
177,Huhn::N,marloraaqaaq,gallina
178,Hahn::N,kiasiusaq,gallo
179,Gans::N,nerleq,oca
180,Gans::N,nerleq,ganso
181,Adler::N,nattoralik,águila
182,Eule::N,uppik,lechuza
183,Kranich::N,qorlorfik,grulla
184,Krähe::N,tuluatsiaq,corneja
185,Kuckuck::N,kukkooq,cuco
186,Schwan::N,qussuk,cisne
187,Fisch::N,aalisagaq,pez
188,Schlange[Tier]::N,pulateriarsuk,serpiente
189,Schlange[Tier]::N,pulateriaarsuk,serpiente
190,Spinne::N,aasiaq,araña
191,Spinne::N,nissavaarsuk,araña
192,Ameise::N,uniaaluk,hormiga
193,Laus::N,kumak,piojo
194,Mücke::N,ippernaq,mosquito
195,Fliege::N,ippernaq,mosca
196,Schmetterling::N,paluaq,mariposa
197,Schmetterling::N,pakkaluaq,mariposa
198,Schmetterling::N,utsuppaluaq,mariposa
199,Schmetterling::N,taqaleqisaaq,mariposa
200,Beere::N,paarmaq,baya
201,Beere::N,paarngaq,baya
202,Apfel::N,iipili,manzana
203,Pilz::N,anngiusaq,seta
204,Pilz::N,anngiusaq,hongo
205,Zwiebel::N,uanitsoq,cebolla
206,Saat::N,naatsiiassaq,siembra
207,Korn::N,maannineq,grano
208,Schale::N,niutsivik,cáscara
209,Schale::N,ilulissaq qaartussaq,cáscara
210,Grube::N,itersaq,foso
211,Falle::N,pualavoq,trampa
212,Schlinge::N,orseq,lazo
213,Schlinge::N,norloq,lazo
214,Spur::N,tumaa,huella
215,Asche::N,arsat,ceniza
216,Dreck::N,minguk,suciedad
217,Eisen::N,savimineq,hierro
218,Eisen::N,saffiugassaq,hierro
219,Gold::N,kuulti,oro
220,Silber::N,siilviuvoq,plata
221,Kohle::N,aamarsuit aamaruutissat,carbón
222,Glas::N,igalaaq,vidrio
223,Glas::N,igalaaq,cristal
224,Glas::N,imertarfik,vidrio
225,Glas::N,imertarfik,cristal
226,Glas::N,igalaamineq,vidrio
227,Glas::N,igalaamineq,cristal
228,Lehm::N,marraq,barro
229,Sand::N,sioqqat,arena
230,Mensch::N,inuk,hombre
231,Mensch::N,inuk,ser humano
232,Mensch::N,silamiu,hombre
233,Mensch::N,silamiu,ser humano
234,Mann::N,angut,hombre
235,Frau::N,arnaq,mujer
236,Kind::N,meeraq,niño
237,Junge::N,nukappiaraq,chico
238,Junge::N,nukappiaraq,muchacho
239,Mädchen::N,arnannguaq,chica
240,Mädchen::N,arnannguaq,muchacha
241,Familie::N,ilaqutakka,familia
242,Familie::N,ilaqutariit,familia
243,Großvater::N,aatak,abuelo
244,Großmutter::N,aanaq,abuela
245,Eltern::N,angajoqqaat,padres
246,Vater::N,ataata,padre
247,Vater::N,ataataq,padre
248,Mutter::N,anaana,madre
249,Sohn::N,erneq,hijo
250,Tochter::N,panik,hija
251,Bruder::N,ani,hermano
252,Bruder::N,aqqaluk,hermano
253,Bruder::N,qatanngut,hermano
254,Schwester::N,naja,hermana
255,Schwester::N,aleqa,hermana
256,Schwester::N,qatanngut,hermana
257,Onkel::N,akkak,tío
258,Tante::N,aja,tía
259,Tante::N,ajak,tía
260,Tante::N,atsak,tía
261,Ehemann::N,ui,esposo
262,Ehefrau::N,nuliaq,esposa
263,Freude::N,tipaatsussuseq,placer
264,Freude::N,tipaatsussuseq,alegría
265,Gelächter::N,illaq,risa
266,Gelächter::N,illaq,carcajada
267,Glück::N,usornaat,felicidad
268,Glück::N,usornarsuseq,felicidad
269,Wunsch::N,kissaat,deseo
270,Lust::N,illigussuseq,ganas
271,Lust::N,piummaseq,ganas
272,Geist::N,anerneq,mente
273,Geist::N,anerneq,espíritu
274,Geist::N,toornaq,mente
275,Geist::N,toornaq,espíritu
276,Gedanke::N,isumassaq,idea
277,Gedanke::N,isumassaq,pensamiento
278,Gedächtnis::N,eqqaamannissuseq,memoria
279,Verstand::N,isuma,razón
280,Verstand::N,isuma,entendimiento
281,Verstand::N,sianissut,razón
282,Verstand::N,sianissut,entendimiento
283,Verstand::N,misigissut,razón
284,Verstand::N,misigissut,entendimiento
285,Verstand::N,sianissuseq,razón
286,Verstand::N,sianissuseq,entendimiento
287,Verstand::N,silaqassuseq,razón
288,Verstand::N,silaqassuseq,entendimiento
289,Sinn::N,isuma,sentido
290,Sinn::N,isuma,significado
291,Grund::N,patsit,causa
292,Wahrheit::N,sallusuissut,verdad
293,Märchen::N,oqalualaarut,cuento
294,Märchen::N,oqaluasaaq,cuento
295,Erzählung::N,oqaluttuaq,cuento
296,Erzählung::N,oqaluttuaq,narración
297,Nachricht::N,oqaassut,mensaje
298,Nachricht::N,oqqersuut,mensaje
299,Neuigkeit::N,tusarnartaq,noticia
300,Name::N,ateq,nombre
301,Rätsel::N,nalorsitsaarut,acertijo
302,Rätsel::N,nalorsitsaarut,adivinanza
303,Rede::N,oqaluuseq,discurso
304,Sprache::N,oqaatsit,lengua
305,Stimme::N,erinaq,voz
306,Stimme::N,qarluuseq,voz
307,Wort::N,oqaasii,palabra
308,Zeichen::N,nalunaaqqut,señal
309,Ruf::N,qaaqqussut,llamada
310,Lärm::N,perpaluk,ruido
311,Lärm::N,perpaluk,barullo
312,Laut::N,torsukattak,sonido
313,Ton::N,erinaq,tono
314,Lied::N,taalliaq,canción
315,Lied::N,erinarsuut,canción
316,Ruhe::N,qatsunganeq,calma
317,Ruhe::N,qatsunganeq,silencio
318,Leute::N,inuiak,gente
319,Leute::N,inuiaqatigiit,gente
320,Volk::N,inuiaat,pueblo
321,Arbeit::N,suliaq,trabajo
322,Gast::N,qaaqqusaq,huésped
323,Gast::N,qaaqqusaq,invitado
324,Geschenk::N,pajugut,regalo
325,Hilfe::N,annertoqqut,ayuda
326,Hilfe::N,annertoqqut,socorro
327,Freund::N,tiliaq,amigo
328,Freund::N,ikinngut,amigo
329,Kamerad::N,tiliaq,camarada
330,Kamerad::N,tiliaq,compañero
331,Kamerad::N,ikinngut,camarada
332,Kamerad::N,ikinngut,compañero
333,Art::N,ileqquuseq,tipo
334,Art::N,ileqquuseq,clase
335,Stück::N,nakkaalaniku,pieza
336,Teil::N,tassiaasat,parte
337,Hälfte::N,affaq,mitad
338,Kreis::N,kaajaluinneq or kaajaluitsoq,círculo
339,Kreuz::N,sanningasulik,cruz
340,Linie::N,tittaq,línea
341,Linie::N,titarneq,línea
342,Abstand::N,aku,distancia
343,Abstand::N,ikiaq,distancia
344,Entfernung::N,asi,distancia
345,Gegend::N,nuna,región
346,Gegend::N,nuna,comarca
347,Platz::N,ini,espacio
348,Platz::N,inissaq,espacio
349,Ort::N,sumiiffik,sitio
350,Seite::N,saneraq,lado
351,Seite::N,saneraq,costado
352,Mitte::N,qiteq,medio
353,Mitte::N,qiteq,centro
354,Sache::N,pigisaq,cosa
355,Rand::N,sini,borde
356,Rand::N,akerfineq,borde
357,Kante::N,akerfineq,borde
358,Ecke::N,teqeqqoq,esquina
359,Ecke::N,tikeqqoq,esquina
360,Spitze::N,inngik,punta
361,Ende::N,isu,cabo
362,Ende::N,isu,extremo
363,Loch::N,putu,agujero
364,Loch::N,putu,abertura
365,Winkel::N,teqeqqorissaat,ángulo
366,Muster::N,ilisserut,dibujo
367,Größe::N,angissuseq,tamaño
368,Länge::N,takissuseq,longitud
369,Gewicht::N,oqimaalutaq,peso
370,Menge::N,amerlassuseq,cantidad
371,Haufen::N,eqimattat,montón
372,Reihe::N,allunaasaq,fila
373,Boot::N,qajaq,bote
374,Boot::N,qajaq,barca
375,Boot::N,angallat,bote
376,Boot::N,angallat,barca
377,Boot::N,umiatsiaq,bote
378,Boot::N,umiatsiaq,barca
379,Ruder::N,iput,remo
380,Schlitten::N,qamutit,trineo
381,Schlitten::N,qimusseq,trineo
382,Ski::N,ataarut,esquí
383,Last::N,nammagaq,carga
384,Schritt::N,allorneq,paso
385,Norden::N,avannaq,norte
386,Süden::N,qava,sur
387,Süden::N,kujat,sur
388,Süden::N,kujataa,sur
389,Westen::N,kitaa,oeste
390,Osten::N,kangi,este
391,Holz::N,qisuk,madera
392,Brett::N,salliligaq,tabla
393,Platte::N,qaateq,placa
394,Platte::N,qaateq,plancha
395,Stütze::N,ajagutaq,sostén
396,Stütze::N,ajagutaq,soporte
397,Stütze::N,ajaagutaq,sostén
398,Stütze::N,ajaagutaq,soporte
399,Stange::N,kaaviffik,vara
400,Stange::N,kaaviffik,percha
401,Stock::N,ajaappissat,palo
402,Stock::N,ajaappissat,bastón
403,Stab::N,ajaappissat,vara
404,Stab::N,ajaappissat,bastón
405,Rohr::N,sullulik,tubo
406,Haus::N,illu,casa
407,Ofen::N,kissarsuut,estufa
408,Fußboden::N,nateq,suelo
409,Tisch::N,allattarfik,mesa
410,Stuhl::N,issiavik,silla
411,Stuhl::N,issiaffik,silla
412,Wiege::N,uaasoq,cuna
413,Bett::N,nallavik,cama
414,Regal::N,ilisivik,estantería
415,Kiste::N,sakissat,caja
416,Kiste::N,illerfiusaq,caja
417,Fenster::N,aki,ventana
418,Fenster::N,igalaaq,ventana
419,Tür::N,matu,puerta
420,Tor::N,isaaffik,puerta
421,Zaun::N,saputit,valla
422,Zaun::N,saputit,cercado
423,Dach::N,qaliaq,techo
424,Dach::N,qaliaq,tejado
425,Leiter::N,tummeqqat,escalera
426,Leiter::N,majuartarfiit,escalera
427,Besen::N,saligutit,escoba
428,Spaten::N,nivaataq,pala
429,Schaufel::N,nivaataq,pala
430,Schaufel::N,nivaataq,paleta
431,Gabel::N,qilluaq,tenedor
432,Gabel::N,ajassaatit,tenedor
433,Löffel::N,alussaat,cuchara
434,Messer::N,savik,cuchillo
435,Nagel::N,kukik,clavo
436,Netz::N,anguffaseq,red
437,Haken::N,nissik,gancho
438,Haken::N,nissik,corchete
439,Haken::N,qarsorsaq,gancho
440,Haken::N,qarsorsaq,corchete
441,Haken::N,qarsorsartoq,gancho
442,Haken::N,qarsorsartoq,corchete
443,Griff::N,ipi,asa
444,Griff::N,ipi,mango
445,Schloss::N,illussaarsuaq,cerradura
446,Bild::N,assiliaq,imagen
447,Figur::N,kisitsit,figura
448,Puppe::N,inuusaq,muñeca
449,Bündel::N,qilertaq,haz
450,Tasche::N,pooqattaq,bolso
451,Deckel::N,matu,tapa
452,Deckel::N,matu,tapadera
453,Geschirr::N,anut,vajilla
454,Tasse::N,tiitorfik,taza
455,Tasse::N,tiitorfiup ilorlia,taza
456,Topf::N,qoqqoq,olla
457,Topf::N,qoqqoq,marmita
458,Kessel::N,uunnaavik,caldera
459,Essen::N,igaaq,comida
460,Nahrung::N,neqissaq,alimento
461,Speise::N,nerisassat,plato
462,Fleisch::N,neqi,carne
463,Getreide::N,maannineq,cereales
464,Brot::N,iffit,pan
465,Brot::N,iffiaq,pan
466,Scheibe::N,igalaassiaq,lonja
467,Scheibe::N,igalaassiaq,rebanada
468,Fett::N,tarnutissaq,grasa
469,Fett::N,tarnutissiaq,grasa
470,Butter::N,punneq,mantequilla
471,Öl::N,uulia,aceite
472,Salz::N,taratsut,sal
473,Suppe::N,qajoq,sopa
474,Honig::N,tungusunnitsuut,miel
475,Milch::N,immuk,leche
476,Tee::N,tii,té
477,Tee::N,teeq,té
478,Wolle::N,nuersagassiaq,lana
479,Stoff::N,milliaq,tela
480,Stoff::N,milliaq,tejido
481,Stoff::N,qarlissiaq,tela
482,Stoff::N,qarlissiaq,tejido
483,Nadel::N,meqqut,aguja
484,Faden::N,ujalussiaq,hilo
485,Knopf::N,attat,botón
486,Knoten::N,akeroq,nudo
487,Knoten::N,qilerneq,nudo
488,Farbe::N,qalipaat,pintura
489,Kleidung::N,atisat,ropa
490,Kleidung::N,atisat,vestidos
491,Kleidung::N,annoraaq,ropa
492,Kleidung::N,annoraaq,vestidos
493,Hemd::N,ilupaaq,camisa
494,Kragen::N,qungasiinnaq,cuello
495,Ärmel::N,aaq,manga
496,Hose::N,qarliit,pantalón
497,Gürtel::N,qiterut,cinturón
498,Gürtel::N,unngersaq,cinturón
499,Mütze::N,nasaq,gorro
500,Schuh::N,skuu,zapato
501,Schuh::N,ikernuk,zapato
502,Schuh::N,ateraasaq,zapato
503,Stiefel::N,kamik,bota
504,Ring::N,assammiu,anillo
505,Band::N,qilerutissiaq,cinta
506,Kamm::N,illaagutit,peine
507,Kamm::N,illaajaatit pl.,peine
508,Spiegel::N,tarrarsuut,espejo
509,Riemen::N,allunaaq,correa
510,Schnur::N,kujaaq,cuerda
511,Schnur::N,allunaasaq,cuerda
512,Leine::N,aleq,correa
513,Decke::N,qipik,manta
514,Kissen::N,akit,almohada
515,Tuch::N,qarlissiaq,pañuelo
516,Handtuch::N,allarut,toalla
517,Handtuch::N,allarterut,toalla
518,Kraft::N,pissak,fuerza
519,Stärke::N,qerattarsaat,fuerza
520,Gesundheit::N,peqqisusseq,salud
521,Krankheit::N,nappaat,enfermedad
522,Schmerz::N,anniaat,dolor
523,Wunde::N,iki,llaga
524,Wunde::N,iki,herida
525,Fieber::N,nappaat qanimanartoq,fiebre
526,Arznei::N,imigassaq,medicina
527,Arznei::N,imigassaq,medicamento
528,Brücke::N,ikaartarfik,puente
529,Brunnen::N,tissaluttuliaq,pozo
530,Weide::N,masarsuk,pasto
531,Pfad::N,aqqut,sendero
532,Weg::N,aggerfik,camino
533,Straße::N,aqqusineq,vía
534,Straße::N,aqqusineq,carretera
535,Dorf::N,nunaqarfik,aldea
536,Dorf::N,nunaqarfik,pueblo
537,Stadt::N,illorpaat,ciudad
538,Stadt::N,illorpalik,ciudad
539,Brief::N,allagarsiaq,carta
540,Buch::N,atuakkat,libro
541,Buch::N,mappersagaq,libro
542,Buchstabe::N,naqinneq,letra
543,Buchstabe::N,naqinneq,carácter
544,Zeitung::N,aviisi,diario
545,Zeitung::N,aviisi,periódico
546,Leben::N,inuussuseq,vida
547,Tod::N,toqu,muerte
548,Tod::N,toquneq,muerte
549,Grab::N,iliveq,tumba
550,Grab::N,iliveq,sepulcro
551,Grab::N,illissat,tumba
552,Grab::N,illissat,sepulcro
553,Kirche::N,oqaluffik,iglesia
554,Sünde::N,ajorti,pecado
555,Arbeiter::N,sulisoq,obrero
556,Arbeiter::N,sulisoq,trabajador
557,Chef::N,ittoqut,jefe
558,Meister::N,naalagaq,maestro
559,Arzt::N,katsorsaasoq,médico
560,Lehrer::N,ilinniartitsisoq,profesor
561,Geld::N,aningaasat,dinero
562,Geschäft::N,niuertarfik,negocio
563,Laden::N,niuertarfik,tienda
564,Preis::N,aki,precio
565,Ware::N,qaliata pii,mercancía
566,Ware::N,nioqqutissaq,mercancía
567,Nutzen::N,iluaqut,provecho
568,Welt::N,nunarsuaq,mundo
569,Land::N,nuna,país
570,König::N,kunngi,rey
571,Macht::N,pissaassuseq,poder
572,Macht::N,pissaassuseq,potencia
573,Grenze::N,killik,frontera
574,Krieg::N,sorsunneq,guerra
575,Feind::N,akeraq,enemigo
576,Feind::N,akerartorti,enemigo
577,Feind::N,qinngarsuisoq,enemigo
578,Kampf::N,sorsunneq,lucha
579,Kampf::N,sorsunneq,combate
580,Pfeil::N,qalugiusaq,flecha
581,Gewehr::N,aallaat,fusil
582,Gewehr::N,aallaat,escopeta
583,Fehler::N,kukkuneq,error
584,Fehler::N,paarlaappaa,error
585,Unglück::N,perluut,desgracia
586,Schuld::N,akiitsugaq,culpa
587,Schuld::N,akiligassaq,culpa
588,Alter::N,utoqqaq,edad
589,Schluss::N,isu,fin
590,Schluss::N,isu,final
591,Zeit::N,ulloq,tiempo
592,Zeit::N,akuttoqatigiinneq,tiempo
593,Tag::N,ulloq,día
594,Morgen::N,ullaaq,mañana
595,Mittag::N,ulloqeqqa,mediodía
596,Abend::N,unnuk,noche
597,Nacht::N,unnuaq,noche
598,Woche::N,sapaatip akunnera,semana
599,Monat::N,qaammat,mes
600,Jahr::N,ukioq,año
601,Frühling::N,upernaaq,primavera
602,Sommer::N,aasaq,verano
603,Herbst::N,ukiaq,otoño
604,Winter::N,ukioq,invierno
605,Januar::N,siulleeq,enero
606,Januar::N,qaammaliaq,enero
607,Februar::N,aarlaat,febrero
608,März::N,marsi,marzo
609,März::N,martsi,marzo
610,Mai::N,maaji,mayo
611,Juni::N,juuni,junio
612,Juli::N,juuli,julio
613,August::N,aggusti,agosto
614,September::N,septembari,septiembre
615,Oktober::N,oktobari,octubre
616,November::N,novembari,noviembre
617,Dezember::N,detsembari,diciembre
618,Montag::N,ataasinngortoq,lunes
619,Dienstag::N,marlunngorneq,martes
620,Mittwoch::N,pingasunngorneq,miércoles
621,Donnerstag::N,sisamanngorneq,jueves
622,Freitag::N,tallimanngorneq,viernes
623,Samstag::N,arfininngorneq,sábado
624,Sonntag::N,sapaat,domingo
625,Sonntag::N,sapaati,domingo
626,groß::A,angivoq,grande
627,klein::A,mikivoq,pequeño
628,lang::A,takisooq,largo
629,kurz::A,naatsoq,corto
630,breit::A,silippoq,ancho
631,schmal::A,amitsoq,estrecho
632,dicht::A,torsusooq,denso
633,dick[Gegenstand]::A,issuvoq,grueso
634,dick[Gegenstand]::A,issusooq,grueso
635,dünn::A,amitsoq,fino
636,dünn::A,amitsoq,delgado
637,fein::A,mamarpoq,fino
638,fein::A,mamarpoq,delicado
639,fest::A,tangeqarpoq,firme
640,fest::A,tangeqarpoq,sólido
641,flach::A,nalimmappoq,plano
642,glatt::A,quasak,liso
643,hart::A,mattusooq,duro
644,hart::A,manngerpoq,duro
645,hart::A,titeqquluppoq,duro
646,weich::A,nerumaarpoq,muelle
647,rund::A,ammallorippoq,redondo
648,spitz::A,qummukujooq,agudo
649,spitz::A,qummukujooq,apuntado
650,scharf::A,ipippoq,agudo
651,scharf::A,ipippoq,afilado
652,stumpf::A,anngerpoq,sin filo
653,schwer::A,oqimaappoq,pesado
654,schön::A,kusanarpoq,bello
655,schön::A,kusanarpoq,hermoso
656,heiß::A,kiappoq,caluroso
657,warm::A,oqorpoq,cálido
658,warm::A,oqorpoq,caliente
659,kalt::A,issippoq,frío
660,kühl::A,pueqqortippoq,fresco
661,feucht::A,isugutavoq,húmedo
662,feucht::A,qaasernarpoq,húmedo
663,nass::A,imerorpoq,mojado
664,trocken::A,panerpoq,seco
665,voll::A,ulikkaarpoq,lleno
666,leer::A,imaattuarpoq,vacío
667,offen::A,ammavoq,abierto
668,geschlossen::A,matuvoq,cerrado
669,sauber::A,eqqippoq,limpio
670,sauber::A,sukuluippoq,limpio
671,sauber::A,ipeqanngilaq,limpio
672,schmutzig::A,tapappoq,sucio
673,schmutzig::A,minguppoq,sucio
674,roh::A,aapavoq,crudo
675,reif::A,qaarulerpoq,maduro
676,süß::A,tungusunnippoq,dulce
677,bitter::A,qasilippoq,amargo
678,hell::A,qaamavoq,claro
679,dunkel::A,qernerpoq,oscuro
680,schwarz::A,qernerpoq,negro
681,weiß::A,qaqorpoq,blanco
682,rot::A,aappaluppoq,rojo
683,gelb::A,sungaarpoq,amarillo
684,blau::A,tungujorpoq,azul
685,grün::A,qorsooqqippoq,verde
686,grau::A,qaserpoq,gris
687,billig::A,akikippoq,barato
688,wertvoll::A,erlinnarpoq,valioso
689,wertvoll::A,erlinnarpoq,precioso
690,blind::A,tappiippoq,ciego
691,blind::A,isigisaqanngilaq,ciego
692,taub::A,tusilarpoq,sordo
693,kräftig::A,pissaq,fuerte
694,kräftig::A,pissarsuaq,fuerte
695,stark::A,sanngivoq,fuerte
696,stark::A,sanngivoq,vigoroso
697,schwach::A,nakuippoq,débil
698,fett::A,pualavoq,obeso
699,schlank::A,tuappoq,esbelto
700,hübsch::A,aatsialaq,mono
701,hübsch::A,aatsialaq,guapo
702,böse::A,ajorpoq,malo
703,dumm::A,taqajak,tonto
704,dumm::A,taqajak,estúpido
705,dumm::A,sikkilluppoq,tonto
706,dumm::A,sikkilluppoq,estúpido
707,dumm::A,qaatusimasaqanngilaq,tonto
708,dumm::A,qaatusimasaqanngilaq,estúpido
709,faul::A,eqiasuppoq,vago
710,faul::A,eqiasuppoq,perezoso
711,faul::A,eqiattortuvoq,vago
712,faul::A,eqiattortuvoq,perezoso
713,fleißig::A,eqiasuippoq,aplicado
714,fleißig::A,eqiasuippoq,diligente
715,geizig::A,iasilaarpoq,avaro
716,geizig::A,tukkuippoq,avaro
717,klug::A,mallak,sensato
718,klug::A,mallak,inteligente
719,klug::A,ittanneq,sensato
720,klug::A,ittanneq,inteligente
721,klug::A,kutaappoq,sensato
722,klug::A,kutaappoq,inteligente
723,klug::A,kuttaappoq,sensato
724,klug::A,kuttaappoq,inteligente
725,klug::A,qarasagippoq,sensato
726,klug::A,qarasagippoq,inteligente
727,lieb::A,akisooq,querido
728,lustig::A,piikulavoq,alegre
729,sanft::A,isumagippoq,suave
730,hungrig::A,kaappoq,hambriento
731,hungrig::A,perlilerpoq,hambriento
732,krank::A,napparsimavoq,enfermo
733,traurig::A,aliasuppoq,triste
734,lebendig::A,uumavoq,vivo
735,lebendig::A,uumavoq,viviente
736,gut::A,ajunngilaq,bueno
737,schlecht::A,sualuppoq,malo
738,richtig::A,iluarpoq,justo
739,richtig::A,iluarpoq,correcto
740,schlimm::A,amiilaarnarpoq,malo
741,schlimm::A,amiilaarnarpoq,grave
742,wahr::A,ilumoorpoq,verídico
743,wahr::A,ilumoorpoq,verdadero
744,alt::A,pisoqaq,viejo
745,neu::A,nutaavoq,nuevo
746,alt[Lebewesen]::A,utoqqaq,viejo
747,jung::A,inuusuppoq,joven
748,jung::A,kingulliarsuk,joven
749,arm::A,piillasoq,pobre
