,Concept_ID,sk,cv
279,Verstand::N,rozum,ӑс-хакӑл
280,Sinn::N,zmysel,тупсӑм
281,Sinn::N,zmysel,пӗлтерӗш
282,Grund::N,dôvod,сӑлтав
283,Grund::N,príčina,сӑлтав
284,Wahrheit::N,pravda,чӑнлӑх
285,Gespräch::N,reč,калаҫу
286,Gespräch::N,rozhovor,калаҫу
287,Märchen::N,rozprávka,юмах
288,Erzählung::N,poviedka,акалав
289,Erzählung::N,poviedka,каласа пани
290,Nachricht::N,správa,хыпар
291,Neuigkeit::N,novinka,ҫӗнӗ хыпар
292,Name::N,meno,ят
293,Rätsel::N,záhada,сутмалли юмах
294,Rätsel::N,hádanka,сутмалли юмах
295,Rede::N,reč,сӑмах
296,Sprache::N,reč,чӗлхе
297,Sprache::N,jazyk,чӗлхе
298,Stimme::N,hlas,сасӑ
299,Wort::N,slovo,сӑмах
300,Zeichen::N,znak,паллӑ
301,Ruf::N,volanie,йыхрав
302,Ruf::N,volanie,чӗнӳ
303,Ruf::N,zavolanie,йыхрав
304,Ruf::N,zavolanie,чӗнӳ
305,Lärm::N,hluk,шав
306,Lärm::N,hurhaj,шав
307,Laut::N,zvuk,сасӑ
308,Ton::N,tón,сасӑ
309,Ton::N,zvuk,сасӑ
310,Lied::N,pieseň,юрӑ
311,Ruhe::N,pokoj,канӑҫлӑх
312,Ruhe::N,pokoj,лӑпкӑлӑх
313,Leute::N,ľudia,ҫамрӑксем
314,Leute::N,ľudia,ҫамрӑк ҫынсем
315,Volk::N,ľud,халӑх
316,Volk::N,národ,халӑх
317,Arbeit::N,práca,ӗҫхӗл
318,Arbeit::N,práca,ӗҫлев
319,Arbeit::N,robota,ӗҫхӗл
320,Arbeit::N,robota,ӗҫлев
321,Gast::N,hosť,хӑна
322,Geschenk::N,dar,парне
323,Geschenk::N,dar,кучченеҫ
324,Spiel::N,hra,вӑйӑ
325,Gesellschaft::N,spoločnosť,общество
326,Hilfe::N,pomoc,пулӑшу
327,Freund::N,priateľ,тус
328,Kamerad::N,kamarát,юлташ
329,Kamerad::N,kamarát,тус
330,Angelegenheit::N,vec,ӗҫ
331,Angelegenheit::N,záležitosť,ӗҫ
332,Anzahl::N,počet,йыш
333,Anzahl::N,počet,хисеп
334,Anzahl::N,množstvo,йыш
335,Anzahl::N,množstvo,хисеп
336,Art::N,druh,тӗс
337,Stück::N,kus,татӑк
338,Stück::N,kúsok,татӑк
339,Teil::N,časť,пай
340,Hälfte::N,polka,ҫурӑ
341,Hälfte::N,polovica,ҫурӑ
342,Kreis::N,kruh,ункӑ
343,Kreis::N,kruh,ҫавракӑш
344,Kreuz::N,kríž,хӗрес
345,Linie::N,línia,йӗр
346,Strich::N,čiara,йӗр
347,Abstand::N,vzdialenosť,хушӑ
348,Entfernung::N,vzdialenosť,хушӑ
349,Gegend::N,kraj,вырӑн
350,Gegend::N,krajina,вырӑн
351,Platz::N,miesto,хутлӑх
352,Ort::N,miesto,вырӑн
353,Seite::N,bok,ен
354,Seite::N,bok,аяк
355,Seite::N,bok,айӑк
356,Seite::N,strana,ен
357,Seite::N,strana,аяк
358,Seite::N,strana,айӑк
359,Mitte::N,stred,варӑ
360,Gegenstand::N,predmet,япала
361,Sache::N,vec,япала
362,Rand::N,kraj,вӗҫ
363,Rand::N,kraj,хӗрӗ
364,Rand::N,kraj,хӗрри
365,Rand::N,okraj,вӗҫ
366,Rand::N,okraj,хӗрӗ
367,Rand::N,okraj,хӗрри
368,Kante::N,hrana,хайкача
369,Kante::N,hrana,хысак
370,Ecke::N,roh,кӗтес
371,Spitze::N,hrot,вӗҫ
372,Spitze::N,špička,вӗҫ
373,Ende::N,koniec,вӗҫ
374,Loch::N,diera,шӑтӑк
375,Winkel::N,kút,кӗтес
376,Muster::N,vzor,эреш
377,Muster::N,vzorka,эреш
378,Größe::N,veľkosť,пысӑкӑш
379,Länge::N,dĺžka,вӑрӑмӑш
380,Höhe::N,výška,ҫӳллӗш
381,Gewicht::N,váha,виҫе
382,Gewicht::N,váha,йывӑрӑш
383,Menge::N,množstvo,йыш
384,Haufen::N,hŕba,купа
385,Reihe::N,rad,рет
386,Boot::N,čln,кимӗ
387,Ruder::N,veslo,кӗсмен
388,Schlitten::N,sane,ҫуна
389,Ski::N,lyža,йӗлтӗр
390,Lagerfeuer::N,táborák,вут
391,Lagerfeuer::N,táborák,кӑвайт
392,Last::N,ťarcha,сулмаклӑх
393,Last::N,ťarcha,йывӑр япала
394,Last::N,bremeno,сулмаклӑх
395,Last::N,bremeno,йывӑр япала
396,Gang::N,chôdza,куҫӑм
397,Schritt::N,krok,утӑм
398,Schritt::N,krok,пусӑм
399,Norden::N,sever,ҫурҫӗр
400,Süden::N,juh,кӑнтӑр
401,Westen::N,západ,анӑҫ
402,Westen::N,západ,хӗвел анӑҫ
403,Osten::N,východ,хӗвел тухӑҫ
404,Holz::N,drevo,йывӑҫ
405,Brett::N,doska,хӑма
406,Platte::N,doska,плита
407,Platte::N,platňa,плита
408,Stütze::N,opora,ура
409,Stange::N,tyč,шерте
410,Stock::N,palica,патак
411,Stab::N,palica,шӑчӑ
412,Rohr::N,rúra,пӑрӑх
413,Haus::N,dom,ҫурт
414,Heim::N,domov,кил
415,Ofen::N,pec,кӑмака
416,Ofen::N,kachle,кӑмака
417,Fußboden::N,dlážka,урай
418,Fußboden::N,podlaha,урай
419,Tisch::N,stôl,сӗтел
420,Stuhl::N,stolička,пукан
421,Wiege::N,kolíska,сӑпка
422,Bett::N,lôžko,кравать
423,Bett::N,posteľ,кравать
424,Regal::N,regál,ҫӳлӗк
425,Regal::N,regál,сентре
426,Regal::N,polica,ҫӳлӗк
427,Regal::N,polica,сентре
428,Kiste::N,debna,ещӗк
429,Kiste::N,debna,сунтӑх
430,Fenster::N,okno,чӳрече
431,Fenster::N,oblok,чӳрече
432,Tür::N,dvere,алӑк
433,Tor::N,vráta,хапха
434,Zaun::N,plot,хӳме
435,Zaun::N,ohrada,хӳме
436,Dach::N,krov,тӑрӑ
437,Dach::N,strecha,тӑрӑ
438,Leiter::N,rebrík,пусма
439,Leiter::N,rebrina,пусма
440,Besen::N,metla,шӑпӑр
441,Spaten::N,rýľ,кӗреҫе
442,Schaufel::N,lopata,кӗреҫе
443,Gabel::N,vidlička,вилка
444,Löffel::N,lyžica,кашӑк
445,Messer::N,nôž,ҫӗҫӗ
446,Nagel::N,klinec,пӑта
447,Netz::N,sieť,тетел
448,Haken::N,hák,йӑрхах
449,Haken::N,hák,ҫекӗл
450,Haken::N,háčik,йӑрхах
451,Haken::N,háčik,ҫекӗл
452,Griff::N,rukoväť,хӑлӑп
453,Schloss::N,zámka,ҫӑра
454,Bild::N,obraz,сӑн
455,Bild::N,obraz,сӑнлӑх
456,Bild::N,obraz,картина
457,Figur::N,figúra,кӗлетке
458,Puppe::N,bábka,пукане
459,Puppe::N,bábika,пукане
460,Beutel::N,vrece,михӗ
461,Beutel::N,vrecko,михӗ
462,Bündel::N,uzlík,ҫыхӑ
463,Bündel::N,uzlík,тӗрке
464,Bündel::N,zväzok,ҫыхӑ
465,Bündel::N,zväzok,тӗрке
466,Tasche::N,taška,сумка
467,Tasche::N,kabelka,сумка
468,Eimer::N,vedro,витре
469,Deckel::N,vrchnák,хупӑ
470,Deckel::N,pokrývka,хупӑ
471,Geschirr::N,nádoba,савӑт-сапа
472,Sack::N,mech,михӗ
473,Sack::N,vrece,михӗ
474,Tasse::N,šálka,курка
475,Topf::N,hrniec,кастрюль
476,Kessel::N,kotol,хуран
477,Essen::N,jedlo,апат
478,Nahrung::N,strava,апат-ҫимӗс
479,Nahrung::N,potrava,апат-ҫимӗс
480,Speise::N,jedlo,апат
481,Speise::N,jedlo,ҫимӗҫ
482,Fleisch::N,mäso,аш
483,Fleisch::N,mäso,какай
484,Getreide::N,obilie,тырӑ
485,Brei::N,kaša,пӑтӑ
486,Brot::N,chlieb,ҫӑкӑр
487,Scheibe::N,kotúč,чӗлӗ
488,Scheibe::N,kotúč,касӑк
489,Scheibe::N,krajec,чӗлӗ
490,Scheibe::N,krajec,касӑк
491,Fett::N,tuk,ҫу
492,Fett::N,masť,ҫу
493,Butter::N,maslo,ҫу
494,Öl::N,olej,ҫу
495,Salz::N,soľ,тӑвар
496,Suppe::N,polievka,яшка
497,Honig::N,med,пыл
498,Milch::N,mlieko,сӗт
499,Tee::N,čaj,чей
500,Leder::N,koža,сӑран
501,Wolle::N,vlna,ҫӑм
502,Stoff::N,súkno,тӗртӗм
503,Nadel::N,ihla,йӗп
504,Faden::N,niť,ҫип
505,Faden::N,vlákno,ҫип
506,Knopf::N,gombík,тӳме
507,Knoten::N,uzol,йӑлӑ
508,Farbe::N,farba,сӑрӑ
509,Kleidung::N,šaty,тум
510,Kleidung::N,šaty,ҫипуҫ
511,Kleidung::N,šaty,тум-тир
512,Kleidung::N,šatstvo,тум
513,Kleidung::N,šatstvo,ҫипуҫ
514,Kleidung::N,šatstvo,тум-тир
515,Hemd::N,košeľa,кӗпе
516,Kragen::N,golier,ҫуха
517,Ärmel::N,rukáv,ҫанӑ
518,Hose::N,nohavice,шӑлавар
519,Gürtel::N,pás,пиҫиххи
520,Gürtel::N,opasok,пиҫиххи
521,Mütze::N,čiapka,ҫӗлӗк
522,Schuh::N,obuv,пушмак
523,Schuh::N,obuv,ботинок
524,Schuh::N,topánka,пушмак
525,Schuh::N,topánka,ботинок
526,Stiefel::N,čižma,атӑ
527,Ring::N,prsteň,ҫӗрӗ
528,Band::N,stuha,хаю
529,Band::N,stuha,йӗсме
530,Kamm::N,hrebeň,тура
531,Spiegel::N,zrkadlo,тӗкӗр
532,Spiegel::N,zrkadlo,куҫ кӗски
533,Riemen::N,remeň,чӗн
534,Schnur::N,šnúra,кантра
535,Leine::N,vodidlo,касмӑк
536,Decke::N,deka,утиял
537,Decke::N,prikrývka,утиял
538,Kissen::N,poduška,ҫытар
539,Kissen::N,poduška,минтер
540,Tuch::N,šatka,тутӑр
541,Handtuch::N,uterák,ал шӑлли
542,Kraft::N,moc,вӑй
543,Kraft::N,moc,хӑват
544,Stärke::N,sila,хал
545,Stärke::N,sila,хӑват
546,Gesundheit::N,zdravie,хал
547,Gesundheit::N,zdravie,сывлӑх
548,Krankheit::N,nemoc,чир
549,Krankheit::N,choroba,чир
550,Schmerz::N,bolesť,ырату
551,Wunde::N,rana,суран
552,Fieber::N,horúčka,сив чир
553,Arznei::N,liek,эмел
554,Brücke::N,most,кӗпер
555,Brunnen::N,studňa,ҫӑл
556,Brunnen::N,studňa,пусӑ
557,Weide::N,pastva,ҫаран
558,Pfad::N,chodník,йӗр
559,Pfad::N,chodník,сукмак
560,Weg::N,cesta,ҫул
561,Weg::N,cesta,ҫул-йӗр
562,Straße::N,hradská,ҫӳрев
563,Straße::N,hradská,ҫул ҫӳрени
564,Dorf::N,dedina,ял
565,Stadt::N,mesto,хула
566,Brief::N,list,ҫыру
567,Buch::N,kniha,кӗнеке
568,Buchstabe::N,litera,сас палли
569,Buchstabe::N,písmeno,сас палли
570,Zeitung::N,noviny,хаҫат
571,Leben::N,život,пурнӑҫ
572,Tod::N,smrť,вилӗм
573,Grab::N,hrob,масар шӑтӑкӗ
574,Kirche::N,kostol,чиркӳ
575,Sünde::N,hriech,ҫылӑх
576,Gott::N,boh,турӑ
577,Arbeiter::N,robotník,рабочи
578,Arbeiter::N,pracnovík,рабочи
579,Chef::N,šéf,пуҫлӑх
580,Chef::N,riaditeľ,пуҫлӑх
581,Meister::N,majster,ӑста
582,Meister::N,majster,мастер
583,Arzt::N,lekár,врач
584,Arzt::N,lekár,тухтӑр
585,Lehrer::N,učiteľ,учитель
586,Lehrer::N,učiteľ,вӗрентекен
587,Geld::N,peniaze,укҫа
588,Geschäft::N,obchod,бизнес
589,Laden::N,obchod,магазин
590,Preis::N,cena,хак
591,Ware::N,tovar,тавар
592,Nutzen::N,osoh,пайта
593,Nutzen::N,úžitok,пайта
594,Reichtum::N,bohatstvo,мул
595,Welt::N,svet,тӗнче
596,Land::N,územie,ҫӗр-шыв
597,Land::N,krajina,ҫӗр-шыв
598,Staat::N,štát,патшàлӑх
599,König::N,kráľ,король
600,Macht::N,moc,власть
601,Macht::N,mocnosť,власть
602,Grenze::N,hranica,чикӗ
603,Krieg::N,vojna,вӑрҫӑ
604,Feind::N,nepriateľ,тӑшман
605,Gewalt::N,násilie,ирӗксӗрлӳ
606,Kampf::N,boj,кӗрешӳ
607,Bogen[Waffe]::N,luk,ухӑ
608,Pfeil::N,šíp,ҫӗмрен
609,Pfeil::N,šíp,ухӑ йӗппи
610,Pfeil::N,strela,ҫӗмрен
611,Pfeil::N,strela,ухӑ йӗппи
612,Gewehr::N,puška,пӑшал
613,Fehler::N,omyl,йӑнӑш
614,Fehler::N,chyba,йӑнӑш
615,Lüge::N,lož,суя
616,Lüge::N,lož,ултав
617,Schaden::N,ujma,сиен
618,Schaden::N,škoda,сиен
619,Unglück::N,nešťastie,шар
620,Unglück::N,nešťastie,инкек
621,Schuld::N,vina,айӑп
622,Schuld::N,previnenie,айӑп
623,Alter::N,vek,ҫул шучӗ
624,Schluss::N,záver,пӗтни
625,Schluss::N,záver,пӗтмӗш
626,Schluss::N,koniec,пӗтни
627,Schluss::N,koniec,пӗтмӗш
628,Zeit::N,čas,вӑхӑт
629,Tag::N,deň,кун
630,Morgen::N,ráno,ир
631,Mittag::N,poludnie,кӑнтӑрла
632,Abend::N,večer,каҫ
633,Nacht::N,noc,каҫ
634,Woche::N,týždeň,эрне
635,Monat::N,mesiac,уйӑх
636,Jahr::N,rok,ҫулталӑк
637,Frühling::N,jar,ҫур
638,Frühling::N,jar,ҫуркунне
639,Sommer::N,leto,ҫу
640,Sommer::N,leto,ҫулла
641,Herbst::N,jeseň,кӗр
642,Herbst::N,jeseň,кӗркунне
643,Winter::N,zima,хӗл
644,Winter::N,zima,хӗлле
645,Januar::N,január,январь
646,Februar::N,február,февраль
647,Februar::N,február,кӗҫӗн кӑрлач
648,März::N,marec,март
649,März::N,marec,пуш уйӑхӗ
650,April::N,apríl,апрель
651,Mai::N,máj,май
652,Juni::N,jún,июнь
653,Juli::N,júl,июль
654,August::N,august,август
655,September::N,september,сентябрь
656,September::N,september,авӑн уйӑхӗ
657,Oktober::N,október,октябрь
658,November::N,november,ноябрь
659,Dezember::N,december,раштав
660,Dezember::N,december,декабрь
661,Montag::N,pondelok,тунти кун
662,Dienstag::N,utorok,ытлари кун
663,Mittwoch::N,streda,юн кун
664,Donnerstag::N,štvrtok,кӗҫнерни кун
665,Freitag::N,piatok,эрне кун
666,Samstag::N,sobota,шӑмат кун
667,Sonntag::N,nedeľa,вырсарни кун
668,groß::A,veľký,пысӑк
669,klein::A,malý,пӗчӗк
670,lang::A,dlhý,вӑрӑм
671,kurz::A,krátky,кӗске
672,breit::A,široký,сарлака
673,schmal::A,úzky,ансӑр
674,dicht::A,hustý,йӑвӑ
675,dick[Gegenstand]::A,tlstý,хулӑн
676,dünn::A,tenký,ҫинҫе
677,dünn::A,tenký,ҫӳхе
678,fein::A,jemný,тарай
679,fein::A,jemný,вӗлтӗрти
680,fest::A,pevný,тӗреклӗ
681,flach::A,rovný,лаптак
682,flach::A,plochý,лаптак
683,glatt::A,hladký,такӑр
684,hart::A,tvrdý,хытӑ
685,weich::A,mäkký,ҫемҫе
686,rund::A,guľatý,ҫавра
687,rund::A,okrúhly,ҫавра
688,spitz::A,končitý,шӗвӗр
689,scharf::A,ostrý,ҫивӗч
690,stumpf::A,tupý,мӑка
691,stumpf::A,tupý,пуклак
692,stumpf::A,tupý,тӗрӗнчӗк
693,stumpf::A,tupý,ӑнкарусӑр
694,schwer::A,ťažký,йывӑр
695,schön::A,pekný,илемлӗ
696,schön::A,krásny,илемлӗ
697,heiß::A,horúci,вӗри
698,warm::A,teplý,ӑшӑ
699,kalt::A,studený,сивӗ
700,kühl::A,chladný,уҫӑ
701,frisch::A,svieži,уҫӑ
702,feucht::A,vlhký,йӗпе
703,feucht::A,zvlhnutý,йӗпе
704,nass::A,mokrý,нӳрӗ
705,trocken::A,suchý,типӗ
706,voll::A,plný,тулли
707,leer::A,prázdny,пушӑ
708,offen::A,otvorený,уҫӑ
709,geschlossen::A,zavretý,хупӑ
710,sauber::A,čistý,таса
711,schmutzig::A,špinavý,пылчӑклӑ
712,schmutzig::A,špinavý,вараланчӑк
713,roh::A,surový,чӗрӗ
714,reif::A,zrelý,пулнӑ
715,reif::A,zrelý,пиҫӗхнӗ
716,reif::A,zrelý,аталаннӑ
717,reif::A,zrelý,пиҫсе ҫитнӗ
718,lecker::A,chutný,тутлӑ
719,lecker::A,chutný,техӗмлӗ
720,süß::A,sladký,пылак
721,bitter::A,horký,йӳҫӗ
722,sauer::A,kyslý,йӳҫӗ
723,sauer::A,kyslý,йӳҫек
724,sauer::A,kyslý,кӑвасак
725,hell::A,jasný,ҫутӑ
726,hell::A,svetlý,ҫутӑ
727,dunkel::A,temný,тӗттӗм
728,schwarz::A,čierny,хура
729,weiß::A,biely,шурӑ
730,rot::A,červený,хӗрлӗ
731,gelb::A,žltý,сарӑ
