,Concept_ID,sk,cv
1430,besitzen::V,mať,тыт
1431,besitzen::V,vlastniť,тыт
1432,kaufen::V,kúpiť,ил
1433,kaufen::V,kúpiť,туян
1434,verkaufen::V,predať,сут
1435,bezahlen::V,zaplatiť,тӳле
1436,zahlen::V,platiť,тӳле
1437,beherrschen::V,ovládať,тыт
1438,ertragen::V,znášať,тӳс
1439,ertragen::V,vydržať,тӳс
