,Concept_ID,ta,es
124,Rinde::N,பட்டை,corteza
125,Rinde::N,மரப்பட்டை,corteza
126,Ast::N,கினை,rama
127,Zweig::N,குச்சி,ramo
128,Blatt::N,இலை,hoja
129,Birke::N,பிர்ச் மரம்,abedul
130,Kiefer[Baum]::N,தேவதாரு மரம்,pino
131,Weide[Baum]::N,மர வகைகளுள் ஒன்று,sauce
132,Tanne::N,சாதிக்கய்,abeto
133,Horn::N,கொம்பு,asta
134,Horn::N,கொம்பு,cuerno
135,Feder::N,இறகு,pluma
136,Fell::N,மென்முடி,piel
137,Flügel::N,இறக்கை,ala
138,Klaue::N,நகம்,garra
139,Kralle::N,நகம்,uña
140,Kralle::N,நகம்,garra
141,Schwanz::N,வால்,cola
142,Ei::N,முட்டை,huevo
143,Nest::N,கூடு,nido
144,Bau::N,குகை,madriguera
145,Tier::N,விலங்கு,animal
146,Herde::N,கூட்டம்,rebaño
147,Kuh::N,பசு,vaca
148,Bulle::N,காளை,toro
149,Pferd::N,குதிரை,caballo
150,Schaf::N,செம்மறிஆடு,oveja
151,Schwein::N,பன்றி,cerdo
152,Hund::N,நாய்,perro
153,Katze::N,பூனை,gato
154,Bär::N,கரடி,oso
155,Eichhörnchen::N,அணில்,ardilla
156,Elch::N,கடம்பை,alce
157,Fuchs::N,நரி,zorro
158,Hase::N,முயல்,liebre
159,Maus::N,எலி,ratón
160,Wolf::N,ஓநாய்,lobo
161,Vogel::N,பறவை,ave
162,Vogel::N,பறவை,pájaro
163,Schwarm::N,தொகுதி,bandada
164,Huhn::N,கோழிக்குஞசு,gallina
165,Hahn::N,சேவல்,gallo
166,Gans::N,பெண் வாத்து,oca
167,Gans::N,பெண் வாத்து,ganso
168,Adler::N,பருநது,águila
169,Ente::N,வாத்து,pato
170,Eule::N,ஆந்தை,lechuza
171,Kranich::N,நாரை,grulla
172,Krähe::N,காகம்,corneja
173,Kuckuck::N,குயில்,cuco
174,Schwan::N,அன்னம்,cisne
175,Fisch::N,மீன்,pez
176,Barsch::N,பேர்ச்,perca
177,Hecht::N,கோலாச்சி மீன்,lucio
178,Schlange[Tier]::N,பாம்பு,serpiente
179,Wurm::N,புழு,gusano
180,Spinne::N,சிலந்தி,araña
181,Ameise::N,எறும்பு,hormiga
182,Laus::N,பேன்,piojo
183,Mücke::N,கொசுவினப்பூச்சி,mosquito
184,Fliege::N,ஈ,mosca
185,Schmetterling::N,வண்ணத்துப்பூச்சி,mariposa
186,Beere::N,சதைப்பழம்,baya
187,Apfel::N,ஆப்பிள பழம்,manzana
188,Pilz::N,காளான்,seta
189,Pilz::N,காளான்,hongo
190,Zwiebel::N,வெங்காயம்,cebolla
191,Saat::N,விதை,siembra
192,Korn::N,தானியம்,grano
193,Heu::N,வைக்கோல்,heno
194,Schale::N,தோல்,cáscara
195,Grube::N,குழி,foso
196,Falle::N,பொறி,trampa
197,Schlinge::N,கண்ணி,lazo
198,Spur::N,சுவடு,huella
199,Asche::N,சாம்பல்,ceniza
200,Dreck::N,அழுக்கு,suciedad
201,Eisen::N,இரும்பு,hierro
202,Gold::N,தங்கம்,oro
203,Silber::N,வெள்ளி,plata
204,Kohle::N,நிலக்கரி,carbón
205,Glas::N,கண்ணாடி,vidrio
206,Glas::N,கண்ணாடி,cristal
207,Lehm::N,களிமண்,barro
208,Sand::N,மணல்,arena
209,Mensch::N,மனிதர்கள்,hombre
210,Mensch::N,மனிதர்கள்,ser humano
211,Mann::N,மனிதன்,hombre
212,Frau::N,பெண்,mujer
213,Kind::N,குழந்தை,niño
214,Junge::N,பையன்,chico
215,Junge::N,பையன்,muchacho
216,Mädchen::N,சிறுமி,chica
217,Mädchen::N,சிறுமி,muchacha
218,Familie::N,குடும்பம்,familia
219,Großvater::N,தாத்தா,abuelo
220,Großmutter::N,பாட்டி,abuela
221,Eltern::N,பெற்றோர்,padres
222,Vater::N,தந்தை,padre
223,Mutter::N,தாய்,madre
224,Sohn::N,மகன்,hijo
225,Tochter::N,மகள்,hija
226,Bruder::N,சகோதரன்,hermano
227,Schwester::N,அக்கா,hermana
228,Onkel::N,தாய் மாமன்,tío
229,Tante::N,அத்தை,tía
230,Ehemann::N,கணவன்,esposo
231,Ehefrau::N,மனைவி,esposa
232,Freude::N,கொண்டாட்டம்,placer
233,Freude::N,கொண்டாட்டம்,alegría
234,Gelächter::N,சிரிப்பு,risa
235,Gelächter::N,சிரிப்பு,carcajada
236,Glück::N,மகிழ்ச்சி,felicidad
237,Kummer::N,துயரம்,pena
238,Wunsch::N,விருப்பம்,deseo
239,Lust::N,விருப்பம்,ganas
240,Geist::N,ஆன்மா,mente
241,Geist::N,ஆன்மா,espíritu
242,Gedanke::N,எண்ணம்,idea
243,Gedanke::N,எண்ணம்,pensamiento
244,Gedächtnis::N,ஞாபகம்,memoria
245,Verstand::N,மனம்,razón
246,Verstand::N,மனம்,entendimiento
247,Sinn::N,அர்த்தம்,sentido
248,Sinn::N,அர்த்தம்,significado
249,Grund::N,காரணம்,causa
250,Wahrheit::N,உண்நை,verdad
251,Gespräch::N,பெசு,conversación
252,Märchen::N,நம்பத்தகாத கதை,cuento
253,Erzählung::N,கதை,cuento
254,Erzählung::N,கதை,narración
255,Nachricht::N,செய்தி,mensaje
256,Neuigkeit::N,செய்தி,noticia
257,Name::N,பெயர்,nombre
258,Rätsel::N,புதிர்,acertijo
259,Rätsel::N,புதிர்,adivinanza
260,Rede::N,பேச்சு,discurso
261,Sprache::N,மொழி,lengua
262,Stimme::N,குரல்,voz
263,Wort::N,வார்த்தை,palabra
264,Zeichen::N,குறி,señal
265,Ruf::N,அழைப்பு,llamada
266,Lärm::N,சத்தம்,ruido
267,Lärm::N,சத்தம்,barullo
268,Laut::N,ஒலி,sonido
269,Ton::N,குரல்,tono
270,Lied::N,பாட்டு,canción
271,Ruhe::N,அமைதி,calma
272,Ruhe::N,அமைதி,silencio
273,Leute::N,மக்கள்,gente
274,Volk::N,மக்கள்,pueblo
275,Arbeit::N,வேலை,trabajo
276,Gast::N,விருந்தாளி,huésped
277,Gast::N,விருந்தாளி,invitado
278,Geschenk::N,பரிசுப் பொருள்,regalo
279,Spiel::N,விளையாட்டு,juego
280,Gesellschaft::N,சமுதாயம்,compañía
281,Hilfe::N,உதவி,ayuda
282,Hilfe::N,உதவி,socorro
283,Freund::N,நண்பன்,amigo
284,Kamerad::N,உடனிருப்பவன்,camarada
285,Kamerad::N,உடனிருப்பவன்,compañero
286,Angelegenheit::N,செய்தி,asunto
287,Anzahl::N,எண்ணிக்கை,cantidad
288,Art::N,வகை,tipo
289,Art::N,வகை,clase
290,Stück::N,துண்டம்,pieza
291,Teil::N,பகுதி,parte
292,Hälfte::N,பாதி,mitad
293,Kreis::N,வட்டம்,círculo
294,Kreuz::N,சிலுவை,cruz
295,Linie::N,கோடு,línea
296,Strich::N,வாத நோய்,raya
297,Strich::N,வாத நோய்,trazo
298,Abstand::N,இடைவெளி,distancia
299,Entfernung::N,தூரம்,distancia
300,Gegend::N,வட்டாரம்,región
301,Gegend::N,வட்டாரம்,comarca
302,Platz::N,வெற்றிடம்,espacio
303,Ort::N,இடம்,sitio
304,Seite::N,பக்கம்,lado
305,Seite::N,பக்கம்,costado
306,Mitte::N,இடைப்பகுதி,medio
307,Mitte::N,இடைப்பகுதி,centro
308,Gegenstand::N,உருப்படி,objeto
309,Sache::N,பொருள்,cosa
310,Rand::N,தொங்கு,borde
311,Kante::N,விளிம்பு,borde
312,Ecke::N,மூலை,esquina
313,Spitze::N,முனை,punta
314,Ende::N,முடிவு,cabo
315,Ende::N,முடிவு,extremo
316,Loch::N,துளை,agujero
317,Loch::N,துளை,abertura
318,Winkel::N,கோணம்,ángulo
319,Muster::N,பாங்கு,dibujo
320,Größe::N,அளவு,tamaño
321,Länge::N,நீளம்,longitud
322,Höhe::N,உயரம்,altura
323,Höhe::N,உயரம்,altitud
324,Gewicht::N,எடை,peso
325,Menge::N,தொகை,cantidad
326,Haufen::N,குவியல்,montón
327,Reihe::N,வரிசை,fila
328,Boot::N,படகு,bote
329,Boot::N,படகு,barca
330,Ruder::N,துடுப்பு,remo
331,Schlitten::N,சகடையிலா வண்டி,trineo
332,Ski::N,பனிச் சறுக்கல்,esquí
333,Lagerfeuer::N,மூட்டம்,hoguera
334,Last::N,பாரம்,carga
335,Gang::N,நடை,marcha
336,Schritt::N,காலடி,paso
337,Norden::N,வடக்கு,norte
338,Süden::N,தெற்கு,sur
339,Westen::N,மேற்கு திசை,oeste
340,Osten::N,கிழக்கு,este
341,Holz::N,மரக்கட்டை,madera
342,Brett::N,பலகை,tabla
343,Platte::N,பலகம்,placa
344,Platte::N,பலகம்,plancha
345,Stütze::N,அடைப்புகன்,sostén
346,Stütze::N,அடைப்புகன்,soporte
347,Stange::N,கம்பம்,vara
348,Stange::N,கம்பம்,percha
349,Stock::N,குச்சி,palo
350,Stock::N,குச்சி,bastón
351,Stab::N,கம்பு,vara
352,Stab::N,கம்பு,bastón
353,Rohr::N,குழாய்,tubo
354,Haus::N,வீடு,casa
355,Heim::N,வீடு,hogar
356,Ofen::N,அடுப்பு,estufa
357,Fußboden::N,தரை,suelo
358,Tisch::N,மேசை,mesa
359,Stuhl::N,நாற்காலி,silla
360,Wiege::N,தொட்டில்,cuna
361,Bett::N,படுக்கை,cama
362,Regal::N,அலமாரி,estantería
363,Kiste::N,பெட்டி,caja
364,Fenster::N,சாளரம்,ventana
365,Tür::N,கதவு,puerta
366,Tor::N,வாசற்கதவு,puerta
367,Zaun::N,வேலி,valla
368,Zaun::N,வேலி,cercado
369,Dach::N,கூரை,techo
370,Dach::N,கூரை,tejado
371,Leiter::N,ஏணி,escalera
372,Besen::N,விளக்குமாறு,escoba
373,Spaten::N,மண்வெட்டி,pala
374,Schaufel::N,அடிதண்டா,pala
375,Schaufel::N,அடிதண்டா,paleta
376,Gabel::N,முட்கரண்டி,tenedor
377,Löffel::N,கரண்டி,cuchara
378,Messer::N,கத்தி,cuchillo
379,Nagel::N,ஆணி,clavo
380,Netz::N,வலை,red
381,Haken::N,கொக்கி,gancho
382,Haken::N,கொக்கி,corchete
383,Griff::N,கைப்பிடி,asa
384,Griff::N,கைப்பிடி,mango
385,Schloss::N,பூட்டு,cerradura
386,Bild::N,படம்,imagen
387,Figur::N,எண்ணிக்கை,figura
388,Puppe::N,பொம்மை,muñeca
389,Beutel::N,பை,bolsa
390,Bündel::N,பொதி,haz
391,Tasche::N,பை,bolso
392,Eimer::N,வாளி,cubo
393,Deckel::N,உறை,tapa
394,Deckel::N,உறை,tapadera
395,Geschirr::N,பாத்திரம்,vajilla
396,Sack::N,பை,saco
397,Tasse::N,கிண்ணம்,taza
398,Topf::N,பானை,olla
399,Topf::N,பானை,marmita
400,Kessel::N,கெண்டி,caldera
401,Essen::N,உணவருந்துதல்,comida
402,Nahrung::N,உணவு,alimento
403,Speise::N,உணவு வகை,plato
404,Fleisch::N,இறைச்சி,carne
405,Getreide::N,மக்காச்சோளம்,cereales
406,Brei::N,கஞ்சி,puré
407,Brei::N,கஞ்சி,papilla
408,Brot::N,ரொட்டி,pan
409,Scheibe::N,துண்டு,lonja
410,Scheibe::N,துண்டு,rebanada
411,Fett::N,கொழுப்பு,grasa
412,Butter::N,வெண்ணெய்,mantequilla
413,Öl::N,எண்ணெய்,aceite
414,Salz::N,உப்பு,sal
415,Suppe::N,ரசம்,sopa
416,Honig::N,தேன்,miel
417,Milch::N,பால்,leche
418,Tee::N,தெனீர்,té
419,Leder::N,பதம் செய்யப்பட்ட தோல்,cuero
420,Wolle::N,கம்பளி,lana
421,Stoff::N,துணி,tela
422,Stoff::N,துணி,tejido
423,Nadel::N,ஊசி,aguja
424,Faden::N,நூல்,hilo
425,Knopf::N,பொத்தான்,botón
426,Knoten::N,முடிச்சு,nudo
427,Farbe::N,வண்ணக் குழம்பு,pintura
428,Kleidung::N,ஆடைகள்,ropa
429,Kleidung::N,ஆடைகள்,vestidos
430,Hemd::N,சட்டை,camisa
431,Kragen::N,கழுத்துப் பட்டை,cuello
432,Ärmel::N,சட்டைக்கை,manga
433,Hose::N,கால்சட்டை,pantalón
434,Gürtel::N,பெல்ட்,cinturón
435,Mütze::N,தொப்பி,gorro
436,Schuh::N,காலணி,zapato
437,Stiefel::N,காலணி,bota
438,Ring::N,மோதிரம்,anillo
439,Band::N,நாடா,cinta
440,Kamm::N,கீப்பு,peine
441,Spiegel::N,ஆடி,espejo
442,Spiegel::N,கண்ணாடி,espejo
443,Riemen::N,வார்,correa
444,Schnur::N,கயிறு,cuerda
445,Leine::N,தோல்வார்,correa
446,Decke::N,போர்வை,manta
447,Kissen::N,தலையணை,almohada
448,Tuch::N,துணி,pañuelo
449,Handtuch::N,தண்டு,toalla
450,Kraft::N,நிர்பந்தம்,fuerza
451,Stärke::N,பலம்,fuerza
452,Gesundheit::N,ஆரோக்கியம்,salud
453,Krankheit::N,நோய்,enfermedad
454,Schmerz::N,வலி,dolor
455,Wunde::N,காயம்,llaga
456,Wunde::N,காயம்,herida
457,Fieber::N,காய்ச்சல்,fiebre
458,Arznei::N,மருந்து,medicina
459,Arznei::N,மருந்து,medicamento
460,Brücke::N,பாலம்,puente
461,Brunnen::N,கேணி,pozo
462,Weide::N,மேய்ச்சல் நிலம்,pasto
463,Pfad::N,நடை வழி,sendero
464,Weg::N,வழி,camino
465,Straße::N,சாலை,vía
466,Straße::N,சாலை,carretera
467,Dorf::N,கிராமம்,aldea
468,Dorf::N,கிராமம்,pueblo
469,Stadt::N,நகரம்,ciudad
470,Brief::N,கடிதம்,carta
471,Buch::N,புத்தகம்,libro
472,Buchstabe::N,எழத்து,letra
473,Buchstabe::N,எழத்து,carácter
474,Zeitung::N,செய்தித்தாள்,diario
475,Zeitung::N,செய்தித்தாள்,periódico
476,Leben::N,வாழ்க்கை,vida
477,Tod::N,மரணம்,muerte
478,Grab::N,சமாதி,tumba
479,Grab::N,சமாதி,sepulcro
480,Kirche::N,தேவாலயம்,iglesia
481,Sünde::N,பாவம்,pecado
482,Gott::N,கடவுள்,dios
483,Arbeiter::N,தொழிலாளி,obrero
484,Arbeiter::N,தொழிலாளி,trabajador
485,Chef::N,மேலாளர்,jefe
486,Meister::N,தலைவன்,maestro
487,Arzt::N,மருத்துவர்,médico
488,Lehrer::N,ஆசிரியர்,profesor
489,Geld::N,பணம்,dinero
490,Geschäft::N,வாணிபம்,negocio
491,Laden::N,கடை,tienda
492,Preis::N,விலை,precio
493,Ware::N,சாமன்கள்,mercancía
494,Nutzen::N,இலாபம்,provecho
495,Reichtum::N,சொத்து,riqueza
496,Welt::N,உலகம்,mundo
497,Land::N,நாடு,país
498,Staat::N,நாடு,Estado
499,König::N,அரசன்,rey
500,Macht::N,அதிகாரம்,poder
501,Macht::N,அதிகாரம்,potencia
502,Grenze::N,எல்லை,frontera
503,Krieg::N,போர்,guerra
504,Feind::N,எதிரி,enemigo
505,Gewalt::N,வன்முறை,violencia
506,Kampf::N,போராட்டம்,lucha
507,Kampf::N,போராட்டம்,combate
508,Bogen[Waffe]::N,வில்,arco
509,Pfeil::N,அம்பு,flecha
510,Gewehr::N,துப்பாக்கி,fusil
511,Gewehr::N,துப்பாக்கி,escopeta
512,Fehler::N,தவறு,error
513,Lüge::N,பொய்,mentira
514,Schaden::N,சேதாரம்,daño
515,Unglück::N,இடையூறு,desgracia
516,Schuld::N,குற்றம்,culpa
517,Alter::N,வயது,edad
518,Schluss::N,முடிவு,fin
519,Schluss::N,முடிவு,final
520,Zeit::N,காலம்,tiempo
521,Tag::N,நாள்,día
522,Morgen::N,காலை நேரம்,mañana
523,Mittag::N,மதியம்,mediodía
524,Abend::N,மாலைப் பொழுது,noche
525,Nacht::N,இரவு,noche
526,Woche::N,வாரம்,semana
527,Monat::N,மாதம்,mes
528,Jahr::N,வருடம்,año
529,Frühling::N,வசந்தம்,primavera
530,Sommer::N,கோடை,verano
531,Herbst::N,இலையுதிர் காலம்,otoño
532,Winter::N,குளிர்காலம்,invierno
533,Januar::N,ஜனவரி,enero
534,Februar::N,பிபரவரி மாதம்,febrero
535,März::N,மார்ச் மாதம்,marzo
536,April::N,ஏப்ரல் மாதம்,abril
537,Mai::N,மே மாதம்,mayo
538,Juni::N,ஜூன் மாதம்,junio
539,Juli::N,ஜூலை மாதம்,julio
540,August::N,ஆகஸ்ட் மாதம்,agosto
541,September::N,செப்டம்பர் மாதம்,septiembre
542,Oktober::N,அக்டோபர் மாதம்,octubre
543,November::N,நவம்பர் மாதம்,noviembre
544,Dezember::N,டிசம்பர்,diciembre
545,Montag::N,திங்கட் கிழமை,lunes
546,Dienstag::N,செவ்வாய்க்கிழமை,martes
547,Mittwoch::N,புதன் கிழமை,miércoles
548,Donnerstag::N,வியாழக் கிழமை,jueves
549,Freitag::N,வெள்ளிக்கிழமை,viernes
550,Samstag::N,சனிக்கிழமை,sábado
551,Sonntag::N,ஞாயிறுக் கிழமை,domingo
552,groß::A,பெரிய,grande
553,klein::A,சிறிய,pequeño
554,lang::A,நீண்ட,largo
555,kurz::A,குட்டையான,corto
556,breit::A,அகலமான,ancho
557,schmal::A,குறுகலான,estrecho
558,dicht::A,அடர்த்தியான,denso
559,dick[Gegenstand]::A,தடித்த,grueso
560,dünn::A,சன்னமான,fino
561,dünn::A,சன்னமான,delgado
562,fein::A,மெல்லிய,fino
563,fein::A,மெல்லிய,delicado
564,fest::A,உறுதியாள,firme
565,fest::A,உறுதியாள,sólido
566,flach::A,தட்டையான,plano
567,glatt::A,வழுவழுப்பான,liso
568,hart::A,கடினமான,duro
569,weich::A,மென்மையான,muelle
570,rund::A,உருண்டையான,redondo
571,spitz::A,திகந்தமாக,agudo
572,spitz::A,திகந்தமாக,apuntado
573,scharf::A,கூரான,agudo
574,scharf::A,கூரான,afilado
575,stumpf::A,உளம் திறந்த,sin filo
576,schwer::A,கனமான,pesado
577,schön::A,அழகான,bello
578,schön::A,அழகான,hermoso
579,heiß::A,சூடான,caluroso
580,warm::A,இதமான,cálido
581,warm::A,இதமான,caliente
582,kalt::A,குளிர்ச்சியான,frío
583,kühl::A,குளிர்ச்சியான,fresco
584,frisch::A,சுத்தமான,fresco
585,feucht::A,ஈரமான,húmedo
586,nass::A,ஈரமான,mojado
587,trocken::A,உலர்ந்த,seco
588,voll::A,நிரம்பிய,lleno
589,leer::A,காலியான,vacío
590,offen::A,திறந்த,abierto
591,geschlossen::A,மூடப்பட்ட,cerrado
592,sauber::A,சுத்தமான,limpio
593,schmutzig::A,அழக்கான,sucio
594,roh::A,கச்சா,crudo
595,reif::A,பழுத்த,maduro
596,lecker::A,சுவைமிக்க,rico
597,lecker::A,சுவைமிக்க,sabroso
598,süß::A,இனிப்பான,dulce
599,bitter::A,கசப்பான,amargo
600,sauer::A,புளிப்பாக,agrio
601,hell::A,பளபளப்பான,claro
602,dunkel::A,கருமையான,oscuro
603,schwarz::A,கருப்பு வண்ண,negro
604,weiß::A,வெண்மையன,blanco
605,rot::A,சிவப்பு,rojo
606,gelb::A,மஞ்சள் வண்ணம்,amarillo
607,blau::A,நீல வண்ண,azul
608,grün::A,பச்சை வண்ண,verde
609,grau::A,சாம்பல் நிற,gris
610,bunt::A,வண்ண மயமான,multicolor
611,billig::A,மலிவான,barato
612,teuer::A,விலை அதிகமான,caro
613,wertvoll::A,மதிப்புள்ள,valioso
614,wertvoll::A,மதிப்புள்ள,precioso
615,blind::A,பார்வையற்ற,ciego
616,taub::A,செவிடான,sordo
617,kräftig::A,வலிமையான,fuerte
618,stark::A,பலமான,fuerte
619,stark::A,பலமான,vigoroso
620,schwach::A,பலவீனமான,débil
621,fett::A,பருமனாக,obeso
622,schlank::A,ஒல்லியான,esbelto
623,hübsch::A,அழகிய,mono
624,hübsch::A,அழகிய,guapo
625,böse::A,கேடு விளைவிக்கும்,malo
626,dumm::A,முட்டாள்தனமான,tonto
627,dumm::A,முட்டாள்தனமான,estúpido
628,faul::A,சோம்பலான,vago
629,faul::A,சோம்பலான,perezoso
630,fleißig::A,ஊக்கந்தளராத,aplicado
631,fleißig::A,ஊக்கந்தளராத,diligente
632,geizig::A,கஞேசத்தனமான,avaro
633,klug::A,சாதுரியமான,sensato
634,klug::A,சாதுரியமான,inteligente
635,geschickt::A,திறமையள்ள,hábil
636,lieb::A,அன்புக்குரிய,querido
637,lustig::A,களிப்புமிக்க,alegre
638,sanft::A,சாதுவான,suave
639,hungrig::A,பசியுடன்,hambriento
640,krank::A,நோயுற்று,enfermo
641,nackt::A,ஆடையற்ற,desnudo
642,traurig::A,சோகமான,triste
643,lebendig::A,பிழைப்பு,vivo
644,lebendig::A,பிழைப்பு,viviente
645,gut::A,நல்ல,bueno
646,schlecht::A,கெட்ட,malo
647,richtig::A,சரியான,justo
648,richtig::A,சரியான,correcto
649,schlimm::A,அருவருப்பான,malo
650,schlimm::A,அருவருப்பான,grave
651,wahr::A,உண்மையான,verídico
652,wahr::A,உண்மையான,verdadero
653,alt::A,பழைய,viejo
654,neu::A,புதிய,nuevo
655,ehemalig::A,முன்நாள்,antiguo
656,alt[Lebewesen]::A,வயதான,viejo
657,jung::A,இளமையான,joven
658,arm::A,ஏழ்மையான,pobre
659,reich::A,செல்வம் படைத்த,rico
660,bekannt::A,பழக்கப்பட்ட,conocido
661,berühmt::A,புகழ்பெற்ற,famoso
662,berühmt::A,புகழ்பெற்ற,célebre
663,fremd::A,அயல் நாட்டு,extraño
664,verschieden::A,வித்தியாசமான,diverso
665,verschieden::A,வித்தியாசமான,distinto
666,verschieden::A,வித்தியாசமான,diferente
667,nah::A,பக்கத்தில் உள்ள,cercano
668,fern::A,தொலை தூரத்தில்,lejano
669,linker::A,மீந்திருக்கும்,izquierdo
670,rechter::A,வலதுபக்கம்,derecho
671,anderer::A,மற்ற,otro
672,erster::A,முதனமையான,primero
673,zweiter::A,இரண்டாவது,segundo
674,dritter::A,மூன்றாவது,tercero
675,letzter::A,கடைசி,último
676,allein::ADV,தனியாக,a solo
677,auf einmal::ADV,தடீரென்று,de una vez
678,zusammen::ADV,சேர்ந்து,juntos
679,lange::ADV,அதிக நோம்,mucho tiempo
680,plötzlich::ADV,தடீரென்று,de repente
681,sofort::ADV,உடனடியாக,en seguida
682,später::ADV,பிறகு,más tarde
683,jetzt::ADV,இப்பொழது,ahora
684,heute::ADV,இன்று,hoy
685,morgen::ADV,நாளைக்கு,mañana
686,bald::ADV,சீக்கிரம்,pronto
687,bald::ADV,சீக்கிரம்,en breve
688,dann::ADV,அப்பொழுது,luego
689,dann::ADV,அப்பொழுது,entonces
690,gestern::ADV,நேற்று,ayer
691,einst::ADV,ஒரே முறை,antaño
692,damals::ADV,அப்பொழுது,entonces
693,danach::ADV,பிற்பாடு,después
694,vorher::ADV,முன்பாக,antes
695,zuerst::ADV,முதலில்,primero
696,einmal::ADV,ஒரே முறை,una vez
697,manchmal::ADV,சில நேரங்களில்,a veces
698,oft::ADV,அடிக்கடி,a menudo
